year, NorESM2-LM, UKESM1-0-LL, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, INM-CM5-0, GFDL-ESM4, TaiESM1, CESM2-WACCM, NorESM2-MM, IPSL-CM6A-LR, CMCC-CM2-SR5, MIROC-ES2L, ACCESS-ESM1-5, INM-CM4-8, EC-Earth3-Veg
2.075000000000000000e+03, 1.468836273684080984e+00, 2.325871563339370063e+00, 3.341766477081829834e+00, 3.954493645816724356e+00, 2.158127057721292541e+00, 3.087543962668284347e+00, 1.793397408101474300e+00, 1.318137374766843228e+00, 2.385348303673790582e+00, 1.964518737629580736e+00, 1.950977463718547300e+00, 1.318783645818788708e+00, 1.561055016868393652e+00, 2.234242016818874355e+00, 2.480540452826907050e+00, 6.628587129639473829e+00
2.076000000000000000e+03, 1.742535159920293619e+00, 1.909398390036892268e+00, 3.411359236205679046e+00, 3.886164266821586999e+00, 2.257754105887110452e+00, 3.460858444535455991e+00, 1.801896078575352167e+00, 1.442730157646663125e+00, 2.094448348035895080e+00, 2.024639771788150355e+00, 2.058556722542363548e+00, 1.451328583663497929e+00, 1.629681859772219799e+00, 2.237827297900961909e+00, 2.843382142861679451e+00, 7.511874321907136220e+00
2.077000000000000000e+03, 1.780096177589501671e+00, 1.859814885357222947e+00, 3.458515962472814564e+00, 4.666864574958702327e+00, 2.546347030849140047e+00, 3.026324778204023236e+00, 1.958589846833627579e+00, 1.519296277584515353e+00, 2.825395217564671935e+00, 1.838167856235747744e+00, 1.949694509891339855e+00, 1.459007432903021595e+00, 1.706509361482394516e+00, 2.104116585415246377e+00, 2.814803354811473923e+00, 7.400616090439685379e+00
2.078000000000000000e+03, 1.734415187068815145e+00, 1.861996960686370661e+00, 3.500471047994116347e+00, 3.665481441196021706e+00, 2.468715288058358048e+00, 3.240592142487759730e+00, 2.082799794328091370e+00, 1.534428194361761033e+00, 1.950195491365807721e+00, 2.142498720439483861e+00, 2.026460436448535241e+00, 1.327138266709422698e+00, 1.638328249434850115e+00, 2.238738773297416440e+00, 2.596913192990868424e+00, 5.403351983110724177e+00
2.079000000000000000e+03, 1.672778533558389791e+00, 2.945027151830185375e+00, 3.654025370949702811e+00, 4.230807709205375744e+00, 2.481915671360850784e+00, 3.012372687397364857e+00, 1.813733203703785657e+00, 1.295602092260619731e+00, 2.167239341185041024e+00, 2.222525009325198475e+00, 1.804684162356143595e+00, 1.543525813510185918e+00, 1.786471307901776884e+00, 2.113596437063752997e+00, 2.603398557498556531e+00, 4.999194635553108945e+00
2.080000000000000000e+03, 1.774299455562825312e+00, 2.292392853199985758e+00, 3.450021601021775908e+00, 3.382707014735325757e+00, 2.188347667204378233e+00, 3.267690478200779847e+00, 1.938514325222359558e+00, 1.480365867263865987e+00, 2.523990706263690154e+00, 2.050313730776667231e+00, 2.071049067561530510e+00, 1.564256492170470692e+00, 1.773493738877489401e+00, 2.201156944784592451e+00, 2.395217253417100789e+00, 5.566195710634322502e+00
2.081000000000000000e+03, 2.001857065411558612e+00, 2.585150768963778933e+00, 3.519723658421312962e+00, 3.719961556465167796e+00, 2.302019728865704273e+00, 3.438752372584415795e+00, 1.855556211713654813e+00, 1.590272154571324759e+00, 1.796885566233578091e+00, 1.997388447581227355e+00, 1.791546149163862234e+00, 1.535634266473586917e+00, 1.341099210163171795e+00, 2.208615355281766668e+00, 2.399644181670516296e+00, 6.919959442944700001e+00
2.082000000000000000e+03, 1.833063386421961871e+00, 2.505879008867180069e+00, 3.493859384522507661e+00, 3.526137762378897200e+00, 2.149956997050691321e+00, 3.082873067330420991e+00, 2.099147676361724724e+00, 1.419344341044689095e+00, 1.877611541181783306e+00, 1.810325018234239414e+00, 2.072695243062117498e+00, 1.330648923876896150e+00, 1.624175837923592658e+00, 2.386212438810809022e+00, 2.695358373984019895e+00, 8.530411054318408404e+00
2.083000000000000000e+03, 2.081682811573484226e+00, 2.703762734631748099e+00, 3.534328742066649376e+00, 4.065563686762446061e+00, 2.206994149265090854e+00, 3.194067339375923353e+00, 1.807125425623503645e+00, 1.305069678874320127e+00, 2.322779709988552543e+00, 1.826321238527641722e+00, 1.946293098516235220e+00, 1.339917793941951984e+00, 1.569504764397223751e+00, 2.341031605647509117e+00, 2.622005665939851848e+00, 6.584774544782712624e+00
2.084000000000000000e+03, 1.966885254111943038e+00, 2.172886147925075395e+00, 3.428765579364740024e+00, 3.722742637900526841e+00, 2.060045481788832955e+00, 3.986685179437984949e+00, 1.653655414568529158e+00, 1.355314364663169791e+00, 2.543349989987604420e+00, 1.965875888659665893e+00, 1.835092342028332268e+00, 1.474553802051573159e+00, 1.720712792948244196e+00, 2.308176863504622922e+00, 2.464291414541548431e+00, 6.410015086487712566e+00
2.085000000000000000e+03, 1.656646792447547201e+00, 2.301348888244055146e+00, 3.485356313681648111e+00, 3.421336477415282573e+00, 2.046520252801840023e+00, 3.428105631159355848e+00, 1.785363317755377599e+00, 1.579132698963460424e+00, 2.642313493122990575e+00, 1.974799973782329410e+00, 1.670574703956583251e+00, 1.539556396113259451e+00, 1.515327696904938959e+00, 2.200101217688024580e+00, 2.649637913909302700e+00, 6.762120681067504080e+00
2.086000000000000000e+03, 1.564520417549892350e+00, 3.305149352793817830e+00, 3.717775590551977594e+00, 3.550729753208794026e+00, 2.365312032363496630e+00, 3.194065102206350204e+00, 1.764957947389781845e+00, 1.384952540660448372e+00, 2.436385239778952272e+00, 2.238422510271721233e+00, 1.798375718043758509e+00, 1.465418538442794016e+00, 1.510430341991101599e+00, 2.234896431328639022e+00, 2.674563492436525802e+00, 6.652281021304898623e+00
2.087000000000000000e+03, 1.412754038934772360e+00, 2.499112823157159546e+00, 3.431711069501404143e+00, 3.227669462925469190e+00, 2.167824282715704598e+00, 3.215769794388812386e+00, 1.938392639398080153e+00, 1.439642850487079961e+00, 2.161105368274638838e+00, 1.548022466159666877e+00, 2.000084306557997849e+00, 1.507003271376055054e+00, 1.604202145719277439e+00, 2.250305052211882373e+00, 2.612911150295915697e+00, 7.012810270082773911e+00
2.088000000000000000e+03, 1.616508602053579713e+00, 1.821981468954744443e+00, 3.473070037121217091e+00, 4.180250812335392752e+00, 2.089420399533296280e+00, 3.224423781325255867e+00, 1.964426112268745639e+00, 1.458349581358206137e+00, 2.546612962913694211e+00, 1.851072154582714013e+00, 2.366114144461706648e+00, 1.520457860792941984e+00, 1.528608825271889016e+00, 2.030668257358259954e+00, 2.665230603243978091e+00, 7.793089976992148671e+00
2.089000000000000000e+03, 2.117221397037510666e+00, 2.662609426950097280e+00, 3.373223653669452204e+00, 3.629725282568802669e+00, 2.096626252633284171e+00, 3.353369101441737943e+00, 1.876596490578584575e+00, 1.359819979947991531e+00, 2.616353749556492581e+00, 2.172678835827203780e+00, 2.092013806908134654e+00, 1.441534845287838040e+00, 1.631680706256747770e+00, 2.179291485319270638e+00, 2.929604905246173452e+00, 6.423962084465054012e+00
2.090000000000000000e+03, 1.653880535541024210e+00, 2.574375542165362685e+00, 3.634929532370190230e+00, 3.726611094067564522e+00, 2.228494544511718356e+00, 2.918944548255211657e+00, 2.017528932394070385e+00, 1.442437306061519875e+00, 2.039016954171562812e+00, 1.974373139137268751e+00, 1.928376030478138325e+00, 1.201190439513097230e+00, 1.510999397265882838e+00, 2.158061307965865261e+00, 2.505462335463175094e+00, 6.218440882136340164e+00
2.091000000000000000e+03, 2.132679525377386920e+00, 2.249634599624047659e+00, 3.454169312487512578e+00, 4.320225546709289155e+00, 1.977973122575125586e+00, 3.068470403344770059e+00, 1.759737327125741491e+00, 1.511368596900399375e+00, 2.205497835343452007e+00, 2.239595749221500842e+00, 1.809288636477960122e+00, 1.351110622435790498e+00, 1.597878927360954382e+00, 2.063082615946371767e+00, 2.333625491437592014e+00, 6.683268087732828100e+00
2.092000000000000000e+03, 1.727853339662437593e+00, 2.514834712858860843e+00, 3.409524854598235510e+00, 3.942582972073135128e+00, 2.155054448045658155e+00, 2.823195829823728076e+00, 1.767153154896383027e+00, 1.369464487109963935e+00, 2.401028678667060934e+00, 2.167637018166820528e+00, 1.738077709612516175e+00, 1.572419031994967353e+00, 1.775896142571693037e+00, 2.170061686752287944e+00, 2.523381021855831019e+00, 8.068978470475141052e+00
2.093000000000000000e+03, 1.985660641633024026e+00, 2.623658656747793305e+00, 3.517555318414614884e+00, 4.326862532793896321e+00, 2.358826373641817575e+00, 3.583663306833392070e+00, 1.988505401662430172e+00, 1.365049425175388631e+00, 2.082361566980031942e+00, 1.906119091086181161e+00, 1.803676070929630226e+00, 1.395442969166283964e+00, 1.724517169748762679e+00, 2.068858010526227975e+00, 2.512547595935155087e+00, 6.032429513381771358e+00
2.094000000000000000e+03, 2.280939746582224092e+00, 2.249569340429321773e+00, 3.421237760781405068e+00, 4.051677612124972683e+00, 2.109682680106511832e+00, 3.284599584411612927e+00, 1.818304497890502525e+00, 1.545852964434480503e+00, 2.601335227004117456e+00, 2.389521772209292294e+00, 1.796619480128216040e+00, 1.423696801218121033e+00, 1.543215751478809628e+00, 2.275209804862948548e+00, 2.593160621009755751e+00, 5.486520642331364606e+00
2.095000000000000000e+03, 2.249949043310087493e+00, 2.474972418589690637e+00, 3.337355930078184318e+00, 3.422320284725021367e+00, 1.889674220983676989e+00, 3.065166262661041863e+00, 1.828166718426075033e+00, 1.448346944554684379e+00, 1.627733750783482147e+00, 1.807715028086927855e+00, 1.740605574754445994e+00, 1.548717328123627945e+00, 1.717134642608001860e+00, 2.233373517092309690e+00, 2.475529893526027259e+00, 6.445797620117840410e+00
2.096000000000000000e+03, 1.597424045291983008e+00, 2.150580758231571021e+00, 3.378560884819837185e+00, 3.387433668955027066e+00, 1.952750132710766584e+00, 2.924544197864393791e+00, 1.828679104771497421e+00, 1.382368002024107145e+00, 2.134493213917680876e+00, 1.748059706503580779e+00, 1.708011174041457858e+00, 1.492662818689977300e+00, 1.761890279388149239e+00, 2.244032570856048459e+00, 2.640072296901597504e+00, 7.433476302155055393e+00
2.097000000000000000e+03, 1.508796590531910953e+00, 1.912599271751501240e+00, 3.388625479812566343e+00, 4.205327408652085097e+00, 2.281034156478980446e+00, 3.086367318450120578e+00, 1.778359096738307610e+00, 1.459670740728281624e+00, 2.288562643568022636e+00, 2.424690808263185282e+00, 1.736592869199394817e+00, 1.486360257203149349e+00, 1.816960465234443989e+00, 2.230471852178537162e+00, 2.754087828384689907e+00, 8.304164061719321310e+00
2.098000000000000000e+03, 1.663950595220677231e+00, 2.284431864497161069e+00, 3.404773910830984462e+00, 3.679919635246853726e+00, 2.189462525895619294e+00, 3.130230892588739877e+00, 1.766924026485425347e+00, 1.482886166137777018e+00, 2.397005791699007737e+00, 2.092614125882533482e+00, 1.788314088624136655e+00, 1.359797152118749519e+00, 1.521537420854250922e+00, 2.157109981475982430e+00, 2.756437614454096074e+00, 5.510654817160228980e+00
2.099000000000000000e+03, 1.679512073463732102e+00, 2.582472424956810286e+00, 3.411756793264209442e+00, 3.863408488535291063e+00, 2.283035493786414794e+00, 3.358054560468362038e+00, 1.737264728662706093e+00, 1.441941103362948340e+00, 2.588784040724485980e+00, 1.600867419721843543e+00, 1.921794918473214375e+00, 1.383416360602693906e+00, 1.561688692135818401e+00, 1.994645292088274457e+00, 2.374844020044679205e+00, 5.356064079851710957e+00
2.100000000000000000e+03, 1.693520264130713215e+00, 2.077721928959241904e+00, 3.470110906609434664e+00, 3.762587822845762542e+00, 2.177767826282607455e+00, 3.027715336341713304e+00, 1.719950436148204531e+00, 1.395614370011659888e+00, 1.960003707503885195e+00, 1.771980995803212444e+00, 1.750978634373768550e+00, 1.390019144281125163e+00, 1.699445809685116604e+00, 2.037403971849657491e+00, 2.324283331035442490e+00, 6.176639539319275229e+00
