year, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, MIROC-ES2L, NorESM2-MM, CMCC-CM2-SR5, CESM2-WACCM, UKESM1-0-LL, TaiESM1
2.029000000000000000e+03, 3.638410788399377083e+01, 9.752578479523180022e+00, 5.552662482944990785e+01, 3.715342302182168055e+01, 5.063788020866215334e+01, 3.190303801220750302e+01, 3.200589836503513474e+00, 2.013582579489005298e+01, 1.380313441352072346e+01, 1.658691579445752140e+01, 5.288681709318352375e+01, 1.983490911468021523e+01, 5.888457907244432477e+01, 8.097329661411100332e+00
2.030000000000000000e+03, 3.640037608512278666e+01, 9.779785126184712851e+00, 5.561404341557219766e+01, 3.712908731033230936e+01, 5.059595876280140203e+01, 3.192371492858785587e+01, 3.223112588915709509e+00, 2.016765380548069331e+01, 1.379421696728233648e+01, 1.663682639363588578e+01, 5.290015294330071072e+01, 1.987043307446768026e+01, 5.889397188458767829e+01, 8.115913032020637630e+00
2.031000000000000000e+03, 3.641266763612274104e+01, 9.810521702446038717e+00, 5.570788671753290799e+01, 3.710019713311066170e+01, 5.053093554356723871e+01, 3.192717008816256197e+01, 3.223360950005294878e+00, 2.019412444023467046e+01, 1.378493956618754446e+01, 1.667826134559232543e+01, 5.293912915556701648e+01, 1.991462035232349947e+01, 5.890335237038826222e+01, 8.136429633941050454e+00
2.032000000000000000e+03, 3.642155171602959740e+01, 9.831795331121993442e+00, 5.581792787188292237e+01, 3.707668409957826583e+01, 5.053994938504122558e+01, 3.203770838709677804e+01, 3.224583726831608654e+00, 2.021178542668993217e+01, 1.377165709559105622e+01, 1.670052780694680905e+01, 5.294873933160469903e+01, 1.997115609039441608e+01, 5.892759401346079073e+01, 8.153224388739879203e+00
2.033000000000000000e+03, 3.643699014930417945e+01, 9.845298495790112625e+00, 5.593423603431794078e+01, 3.704936551429413072e+01, 5.058965034798374916e+01, 3.206169619729483600e+01, 3.229260710620973196e+00, 2.023983392442886853e+01, 1.377028658099484026e+01, 1.674949262443427500e+01, 5.297279789160412378e+01, 2.002877716953657128e+01, 5.893433925088532988e+01, 8.177730592308551039e+00
2.034000000000000000e+03, 3.645377934386068830e+01, 9.867862630948796010e+00, 5.602081788900629533e+01, 3.702120905689012886e+01, 5.059882057604593797e+01, 3.205741287272850570e+01, 3.244613440336682419e+00, 2.028718073234679409e+01, 1.377545549776369960e+01, 1.681211819330132684e+01, 5.299774584171047564e+01, 2.006914179758677008e+01, 5.900493879632895045e+01, 8.190916250421556910e+00
2.035000000000000000e+03, 3.646764101085530285e+01, 9.878889090738978140e+00, 5.612540483608379560e+01, 3.701488660073377446e+01, 5.060252371196038723e+01, 3.199929047036017948e+01, 3.237813064779035965e+00, 2.033701949284596466e+01, 1.378776239041066809e+01, 1.686980315470733061e+01, 5.301206931533122457e+01, 2.010695156383446047e+01, 5.909903276151038654e+01, 8.201907246122031481e+00
2.036000000000000000e+03, 3.647510139796212769e+01, 9.886085650058850760e+00, 5.622486945277707804e+01, 3.698295708876709398e+01, 5.062403627643806203e+01, 3.201445098257659794e+01, 3.243118280547073073e+00, 2.037693233120329239e+01, 1.377238789370844962e+01, 1.691679049347094477e+01, 5.302674123857510580e+01, 2.013977496686143809e+01, 5.919375494076134459e+01, 8.212555127764121110e+00
2.037000000000000000e+03, 3.650226863186164650e+01, 9.899626929137259168e+00, 5.632184050335939673e+01, 3.695037543639266886e+01, 5.062472084935519234e+01, 3.212575154299562286e+01, 3.266107355276708812e+00, 2.040233004910979986e+01, 1.375352368922529323e+01, 1.696332698956182483e+01, 5.305988980253456333e+01, 2.018429468223072476e+01, 5.925233530388744185e+01, 8.180158254632738490e+00
2.038000000000000000e+03, 3.653266967470203497e+01, 9.922686995986245151e+00, 5.642544735195965444e+01, 3.693002503395131697e+01, 5.060632451246965502e+01, 3.215969941173355551e+01, 3.269097384430545539e+00, 2.042889958543884887e+01, 1.374090225688540556e+01, 1.702002023012864385e+01, 5.309523584532529838e+01, 2.023411942190681145e+01, 5.933540415220193154e+01, 8.201000954892835537e+00
2.039000000000000000e+03, 3.656366748411787171e+01, 9.953265004558756956e+00, 5.653659275246354099e+01, 3.692235893778484979e+01, 5.059324989337580547e+01, 3.216077283389714836e+01, 3.250970724881150797e+00, 2.046794308447646316e+01, 1.373485196524021035e+01, 1.707920949689333412e+01, 5.309594464407260261e+01, 2.026660343065001513e+01, 5.941452368958424302e+01, 8.257781765546843289e+00
2.040000000000000000e+03, 3.657960693610199598e+01, 9.971870975415715321e+00, 5.663714864425119089e+01, 3.690365214915966874e+01, 5.054716344056610922e+01, 3.221046591039432627e+01, 3.256385908469960899e+00, 2.050536660904247555e+01, 1.371617491856081372e+01, 1.712905540881138933e+01, 5.307419899878753711e+01, 2.031374005302319574e+01, 5.945223133200020271e+01, 8.246464352268338516e+00
2.041000000000000000e+03, 3.657332457783690671e+01, 9.986203509596919048e+00, 5.674415474921273272e+01, 3.688227836717654640e+01, 5.053775630151666576e+01, 3.225540500212223805e+01, 3.256777586014121706e+00, 2.052536349619411027e+01, 1.368864131766508407e+01, 1.717752718508577914e+01, 5.310017303043684223e+01, 2.036026933136548323e+01, 5.954394774679159497e+01, 8.227797347258654526e+00
2.042000000000000000e+03, 3.657354828123119006e+01, 1.000390196462833359e+01, 5.685118413628045886e+01, 3.686811405174307055e+01, 5.056353377037120822e+01, 3.234729316523717557e+01, 3.275648409164526154e+00, 2.055600876899687179e+01, 1.366290820858983501e+01, 1.722554349211183222e+01, 5.314913706348557554e+01, 2.041569916304347743e+01, 5.955549108513805123e+01, 8.231136580499443411e+00
2.043000000000000000e+03, 3.657286437205642216e+01, 1.002398692108611655e+01, 5.694777283431193382e+01, 3.685481681015595967e+01, 5.060320425338345274e+01, 3.235458324347278847e+01, 3.284498253639972276e+00, 2.059388774246160381e+01, 1.367016353595052003e+01, 1.726946003666239449e+01, 5.316187528758768366e+01, 2.047392468786403086e+01, 5.960826100974470165e+01, 8.233221392017931350e+00
2.044000000000000000e+03, 3.658413416445217337e+01, 1.002915410786492600e+01, 5.705657306126328621e+01, 3.683099256313163750e+01, 5.065026563798156189e+01, 3.238277659905509154e+01, 3.266376996820640866e+00, 2.064388312809629866e+01, 1.367672612133786281e+01, 1.731127164945167252e+01, 5.317557394192587594e+01, 2.052348205274022064e+01, 5.966564537668737245e+01, 8.250544243046617154e+00
2.045000000000000000e+03, 3.660940486798804727e+01, 1.003665640943487958e+01, 5.717259945500853036e+01, 3.681410941826076311e+01, 5.063242390043816954e+01, 3.240166049584237129e+01, 3.290849804878869911e+00, 2.068078966477539282e+01, 1.365741610645403092e+01, 1.736152889184190329e+01, 5.319860232950401269e+01, 2.057507948018815114e+01, 5.971908638296132210e+01, 8.259224842976014003e+00
2.046000000000000000e+03, 3.661683825973211981e+01, 1.004720226438018393e+01, 5.727959610647412347e+01, 3.680922439890354525e+01, 5.057724549472941789e+01, 3.241956111839078147e+01, 3.318652496966565391e+00, 2.070868142249083377e+01, 1.362558694734135933e+01, 1.741056196625866548e+01, 5.321213872305043679e+01, 2.062853518149789878e+01, 5.974659973352933662e+01, 8.283795213093407384e+00
2.047000000000000000e+03, 3.661611026809153202e+01, 1.006295472380127265e+01, 5.740299140237007691e+01, 3.680029398364831650e+01, 5.059670374500754519e+01, 3.245508209149025447e+01, 3.309526220838476362e+00, 2.072425473869039081e+01, 1.360982425570321119e+01, 1.746309729699862956e+01, 5.319512755140786453e+01, 2.066975746428047245e+01, 5.983790985923598527e+01, 8.309792075863802197e+00
2.048000000000000000e+03, 3.661537170734639091e+01, 1.007107906489128446e+01, 5.751031060182529586e+01, 3.678924042844182907e+01, 5.069711969253141604e+01, 3.245539213342445350e+01, 3.323852767679577269e+00, 2.075102130352949814e+01, 1.359567273543212806e+01, 1.750580083863027170e+01, 5.319793427461929269e+01, 2.069849354396383134e+01, 5.992044803874420467e+01, 8.329625198538161968e+00
2.049000000000000000e+03, 3.659867138535904729e+01, 1.007549577398387797e+01, 5.760047667052155873e+01, 3.678246830285175406e+01, 5.070356100573228275e+01, 3.253640226225127918e+01, 3.334694844860044860e+00, 2.078215746415570919e+01, 1.357750501444123259e+01, 1.755005326591798820e+01, 5.321955022978454508e+01, 2.073020528727336398e+01, 5.994073773177586872e+01, 8.342576421061682623e+00
2.050000000000000000e+03, 3.659378864947007060e+01, 1.008803297565812862e+01, 5.769707616033186071e+01, 3.677530082382880749e+01, 5.062153422897302590e+01, 3.256413700702518099e+01, 3.350790932174434467e+00, 2.082548538254528836e+01, 1.356971994855964780e+01, 1.759478418917713682e+01, 5.323167090459807582e+01, 2.075091532952213669e+01, 5.989384164959997747e+01, 8.345112235598486805e+00
2.051000000000000000e+03, 3.661133135455514775e+01, 1.010301747104977288e+01, 5.780603252326797303e+01, 3.676712424930401824e+01, 5.061832653253066638e+01, 3.253952137333135397e+01, 3.351139740890004770e+00, 2.084735378683147289e+01, 1.357975759520267545e+01, 1.763755304081266218e+01, 5.324207798077789988e+01, 2.078617105725277270e+01, 5.987393802192006120e+01, 8.356893308411343924e+00
2.052000000000000000e+03, 3.663244512938881314e+01, 1.011676305493000250e+01, 5.791834335089660613e+01, 3.676832338652024390e+01, 5.069124877636131998e+01, 3.258923093506815150e+01, 3.350249680586970147e+00, 2.085154035935003236e+01, 1.358129598771040136e+01, 1.768926051152440238e+01, 5.325373651475928938e+01, 2.082943870607045511e+01, 5.997058850888620896e+01, 8.345659341751352045e+00
2.053000000000000000e+03, 3.664613546556278578e+01, 1.012377641796224736e+01, 5.801659823180386866e+01, 3.677754053875563756e+01, 5.068174075039849669e+01, 3.262457849089429374e+01, 3.334305126954814291e+00, 2.085348317839966370e+01, 1.355733535252100808e+01, 1.774436451750375454e+01, 5.324911206024950872e+01, 2.086278330685539117e+01, 5.997605597243030218e+01, 8.369060775485777981e+00
2.054000000000000000e+03, 3.665541798515777572e+01, 1.013144092867780088e+01, 5.809837391908928339e+01, 3.677330684194402011e+01, 5.062237989898511614e+01, 3.264688113568681871e+01, 3.321808739986494619e+00, 2.087024577681175685e+01, 1.354346501825410520e+01, 1.777739158155667099e+01, 5.324864619302464064e+01, 2.090399003914529885e+01, 5.999651800181048600e+01, 8.393053378569359069e+00
2.055000000000000000e+03, 3.667297716641229499e+01, 1.013947158641992807e+01, 5.818377640722014377e+01, 3.677648353991305896e+01, 5.064190850307818437e+01, 3.264910411223095821e+01, 3.329012998926470956e+00, 2.089687740660574633e+01, 1.354272655528483504e+01, 1.780609456881293085e+01, 5.325116710045200108e+01, 2.092627172776063560e+01, 5.999799423233660889e+01, 8.382316471020329729e+00
2.056000000000000000e+03, 3.667910438003845996e+01, 1.015811815732124757e+01, 5.829011387691181767e+01, 3.678997008040386874e+01, 5.071095676331778890e+01, 3.267073492636898635e+01, 3.331179905496310933e+00, 2.092111040016546042e+01, 1.355780297547537927e+01, 1.783422801155701265e+01, 5.327466725202637576e+01, 2.095181070131468104e+01, 6.005769888404081058e+01, 8.381632063497471918e+00
2.057000000000000000e+03, 3.668120049427498230e+01, 1.017449854848462287e+01, 5.838536611406220089e+01, 3.679779247706912315e+01, 5.075302873297282957e+01, 3.270877684123944817e+01, 3.341135319972242446e+00, 2.093273722097074341e+01, 1.356843209098202330e+01, 1.786804623313416585e+01, 5.329097583105327374e+01, 2.099159305627120986e+01, 6.013027475876229744e+01, 8.421112281393080323e+00
2.058000000000000000e+03, 3.666611208139664058e+01, 1.019365600007951933e+01, 5.847859977118509534e+01, 3.679628321511121669e+01, 5.079333355134629358e+01, 3.274705023043082264e+01, 3.341998765995382925e+00, 2.094995909124788369e+01, 1.358243448212312110e+01, 1.789638377713789197e+01, 5.329365419511159274e+01, 2.102331324848678307e+01, 6.009599061780244966e+01, 8.444131789171381186e+00
2.059000000000000000e+03, 3.664378836127558969e+01, 1.020926133188097040e+01, 5.857439062860014189e+01, 3.678473013907737510e+01, 5.082310686968127555e+01, 3.274315587253683191e+01, 3.355706661480581943e+00, 2.097962273900361652e+01, 1.360301079576047556e+01, 1.792507626197964044e+01, 5.329595130852398199e+01, 2.106207653451378903e+01, 6.005033508366668826e+01, 8.409560672892709476e+00
2.060000000000000000e+03, 3.664207539795678059e+01, 1.021883313526978299e+01, 5.865908173473601295e+01, 3.680431927741538090e+01, 5.077247371447739255e+01, 3.269346836153474811e+01, 3.372502573865879594e+00, 2.102372786589671350e+01, 1.360824090898167604e+01, 1.796737844028852038e+01, 5.329859295787262852e+01, 2.108966909887131180e+01, 6.010700303755714202e+01, 8.418884730780504810e+00
2.061000000000000000e+03, 3.663755923054132779e+01, 1.023017333099152104e+01, 5.876536801878832961e+01, 3.681743641908459352e+01, 5.077205268312579278e+01, 3.267270935729084869e+01, 3.376631856524030084e+00, 2.106879085613142522e+01, 1.360735158307905834e+01, 1.801259767526279987e+01, 5.329086134892249760e+01, 2.111412135867895401e+01, 6.013734420596194497e+01, 8.469357522642274816e+00
2.062000000000000000e+03, 3.662832922371695332e+01, 1.024738029927291372e+01, 5.886476974308013865e+01, 3.682636529982767115e+01, 5.081738831339052354e+01, 3.275552687023353826e+01, 3.375640984959424884e+00, 2.112001558401800594e+01, 1.360419653609259605e+01, 1.805149709282108716e+01, 5.331269291875815242e+01, 2.114620048080376691e+01, 6.011413943764509327e+01, 8.484080546197754202e+00
2.063000000000000000e+03, 3.663107482579331275e+01, 1.025811602022101354e+01, 5.896314792057221865e+01, 3.683382372586859788e+01, 5.077696940012314286e+01, 3.282201122239564484e+01, 3.369598676046078101e+00, 2.116542961498318931e+01, 1.361403396411763111e+01, 1.807867191749616254e+01, 5.333315537412309482e+01, 2.116286666679109274e+01, 6.012399254608873633e+01, 8.495957336514148750e+00
2.064000000000000000e+03, 3.663584122438914648e+01, 1.027065131366080131e+01, 5.905599272714020032e+01, 3.683235950047477303e+01, 5.067826628804385791e+01, 3.281568375947617966e+01, 3.359049966129370901e+00, 2.119260997986913964e+01, 1.363572781394498357e+01, 1.811869377853892615e+01, 5.337111058305131195e+01, 2.117277729195481228e+01, 6.016659360993537575e+01, 8.510204316048284312e+00
2.065000000000000000e+03, 3.664686288547802206e+01, 1.028584516762361822e+01, 5.913706856294074754e+01, 3.683264174039449301e+01, 5.061516175903646086e+01, 3.288512861839355850e+01, 3.357320302754616126e+00, 2.122667158591932690e+01, 1.363030759035078354e+01, 1.816181078370501467e+01, 5.339655530677482886e+01, 2.118664036392647176e+01, 6.020861112852050212e+01, 8.493383699658172858e+00
2.066000000000000000e+03, 3.664226825093721374e+01, 1.029001993897416156e+01, 5.923417973483329746e+01, 3.684325335218417763e+01, 5.064030488605202152e+01, 3.291497564064685122e+01, 3.386997802942025348e+00, 2.125968765768996604e+01, 1.362278071011781932e+01, 1.820825304752431251e+01, 5.339609232943750072e+01, 2.122248471035414141e+01, 6.021197992313815206e+01, 8.514123676359506732e+00
2.067000000000000000e+03, 3.664892571474735661e+01, 1.030138632529397036e+01, 5.934489699544542418e+01, 3.685056463288707818e+01, 5.070594121071655991e+01, 3.291293484355330889e+01, 3.393046085239657117e+00, 2.129201266484065513e+01, 1.364847357222491198e+01, 1.824711672480513514e+01, 5.341425811096393517e+01, 2.128322211122180363e+01, 6.018152815965345326e+01, 8.564307991717882373e+00
2.068000000000000000e+03, 3.668559227543786960e+01, 1.031322736675687146e+01, 5.943965870634757209e+01, 3.685688932703278198e+01, 5.067840311267238462e+01, 3.291825686857210087e+01, 3.409690016355680697e+00, 2.132808469915659444e+01, 1.369433169959793517e+01, 1.827936129237731677e+01, 5.344365161655533569e+01, 2.130123135405519008e+01, 6.023231626793877069e+01, 8.554034880183788658e+00
2.069000000000000000e+03, 3.671321333229532513e+01, 1.032575281648749943e+01, 5.951584377075251098e+01, 3.687310807011473202e+01, 5.062050285465543453e+01, 3.294645205703805146e+01, 3.420599403060849752e+00, 2.135662421933534461e+01, 1.371579431141290151e+01, 1.831299215297150340e+01, 5.345695850738310639e+01, 2.131041172884777524e+01, 6.025964480917969723e+01, 8.540081605836219225e+00
2.070000000000000000e+03, 3.673843083089374772e+01, 1.033691238569163673e+01, 5.959901140733639835e+01, 3.689972677326084494e+01, 5.064325333584321243e+01, 3.296769212308684871e+01, 3.417457318293273705e+00, 2.137257974246649539e+01, 1.370548827612974563e+01, 1.833563126870804183e+01, 5.346102005061646878e+01, 2.135464892922931668e+01, 6.032106654415062508e+01, 8.553583778918843805e+00
2.071000000000000000e+03, 3.677044060533161485e+01, 1.035031699257604210e+01, 5.968334415052466824e+01, 3.692514803323937400e+01, 5.071144429793396569e+01, 3.293234183892472799e+01, 3.418517876638205166e+00, 2.140642284232785286e+01, 1.368602619154751920e+01, 1.836497671366493378e+01, 5.348672628073454405e+01, 2.138822635982788611e+01, 6.042483985110280997e+01, 8.588089203749140310e+00
2.072000000000000000e+03, 3.679442240260351582e+01, 1.035706493220659397e+01, 5.976945579104510387e+01, 3.692720696823332815e+01, 5.072360372444672549e+01, 3.298988384476068347e+01, 3.428640505025066343e+00, 2.143136610034630962e+01, 1.367819105121190582e+01, 1.839622589728641344e+01, 5.349770503579140524e+01, 2.140482989878995213e+01, 6.048439206735629625e+01, 8.604865844223617444e+00
2.073000000000000000e+03, 3.681093159958431471e+01, 1.037112413318543602e+01, 5.985980250407195058e+01, 3.693538813263645437e+01, 5.071096124688914841e+01, 3.303604534064939457e+01, 3.426138222086096530e+00, 2.145168137169851974e+01, 1.367516132343974355e+01, 1.841663585678051618e+01, 5.348021173710730380e+01, 2.142872722785213568e+01, 6.045563909920320356e+01, 8.601604000365398406e+00
2.074000000000000000e+03, 3.683098898490825235e+01, 1.039544379364725302e+01, 5.996655426678763945e+01, 3.694455174003738307e+01, 5.075600362736931714e+01, 3.308875481918865091e+01, 3.435583796800223411e+00, 2.147078371002518793e+01, 1.368796410813794040e+01, 1.844142540109926642e+01, 5.347438678509296750e+01, 2.148196427227833638e+01, 6.040703346596330192e+01, 8.576894317543324320e+00
2.075000000000000000e+03, 3.686190237748552789e+01, 1.041397222501804443e+01, 6.005693208563112506e+01, 3.695386614539039272e+01, 5.078325062965539871e+01, 3.307131915401371458e+01, 3.431691458164518593e+00, 2.149100309025610045e+01, 1.368826534287516061e+01, 1.845413716649080982e+01, 5.349755628565976195e+01, 2.153088518411784591e+01, 6.045043244365136559e+01, 8.610612590952106515e+00
2.076000000000000000e+03, 3.687657647532019922e+01, 1.042979313021726817e+01, 6.012942188848718672e+01, 3.695798059823496118e+01, 5.074412298461842141e+01, 3.307785689995887424e+01, 3.426177316823579400e+00, 2.150713666364724475e+01, 1.367897868183625221e+01, 1.847446175619619879e+01, 5.351384852632863698e+01, 2.156222975311035128e+01, 6.046466505695493510e+01, 8.608167882933090098e+00
2.077000000000000000e+03, 3.688014104604943100e+01, 1.045036548618545069e+01, 6.020834567954290151e+01, 3.695130579654279046e+01, 5.073407527966809027e+01, 3.310436228189795571e+01, 3.436735791731191814e+00, 2.152045985731666278e+01, 1.367564798016339900e+01, 1.851327721408457450e+01, 5.353130110262198826e+01, 2.158346228509289233e+01, 6.044389835011595125e+01, 8.599008759342265051e+00
2.078000000000000000e+03, 3.688023297399990241e+01, 1.046472521815048573e+01, 6.029938722171483789e+01, 3.696165878821830830e+01, 5.081145731406026300e+01, 3.317635692874292630e+01, 3.461694159140765503e+00, 2.153327126948070003e+01, 1.367560093905516361e+01, 1.854740520384563851e+01, 5.354678712778649441e+01, 2.161657312251360352e+01, 6.042174882209890541e+01, 8.586003538085746456e+00
2.079000000000000000e+03, 3.687692481220894791e+01, 1.048356723292404880e+01, 6.038128528797624739e+01, 3.698115548543788833e+01, 5.087606308344463457e+01, 3.316950759629075662e+01, 3.458544005125451903e+00, 2.155283808228606190e+01, 1.369495555411542576e+01, 1.856971704456264050e+01, 5.355519328476150775e+01, 2.165727718721023720e+01, 6.034856259852070792e+01, 8.620954805466491067e+00
2.080000000000000000e+03, 3.687092394144485752e+01, 1.049406197830841236e+01, 6.047225533953478305e+01, 3.700528434020768742e+01, 5.080730179209361808e+01, 3.325634924172121742e+01, 3.472557513081580893e+00, 2.157083054389892141e+01, 1.373845536873385065e+01, 1.860623546108738680e+01, 5.354579619663675061e+01, 2.168012452868397943e+01, 6.040913519508201546e+01, 8.650958593393383467e+00
2.081000000000000000e+03, 3.687422212948666811e+01, 1.051200209468746927e+01, 6.055500649096287447e+01, 3.702044924321595687e+01, 5.066364753976228030e+01, 3.325250300738685638e+01, 3.468193076264806773e+00, 2.158560685282309421e+01, 1.374015522434931746e+01, 1.865335467601076758e+01, 5.355590277382973596e+01, 2.170783136165304938e+01, 6.043430732323492549e+01, 8.631912461580951046e+00
2.082000000000000000e+03, 3.688591613356808807e+01, 1.051888943833911938e+01, 6.063188597064757346e+01, 3.702595069245182913e+01, 5.059208285703271457e+01, 3.323539526431432733e+01, 3.494063441319383845e+00, 2.160469406752704913e+01, 1.370389505676779685e+01, 1.869421400590188398e+01, 5.357735331955846902e+01, 2.174073987903676297e+01, 6.045866089396287890e+01, 8.659846534672723806e+00
2.083000000000000000e+03, 3.692355211994964037e+01, 1.053515270526731307e+01, 6.069434927247298361e+01, 3.703467410436593354e+01, 5.064498855916335174e+01, 3.324240585625382494e+01, 3.491908105484699654e+00, 2.162370032535052999e+01, 1.368240636455195158e+01, 1.872430382117522996e+01, 5.360857970688290663e+01, 2.177500565592607273e+01, 6.050949270956379422e+01, 8.702565521908804058e+00
2.084000000000000000e+03, 3.695078219745131776e+01, 1.054704539029154908e+01, 6.075115043497252998e+01, 3.705184717408451434e+01, 5.073745571084372585e+01, 3.329732745964110308e+01, 3.468263094783462730e+00, 2.165671005335059007e+01, 1.367483173614237124e+01, 1.875847264032210049e+01, 5.362236382226689102e+01, 2.178561642208600446e+01, 6.059193903985109131e+01, 8.713594354657390184e+00
