year, TaiESM1, NorESM2-MM, MIROC-ES2L, NorESM2-LM, CMCC-CM2-SR5, CanESM5, INM-CM5-0, ACCESS-ESM1-5, CESM2-WACCM, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4, EC-Earth3-Veg
1.868000000000000000e+03, 1.965571366129330784e+02, 1.659681156832846227e+02, 1.201042392191330634e+02, 1.682778264386533067e+02, 1.155540869777719877e+02, 9.804409561707232967e+01, 1.248400947690590783e+02, 1.815391434411879743e+02, 1.643154493776384868e+02, 1.252725942849222491e+02, 1.222385338056422199e+02, 1.519567642749220795e+02, 1.252769658524857590e+02, 1.998502567237039784e+02, 8.096579137121020153e+01, 1.430037358590959968e+02
1.869000000000000000e+03, 1.962197390658099039e+02, 1.663130693881115008e+02, 1.203730579479944396e+02, 1.679270030720964257e+02, 1.153807271598817152e+02, 9.854424861219328591e+01, 1.247924379192887585e+02, 1.812280028657180253e+02, 1.648307987674630795e+02, 1.251489983237425605e+02, 1.223631013466804376e+02, 1.518845950287945072e+02, 1.251709488795917764e+02, 1.999845765734548593e+02, 8.102954689839570790e+01, 1.428048607923520024e+02
1.870000000000000000e+03, 1.963218598914746451e+02, 1.665796120990027021e+02, 1.204567615708893982e+02, 1.678186348206599234e+02, 1.151440379708487427e+02, 9.929504456335862983e+01, 1.244161039567208036e+02, 1.816995826706158539e+02, 1.648172464601148022e+02, 1.253704372666910558e+02, 1.230035852594375569e+02, 1.522243428513634456e+02, 1.252663982749779592e+02, 2.004290171295504592e+02, 8.141846098656512254e+01, 1.423306852685240074e+02
1.871000000000000000e+03, 1.965011379231177955e+02, 1.666092545691908811e+02, 1.203208735163203471e+02, 1.677879808279779752e+02, 1.150436273233606386e+02, 9.875235100047676440e+01, 1.245369462716201525e+02, 1.818977874104786565e+02, 1.644964777797546560e+02, 1.253869382854501566e+02, 1.234309729191036240e+02, 1.520041461754005070e+02, 1.246539235655119882e+02, 2.006051496205400042e+02, 8.151937061738257739e+01, 1.423415470723532792e+02
1.872000000000000000e+03, 1.961214145975386316e+02, 1.660829701472031275e+02, 1.201843042338411180e+02, 1.674032499124026856e+02, 1.154116705178831097e+02, 9.916760493339333493e+01, 1.250995533147366245e+02, 1.816331463474874397e+02, 1.642051096519293196e+02, 1.253698752311728128e+02, 1.233940610409270136e+02, 1.516312084581700503e+02, 1.252154971853245229e+02, 2.006465086533775093e+02, 8.114082201990832743e+01, 1.430013424520712420e+02
1.873000000000000000e+03, 1.959946874005956658e+02, 1.660514169183376794e+02, 1.201276408129492097e+02, 1.665364267076177782e+02, 1.154225658520578151e+02, 9.949441033216844232e+01, 1.244665851272591368e+02, 1.816105686828154262e+02, 1.635386729754532951e+02, 1.252484745462211606e+02, 1.228636359955052058e+02, 1.515573528448163358e+02, 1.252158165319458618e+02, 2.000700411792583111e+02, 8.070042823069697135e+01, 1.435863592587807602e+02
1.874000000000000000e+03, 1.964208883508788119e+02, 1.660967956579706311e+02, 1.202557775442749346e+02, 1.660726757500846418e+02, 1.159632037570674328e+02, 9.978225826091284034e+01, 1.243138045533876124e+02, 1.813552146252846171e+02, 1.638258919644429454e+02, 1.250416220875614215e+02, 1.229520304546260121e+02, 1.510049770359133845e+02, 1.252983164926119599e+02, 1.998749482056128102e+02, 8.076616276208869749e+01, 1.429044780737401936e+02
1.875000000000000000e+03, 1.963454644783121523e+02, 1.657211161358663105e+02, 1.202692016401935433e+02, 1.663049970854401352e+02, 1.162215506477427169e+02, 9.966064159208602291e+01, 1.244757925461989032e+02, 1.815347729075217558e+02, 1.640677617821706917e+02, 1.254974689615619923e+02, 1.226768875350669674e+02, 1.516415763797925820e+02, 1.252913645935655467e+02, 2.000577163135935450e+02, 8.075239062248181199e+01, 1.425064915095547065e+02
1.876000000000000000e+03, 1.964014880512541481e+02, 1.655818348518912444e+02, 1.200756008404875388e+02, 1.664621240546086085e+02, 1.156374935321190094e+02, 9.881774312543846861e+01, 1.245083329524850342e+02, 1.818631018847643759e+02, 1.638386636939287087e+02, 1.259177725270533585e+02, 1.224114156791273729e+02, 1.516534340243560735e+02, 1.253031480016388315e+02, 2.002507201926616176e+02, 8.100043623350113364e+01, 1.431092078680448765e+02
1.877000000000000000e+03, 1.959948591037358199e+02, 1.655997569424711173e+02, 1.198385072316616515e+02, 1.663312769726153988e+02, 1.159656089244808470e+02, 9.871006925355968065e+01, 1.247243202633692789e+02, 1.825624059987042358e+02, 1.635036698154252974e+02, 1.258744128447581829e+02, 1.221308649753357685e+02, 1.516143249846574577e+02, 1.250955078717368849e+02, 2.002788822428942410e+02, 8.159308867948135457e+01, 1.441951586893103183e+02
1.878000000000000000e+03, 1.966102444559822686e+02, 1.653868984214898035e+02, 1.198387643173627168e+02, 1.660260415003498622e+02, 1.162012850042646335e+02, 9.880412136793330546e+01, 1.245705314897812030e+02, 1.832582427552936508e+02, 1.634579983929317564e+02, 1.255509077285405937e+02, 1.227176120762297984e+02, 1.505504471683954648e+02, 1.255365969043568981e+02, 2.000326862739311196e+02, 8.193085657767586838e+01, 1.447031543127783948e+02
1.879000000000000000e+03, 1.968407485006662512e+02, 1.652497414926171757e+02, 1.200818125745397680e+02, 1.658370104331772552e+02, 1.163908118565079093e+02, 9.954383961558814065e+01, 1.244539026162695876e+02, 1.835670886611595165e+02, 1.630931937806925589e+02, 1.258474138168132157e+02, 1.229095019819442030e+02, 1.496960712784716918e+02, 1.255549316812844296e+02, 1.998093539974026953e+02, 8.192743416259190781e+01, 1.439726464085029249e+02
1.880000000000000000e+03, 1.965899028904674140e+02, 1.651692288206253636e+02, 1.203529447869450451e+02, 1.659243679828301197e+02, 1.159343917532859791e+02, 9.969026868913121575e+01, 1.248583589646834611e+02, 1.834848351768373504e+02, 1.627755775676435519e+02, 1.261939575905900028e+02, 1.231630834609832021e+02, 1.492717029722830944e+02, 1.257070009680838325e+02, 2.000534908696152456e+02, 8.160691495724603328e+01, 1.440531361227301943e+02
1.881000000000000000e+03, 1.969544633184521274e+02, 1.647301352373641805e+02, 1.205419072789511574e+02, 1.653933281709000767e+02, 1.163225213383145444e+02, 9.921508676698262263e+01, 1.246503573578163326e+02, 1.835409457767223671e+02, 1.625845922876266343e+02, 1.260566326380818936e+02, 1.229483130223913747e+02, 1.498034244164339839e+02, 1.250485865082082739e+02, 2.002813118052446839e+02, 8.162041223496659370e+01, 1.446158920233235960e+02
1.882000000000000000e+03, 1.978107512497356879e+02, 1.645919870045476614e+02, 1.206401105553903079e+02, 1.652300082295048185e+02, 1.159971894006401101e+02, 1.000216207647522992e+02, 1.242285169901533095e+02, 1.835696735629598493e+02, 1.624668170187111116e+02, 1.261281221178816878e+02, 1.232884685792780601e+02, 1.504629395805741012e+02, 1.254544250894593631e+02, 2.005713645518183057e+02, 8.189172306752978159e+01, 1.445229849401401623e+02
1.883000000000000000e+03, 1.975930788482475577e+02, 1.645166407041024570e+02, 1.205668853671117517e+02, 1.653506474426029911e+02, 1.159961922294520917e+02, 9.972213430578752025e+01, 1.239646371481200333e+02, 1.827666627831948176e+02, 1.622522275896008352e+02, 1.260329929009297842e+02, 1.236566522717898948e+02, 1.512295026379084675e+02, 1.250700370217367805e+02, 2.005620981894216186e+02, 8.191151511882402758e+01, 1.430529465560098004e+02
1.884000000000000000e+03, 1.975074249905588601e+02, 1.645824529794816158e+02, 1.208052580380218046e+02, 1.652615020488127584e+02, 1.163982500727249061e+02, 9.913280592576647621e+01, 1.246309772374893754e+02, 1.829421107108332762e+02, 1.619298984076022521e+02, 1.261995285273965237e+02, 1.239973767758092720e+02, 1.508716213847040990e+02, 1.251499083052122643e+02, 2.007650285938838408e+02, 8.101694064016901109e+01, 1.429264716519454907e+02
1.885000000000000000e+03, 1.970770071962810164e+02, 1.648477131059835017e+02, 1.209676221899229631e+02, 1.651825150855292748e+02, 1.170107078979809643e+02, 9.953571591990541378e+01, 1.247573398083448097e+02, 1.835529304805957338e+02, 1.610656259163883419e+02, 1.263001712463285600e+02, 1.236565815936867523e+02, 1.508282936318096574e+02, 1.255918287778712426e+02, 2.009959813242205371e+02, 8.166014651370747401e+01, 1.439799869317918990e+02
1.886000000000000000e+03, 1.975108465996019049e+02, 1.646976581814876397e+02, 1.210335290281693830e+02, 1.650196287527288916e+02, 1.165081078814116040e+02, 1.002203350970776086e+02, 1.245571349815391073e+02, 1.837741074770587488e+02, 1.606482338300780555e+02, 1.265082627495310419e+02, 1.237396602042279028e+02, 1.502052020953553892e+02, 1.256630744023716915e+02, 2.015253421736655639e+02, 8.223271471908086028e+01, 1.439814318667999373e+02
1.887000000000000000e+03, 1.974477725372598798e+02, 1.646030799715104536e+02, 1.211908040562063320e+02, 1.647482923020049839e+02, 1.165092850163035649e+02, 1.009706986111451243e+02, 1.244122794011719577e+02, 1.836648527154890189e+02, 1.606925893622779995e+02, 1.263916287304563042e+02, 1.237676475157562379e+02, 1.493378660781742440e+02, 1.257472634768826083e+02, 2.018695763214623184e+02, 8.251596936471331389e+01, 1.440666241207567282e+02
1.888000000000000000e+03, 1.975358777554166636e+02, 1.643149175480480721e+02, 1.211942172746159656e+02, 1.650134579610537173e+02, 1.175698117047674458e+02, 9.974552951137289369e+01, 1.245154413212576401e+02, 1.830015064004728913e+02, 1.609680304948970502e+02, 1.265753503566637477e+02, 1.235084011241853688e+02, 1.492562216470467149e+02, 1.258655410908910000e+02, 2.017890096660632651e+02, 8.218597726780063795e+01, 1.436792807450204634e+02
1.889000000000000000e+03, 1.977023745314180303e+02, 1.637453795289790719e+02, 1.210032910678368125e+02, 1.647527021500650619e+02, 1.177064839418681572e+02, 9.906647468883954843e+01, 1.250116671115016516e+02, 1.821641943282542684e+02, 1.611168976268210997e+02, 1.264031689307930861e+02, 1.232232020767571754e+02, 1.499869809354419772e+02, 1.269851419976334768e+02, 2.017857776217520041e+02, 8.258968769655690778e+01, 1.442792518592343640e+02
1.890000000000000000e+03, 1.982952400675163176e+02, 1.636890264321347672e+02, 1.212357180568539974e+02, 1.643105463144396197e+02, 1.174411377676773895e+02, 9.983746268843589178e+01, 1.254708308217255848e+02, 1.811218563985638355e+02, 1.614204730323515662e+02, 1.265747311760145806e+02, 1.227198596352132540e+02, 1.499684093648918974e+02, 1.266231460046511188e+02, 2.020317104869481568e+02, 8.278193042411875524e+01, 1.447946429043389003e+02
1.891000000000000000e+03, 1.982783461235895288e+02, 1.636921253649866514e+02, 1.213520968260948365e+02, 1.641156091494226814e+02, 1.169940579992504013e+02, 9.929944681808487417e+01, 1.255084655937801585e+02, 1.807180001755621106e+02, 1.612576753372547955e+02, 1.266699987231144888e+02, 1.227869437989848791e+02, 1.504261520276626811e+02, 1.263585160658568043e+02, 2.021064671897480878e+02, 8.288195853365542121e+01, 1.444637045712466090e+02
1.892000000000000000e+03, 1.981275325243346401e+02, 1.634352153085224302e+02, 1.214427747352715272e+02, 1.636144611632277588e+02, 1.173656923933662739e+02, 9.974914982973648137e+01, 1.255738176097859906e+02, 1.810908025245325916e+02, 1.614068716254629408e+02, 1.266587886346533480e+02, 1.229707464862856483e+02, 1.510967998024075314e+02, 1.267191776532994680e+02, 2.017672823884998081e+02, 8.306741401923855506e+01, 1.451445409102674660e+02
1.893000000000000000e+03, 1.976326683528113790e+02, 1.632277601840647492e+02, 1.215009760810666819e+02, 1.631470178000434146e+02, 1.179146175568783974e+02, 1.002071396263404779e+02, 1.256125008072371827e+02, 1.814264632044687460e+02, 1.615098917482029321e+02, 1.267160121472029317e+02, 1.227813589805668215e+02, 1.511574462056018717e+02, 1.268863468094588995e+02, 2.016714384348482270e+02, 8.275533915967859855e+01, 1.447920362286581906e+02
1.894000000000000000e+03, 1.979598734150016810e+02, 1.634094257332480709e+02, 1.213414193862730741e+02, 1.634225201093351245e+02, 1.178901278396377421e+02, 1.004452865079129111e+02, 1.252190668807841831e+02, 1.823113495991215700e+02, 1.615311171790646938e+02, 1.268146040722055687e+02, 1.227390325133925018e+02, 1.513258142141401663e+02, 1.272992017179034576e+02, 2.018048585865375344e+02, 8.249737955016037461e+01, 1.452888420217348084e+02
1.895000000000000000e+03, 1.982804243172733436e+02, 1.633131174014383760e+02, 1.214354042254341408e+02, 1.635102788714127655e+02, 1.167642298265152903e+02, 1.001120443905856803e+02, 1.251785285210836207e+02, 1.823647611736418526e+02, 1.616951131498095720e+02, 1.265437025980000669e+02, 1.225236754989075223e+02, 1.519080668000806895e+02, 1.270340085228272642e+02, 2.016758641326072450e+02, 8.287201208666094487e+01, 1.456216980759830051e+02
1.896000000000000000e+03, 1.986499845631016399e+02, 1.633820104654276122e+02, 1.215741127349213002e+02, 1.632184180196794614e+02, 1.174691008651645348e+02, 1.006710480746020124e+02, 1.254823133201654031e+02, 1.830100168872109521e+02, 1.621467588119235188e+02, 1.265067786655088469e+02, 1.231014202686271801e+02, 1.515240601405046448e+02, 1.275205619422895467e+02, 2.017865898177361714e+02, 8.253134110667326695e+01, 1.449645432089066333e+02
1.897000000000000000e+03, 1.985718671259039070e+02, 1.628375925092263117e+02, 1.217057429638884969e+02, 1.633318967168397364e+02, 1.179595593058112826e+02, 1.011843023910711281e+02, 1.259958777336381246e+02, 1.826995599080591148e+02, 1.616568244820725511e+02, 1.269992229247125550e+02, 1.233201047976087921e+02, 1.510560829490395918e+02, 1.278125051017010350e+02, 2.018169977480277737e+02, 8.231278101475689368e+01, 1.412482635135536668e+02
1.898000000000000000e+03, 1.972953068651364390e+02, 1.624555215131239265e+02, 1.216709377983695219e+02, 1.635462048970843796e+02, 1.182465882886274926e+02, 1.017454681246761652e+02, 1.260767019424348376e+02, 1.826686608899214832e+02, 1.610559807366430505e+02, 1.268554544490395699e+02, 1.230870194938943456e+02, 1.511227560278242095e+02, 1.275297575205394622e+02, 2.019360896633469906e+02, 8.242842555144302708e+01, 1.411123370227583109e+02
1.899000000000000000e+03, 1.968591002839965540e+02, 1.623583643258299958e+02, 1.217009869217538238e+02, 1.633620085917049209e+02, 1.185513564414407739e+02, 1.015944745099978235e+02, 1.262732313685528425e+02, 1.827557116840544040e+02, 1.612394166487198106e+02, 1.266399572528468696e+02, 1.225034441033889721e+02, 1.515177249506108410e+02, 1.279443399805123533e+02, 2.021330396353288279e+02, 8.246299461447388524e+01, 1.416571547852417154e+02
1.900000000000000000e+03, 1.977379910718264284e+02, 1.624150234898924623e+02, 1.217150580892603102e+02, 1.633061770783516238e+02, 1.180783800208542829e+02, 1.015198473139966637e+02, 1.263823500001360003e+02, 1.824737585608046402e+02, 1.615356466462207550e+02, 1.265395795996990103e+02, 1.226221459958689621e+02, 1.512197891082258820e+02, 1.280186187606594785e+02, 2.024147266670608474e+02, 8.136205465601598519e+01, 1.419034377434863075e+02
1.901000000000000000e+03, 1.973884487963230470e+02, 1.625297337899267518e+02, 1.218492306224315769e+02, 1.630972580098777485e+02, 1.185890902146565224e+02, 1.014026886486683452e+02, 1.266450303384761469e+02, 1.820075920594528611e+02, 1.618082043999326345e+02, 1.267664102567141953e+02, 1.227328095894128239e+02, 1.513281073419945812e+02, 1.287351900216402782e+02, 2.025589840094141323e+02, 8.049556113160700477e+01, 1.411885412332780732e+02
1.902000000000000000e+03, 1.970250994828242597e+02, 1.624978672105962403e+02, 1.217844140299350357e+02, 1.626213324953903623e+02, 1.181387831268537951e+02, 1.022964324377066703e+02, 1.266117787770011063e+02, 1.822424671453122187e+02, 1.615668123156511626e+02, 1.271022485579477745e+02, 1.231262261884165241e+02, 1.511205919735095904e+02, 1.292927967382586871e+02, 2.026942914739705373e+02, 8.106028355303759270e+01, 1.415580585079679850e+02
1.903000000000000000e+03, 1.974381021677245087e+02, 1.624112782271666617e+02, 1.217438763890399969e+02, 1.620822698012142951e+02, 1.180835940459648157e+02, 1.024574067362743932e+02, 1.266175283482988618e+02, 1.825802670662399976e+02, 1.610988238162629216e+02, 1.271409937704494837e+02, 1.235447712180416033e+02, 1.507690807609307910e+02, 1.288620707521762654e+02, 2.028149257334051754e+02, 8.168209265011979880e+01, 1.420043188867246045e+02
1.904000000000000000e+03, 1.970384084888720224e+02, 1.626584464164250505e+02, 1.218440340366617818e+02, 1.621978221637857871e+02, 1.186610951529540046e+02, 1.018716623115104056e+02, 1.273211301476980424e+02, 1.827735283428112325e+02, 1.609267539634404045e+02, 1.266142459003991547e+02, 1.239172360203705949e+02, 1.508687805082055888e+02, 1.283950619696808531e+02, 2.028634426557268284e+02, 8.160440844859023457e+01, 1.415362771370551229e+02
1.905000000000000000e+03, 1.964827831194071450e+02, 1.627972284882578151e+02, 1.219402970688471868e+02, 1.623623594876111156e+02, 1.193162834605218592e+02, 1.022260989839862759e+02, 1.272668942490610533e+02, 1.834156109497764646e+02, 1.612618027071675044e+02, 1.268799982749688553e+02, 1.241482877952829966e+02, 1.499230374124126968e+02, 1.290907168882534677e+02, 2.030137566442527373e+02, 8.093523759005549323e+01, 1.423937831873433595e+02
1.906000000000000000e+03, 1.965492728528077748e+02, 1.622555217038626552e+02, 1.219435103381429712e+02, 1.623581339082816442e+02, 1.185964269364652495e+02, 1.021631654876498487e+02, 1.269181616533798262e+02, 1.832894216782964065e+02, 1.610285918988229241e+02, 1.270285120833647170e+02, 1.244031876788118751e+02, 1.500063073235454567e+02, 1.293301659680004718e+02, 2.033831280948002416e+02, 8.079484570970828372e+01, 1.421775453708389136e+02
1.907000000000000000e+03, 1.964740560603657968e+02, 1.621213721639231267e+02, 1.218397778039798993e+02, 1.624476850256864395e+02, 1.189884959736607613e+02, 1.025380939266405136e+02, 1.267852005545576759e+02, 1.833527618408380704e+02, 1.607055666319708394e+02, 1.272942568173256603e+02, 1.242710219688929953e+02, 1.507570935180176832e+02, 1.292401027194623850e+02, 2.035353990007151594e+02, 8.108175936984403620e+01, 1.417793690887273499e+02
1.908000000000000000e+03, 1.963647127824924041e+02, 1.623532633378577543e+02, 1.216324281921397130e+02, 1.625708772041942609e+02, 1.199324519790255579e+02, 1.027079116988657574e+02, 1.265558425036134054e+02, 1.835533474390286415e+02, 1.604541548245058209e+02, 1.269723460762945564e+02, 1.241989741362340851e+02, 1.517986109850192804e+02, 1.290570671913712033e+02, 2.034206333779362410e+02, 8.162340425062929228e+01, 1.411908592068586188e+02
1.909000000000000000e+03, 1.966578401622431329e+02, 1.623937882132773041e+02, 1.214570489843115269e+02, 1.620827149736037995e+02, 1.201716618243976598e+02, 1.032025830570747758e+02, 1.266627663354802138e+02, 1.837588895001618994e+02, 1.604794623048685480e+02, 1.269152482362446790e+02, 1.243952848108973086e+02, 1.517700685135984884e+02, 1.290327483321904367e+02, 2.034588423222382403e+02, 8.102715802083170615e+01, 1.407845293363426151e+02
1.910000000000000000e+03, 1.959301935135801784e+02, 1.623427570187022582e+02, 1.215799619200970341e+02, 1.619267129462205332e+02, 1.186597454405157492e+02, 1.025731246676782575e+02, 1.266626247975911781e+02, 1.838199759691677571e+02, 1.603630348766324687e+02, 1.274009208137066054e+02, 1.240669892607952107e+02, 1.516221853979823493e+02, 1.291139065808982878e+02, 2.036796142892694945e+02, 8.123116811681940419e+01, 1.411372123448012417e+02
1.911000000000000000e+03, 1.948914576460649357e+02, 1.623352595142452515e+02, 1.215958193410354227e+02, 1.621094374154089621e+02, 1.183171337477356673e+02, 1.017387921475525587e+02, 1.265569545498424304e+02, 1.838397761625222415e+02, 1.600070720846808001e+02, 1.276931010452942274e+02, 1.238729284685923062e+02, 1.516510736288869623e+02, 1.293833505472833281e+02, 2.039935912127217534e+02, 8.085105990496882100e+01, 1.409103285200578739e+02
1.912000000000000000e+03, 1.957548030127081802e+02, 1.619764046348957436e+02, 1.215631439903689994e+02, 1.619266944228340606e+02, 1.186624774306508669e+02, 1.007234214904644034e+02, 1.271935308508353160e+02, 1.833675147736307736e+02, 1.594862582658445547e+02, 1.275831838344990956e+02, 1.239577458197653073e+02, 1.518220417990998499e+02, 1.292947464995705786e+02, 2.040943990501955625e+02, 8.068544511174469847e+01, 1.412192966424316012e+02
1.913000000000000000e+03, 1.962859081483665307e+02, 1.612837552370959884e+02, 1.214135811849481428e+02, 1.618082559047854261e+02, 1.194543588814870958e+02, 1.000213898319023684e+02, 1.269125309402156176e+02, 1.830306062147482749e+02, 1.588165835506029282e+02, 1.276108295216961039e+02, 1.241838707947083691e+02, 1.500345288423990269e+02, 1.292729544846626197e+02, 2.040203315626179119e+02, 8.070741310384185851e+01, 1.395314074690916470e+02
1.914000000000000000e+03, 1.956905265932854263e+02, 1.609017948284474357e+02, 1.215805227908135890e+02, 1.616750589812658347e+02, 1.187330066150699679e+02, 1.004766294285992814e+02, 1.272869413163024888e+02, 1.833353490810320920e+02, 1.583080156043655506e+02, 1.277346798653255178e+02, 1.245247581704943940e+02, 1.497225592896814419e+02, 1.297427065716470906e+02, 2.035974835325892514e+02, 8.133301042437021522e+01, 1.404699796753948533e+02
1.915000000000000000e+03, 1.946424664093268575e+02, 1.605552098040821249e+02, 1.216889206733864910e+02, 1.616419970994791413e+02, 1.183569256230261288e+02, 1.011805503574992287e+02, 1.275869951853614310e+02, 1.832466567833873228e+02, 1.577432577955457589e+02, 1.278634796143898598e+02, 1.249902362665343674e+02, 1.503300838512001576e+02, 1.298855152256893177e+02, 2.032281175027339941e+02, 8.118394327537355082e+01, 1.414303785893546603e+02
1.916000000000000000e+03, 1.948379735809653539e+02, 1.597498093022047385e+02, 1.217713848609215148e+02, 1.618169970576253434e+02, 1.191145728791427842e+02, 1.011523626304269641e+02, 1.277341059374420666e+02, 1.831680084531050454e+02, 1.577317428544004088e+02, 1.275519414508977718e+02, 1.249018921078948097e+02, 1.498573997287620330e+02, 1.298826478325869687e+02, 2.030628536153649009e+02, 8.111647291026959294e+01, 1.415304424439133300e+02
1.917000000000000000e+03, 1.949688418402837726e+02, 1.598222402813754570e+02, 1.214061848216334312e+02, 1.617026807144486327e+02, 1.187601176396832443e+02, 1.008880467802242151e+02, 1.281303391349335925e+02, 1.831382290682667247e+02, 1.573995109787423701e+02, 1.275223036344662830e+02, 1.252666263717985800e+02, 1.500324486220542042e+02, 1.300132158018633106e+02, 2.032174284535040272e+02, 8.068086172070816531e+01, 1.413197802766750613e+02
1.918000000000000000e+03, 1.946906837644043264e+02, 1.598040676164620777e+02, 1.211851799676787635e+02, 1.612775713375880002e+02, 1.181876847083491668e+02, 1.004206114530688012e+02, 1.286090290870366175e+02, 1.825759552260476823e+02, 1.570390241030881953e+02, 1.279119563893344349e+02, 1.253737507507540556e+02, 1.504125850162911320e+02, 1.307443732644015881e+02, 2.031787286957822971e+02, 8.075913168004726117e+01, 1.409193467870547067e+02
1.919000000000000000e+03, 1.948704352849694317e+02, 1.596942215456187171e+02, 1.213811871188196818e+02, 1.613169002907617084e+02, 1.182233752359918242e+02, 1.008368161849650591e+02, 1.286006289486389278e+02, 1.830543374251504645e+02, 1.565078961756166791e+02, 1.278830907330054600e+02, 1.254219280316992950e+02, 1.511626564366515311e+02, 1.306049234733620494e+02, 2.025186924644567910e+02, 8.027449923206278015e+01, 1.405787825672651081e+02
1.920000000000000000e+03, 1.940812382705611867e+02, 1.589767636131651898e+02, 1.216421827130353535e+02, 1.612061555845000669e+02, 1.185005159801244332e+02, 1.012044160141446270e+02, 1.283818027181654600e+02, 1.833261262598929591e+02, 1.568418904531060036e+02, 1.279521481374607674e+02, 1.253896841862628264e+02, 1.512754889067204829e+02, 1.298505461200441005e+02, 2.022827176338275024e+02, 7.955128906625623131e+01, 1.413237951424034691e+02
