year, CESM2-WACCM, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, TaiESM1, CMCC-ESM2, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, IPSL-CM6A-LR
1.947000000000000000e+03, 2.848093448874413980e-10, 2.192229535404705956e-10, 3.622909071469391074e-10, 3.693235968361784301e-10, 3.823595628130447204e-10, 1.420435248716200638e-10, 5.569366654255308381e-10, 2.861990311734442914e-11, 3.808057406506960432e-10, 2.062671295237909450e-10
1.948000000000000000e+03, 2.836387648095859119e-10, 2.318993958362100013e-10, 3.607087462599872875e-10, 3.872810421739603219e-10, 3.815054665709707391e-10, 1.425388481247511539e-10, 5.532100701286911022e-10, 2.997595977977393165e-11, 3.810192340132169538e-10, 2.057631697933553194e-10
1.949000000000000000e+03, 2.878199308176556207e-10, 2.417252839151331238e-10, 3.596698898307043415e-10, 3.799471149854563415e-10, 3.808961573361589332e-10, 1.409270465591987664e-10, 5.424964751088494738e-10, 3.112796418434791495e-11, 3.754702888065809282e-10, 2.067726723160066640e-10
1.950000000000000000e+03, 2.900834079890448695e-10, 2.538219645513509092e-10, 3.935562783666712448e-10, 3.911170193945414294e-10, 4.590551976786545455e-10, 1.732353255701481929e-10, 5.564648755591716772e-10, 3.245083999952442475e-11, 3.777628615813067201e-10, 2.058908946128536553e-10
1.951000000000000000e+03, 3.663836367240036196e-10, 3.147108690002212665e-10, 4.191246801927046578e-10, 4.513154784362907133e-10, 4.684124927745745673e-10, 1.773946147869643403e-10, 7.738777995622019855e-10, 3.351831934753490335e-11, 4.459112524809711855e-10, 2.981665586582317187e-10
1.952000000000000000e+03, 3.706662979931094239e-10, 3.278092701309789144e-10, 4.264255645095181247e-10, 4.737084198996496574e-10, 4.767591423675228594e-10, 1.810501305862309862e-10, 7.781975291348401336e-10, 3.645810834145929342e-11, 4.577476466475381226e-10, 3.004526389280299733e-10
1.953000000000000000e+03, 3.783738791314705141e-10, 3.351292811130029551e-10, 4.361856053253468184e-10, 4.819980837212477804e-10, 4.843195890408063993e-10, 1.820056671336445599e-10, 7.866901085474071241e-10, 4.340223843488518531e-11, 4.623535806374942786e-10, 3.022206215771964283e-10
1.954000000000000000e+03, 3.835088771403811257e-10, 3.483534473327548794e-10, 4.451416552774620775e-10, 4.939130948987758794e-10, 4.896777752842500943e-10, 1.867887715014690732e-10, 7.862238981912144969e-10, 5.156435594292678817e-11, 4.723791231695398875e-10, 3.021695900238449653e-10
1.955000000000000000e+03, 3.874145448443310094e-10, 3.682079877641119379e-10, 4.521786180673831147e-10, 5.000503096860849374e-10, 4.939500871875217313e-10, 1.892672983160766338e-10, 7.966703566082788172e-10, 5.951173469419937616e-11, 4.862668187596928365e-10, 3.057884058676320854e-10
1.956000000000000000e+03, 3.927014376091207789e-10, 3.912129587636876767e-10, 4.612059379207721988e-10, 4.973541778171754698e-10, 4.975833147342477909e-10, 1.897746956181046223e-10, 7.519554032604318926e-10, 6.565561942036304820e-11, 4.948458621485910594e-10, 3.094145642726341212e-10
1.957000000000000000e+03, 3.976931271233949273e-10, 4.129841040541520467e-10, 4.667649330801177383e-10, 4.919652200182160828e-10, 5.004656772475565300e-10, 1.939437585496812296e-10, 7.536573718985407338e-10, 7.228346680769565477e-11, 4.982436413868976579e-10, 3.124088879836730975e-10
1.958000000000000000e+03, 4.032402666175498649e-10, 4.315561070093228058e-10, 4.710680781464072949e-10, 5.135444462701501173e-10, 4.939069245485883651e-10, 1.940006199073696507e-10, 7.590143551406624878e-10, 7.929356204871897957e-11, 5.096917062877866969e-10, 3.145313842619027747e-10
1.959000000000000000e+03, 3.933978313605432151e-10, 4.483719672489356399e-10, 4.772729232733319695e-10, 5.153918847650573763e-10, 4.609602446021298312e-10, 1.915641430715725806e-10, 7.638977109275031997e-10, 8.481953607086266436e-11, 5.107283762856041621e-10, 3.162061969129061352e-10
1.960000000000000000e+03, 3.641650675861790822e-10, 4.609383618962667800e-10, 5.521697073613930223e-10, 5.027703474754479963e-10, 5.229639421985517656e-10, 1.965084652468224628e-10, 7.678137308215425791e-10, 7.369319323352651029e-11, 4.985829280478853653e-10, 3.195499713419298536e-10
1.961000000000000000e+03, 3.900862228678746907e-10, 4.456593759725501057e-10, 6.114699357330936556e-10, 5.739427500689866904e-10, 5.293257770664666063e-10, 1.978177869143637656e-10, 8.466812976136340983e-10, 6.046978434360334662e-11, 6.263939501597446678e-10, 3.549060171996942085e-10
1.962000000000000000e+03, 3.883650019177805953e-10, 4.532756734206492466e-10, 6.380055067143173298e-10, 5.937744272506140750e-10, 5.326523669234588002e-10, 1.987590224506690760e-10, 8.684880905259883706e-10, 5.977457826181265184e-11, 6.269517763718597502e-10, 3.544840581910544264e-10
1.963000000000000000e+03, 3.850443076371881156e-10, 4.678349808456109016e-10, 6.610989837353368472e-10, 6.073563579755769638e-10, 5.360513076376648857e-10, 1.997865824411240666e-10, 8.943928559841869893e-10, 6.469860748068152727e-11, 6.429997087217492207e-10, 3.549472469366845651e-10
1.964000000000000000e+03, 3.819168784760498664e-10, 4.804667057715268675e-10, 6.801601484878081707e-10, 6.128138082929758983e-10, 5.391149983824177623e-10, 1.968720340524487170e-10, 9.023426599191581586e-10, 7.118179213871752361e-11, 6.585711429344442572e-10, 3.551031778516653257e-10
1.965000000000000000e+03, 3.819860506108187780e-10, 4.981760954392836800e-10, 6.962965907055346802e-10, 6.114504331405526462e-10, 5.365964272220714982e-10, 1.955328017098381962e-10, 9.129489348011474843e-10, 7.556332910227101910e-11, 6.778866083646114215e-10, 3.540301819366234178e-10
1.966000000000000000e+03, 3.772286130958714671e-10, 5.018639924646043344e-10, 7.114605890001901890e-10, 5.988830833811085846e-10, 5.389912296264106138e-10, 1.960918364622026171e-10, 9.319313719230154352e-10, 7.923166778847683823e-11, 7.029300973592069750e-10, 3.505518610788646424e-10
1.967000000000000000e+03, 3.756679369860425662e-10, 5.151910080906724566e-10, 7.254855899249238928e-10, 6.028152310241687559e-10, 5.390867642415706170e-10, 1.964207383622551978e-10, 9.415773114306756436e-10, 8.453333626960150794e-11, 6.993264496462655261e-10, 3.501539739286147854e-10
1.968000000000000000e+03, 3.668786257680775288e-10, 5.217073052178848945e-10, 7.376313328859815572e-10, 6.128059829528838853e-10, 5.350729797012521751e-10, 1.929290461971576248e-10, 9.403649666411366111e-10, 9.740807246415848216e-11, 7.075245101815743992e-10, 3.485491706800045280e-10
1.969000000000000000e+03, 3.660755522369585093e-10, 5.139705862056145587e-10, 7.506671938722506655e-10, 6.044410145267476441e-10, 5.285167039847414239e-10, 1.893912489942636529e-10, 9.608669335625574886e-10, 1.119920901089184486e-10, 7.069018073377708013e-10, 3.465776871689282427e-10
1.970000000000000000e+03, 3.596723453691155063e-10, 5.062051557859648689e-10, 7.007302782361141940e-10, 6.031954447353621965e-10, 4.292630786966954097e-10, 1.706164414766220975e-10, 9.576643736670630958e-10, 9.535399239753543139e-11, 7.180465084752087399e-10, 3.469684773292904799e-10
1.971000000000000000e+03, 3.082907466795377461e-10, 3.678860577341876247e-10, 6.690086689996256742e-10, 5.245043251511178657e-10, 4.162473529554675434e-10, 1.678939739793682104e-10, 6.949678130576416961e-10, 7.015890305229267809e-11, 5.569679279312383204e-10, 2.867415030147189860e-10
1.972000000000000000e+03, 3.033705833596588950e-10, 3.916480381081845784e-10, 6.654811953703406612e-10, 5.238024357698617331e-10, 4.045054662735498572e-10, 1.666319682924688044e-10, 6.859214592515561615e-10, 6.212614615557837316e-11, 5.787850457873251650e-10, 2.849311610974205342e-10
1.973000000000000000e+03, 2.965074358907624624e-10, 3.940624436347557860e-10, 6.654038622293877473e-10, 5.382530537511614224e-10, 3.935584484919301183e-10, 1.646608633109355029e-10, 6.714659768791944138e-10, 6.174631202784299999e-11, 5.626535479984615699e-10, 2.849616737194469491e-10
1.974000000000000000e+03, 2.916505684107146522e-10, 3.929898457793323363e-10, 6.663073202169602738e-10, 5.238796455250670851e-10, 3.838686379253089936e-10, 1.634086688003986897e-10, 6.693943531325432600e-10, 6.286461852030923921e-11, 5.740740385523478695e-10, 2.820948075378400668e-10
1.975000000000000000e+03, 2.894964222593074715e-10, 3.848233179075384084e-10, 6.704660171796842898e-10, 5.427453592779187039e-10, 3.785746763612878336e-10, 1.619128202272235536e-10, 6.693161227218415325e-10, 6.551751399457815084e-11, 5.469825308840737923e-10, 2.818756307494571561e-10
1.976000000000000000e+03, 2.870873595799720203e-10, 3.815780749183282665e-10, 6.750670765323555224e-10, 5.296575105928124084e-10, 3.757832181996610337e-10, 1.626261550584025396e-10, 6.614051172149715612e-10, 6.755176567197192540e-11, 5.788155252794491077e-10, 2.816097212291848235e-10
1.977000000000000000e+03, 2.871612232973111060e-10, 3.809798827384289752e-10, 6.796580748218775270e-10, 5.442428400374480276e-10, 3.733912713360805938e-10, 1.620539271245550446e-10, 6.581675306584384263e-10, 7.040164544621205767e-11, 5.815864178925499026e-10, 2.802491966122845335e-10
1.978000000000000000e+03, 2.863588851190088817e-10, 3.679354427389427916e-10, 6.839296933581884705e-10, 5.476654848815593995e-10, 3.716695040767496355e-10, 1.632478225532625199e-10, 6.559569442978639864e-10, 7.274011004669226261e-11, 5.656104028162378257e-10, 2.799881440319700092e-10
1.979000000000000000e+03, 2.872964722144499454e-10, 3.582132571203351427e-10, 6.794423895240529724e-10, 5.460977003020251453e-10, 3.720428440618158299e-10, 1.641785664870170174e-10, 6.485485351453273487e-10, 7.656519048802690911e-11, 5.773888457217817062e-10, 2.774899965186295913e-10
1.980000000000000000e+03, 2.902893458946777911e-10, 3.521790716141226738e-10, 6.452470894598328443e-10, 4.968035414222668896e-10, 3.735801635307463145e-10, 1.550704654852220188e-10, 6.308386127230515656e-10, 7.113378398133715519e-11, 5.969502454206004002e-10, 2.767705142275903612e-10
1.981000000000000000e+03, 2.733053699556348015e-10, 3.463432109823043725e-10, 6.331808448519716038e-10, 4.766616960077703619e-10, 3.752917845178292802e-10, 1.566626146107735190e-10, 6.546935819469681614e-10, 6.250498408248900855e-11, 5.737731448042835088e-10, 2.497395411690787368e-10
1.982000000000000000e+03, 2.721548528085220235e-10, 3.541497722716775046e-10, 6.336427121885822489e-10, 5.078582864769671244e-10, 3.770573998422762377e-10, 1.575073689037746551e-10, 6.443923598036445408e-10, 6.255422303843112924e-11, 6.007800492753079783e-10, 2.498095285764032583e-10
1.983000000000000000e+03, 2.734776489219288862e-10, 3.594675944341271791e-10, 6.300777175421624050e-10, 5.380348123149122745e-10, 3.788564796686342461e-10, 1.584355849363783097e-10, 6.450491503605785742e-10, 6.506035540256830314e-11, 6.042247963675414828e-10, 2.490050624672972895e-10
1.984000000000000000e+03, 2.738533984251061080e-10, 3.608852965263422156e-10, 6.239966912395569853e-10, 5.449308959730486972e-10, 3.803536098552731586e-10, 1.602350617402639305e-10, 6.401090416595529614e-10, 6.691340823676238907e-11, 6.008695933234007162e-10, 2.491089338869931163e-10
1.985000000000000000e+03, 2.746276142758048073e-10, 3.642813900373523703e-10, 6.203299709646421464e-10, 5.510028218809796677e-10, 3.825745196334640974e-10, 1.615384996790761839e-10, 6.314424310408210082e-10, 6.869299475414855878e-11, 5.870770074858525860e-10, 2.491816412582162380e-10
1.986000000000000000e+03, 2.762169320702475025e-10, 3.745923704910485397e-10, 6.209410361307387202e-10, 5.337660346970632220e-10, 3.847950286137631073e-10, 1.632012092615722772e-10, 6.178233364521757539e-10, 6.967510925740206240e-11, 5.876282439964733786e-10, 2.480904047951838385e-10
1.987000000000000000e+03, 2.790724873369108121e-10, 3.779948394888268937e-10, 6.281141575593984718e-10, 5.316183405408908370e-10, 3.842213361121690915e-10, 1.657795679964064991e-10, 6.114317207865553296e-10, 7.070746118962505040e-11, 6.114488047687490913e-10, 2.490380343998117935e-10
1.988000000000000000e+03, 2.822135683092787908e-10, 3.604735027046250830e-10, 6.317532279311936094e-10, 5.393499492331039882e-10, 3.827661241942859837e-10, 1.677054391137228769e-10, 6.132705807217653270e-10, 7.227842296228724192e-11, 5.996181042025643672e-10, 2.495289618052815014e-10
1.989000000000000000e+03, 2.821370995523189706e-10, 3.621946509507872464e-10, 6.319336541651972855e-10, 5.784217910661033222e-10, 3.815525117172896153e-10, 1.673132493460703931e-10, 6.102044849108187059e-10, 7.417024180169461342e-11, 6.074896836763271594e-10, 2.493108399075931302e-10
1.990000000000000000e+03, 2.828725619122712861e-10, 3.681805193974740986e-10, 6.466189617506294414e-10, 5.818857227268878509e-10, 3.340411809316578151e-10, 1.550876580744984285e-10, 5.981784344614647381e-10, 6.665963959876283937e-11, 6.161058523791686994e-10, 2.495114581827868575e-10
1.991000000000000000e+03, 2.520683934390428457e-10, 3.266524065281791814e-10, 6.574910419608986972e-10, 5.525342340283720417e-10, 3.292557287428004077e-10, 1.551361267833024225e-10, 5.767450934388450382e-10, 5.742203913310808965e-11, 5.589160331540774834e-10, 2.287121328571270007e-10
1.992000000000000000e+03, 2.524462124648164147e-10, 3.310568604208011646e-10, 6.584331219888756620e-10, 5.582454566066398618e-10, 3.251964516077393917e-10, 1.548109942547289497e-10, 5.991411552434611095e-10, 5.377971435199285152e-11, 5.690750944795903100e-10, 2.291837454382392165e-10
1.993000000000000000e+03, 2.512598295520085305e-10, 3.255026231034448640e-10, 6.595841431862509650e-10, 5.551715498631719549e-10, 3.238077357924990318e-10, 1.550302718954122998e-10, 6.296469521879535716e-10, 5.289006488695673147e-11, 5.851694527614444408e-10, 2.287938688792744596e-10
1.994000000000000000e+03, 2.503205071961321067e-10, 3.286050211968052458e-10, 6.623972184645522235e-10, 5.902976480477992577e-10, 3.219451813453561135e-10, 1.538358221057583636e-10, 6.148496616954544585e-10, 5.284324442458881676e-11, 5.883467267765489645e-10, 2.281049176014122699e-10
1.995000000000000000e+03, 2.511330733497477308e-10, 3.266555460406321331e-10, 6.670056628693114502e-10, 5.506943831927713306e-10, 3.190036950286212286e-10, 1.536411008112489982e-10, 6.223477382970502785e-10, 5.307073889020236298e-11, 6.123278476712076412e-10, 2.273041932080296329e-10
1.996000000000000000e+03, 2.520911832990230222e-10, 3.275696838027547355e-10, 6.714872631465678769e-10, 5.947232774992389527e-10, 3.177189557414023581e-10, 1.543406443005873441e-10, 6.299967395219349467e-10, 5.382492422567181570e-11, 6.077142262362129116e-10, 2.269576868063511766e-10
1.997000000000000000e+03, 2.518255718773241529e-10, 3.270138377722756224e-10, 6.799768387811047501e-10, 5.933417944449860803e-10, 3.176552070471080366e-10, 1.565162031779175590e-10, 6.388041200870495478e-10, 5.504240350103252760e-11, 6.110322327254801050e-10, 2.266293622943967113e-10
1.998000000000000000e+03, 2.529724678043641430e-10, 3.237153530436808689e-10, 6.846798589005105518e-10, 5.612474251352878776e-10, 3.181731056395701825e-10, 1.575214412468965468e-10, 6.441614355897811820e-10, 5.584888229141158154e-11, 6.203974620044598410e-10, 2.261127005898595379e-10
1.999000000000000000e+03, 2.548026781242884848e-10, 3.293099345917287165e-10, 6.865370990058076876e-10, 5.918977476986882028e-10, 3.141358781205728695e-10, 1.573525846122750281e-10, 6.631404155946641079e-10, 5.677520401175370067e-11, 6.310205040391001968e-10, 2.265787575047115217e-10
2.000000000000000000e+03, 2.580530317935137429e-10, 3.564725226994649145e-10, 6.868857923856736261e-10, 6.064221929925242816e-10, 3.218901284751370762e-10, 2.045539727725749300e-10, 6.573416925947271401e-10, 5.865772234698164979e-11, 6.335671228238349728e-10, 2.267064637157323377e-10
2.001000000000000000e+03, 2.948089388004976096e-10, 3.555444729939392845e-10, 6.326150499457886580e-10, 6.233728063551405022e-10, 2.343900029482402455e-10, 1.590065491273897631e-10, 5.843791572943047102e-10, 4.608622561446728379e-11, 6.596949598710514274e-10, 2.109540306434179860e-10
2.002000000000000000e+03, 2.172905602419211648e-10, 2.288454007247965106e-10, 6.519363015509482257e-10, 5.228752183285110326e-10, 3.032734189760574311e-10, 1.935244888168847992e-10, 4.014547991790420336e-10, 3.593887640755859385e-11, 5.478720763884357183e-10, 1.368810066074722870e-10
2.003000000000000000e+03, 2.955262952894956883e-10, 3.126064946392974697e-10, 6.841473349616834208e-10, 6.357651446828796853e-10, 3.444812392134757548e-10, 1.971986612852766513e-10, 4.870784852206441317e-10, 3.229570962246075758e-11, 6.313929419692924535e-10, 2.023237269587578007e-10
2.004000000000000000e+03, 3.329239767466456814e-10, 3.424892013708083397e-10, 6.583593727776410382e-10, 6.787298462343938985e-10, 2.619634701710810542e-10, 1.721557566017495544e-10, 5.265680791866141756e-10, 2.976887324504187781e-11, 6.897810393491955432e-10, 2.275263492346040032e-10
2.005000000000000000e+03, 2.467707661754208718e-10, 2.180836385359313831e-10, 6.605506799863180072e-10, 6.150873429936309839e-10, 2.438637870682153818e-10, 1.654267342100513554e-10, 3.958971431277207284e-10, 2.848073389618493173e-11, 6.069638541550963701e-10, 1.770259520229299096e-10
2.006000000000000000e+03, 2.427529598392285215e-10, 2.764160654751049467e-10, 6.708507112522214492e-10, 6.049945291564159958e-10, 2.708912948860506610e-10, 1.735733274985466046e-10, 4.469423052364768647e-10, 2.659191682091662880e-11, 5.807340594945216232e-10, 1.442643303034354718e-10
2.007000000000000000e+03, 2.752372343698878378e-10, 2.938660235143169430e-10, 6.463139563151816608e-10, 6.131670979605921649e-10, 2.437658562708552905e-10, 1.706871669462772885e-10, 4.419417421238804928e-10, 2.695870714651754853e-11, 6.171863663065210811e-10, 1.738116788270270846e-10
2.008000000000000000e+03, 2.432155954736812406e-10, 2.191366115259434254e-10, 6.028528146808293306e-10, 5.922064848608661752e-10, 2.080769650321762850e-10, 1.631449923369360778e-10, 3.584804858650719741e-10, 2.371834330209757168e-11, 5.815999913543976120e-10, 1.595580509592132576e-10
2.009000000000000000e+03, 2.149806487055277056e-10, 1.534125363889634142e-10, 1.211142486007834401e-09, 5.417345671087074617e-10, 6.242391325446334455e-10, 3.855814259215493737e-10, 2.648052853576774722e-10, 1.026339547780650382e-10, 5.454002819121793649e-10, 1.346224097410231706e-10
2.010000000000000000e+03, 6.449905244340743799e-10, 1.211628455339906015e-09, 1.128029739668277787e-09, 1.032868096961089582e-09, 2.913008802446569762e-10, 2.037406821026089682e-10, 1.754450769237140531e-09, 1.932972289628201352e-10, 1.054319196383300101e-09, 7.632825400250314344e-10
2.011000000000000000e+03, 3.093366541689761281e-10, 3.674564851179611739e-10, 8.369513428603505050e-10, 7.542928529084878709e-10, 3.863650266634697212e-10, 2.457286942351535636e-10, 5.255358117791181303e-10, 1.193127630938183064e-10, 7.379094910640922654e-10, 2.457593239303947520e-10
2.012000000000000000e+03, 3.988384492551555623e-10, 3.783306719350374230e-10, 1.034262117011326382e-09, 8.773949138261844735e-10, 4.351928671750712313e-10, 2.935427236937930891e-10, 4.571971295321286732e-10, 1.633238041461221111e-10, 7.835836152413948479e-10, 2.585647690731083326e-10
2.013000000000000000e+03, 4.638890302505588068e-10, 7.056247737663852910e-10, 1.140341497595791563e-09, 9.357513461608405539e-10, 4.138372535846132325e-10, 2.684204947951755759e-10, 1.031395072277423788e-09, 2.805020087119460651e-10, 9.198239596237393155e-10, 4.842730452144064994e-10
2.014000000000000000e+03, 4.295033692636398736e-10, 6.550775148428942791e-10, 1.003237438703176751e-09, 9.181122012991106491e-10, 3.174915184169085068e-10, 2.113618611427064296e-10, 9.100522848762083062e-10, 2.715786457046095780e-10, 9.659826394093233338e-10, 4.416953240425505318e-10
