year, NorESM2-MM, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, CanESM5, NorESM2-LM, INM-CM4-8, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, ACCESS-ESM1-5, CMCC-CM2-SR5
1.911000000000000000e+03, 1.012240750371524456e+01, 9.151941786563558168e+00, 1.309018750383057750e+01, 1.801502475128771863e+01, 1.161569671210632926e+01, 1.177229178519362662e+01, 9.806841252751272719e+00, 1.423530785138161825e+01, 1.182903345381783033e+01, 1.050660419850743033e+01, 1.642238700486156588e+01, 1.050353589978254298e+01, 1.747051136605128363e+01, 1.699947535151760292e+01, 1.049631347112493174e+01, 8.574800622395486016e+00
1.912000000000000000e+03, 9.679480922650149921e+00, 9.589082207013561288e+00, 1.309412609333280741e+01, 1.788772951978281256e+01, 1.144669269665649658e+01, 1.242833492615753421e+01, 9.589885863970110336e+00, 1.222557047802294683e+01, 1.033541994455586277e+01, 1.062725293190032438e+01, 1.603890953645143824e+01, 1.068336074447057982e+01, 1.688858987855893545e+01, 1.738590562713089938e+01, 1.039923980194382658e+01, 8.832041453283595800e+00
1.913000000000000000e+03, 9.856677781188651011e+00, 9.913580039667621691e+00, 1.403917976477938545e+01, 1.650505985532306497e+01, 1.166476734605812382e+01, 1.211075300052950432e+01, 9.838215696606759764e+00, 1.449038396603016388e+01, 1.170613918627615213e+01, 1.069330768665931508e+01, 1.714932062358543163e+01, 1.088247571965903049e+01, 1.618064177339482157e+01, 1.668172165117550421e+01, 1.094548590501465135e+01, 8.624236519475241280e+00
1.914000000000000000e+03, 9.877386827307928385e+00, 9.422960013171328697e+00, 1.444155458383068691e+01, 1.792090627766531696e+01, 1.169169185699252722e+01, 1.120254315668277734e+01, 9.372438715832942080e+00, 1.486770720687550806e+01, 1.235838038651328041e+01, 1.052625346423189967e+01, 1.710476701553146128e+01, 1.022868457520284657e+01, 1.572762403447627833e+01, 1.742428668797005642e+01, 1.118425258158465851e+01, 8.106136281438365287e+00
1.915000000000000000e+03, 9.506790989673190140e+00, 9.901063846998685136e+00, 1.347442627942385585e+01, 1.821271072591192208e+01, 1.174278341343922172e+01, 1.182881728228474749e+01, 9.912991615904747533e+00, 1.457070410071042765e+01, 1.247496063072084738e+01, 1.078135695760041202e+01, 1.657639735452533358e+01, 1.123370292148982230e+01, 1.608693789411096020e+01, 1.682004849692577153e+01, 1.085995905369720127e+01, 8.489704680050785157e+00
1.916000000000000000e+03, 9.853014090214669451e+00, 9.278850633954341731e+00, 1.375809620177290604e+01, 1.798171802869352476e+01, 1.150743673486147323e+01, 1.207617911411178113e+01, 9.685826211757383675e+00, 1.353588894479546312e+01, 1.123976578079137489e+01, 1.071861425916789656e+01, 1.685544187750193146e+01, 1.001830417697450670e+01, 1.705274363575074403e+01, 1.759721072077659798e+01, 1.106064493358674383e+01, 8.549540488418926998e+00
1.917000000000000000e+03, 1.028572753021559016e+01, 1.025560135250592353e+01, 1.432749132143646165e+01, 1.837441068392987731e+01, 1.116452643662295507e+01, 1.164048778253358662e+01, 9.851418462247549357e+00, 1.365184414532232360e+01, 1.168155945709730759e+01, 1.045844660103778168e+01, 1.661464827432153513e+01, 1.073099589415400779e+01, 1.711250768728866589e+01, 1.727569324407491891e+01, 1.047441330666540082e+01, 7.939606866435457988e+00
1.918000000000000000e+03, 9.978179348852517450e+00, 1.024449006800860751e+01, 1.310299849088655755e+01, 1.893636699872844886e+01, 1.164328551982450044e+01, 1.225223921715639896e+01, 9.218386028657121756e+00, 1.326162746259527658e+01, 1.194113786861338333e+01, 1.049888640931007799e+01, 1.669289200097986736e+01, 1.097229705737053074e+01, 1.635779115764952962e+01, 1.758316194428461898e+01, 1.068724522785058006e+01, 8.510405581461535363e+00
1.919000000000000000e+03, 9.900184630942941766e+00, 9.063171481376635086e+00, 1.251429862389196757e+01, 1.880440596057479041e+01, 1.181398557591651510e+01, 1.182772290278976079e+01, 1.018743737490830270e+01, 1.447243335768562034e+01, 1.202919655610425309e+01, 1.072824896577228060e+01, 1.670613681973990339e+01, 1.080395652067739931e+01, 1.496520478183610336e+01, 1.697645603145972615e+01, 1.138363925476254934e+01, 8.345116128955465840e+00
1.920000000000000000e+03, 9.082958622863147369e+00, 8.703708205848334600e+00, 1.303447800098303233e+01, 1.741489780807226495e+01, 1.179825799504728856e+01, 1.145235374377572413e+01, 1.008984180585749080e+01, 1.368333728888172196e+01, 1.256246867114601251e+01, 9.885285794662062031e+00, 1.616467044419858468e+01, 1.041928382647748030e+01, 1.751672482330302216e+01, 1.646766426727154098e+01, 1.104958267474879285e+01, 8.895255804574063063e+00
1.921000000000000000e+03, 9.537693601721388248e+00, 9.870960801848056576e+00, 1.317106586198909923e+01, 1.803083912531647215e+01, 1.170046833648948414e+01, 1.247979660219523268e+01, 9.596464080544416575e+00, 1.357837723716380118e+01, 1.198449044476858205e+01, 1.030501057737605564e+01, 1.625191680592240573e+01, 1.044859158611147620e+01, 1.655117252558147811e+01, 1.680000104402022032e+01, 1.053311141235316306e+01, 7.908965202062804956e+00
1.922000000000000000e+03, 1.018259957998797205e+01, 9.728084156059274790e+00, 1.303670685677377605e+01, 1.830831008765247603e+01, 1.146082520310790009e+01, 1.213472835839413477e+01, 1.010711062435110286e+01, 1.409658171125195025e+01, 1.199314952153822311e+01, 1.037323706978007998e+01, 1.663150887651356413e+01, 1.054015485623415849e+01, 1.649111669846975659e+01, 1.658972206463117161e+01, 1.155861505018723534e+01, 7.987499221410099715e+00
1.923000000000000000e+03, 9.674159897815810538e+00, 1.000969714652610953e+01, 1.268934834959155111e+01, 1.889155461865201602e+01, 1.172985493889803088e+01, 1.170979268280975738e+01, 9.864249290842979079e+00, 1.419614543982174304e+01, 1.186805126994705439e+01, 1.038688002838467916e+01, 1.672354823841548210e+01, 1.092530474477438140e+01, 1.593364048250234610e+01, 1.695433797810061449e+01, 1.103046441567272318e+01, 8.953105595544379014e+00
1.924000000000000000e+03, 1.005271396106239123e+01, 9.771194753428204649e+00, 1.388227831513287391e+01, 1.902982952652801885e+01, 1.157105717434590808e+01, 1.183027586299746758e+01, 9.779943211212730247e+00, 1.445223903945715804e+01, 1.020851999687820388e+01, 1.036803091819721345e+01, 1.712603429525858090e+01, 1.128885222465853744e+01, 1.623971940343266240e+01, 1.673020220808263403e+01, 1.125246182949652152e+01, 8.612286827514585852e+00
1.925000000000000000e+03, 9.768394722283678888e+00, 9.958897756580844529e+00, 1.402385378785750270e+01, 1.872116338882504039e+01, 1.192707753634387124e+01, 1.219449671516840539e+01, 9.921353308566303042e+00, 1.345738825621763191e+01, 1.206237517506731294e+01, 1.033116797742366622e+01, 1.568497871942362387e+01, 1.019491170474256059e+01, 1.689344404508479158e+01, 1.709282075895270836e+01, 1.052812295075284865e+01, 9.053052624768026746e+00
1.926000000000000000e+03, 9.840680289594081032e+00, 9.421946485117642212e+00, 1.407740405228008740e+01, 1.873646898367771740e+01, 1.174936323248397763e+01, 1.207807455000537367e+01, 1.009930246496557160e+01, 1.351310836707483176e+01, 1.228913452213375734e+01, 1.029861344783454236e+01, 1.640941168825081320e+01, 1.054574009644341182e+01, 1.717923207860718193e+01, 1.645974753234184007e+01, 1.015157966835381487e+01, 8.690664403234205082e+00
1.927000000000000000e+03, 1.005504196219567348e+01, 9.304401317731977983e+00, 1.295848986721759566e+01, 1.837181042651327090e+01, 1.171374605763783805e+01, 1.186493976129423977e+01, 1.016052131395380620e+01, 1.380794642257428606e+01, 1.286761074756653755e+01, 1.034434764234323367e+01, 1.619547147164815470e+01, 1.077363337430096379e+01, 1.686285840239847289e+01, 1.707045194484495809e+01, 1.033528820639459944e+01, 8.608553845808229354e+00
1.928000000000000000e+03, 1.049784836365066454e+01, 9.931221734761853881e+00, 1.262577176934006395e+01, 1.848506695909127728e+01, 1.133574668525434603e+01, 1.128839539033569572e+01, 1.012378392605614685e+01, 1.343301607748422555e+01, 1.169251143070761145e+01, 1.050539380017317015e+01, 1.676056453229679022e+01, 1.027002598022355784e+01, 1.754236058552847766e+01, 1.712856382481160367e+01, 1.097751062635569674e+01, 8.320582010804624673e+00
1.929000000000000000e+03, 9.805505193702416022e+00, 1.025854789990163773e+01, 1.350581124576618564e+01, 1.840882427580860181e+01, 1.150938877005732053e+01, 1.221923828600701434e+01, 9.635360849523177507e+00, 1.447497034833734197e+01, 1.245146390922997881e+01, 1.019788404876598698e+01, 1.724587007474253753e+01, 1.042908015825505075e+01, 1.801748040677560425e+01, 1.695324590302172041e+01, 1.146415086778407399e+01, 8.720806592800494528e+00
1.930000000000000000e+03, 9.754971170141070402e+00, 8.875736725000821892e+00, 1.279081960342788626e+01, 1.892956673468075479e+01, 1.175899746059583073e+01, 1.220987197713027861e+01, 9.746994413002255442e+00, 1.428704940026443815e+01, 1.224296754574431567e+01, 1.037632800966069979e+01, 1.660062923504238341e+01, 1.108796769263246951e+01, 1.684578782151109166e+01, 1.659368226706181204e+01, 1.096990507386527014e+01, 8.277103329236169316e+00
1.931000000000000000e+03, 9.560649807627884300e+00, 9.472418197680916307e+00, 1.183154336071026869e+01, 1.876811477505257741e+01, 1.160167781767866302e+01, 1.177529316572034013e+01, 9.636517034888527178e+00, 1.426710054427274166e+01, 1.218091273228366944e+01, 1.072873404541088860e+01, 1.682582817842205714e+01, 1.154307810555696356e+01, 1.849481519222938530e+01, 1.679128291199570455e+01, 1.110905316583744096e+01, 8.806077017829863962e+00
1.932000000000000000e+03, 9.735741349930195909e+00, 9.057898916255357591e+00, 1.119064254886374776e+01, 1.891765139290583875e+01, 1.140105196338570792e+01, 1.168200952785333691e+01, 9.893552437603970517e+00, 1.440265210425786613e+01, 1.272021731066995720e+01, 1.033885871254623545e+01, 1.646133700514107900e+01, 1.074762348219952912e+01, 1.765966583584033955e+01, 1.729789217692841774e+01, 1.141392231040177485e+01, 8.372254621814594344e+00
1.933000000000000000e+03, 1.003422553919911842e+01, 9.288087201579651619e+00, 1.264584022238028815e+01, 1.824506032231079899e+01, 1.163002602916510142e+01, 1.179547409219720322e+01, 1.027249300374874430e+01, 1.348699522940330198e+01, 1.234179348813333554e+01, 1.010107853790291621e+01, 1.658803272281793539e+01, 9.583089208817730409e+00, 1.774756446636261131e+01, 1.762720113594684790e+01, 1.128065699509755326e+01, 8.787180082329047792e+00
1.934000000000000000e+03, 9.718626719857688556e+00, 9.486529848244904528e+00, 1.338978581090226427e+01, 1.827279667722688217e+01, 1.153966685119661761e+01, 1.173922673927171978e+01, 9.780378137122699655e+00, 1.314830450323815114e+01, 1.234585970693806622e+01, 1.086924458552848094e+01, 1.678212188063579191e+01, 1.060108499800281656e+01, 1.742080316237380444e+01, 1.680030122363084999e+01, 1.128225262527770312e+01, 8.690078883351304739e+00
1.935000000000000000e+03, 1.004914048771844293e+01, 9.650444699956025829e+00, 1.403250632313058155e+01, 1.798703508053624134e+01, 1.142881009251341240e+01, 1.223754848015990149e+01, 9.225399840021029974e+00, 1.368290091958859378e+01, 1.195209829262980605e+01, 1.043704830968791342e+01, 1.714327006862189151e+01, 1.050111437213284660e+01, 1.825102313620522665e+01, 1.681732206942671937e+01, 1.115431175041924305e+01, 8.336568143683710019e+00
1.936000000000000000e+03, 1.003677195705515501e+01, 9.381757079685733913e+00, 1.359893441143887394e+01, 1.801331911596728474e+01, 1.173951099431094214e+01, 1.164375703674009621e+01, 9.625138715540240142e+00, 1.374230278045543940e+01, 1.259803006911172396e+01, 1.012124877964409642e+01, 1.653875962009741940e+01, 1.051139964551550143e+01, 1.706032557131607774e+01, 1.709838123202013094e+01, 1.124692962587935874e+01, 8.315390142032130782e+00
1.937000000000000000e+03, 9.688189697159996783e+00, 9.564998912691351052e+00, 1.303350847475803675e+01, 1.774615246318370154e+01, 1.206405316678217332e+01, 1.178358736174858734e+01, 1.041695869908860672e+01, 1.389480347464001930e+01, 1.259320992719890242e+01, 1.058731747601905759e+01, 1.669202733055001886e+01, 1.094905633229054231e+01, 1.830984840805706426e+01, 1.722844708982145789e+01, 1.131179445437989273e+01, 8.719257803769281168e+00
1.938000000000000000e+03, 9.960017741815493153e+00, 9.811691859787320169e+00, 1.351454810553757113e+01, 1.822254496385232159e+01, 1.188263934348159800e+01, 1.207714108190554825e+01, 9.888566756291291782e+00, 1.222024411372464670e+01, 1.216757547292177577e+01, 1.038829823778253036e+01, 1.711259890862865518e+01, 1.056838856281330230e+01, 1.762381141946966068e+01, 1.676416653198091566e+01, 1.110861065974120621e+01, 9.043232635716300649e+00
1.939000000000000000e+03, 1.003262293644730718e+01, 9.623164440470224790e+00, 1.270117618132920079e+01, 1.773344610662721976e+01, 1.160959455894355052e+01, 1.180986502935243188e+01, 9.980044338136558224e+00, 1.389003506132305787e+01, 1.181997047326404449e+01, 1.017450539099799123e+01, 1.672588162464348471e+01, 1.098598306258320356e+01, 1.744914808160676500e+01, 1.710796494922383104e+01, 1.085841817150756228e+01, 8.470881979966250697e+00
1.940000000000000000e+03, 1.002092584600108260e+01, 9.666540730618004673e+00, 1.291890388640076814e+01, 1.795515938717085191e+01, 1.142726014739009344e+01, 1.099580527758789472e+01, 1.010880462417709857e+01, 1.409729012274407900e+01, 1.116157946883901531e+01, 1.057587964469306385e+01, 1.717299325989310077e+01, 1.055734878960567968e+01, 1.666193520472139866e+01, 1.711163738238879262e+01, 1.111725369222368798e+01, 9.215074189601301313e+00
1.941000000000000000e+03, 9.839925061596920486e+00, 1.032153176109940240e+01, 1.344591374384393667e+01, 1.828976373730026594e+01, 1.133614730486319289e+01, 1.182122562900037366e+01, 9.964654499146419653e+00, 1.441465597707068547e+01, 1.234169674704979869e+01, 1.074686510806390238e+01, 1.637096818428988598e+01, 1.135271816524481103e+01, 1.755607453901129134e+01, 1.704175082090853621e+01, 1.096583794869325246e+01, 8.310130282624209386e+00
1.942000000000000000e+03, 9.765669905971343212e+00, 9.720075253204543131e+00, 1.366522946744612810e+01, 1.819111142826021421e+01, 1.156945216069642335e+01, 1.179915498679225649e+01, 9.855627783659466346e+00, 1.373497813991253302e+01, 1.277041880867604462e+01, 1.038133738776060788e+01, 1.709076614508112257e+01, 1.113216806475698029e+01, 1.642086220863838264e+01, 1.685881983387370298e+01, 1.107425219305634734e+01, 8.714260777615018938e+00
1.943000000000000000e+03, 9.842069365977296869e+00, 9.568214312170315594e+00, 1.238566977779471934e+01, 1.826863360766478905e+01, 1.210237358344818936e+01, 1.151197648655013417e+01, 9.943017221406449835e+00, 1.325473558701589205e+01, 1.201562241638421824e+01, 1.048838987357325614e+01, 1.668984284684794517e+01, 1.068620891175928911e+01, 1.758264665953103645e+01, 1.740754001503660930e+01, 1.166708069066847742e+01, 9.323979237294670597e+00
1.944000000000000000e+03, 1.013128241132580065e+01, 8.870821587878671366e+00, 1.256604701108343569e+01, 1.791305414272520480e+01, 1.215660272881322079e+01, 1.209630422668368688e+01, 9.883868346555839679e+00, 1.469573968976547640e+01, 1.129405398738397892e+01, 1.045596178352753469e+01, 1.710632059796824933e+01, 1.075862577256804187e+01, 1.737418510237035818e+01, 1.786389682231415321e+01, 1.106717292495999416e+01, 8.609765685323447215e+00
1.945000000000000000e+03, 9.666259342520129749e+00, 9.579994116856505926e+00, 1.352275834546513522e+01, 1.796711293381656560e+01, 1.127914647075270160e+01, 1.156804008560655461e+01, 1.042808496868645740e+01, 1.418569597446386332e+01, 1.217192246879544371e+01, 1.063096159053228718e+01, 1.662086897488649839e+01, 1.097802862728430817e+01, 1.798325287203992673e+01, 1.731127241038837639e+01, 1.078867625162583543e+01, 8.390402711141728531e+00
1.946000000000000000e+03, 1.017363424119923287e+01, 9.617747326456759893e+00, 1.346917574210486279e+01, 1.718198874572096813e+01, 1.167141003080703499e+01, 1.173672871178804300e+01, 9.830941694375939122e+00, 1.413244407954889681e+01, 1.131224649902329560e+01, 1.048723056743311588e+01, 1.655015033827285009e+01, 1.111589136644890097e+01, 1.780988281091788750e+01, 1.796880548339974482e+01, 1.123279068524813695e+01, 8.563521273940912337e+00
1.947000000000000000e+03, 1.063842840567529890e+01, 8.205981601596262109e+00, 1.312776413695795696e+01, 1.838186681568589975e+01, 1.198904711873666251e+01, 1.116782942731081185e+01, 9.656227775792000756e+00, 1.390123325021566458e+01, 1.205265985160709441e+01, 1.051319333733611217e+01, 1.526304154078461828e+01, 1.089312350237123006e+01, 1.582180367033721602e+01, 1.720420218561339709e+01, 1.108821530977461656e+01, 9.048986976808265581e+00
1.948000000000000000e+03, 1.033613769045061126e+01, 9.801110261442165239e+00, 1.338208984091267162e+01, 1.890019653977859804e+01, 1.188941587242035069e+01, 1.176128665273105511e+01, 1.064121476628423224e+01, 1.330994662141014473e+01, 1.136927268422499004e+01, 1.010940939330541966e+01, 1.590105631544065901e+01, 1.110028391045129759e+01, 1.658911353556652202e+01, 1.610424469009013748e+01, 1.060355643136237269e+01, 8.369277485350968604e+00
1.949000000000000000e+03, 1.020823770335050362e+01, 1.017051285009017292e+01, 1.384016827265570804e+01, 1.902306284993524343e+01, 1.171663788956747965e+01, 1.179180748992267702e+01, 9.993487252527406994e+00, 1.306984545434340639e+01, 1.134418190271131088e+01, 1.065950888870404256e+01, 1.656360593405524284e+01, 9.694721384712948975e+00, 1.782733593147901630e+01, 1.754257987542500885e+01, 1.061709592345599873e+01, 8.612205378920979371e+00
1.950000000000000000e+03, 9.738908788389084137e+00, 1.011027075339421444e+01, 1.290488757369969797e+01, 1.880927515061192423e+01, 1.157006121341591154e+01, 1.199101733039933038e+01, 1.029306895216905282e+01, 1.393805702899901711e+01, 1.211441700173497615e+01, 9.851523128736648260e+00, 1.692779736019915759e+01, 1.124023003288803935e+01, 1.822376254347235403e+01, 1.707695749381143457e+01, 1.164664056542960502e+01, 8.581391176393301734e+00
1.951000000000000000e+03, 1.009279655947071674e+01, 1.039524141007740354e+01, 1.410382449252091241e+01, 1.660776413758684811e+01, 1.193559882602560052e+01, 1.219169777722422054e+01, 9.994274448250571652e+00, 1.387067259029093691e+01, 1.167754652609307264e+01, 1.016421146775863171e+01, 1.652941078335784297e+01, 1.050397201458254060e+01, 1.799139081304164378e+01, 1.791876649848470748e+01, 1.094625133873756617e+01, 8.657955469368022960e+00
1.952000000000000000e+03, 1.016342266151651152e+01, 9.166039576423239410e+00, 1.350928717832729120e+01, 1.832173992284218755e+01, 1.208247928837974960e+01, 1.178338294944400388e+01, 9.705239002605340559e+00, 1.366293874395372221e+01, 1.177995184764495029e+01, 1.030012667233629209e+01, 1.675076352717067607e+01, 1.058281064691421491e+01, 1.810929881682060127e+01, 1.720246157445970070e+01, 1.091715835906033583e+01, 8.537413891870910376e+00
1.953000000000000000e+03, 1.032684484778297218e+01, 9.863093324322242950e+00, 1.216424118008812982e+01, 1.903951266769102446e+01, 1.143940740330819317e+01, 1.215232589576125477e+01, 1.016136928398586647e+01, 1.400578425934310189e+01, 1.242253324783484736e+01, 1.068873313944348347e+01, 1.655387928780308826e+01, 1.068312461678742586e+01, 1.714591913953117341e+01, 1.763338145843372828e+01, 1.169742307741620557e+01, 8.254674065059418808e+00
1.954000000000000000e+03, 9.841284108662895491e+00, 9.403198896629712422e+00, 1.330549504463358268e+01, 1.873587437950159895e+01, 1.157624800050369096e+01, 1.190379315018374839e+01, 1.037742611538523541e+01, 1.425131396764045277e+01, 1.225361964199294107e+01, 1.060538499978428462e+01, 1.607407296246343620e+01, 1.118660577165623593e+01, 1.631331023595145169e+01, 1.733459569912283271e+01, 1.077619585884487030e+01, 8.827584716964354428e+00
1.955000000000000000e+03, 9.875085925007164533e+00, 9.660058832574479837e+00, 1.287684870968984896e+01, 1.933995009703172485e+01, 1.181407581019634456e+01, 1.184930381297014890e+01, 1.011189137596793231e+01, 1.366700293664115407e+01, 1.199374459985458508e+01, 1.032776354325690882e+01, 1.656030147337758862e+01, 1.117406857312952440e+01, 1.634251921136823071e+01, 1.664935202979611972e+01, 1.066251056431090127e+01, 9.357528694626472188e+00
1.956000000000000000e+03, 1.004645133083640474e+01, 1.047256414054423068e+01, 1.398496211794424582e+01, 1.916053558050985473e+01, 1.172599548433108119e+01, 1.169991403532884533e+01, 1.019667850117944496e+01, 1.428298487455530363e+01, 1.172222892665513072e+01, 1.044877244300330510e+01, 1.724611313704295057e+01, 1.059934170979416734e+01, 1.707192576052703714e+01, 1.727704252991025413e+01, 1.128853900916709740e+01, 8.005567862405978730e+00
1.957000000000000000e+03, 1.047488543182443266e+01, 9.265176403776910874e+00, 1.307771697147457601e+01, 1.840920981750174690e+01, 1.142489992625800888e+01, 1.211495289646707008e+01, 1.005505120056881196e+01, 1.360641437824490652e+01, 1.205409765205040706e+01, 1.072076632674458807e+01, 1.600890354192878817e+01, 1.094159750841865630e+01, 1.595940129549253861e+01, 1.745391906418788253e+01, 1.137571271113929505e+01, 8.723620451532234199e+00
1.958000000000000000e+03, 1.030196548563470849e+01, 9.724012376132002089e+00, 1.293111227484492964e+01, 1.811251740019839218e+01, 1.191194368067030496e+01, 1.209857965424196102e+01, 9.417830264132550866e+00, 1.384798115175336441e+01, 1.262116295557345680e+01, 1.006302561652886673e+01, 1.576368122933154403e+01, 1.063025350636468502e+01, 1.627493207122329366e+01, 1.727271132223204830e+01, 1.182147841852608217e+01, 9.211579391272774586e+00
1.959000000000000000e+03, 1.000626650664984751e+01, 9.820204061807601192e+00, 1.300956328559348840e+01, 1.817625807349801192e+01, 1.164339957093251599e+01, 1.135302813288484280e+01, 9.890853085930338295e+00, 1.373244478268332536e+01, 1.242810046262211543e+01, 1.021021884661956669e+01, 1.723439004519940454e+01, 1.075290779558557119e+01, 1.776902037577083959e+01, 1.785455586446471088e+01, 1.146619399443750531e+01, 8.967423811633304709e+00
1.960000000000000000e+03, 9.666995785849650247e+00, 9.481434400407804830e+00, 1.300779694760987937e+01, 1.905908973882185720e+01, 1.169022681090954130e+01, 1.183901663898098988e+01, 1.052323956130814686e+01, 1.436142116499042487e+01, 1.192769520415420104e+01, 1.045300783602428574e+01, 1.610973507988187947e+01, 1.126099166356273074e+01, 1.752531934823304383e+01, 1.762310450856943334e+01, 1.193794432351579538e+01, 8.719733703907312616e+00
1.961000000000000000e+03, 9.845135281270298577e+00, 9.254677166142293743e+00, 1.337204284784745312e+01, 1.870809217534659297e+01, 1.151994013449261267e+01, 1.214645251290260397e+01, 1.040878839359124264e+01, 1.382410631927524314e+01, 1.152039122816175265e+01, 1.089019722541132573e+01, 1.696211650805352278e+01, 1.081746837541692408e+01, 1.822809040445087447e+01, 1.747006097135505698e+01, 1.165403095881059592e+01, 9.208427299263354016e+00
1.962000000000000000e+03, 1.016651770563129809e+01, 9.801173820963144934e+00, 1.296774029668852002e+01, 1.944273062064447899e+01, 1.173479399172572535e+01, 1.147263329418277955e+01, 1.008943697935921513e+01, 1.422806383622279824e+01, 1.301259157582278725e+01, 1.047557164173313993e+01, 1.711883023900325540e+01, 1.070166033422430196e+01, 1.645421965567084399e+01, 1.686823547106241961e+01, 1.076658288192443713e+01, 8.626367729664440986e+00
1.963000000000000000e+03, 1.053746038507965821e+01, 1.066716737914426361e+01, 1.259340072182750703e+01, 1.949674854222760345e+01, 1.220390382587507005e+01, 1.177703121112067208e+01, 9.512485493352937027e+00, 1.366632727386755874e+01, 1.334428855133524117e+01, 1.065541048039193406e+01, 1.710273047714258254e+01, 1.076247047979253679e+01, 1.730641915307991852e+01, 1.806312756170929035e+01, 1.114462327769062533e+01, 8.688140333531665149e+00
1.964000000000000000e+03, 1.059337482619877413e+01, 9.930787306142315529e+00, 1.343731767119718512e+01, 1.905623982749207812e+01, 1.210349433354542370e+01, 1.186756845860110943e+01, 9.926155494818710068e+00, 1.380836136801059588e+01, 1.186482792131704045e+01, 1.063315854680675976e+01, 1.742347393187523608e+01, 1.152088432897444292e+01, 1.896674371379436153e+01, 1.771311224843296017e+01, 1.146647295203227301e+01, 8.795628211207869640e+00
1.965000000000000000e+03, 1.029159907927942008e+01, 1.032215828188922124e+01, 1.388996896095653710e+01, 1.845676701251805341e+01, 1.195706713714767844e+01, 1.102411202752402986e+01, 1.002774860201106399e+01, 1.410673418375522736e+01, 1.154536973803931055e+01, 1.066355397835905450e+01, 1.725126822471461807e+01, 1.139388984120334491e+01, 1.704385643683812646e+01, 1.762436390472068837e+01, 1.105518682761801408e+01, 8.250919305106931390e+00
1.966000000000000000e+03, 1.032987641512758081e+01, 9.731477591653515447e+00, 1.258676034387806553e+01, 1.831141798860898362e+01, 1.161435589074862129e+01, 1.244559846245900125e+01, 9.983083973806484934e+00, 1.393736726578658214e+01, 1.215223012955425652e+01, 1.071593725293804589e+01, 1.638975974722674067e+01, 1.131161679945859788e+01, 1.625873890066635852e+01, 1.681565844322119574e+01, 1.130522785724275892e+01, 9.473472073669059412e+00
1.967000000000000000e+03, 1.061015594629138192e+01, 9.517011952676881492e+00, 1.223053076745896561e+01, 1.901920786165090860e+01, 1.173225034222805618e+01, 1.203077461188874508e+01, 9.666618283084144281e+00, 1.363105715821864372e+01, 1.300737324111934612e+01, 1.094617897314111943e+01, 1.641697035201100618e+01, 1.060586808145722415e+01, 1.855845001743429634e+01, 1.756632303886209456e+01, 1.174234576892418147e+01, 8.809495680525314398e+00
1.968000000000000000e+03, 1.053700107053012935e+01, 9.638791332285535418e+00, 1.316374389557850222e+01, 1.911591347885055470e+01, 1.202858706958836521e+01, 1.166684416198818042e+01, 1.001662567208938981e+01, 1.440589595854456029e+01, 1.242376388138090881e+01, 1.093428256608318527e+01, 1.687818881361975087e+01, 1.101110817769350803e+01, 1.813743924994123802e+01, 1.776916085582659477e+01, 1.192274037087468130e+01, 8.992961196198834273e+00
1.969000000000000000e+03, 1.024951822507325971e+01, 9.751772404525333116e+00, 1.300684367179121992e+01, 1.926838123008774062e+01, 1.201710210005420265e+01, 1.205666243225415535e+01, 1.007869347432660412e+01, 1.348584189970183367e+01, 1.298081306431924631e+01, 1.091182475966949106e+01, 1.701810133912113798e+01, 1.106293544928341532e+01, 1.705231248637181096e+01, 1.727763078399484797e+01, 1.090240604734230345e+01, 8.984188263553116727e+00
1.970000000000000000e+03, 1.031249618843178872e+01, 9.861988403649741386e+00, 1.309751792492922640e+01, 1.951509287375972690e+01, 1.165262013419916798e+01, 1.158193537341012735e+01, 1.046952724112579070e+01, 1.401415415380853524e+01, 1.286237895725846769e+01, 1.059811777018160406e+01, 1.691240837253286955e+01, 1.175459702863650335e+01, 1.668743190553365352e+01, 1.818101295319689470e+01, 1.169868123775077429e+01, 8.385081120030896784e+00
1.971000000000000000e+03, 1.046790101502198489e+01, 8.282491981840109929e+00, 1.314645731888755975e+01, 1.975815457272893028e+01, 1.190387857028664875e+01, 1.207625667683067761e+01, 1.045809368428252206e+01, 1.364570745576562771e+01, 1.283820696589858912e+01, 1.076044005250326485e+01, 1.697805091897398455e+01, 1.195181588603795753e+01, 1.737715082371406439e+01, 1.831834055857173027e+01, 1.180954457894765319e+01, 8.349058914085311756e+00
1.972000000000000000e+03, 1.033151833157341670e+01, 1.019486432413201271e+01, 1.254420048580742453e+01, 1.851707145316055048e+01, 1.194693333423452408e+01, 1.235475936404579222e+01, 1.001658964997079870e+01, 1.365341460803808182e+01, 1.204290578341151630e+01, 1.058247808162419368e+01, 1.684068632653383446e+01, 1.132584914527172515e+01, 1.811049281622289797e+01, 1.763066679444238716e+01, 1.131430484133972314e+01, 8.996937046614844391e+00
