year, NorESM2-MM, CNRM-ESM2-1, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, CanESM5, NorESM2-LM, INM-CM4-8, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, ACCESS-ESM1-5, CMCC-CM2-SR5
1.973000000000000000e+03, 1.054809231804568803e+01, 1.011080147218981473e+01, 1.332061048704950323e+01, 1.878052728897104373e+01, 1.215538059986168662e+01, 1.215833953642323273e+01, 1.000641203346885177e+01, 1.386597332632296897e+01, 1.136812086692399149e+01, 1.068358601122578833e+01, 1.705723173070977694e+01, 1.108729358033988710e+01, 1.877887297558732627e+01, 1.750492604811042696e+01, 1.049491232117108552e+01, 9.427488339532516193e+00
1.974000000000000000e+03, 1.043872239043797023e+01, 9.496926645224048613e+00, 1.326623654392205509e+01, 1.931649594254320590e+01, 1.187070408934543586e+01, 1.196119348358563883e+01, 1.087180647509154419e+01, 1.396159305994425104e+01, 1.212922431760008379e+01, 1.035432477918696037e+01, 1.732742842973408059e+01, 1.139084978577431073e+01, 1.933517776229347973e+01, 1.798732425986410277e+01, 1.133780128836478696e+01, 9.133884488634233634e+00
1.975000000000000000e+03, 9.879973142872561453e+00, 1.062454350787422896e+01, 1.368069191728837275e+01, 1.962233128198657894e+01, 1.196835766481831520e+01, 1.212720475821369170e+01, 1.015349450252851149e+01, 1.361463334254184332e+01, 1.307495792071796359e+01, 1.111530382704971665e+01, 1.644875467982526374e+01, 1.215525644384153559e+01, 1.799489978335752838e+01, 1.800638952481775235e+01, 1.164446814856841073e+01, 9.030359115382164958e+00
1.976000000000000000e+03, 1.039958859537232350e+01, 1.015381624758725110e+01, 1.318830988982190000e+01, 2.005355838582324779e+01, 1.177480630940753592e+01, 1.215616977903844997e+01, 1.038688567024564335e+01, 1.367576710569246679e+01, 1.289824606571117371e+01, 1.131110782830452521e+01, 1.624838091914763893e+01, 1.180368470724024199e+01, 1.792750352539938419e+01, 1.818864604623400894e+01, 1.207123564655137571e+01, 8.628507962773127815e+00
1.977000000000000000e+03, 1.085244400836255174e+01, 9.661946413463804006e+00, 1.251988990838411198e+01, 1.942379423296656071e+01, 1.228455967766891277e+01, 1.264175539856941199e+01, 1.024574060380865070e+01, 1.400222523992466428e+01, 1.248897073485150067e+01, 1.033711471771067814e+01, 1.631521520411235571e+01, 1.185174609853982020e+01, 1.699593453134903243e+01, 1.811093924077405504e+01, 1.149382284938037557e+01, 9.317260935842915259e+00
1.978000000000000000e+03, 1.011995653973386133e+01, 9.665900992567086902e+00, 1.284081412403546985e+01, 1.902372518960944703e+01, 1.208038920138579542e+01, 1.220327308052162607e+01, 9.991209714585298940e+00, 1.420999437237581375e+01, 1.342553943625088309e+01, 1.096490455183203139e+01, 1.760880036984922015e+01, 1.164157770135009429e+01, 1.534218164545177210e+01, 1.757585916185799135e+01, 1.203537035235975061e+01, 8.981985975857098126e+00
1.979000000000000000e+03, 9.621487633223628322e+00, 9.749034475845856917e+00, 1.367655893631358133e+01, 1.921223210028908923e+01, 1.198945348705321656e+01, 1.221471927097351440e+01, 1.028467523395497452e+01, 1.410245532050988082e+01, 1.411639362426601707e+01, 1.150539876055487909e+01, 1.691342861694445077e+01, 1.123995002079844419e+01, 1.796178755580497466e+01, 1.895202521207811586e+01, 1.178342300467793535e+01, 9.203844017050171189e+00
1.980000000000000000e+03, 9.939534982776752514e+00, 1.023705112754619329e+01, 1.352666311841473679e+01, 1.911733414119368391e+01, 1.202104725157685650e+01, 1.155822421161304980e+01, 1.033282844307051818e+01, 1.452997888056363607e+01, 1.344426207661394557e+01, 1.107001191316097177e+01, 1.625871586025525772e+01, 1.142085741505632335e+01, 1.940829528053301090e+01, 1.708925827758277549e+01, 1.196873811719854253e+01, 8.470240019158080003e+00
1.981000000000000000e+03, 1.059838002879476626e+01, 1.015513567624634206e+01, 1.237002341568595476e+01, 1.937005208929468481e+01, 1.165679546615627693e+01, 1.218126246294989024e+01, 9.549071357881924627e+00, 1.388043322136689817e+01, 1.315485630311880705e+01, 1.121859276244874337e+01, 1.675422782894176521e+01, 1.198752704472842368e+01, 1.870849739715213644e+01, 1.777768273636368335e+01, 1.193917203260876825e+01, 8.865524085916208108e+00
1.982000000000000000e+03, 1.079456925234291909e+01, 1.018190467286205170e+01, 1.260721768778431340e+01, 1.926230054461530017e+01, 1.213077104705017462e+01, 1.232323569813756770e+01, 1.051188254506643460e+01, 1.459397871556518034e+01, 1.216015461732093783e+01, 1.134113821938713151e+01, 1.703946980369219233e+01, 1.185759931692123814e+01, 1.742169563408139510e+01, 1.783535137305319296e+01, 1.213603831437194103e+01, 9.228039972032288318e+00
1.983000000000000000e+03, 1.051970922210745840e+01, 9.963906447510408881e+00, 1.328607624573697699e+01, 1.939873931192190426e+01, 1.246565492935548036e+01, 1.165992241676452323e+01, 1.076164535607548522e+01, 1.402121629292904004e+01, 1.282650020539583480e+01, 1.148839181709381840e+01, 1.785409274865180151e+01, 1.204669307267230849e+01, 1.693995301027270983e+01, 1.939333895432767818e+01, 1.143495642363868647e+01, 9.340508263290166369e+00
1.984000000000000000e+03, 1.098322140087599585e+01, 9.551408123371725623e+00, 1.311502534946996512e+01, 1.854359694861860675e+01, 1.233031260939805485e+01, 1.233436510254097307e+01, 9.943710734055160927e+00, 1.395289375433987900e+01, 1.327887351708348973e+01, 1.134102716661606713e+01, 1.808215820578000432e+01, 1.170563919849926648e+01, 1.832917309757803892e+01, 1.827811142887604134e+01, 1.151597115760627332e+01, 8.837408887164649229e+00
1.985000000000000000e+03, 1.066244815281977942e+01, 9.854399233090228805e+00, 1.344466182151712985e+01, 1.898298602513666467e+01, 1.247629241813451628e+01, 1.238494535294686294e+01, 9.991791980920512017e+00, 1.434287268198174736e+01, 1.415698063722516054e+01, 1.141792201166837906e+01, 1.764365525745090935e+01, 1.118134484660449779e+01, 1.905846506706523158e+01, 1.894222661081895964e+01, 1.276508272229756003e+01, 9.408433632217878539e+00
1.986000000000000000e+03, 1.054159715797890584e+01, 1.012528479384805102e+01, 1.333761745260664888e+01, 2.039516973531690169e+01, 1.185825316503409965e+01, 1.181462325323846230e+01, 1.080841796564229007e+01, 1.440297165661559120e+01, 1.330790803134999933e+01, 1.150809942494924698e+01, 1.708526700003654852e+01, 1.236659659580950965e+01, 1.773440785709509981e+01, 1.795444757043821227e+01, 1.224513772777719289e+01, 9.086723743440428436e+00
1.987000000000000000e+03, 1.106701173068305621e+01, 9.633722979519690810e+00, 1.275061717222147628e+01, 2.017444723643923155e+01, 1.218994535577709648e+01, 1.188001109825202128e+01, 1.122757234046738617e+01, 1.446726434076316536e+01, 1.335644083700217521e+01, 1.132965653008643514e+01, 1.720800515808014453e+01, 1.182805882925529950e+01, 1.889843698035894803e+01, 1.777359221356714869e+01, 1.217237410575192236e+01, 9.293986142010773222e+00
1.988000000000000000e+03, 1.129318969990338317e+01, 9.915572893263240317e+00, 1.346900434983127681e+01, 1.965224582929944930e+01, 1.240611166956709610e+01, 1.205097523737418719e+01, 1.054300095424882677e+01, 1.483215163135921166e+01, 1.301809682786535305e+01, 1.169583302135330882e+01, 1.743811726106094184e+01, 1.137959250810844658e+01, 1.898084108396841785e+01, 1.858397232012679368e+01, 1.179207481502232824e+01, 9.064675148811373262e+00
1.989000000000000000e+03, 1.089253754383537043e+01, 1.040389873908283747e+01, 1.352165426196212827e+01, 1.945373187073287724e+01, 1.263052936147016325e+01, 1.188830043109446244e+01, 1.012431556567451274e+01, 1.378858730931964338e+01, 1.354539461996714422e+01, 1.113151042367506349e+01, 1.695931532616528159e+01, 1.180280604653521159e+01, 1.811742171503528454e+01, 1.792165108928881878e+01, 1.138401994328999578e+01, 9.637669484115042096e+00
1.990000000000000000e+03, 1.049626316314185104e+01, 9.782488314581232913e+00, 1.329391762922351283e+01, 1.931959603809077208e+01, 1.249555460985418520e+01, 1.220953467272422266e+01, 1.054406037568731414e+01, 1.491517725371140024e+01, 1.354654931780841132e+01, 1.073388146465643800e+01, 1.782882709749901906e+01, 1.173104039060275383e+01, 1.748798077909100712e+01, 1.856174084115614065e+01, 1.151612020555852389e+01, 9.282725248429487763e+00
1.991000000000000000e+03, 1.056913677982004529e+01, 1.098500234025003941e+01, 1.318209750268840885e+01, 1.928786808045268586e+01, 1.226467422784095263e+01, 1.211790674269026091e+01, 1.057175554168219378e+01, 1.409793339662474843e+01, 1.286975559342712394e+01, 1.074824314526467894e+01, 1.832876176921717004e+01, 1.251780811603854815e+01, 1.873530240878237052e+01, 1.849631737536268972e+01, 1.174007223816924039e+01, 8.698459720913689353e+00
1.992000000000000000e+03, 1.115310579931060531e+01, 9.315674312017881320e+00, 1.449835992983737398e+01, 1.972771396136892008e+01, 1.287187537453614716e+01, 1.216130881972165767e+01, 1.051346892837768365e+01, 1.502079119378807270e+01, 1.281577898473235599e+01, 1.143186267954165558e+01, 2.023000727577423419e+01, 1.241546532110121603e+01, 1.828210695037611444e+01, 2.036641405139249272e+01, 1.211568690971454920e+01, 9.315592712624036764e+00
1.993000000000000000e+03, 1.106568999101696171e+01, 1.067638047525709588e+01, 1.369796838061565580e+01, 1.949165862870935229e+01, 1.282685421314525342e+01, 1.215969342096071060e+01, 1.033185566393309962e+01, 1.347509190944739466e+01, 1.370816710240712766e+01, 1.119434064974732479e+01, 1.919895509851777504e+01, 1.173650445854872792e+01, 1.817603923824894707e+01, 1.969284307776475984e+01, 1.213425125570817897e+01, 9.526726399088877528e+00
1.994000000000000000e+03, 1.064042938374647740e+01, 1.014557191191478758e+01, 1.233998834248632193e+01, 2.070423809172242002e+01, 1.297806094187796866e+01, 1.204708653256290773e+01, 1.086438733736455831e+01, 1.454064601552318692e+01, 1.367407153648418827e+01, 1.145081861137155776e+01, 1.847739812939669335e+01, 1.196934607282164720e+01, 1.730856876693488999e+01, 1.940520791236285092e+01, 1.225871198147950203e+01, 9.139661358791425272e+00
1.995000000000000000e+03, 1.099151546986510297e+01, 1.018089303235098164e+01, 1.291677809464569293e+01, 2.025395645621153307e+01, 1.256967450450379609e+01, 1.192163914663428770e+01, 1.058647073757752644e+01, 1.426629996128774103e+01, 1.337492700617777786e+01, 1.147593081184919406e+01, 1.818263112065471532e+01, 1.216232606384901871e+01, 1.870177444066190020e+01, 1.872729737979174303e+01, 1.175594588226349657e+01, 9.521495602440721129e+00
1.996000000000000000e+03, 1.088283810705825516e+01, 1.015292256286620542e+01, 1.394246832978928019e+01, 2.018731477572548627e+01, 1.270407087993308259e+01, 1.200329754554130979e+01, 1.033216217986931262e+01, 1.426392325201796929e+01, 1.181295987818740656e+01, 1.104126887904945065e+01, 1.804689732262652058e+01, 1.221575772415189043e+01, 1.889436207922913979e+01, 1.790367352173685589e+01, 1.188141145102014740e+01, 9.401889100117289289e+00
1.997000000000000000e+03, 1.043100815915104640e+01, 8.926960473458056100e+00, 1.386814952751227636e+01, 2.006774526510502454e+01, 1.240654436101920588e+01, 1.211971006672214379e+01, 1.068034328761884844e+01, 1.355706938610495627e+01, 1.340619796380810591e+01, 1.085776436877085338e+01, 1.857792912416345743e+01, 1.181769544795300675e+01, 1.926738859847502283e+01, 1.788518279974002922e+01, 1.209629423622059363e+01, 9.543335283212107001e+00
1.998000000000000000e+03, 1.111165779543398280e+01, 9.789150183768621005e+00, 1.281690213176893955e+01, 2.008308189092547025e+01, 1.286225499951642881e+01, 1.269967266343977386e+01, 1.063869556181252385e+01, 1.454797163361613244e+01, 1.351034213515913507e+01, 1.161001664438254188e+01, 1.896943762429676639e+01, 1.253409823239934617e+01, 1.821468884636356123e+01, 1.908988986254798093e+01, 1.137901506427820308e+01, 9.099475288439261789e+00
1.999000000000000000e+03, 1.127123366941038540e+01, 1.034776703732187997e+01, 1.300500318938125410e+01, 2.133337214561095863e+01, 1.289820335525218731e+01, 1.177765690781192376e+01, 1.079689411562951484e+01, 1.511956675103839665e+01, 1.375740415034320385e+01, 1.135259622963662096e+01, 1.884717548474331750e+01, 1.183439964170872649e+01, 1.865450439828560292e+01, 1.940128904511190910e+01, 1.139746725036665609e+01, 9.548473718305375613e+00
2.000000000000000000e+03, 1.119665414144930082e+01, 9.754085892754217113e+00, 1.257721802081203677e+01, 2.087351532269978449e+01, 1.282331752903662903e+01, 1.193770572991103762e+01, 1.054757562209073285e+01, 1.528666352307292264e+01, 1.406319350437245497e+01, 1.114561594774287734e+01, 1.831497220968394046e+01, 1.240376457000293087e+01, 1.869364760956952054e+01, 1.882669319974337441e+01, 1.248122642553254025e+01, 9.255680597673681120e+00
2.001000000000000000e+03, 1.082814227034146448e+01, 9.717344145069610306e+00, 1.283602314830298674e+01, 2.078232906841381222e+01, 1.278748823874612661e+01, 1.259744502909525998e+01, 1.115697442404306550e+01, 1.413694362161506923e+01, 1.363591571016828752e+01, 1.079812876691680579e+01, 1.831244947540864487e+01, 1.257440268671588335e+01, 1.819719959162508260e+01, 1.918272678079852156e+01, 1.118854744993186578e+01, 9.609368555167511872e+00
2.002000000000000000e+03, 1.117879759600720924e+01, 1.054970595853654380e+01, 1.376349347178499727e+01, 2.026702147226054507e+01, 1.263042470369783210e+01, 1.236588746172018283e+01, 1.116068257641457429e+01, 1.474667229268008661e+01, 1.361351674360620478e+01, 1.149862325380824046e+01, 1.913138876857470194e+01, 1.321191815496816702e+01, 1.888862949892884302e+01, 1.939304270881590497e+01, 1.116875647939789751e+01, 9.247528042060929820e+00
2.003000000000000000e+03, 1.135381078803831123e+01, 1.073263580651179439e+01, 1.347326375431824097e+01, 1.858993995835725599e+01, 1.274295476023494977e+01, 1.168173617573644663e+01, 1.112407391868316076e+01, 1.385331715832820265e+01, 1.342356308006725385e+01, 1.180994233943546234e+01, 1.868656713303495565e+01, 1.209221634496115350e+01, 1.947769595749880978e+01, 1.903850428214674295e+01, 1.164043697138204081e+01, 8.823618887931598209e+00
2.004000000000000000e+03, 1.070034742562814678e+01, 9.955588633217997696e+00, 1.295359682562085091e+01, 2.038501665411930475e+01, 1.273271019501598822e+01, 1.191966556370170416e+01, 1.115275813796471205e+01, 1.506326368280864259e+01, 1.366434686367935747e+01, 1.161423131555599042e+01, 1.923853503128062670e+01, 1.313702926353350264e+01, 1.795401103691630595e+01, 1.873072107290223087e+01, 1.143944836091484518e+01, 9.745210637499443607e+00
2.005000000000000000e+03, 1.088870680877964148e+01, 1.017220410317233714e+01, 1.362041866007067625e+01, 2.047107697919329539e+01, 1.220703612449614361e+01, 1.183324292732749150e+01, 1.055988580289584888e+01, 1.534192356122572143e+01, 1.432312517962857967e+01, 1.180125321379244951e+01, 1.977971722723516379e+01, 1.327364470401427532e+01, 1.803356011087623045e+01, 1.945319797875291457e+01, 1.058016346192454549e+01, 1.010190685996471061e+01
2.006000000000000000e+03, 1.173946903151124133e+01, 1.092250971903442647e+01, 1.428348988230047389e+01, 2.168490432217608088e+01, 1.286799152127676216e+01, 1.255659011966748295e+01, 1.113349832370788484e+01, 1.504825440726239805e+01, 1.478324360749701505e+01, 1.196066065276600021e+01, 1.903934693978775883e+01, 1.267760271333160915e+01, 1.783879620972753344e+01, 1.907188352898772266e+01, 1.158520728067755456e+01, 9.324583608135824875e+00
2.007000000000000000e+03, 1.165560012544093205e+01, 1.088352909425644910e+01, 1.440638779770572953e+01, 1.984877746196477233e+01, 1.317847980691751175e+01, 1.226082005342203196e+01, 1.088113829750630757e+01, 1.434351217881155449e+01, 1.300775810687579970e+01, 1.152811608497141727e+01, 1.918165568027646373e+01, 1.286797645336238283e+01, 1.901596855741381020e+01, 1.872871810623715660e+01, 1.244005577723519806e+01, 9.337846369280262238e+00
2.008000000000000000e+03, 1.144342729232714539e+01, 9.288184936393445668e+00, 1.347413167566194758e+01, 1.966013679646536971e+01, 1.305502907994802086e+01, 1.189049825678407402e+01, 1.041285113315158917e+01, 1.537756132786834229e+01, 1.358484400856922036e+01, 1.143522093857034960e+01, 1.951527175539973769e+01, 1.288406562781075060e+01, 1.949453867649727101e+01, 1.998697308296757669e+01, 1.229109104937436747e+01, 9.165228548095265992e+00
2.009000000000000000e+03, 1.172977945477544459e+01, 1.005588997967556786e+01, 1.321192622955890705e+01, 2.140455472764498168e+01, 1.302913856596113007e+01, 1.196615948142415675e+01, 1.171325815931932546e+01, 1.479130738932849454e+01, 1.414086569237326074e+01, 1.107215679754321158e+01, 1.990099020818807318e+01, 1.307115090011835967e+01, 1.917061881451686389e+01, 1.934548113289257643e+01, 1.212830369232765726e+01, 9.584947651397335733e+00
2.010000000000000000e+03, 1.179666504034994823e+01, 1.021362041818711219e+01, 1.308549698193109201e+01, 2.143639481810889791e+01, 1.253198006183707669e+01, 1.202294758243516348e+01, 1.132271811560080543e+01, 1.403175345142241426e+01, 1.162033449166726662e+01, 1.208774150722914698e+01, 1.858088322152122984e+01, 1.252873705061746357e+01, 1.903040755260030892e+01, 1.905887182179918327e+01, 1.226522094518237616e+01, 9.553988889231435522e+00
2.011000000000000000e+03, 1.240078344285425871e+01, 1.000652765302576164e+01, 1.399285705663394985e+01, 2.066209499867559174e+01, 1.261818235535273836e+01, 1.184245042946261250e+01, 1.097947434282664148e+01, 1.527065053463091715e+01, 1.428392258144180538e+01, 1.186554348097390665e+01, 1.867491592854049998e+01, 1.251137118420616368e+01, 1.928755944114062970e+01, 2.022479193092330974e+01, 1.235123072267352029e+01, 9.541983429303314779e+00
2.012000000000000000e+03, 1.166259178859473522e+01, 1.037548399105906682e+01, 1.215093783759392565e+01, 2.116309806030289664e+01, 1.282994445672737172e+01, 1.189342593912744661e+01, 1.095722926864353930e+01, 1.435837627622884760e+01, 1.497142217229607830e+01, 1.154331309115401183e+01, 1.994047929595824442e+01, 1.267180677051142368e+01, 1.859077052735854707e+01, 1.916786781395490991e+01, 1.208503285216647427e+01, 9.209374280394930778e+00
2.013000000000000000e+03, 1.139112176312684888e+01, 1.043519041041532880e+01, 1.313320870936118112e+01, 2.151556314128907132e+01, 1.321202822214519657e+01, 1.262037851008579459e+01, 1.120668492983067388e+01, 1.556819674605300108e+01, 1.396381706425344937e+01, 1.247612488790551666e+01, 1.927516951734728323e+01, 1.248178778258555965e+01, 1.872828950834670181e+01, 1.943716763582457574e+01, 1.158156701911878450e+01, 1.008188981587903221e+01
2.014000000000000000e+03, 1.137818303623329719e+01, 1.087689950053171373e+01, 1.396178445066069784e+01, 2.097266984492975439e+01, 1.331515353637961852e+01, 1.231692236680483887e+01, 1.142536682729095432e+01, 1.446825295048970084e+01, 1.373632998769194913e+01, 1.108613413097361899e+01, 1.952743968405674124e+01, 1.231471192442243279e+01, 1.819208045372873173e+01, 1.919390023632302089e+01, 1.155953966153387746e+01, 9.614461200649618178e+00
