year, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, NorESM2-LM, IPSL-CM6A-LR, NorESM2-MM, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL
1.920000000000000000e+03, 1.178040320639133220e+01, 1.135604070955016631e+01, 1.770757151457075551e+01, 1.116901284979802256e+01, 1.193326239571997149e+01, 8.062093711910181426e+00, 1.078956615107895800e+01, 9.178851188729563404e+00, 9.265241191526166986e+00, 1.040237999571708372e+01, 8.813020940073707621e+00, 8.557088955958132459e+00, 1.124672157713021292e+01, 1.707469633869279235e+01
1.921000000000000000e+03, 1.178463705519507165e+01, 1.159436315816823715e+01, 1.724186452217809773e+01, 1.107650937896511500e+01, 1.180620016516386706e+01, 7.611382502998885080e+00, 1.089431850940403379e+01, 9.061237434179995276e+00, 9.801761901265546584e+00, 1.044115077433481886e+01, 9.037108210508531414e+00, 8.904811503703585984e+00, 1.135861882265299094e+01, 1.609660134818246036e+01
1.922000000000000000e+03, 1.187557440442998846e+01, 1.162217972100228991e+01, 1.765213452497159707e+01, 1.085418030342535189e+01, 1.190756052957569189e+01, 7.862514148075030462e+00, 1.064209281444400368e+01, 9.428945793160869115e+00, 9.700637032752753797e+00, 1.021738743160453211e+01, 9.292794513618101604e+00, 8.661038612921258206e+00, 1.143216634915938457e+01, 1.614986329221027717e+01
1.923000000000000000e+03, 1.197396405132673003e+01, 1.117047574180937275e+01, 1.788688248748765730e+01, 1.096323696813318804e+01, 1.188117533794711811e+01, 7.999363516150521214e+00, 1.093668185695416462e+01, 9.040057525086538703e+00, 9.688221280734328644e+00, 1.033394230243508538e+01, 8.887170039534655785e+00, 8.911708876606425633e+00, 1.120375631343114797e+01, 1.643283685888052403e+01
1.924000000000000000e+03, 1.171790742051709522e+01, 1.119104237544557279e+01, 1.807144594639233404e+01, 1.079152399271932516e+01, 1.223510345767672192e+01, 7.886631009195392394e+00, 1.090221103720224960e+01, 9.260182400963314464e+00, 9.792034398875932411e+00, 1.062715383357158494e+01, 9.153220728042700927e+00, 8.959466790843299222e+00, 1.119478034971323233e+01, 1.705069760027948433e+01
1.925000000000000000e+03, 1.189792848505865130e+01, 1.133124587207089817e+01, 1.758687445957745510e+01, 1.113635683420336697e+01, 1.209153027493259458e+01, 8.135397008967316879e+00, 1.101792477802985459e+01, 9.047174484371154790e+00, 9.629021931295870473e+00, 1.036721779718241798e+01, 8.946454399184899486e+00, 8.805566577791886118e+00, 1.135153592468015660e+01, 1.726879353576485343e+01
1.926000000000000000e+03, 1.210764392638628806e+01, 1.142300457976444328e+01, 1.819028687837671754e+01, 1.132211652662173762e+01, 1.191882650616129702e+01, 7.893950440218933551e+00, 1.092595353150154480e+01, 9.197669401346907136e+00, 9.652447736908554177e+00, 1.044864854326337245e+01, 9.041285175314792255e+00, 8.651348171179563451e+00, 1.131866947344776264e+01, 1.615638834431943494e+01
1.927000000000000000e+03, 1.212184698185041931e+01, 1.158436989851152354e+01, 1.797268620317567667e+01, 1.083704077947115785e+01, 1.187905047638026446e+01, 8.025428065811345490e+00, 1.076444023703467678e+01, 9.342476726737508841e+00, 9.678893569963996413e+00, 1.032361344396696268e+01, 9.235390776895197718e+00, 8.796674256677810888e+00, 1.122444727557930300e+01, 1.660344105297935613e+01
1.928000000000000000e+03, 1.213145390948437985e+01, 1.160136341367373802e+01, 1.828754544091697909e+01, 1.134580841402348916e+01, 1.190325763853453189e+01, 7.855848658950288943e+00, 1.065268962226299720e+01, 9.269601886972138161e+00, 9.731187110790143535e+00, 1.028162120421211156e+01, 9.571248639993518381e+00, 8.946603893632762095e+00, 1.095818739047090773e+01, 1.698118780850824194e+01
1.929000000000000000e+03, 1.156990725258276065e+01, 1.152319128623030764e+01, 1.780446538537577084e+01, 1.072579862584968247e+01, 1.251357222038928541e+01, 7.789218398021358958e+00, 1.066892829814434229e+01, 8.925430763863296590e+00, 9.605498014760737391e+00, 1.056851581019108899e+01, 9.037310352418156612e+00, 8.889573153479499723e+00, 1.117880291871452236e+01, 1.787240218646553558e+01
1.930000000000000000e+03, 1.193730071263225767e+01, 1.131045614534971477e+01, 1.790806027007361223e+01, 1.102509160464556359e+01, 1.220590077819691288e+01, 7.881357290410523575e+00, 1.087555656696742368e+01, 8.989080824714772433e+00, 9.738372337333855100e+00, 1.044961684814981062e+01, 9.165658459151295290e+00, 8.578489501723630895e+00, 1.122992507747646407e+01, 1.770087727132947109e+01
1.931000000000000000e+03, 1.177041948127178372e+01, 1.142405377323088089e+01, 1.760987457068200968e+01, 1.080120965533746613e+01, 1.228136797028717631e+01, 8.015185369106017532e+00, 1.089576592427054536e+01, 8.980448345487129558e+00, 9.932725399577634562e+00, 1.047233052260090069e+01, 9.065122458426088770e+00, 8.835841873217523457e+00, 1.141539010243369034e+01, 1.764885536416558764e+01
1.932000000000000000e+03, 1.149675903752612882e+01, 1.153157289654520490e+01, 1.814005483514362638e+01, 1.088323835309271992e+01, 1.204148398335541081e+01, 7.830946332979158875e+00, 1.080404550776241557e+01, 9.128352451222795594e+00, 9.678226412709140192e+00, 1.050456831820841685e+01, 8.823493332275825551e+00, 8.753462366024397312e+00, 1.112773287558484547e+01, 1.671453533009644943e+01
1.933000000000000000e+03, 1.121691806598305163e+01, 1.136259647341594281e+01, 1.766825709987713466e+01, 1.131339337064081896e+01, 1.226759457607181503e+01, 8.062803514388717119e+00, 1.088259677013065030e+01, 9.276776573927406844e+00, 9.390350182060940298e+00, 1.034898999826563859e+01, 9.236075939167861293e+00, 8.350037805944525715e+00, 1.131130721901565117e+01, 1.726786262922520976e+01
1.934000000000000000e+03, 1.120479481094037055e+01, 1.132795728192134810e+01, 1.829732590115791524e+01, 1.149309454054054669e+01, 1.211506967243188271e+01, 7.768243749508205731e+00, 1.081076832920410702e+01, 8.906969208011645378e+00, 9.990916875369936889e+00, 1.037213148569883536e+01, 9.254621925014030026e+00, 8.730076874783362584e+00, 1.118950917646230714e+01, 1.705127905174833103e+01
1.935000000000000000e+03, 1.147947609733655128e+01, 1.158647308124729491e+01, 1.772006632704723117e+01, 1.096476799072972064e+01, 1.234799874055037883e+01, 7.655143712651648613e+00, 1.096704421681049801e+01, 8.908846066596655788e+00, 9.733077556634018634e+00, 1.020868357648284963e+01, 9.225782960274043987e+00, 8.971129810079393252e+00, 1.125780948646415425e+01, 1.744776246301155354e+01
1.936000000000000000e+03, 1.169278822655584804e+01, 1.131137194025747661e+01, 1.762984596192754339e+01, 1.106781440815844775e+01, 1.210720343369917984e+01, 7.857341749861737945e+00, 1.096254851535737629e+01, 9.241345165520426619e+00, 9.592034718921953029e+00, 1.020925052835603353e+01, 9.187965477994520569e+00, 8.774217472109976157e+00, 1.137732637805773273e+01, 1.762011092556230807e+01
1.937000000000000000e+03, 1.171752921177094997e+01, 1.113524674647785773e+01, 1.713892518712924584e+01, 1.088687625746472953e+01, 1.227719377204690510e+01, 8.154817744112490274e+00, 1.107030504186386999e+01, 9.420010494467469186e+00, 9.777390788156662182e+00, 1.053637234122225586e+01, 8.935986217638340889e+00, 8.896557285527251224e+00, 1.127052450916769644e+01, 1.734724346012846397e+01
1.938000000000000000e+03, 1.144796381513974204e+01, 1.142907945832948080e+01, 1.770611810526757424e+01, 1.163179669465246135e+01, 1.205052861451904889e+01, 8.028818868661938168e+00, 1.107136143925710137e+01, 9.114870076501540908e+00, 9.761188817211840174e+00, 1.052995168150307492e+01, 9.274245528416866335e+00, 9.029922186255317840e+00, 1.107037949592183956e+01, 1.667815324665049559e+01
1.939000000000000000e+03, 1.176994947285799853e+01, 1.161847899841236220e+01, 1.692721988907014463e+01, 1.099136167544846998e+01, 1.250724123407633570e+01, 7.755103292910781043e+00, 1.095069888792671797e+01, 9.316664886832301207e+00, 9.576362837371537040e+00, 1.046783957917023855e+01, 9.183385076921849688e+00, 8.728221124651579288e+00, 1.100870531069099556e+01, 1.683991659964096854e+01
1.940000000000000000e+03, 1.153576672764702238e+01, 1.175053417600282302e+01, 1.784739654742371684e+01, 1.086269464385830652e+01, 1.227409360724750442e+01, 8.127977876186067263e+00, 1.088565548958763074e+01, 9.217666837867916740e+00, 9.909575389433550541e+00, 1.027337564757676169e+01, 9.309551657413914327e+00, 8.782138426802008624e+00, 1.096806736940659199e+01, 1.681494356867028372e+01
1.941000000000000000e+03, 1.128402904643903959e+01, 1.155621220195517118e+01, 1.806628459745347470e+01, 1.080525268239953185e+01, 1.256651982130519585e+01, 7.845785941618357739e+00, 1.102542982817123907e+01, 9.082737897006566641e+00, 1.000014191901917116e+01, 1.057159649052789696e+01, 9.092613074439405807e+00, 9.136050798795697148e+00, 1.128849104693071226e+01, 1.716547118246157311e+01
1.942000000000000000e+03, 1.146952297782283026e+01, 1.117985434328321404e+01, 1.777702286304312906e+01, 1.098664758417404563e+01, 1.216090076896315431e+01, 8.137868883096734507e+00, 1.097056498808286840e+01, 9.182797737008877803e+00, 9.618279857034867319e+00, 1.090027791206400742e+01, 9.223445547377759013e+00, 9.097342238017455784e+00, 1.111635052468622398e+01, 1.708559248273882858e+01
1.943000000000000000e+03, 1.169762246399723971e+01, 1.108683185912301639e+01, 1.816419108204922850e+01, 1.129542645447994964e+01, 1.209235393519671753e+01, 7.878720476102910375e+00, 1.088211785895256334e+01, 9.164772602723115114e+00, 9.844224101617159661e+00, 1.058874598343447637e+01, 9.202468633558122946e+00, 8.894008622092455241e+00, 1.120379202767595928e+01, 1.756088232797888438e+01
1.944000000000000000e+03, 1.136940291311367979e+01, 1.152278717132645092e+01, 1.694937435817451288e+01, 1.053471901432483371e+01, 1.235806212761965739e+01, 7.763391196853931753e+00, 1.101912311061846950e+01, 9.189816394005537958e+00, 9.663461485383008309e+00, 1.036348803519264195e+01, 9.130168209371763766e+00, 8.614136840176124466e+00, 1.126054178671556016e+01, 1.757584305328174423e+01
1.945000000000000000e+03, 1.108170151475982301e+01, 1.200339421549124808e+01, 1.763815278145892762e+01, 1.074591063284326786e+01, 1.215346625705974226e+01, 8.076952079806435592e+00, 1.116733284216758015e+01, 9.368811146592191719e+00, 9.832560165743617020e+00, 1.052279167225754897e+01, 9.040331588865202050e+00, 8.755943934530936446e+00, 1.117070858921620058e+01, 1.705152334977096729e+01
1.946000000000000000e+03, 1.133617634525645279e+01, 1.134944374368616771e+01, 1.709090161482670212e+01, 1.111169982949922286e+01, 1.230349280525056699e+01, 7.986406414618432592e+00, 1.089898274986096283e+01, 8.996188050747550236e+00, 9.842466479690438419e+00, 1.055353962717580352e+01, 9.351944812741281865e+00, 8.798640501562566385e+00, 1.091020761695908448e+01, 1.719894535926203716e+01
1.947000000000000000e+03, 1.155893948788955150e+01, 1.115022437530932997e+01, 1.769497634106280870e+01, 1.106972999104348077e+01, 1.233572380263809087e+01, 7.994896183073544549e+00, 1.091882040815469246e+01, 8.864806487250181277e+00, 9.955192630383647767e+00, 1.053221950824530495e+01, 9.626734153257729076e+00, 8.546342169652959342e+00, 1.102200767111435198e+01, 1.622057236819928505e+01
1.948000000000000000e+03, 1.154441545154557858e+01, 1.116023245775022943e+01, 1.759774081480579255e+01, 1.130915727345763067e+01, 1.225439541450657188e+01, 7.914229855476868636e+00, 1.111618060312001433e+01, 9.505886955740225019e+00, 9.526560091711703038e+00, 1.068026946496675933e+01, 9.604859193234657866e+00, 8.768116170962718670e+00, 1.122940800548177798e+01, 1.724931969110535235e+01
1.949000000000000000e+03, 1.149173017223393245e+01, 1.147241623135467492e+01, 1.789061381789349525e+01, 1.135275238623916749e+01, 1.257208851173742836e+01, 8.013230519052571665e+00, 1.087651896160163467e+01, 9.190224040647402504e+00, 9.920126299298370753e+00, 1.023609184756287149e+01, 9.365700414261702633e+00, 8.836885045247420578e+00, 1.118935215549256235e+01, 1.716205345353357714e+01
1.950000000000000000e+03, 1.173713769900272297e+01, 1.175645461488705656e+01, 1.818035730881841516e+01, 1.097444296494752969e+01, 1.205927846517647417e+01, 7.854455046072407853e+00, 1.088477150330987619e+01, 9.527959720947912103e+00, 9.378570034759331264e+00, 1.037752219789001273e+01, 9.196763682897746151e+00, 9.071214186225985188e+00, 1.121122761161890402e+01, 1.719561332094495043e+01
1.951000000000000000e+03, 1.128605482452319464e+01, 1.129534852051689420e+01, 1.726675237362052684e+01, 1.086671913291453606e+01, 1.218969381670437357e+01, 7.947503073319418299e+00, 1.110007677769509371e+01, 9.272453820053412343e+00, 9.565582470841466289e+00, 1.045476431308980381e+01, 9.464736329816107130e+00, 9.218044827829576349e+00, 1.121500552757537683e+01, 1.735034886975384794e+01
1.952000000000000000e+03, 1.168291110231992924e+01, 1.129755077601189583e+01, 1.785653706776244576e+01, 1.102375151631744110e+01, 1.220408337769907448e+01, 8.032631991650591274e+00, 1.107049366636019094e+01, 9.184901284633085083e+00, 9.654311859368274185e+00, 1.062234822458973582e+01, 9.468712556801875735e+00, 8.536885408522756791e+00, 1.138231514721474724e+01, 1.731268815270356498e+01
1.953000000000000000e+03, 1.181801425190653454e+01, 1.166811807847591353e+01, 1.775205462032576875e+01, 1.089259224699084250e+01, 1.194971253124421295e+01, 8.016895328160927647e+00, 1.091190754507857008e+01, 9.309387310126178150e+00, 9.908834970462951475e+00, 1.050644375540343312e+01, 9.572337059950996263e+00, 8.868544232890995360e+00, 1.135924252445727056e+01, 1.706416769386413890e+01
1.954000000000000000e+03, 1.119332725305003784e+01, 1.149436112134522503e+01, 1.772649012194476370e+01, 1.096513741356987737e+01, 1.207836276369147299e+01, 8.081353091574863257e+00, 1.125126663765428958e+01, 9.419435458663445004e+00, 9.896816176324994885e+00, 1.042448148956451526e+01, 9.288896734945531364e+00, 8.652894504164327927e+00, 1.131251519885478807e+01, 1.778077066383505667e+01
1.955000000000000000e+03, 1.121183257093018781e+01, 1.131737160200684755e+01, 1.802357987234780623e+01, 1.108797110200171865e+01, 1.234660571356072012e+01, 7.988819091897924274e+00, 1.105903885317597890e+01, 9.315231216104665535e+00, 9.934456952329945523e+00, 1.070506838158195606e+01, 9.172211755856285009e+00, 8.976870887723110926e+00, 1.110264542997751569e+01, 1.689421621146439634e+01
1.956000000000000000e+03, 1.126844460963415884e+01, 1.162304652563599561e+01, 1.815766218480071359e+01, 1.068629322277064198e+01, 1.229045911649905598e+01, 7.636140307338763478e+00, 1.083458712018018311e+01, 9.453416802391796381e+00, 9.817646710083101524e+00, 1.064592457456308061e+01, 9.261111966028675369e+00, 9.032264238931675848e+00, 1.121787512042627988e+01, 1.703531964626455064e+01
1.957000000000000000e+03, 1.151371240088313996e+01, 1.169902097641466199e+01, 1.766786714939450675e+01, 1.102726868366281820e+01, 1.235276162227974162e+01, 8.445594763430134932e+00, 1.089269860197776651e+01, 9.301880808891239028e+00, 9.978826052127661939e+00, 1.071133835069022311e+01, 9.482394240073624303e+00, 8.736876440364310881e+00, 1.126481554376618277e+01, 1.620669487680951448e+01
1.958000000000000000e+03, 1.154742627496330165e+01, 1.120298105036714631e+01, 1.773475416010186123e+01, 1.112319352799298144e+01, 1.228397299252249653e+01, 8.040814396818822374e+00, 1.100188092797375994e+01, 8.751876998624707582e+00, 9.632126793058274572e+00, 1.062814835198597763e+01, 9.455014920369801956e+00, 8.976883985431578949e+00, 1.102757825333137376e+01, 1.692562286034400287e+01
1.959000000000000000e+03, 1.145141982583935025e+01, 1.133400732878251205e+01, 1.793860538547511752e+01, 1.100371602859383202e+01, 1.218032567060741833e+01, 8.038975205683682290e+00, 1.113065247178837147e+01, 9.047952333021948235e+00, 9.894493219522349392e+00, 1.034259714895605597e+01, 9.276555557513090022e+00, 8.971173502944809641e+00, 1.123071747223618999e+01, 1.712683296484463824e+01
1.960000000000000000e+03, 1.148182966384641368e+01, 1.166557991131570482e+01, 1.854833941575648737e+01, 1.074016761411441578e+01, 1.224792062530181269e+01, 8.013065808421563574e+00, 1.106624156901519918e+01, 9.489241547958101819e+00, 9.750732619711667937e+00, 1.056072367360768816e+01, 9.194531218278005014e+00, 8.837148824143168824e+00, 1.102098041267572270e+01, 1.689250023081769925e+01
1.961000000000000000e+03, 1.130524846449920418e+01, 1.183551398664755894e+01, 1.797866769815039945e+01, 1.106101795868777238e+01, 1.239253600559417023e+01, 8.200605415280719512e+00, 1.121678319731934081e+01, 9.515824153565532129e+00, 1.010068653723021193e+01, 1.070376525656237554e+01, 9.284699539145790936e+00, 8.620055990686022795e+00, 1.112235786653510772e+01, 1.733034989098409540e+01
1.962000000000000000e+03, 1.145537219368455872e+01, 1.124895878956702155e+01, 1.822332519263068917e+01, 1.085823566425126607e+01, 1.270628930809495571e+01, 7.800469623787636309e+00, 1.138197324599930660e+01, 9.175353186431387087e+00, 9.749124073941324298e+00, 1.075538913833550048e+01, 9.572158997610340947e+00, 8.968516178010805362e+00, 1.120463137589347546e+01, 1.703305997260707727e+01
1.963000000000000000e+03, 1.129145313680919394e+01, 1.088808010000386872e+01, 1.793260081156497421e+01, 1.094781780882104272e+01, 1.216194054265585756e+01, 7.819678070853176344e+00, 1.126946968638658753e+01, 8.833651953865437889e+00, 9.750120813863386360e+00, 1.039312633333552327e+01, 9.576772415931763760e+00, 9.123116286689855414e+00, 1.092125265596857275e+01, 1.684168012829683292e+01
1.964000000000000000e+03, 1.076893560841795860e+01, 1.112090954400398957e+01, 1.843677270017986203e+01, 1.110006257180405598e+01, 1.209198262857339046e+01, 7.977100034030165432e+00, 1.103090831209334333e+01, 9.241183107348760473e+00, 9.795814289481610260e+00, 1.064122776625464262e+01, 9.553985310301824185e+00, 9.016443861746356703e+00, 1.119763416155447011e+01, 1.737626917749286548e+01
1.965000000000000000e+03, 1.124507341153747930e+01, 1.153459286677467688e+01, 1.791118714952769864e+01, 1.091620661056822250e+01, 1.270140767176075514e+01, 8.225980321589410948e+00, 1.113945247538491401e+01, 9.045765382842855473e+00, 1.011320902999687377e+01, 1.081283437090019639e+01, 9.454833443087835576e+00, 9.052705657874412282e+00, 1.105041198549909609e+01, 1.736032101127644722e+01
1.966000000000000000e+03, 1.139317889003548956e+01, 1.175085453514245160e+01, 1.820536712517474243e+01, 1.103512527049251446e+01, 1.292009499437097730e+01, 8.190093719990251486e+00, 1.117342614213353613e+01, 9.120371145378657118e+00, 1.016796883178241018e+01, 1.068661595705591338e+01, 9.486123870144137271e+00, 9.147241978888136060e+00, 1.117534637132498609e+01, 1.712488989287946950e+01
1.967000000000000000e+03, 1.146076778011106789e+01, 1.117305279981636090e+01, 1.831642937858107700e+01, 1.114402793232046562e+01, 1.263478062417067882e+01, 7.807036181910947725e+00, 1.099067819496147358e+01, 8.947146846457295410e+00, 1.004642999921603774e+01, 1.050883706381948990e+01, 9.383329421734604381e+00, 9.160395271485100466e+00, 1.124939724922165496e+01, 1.763804676684723560e+01
1.968000000000000000e+03, 1.107035855313613482e+01, 1.115449712771175150e+01, 1.827396978557470675e+01, 1.080402327906573667e+01, 1.227070873543450880e+01, 8.335660640038991431e+00, 1.104063096660562948e+01, 9.122868890248186702e+00, 1.007610440796250018e+01, 1.067279622697476071e+01, 9.468765613558458583e+00, 8.574891979290468313e+00, 1.141024619869107859e+01, 1.736449773250096840e+01
1.969000000000000000e+03, 1.116709336601879343e+01, 1.139774688813032633e+01, 1.863653288621675230e+01, 1.124269874961703763e+01, 1.259936689513454766e+01, 8.023990792474290146e+00, 1.157858348813859450e+01, 9.211881589991305574e+00, 1.013082341756278559e+01, 1.071313441511692055e+01, 9.314078882680114191e+00, 9.105973184765165485e+00, 1.149882624100977502e+01, 1.690623405087388420e+01
1.970000000000000000e+03, 1.124701133901537631e+01, 1.177378553221402235e+01, 1.842311207872364065e+01, 1.114295335449288693e+01, 1.263808401424100403e+01, 7.903232640382242380e+00, 1.121273803716417561e+01, 9.301686678218793247e+00, 9.893956085270456668e+00, 1.081239924332674285e+01, 9.331171446137920711e+00, 8.893397160410808411e+00, 1.100742705264129917e+01, 1.640058970345778278e+01
1.971000000000000000e+03, 1.120968436525489942e+01, 1.141027751630954334e+01, 1.838037900111742928e+01, 1.115557152410081443e+01, 1.265822344518383780e+01, 8.154777825754004894e+00, 1.113205875086113927e+01, 9.380549291698004666e+00, 1.004838008131491378e+01, 1.092408427036106744e+01, 9.341545357499384750e+00, 8.482360003654735081e+00, 1.115481366860180401e+01, 1.760149103520225111e+01
1.972000000000000000e+03, 1.126935893306893455e+01, 1.123954101580407894e+01, 1.831850680516371099e+01, 1.110296634154951789e+01, 1.247116886199971653e+01, 8.215945970904119378e+00, 1.124104109172381882e+01, 9.090635261332316475e+00, 9.712830076876546315e+00, 1.096053416306415329e+01, 9.320853065752142896e+00, 9.168085163613261201e+00, 1.129424429120203044e+01, 1.761809920088071024e+01
1.973000000000000000e+03, 1.112411605353418054e+01, 1.141326340564062214e+01, 1.819667771608206053e+01, 1.122842177753334347e+01, 1.293034381475612093e+01, 8.278698670064313703e+00, 1.149358013085433328e+01, 9.322678529559562222e+00, 9.789999162179940484e+00, 1.093844713807412461e+01, 9.558697062413433088e+00, 9.083493333481523990e+00, 1.141907090994710749e+01, 1.784524914399118245e+01
1.974000000000000000e+03, 1.108114387800049272e+01, 1.153996093522094313e+01, 1.852872231094640654e+01, 1.097141902143151704e+01, 1.328246562669141539e+01, 8.080309285924100138e+00, 1.108203944700274945e+01, 9.562127563332433411e+00, 9.657811260361267358e+00, 1.056059585934515788e+01, 9.430001146420439184e+00, 8.683122046969756980e+00, 1.133367742369424391e+01, 1.790567999484273898e+01
1.975000000000000000e+03, 1.121218706795161069e+01, 1.177184929764090704e+01, 1.845915113675567909e+01, 1.104593992128322988e+01, 1.278558835803083582e+01, 7.997465142036708663e+00, 1.100876104970637925e+01, 9.130824574180605779e+00, 9.917439353013655534e+00, 1.091397970985403809e+01, 9.258874168099799462e+00, 9.216704785246729870e+00, 1.130990230962817833e+01, 1.703444448073390660e+01
1.976000000000000000e+03, 1.141575671850682561e+01, 1.166393519516764421e+01, 1.849509149350733495e+01, 1.129736936409036296e+01, 1.263102966943270111e+01, 8.112124184715371555e+00, 1.109958409111362343e+01, 9.438415413658617581e+00, 1.017598451195481424e+01, 1.114214314528926231e+01, 9.447542686001739298e+00, 9.043850345341303054e+00, 1.144003591280987919e+01, 1.805582479292864306e+01
1.977000000000000000e+03, 1.141585159796829529e+01, 1.124892392290609067e+01, 1.862042052664075342e+01, 1.115042864057073402e+01, 1.283828153138614958e+01, 8.230435529837192732e+00, 1.149116164271827856e+01, 9.219904127926819015e+00, 9.590903238053057223e+00, 1.104380968893637061e+01, 9.762280771751566277e+00, 9.052430890390279927e+00, 1.142330561087617014e+01, 1.661381547492155519e+01
1.978000000000000000e+03, 1.126259524049521943e+01, 1.142837074446847723e+01, 1.839843236619278954e+01, 1.087376147038000695e+01, 1.331858661023582080e+01, 7.987482940850996194e+00, 1.114801195212613472e+01, 9.137542250744886019e+00, 1.002181165138631158e+01, 1.100178955579763773e+01, 9.340567745764326801e+00, 9.112599302443236127e+00, 1.122388711067884870e+01, 1.597538912747442374e+01
1.979000000000000000e+03, 1.100510379466799371e+01, 1.144432498272869125e+01, 1.825462522172425395e+01, 1.089678194828892543e+01, 1.271899611817478792e+01, 8.193845109389409131e+00, 1.146094939524454048e+01, 9.294405065884419059e+00, 1.036867580545462175e+01, 1.094238323475801344e+01, 9.093064841218021499e+00, 8.935007994337665238e+00, 1.122777515457014452e+01, 1.755743768166565388e+01
1.980000000000000000e+03, 1.096798884127602847e+01, 1.171009400867403372e+01, 1.837569318328794310e+01, 1.080423284687578445e+01, 1.294881731132276848e+01, 7.873766690767606491e+00, 1.163387613808538568e+01, 9.100429590184420547e+00, 1.004983392533767095e+01, 1.096030741859727975e+01, 9.073916930992673713e+00, 9.031396294269599778e+00, 1.119774309200485796e+01, 1.853343347392206653e+01
1.981000000000000000e+03, 1.142023304715530330e+01, 1.191560127565926841e+01, 1.852812162177869482e+01, 1.144403909488991822e+01, 1.330763766735853615e+01, 8.157234489170040348e+00, 1.155995773616516686e+01, 8.891592691280832739e+00, 1.023734975912031153e+01, 1.108794117279309610e+01, 9.526335779528567471e+00, 9.039963970926358172e+00, 1.128542892541666909e+01, 1.757842925653361732e+01
1.982000000000000000e+03, 1.124438192040169149e+01, 1.135886073222448722e+01, 1.810354181634044224e+01, 1.082559426367071609e+01, 1.296832905425221405e+01, 8.420856728246654654e+00, 1.138213560394744306e+01, 9.482127160583702974e+00, 1.025677501300658179e+01, 1.085834148352835982e+01, 9.342955528188124248e+00, 9.109984402946619042e+00, 1.116553200093458109e+01, 1.741389544923546850e+01
1.983000000000000000e+03, 1.083845155709341945e+01, 1.123957494436724680e+01, 1.839956376890272693e+01, 1.106531946531504396e+01, 1.333457733532083189e+01, 8.337040352927040487e+00, 1.169260733855873902e+01, 9.356152068574226988e+00, 1.037500916719631761e+01, 1.092394706224119538e+01, 9.330054517352595056e+00, 8.953175263364727243e+00, 1.115110476970335185e+01, 1.673605363680765379e+01
1.984000000000000000e+03, 1.103658890903955481e+01, 1.154873736147139596e+01, 1.857908828419260416e+01, 1.135667077233738986e+01, 1.312027546438405601e+01, 8.057682656261880183e+00, 1.169437051209581391e+01, 9.069448305741033778e+00, 1.035361878372508038e+01, 1.087837808675059392e+01, 9.652967446509508775e+00, 8.985902071768656185e+00, 1.132402414825713599e+01, 1.808177339000447503e+01
1.985000000000000000e+03, 1.097848817858177384e+01, 1.180826031644640572e+01, 1.828949864775104928e+01, 1.094033919639714725e+01, 1.322490493700937897e+01, 8.326031360545021798e+00, 1.137720891703568249e+01, 9.069888915126190554e+00, 1.039165132674855130e+01, 1.075942358642252827e+01, 9.490162205811223828e+00, 9.134889383641224825e+00, 1.135714170654341260e+01, 1.761545519833925866e+01
1.986000000000000000e+03, 1.099644902514551958e+01, 1.185321355488360950e+01, 1.889974403403597947e+01, 1.112812663808005809e+01, 1.280525300636677066e+01, 8.158149508332828148e+00, 1.152720644161446906e+01, 9.352916843312733874e+00, 1.041576026246642606e+01, 1.100092503485659634e+01, 9.437104250272737360e+00, 9.250325240883933375e+00, 1.141455776430517588e+01, 1.706782013095435246e+01
1.987000000000000000e+03, 1.110825581481451607e+01, 1.140025797309893996e+01, 1.879518434737757104e+01, 1.090968692329599321e+01, 1.349247568456603119e+01, 8.411969840299697410e+00, 1.176740172729324208e+01, 9.589704842236612237e+00, 1.007635170807864711e+01, 1.127485238854243477e+01, 9.552724045042728207e+00, 8.619134379732416917e+00, 1.146814255766951263e+01, 1.851133011784107296e+01
1.988000000000000000e+03, 1.078640248931149337e+01, 1.132816420339067420e+01, 1.846298882508881789e+01, 1.093664040790649672e+01, 1.299768680188549652e+01, 8.199517304083315139e+00, 1.176032672433096415e+01, 9.426346235231701343e+00, 1.045010479928311042e+01, 1.121476853278700681e+01, 9.725904333890357023e+00, 9.058745984722079925e+00, 1.134800274407632870e+01, 1.742301227821026544e+01
1.989000000000000000e+03, 1.100966701534621883e+01, 1.140691692823952508e+01, 1.848645843352738183e+01, 1.139957173165752202e+01, 1.354553864480169700e+01, 8.313112201423562553e+00, 1.173085316191397887e+01, 9.166288354751026546e+00, 1.007224562687972558e+01, 1.133810820119060736e+01, 9.628520398045784745e+00, 9.185133327532552627e+00, 1.113986488104562689e+01, 1.752368711938335011e+01
1.990000000000000000e+03, 1.142311741260567182e+01, 1.183116735342156289e+01, 1.900739843232187098e+01, 1.110055685340381970e+01, 1.322115739963010483e+01, 8.333352145699961966e+00, 1.163462304836058614e+01, 9.257236014808690072e+00, 9.783699820828402949e+00, 1.094970319531213931e+01, 9.594427438338609448e+00, 9.242416053433510470e+00, 1.125510168610605533e+01, 1.778904089503381769e+01
