year, NorESM2-LM, CMCC-CM2-SR5, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, IPSL-CM6A-LR, CanESM5, TaiESM1, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5
1.917000000000000000e+03, 4.676272247572698326e+00, 6.206284228950583071e+00, 3.039158709697896654e+01, 5.468723411478234908e+01, 4.633171368541480817e+00, 3.259740285845860086e+01, 3.395570858603599618e+01, 1.922057506458213183e+01, 1.191736907665202061e+01, 2.043132026024099712e+00, 4.743644876021908097e+00, 6.680605397386352173e+00, 6.786096857758438183e+00
1.918000000000000000e+03, 4.674482935783760951e+00, 6.195366533797642461e+00, 3.055391502000629700e+01, 5.465376411545032198e+01, 4.716973948648782944e+00, 3.260332716407616260e+01, 3.390894866761995985e+01, 1.921526751057368188e+01, 1.198050809516560200e+01, 2.101307950223354926e+00, 4.786529499256402254e+00, 6.428933045091559606e+00, 6.711238049940612349e+00
1.919000000000000000e+03, 4.561613813304504994e+00, 6.175485380312013106e+00, 3.074587223641302458e+01, 5.458954144121157270e+01, 4.711268113791899914e+00, 3.229782911845913418e+01, 3.405565191290614280e+01, 1.921328524953606376e+01, 1.193899144020992686e+01, 2.093268615188614401e+00, 4.773517329828821154e+00, 6.367470462945362009e+00, 6.781979813656761280e+00
1.920000000000000000e+03, 4.671584205102188747e+00, 5.954269320909203245e+00, 3.087196354238815132e+01, 5.438710861343181335e+01, 4.876853295974358460e+00, 3.220413907849901847e+01, 3.420012948271710229e+01, 1.932778485577579275e+01, 1.186755213132948050e+01, 2.210642233408446344e+00, 4.666284445731716524e+00, 6.330547476071540558e+00, 6.829501018251829869e+00
1.921000000000000000e+03, 4.745993425155269563e+00, 6.147000212155399268e+00, 3.066182584733510907e+01, 5.425648512059989059e+01, 4.850073543385225783e+00, 3.222545256976032135e+01, 3.425936183926662437e+01, 1.930539317409031952e+01, 1.193251506272227402e+01, 2.032660948002392942e+00, 4.788297880712529597e+00, 6.328270701086283090e+00, 6.770578039853838881e+00
1.922000000000000000e+03, 4.695061454972577764e+00, 6.381060302076300594e+00, 3.077593286380421844e+01, 5.424210356717332360e+01, 4.621310665328582701e+00, 3.196936726100341275e+01, 3.411126172909261101e+01, 1.929158581348410451e+01, 1.202852511672317526e+01, 2.109944517560091715e+00, 4.668371897161043726e+00, 6.346410132812599691e+00, 6.832324436679320101e+00
1.923000000000000000e+03, 4.639343868099142121e+00, 6.008398914527555590e+00, 3.075519081369622754e+01, 5.404970440471453230e+01, 4.806641045030243475e+00, 3.179212951028785739e+01, 3.423224078448902929e+01, 1.931739872338567920e+01, 1.200738389160398256e+01, 2.132188619515615002e+00, 4.708410639403195042e+00, 6.330132254672609093e+00, 6.875214626702066845e+00
1.924000000000000000e+03, 4.604049888532069090e+00, 6.405913869442648512e+00, 3.101570150167172812e+01, 5.413541655713909506e+01, 4.728468539899401968e+00, 3.169204045623731147e+01, 3.434970312275261506e+01, 1.930113891346105603e+01, 1.248381041641022549e+01, 1.987294482557609765e+00, 4.778238525260281477e+00, 6.497486260738987163e+00, 6.860405320662359863e+00
1.925000000000000000e+03, 4.653558376158122734e+00, 6.152243599977312627e+00, 3.117739841296200609e+01, 5.434254624445022586e+01, 4.787534748539730600e+00, 3.205024873971641597e+01, 3.442845756195455209e+01, 1.936719847105991477e+01, 1.208365831508117338e+01, 2.091379902220755316e+00, 4.722913602563093782e+00, 6.541911622454690267e+00, 6.818162608971478633e+00
1.926000000000000000e+03, 4.690399782412375984e+00, 6.078715381096658987e+00, 3.135374352761277450e+01, 5.458262677844184907e+01, 4.743043356049541082e+00, 3.209682263124963697e+01, 3.460516281012499462e+01, 1.938265914674569501e+01, 1.206001071234222799e+01, 2.156703047542653628e+00, 4.719898473546643380e+00, 6.344263256080987290e+00, 6.715059537403130996e+00
1.927000000000000000e+03, 4.652529775576799587e+00, 6.190608053040198122e+00, 3.145540552964578040e+01, 5.455342849556816986e+01, 4.673872288221748050e+00, 3.230857429531511116e+01, 3.450753856661696517e+01, 1.936875040231423384e+01, 1.203083498273104190e+01, 2.099108728935386914e+00, 4.697746700351744131e+00, 6.370075193424486137e+00, 6.634181486416021123e+00
1.928000000000000000e+03, 4.605088013602567365e+00, 6.328472533121776600e+00, 3.128170000245086158e+01, 5.459137686083626306e+01, 4.617880405209166206e+00, 3.165603075333645577e+01, 3.433278326543314307e+01, 1.943498806898717390e+01, 1.215726529155189084e+01, 2.134049309940469819e+00, 4.700711591934373601e+00, 6.191222312621032842e+00, 6.663023489919397413e+00
1.929000000000000000e+03, 4.723270329830580927e+00, 5.913557359545980496e+00, 3.123068245662858544e+01, 5.443937482362273528e+01, 4.711023402320204667e+00, 3.110861834443029750e+01, 3.422264188172098898e+01, 1.935822877191897007e+01, 1.218163629192628150e+01, 2.087249854250136316e+00, 4.816965751100425130e+00, 6.227061847481722090e+00, 6.767091914132127073e+00
1.930000000000000000e+03, 4.699490252778552701e+00, 6.153743797420124118e+00, 3.149864908128965268e+01, 5.441512048864847628e+01, 4.740728063636971967e+00, 3.120611169483355241e+01, 3.409768753359134763e+01, 1.928995836737024305e+01, 1.206130422141177760e+01, 2.004168396960293919e+00, 4.853828413813525700e+00, 6.244078639479243797e+00, 6.769046439572372620e+00
1.931000000000000000e+03, 4.642902164535921194e+00, 6.146590420474722372e+00, 3.153387899533725758e+01, 5.458276483636847587e+01, 4.733875531690128646e+00, 3.099782353715248462e+01, 3.410462509406946197e+01, 1.932978805229693720e+01, 1.210572940675061737e+01, 2.160560703327527587e+00, 4.696691156237191578e+00, 6.369669509115411188e+00, 6.777787259453229574e+00
1.932000000000000000e+03, 4.647380437281149135e+00, 6.246511800832863059e+00, 3.161702732600039667e+01, 5.468635958715347556e+01, 4.747895851721068539e+00, 3.030448135122815501e+01, 3.397295132248954985e+01, 1.944275084739632931e+01, 1.206820264887815775e+01, 2.177829178491946127e+00, 4.730310165741413719e+00, 6.473458753054978310e+00, 6.820774236197752138e+00
1.933000000000000000e+03, 4.752359984691518768e+00, 6.251878674271298841e+00, 3.161330900743947936e+01, 5.499967803162732594e+01, 4.630481321828353813e+00, 2.943903234067057539e+01, 3.384481994294138474e+01, 1.953696743489449261e+01, 1.233064767176187004e+01, 2.193411286702850571e+00, 4.680751238939646619e+00, 6.500795360861787664e+00, 6.907856363114924569e+00
1.934000000000000000e+03, 4.632614656598182279e+00, 5.983757211568652146e+00, 3.162552098633262077e+01, 5.488927282358424975e+01, 4.607231164766556475e+00, 2.910728236299063454e+01, 3.387912332241402424e+01, 1.939435104133717758e+01, 1.221250055795675138e+01, 2.065792943270284621e+00, 4.755415184041195786e+00, 6.349263449746675114e+00, 6.948621308404130836e+00
1.935000000000000000e+03, 4.620899745978365836e+00, 5.957198236902478072e+00, 3.160814918347609748e+01, 5.470105760430891451e+01, 4.591938839257437621e+00, 2.923360994026888093e+01, 3.383316078227269230e+01, 1.939000822029781190e+01, 1.234155965968672497e+01, 2.129673583137671411e+00, 4.785865372222274594e+00, 6.293902901045264286e+00, 6.954901296089119889e+00
1.936000000000000000e+03, 4.683767232513185164e+00, 6.114969061411919427e+00, 3.172070739745575452e+01, 5.454573807848880307e+01, 4.643236062187736657e+00, 2.966518125042730247e+01, 3.371517305734172965e+01, 1.940154306444214427e+01, 1.233374703065720546e+01, 2.184810443408432779e+00, 4.740367815527381623e+00, 6.285989224453136792e+00, 6.962882523505380838e+00
1.937000000000000000e+03, 4.700511270774487826e+00, 6.213480064505659151e+00, 3.166164726857818579e+01, 5.454529148914354408e+01, 4.762568842692651572e+00, 2.973492611246786765e+01, 3.385437744559744999e+01, 1.934304914441980117e+01, 1.234139867188035389e+01, 2.112637222213058941e+00, 4.543558913932683296e+00, 6.280509098413641134e+00, 6.943427219267460870e+00
1.938000000000000000e+03, 4.686094112529255895e+00, 6.027143333088101684e+00, 3.142113052964750608e+01, 5.453263038917354066e+01, 4.688959791145272504e+00, 2.955369468665500676e+01, 3.393594532028367183e+01, 1.936890010850370913e+01, 1.241719740966191132e+01, 2.078076599384139023e+00, 4.646648626677274407e+00, 6.168747953976708942e+00, 6.971947747412779783e+00
1.939000000000000000e+03, 4.704529413813306249e+00, 6.289046898550351372e+00, 3.153539227523593524e+01, 5.482086576102918940e+01, 4.652475403859267722e+00, 2.970949707873690571e+01, 3.373922650742056106e+01, 1.934860509016247576e+01, 1.253903793049194704e+01, 2.095321351138426991e+00, 4.739696591842733397e+00, 6.080366490566921911e+00, 6.894404617536787683e+00
1.940000000000000000e+03, 4.586643887238976092e+00, 6.225299040029427466e+00, 3.140478922175625698e+01, 5.493325818311134867e+01, 4.649079473545355334e+00, 2.934992325438559746e+01, 3.372642327665069217e+01, 1.939667716782194873e+01, 1.245032470823154291e+01, 2.193428109664437908e+00, 4.646455213696974340e+00, 6.054692327579994426e+00, 6.887979884656433072e+00
1.941000000000000000e+03, 4.514479359529988578e+00, 6.375098124344258821e+00, 3.145559007663742790e+01, 5.463565573057462643e+01, 4.691305737765032902e+00, 2.925347459685566420e+01, 3.378724397016198111e+01, 1.937647100794785970e+01, 1.233555878858960675e+01, 2.227376407345855736e+00, 4.719623426596008642e+00, 6.148236192745939022e+00, 6.942249705425862949e+00
1.942000000000000000e+03, 4.670993536995938555e+00, 6.423393007049402748e+00, 3.149494060192360223e+01, 5.446814901241718587e+01, 4.705795756905876814e+00, 2.918646698327014732e+01, 3.386789515600629130e+01, 1.935249201079666648e+01, 1.220630582810046505e+01, 2.142048791835958532e+00, 4.741277464481793658e+00, 6.276908397280564600e+00, 6.836859878942048496e+00
1.943000000000000000e+03, 4.683909084021874669e+00, 5.918867069014773108e+00, 3.153780366344252784e+01, 5.433997951049333608e+01, 4.755008127936165785e+00, 2.915977345233535800e+01, 3.407959027096587334e+01, 1.938950470477524135e+01, 1.223644798275395651e+01, 2.115858007779873429e+00, 4.688758049136064976e+00, 6.229495709574312201e+00, 6.890042458828443905e+00
1.944000000000000000e+03, 4.656137737076473826e+00, 6.073809546188901010e+00, 3.162162823104481291e+01, 5.439988909318114452e+01, 4.646073430903550516e+00, 2.871214135187628003e+01, 3.408426045089252909e+01, 1.938421300408625569e+01, 1.258030955441421206e+01, 2.008464025800401842e+00, 4.690481174706208733e+00, 6.397446787392814471e+00, 6.918568861544002857e+00
1.945000000000000000e+03, 4.664957631496712054e+00, 6.525930095838708311e+00, 3.150203476682095527e+01, 5.469792012588069952e+01, 4.749621703451394339e+00, 2.838380613129930552e+01, 3.379997732999099469e+01, 1.938371298442481461e+01, 1.239853779068826789e+01, 2.206558468028546827e+00, 4.658912572130943452e+00, 6.554386077794617016e+00, 6.885680234523428034e+00
1.946000000000000000e+03, 4.689981824266907573e+00, 6.559860480892817591e+00, 3.155207500410317678e+01, 5.473515274142011577e+01, 4.620923092418452782e+00, 2.847751820988109372e+01, 3.354854189552082744e+01, 1.937661744749156867e+01, 1.253747877950518941e+01, 2.052892954705552331e+00, 4.778193297335263878e+00, 6.473252056260241361e+00, 6.865225039158902476e+00
1.947000000000000000e+03, 4.627571491932389591e+00, 6.251000415794722542e+00, 3.176633890185417641e+01, 5.448927677480970999e+01, 4.595173699495282982e+00, 2.861062875741882650e+01, 3.372775452540432184e+01, 1.949986351911657323e+01, 1.218695488797304982e+01, 2.095129813923768403e+00, 4.924842032456052898e+00, 6.475256674511719268e+00, 6.905131880263373212e+00
1.948000000000000000e+03, 4.662481494535437143e+00, 6.283301157799645154e+00, 3.160829810987301158e+01, 5.442510170661046232e+01, 4.601853318666554671e+00, 2.864194313967603378e+01, 3.398732476447730733e+01, 1.944160629994030742e+01, 1.215359377897316051e+01, 2.073647592405432061e+00, 4.676548613368129992e+00, 6.448462561762548617e+00, 6.865747343364146715e+00
1.949000000000000000e+03, 4.642678019156306846e+00, 6.124973516029978526e+00, 3.157475903380716176e+01, 5.462453069247610671e+01, 4.655497910586763766e+00, 2.885666068424676922e+01, 3.414454818284035298e+01, 1.959332107948088719e+01, 1.212625365632913699e+01, 2.131609171043888917e+00, 4.678465270273730603e+00, 6.319050848806860188e+00, 6.760573693878229484e+00
1.950000000000000000e+03, 4.737677980760013341e+00, 6.189109179436294461e+00, 3.152357602393002267e+01, 5.442064940624704406e+01, 4.806170659983949989e+00, 2.909115877746762990e+01, 3.410105594434600818e+01, 1.952875357855545246e+01, 1.214005453237328247e+01, 2.217095697989013736e+00, 4.670200909654925070e+00, 6.270528881430929680e+00, 6.859603687949565654e+00
1.951000000000000000e+03, 4.699454152003465168e+00, 6.058808150540689219e+00, 3.161158322154180311e+01, 5.444024352227623353e+01, 4.686802197335862452e+00, 2.898882319024098209e+01, 3.415078703600277521e+01, 1.958536483700335751e+01, 1.211060054513505513e+01, 1.960728530648655266e+00, 4.709196887561819977e+00, 6.331623423908812498e+00, 6.897853430798844165e+00
1.952000000000000000e+03, 4.672495585411540198e+00, 6.121493644129687439e+00, 3.203603697223508817e+01, 5.427116131073817229e+01, 4.626036306069015502e+00, 2.934752011000216854e+01, 3.432274647456632266e+01, 1.944349624969256141e+01, 1.228559076866778454e+01, 2.004119403527624410e+00, 4.695073549687392322e+00, 6.395797847973216044e+00, 6.841812172641001943e+00
1.953000000000000000e+03, 4.605436644384997003e+00, 6.286532737198814225e+00, 3.199838195706433552e+01, 5.400809723162248588e+01, 4.652592137029906816e+00, 2.945816839983255520e+01, 3.425204800465983368e+01, 1.940504323903565620e+01, 1.223949004170779276e+01, 2.151397987207258833e+00, 4.759895725393749721e+00, 6.392901381278836226e+00, 6.902927056758146662e+00
1.954000000000000000e+03, 4.560367149914800855e+00, 6.498048860721924669e+00, 3.212863489369405556e+01, 5.425865121442580374e+01, 4.725246691711276092e+00, 2.889578736240961021e+01, 3.389943425625246221e+01, 1.941492079566043927e+01, 1.239180834887396010e+01, 2.232980139382297669e+00, 4.714243845039455039e+00, 6.365717381779183448e+00, 6.898794098179236833e+00
1.955000000000000000e+03, 4.597781518297861858e+00, 6.012097400230049793e+00, 3.217667156187812338e+01, 5.423045097931502312e+01, 4.795520519829796768e+00, 2.905963276173148913e+01, 3.392137848761559837e+01, 1.944055239038484117e+01, 1.240049761469253653e+01, 2.101171978520411709e+00, 4.625250122255967433e+00, 6.360129912415811049e+00, 6.776568063681909670e+00
1.956000000000000000e+03, 4.682516127486595181e+00, 6.478915157923077039e+00, 3.223192346330379365e+01, 5.441795712217378878e+01, 4.792196021869027156e+00, 2.894131231008247696e+01, 3.384217094890841793e+01, 1.945564705502963321e+01, 1.243140309988981151e+01, 2.071871769164017163e+00, 4.665948638554077377e+00, 6.487095984809439386e+00, 6.829147840920325230e+00
1.957000000000000000e+03, 4.688973342363208729e+00, 6.524605098100839662e+00, 3.241349822668597369e+01, 5.483255710737847011e+01, 4.664972828867469445e+00, 2.921373488983665823e+01, 3.378006989352375911e+01, 1.941911293171142816e+01, 1.222395245622396409e+01, 2.173252379033948856e+00, 4.645775460122365530e+00, 6.586661551299753725e+00, 6.882260859379439211e+00
1.958000000000000000e+03, 4.756252508708564086e+00, 6.179701057208660586e+00, 3.224871525324887500e+01, 5.493370063367463985e+01, 4.642086931407464867e+00, 2.908019787801622158e+01, 3.392165921037205578e+01, 1.936863636057568883e+01, 1.221322637563401692e+01, 2.094954452370211051e+00, 4.796756429877851780e+00, 6.483147467803693331e+00, 6.974468613650318893e+00
1.959000000000000000e+03, 4.690514248093627714e+00, 6.370729530612751823e+00, 3.230411704617351631e+01, 5.482516818779517109e+01, 4.706342864784946123e+00, 2.889701835487722903e+01, 3.405527460132469741e+01, 1.938576435911584639e+01, 1.221485959399108800e+01, 2.252466109870495004e+00, 4.735278532938524521e+00, 6.534434289779466276e+00, 6.975701852632488098e+00
1.960000000000000000e+03, 4.684223504856973364e+00, 6.514920425615130739e+00, 3.228410355428777478e+01, 5.431715973365677996e+01, 4.776864071126661671e+00, 2.891835871952269699e+01, 3.384042002760723733e+01, 1.937650078553883404e+01, 1.238234695643266470e+01, 2.118892043793441093e+00, 4.549063547923952733e+00, 6.524042067582516147e+00, 7.088267771755424995e+00
1.961000000000000000e+03, 4.568093382509911038e+00, 6.364285264264335495e+00, 3.222121222288949127e+01, 5.413090443178010247e+01, 4.716874945840698885e+00, 2.889094344221667754e+01, 3.339252657849402794e+01, 1.944533866305524938e+01, 1.268775544435281866e+01, 2.047970231798033058e+00, 4.554481501121976805e+00, 6.545055556545332109e+00, 7.117655330004241776e+00
1.962000000000000000e+03, 4.664753966402476415e+00, 6.311823910289685813e+00, 3.225337605459833412e+01, 5.420267784995115790e+01, 4.646688480801302035e+00, 2.911987092258178933e+01, 3.337121808279200508e+01, 1.935196386282027348e+01, 1.244341300354762225e+01, 2.193480606506751140e+00, 4.675106092388343626e+00, 6.549599390428920032e+00, 7.050823485341908281e+00
1.963000000000000000e+03, 4.676433608533469233e+00, 6.301636042484658695e+00, 3.214900737279769771e+01, 5.424421658069694274e+01, 4.592999131766206666e+00, 2.891140705844054537e+01, 3.365032690148520089e+01, 1.936351116458509480e+01, 1.223163617814171467e+01, 2.157948260942895047e+00, 4.755380082574511391e+00, 6.675257902009687605e+00, 6.976025694522384413e+00
1.964000000000000000e+03, 4.728351048160155834e+00, 6.320663482836231140e+00, 3.229970949008911418e+01, 5.450175574555581903e+01, 4.652775472760417586e+00, 2.880023253783276260e+01, 3.396477190907959454e+01, 1.933536696047239900e+01, 1.271946539119706188e+01, 2.216156894851995407e+00, 4.683980566134266610e+00, 6.573942403137198909e+00, 7.030322863279084622e+00
1.965000000000000000e+03, 4.603976083402517183e+00, 6.805348437116382598e+00, 3.243861300806770487e+01, 5.465352404848503909e+01, 4.779366826910574240e+00, 2.910379350817986222e+01, 3.392905038899127135e+01, 1.939424270344890644e+01, 1.291831819754809629e+01, 2.298867172926669866e+00, 4.632670716702647518e+00, 6.527031933934541286e+00, 7.063540871435453283e+00
1.966000000000000000e+03, 4.577782532463823273e+00, 6.268144317105315722e+00, 3.256842881942424839e+01, 5.472145976814083213e+01, 4.740580848733441321e+00, 2.961763887045687227e+01, 3.368686115735655306e+01, 1.950894015056001862e+01, 1.280360607786877125e+01, 2.025802453503167122e+00, 4.693227618582057836e+00, 6.532446417040351783e+00, 6.997806997168453336e+00
1.967000000000000000e+03, 4.599619663192407337e+00, 6.439634976203692851e+00, 3.247218448279398473e+01, 5.457564049933968420e+01, 4.686674940566359915e+00, 2.936870862976498842e+01, 3.364895046396335943e+01, 1.957049475967070151e+01, 1.265109762605231758e+01, 2.057591899572982719e+00, 4.780758373689818264e+00, 6.476754043857107845e+00, 7.084694590377771384e+00
1.968000000000000000e+03, 4.693718387892994670e+00, 6.641424554023745763e+00, 3.273160714107900304e+01, 5.460852376673165764e+01, 4.690633107509500910e+00, 2.908016301067320697e+01, 3.387496945854113051e+01, 1.956242408297186941e+01, 1.275876432338757382e+01, 2.268918489559728080e+00, 4.617679366419320530e+00, 6.583626742148018351e+00, 7.193985318329931822e+00
1.969000000000000000e+03, 4.732815579511078674e+00, 6.352932078669740967e+00, 3.255743964064502904e+01, 5.434985626930057379e+01, 4.742557517712333137e+00, 2.926521005714157297e+01, 3.395672660535433351e+01, 1.952804136275906188e+01, 1.301350429000334685e+01, 2.310087924164117901e+00, 4.621513666326656278e+00, 6.646523034713631262e+00, 7.112637531492016052e+00
1.970000000000000000e+03, 4.727437192301150226e+00, 6.532771693692562387e+00, 3.252160040912316674e+01, 5.413578164825844397e+01, 4.738327908001749300e+00, 2.914169282280910167e+01, 3.381895705829293775e+01, 1.956150240206263646e+01, 1.297822703934420119e+01, 2.084234021689407523e+00, 4.599326622434023903e+00, 6.511792196237809804e+00, 7.026316949760030184e+00
1.971000000000000000e+03, 4.678071237473075961e+00, 6.589462219280354915e+00, 3.277650969830996530e+01, 5.392029986429311350e+01, 4.719583510885862587e+00, 2.901208032050304908e+01, 3.367636265651710659e+01, 1.961671252977595614e+01, 1.302928143382512793e+01, 2.055525203367592368e+00, 4.662755095050259868e+00, 6.499130694445324430e+00, 7.086866759668702720e+00
1.972000000000000000e+03, 4.734223249354507779e+00, 6.557753600671923699e+00, 3.252312756888365897e+01, 5.415768483518468202e+01, 4.728119649700998295e+00, 2.902667325654319441e+01, 3.374849532089629633e+01, 1.967707254852183851e+01, 1.309393693084659382e+01, 2.252066017015133426e+00, 4.694850363350653311e+00, 6.441768547890361241e+00, 7.157010857841386020e+00
1.973000000000000000e+03, 4.723724905956331099e+00, 6.465955786658072135e+00, 3.236132244802988822e+01, 5.418015673669196275e+01, 4.714845635345679575e+00, 2.872063632279310497e+01, 3.390200367716249019e+01, 1.960265583398273748e+01, 1.326761337968812349e+01, 2.217172847404837999e+00, 4.739726374322492219e+00, 6.324224100700715390e+00, 7.051066676297619296e+00
1.974000000000000000e+03, 4.726694737809283176e+00, 6.605543095663721331e+00, 3.264225183627834781e+01, 5.408424762008003484e+01, 4.704108271398050434e+00, 2.893056027772859196e+01, 3.391139935771618497e+01, 1.961704610282120242e+01, 1.291079044763393746e+01, 2.170123695097984751e+00, 4.658370106625954854e+00, 6.331340037109606023e+00, 6.964268859951424417e+00
1.975000000000000000e+03, 4.677285786639076015e+00, 6.621323362040753224e+00, 3.251574007765248098e+01, 5.394843228825877191e+01, 4.785399026924957333e+00, 2.921181954260496738e+01, 3.388745773203203981e+01, 1.964897961267826787e+01, 1.264389429324699421e+01, 2.022734773071021674e+00, 4.805634606798673936e+00, 6.439504906669021089e+00, 7.041064128338526906e+00
1.976000000000000000e+03, 4.653321904302212708e+00, 6.938927114939174245e+00, 3.272610449922427733e+01, 5.385918188229398140e+01, 4.775365166689890195e+00, 2.951812294520153301e+01, 3.371735909579938095e+01, 1.971729835743332870e+01, 1.259988886268826391e+01, 2.192151699777000751e+00, 4.739366822899600429e+00, 6.363495477611109230e+00, 7.188867158600927176e+00
1.977000000000000000e+03, 4.772729905084159618e+00, 6.720251357317919449e+00, 3.289315492694221632e+01, 5.428702263287126328e+01, 4.663873981248992884e+00, 2.964999182416680057e+01, 3.383594734334606358e+01, 1.975222351253696829e+01, 1.287697779925791686e+01, 2.150535126699330224e+00, 4.709671572897580205e+00, 6.200696454039310801e+00, 7.138797020059511667e+00
1.978000000000000000e+03, 4.719333704994806311e+00, 6.498862685429084074e+00, 3.296205920423307845e+01, 5.421731269898936745e+01, 4.762882900927733587e+00, 2.928004995725909865e+01, 3.391003244912905501e+01, 1.981214390158543637e+01, 1.288663066666819468e+01, 2.209097455068175897e+00, 4.801873523676797539e+00, 6.417794303226028951e+00, 7.196218687774980971e+00
1.979000000000000000e+03, 4.610809158966707955e+00, 6.667661784044439877e+00, 3.307439102311940360e+01, 5.434029349942565545e+01, 4.850549214923766783e+00, 2.904966090662477995e+01, 3.391928285455402658e+01, 1.984432122524464859e+01, 1.271194124675349180e+01, 2.215389316464825509e+00, 4.760132751230738535e+00, 6.563815997785131806e+00, 7.252348631662599132e+00
1.980000000000000000e+03, 4.726471299386870939e+00, 6.702228523281632100e+00, 3.309486308549362832e+01, 5.430982965941865359e+01, 4.796068528215804427e+00, 2.923925746373048895e+01, 3.398113054207789929e+01, 1.981980451833761592e+01, 1.273992723192835541e+01, 2.239085593156181719e+00, 4.787103433031253630e+00, 6.546652857584533969e+00, 7.212635767820392729e+00
1.981000000000000000e+03, 4.743850811345363461e+00, 6.690484834257489410e+00, 3.296567840447028175e+01, 5.435079676945716898e+01, 4.786023988246503436e+00, 2.910152470894132293e+01, 3.399596648054168924e+01, 1.978496239063289153e+01, 1.312060031333481547e+01, 2.191285062730203848e+00, 4.900392130682582170e+00, 6.541963432969041037e+00, 7.202530922481256148e+00
1.982000000000000000e+03, 4.674910676439711033e+00, 6.776676974471588011e+00, 3.310023692894974090e+01, 5.448050758106583658e+01, 4.662052628956145028e+00, 2.882798180121070786e+01, 3.407326049312418803e+01, 1.983379000099377265e+01, 1.295494264585314781e+01, 2.203814847190798343e+00, 4.691788450077293504e+00, 6.570939872782866509e+00, 7.272293558537954894e+00
1.983000000000000000e+03, 4.706795259835571343e+00, 6.693804325635630548e+00, 3.326266158312335364e+01, 5.475995474054365530e+01, 4.815375826245712254e+00, 2.866356402239705048e+01, 3.421148093301792414e+01, 1.993960014493319122e+01, 1.327163470390257416e+01, 2.297597594927249354e+00, 4.667532065041323008e+00, 6.640874830477429214e+00, 7.284222375815794237e+00
1.984000000000000000e+03, 4.816193741925021143e+00, 6.714151760061725760e+00, 3.344003133653456672e+01, 5.492325262309774558e+01, 4.804733113875200523e+00, 2.881908235156540954e+01, 3.417773887083271944e+01, 2.006601993946129170e+01, 1.316225100464528630e+01, 2.097086724252754220e+00, 4.765726343413750676e+00, 6.487730684137500425e+00, 7.129737924215847400e+00
1.985000000000000000e+03, 4.843751999391960439e+00, 6.680748564685171864e+00, 3.340774615141334181e+01, 5.462457284889497089e+01, 4.835644487137193082e+00, 2.885065425895228231e+01, 3.389753561049093378e+01, 2.019609162086223364e+01, 1.312488804415328936e+01, 2.152861335927809705e+00, 4.852418071129472210e+00, 6.587783822859605287e+00, 7.231203973357231085e+00
1.986000000000000000e+03, 4.755454542168211063e+00, 7.004164092121007990e+00, 3.336243912117257082e+01, 5.423837824879166192e+01, 4.893750303176800820e+00, 2.889888301006621774e+01, 3.383558678934059571e+01, 2.018513975406696659e+01, 1.326957023526330204e+01, 2.312385267454266646e+00, 4.718669857686606406e+00, 6.615413212978788593e+00, 7.362899302161860504e+00
1.987000000000000000e+03, 4.826524802344773768e+00, 6.923756768703110964e+00, 3.359442174176420082e+01, 5.417100041107156017e+01, 4.808194347321880890e+00, 2.885911647436703475e+01, 3.391872610354795370e+01, 2.017626346110970914e+01, 1.348820639462260829e+01, 2.320618462213186017e+00, 4.730781720362410070e+00, 6.672591608011523512e+00, 7.393633914413793029e+00
1.988000000000000000e+03, 4.867302231326334550e+00, 6.866787521771857250e+00, 3.358483407179254243e+01, 5.418160827680488723e+01, 4.761120419912012736e+00, 2.876262404397223094e+01, 3.405225033903268894e+01, 2.009367153344416224e+01, 1.325906700043987207e+01, 2.199994021519369625e+00, 4.913956516849336431e+00, 6.702805608759757838e+00, 7.391568751927947822e+00
1.989000000000000000e+03, 4.850782071253989081e+00, 6.666866637262041095e+00, 3.353449855142012126e+01, 5.448173838994068774e+01, 4.868690002006181849e+00, 2.904714909452969707e+01, 3.421527623150225850e+01, 1.996640107270687636e+01, 1.334865318382032306e+01, 2.196747351457712494e+00, 4.898648776690774476e+00, 6.732295203328527933e+00, 7.260377795817200663e+00
1.990000000000000000e+03, 4.884444103926670167e+00, 6.845492954019854359e+00, 3.353472993211018149e+01, 5.429600154334960393e+01, 4.893798866166458872e+00, 2.927076101235601513e+01, 3.418668019138588221e+01, 2.001295893732205045e+01, 1.318813073577166151e+01, 2.237252990112993611e+00, 4.934333328357239701e+00, 6.711594258665710022e+00, 7.230736653479574727e+00
1.991000000000000000e+03, 4.969010593946559418e+00, 7.037471496336185517e+00, 3.341783933872693524e+01, 5.418358767730847347e+01, 4.951117928823845382e+00, 2.957765789424061609e+01, 3.384567843911163010e+01, 2.001032057373735995e+01, 1.324975111433193753e+01, 2.243932297017113164e+00, 4.855524014276178413e+00, 6.687189799548925784e+00, 7.227766825894024194e+00
1.992000000000000000e+03, 4.921385469974008942e+00, 6.954643302340163480e+00, 3.373837491497321395e+01, 5.442190299613989168e+01, 4.980763230734114089e+00, 2.972313348437411662e+01, 3.393357561886103468e+01, 2.007539921854964149e+01, 1.361147330596476124e+01, 2.205042907255305273e+00, 4.885780396737593456e+00, 6.951880302483430363e+00, 7.298263147868420120e+00
