year, NorESM2-LM, MPI-ESM1-2-LR, ACCESS-ESM1-5, CNRM-ESM2-1, INM-CM5-0, CanESM5, NorESM2-MM, IPSL-CM6A-LR, INM-CM4-8, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, MIROC-ES2L, CMCC-CM2-SR5, GFDL-ESM4
1.974000000000000000e+03, 2.789406902012263956e+01, 3.694022675088469754e+01, 3.184239955942160449e+01, 2.611395903429022525e+01, 3.989276820588720796e+01, 2.902245499720131150e+01, 2.765318922965832726e+01, 3.004655574765410719e+01, 3.788238892711510175e+01, 4.104029484653640480e+01, 2.806150551007397809e+01, 3.506022095426119733e+01, 3.645092889039571560e+01, 2.396292591519175730e+01, 2.330092272938059850e+01, 2.797725533159409395e+01
1.975000000000000000e+03, 2.873654758722474867e+01, 3.714126369368240432e+01, 3.310837731669086281e+01, 2.764261358772590427e+01, 4.003977007524830611e+01, 2.990711945498489044e+01, 2.652692958246633026e+01, 3.154368801207570172e+01, 3.668566255570792833e+01, 3.861900982048323527e+01, 2.701749938267892759e+01, 3.462818698165861520e+01, 3.707075996500264381e+01, 2.428268391779212720e+01, 2.321328555438991259e+01, 2.859410665225056647e+01
1.976000000000000000e+03, 2.920695161031553866e+01, 3.801514979134501715e+01, 3.434246141279502496e+01, 2.747206242315810698e+01, 4.030683442761160507e+01, 3.029871433624433408e+01, 2.731793812720474435e+01, 3.123648910572916293e+01, 3.634349665237093063e+01, 3.874721742984349504e+01, 2.728176642096802240e+01, 3.512080874758869697e+01, 3.716358754604276271e+01, 2.380463095657070483e+01, 2.244303227191713290e+01, 2.806320324936842425e+01
1.977000000000000000e+03, 2.823768169734589861e+01, 3.712462466355371760e+01, 3.361029098859918918e+01, 2.658599854154885733e+01, 4.036856863994432842e+01, 2.971642094316265315e+01, 2.792717207673957347e+01, 3.122965532271691913e+01, 3.621862495411505734e+01, 3.671772645193827600e+01, 2.726624387581522413e+01, 3.575568967028858225e+01, 3.747870705540785963e+01, 2.434706753587052219e+01, 2.326235571683837122e+01, 2.669223164114286817e+01
1.978000000000000000e+03, 2.874173840317464368e+01, 3.642515665009934622e+01, 3.456105591207830230e+01, 2.653836244373772857e+01, 3.944973657977276815e+01, 3.055846418414180121e+01, 2.734833168949058546e+01, 3.090018909808625835e+01, 3.815915236434502589e+01, 3.354620788211193627e+01, 2.705833991243056502e+01, 3.533428831884232579e+01, 3.695799794926720949e+01, 2.413384487341161133e+01, 2.294927996506963552e+01, 2.716283957925637438e+01
1.979000000000000000e+03, 2.960696734900156102e+01, 3.676621889740788163e+01, 3.479895492025762138e+01, 2.568619610121683294e+01, 4.206738255076302124e+01, 3.164196958096502854e+01, 2.573238022968331862e+01, 3.034085437074408631e+01, 3.748982449192066468e+01, 3.838758197885271528e+01, 2.729131351742177714e+01, 3.482623198640302320e+01, 3.720569707801410431e+01, 2.411387324257343678e+01, 2.352753765290317389e+01, 2.861722695527659965e+01
1.980000000000000000e+03, 2.934553151799165605e+01, 3.713229467006190276e+01, 3.459315992577688803e+01, 2.679347606903526469e+01, 3.850912796414866790e+01, 3.133776084918668658e+01, 2.633109259763325483e+01, 3.039952913025417658e+01, 3.580932413399897740e+01, 4.115527651761130556e+01, 2.759493953432683000e+01, 3.578578880127339801e+01, 3.622597144226966748e+01, 2.445538411658678868e+01, 2.240911798470717642e+01, 2.840790577202153955e+01
1.981000000000000000e+03, 2.935903126690058684e+01, 3.723300798808897127e+01, 3.451381878573918982e+01, 2.739029540999706214e+01, 3.942688541833373961e+01, 3.078273568244840064e+01, 2.715301993982334139e+01, 3.132059331877454511e+01, 3.680327104585878573e+01, 4.005459684469182235e+01, 2.585172556769189356e+01, 3.543903673532467025e+01, 3.618795018964272714e+01, 2.389538510392207371e+01, 2.300289738518844729e+01, 2.649546990975886018e+01
1.982000000000000000e+03, 2.987507381092937919e+01, 3.720595931548034230e+01, 3.481913163820757973e+01, 2.729197398573352373e+01, 3.946371560055609251e+01, 3.004835796560963246e+01, 2.797141027029520899e+01, 3.102528655063583685e+01, 3.726613891707253856e+01, 3.769308609009756594e+01, 2.701782285274107664e+01, 3.559417121018160657e+01, 3.667263626659252651e+01, 2.418582269665165185e+01, 2.360323722798698753e+01, 2.692121016083159901e+01
1.983000000000000000e+03, 3.014532310705931906e+01, 3.725313652430441635e+01, 3.423555893143733186e+01, 2.730192975811965539e+01, 4.193532536274859268e+01, 2.994667256366097163e+01, 2.805755487783401136e+01, 3.139825747447148530e+01, 3.847302772932195580e+01, 3.641978820734033206e+01, 2.799365523158995117e+01, 3.461605033851298430e+01, 3.578368179570331620e+01, 2.455753856776006216e+01, 2.383989768275500154e+01, 2.791187820850715795e+01
1.984000000000000000e+03, 2.985688909773266886e+01, 3.595460037903887240e+01, 3.317580713126881164e+01, 2.645909294396714984e+01, 4.029241756905027216e+01, 3.063915960427504359e+01, 2.865410655504713944e+01, 3.107860175400060498e+01, 3.907809573056579922e+01, 3.933070659540099001e+01, 2.701628316519709117e+01, 3.527753675560069269e+01, 3.683068426489760583e+01, 2.452712143373096865e+01, 2.305247890817237177e+01, 2.750656972327206518e+01
1.985000000000000000e+03, 3.013194766325451468e+01, 3.666470991310962546e+01, 3.542612726030261427e+01, 2.619299695315900323e+01, 4.150981736357414320e+01, 3.161196470949626658e+01, 2.825036090089363228e+01, 3.006147416711730003e+01, 3.864710826674651400e+01, 4.026146079729674909e+01, 2.640436061968313552e+01, 3.512516478066011416e+01, 3.703345259483234031e+01, 2.509448093209527642e+01, 2.377197808745065544e+01, 2.780369491712200869e+01
1.986000000000000000e+03, 3.023686398038096002e+01, 3.883945524290164286e+01, 3.567638203360164795e+01, 2.712992729423342908e+01, 3.991838669219183799e+01, 3.104237824532627599e+01, 2.792628351631920935e+01, 3.184262806086348974e+01, 3.751921750397234945e+01, 3.832872301056598019e+01, 2.757170442671533195e+01, 3.546977141719928994e+01, 3.642012235206883020e+01, 2.425409582328560631e+01, 2.334197386210376024e+01, 2.807360577370225130e+01
1.987000000000000000e+03, 2.994581665963527328e+01, 3.894082457540571340e+01, 3.551614837492871146e+01, 2.604663972997232335e+01, 3.956062290323292530e+01, 3.094420335844190006e+01, 2.838151888026958503e+01, 3.131958610204230808e+01, 3.767104936811060156e+01, 4.023261717288770711e+01, 2.902189691085924039e+01, 3.517904340529702267e+01, 3.630486659060275656e+01, 2.430028064244486785e+01, 2.361581529117632527e+01, 2.691391489987969621e+01
1.988000000000000000e+03, 3.057061970346106605e+01, 3.769789685747237939e+01, 3.461023722520226897e+01, 2.648515625444865051e+01, 4.116612048650856792e+01, 3.080100872724471373e+01, 2.927729761958770283e+01, 3.071667277430792709e+01, 3.808049318183877574e+01, 4.016706275651898750e+01, 2.816347385261139991e+01, 3.570440199592191277e+01, 3.620765783012345906e+01, 2.459939353196282852e+01, 2.335000279560024694e+01, 2.792303391798588663e+01
1.989000000000000000e+03, 2.966855412884366672e+01, 3.742795352099006578e+01, 3.350615368173213682e+01, 2.743666580251293752e+01, 3.969857770737085190e+01, 3.112437971841168505e+01, 2.891809535458179070e+01, 3.102152565086218416e+01, 3.715592446985782971e+01, 3.896651223663116070e+01, 2.712992911839900856e+01, 3.442551535995383460e+01, 3.590503967520292861e+01, 2.500370473465195786e+01, 2.426916647683137285e+01, 2.821421454870676726e+01
1.990000000000000000e+03, 2.914104483412975810e+01, 3.772593123457875919e+01, 3.396740956174311066e+01, 2.702610853522857326e+01, 4.101557506009100251e+01, 3.134079355842945347e+01, 2.839199545139744529e+01, 3.090147205912748163e+01, 3.898997443741554747e+01, 3.797949362613621815e+01, 2.768743753218545933e+01, 3.631772049438224315e+01, 3.644729667886782920e+01, 2.511586094612111353e+01, 2.425414989144905320e+01, 2.813062722335469701e+01
1.991000000000000000e+03, 2.927395407490083556e+01, 3.758304501914098950e+01, 3.445056446156298335e+01, 2.873302496756848612e+01, 4.077583747588960961e+01, 3.069361095912781678e+01, 2.785601615605995107e+01, 3.226022745160841509e+01, 3.995711416619372613e+01, 3.943740797948898091e+01, 2.804954905838127388e+01, 3.561870495125924663e+01, 3.643450620316239252e+01, 2.487893895498153540e+01, 2.284604241538015401e+01, 2.761963243851884187e+01
1.992000000000000000e+03, 2.971665286725093580e+01, 3.800314283076188815e+01, 3.526018798586967762e+01, 2.642857987476172354e+01, 4.344396977651974368e+01, 3.018062181627747265e+01, 2.895218946842268082e+01, 3.235569778847197853e+01, 4.278692262832217352e+01, 3.853852441577474508e+01, 2.777629641591701315e+01, 3.528437416119147230e+01, 3.620080383125846879e+01, 2.527481222665224792e+01, 2.348750879841193751e+01, 2.934266672307593282e+01
1.993000000000000000e+03, 2.947779007942627771e+01, 3.780057449651204138e+01, 3.483074756290397289e+01, 2.796280918002664961e+01, 4.259199133837749685e+01, 3.111344389762962237e+01, 2.893318855614453611e+01, 3.131582704770967140e+01, 4.105086579549607251e+01, 3.895192369020005430e+01, 2.758912518947504111e+01, 3.385950775981008576e+01, 3.688310642686513319e+01, 2.521981387404125030e+01, 2.428070882125422258e+01, 2.856516674273384382e+01
1.994000000000000000e+03, 3.008150827279284201e+01, 3.944373008935868086e+01, 3.576144394461573484e+01, 2.753438561411613605e+01, 4.234369889148229049e+01, 3.136684220382405286e+01, 2.824237268035516024e+01, 3.150365002669931869e+01, 4.023296197425099763e+01, 3.740517107035553579e+01, 2.846927904617055916e+01, 3.524015039075852229e+01, 3.727516604561578362e+01, 2.559870668636684599e+01, 2.363244968615023467e+01, 2.608969333426600556e+01
1.995000000000000000e+03, 3.010839223817425037e+01, 3.893051859691366445e+01, 3.513547422386329089e+01, 2.776717004301632485e+01, 4.107385481673486538e+01, 3.116946526236879933e+01, 2.873976774593291594e+01, 3.196424956770014347e+01, 3.995140773040543536e+01, 3.987232088211673187e+01, 2.781607727851237399e+01, 3.462568181376433074e+01, 3.654521282207809207e+01, 2.515464813042926906e+01, 2.418192092590211217e+01, 2.700559633254767178e+01
1.996000000000000000e+03, 2.986341353283982869e+01, 3.868052961863189410e+01, 3.433610026805772719e+01, 2.747665174455431369e+01, 3.976167380476087487e+01, 2.932324665132347263e+01, 2.864002337250836661e+01, 3.215044114215984195e+01, 3.961548654809873682e+01, 4.012912841531399977e+01, 2.760882796940552808e+01, 3.549746204604093691e+01, 3.614548993186148351e+01, 2.555543133037847170e+01, 2.389868320469759055e+01, 2.890126748779455212e+01
1.997000000000000000e+03, 2.914241693328904859e+01, 3.925930829432523694e+01, 3.491046106064616339e+01, 2.522071362985288800e+01, 3.972909775636979646e+01, 3.116209184382594088e+01, 2.744951858735186079e+01, 3.134348074188807232e+01, 4.069088003744095516e+01, 4.126161725747367370e+01, 2.789158269358615883e+01, 3.464354432223232294e+01, 3.607828372266411066e+01, 2.526884279872183470e+01, 2.421454527456655370e+01, 2.866853467356433427e+01
1.998000000000000000e+03, 3.012161156087259428e+01, 3.923077242249021168e+01, 3.408947522062995716e+01, 2.604337663660471947e+01, 4.205595272579297728e+01, 3.113219183053134387e+01, 2.857443517497228669e+01, 3.230030325994137286e+01, 4.160053824635090791e+01, 3.963208316870998260e+01, 2.785724040434762827e+01, 3.617267526439977132e+01, 3.753778731855703654e+01, 2.539585326403444654e+01, 2.350882673098415410e+01, 2.699775241335889575e+01
1.999000000000000000e+03, 3.021830069669514174e+01, 4.101878053115400036e+01, 3.330588392402174236e+01, 2.784390410687892370e+01, 4.286718287200438482e+01, 3.170218575164489749e+01, 2.904361917550656003e+01, 3.157377074063026257e+01, 4.159389468472603113e+01, 3.977412581708493633e+01, 2.845537782272546323e+01, 3.630262843811377138e+01, 3.733344187788700452e+01, 2.547037281720458068e+01, 2.392297097626836688e+01, 2.714384018172556523e+01
2.000000000000000000e+03, 2.984297570739337857e+01, 4.042388449335143008e+01, 3.564610281266988778e+01, 2.687797497678551650e+01, 4.158393896951970703e+01, 3.202044434334319334e+01, 2.901432443243907144e+01, 3.237759722626918091e+01, 4.062770261952142903e+01, 4.001478000914955402e+01, 2.818787633497647249e+01, 3.600885061696070011e+01, 3.640921151390757871e+01, 2.550559804865730129e+01, 2.347321909364082870e+01, 2.642188755865209515e+01
2.001000000000000000e+03, 2.941434974227403032e+01, 4.050021831546465023e+01, 3.440778938553609123e+01, 2.656536356699633572e+01, 4.243646694027853528e+01, 3.157603270416874608e+01, 2.848239571004368287e+01, 3.267186921247157727e+01, 4.055894721901972133e+01, 3.928649818720177933e+01, 2.908007983200474555e+01, 3.504285162945172516e+01, 3.668585144376029206e+01, 2.572846701900228794e+01, 2.415552877874328885e+01, 2.679042058210283273e+01
2.002000000000000000e+03, 3.010380250029845683e+01, 3.998920896637220324e+01, 3.328772259102448317e+01, 2.772606926826467699e+01, 4.243413805859413657e+01, 3.160152106831142405e+01, 2.918621202689003269e+01, 3.390356447547725338e+01, 4.164290167406019805e+01, 4.094187390783947933e+01, 2.908547712801383867e+01, 3.592101787746896235e+01, 3.714925361271100002e+01, 2.536695231941657269e+01, 2.399723637297919865e+01, 2.823167029636893588e+01
2.003000000000000000e+03, 3.078169060439907412e+01, 3.763814236246670220e+01, 3.410629627506396844e+01, 2.904030370790193416e+01, 4.240886969871193202e+01, 3.132090044878753332e+01, 2.946386995086511362e+01, 3.224288747378566455e+01, 4.115775943882951537e+01, 4.135602033942691236e+01, 2.940450303810045085e+01, 3.504266000923946223e+01, 3.654781910028133751e+01, 2.556922166076385494e+01, 2.332337237652771833e+01, 2.811230423567834436e+01
2.004000000000000000e+03, 3.035359828832532969e+01, 3.973921507038578227e+01, 3.371755653547030818e+01, 2.810376880480468031e+01, 4.129295894521179378e+01, 3.157690168509700968e+01, 2.865420736644215083e+01, 3.375327548309252990e+01, 4.245956892371140867e+01, 3.877597451320851718e+01, 2.935177374627382108e+01, 3.661930475845856847e+01, 3.666507695819996115e+01, 2.590352072162271213e+01, 2.419696458101931924e+01, 2.688431565192506056e+01
2.005000000000000000e+03, 3.103350629009058537e+01, 3.976786975715128847e+01, 3.235045046860646778e+01, 2.812151140744845534e+01, 4.262245890888951294e+01, 3.221018940694422383e+01, 2.889079271158516704e+01, 3.440182530065670363e+01, 4.311577947666555843e+01, 3.878034405433548670e+01, 2.796491442875253952e+01, 3.640436956138085378e+01, 3.618165951760374810e+01, 2.492872373998972790e+01, 2.500328739066424077e+01, 2.824491416548926281e+01
2.006000000000000000e+03, 3.135256662181244280e+01, 4.109272034335787538e+01, 3.312947441208635979e+01, 2.892579745115245515e+01, 4.217088609890733153e+01, 3.298707031257316658e+01, 2.985863724593158253e+01, 3.316237408201452297e+01, 4.179082701242368358e+01, 3.865312951774927797e+01, 2.883668866234700090e+01, 3.594288717537040156e+01, 3.726648193189721781e+01, 2.545544767380604156e+01, 2.425834402886938790e+01, 2.909866958978968654e+01
2.007000000000000000e+03, 3.077222785161902507e+01, 3.907416494087124903e+01, 3.546473498116928624e+01, 3.000776215685768022e+01, 4.130088120868060031e+01, 3.133172667242836340e+01, 2.999328279497267502e+01, 3.340888296516341427e+01, 4.211401524549724940e+01, 4.086954584934383661e+01, 2.857108820165416674e+01, 3.554079423483106126e+01, 3.727572950104648442e+01, 2.593853832568976614e+01, 2.417200528463624920e+01, 2.975067302763582688e+01
2.008000000000000000e+03, 3.057401061992587543e+01, 3.856791432864257985e+01, 3.620463807095058684e+01, 2.757196122436083741e+01, 4.373112700428845301e+01, 3.148571654819246035e+01, 2.974873222765967995e+01, 3.342783295490308149e+01, 4.267474011635590614e+01, 4.188552415114889982e+01, 2.777159672358883569e+01, 3.631715458121829698e+01, 3.673813889553502321e+01, 2.584387363341601684e+01, 2.377984531323650330e+01, 2.827321088335315125e+01
2.009000000000000000e+03, 2.999620811498944306e+01, 4.145705761220174423e+01, 3.514064150200758974e+01, 2.759263631204403211e+01, 4.255380945670205506e+01, 3.256438582177185737e+01, 3.049697098127079897e+01, 3.432331575562299975e+01, 4.398538425501629945e+01, 4.117645274986209358e+01, 2.982922566445985879e+01, 3.520529155130599719e+01, 3.658564765017936082e+01, 2.601652769662258180e+01, 2.413137816126581825e+01, 2.772828618908698672e+01
2.010000000000000000e+03, 3.108947637231202776e+01, 4.180413603106186571e+01, 3.589170653683977008e+01, 2.782298970211315137e+01, 4.175719045525147521e+01, 2.985210622080962040e+01, 3.044697813030128941e+01, 3.306918005134916427e+01, 4.134361142961387259e+01, 4.097152358595293009e+01, 2.953212322221938635e+01, 3.461876625898904791e+01, 3.647877860589021282e+01, 2.551315659117449997e+01, 2.437861281161022831e+01, 2.707899071408512626e+01
2.011000000000000000e+03, 3.094478664273225021e+01, 4.082784691948002376e+01, 3.556074055726245575e+01, 2.748582149768836658e+01, 4.426681997164423166e+01, 3.190842524670741653e+01, 3.115690286085533955e+01, 3.282783337027074566e+01, 4.139118819036696806e+01, 4.125820191158848615e+01, 2.896310285074082813e+01, 3.610825075025793751e+01, 3.667833795919116113e+01, 2.538298029613384088e+01, 2.446440238856634508e+01, 2.881135205035783287e+01
2.012000000000000000e+03, 3.074529976871941273e+01, 4.152194296549158992e+01, 3.563275702783573706e+01, 2.875488395924125129e+01, 4.220998318217677792e+01, 3.308975894371606330e+01, 3.062107804122392096e+01, 3.327264841901727976e+01, 4.393159366768792040e+01, 3.964171869499880785e+01, 2.874483005889215903e+01, 3.506930554900364427e+01, 3.651666439741509151e+01, 2.553252991193626542e+01, 2.407000901044224150e+01, 2.596413012126908626e+01
2.013000000000000000e+03, 3.164548795304521178e+01, 4.192420560567874332e+01, 3.455711239708453775e+01, 2.890993231976531064e+01, 4.273628743013279063e+01, 3.243014201657039308e+01, 3.012106549441401881e+01, 3.269884832576137512e+01, 4.248507086382412723e+01, 4.019672230051822481e+01, 2.916982073876660309e+01, 3.657160387413358649e+01, 3.759631680857874159e+01, 2.607714152979252020e+01, 2.526456799868090286e+01, 2.707893217334672897e+01
2.014000000000000000e+03, 3.028092652217737424e+01, 4.132411154245010465e+01, 3.440949289012039003e+01, 2.946233063752196912e+01, 4.223796496268547429e+01, 3.200733807475141646e+01, 2.984098521382379943e+01, 3.232614863508910474e+01, 4.272784831190697474e+01, 3.913255970027720565e+01, 2.943519710365777797e+01, 3.479026462689814281e+01, 3.784120170277567752e+01, 2.653664374551663485e+01, 2.496706491046153076e+01, 2.883688715692036553e+01
