year, NorESM2-MM, CESM2-WACCM, INM-CM4-8, GFDL-ESM4, INM-CM5-0, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, CanESM5, EC-Earth3-Veg, MIROC-ES2L
1.903000000000000000e+03, 4.185245236515792833e+00, 4.083080607632711079e+00, 4.869275543062621558e+00, 4.427810271607842907e+00, 5.241327336369097090e+00, 4.038030110667591543e+00, 4.607672592233320152e+00, 5.099534723461287555e+00, 3.900010260624977132e+00, 4.675032559350907668e+00, 5.172063833072889416e+00, 4.513689110580111574e+00, 4.212889517277191409e+00, 4.219041944071591388e+00, 4.723289327800011428e+00, 4.868612604176258074e+00
1.904000000000000000e+03, 4.317389150464795655e+00, 4.306315984748637860e+00, 4.832619105645044932e+00, 4.137296065237726417e+00, 5.082979609113229991e+00, 4.087729455807729728e+00, 4.798496340877624000e+00, 5.145919833805725041e+00, 3.570871266946072264e+00, 4.460426162010955764e+00, 5.406737467629317173e+00, 4.339710202438252118e+00, 4.274548057574073745e+00, 4.607070149741616660e+00, 4.746954998953576421e+00, 5.195429522335708761e+00
1.905000000000000000e+03, 4.501153792586761071e+00, 4.634077931943681783e+00, 4.781668863308249584e+00, 4.447338092758726269e+00, 4.873135218823716919e+00, 4.311133702008895341e+00, 4.745295987124742432e+00, 5.359519365450843509e+00, 3.849878059020660714e+00, 4.476414599867784005e+00, 5.129434810880071360e+00, 4.576276049063426221e+00, 4.493813995339320577e+00, 4.506274175858832720e+00, 4.455262045355003586e+00, 4.770799499694531320e+00
1.906000000000000000e+03, 4.169879105317749080e+00, 4.322749450725331677e+00, 4.760043869539959616e+00, 4.613989738424437270e+00, 5.038317000263696777e+00, 4.130418710004081007e+00, 4.812577376665082340e+00, 5.350699404072508436e+00, 3.944994106405394163e+00, 4.346904770827566544e+00, 5.247215704053212804e+00, 4.562682708202618009e+00, 4.438091151838335691e+00, 4.452987900181058833e+00, 4.584100200459702457e+00, 5.044454857185149521e+00
1.907000000000000000e+03, 4.364095542530330718e+00, 4.268219594198659372e+00, 4.833385937486104567e+00, 4.678209728009028012e+00, 5.061039982252019342e+00, 4.152283600247969275e+00, 4.839207740041000072e+00, 4.987887678157659543e+00, 4.147906390297631418e+00, 4.490813893431595538e+00, 5.735873685308121139e+00, 4.575855929732521865e+00, 4.657693880319029311e+00, 4.461236839080734207e+00, 4.526284979198601732e+00, 4.806167372866680942e+00
1.908000000000000000e+03, 4.391288131579258902e+00, 4.368882395604832602e+00, 4.814418267905568705e+00, 4.580734023099275909e+00, 4.883392870591522161e+00, 4.062169993092333620e+00, 4.758224131983368466e+00, 5.299182849812728691e+00, 4.042215177126093906e+00, 4.568420591692082589e+00, 5.693633792016681738e+00, 4.614261592493260622e+00, 4.125189573919055164e+00, 4.542913736979016903e+00, 4.520585765390437771e+00, 5.156630645895217135e+00
1.909000000000000000e+03, 4.337820860149379953e+00, 4.238510176269973506e+00, 4.752570773107170687e+00, 4.318403172986927885e+00, 4.951791195808178614e+00, 4.270557869932384953e+00, 4.925421332257987395e+00, 5.175094097736632648e+00, 3.895153887298467676e+00, 4.224353493683280725e+00, 5.548319688198385613e+00, 4.526762862896952733e+00, 3.903960782984222888e+00, 4.414704018853913503e+00, 4.672944640519978599e+00, 5.371658610339664186e+00
1.910000000000000000e+03, 4.229597960494454689e+00, 4.268663195780776576e+00, 4.608491225583295936e+00, 4.476349367427205905e+00, 4.921904586525776892e+00, 4.138193114340102952e+00, 4.935992919392118594e+00, 5.385157173625128912e+00, 3.749394043444862490e+00, 4.143252842513615697e+00, 5.530567569213729939e+00, 4.347835781168153169e+00, 4.495990967859319731e+00, 4.079857107716229336e+00, 4.585805095711456225e+00, 4.878589700559230913e+00
1.911000000000000000e+03, 4.249628494894936104e+00, 4.191518288245436707e+00, 4.736946580481792068e+00, 4.349916156571352666e+00, 5.110959899275389517e+00, 4.004111117947180887e+00, 4.899431127080113413e+00, 5.277395674689665306e+00, 3.914100071534299730e+00, 4.427032280739575221e+00, 5.360832655265745927e+00, 4.405720911969314812e+00, 4.494958525037157315e+00, 4.264938749212273450e+00, 4.761819360273462642e+00, 4.746102090613450564e+00
1.912000000000000000e+03, 4.037385737054671075e+00, 4.155011548211382078e+00, 4.603277787468664783e+00, 4.489533672452305169e+00, 5.077335539232241679e+00, 4.215318484384544817e+00, 5.031363066162364284e+00, 5.107537198377221088e+00, 3.761481121734008948e+00, 4.455082124043169500e+00, 5.068072020806202005e+00, 4.730619104149069720e+00, 4.449986983557166376e+00, 3.922478801277661908e+00, 4.480886303348579958e+00, 4.976840341707230664e+00
1.913000000000000000e+03, 4.027821188733487823e+00, 4.425465495469580901e+00, 4.961325216044381037e+00, 4.680681923620539919e+00, 4.922687747303691630e+00, 4.323950572428184813e+00, 4.898724763776301394e+00, 4.826606520587699123e+00, 3.657792217240836585e+00, 4.475129244042082455e+00, 5.085020358104038962e+00, 4.654926211683959814e+00, 4.372316530054863648e+00, 4.559165544707365569e+00, 4.849771657139467784e+00, 5.206565547118282566e+00
1.914000000000000000e+03, 4.177931087987379222e+00, 4.165688619082828836e+00, 4.808059876295366131e+00, 4.463066044260551202e+00, 5.031501493565758487e+00, 4.128754262768353556e+00, 4.708016649412614996e+00, 4.802162630111792119e+00, 3.875155028965566739e+00, 4.272314335341762082e+00, 5.249623371552815776e+00, 4.315779086940966458e+00, 4.317270020488686022e+00, 4.699594746797745692e+00, 4.864298808881327041e+00, 5.038100544007315662e+00
1.915000000000000000e+03, 3.847260966074898203e+00, 4.476238594462231823e+00, 4.833295707865153723e+00, 4.395131416995028850e+00, 5.086040337956726276e+00, 4.208371720507765090e+00, 4.853601187547636364e+00, 5.047916189671115994e+00, 3.855882958903179780e+00, 4.236037874988910268e+00, 5.232533919305541126e+00, 4.454677421869285503e+00, 4.381074486836702420e+00, 4.484642950603749512e+00, 4.799730785004752143e+00, 4.675925014155080994e+00
1.916000000000000000e+03, 4.209456504366296592e+00, 4.110290945574434751e+00, 4.814532937851645933e+00, 4.393403644772518213e+00, 5.170412354901848140e+00, 3.985615159719490208e+00, 4.825928872020761595e+00, 5.372108810176781546e+00, 4.032850275017276331e+00, 4.404653868036619180e+00, 5.404586485087548020e+00, 4.488489845980516257e+00, 4.261255159794567149e+00, 4.188485736362800971e+00, 4.762660596479126873e+00, 4.817570058820609624e+00
1.917000000000000000e+03, 4.249256113684794833e+00, 4.457943138491248014e+00, 4.741920806329531501e+00, 4.667485073885771385e+00, 5.090219839100253552e+00, 4.389007100990347965e+00, 4.918255982241408475e+00, 5.105914035775994009e+00, 4.012646335899597183e+00, 4.170637699909526930e+00, 5.111354636401413742e+00, 4.509229957036197334e+00, 4.317978681512481209e+00, 4.254469959653650157e+00, 4.566316471141261601e+00, 5.286475875765315635e+00
1.918000000000000000e+03, 4.181741420530856068e+00, 3.984767918023578215e+00, 4.810990610954475777e+00, 4.255598464222626554e+00, 5.175553883743854833e+00, 4.235941456219789458e+00, 4.805023172002496956e+00, 4.997675153355285893e+00, 4.010250326549617661e+00, 4.421378250005541410e+00, 5.298970605067844453e+00, 4.614823384654432203e+00, 4.333169852270524203e+00, 4.496489498110900485e+00, 4.541249093386810820e+00, 5.293663042372015681e+00
1.919000000000000000e+03, 3.957820200401394484e+00, 4.592209303372150941e+00, 4.784878371959589316e+00, 4.008903035661911751e+00, 5.055632226671630036e+00, 3.967328380718058156e+00, 4.971344128951784569e+00, 4.779630846863556215e+00, 3.859101524513264714e+00, 4.226143040410344831e+00, 5.427802431125392957e+00, 4.478218544894047248e+00, 4.345895745826240386e+00, 4.470873196059944377e+00, 4.766044638193013050e+00, 4.968160749631863382e+00
1.920000000000000000e+03, 3.766155172392031680e+00, 4.185809504868577946e+00, 4.664226019565538728e+00, 4.561666443093377765e+00, 4.825552889536895762e+00, 3.797831332600104304e+00, 4.814327794665239857e+00, 5.259218928186637498e+00, 3.773606933565484933e+00, 4.635755812061934655e+00, 5.341456517126723647e+00, 4.381960824367583385e+00, 3.968366162716450152e+00, 4.611565336014435523e+00, 4.587508858934550737e+00, 4.744890078394308652e+00
1.921000000000000000e+03, 4.134708154946403980e+00, 4.144529217086914130e+00, 4.790431547921806477e+00, 4.585642322233390189e+00, 4.942742664349987436e+00, 4.145976644989789683e+00, 4.926110963650113916e+00, 4.821318194811047064e+00, 3.891457503031427123e+00, 4.154576063895391691e+00, 5.269312156946938330e+00, 4.692330087100168079e+00, 4.417792291329472931e+00, 4.275926250822978503e+00, 4.609411104528211567e+00, 4.759199458028176011e+00
1.922000000000000000e+03, 4.209132712733607562e+00, 4.350320278008111607e+00, 4.801802997561160247e+00, 4.334642159483601986e+00, 4.968110298443860096e+00, 4.131065420001363009e+00, 5.031437161674323200e+00, 4.879626492967256368e+00, 3.944188905718545080e+00, 4.201225613601271114e+00, 5.690837693205618386e+00, 4.650400466926456033e+00, 4.372885277280996519e+00, 4.576345826553011698e+00, 4.661060477196719454e+00, 5.019991530949456937e+00
1.923000000000000000e+03, 4.116824974886987398e+00, 4.186089613097486506e+00, 4.901011725829965471e+00, 4.084635212234479340e+00, 4.933396693635391905e+00, 4.149172434686866140e+00, 4.846633923403695476e+00, 4.858273595445930404e+00, 4.114235140899590526e+00, 4.541842100355472311e+00, 5.325898919187915581e+00, 4.412512866264133748e+00, 4.189374722633359305e+00, 4.283993329752835422e+00, 4.736780189292565169e+00, 5.031975763837849946e+00
1.924000000000000000e+03, 4.224417432293667396e+00, 4.417334409306494791e+00, 4.851273579454687734e+00, 4.450031452292994238e+00, 4.922820701136442878e+00, 4.184493147918995071e+00, 4.879070360391437156e+00, 4.994279512096396978e+00, 4.077125670155605341e+00, 4.322245698238408096e+00, 4.930903261726254705e+00, 4.409126168485848929e+00, 4.177724403232931039e+00, 3.855249471568926278e+00, 4.788756410281556519e+00, 5.211070707346190822e+00
1.925000000000000000e+03, 4.222679214215236954e+00, 4.283514189411284256e+00, 4.475779764095646485e+00, 4.296019714758499752e+00, 5.045766296754360170e+00, 4.098426702466566596e+00, 4.817930244849590871e+00, 5.230472919437046286e+00, 4.023373754516343048e+00, 4.540633626966842584e+00, 5.177842251121609785e+00, 4.570773353100340941e+00, 4.352363360420229199e+00, 4.289565273831094316e+00, 4.564787295501826492e+00, 4.750404530515017321e+00
1.926000000000000000e+03, 4.149526770327465641e+00, 4.406097868998105405e+00, 4.705751148536705841e+00, 4.571898819641748268e+00, 4.912864323532199151e+00, 3.930868486695951791e+00, 4.913290454912087490e+00, 4.889375291600898343e+00, 3.850968892576141389e+00, 4.466782030474173659e+00, 5.014426645103248426e+00, 4.599699043320628178e+00, 4.319400362566998552e+00, 4.665226130679762662e+00, 4.585377318845591965e+00, 4.862154967080520862e+00
1.927000000000000000e+03, 4.277839794857683842e+00, 4.295903248982524403e+00, 4.601054303702402315e+00, 4.132249602836906455e+00, 5.055288161276155989e+00, 4.015683753902964170e+00, 4.749340839124585933e+00, 4.977905111370531266e+00, 3.908337428730694452e+00, 4.389813543267226059e+00, 5.213190737419708398e+00, 4.506735584162165686e+00, 4.212858933970058395e+00, 4.614923728180968077e+00, 4.736647816113132237e+00, 4.946031133772804900e+00
1.928000000000000000e+03, 4.480259632370453993e+00, 4.421723114335197380e+00, 4.780869236542098832e+00, 4.177939354950007456e+00, 5.136539287822802891e+00, 4.211738353523306166e+00, 4.629955002521527696e+00, 5.224382695502926666e+00, 3.929821275732189090e+00, 4.271566093622841009e+00, 5.412906671406573444e+00, 4.294264285605478904e+00, 4.331846819324861819e+00, 4.131506496690683150e+00, 4.479033990306208857e+00, 4.915298963964213286e+00
1.929000000000000000e+03, 4.097967791251912573e+00, 4.072561180862135366e+00, 4.870742726914606635e+00, 4.235342396526762698e+00, 5.053275206397510821e+00, 4.339279725211047101e+00, 4.684149351779102410e+00, 5.431676279596692858e+00, 3.931095481598979813e+00, 4.336570098685792907e+00, 5.330863423944421697e+00, 4.498774320069450994e+00, 4.210133778793704096e+00, 4.541423513004791523e+00, 4.863648397534142021e+00, 5.198684278057434938e+00
1.930000000000000000e+03, 4.136043434456834866e+00, 4.267370226140026368e+00, 4.781595425548720080e+00, 4.086111767537499162e+00, 4.821917289482923863e+00, 4.017163641840322263e+00, 5.071419715831440911e+00, 5.177276117225118490e+00, 4.075379194096392155e+00, 4.389320241612918672e+00, 5.355992072728030351e+00, 4.672605871187084148e+00, 4.388276313635564918e+00, 4.379410750530985830e+00, 4.613773739348011382e+00, 5.061681845897560983e+00
1.931000000000000000e+03, 3.862331840079233025e+00, 3.979352803849520281e+00, 4.736703364250621995e+00, 3.877767931845381710e+00, 4.801566845110674997e+00, 4.195633332273329685e+00, 5.067404116538010150e+00, 5.505436043500472110e+00, 3.961612758169602788e+00, 4.511526514473423788e+00, 5.131004037388892769e+00, 4.564790654423056537e+00, 4.394589807618366706e+00, 4.421506847992071165e+00, 4.795407489121677358e+00, 5.093053883467676179e+00
1.932000000000000000e+03, 4.185391874924521360e+00, 4.323768664561900010e+00, 4.659749889429970260e+00, 3.632372784054286541e+00, 4.966413766755736425e+00, 3.991333875960553002e+00, 4.729278537972994023e+00, 5.127237904483139985e+00, 3.904265794687420410e+00, 4.382053765917373944e+00, 5.332891022993086594e+00, 4.518075220654590218e+00, 4.188434905748472659e+00, 4.317633513486022423e+00, 4.929162082125497335e+00, 4.988946783991409006e+00
1.933000000000000000e+03, 3.942266012639936257e+00, 4.459215747380770090e+00, 4.763301773611140710e+00, 4.244683685890205282e+00, 5.220092176386829763e+00, 4.120398880170341727e+00, 4.432501542123477911e+00, 5.422151179773800678e+00, 3.804286794265637539e+00, 4.476505820337919772e+00, 5.271620107040198455e+00, 4.472109088902949559e+00, 4.149910211607528154e+00, 4.460675726789767204e+00, 4.624334276401047994e+00, 5.032281543291148296e+00
1.934000000000000000e+03, 4.008212129855244221e+00, 4.167261550446583307e+00, 4.820609585507823702e+00, 4.620456032491621734e+00, 4.994428488943476019e+00, 3.833347121048566564e+00, 4.907963715472662969e+00, 5.220139559408894847e+00, 3.901590957928026349e+00, 4.231489882620739884e+00, 5.306152846646763344e+00, 4.499473252416860802e+00, 4.486467076707429946e+00, 4.336550718918950942e+00, 4.388851118923227546e+00, 4.857014928947231525e+00
1.935000000000000000e+03, 4.278449873320048447e+00, 3.840737776315884311e+00, 4.962628059883508413e+00, 4.505098567218395189e+00, 4.886812494193380374e+00, 4.088881552444960654e+00, 4.709870676549300583e+00, 5.333752693863601735e+00, 3.865823640662564120e+00, 4.284041031381783604e+00, 5.192323760408831035e+00, 4.535383184767519893e+00, 4.173467957592942312e+00, 4.281029707067302681e+00, 4.630074014906644386e+00, 4.959252754759166493e+00
1.936000000000000000e+03, 4.103130796778043710e+00, 4.331115063586600478e+00, 4.767143004744435864e+00, 4.392790304788470657e+00, 5.063212904086041632e+00, 3.970993090770059908e+00, 4.666760327401455299e+00, 5.195071863650647437e+00, 3.923183165197775324e+00, 4.313637942349545007e+00, 5.406145862538272340e+00, 4.426421440872847057e+00, 4.199673092943649877e+00, 4.553766347898066336e+00, 4.396742453633528669e+00, 5.193110526348597489e+00
1.937000000000000000e+03, 3.847939388162504137e+00, 4.583971554144096849e+00, 4.868617786845880424e+00, 4.259145744876230211e+00, 5.037392306189260260e+00, 4.111528589022696245e+00, 4.817127043887252213e+00, 5.350556596836211654e+00, 3.676842379671549033e+00, 4.468318525080885451e+00, 5.581524177569185063e+00, 4.425850952330653953e+00, 4.481986164982709298e+00, 4.422487707078717634e+00, 4.640441648159108645e+00, 5.180941005001934663e+00
1.938000000000000000e+03, 4.078842689295208324e+00, 4.107004671263229767e+00, 4.963434632761548393e+00, 4.398826719062602919e+00, 5.190693897065889573e+00, 4.093997937902478235e+00, 4.798311723049783595e+00, 5.101957870797063421e+00, 3.917273067472052617e+00, 4.531240958644658257e+00, 5.322975509493321766e+00, 4.596904648258056447e+00, 4.142519669706270946e+00, 4.418618700575751568e+00, 4.152358597562949782e+00, 4.969801915291636618e+00
1.939000000000000000e+03, 4.008098936788383249e+00, 4.511321073826688455e+00, 4.835465408021859091e+00, 4.100335233352948805e+00, 4.975965447750039239e+00, 4.299502374716078990e+00, 4.894455617037525741e+00, 5.169529041131784908e+00, 3.690406624299898741e+00, 4.234464666668875665e+00, 5.399993328318827501e+00, 4.292848784125607331e+00, 4.263893377524178518e+00, 4.339616291323603825e+00, 4.531677474311511133e+00, 4.833666464389268391e+00
1.940000000000000000e+03, 4.099932025493852272e+00, 4.357841597346731710e+00, 5.033678412400043101e+00, 4.282836351072217163e+00, 5.008203617339366254e+00, 4.090289402802649299e+00, 4.769012417110775282e+00, 4.954986614687486579e+00, 3.761404622656161933e+00, 4.694753424877644576e+00, 5.452565700145506788e+00, 4.258703390849654546e+00, 4.352175893320950451e+00, 3.972033088576563120e+00, 4.588538535363434256e+00, 4.593838918324830267e+00
1.941000000000000000e+03, 3.934877322438457892e+00, 4.266883547620031969e+00, 4.776638193327878312e+00, 4.546666856917267907e+00, 4.870157804899527321e+00, 4.257173209450821894e+00, 4.787256727320887251e+00, 5.297527630027655476e+00, 3.839220256098678785e+00, 4.208303901505252576e+00, 5.288031309230165178e+00, 4.511102401810801688e+00, 4.322905640383558179e+00, 4.369096116408927699e+00, 4.588603427908399368e+00, 4.932816399331194646e+00
1.942000000000000000e+03, 3.996570312424783555e+00, 4.211468027133352443e+00, 4.950373131105870073e+00, 4.406431267831339760e+00, 4.888317362997077531e+00, 4.339116388689721937e+00, 4.763945916296593808e+00, 4.916813472733629453e+00, 3.863106205777781188e+00, 4.451764666397522774e+00, 5.375853662428416335e+00, 4.424450236587743390e+00, 4.120835321169272092e+00, 4.590847823540804562e+00, 4.747012323193355421e+00, 5.259584400549450756e+00
1.943000000000000000e+03, 4.216967869779527867e+00, 4.113305171230895674e+00, 4.926319537449391994e+00, 4.037108430327980280e+00, 5.074610576380856664e+00, 4.063356157938043722e+00, 4.865346228258421668e+00, 5.318370699760703424e+00, 3.994413836512614502e+00, 4.567264038912405510e+00, 5.353227516142206710e+00, 4.360693506807752584e+00, 4.235217326283990502e+00, 4.263735825469070484e+00, 4.562502177339543330e+00, 4.977917312303095976e+00
1.944000000000000000e+03, 4.040467943746738122e+00, 4.262716159464268628e+00, 4.970240408989726077e+00, 4.211338376501895020e+00, 5.067501347029926606e+00, 4.014720900560606154e+00, 4.766693283909839707e+00, 5.359102766939241924e+00, 3.713554267505777329e+00, 4.491005247024329350e+00, 5.335855926171372055e+00, 4.532142889788842943e+00, 4.245049791165628861e+00, 4.163982057244868251e+00, 4.718562414179817921e+00, 4.722171686119665424e+00
1.945000000000000000e+03, 4.039771656809188372e+00, 4.630318541591095460e+00, 4.813894496654215871e+00, 4.623028848564390891e+00, 5.054393221787399249e+00, 4.011693693247079473e+00, 4.857844674353152037e+00, 5.239912874810512378e+00, 3.960885354636830336e+00, 4.253673669908712540e+00, 5.228613489006483483e+00, 4.437785372406938933e+00, 4.429581707663209578e+00, 4.277465902470212633e+00, 4.750369688877825070e+00, 5.211977633897561191e+00
1.946000000000000000e+03, 4.333879481677286094e+00, 4.150670035579834050e+00, 4.760942260415102822e+00, 4.555233040664087518e+00, 5.219573738189581036e+00, 4.049057576871437192e+00, 4.914531802517780434e+00, 5.363921042413959839e+00, 3.494077691780228090e+00, 4.296103372766833850e+00, 5.208601486677085113e+00, 4.411524510078484340e+00, 4.417885453841837062e+00, 4.108512822384276397e+00, 4.658132480428730737e+00, 5.208959338462872068e+00
1.947000000000000000e+03, 4.497262915537440620e+00, 4.233269926026739682e+00, 4.516664930956632240e+00, 4.207587425761612820e+00, 5.045888262363584786e+00, 3.806807375702520257e+00, 4.805093831999750265e+00, 4.699203292289984901e+00, 3.953078896464245595e+00, 4.423904188943196480e+00, 5.149028122857763456e+00, 4.276797342984852257e+00, 4.279130094087965297e+00, 4.142402798149183774e+00, 4.684137846598413368e+00, 5.030047731343320727e+00
1.948000000000000000e+03, 4.128934326450030667e+00, 4.510106389278267791e+00, 4.684624339117214653e+00, 4.454808476220648572e+00, 4.666899964689725344e+00, 3.999386973836061010e+00, 4.910512445062361842e+00, 5.141204123175914908e+00, 3.985369749326685529e+00, 4.173742827823863522e+00, 5.101997280958977754e+00, 4.343662348341601032e+00, 4.015200804535791868e+00, 3.998248923522286002e+00, 4.483403377038259308e+00, 4.956943614674635512e+00
1.949000000000000000e+03, 4.087007552675283151e+00, 4.256127200592948689e+00, 4.881271303031773812e+00, 4.423155473488921352e+00, 5.084617122153670010e+00, 4.160647164577495616e+00, 4.515666632033250139e+00, 5.206901629010525667e+00, 3.929398254767716203e+00, 4.535801728404206479e+00, 5.306853091446546600e+00, 4.462005435230508077e+00, 4.436307937459985418e+00, 4.236667994219804001e+00, 4.539964097329026060e+00, 4.999582831725669863e+00
1.950000000000000000e+03, 3.908967342249360044e+00, 4.447679712581287248e+00, 4.904490728148047651e+00, 4.313310448108636841e+00, 5.012917797718881907e+00, 4.124518416673005561e+00, 4.851703475885015493e+00, 5.334563093072321571e+00, 3.796812221365362561e+00, 4.370867730536407869e+00, 5.485630214981337183e+00, 4.473839294858681370e+00, 3.910325661785597706e+00, 4.277822084119570434e+00, 4.588331773901074051e+00, 4.818291201436527338e+00
1.951000000000000000e+03, 4.011315466233154936e+00, 4.224850687059394261e+00, 4.870795255345465868e+00, 4.652864810227601566e+00, 5.203248139445455500e+00, 4.359170227787136476e+00, 4.630496975476647847e+00, 5.477415973197699905e+00, 3.476430589851770669e+00, 4.366435431083085739e+00, 5.307950676670513346e+00, 4.537629800283121462e+00, 4.339192410508827535e+00, 4.099986618286420637e+00, 4.577972321889696161e+00, 5.022118472926312194e+00
1.952000000000000000e+03, 4.267499078409031199e+00, 4.070186819799387123e+00, 4.834436971396627314e+00, 4.257134036580028535e+00, 4.987125226397689737e+00, 4.038433209987930539e+00, 4.710936092708260858e+00, 5.313340095444011979e+00, 3.989759457004682375e+00, 4.349669704021541072e+00, 4.977214430115848742e+00, 4.599328988020189968e+00, 4.466410774178586784e+00, 4.359326559434389736e+00, 4.660982058466734301e+00, 4.879347365620172461e+00
1.953000000000000000e+03, 4.233003393807385883e+00, 4.474223902800107844e+00, 4.842139704249938781e+00, 3.986052445723743176e+00, 5.215961795856092209e+00, 4.111984341943603738e+00, 4.900385379220518978e+00, 5.014324758683758709e+00, 4.057416050085059567e+00, 4.322120393460118670e+00, 5.580977655908707646e+00, 4.599710795154197562e+00, 4.517103556503669459e+00, 4.456775122251199761e+00, 4.645588506998644007e+00, 5.013352766589273202e+00
1.954000000000000000e+03, 4.043846031498775417e+00, 4.554820643213485454e+00, 4.754123892631949566e+00, 4.431114371115278949e+00, 4.994395027715457402e+00, 3.987250231635952158e+00, 4.780208898222402247e+00, 5.018893290071636315e+00, 3.834481890464600529e+00, 4.462423314999436563e+00, 5.003570447493970619e+00, 4.504768381616942818e+00, 4.230971488172247774e+00, 4.425926523864039730e+00, 4.504342122691982198e+00, 5.328371929936726481e+00
1.955000000000000000e+03, 4.110428487186861268e+00, 4.260602434194047383e+00, 4.753126621625204606e+00, 4.398934019355219327e+00, 5.015438604296615921e+00, 4.000452285656316498e+00, 4.797937823974463889e+00, 4.813350954672166893e+00, 4.085586327620055691e+00, 4.555986105829321176e+00, 5.123263232430929293e+00, 4.424929717907068571e+00, 4.120097766684332363e+00, 4.195234609531270920e+00, 4.513331884390238358e+00, 4.970132549153804646e+00
1.956000000000000000e+03, 4.366760032855088625e+00, 4.379123805381468948e+00, 5.037712785752939126e+00, 4.743218470205577297e+00, 5.104043892421907813e+00, 4.139428691623129097e+00, 4.661283410509653891e+00, 5.035228584412721808e+00, 3.914620354315786699e+00, 4.106703666191576119e+00, 5.378815838157064100e+00, 4.433481933827365218e+00, 4.351738882020273813e+00, 4.181830412214946335e+00, 4.509522225312226240e+00, 4.732256980760657150e+00
1.957000000000000000e+03, 4.399548035036769278e+00, 4.210175212385992793e+00, 4.805792012172290129e+00, 4.291654010433344268e+00, 5.148987657438413024e+00, 3.931553826269587937e+00, 4.758876231628895503e+00, 4.712356294809878499e+00, 3.738679648933992627e+00, 4.443163852585291451e+00, 5.282970855229529583e+00, 4.481770622921557035e+00, 4.411422579624693974e+00, 4.306068839904166445e+00, 4.572706518477108517e+00, 4.973742315055435625e+00
1.958000000000000000e+03, 4.278495360192135166e+00, 3.943984692600228659e+00, 4.703803022593180394e+00, 4.353373806221409126e+00, 4.980483830023444192e+00, 4.083086504955168117e+00, 4.820560084570367998e+00, 4.893526669614419511e+00, 3.671321206746216426e+00, 4.551677189252295364e+00, 5.484366394356168684e+00, 4.476830096182246699e+00, 4.036806711280847004e+00, 4.386640772062080806e+00, 4.602083112515814811e+00, 4.999225379466285091e+00
1.959000000000000000e+03, 4.125743931241573570e+00, 4.302491984248398182e+00, 5.004936262032732230e+00, 4.347700294492465645e+00, 5.230635105582854827e+00, 4.233211831065665898e+00, 4.700260036606497493e+00, 5.070312541442818066e+00, 3.765899519647867955e+00, 4.520788419362452792e+00, 5.213559647304006894e+00, 4.357453430195682209e+00, 4.350523215981517922e+00, 4.403590344465886375e+00, 4.398677971171817802e+00, 5.081056379612538976e+00
1.960000000000000000e+03, 3.888726169458405213e+00, 4.512243468191902807e+00, 4.885183434574255301e+00, 4.289316141291713791e+00, 5.279276945032915336e+00, 4.028826252450961043e+00, 4.765058261538682949e+00, 5.149986476379555533e+00, 3.973966438593999229e+00, 4.471301007537063832e+00, 5.568577096729783626e+00, 4.373266382706688660e+00, 4.472574645810467153e+00, 4.037744520996393582e+00, 4.631773109076371853e+00, 4.821139505980672091e+00
1.961000000000000000e+03, 4.093735976348992445e+00, 4.495042317033200341e+00, 4.998579733141044201e+00, 4.326343395454700591e+00, 4.938716911795654418e+00, 3.988403468332212043e+00, 4.722341398934065460e+00, 5.300666507159965235e+00, 3.935576840845456115e+00, 4.415458656980282726e+00, 5.615852161123778608e+00, 4.425678773888781059e+00, 4.617959275910770600e+00, 4.258747133361694637e+00, 4.750032789032932357e+00, 5.026604137569199438e+00
1.962000000000000000e+03, 4.157667173656035331e+00, 4.306342013109062172e+00, 4.904962290090071342e+00, 4.274480567987970048e+00, 4.720247811287069162e+00, 4.093638455871100312e+00, 4.737139525964572329e+00, 5.019129654161512910e+00, 4.147885955875911357e+00, 4.340227642480620318e+00, 5.218021990598834314e+00, 4.409073921292421261e+00, 4.306669772275612651e+00, 4.726719011721654873e+00, 4.520994504828498073e+00, 5.177052959400069376e+00
1.963000000000000000e+03, 4.364695970505359846e+00, 3.885828301125446860e+00, 4.562409435038992100e+00, 4.119138668086511856e+00, 4.826228723396655873e+00, 4.417332857345513730e+00, 4.706637369758904121e+00, 5.067456588467600831e+00, 3.942527130727935258e+00, 4.245394582476103018e+00, 5.003441734528635720e+00, 4.396759092783643297e+00, 4.299030082233488592e+00, 4.530959483576991964e+00, 4.482975526827677193e+00, 4.916997894134647495e+00
1.964000000000000000e+03, 4.304389164777476573e+00, 4.208504754947207438e+00, 4.862373898900661295e+00, 4.527164701091699328e+00, 5.082578699674758838e+00, 4.251091960338663434e+00, 4.787355798282413311e+00, 5.250452062924868102e+00, 3.938449714748674335e+00, 4.306297145840116691e+00, 5.128525782376627262e+00, 4.250894879970013918e+00, 4.340074112793418593e+00, 3.924697577626333089e+00, 4.570612540785476519e+00, 5.099776733828958797e+00
