year, UKESM1-0-LL, CESM2-WACCM, TaiESM1, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5, CanESM5, GFDL-ESM4, INM-CM5-0, MIROC-ES2L, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR
1.912000000000000000e+03, -4.309053181836014490e-02, -6.999784197397336261e-01, 6.907855377519240836e-01, 5.090844490739747652e-01, -2.964816090225142364e+00, -5.378162533274019053e-01, -1.344562498972007525e+00, -3.825857212228202520e-01, 1.003754534969384826e+00, -5.406211389720780858e-01, -3.087541644508541849e-01, -6.518774628525859649e-01, -3.662525809832204576e-02, 3.444164640542076161e-01, -2.968318000512944477e-01, 2.756020678102095722e-01
1.913000000000000000e+03, -3.312116464709408681e-01, -3.080400045908638917e-01, 1.485004414684669427e-01, 4.763129984764660207e-01, 1.222241443431165031e+00, 1.721788745110409413e-01, 4.070766780667615589e-03, 8.739809844993529087e-01, 1.199558363498847424e-01, 2.982653671735323031e-01, 1.194068920508713605e+00, -2.919455280855679513e-01, 3.060105000044825441e-01, 3.041944639335885658e-01, -1.160134412177158958e-01, -1.391595304843831871e+00
1.914000000000000000e+03, -8.767688423675629172e-01, -8.203182479063944044e-01, -9.527655312538421128e-01, -4.001998254918708864e-01, 1.560608584337729310e+00, 3.712151000622322394e-01, 6.430659083314563818e-01, 8.843605688789669683e-01, 1.112465496197705184e+00, 3.526853727779484249e-01, 1.217067862983318705e+00, -4.745937658835392425e-01, -1.827862815866934110e-01, 9.854257824498376117e-02, -1.435904913014997009e-01, -1.993234628337763881e-01
1.915000000000000000e+03, -8.642015922716844711e-01, -2.992598454337743741e-01, -2.954118830114173533e-01, 1.483178524258766395e-01, 1.029495418798946904e+00, -5.301948938128645678e-02, 5.732729696345434389e-01, -5.665120915585214467e-01, 1.038856444029703646e-01, 1.438586307607307158e-01, 4.217726366873134625e-01, -5.020018345658114889e-01, 3.627806572691306686e-01, 5.558190239249438669e-01, -1.021621037847477050e-02, 5.947596097223778466e-01
1.916000000000000000e+03, -9.728509201468167611e-02, -4.099989866777639103e-01, 1.198622295604082066e-01, 3.087048848507732424e-01, -2.380466256778148992e-01, 1.836821111425972486e-01, -5.415964968975267579e-01, -1.720482304435371201e-01, 1.167263727923243399e+00, -6.018530398425692152e-01, 7.206657363400906791e-01, -4.261997196704182533e-01, -5.915911139329903534e-01, 2.427236983620048236e-02, -5.651393422637250065e-03, -2.535375033227900143e-01
1.917000000000000000e+03, 6.212788411054216420e-01, -2.031480381253600309e-01, -5.340116960814557112e-01, -5.848579273667126044e-01, -4.674828352341399706e-01, -5.148709130923381228e-01, -2.783810090875115106e-01, 3.791484165458793854e-01, 9.091120894581548040e-01, -7.542406745553756897e-01, 3.622520350230985509e-01, 1.335891849162630096e-01, 2.384803987170240891e-01, 6.181024978636184830e-01, -2.375008640938260362e-01, 4.235232391755552328e-01
1.918000000000000000e+03, -3.437153151381260874e-01, -5.889318022071672321e-01, 2.192762016338955233e-01, 4.118023105980032211e-02, -1.324774624678058732e+00, 3.406817038088101601e-03, -1.045564879999794777e-01, -1.101363053656665425e+00, 1.181515651039843906e+00, 2.497432657452511862e-01, 3.772446375636102633e-01, -2.336579421925183697e-01, 2.735873785223857380e-01, 7.595351239098275808e-01, -2.310185288461580888e-01, 6.785013078752633042e-01
1.919000000000000000e+03, -1.374746287421298563e+00, -1.497625756859019552e-01, -1.342859595281373775e-01, -5.319004625884975884e-02, 1.103351037753022679e+00, 6.439710733097280260e-01, 3.012016337696278301e-01, -1.254113428634952232e+00, 1.228591433238708786e-01, 5.219880581485301096e-01, 3.701342518540212123e-01, -1.394496360144473202e-01, 1.962920561058317803e-01, -4.524501713379550094e-01, 3.822311613833725280e-02, 3.491639056777832706e-01
1.920000000000000000e+03, 3.264664388043271304e-01, -3.858901851393323201e-02, -8.022520854256418588e-01, 2.680187947027927176e-01, -4.531652531547445961e-01, 2.028470415772341273e-01, 6.197186573248333330e-01, 3.929055775144986440e-02, -7.022553807168741002e-01, 2.165704737577066885e-01, -2.538060392886305472e-01, -6.906163630575208323e-01, -2.235078291271407058e-01, -5.536776111355877772e-01, -2.713896092416420158e-01, -8.063401355785465574e-01
1.921000000000000000e+03, 3.315182971898832931e-01, -6.890526265209503398e-01, 3.695020742417977622e-01, -4.540926761319017402e-01, -7.886709761798347262e-01, -4.220269935621446256e-01, 1.686734232612790707e-01, -4.136481334440571533e-01, -3.080560422398341200e-02, -1.276589892603812726e-01, -1.916615668260703564e-01, -7.049474570082281399e-01, -2.545244982254993849e-01, 3.461983741466697628e-01, -5.300842732239036126e-01, 2.132293486783694569e-01
1.922000000000000000e+03, 2.119477914948657282e-01, -2.296510711289313222e-01, -7.962013894731410912e-02, -4.591902241061118772e-01, 2.579667737884114853e-01, 8.539283808487139193e-01, 7.600391434942062319e-02, -3.365102887369665896e-01, -2.544342854510337482e-01, -4.008217936093835254e-01, 1.656225523144336242e-01, -1.732961874415890613e-01, 6.538969333105623671e-02, 3.623924067706841834e-01, -4.024297470536720156e-01, 6.268476408521293786e-02
1.923000000000000000e+03, -6.288369877235704397e-01, -2.477096867234315214e-01, -4.682832760083664447e-01, 4.058188225031545415e-01, 2.426947985294587717e-01, 2.961065472274602983e-02, -2.270415814085517681e-02, -7.730841103854968477e-01, 2.460682152176316140e-01, 3.163837869731560004e-01, 2.307917302685761896e-01, -5.581138371640089746e-01, 3.293901272787066459e-01, 4.267988329476775644e-01, -4.111881049495874074e-01, 4.216328555950887291e-01
1.924000000000000000e+03, -9.524491975023740009e-01, -3.637462131257783171e-01, -2.886789867848141844e-01, -8.361398782728468593e-02, 7.656163710375972764e-01, 2.854740544868599739e-01, -2.036142416391216070e+00, 8.388455979618325564e-01, -1.490920040912634414e-01, 1.335796668017822098e-01, 9.634326806255880671e-01, -2.406806171794119154e-01, 3.888835478471510676e-01, 1.180571486259381908e-01, -3.732241245540949270e-01, 3.862014368305148326e-01
1.925000000000000000e+03, -5.226259038377030208e-01, -3.370135533130272365e-01, -3.878724615932666736e-02, 4.140513228254176226e-01, -1.230690990771927895e+00, -5.554352086846471304e-01, -3.863349952694861839e-02, 4.625279490181442021e-01, 5.435444935489647245e-01, 3.458274961078242060e-01, -8.399279289762772160e-01, -4.569876850174470762e-01, -4.446683504422803690e-01, 4.451533746318624973e-01, -3.528776922396104077e-01, 4.508081634223414791e-01
1.926000000000000000e+03, 8.727790239084584067e-01, -7.296143932071685878e-02, -6.997961021301819795e-02, 2.929408812504699297e-02, -1.495914957785118515e+00, -8.414278245546322754e-01, 3.608597032149819528e-01, 3.991130718397240540e-01, -4.714679385973746806e-01, 7.299252364415236005e-02, -1.088593126642612707e-01, -1.924486839501446667e-01, -1.830032736485940614e-01, 7.001486193659632595e-02, -2.665737239182450757e-01, -7.540775065134246169e-02
1.927000000000000000e+03, 9.428754467043513887e-02, -1.396945706496929285e-01, -2.654585107788693388e-01, -6.082670093385440790e-02, 9.888044935416329118e-02, -4.965704991443590233e-01, 9.791247815767218921e-01, -1.192101834896369672e+00, 4.262467374306777024e-01, -1.284986598824303106e-01, -3.016063010594755012e-01, -1.592008695808066754e-01, 1.561581408127830084e-01, -2.311859252692178290e-01, -1.822030891255910223e-01, -2.158464872545412527e-01
1.928000000000000000e+03, 3.942025047015643713e-01, -1.764591199248564599e-02, -7.598940316764327685e-01, -1.696013166604485312e-01, -9.066211231455121311e-01, 2.566632742809999423e-01, -2.201283958317277467e-01, -1.878413954430345756e+00, 3.228748633263620049e-01, -5.263852082174981240e-01, 5.066732689085708952e-01, 2.081287486640981677e-01, -3.043574410460586077e-01, 2.829353228518979302e-01, -4.029271941973900512e-02, -4.025267571935370325e-01
1.929000000000000000e+03, -2.302106820510031737e-02, -4.300884454646149990e-01, 2.220696863651303865e-01, 3.441756092527398225e-01, 7.498984512196762431e-01, 7.260241200942179063e-01, -7.145084693967283795e-02, 4.707965470800414831e-01, 1.837033968947228979e-01, -2.789799968985132717e-01, 9.883383353530116322e-01, -3.222132747683775222e-01, -4.386541163142306798e-01, 6.856386675711884093e-01, -2.425985285199806218e-01, -2.184282255611399298e-02
1.930000000000000000e+03, -1.034609449392478231e+00, -3.528280155972959853e-01, 1.901363124518962999e-01, -1.920636746925279137e-01, -2.166914735871416225e-02, 2.456155001102395749e-02, 3.152001404173729315e-02, -9.756435162896380797e-01, -2.639684729753153936e-01, 1.845111121151911948e-01, 1.242906895477119689e-01, -3.367230922766470957e-01, 3.255978283725962097e-01, -4.802433351054245514e-01, -2.719901934757481543e-01, 4.252182393280380945e-01
1.931000000000000000e+03, 6.647901615423881250e-01, -6.543167273210087620e-01, -5.826439411210374564e-01, 2.457063814859200279e-01, 5.221840897395473302e-01, 1.378211516914056578e-01, -1.058613138523054886e-01, -2.005797544819432954e+00, 1.106429191679000473e-01, -8.850420429151362178e-02, 4.694265743266893276e-01, -7.066510527264395769e-01, 7.637398813856358659e-01, -6.202818218405578565e-02, -7.629850553858680273e-02, 5.163729175850318986e-01
1.932000000000000000e+03, 7.659907253631738078e-01, -3.123558343609671994e-01, -3.771924586427293224e-01, -3.261080373290226597e-01, 6.555775268075406670e-01, 5.327687250709788325e-01, 6.733072288188706178e-01, -3.360035919950976169e+00, 6.881090090676537097e-01, -3.975261691840643041e-01, 2.065681292933000679e-01, -4.960193941848564658e-01, -5.494986818978536691e-02, -3.904236457845737251e-01, -3.974338318119964852e-01, 1.976374820181733272e-01
1.933000000000000000e+03, 3.035845087844487589e-01, -1.550102000738524388e-01, -4.497221587560699674e-01, -1.456971531236744277e-01, -1.119232556840722648e+00, 3.192877366639712555e-01, 6.876869428640372539e-02, -2.270683786170632143e-02, 1.350717523548424559e+00, -1.395877266809141199e-03, 3.505898339042375911e-01, -1.263648178221788987e-01, -1.065624725729442446e+00, 1.340592980827082781e-01, -4.434010696852410116e-01, -8.787862973034921144e-02
1.934000000000000000e+03, 1.772907563887324289e-01, -4.545327114614934882e-01, -4.179840730893963907e-01, 4.234323414697522270e-01, -2.067769317180840449e+00, 3.910900429510582033e-01, 2.253365011693192754e-01, 6.470080125344974675e-01, 1.601474851886648954e-01, -5.953351820201191469e-02, 4.345172921142257394e-01, -5.292186873534306946e-01, -6.987306849007585141e-02, 5.069262570318259359e-02, 1.409856419366448399e-01, -6.532813148501940281e-01
1.935000000000000000e+03, 6.048979180029591118e-01, -6.802897278781437906e-01, 1.447867767446321396e-01, 1.153315486616941360e-01, -4.783766755053338593e-01, 1.064818821706600832e-01, -4.013387154824262781e-01, 1.124917833391659627e+00, -8.423381146403131903e-02, -4.296114518832840345e-01, 9.295498126344436951e-01, -2.666485965314147055e-01, -9.686889594249688262e-03, 3.877047509822063170e-02, -2.379240054505447344e-01, -4.128807595473683589e-01
1.936000000000000000e+03, -7.751397161160200611e-01, -5.513348537104761915e-01, -7.287532326073079547e-01, -1.097182659337835181e-01, -5.888671098145059624e-01, 2.022000935173179914e-01, 4.853826486020916264e-01, -9.895615997297864397e-02, 5.102409885537448897e-01, 1.541985582442163549e-01, 2.752796172076930059e-01, -2.896122104826600596e-01, 1.777851674150024647e-03, -1.531977823004082029e-01, -4.270902032085847622e-01, -2.310413592679686767e-01
1.937000000000000000e+03, 7.590956629573277770e-01, -3.960542934404539693e-04, -5.631507207552844951e-01, 7.586072303585543464e-02, -3.642479575249664703e-01, 1.590727326921760887e-01, 3.105630533136738980e-01, -5.656163253721835371e-01, 5.882822489585541881e-01, 6.528985970071925493e-01, 3.701175071200067390e-01, -1.887639011547118939e-01, 9.426804433964779129e-02, -3.898235316083009053e-03, -2.481398786797183453e-01, -6.031742032222156547e-02
1.938000000000000000e+03, 7.519455916421106112e-01, -3.504854594762795705e-01, 9.286447202649389387e-02, 4.788108606366664466e-01, -3.949254813751637450e+00, -4.634424581699077977e-02, 1.115699395155189261e-01, 6.109885019218106450e-01, -3.669910703894375958e-02, 1.743745774257934589e-01, 7.043142142609660761e-01, -3.353796880115875179e-01, -2.861974167149981541e-01, 9.515387690804676113e-02, -3.462283800880992524e-01, -1.435837782067181656e-01
1.939000000000000000e+03, 4.095509179509030373e-01, -4.114177447923643149e-01, -1.153024964819631959e-01, 1.365869736260243161e-01, -1.656271865282577535e-03, -1.767174412926161009e-01, -6.927490935892729462e-01, -1.192657455439713132e+00, 4.691231442578565058e-01, -2.907413098252682460e-01, 2.318940544990788222e-01, -4.052322607879194766e-02, 1.961014040633675681e-01, 1.109655235712015964e-01, -4.860244873252154152e-01, 7.450866621059734629e-02
1.940000000000000000e+03, -3.618873542199473325e-01, -1.005311846903538392e-01, -1.048214929509676097e+00, 6.602174111736465179e-01, -1.012984656337067094e-02, 1.470927086765899394e-01, -1.115942508760736418e+00, -3.086634589743414980e-01, 4.272178905242654534e-01, -5.899961860817003467e-01, 8.966349667637748544e-01, -2.826361880996857562e-02, -2.933863823009742397e-02, 1.704995521380683610e-01, -1.542745210560836633e-01, -5.619273015158209317e-01
1.941000000000000000e+03, 1.813491285746201831e-01, -5.865151519029916660e-02, -4.218361541903546397e-01, -3.183729653369223866e-01, 4.967301732482662380e-01, -1.414361078766647462e-01, -2.282195548268300955e-01, 3.538442932634927041e-01, 9.336430092496342259e-02, -4.827707963365179822e-01, -2.235239588466311766e-01, -1.251941860020309161e-01, 4.613302364299831648e-01, 5.396314681531824142e-01, -7.579624489605835125e-02, -3.785872273295241563e-01
1.942000000000000000e+03, -8.851633631716040451e-01, -2.683759695388196476e-01, -2.560083053066896097e-01, -5.935981687957335440e-02, -1.906815093822672724e-01, 2.150099152049331566e-02, 6.061254160477135278e-01, 5.986863977622219890e-01, -8.587230208762325345e-02, 1.295334287149212671e-01, 9.563102983023678005e-01, -2.332610630412716435e-01, -1.199056360949240646e-01, -9.374988044607539261e-02, -4.588648914857795802e-02, -2.224854961602678038e-01
1.943000000000000000e+03, -2.023539967848404786e-01, -8.513665532673242442e-03, -7.927561209522760999e-01, 1.013591238508274150e+00, -1.394989438654905767e+00, 7.030088089306407717e-01, -8.009978372008991210e-02, -1.760224037533400843e+00, 9.541951303935548578e-01, 7.567724505396348222e-01, 3.121073742818378793e-01, -4.747784463729815552e-01, -2.372135385660205931e-01, -1.281943217022285531e-01, -1.523544762110327633e-01, -4.848459879419249052e-01
1.944000000000000000e+03, -4.232139210028688647e-01, -1.314863728904001605e-01, -1.833908258624779020e-01, 3.630965972601254421e-01, 1.313474133028690316e+00, -3.411084056400978670e-02, -1.067390602558168977e+00, -6.889816827275817568e-01, 1.475472443507985121e+00, 3.769229668532291244e-01, 8.448437936977944984e-01, 1.096362518867371044e-01, 7.667491082703258021e-02, -4.627356961266818614e-01, 1.596451339873852238e-01, 3.316887522609279215e-01
1.945000000000000000e+03, 7.157447128484479837e-01, 2.479952303641252132e-01, -6.484034175466275585e-01, -3.129651384526289104e-01, 5.098251555774470090e-01, -4.613902044621109311e-01, 1.509853225370692831e-02, 7.552101070365153657e-01, 6.990369915275006507e-01, -9.837818648485483486e-01, 2.879657833124922295e-01, -2.676728141342296641e-01, 1.352890438987649768e-01, 1.811779014832912427e-01, 1.016930186387504376e-01, -3.516760070092371793e-01
1.946000000000000000e+03, 3.978273063690115907e-01, -1.756972528847575987e-01, -1.529167795371258742e-01, -9.503439168785077218e-02, -8.626471190989090654e-02, 2.504408351523271792e-01, -9.945663239122576327e-01, 4.180202816569359436e-01, 1.323500232386080722e+00, 6.320082018739323071e-02, 1.941103766196266567e-01, 9.229268870320829488e-02, 2.321229100313760008e-01, 6.063941796601083484e-02, -7.480610016911677651e-02, -5.965508217838485505e-01
1.947000000000000000e+03, -6.208325120097654137e-01, -2.382502795834023357e-01, -8.940388452369576466e-01, 6.133205510674143435e-01, -1.462472769856326404e-01, 8.599779299777488006e-02, -2.864132762727414350e-01, -2.604649076533822605e-01, 3.908696292939514150e-01, 5.791494762571275379e-01, -1.676066652795076051e+00, 3.703070434350138607e-01, 3.374842253945727066e-02, -1.109598704740756281e+00, -1.280581426959457869e-01, 2.427737025629268797e-02
1.948000000000000000e+03, -8.813984529218383823e-01, 4.394065368406172567e-01, -3.871582828589031910e-01, -2.536251855594799931e-01, -1.582985248768694841e+00, -5.962125618675216954e-01, -8.885162575587676193e-01, 3.564496488307219435e-01, -1.207499044653791431e+00, 4.700057075094461467e-01, -8.113104968882360879e-01, 4.734292187692982351e-02, 8.519293597936648810e-02, 3.084949095394297069e-01, -2.715678469803954331e-01, 6.774336139294127035e-01
1.949000000000000000e+03, 4.451033014477523975e-01, -1.126119019319667680e-01, -2.763630654232593353e-01, 1.192095153821402242e-01, -1.281068664494147802e+00, -3.426173975510830028e-01, -1.231327017853660166e+00, 7.127103497434583712e-01, 8.029497094964594961e-01, -1.739439425033537448e-02, 2.221567517883144549e-01, 1.082919999323603971e-01, -8.879535004626318839e-01, 6.284538325030534223e-01, 1.294001812547653507e-01, 5.041381914684411880e-01
1.950000000000000000e+03, 8.181052515961109162e-01, 6.152747031376515352e-02, -1.043763705418992160e-01, -1.050665667036957684e-01, -1.347109819932298114e-01, 6.752934577215073952e-01, 4.624511486102460267e-02, -5.754160996869090994e-01, 1.707451081334754317e-01, -5.038337030093550384e-01, 6.786591312577159307e-01, -2.860771567990738062e-01, 5.420652732580417688e-01, 3.478938552493358594e-01, -4.729817459259666457e-01, 5.592954464552536004e-02
1.951000000000000000e+03, 4.284673434336236930e-01, -4.655611858362241895e-01, 1.315251018714750364e-01, 1.715487460710664325e-01, -1.632271910557098471e-01, -2.536278328690068085e-01, -5.212371696462738679e-01, 1.162907553345041700e+00, 1.230942095957533011e+00, 3.069533630282476055e-01, 3.238701194543248119e-01, -1.721651020069159543e-01, -3.414059231179037979e-01, 4.945331252319545845e-01, -2.351903473092435415e-01, -1.360082923636316332e+00
1.952000000000000000e+03, 5.572046609287228947e-01, -4.595344557400140584e-01, -5.014038877686902707e-01, 2.872855568675226207e-02, -7.085423696554160600e-01, -2.568886124337499410e-01, -4.332182297045709674e-01, -1.573136859812189481e-01, 4.026447494412864758e-01, 4.424838481302982296e-01, 4.858716633309667632e-01, -4.529740456034361817e-02, -4.335101512089403197e-01, -3.357529511231349684e-01, -3.208092336494583474e-01, -2.109161682593060916e-01
1.953000000000000000e+03, -1.545621312952458748e-01, -1.378431332093924266e-01, -1.099797670332851307e-02, -3.487449271229436931e-01, 3.677828060007122535e-02, 6.797210004890232860e-01, 4.638092517717699592e-01, -1.897731815443357561e+00, 1.232278371996705868e+00, -5.805888706721334946e-01, 1.825212437609221861e-01, -9.108795125940225001e-02, -2.134414731032527324e-01, 2.404208381601023736e-01, -4.902836328234430607e-02, 6.357584744372971608e-01
1.954000000000000000e+03, -1.728008110095191396e+00, -3.745145396723223441e-02, -3.095072107990129995e-01, 1.616522198837910818e-01, 5.014287388335771783e-02, -5.821130373063633234e-01, 1.662211293867500717e-01, 5.733476029693180820e-01, 5.124560431999344301e-01, -2.788053844480825050e-01, -3.085551344496421655e-01, -3.816264973242430858e-01, 3.562109714958356377e-01, -7.690823158680288804e-03, 2.368947133919842990e-02, 2.695403317692071643e-01
1.955000000000000000e+03, -8.164150360743009927e-01, -1.589368696581156537e-01, -1.959444048150450202e-01, 9.167340243940939049e-01, -4.362663904483914945e-01, -5.039510396127105940e-01, -3.618967214198354210e-01, -7.499846917862099116e-02, -5.835639108201077230e-01, 1.300858082296097451e-01, 3.206180329982069033e-01, -4.098511122243182481e-01, 4.423144108147487874e-02, -9.098874612000093509e-02, -2.627982011566722398e-01, 6.183673108837105525e-01
1.956000000000000000e+03, -2.248047558413648894e-01, -1.224090336385830202e-01, -4.957319735811449024e-01, -4.882678322519099501e-01, 5.797983268761717213e-01, 3.451203732385017542e-01, -5.772727280963241281e-01, 1.153873309357828170e+00, 2.791462355203336854e-01, -2.680340503785120232e-01, 1.357221432879004430e+00, -2.317059298861842698e-01, -4.806291252504927280e-01, 6.344366380584532950e-01, -1.591829372957543065e-01, 2.721173444049399537e-01
1.957000000000000000e+03, -5.148078505961856122e-01, -1.536578419289272857e-01, -7.190791994080529548e-02, -1.644199068412428577e-01, -6.677844712686981099e-01, 3.726510244599381960e-01, -3.077202241430512797e-01, -4.215006620793831926e-01, 6.546373780824578104e-01, -6.534367363874546975e-01, -3.496590861551823748e-01, 1.716841521892488176e-01, -2.137944977243987354e-01, -4.092970149767874433e-01, 6.454368984588047808e-02, -2.787812699823499080e-02
1.958000000000000000e+03, -9.409760236051983862e-01, -6.344480568549655253e-01, 2.252922253582295420e-01, 4.762883213553818496e-01, -7.213806311656898451e-01, 7.079560065336423236e-01, 3.281086575242019854e-01, -3.875287536002646749e-01, 1.708002020834172296e-01, 3.271328693858142067e-01, -7.077507604342435643e-01, -1.216750026303651394e-01, -4.412348642319516290e-01, -9.657719975618181407e-02, -3.398280296502037556e-01, -3.626250891557101230e-01
1.959000000000000000e+03, 3.571353788315649314e-01, -3.055051610993906874e-01, -8.800457208177646651e-01, 4.044777571785411752e-01, -7.192431160686885150e-01, 2.231085725940800957e-01, 2.387158128717083438e-01, -1.883764677734031390e-01, 1.250270865322143710e+00, -7.518127884831121710e-02, 1.170819909234675382e+00, -1.316185893190302547e-01, -2.225303361617370079e-02, 8.222879356066587668e-04, -4.937253416850582166e-01, -4.874707828913568686e-01
1.960000000000000000e+03, 3.488985640581671044e-01, 2.663003852262902926e-01, -1.856381043358201477e-01, -3.514696538415629790e-01, 5.443755678059742920e-01, 7.580824037881204180e-01, -3.340555183950186802e-01, -2.758476563091292189e-01, 9.746089904013129912e-01, -3.801041610799522075e-01, -3.152675231993504745e-01, -3.571928021098577100e-01, 2.410606238278963920e-01, -2.065813498165382234e-01, -2.002555057284429729e-01, -1.968374096821804975e-01
1.961000000000000000e+03, 6.139042791446822633e-01, -6.591638435478178737e-01, 1.472953221823281589e-01, 2.905193711836396298e-01, -2.675439593583675002e-01, 3.130037544305382391e-01, -8.859701466831155781e-01, 4.735971504011521893e-01, 6.428188344426967182e-01, -7.313647201477879722e-01, 8.869898542062150115e-01, -1.020519899448361523e+00, -3.724766884671270595e-01, -2.807679991731415470e-01, -6.111477290165491238e-01, -7.149575268425657770e-02
1.962000000000000000e+03, -8.455381579289577010e-01, -6.065204898364427999e-01, -7.623433332364426551e-01, -1.138150971855517168e-01, 1.469355994600125281e-01, -7.418332135506439107e-01, 2.923908116862007911e-01, -7.819415387930548356e-01, -1.391056613588411706e-01, 5.976847804057812408e-02, 1.127615806739890481e+00, -8.121496954597517970e-01, -5.514404394828528178e-01, -7.027326087633189305e-03, -6.707813667061894858e-01, 3.841995623539243843e-01
1.963000000000000000e+03, 1.789996272858894732e-01, -9.214642286064582688e-01, -1.973850955421478648e-01, 1.129543420485093902e-01, -6.346005147874237418e-01, -2.534696540991430158e-01, 1.168298393873134389e+00, -7.840578080357366586e-01, 1.426492399997595362e+00, 8.805496129072968303e-01, 1.034262774491495174e+00, -4.473208215147074784e-01, -1.226021781560418245e-01, 6.787077341480697301e-01, -3.971896216368557830e-01, 7.194347039587927206e-01
1.964000000000000000e+03, 1.291612487199996329e+00, -6.773129415328623670e-01, -2.596365358072318386e-01, -5.748029015002420949e-04, -7.365455508482153801e-01, 3.063903524376963006e-01, -2.412248052380616403e-01, 8.642321225847180433e-01, 8.795817238423582207e-01, 5.392422577149174057e-01, 1.733642014277674948e+00, -3.179200940700251388e-01, 3.725390766251045482e-01, 9.084410254481010277e-03, -3.708944398440143786e-01, -2.143369356644827251e-01
1.965000000000000000e+03, -6.286023484757727875e-01, -5.017912532300449202e-01, -1.153260328896048570e+00, -8.787585818404207716e-01, -4.571123970446957369e-02, -2.140697251416406599e-01, -1.170036673762571144e+00, 9.644450748612544144e-01, 7.601411438294940481e-01, -3.413086561155712767e-02, 1.294996736271710747e+00, -5.737811031333722722e-01, 4.613099072500273512e-02, 3.936357413882470291e-01, -6.329123889142888038e-01, -3.269484108380786846e-01
1.966000000000000000e+03, -1.195582050918642780e+00, -4.085203034265762478e-01, 4.452492699117717723e-01, 6.598006013778033862e-01, -3.947376803382785515e-01, 1.819728686141823971e-03, -7.817961201366812052e-01, -8.077863404156885307e-01, -4.326938652885971015e-01, -6.033135008587289239e-01, 7.602166700720891512e-02, -6.242637700661247679e-01, 7.992357556044807354e-02, -2.747759733448050246e-01, -7.034582348911606609e-01, -7.878845233530097358e-01
1.967000000000000000e+03, 6.089370536653909705e-01, -8.889866859682441502e-01, -7.002639948761810174e-02, 3.364088652270354196e-02, -1.014558301184358635e+00, 6.216992822438791588e-01, 3.587889486354915447e-01, -1.327721153091115269e+00, 6.715651465201583070e-01, 8.120464388676637557e-02, -1.073152549855455884e-01, 4.114464507459999337e-03, -4.381746460521526720e-01, -5.489349961444465187e-01, -1.731348107143731996e-01, -2.045268722468638056e-01
1.968000000000000000e+03, 4.391169030960265229e-01, -3.376166436027266404e-01, -7.006603087555658416e-01, -6.131741427068935352e-02, 2.407184783075107803e-01, 7.508006640785669372e-01, 1.392644759088362272e-01, 4.324421812331157855e-01, 8.989161660749481753e-01, 3.872226070335525461e-01, 3.839549475597452410e-01, -2.690190230739439303e-01, -2.159238423540150997e-01, 3.206599978767026016e-02, -3.706338149649863190e-01, -5.972100522887095059e-02
1.969000000000000000e+03, -2.009369903198792717e-01, -5.279568602260235055e-01, -2.733774570805911353e-01, 3.142850870556387899e-01, -9.940959426916746722e-01, -8.075326912414843017e-01, 3.676885832481862071e-01, -1.621046377052502430e-01, 2.894769802430166017e-01, 1.198290026468791097e-01, 7.673242134380287016e-01, -5.343591924881796462e-01, -2.063022524228159960e-01, -2.242934954076577780e-01, -3.445053610459871130e-01, -2.732838642482551816e-01
1.970000000000000000e+03, -7.222743379633134175e-02, -3.458231199085291807e-02, -3.637847774115035571e-01, -1.286620859466252598e-01, -5.935671110319838961e-01, 3.541243659450745151e-01, 2.156080113872312076e-01, -1.884117387984398373e-01, 1.295699881550359978e+00, -5.852584580812697501e-01, 7.282116607098091388e-01, -3.312941264867974578e-01, 3.600560104559281105e-01, 5.622035824249747155e-02, -7.133529032113646862e-01, 2.042799366308156728e-01
1.971000000000000000e+03, -6.080143580622712207e-01, 1.395936433772634877e-01, 4.286015749964282306e-02, -4.414394241813841546e-01, -9.003266940634505611e-01, 5.581211035130565490e-01, 1.714771315246719774e-01, 1.844276762853701290e-01, 1.617245623543624111e+00, 3.142855225931083518e-02, 8.408713963842781025e-01, 9.000340705422706089e-02, 4.572797684648310379e-01, -1.093971067005933717e+00, -1.753558360782855874e-01, 5.505311349023519485e-01
1.972000000000000000e+03, 1.085802613955293289e-01, -1.239974849659092604e-01, 2.814659264471319200e-01, 1.152435042029837792e-01, -7.224684796207189175e-01, -4.052514356174145155e-02, -4.367792872057168485e-01, -9.091216699519631961e-01, 7.047906261408224404e-01, 2.465278343086915736e-01, 5.812377796995668033e-01, 4.977739427683034595e-02, -2.210308431676691610e-01, 2.802039363479068013e-01, -1.625199460454523348e-01, -6.700012744611421045e-01
1.973000000000000000e+03, 5.412589589418174141e-01, -2.829483614886571519e-01, -5.081917802987990368e-03, 5.177755758760669291e-01, -6.985477597351991141e-01, -1.110834433440831992e+00, -1.570675771593303960e+00, 3.862261614333660220e-01, 3.152029532556933633e-01, 2.795410514375000210e-01, 1.058830136719414616e+00, 6.783125826453434426e-02, -4.013039483246933492e-01, 2.459197379741962231e-01, 6.014637904105615135e-02, -3.225428008053034534e-01
