year, UKESM1-0-LL, CESM2-WACCM, TaiESM1, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5, CanESM5, GFDL-ESM4, INM-CM5-0, MIROC-ES2L, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR
1.860000000000000000e+03, 7.236617818812816072e-01, 7.326595639637048518e-02, -1.828284424030471311e-01, 1.003810917073535147e-01, -1.126037526430072822e+00, 3.244179180269095575e-01, -5.651699439126343094e-01, 1.326642946397502465e+00, 7.346975602147419737e-01, -3.456013945527137698e-01, 9.088306333993170227e-01, -3.841499039559725936e-01, -4.024158411991033413e-01, -4.625218888902870584e-01, 1.149882848579454608e-01, -9.322956369315231751e-01
1.861000000000000000e+03, -7.922900400531897314e-02, 1.188341724673190603e-01, -4.213525136328662990e-01, 4.350985494614630356e-01, -1.292250809887492968e-01, 5.834969850811926040e-02, -1.260662221105707803e-01, 4.835709243549538017e-01, 6.879933549697637707e-01, -1.266017756684569839e-01, 1.217639706549029199e+00, 3.479252277928578108e-02, -1.322861761987515483e-01, 2.163803865927571013e-01, 1.788933648504788809e-01, -1.075394164213491877e+00
1.862000000000000000e+03, -2.986165047089368585e-01, 2.748398954710918329e-01, 2.379530653807264973e-01, -2.863877632469109535e-01, 5.288264735156126273e-01, 4.257845426861928129e-01, 8.836166640934677297e-01, -1.368524950964953024e-01, 5.597194240347297400e-01, 2.095259014355749794e-01, -2.666100686721903368e-01, -1.915296297537554537e-01, 3.421292228463281293e-01, 2.295595187614684896e-01, -4.037079628389406843e-02, -4.782307190068342262e-01
1.863000000000000000e+03, -4.043660351129889641e-01, -9.666739761151246779e-02, -8.264021561569659946e-01, 5.094050526976816318e-02, -6.982977446818282585e-01, -1.460535432792020138e+00, 6.970263044235512906e-01, 8.122927410914889679e-01, 7.269257490025351487e-01, -9.834937376253054253e-02, 9.545187897895632267e-02, -1.571940472976880443e-01, 2.318437411586974084e-01, -6.660698339470156881e-01, -1.619641581433702293e-01, 3.855551273541604207e-01
1.864000000000000000e+03, -9.775564613275943282e-01, -2.410996137876210074e-02, 1.621308193424404742e-01, -3.428314811836346968e-04, 6.244347621159145323e-01, -1.359915151454290427e+00, 3.880549771571543682e-01, -1.663646814792808293e+00, -4.837523241134494278e-01, -1.131950341895132384e-01, 1.264450045167984926e-02, -5.717349836059704149e-02, -1.067266728752155197e-01, -2.504135700518159147e-01, -4.674096570471169554e-01, 2.608571505856102091e-01
1.865000000000000000e+03, 1.200713348800733909e-01, -7.610909526712376916e-02, -1.026599668898370843e-01, 4.657373040423452015e-01, 1.003938927125992003e-01, 5.726337338191046511e-01, 5.948147036231757889e-01, -9.708525652818157381e-01, -3.376338861698777727e-01, -7.609343821649678929e-01, 8.541348023731095696e-01, 7.696314090511852113e-02, -3.337936700694230097e-01, 3.136083998439318510e-01, 6.488231140855214331e-03, -1.603619626993120773e-01
1.866000000000000000e+03, 1.673421124057084819e-01, -4.426428753885854328e-01, 1.434301458594816892e-01, 2.509734655438338249e-02, -2.966280198314152905e-01, 4.366707116414489387e-01, -8.823265150006438517e-01, -9.542019876487742858e-01, 1.570129853181750912e-01, -3.692316041433598151e-01, 7.246106139312605832e-01, -3.382659964136823794e-01, -4.932878634181830368e-01, -8.430921175066989903e-01, -2.717989484726378302e-02, 2.997054007827305022e-01
1.867000000000000000e+03, -1.964969933966424498e-01, -3.282510352621689220e-01, 1.240392670417573978e-01, 2.423540641367445403e-01, -4.391854432217345838e-01, -1.956082798840811932e-01, -6.037685722308983038e-01, -1.253345519801935648e+00, -2.368192506743697079e-01, 5.759700223515858974e-01, -6.785339628918686250e-01, -6.361108975907134866e-01, -2.523158870708698265e-01, 1.310748282280178034e-01, -2.074447809852741215e-02, -1.100447582111781508e-01
1.868000000000000000e+03, 7.226606652417030818e-02, 9.313125759817962590e-02, -3.487103987574416974e-01, 7.806489242058339828e-02, -8.909927287163702525e-01, -9.034334204684051350e-01, 3.574864508516283346e-01, -4.597396608750591307e-01, -3.441352128174888082e-04, 3.324251893291164106e-01, -5.966051152184328465e-01, 2.316302407791705903e-03, -1.181689353295950623e-01, -2.228795734786352400e-01, -2.221276672604775015e-01, 1.607036493436004299e-01
1.869000000000000000e+03, 8.832683490171939766e-01, 1.185888582595559654e-01, -2.728654611393147543e-03, -1.279734790555294432e-01, -3.181303059906545050e-01, 2.791754241067871956e-01, 6.030139275990238357e-01, 1.497075824291923540e+00, 3.034133315777411410e-01, 3.585709770624715409e-01, 4.000630674173699108e-01, 1.450823886367949289e-01, 1.297901657460557578e-01, -6.206249750820195393e-02, -2.213228055833253438e-01, 1.079130792597321475e-01
1.870000000000000000e+03, 9.559795236710628696e-01, -3.802445632281762494e-02, 2.256354918966496925e-01, -4.219715046168118211e-01, 4.931223252554656905e-02, 8.156009856146846371e-01, 4.377944378884640608e-01, -3.079347483521279183e-01, -8.592681864461609864e-01, 7.343500996831327232e-02, 1.678548445716474991e+00, 8.317074229752402514e-02, 1.637323940646988329e-01, -3.860792548389362366e-01, 4.269043645065299236e-02, -6.617375247052914577e-02
1.871000000000000000e+03, 2.432312175121459363e-01, -2.453009242942461587e-01, 3.935999565921332460e-02, 1.096392162527985020e-01, 5.553551480072614899e-01, -2.029217825830902655e-01, -1.054401483803044243e-01, -1.442469089177447761e-01, 1.285605879983006128e+00, -2.458189576041295010e-01, 3.464743487139148592e-01, -2.024323049373336625e-01, -2.404601702234400104e-03, -4.430896797644341967e-01, -2.250531855088897526e-01, 1.122044486816958647e-01
1.872000000000000000e+03, -7.279948242557156002e-01, -4.248116818438275599e-01, -6.148668500849702179e-01, 6.568749889831140831e-02, 1.157358709500848626e+00, 8.140332226986917233e-03, 5.458553591464568866e-01, -7.376765035699940354e-01, 4.488991384478130398e-01, -5.709243556466042646e-01, -6.026598077007820908e-01, -1.474228311819189008e-01, -3.020316737066428558e-01, 5.129113876455639875e-01, -3.186493882128864086e-01, -1.043590633178351629e-01
1.873000000000000000e+03, -1.596874906364963653e+00, -4.285393572119419181e-01, 1.633074466850053252e-01, 2.531287962363719113e-01, -5.618681816895964021e-01, -6.579977585556279207e-02, 1.348011784053358142e-01, -5.260298784642712944e-01, -1.024811164827575727e+00, 5.620214237546502373e-02, 4.564243448306848916e-01, 4.537924863713692358e-02, -1.877060501209918963e-01, -4.275475396879235834e-01, -4.408889449311765296e-01, -3.629418222221105772e-01
1.874000000000000000e+03, 5.589097649902626808e-01, 3.295900291149512218e-01, 3.866938716814618537e-01, 3.819865905595484779e-01, -8.695725407741737856e-01, -1.253240294631478846e-01, 2.799469777618767696e-01, -3.150012377643880424e-01, 4.153379330588834878e-02, 2.935820017639619861e-01, -6.721372627875504824e-02, -2.175591581713312850e-01, 1.043472337839619624e-01, 4.247284735727576144e-01, -1.235331229239770012e-01, -3.474499541360708266e-01
1.875000000000000000e+03, 4.275233023561751944e-01, -1.829051492223357778e-01, 1.117032453241474238e-01, -3.850421885964617347e-02, 2.474820308611845876e-01, 2.538652076907921273e-01, -2.587785892953546885e-01, -4.931135304467814673e-01, 1.980190715133881840e-01, -1.379115399921107543e-01, -2.151504384305530648e-01, -3.739133431809968378e-01, 3.533440001573117661e-01, -1.269949095482370005e-01, -8.309231412962467256e-02, 7.613183197756674403e-01
1.876000000000000000e+03, 4.582864492860750372e-01, -1.575060601616230516e-01, -5.266967935821665892e-01, -1.455879510081924677e-01, 1.535498963158982377e+00, 4.658986261530747575e-01, -9.599683498354290023e-01, 1.711888644992338948e+00, 4.676541106745298881e-01, -8.098126158819139997e-01, -9.865298726640616689e-01, 4.796720298016487333e-02, 3.556462819571061251e-01, 1.410211948077533806e-01, 8.751267382173487375e-02, -3.551141629140430050e-02
1.877000000000000000e+03, -4.226408244077955456e-01, -1.321848823319497490e-01, 2.890167662199720211e-01, 3.028015868772289676e-01, 8.919069775073388273e-01, 1.014280173632420734e+00, 8.355220426667363254e-02, 8.808805287887332414e-01, -1.517946965820224925e-01, -3.653431925477901299e-01, 6.231537798599847688e-01, -3.779285376344756475e-01, -5.899688252561688939e-01, 2.302909521121923597e-01, -2.604564153552707539e-01, -1.070373473877683362e-01
1.878000000000000000e+03, -1.224239001541665095e+00, -3.135265113912341639e-01, 4.365813473381423004e-01, 3.957140800550681403e-01, -1.237444790060132194e+00, 9.089995689873602291e-01, 2.705565076757487364e-01, 4.435209921766075647e-01, 9.508979612055488626e-03, 2.940796504039622783e-01, 1.036088632149276378e+00, -9.248489141910594402e-02, 1.062757462175917961e-01, 9.236024939052175919e-02, -2.474213695555983195e-01, -8.194945574378724729e-01
1.879000000000000000e+03, 6.531574628378946645e-01, -6.112079972398705152e-01, -2.917366789670850502e-01, -6.403642011752920526e-02, 8.563729331015304536e-02, 2.857195312210331073e-02, 4.857612337801686664e-01, -1.648954405021750280e-01, 2.105423931476315402e-01, 4.418578241503214876e-01, 6.369073383275341005e-01, -6.040384739600171415e-02, 4.928768288110790263e-01, 4.453949733134426880e-01, -1.036000184956164943e-01, -1.142305682597227756e+00
1.880000000000000000e+03, 3.037795992076868234e-01, -1.043984931051207127e-01, 1.251341194028241788e-01, 3.421486715258183903e-02, 1.269574361069322643e+00, 1.364271023499333269e-02, -9.254095781523519193e-02, -4.371306394610135482e-01, 3.212711152077055710e-01, 3.595982191041211529e-01, 2.262174731537167915e-01, -2.431615536325331881e-02, -2.273746748148358088e-01, -6.637658542414746066e-01, -7.063211604497568463e-02, 1.086321413599631441e-01
1.881000000000000000e+03, 4.665360841042565654e-01, -1.804927627882036978e-01, 6.814323531600426920e-01, 1.567827625523044721e-01, -1.265534243328464148e-01, 3.585380626470250354e-01, -4.237811896959989277e-01, 2.377697960988207071e-01, -3.781083721441778622e-01, 1.627250227211558542e-01, 2.591056087029662280e-01, -4.506369930817845648e-01, 1.571946127137946736e-01, -1.211517415695790960e-02, -3.594409339662477665e-01, 6.892373378077524260e-01
1.882000000000000000e+03, 1.891391383426879458e-01, -3.764499278051447462e-01, 3.940049702728450065e-02, -3.981792628585252292e-01, -2.479200161887863185e+00, -5.600781566880358442e-01, 8.747285770746257016e-01, 1.281068080901288431e+00, -6.031008058108426884e-01, 1.259397230199409690e-01, 6.992324949014676605e-01, -3.941376987283360944e-01, -2.311172048836732662e-01, 1.824470474934014874e-01, -1.378997551640080144e-01, 5.969454447006931064e-01
1.883000000000000000e+03, -1.847470079821688371e-01, -2.505029659342669079e-01, 2.170304651657515849e-01, 5.135801859171549300e-01, -5.708276593582645164e-01, -6.315719522117300144e-01, -4.109892365286114124e-01, -1.372796945148870851e+00, 3.929357463907466319e-01, -4.453297188988687705e-02, 1.032943212634528818e+00, -5.635474750222810303e-02, 2.062393143375147730e-01, -2.116167578422642193e-01, 1.035192240406547200e-03, 4.101710534934843028e-02
1.884000000000000000e+03, 4.073816563284982650e-01, -1.304380671054948537e-01, -1.125184078491685558e-01, 6.474744776674848934e-01, 1.710339799908165537e+00, 7.883546668885335063e-01, -1.530826141309304944e-01, -6.026183301065921594e-01, 1.331614978763889345e+00, 6.463149551591571562e-01, 7.138229974973879788e-01, 3.347506107396492903e-01, 3.010959561932410322e-01, 4.047205566366925966e-01, 6.990552168507516151e-02, -9.795886586973531762e-02
1.885000000000000000e+03, 8.748339572614876047e-01, -6.004843275702876904e-01, -1.948857945600904473e-01, 2.149284192069644550e-01, 1.314843179037659682e-01, 8.581672813850281800e-01, 5.322660492916947428e-01, 6.175865849362979221e-01, 2.361657784466943966e-01, 4.155736822742802650e-01, -1.482052549401428332e-01, 1.195386258581682820e-01, 2.364139531549781514e-01, -4.997542762411913420e-02, -1.122156568762319451e-01, 6.358995694625122486e-01
1.886000000000000000e+03, 1.063380345470435362e+00, -4.532369985513667321e-01, 4.418613248665146931e-01, -4.103449133034887675e-01, 8.060402433548516377e-02, 1.470091926456007329e-02, 8.922108506907489023e-01, 9.126541363840807719e-01, -2.594477602936852145e-01, 1.981219837934695416e-01, 5.835150440035843378e-01, 1.466736837603868290e-02, -1.122327100365897584e-01, 5.386765460887642520e-01, -4.111183475943002708e-01, -3.096635436494939442e-01
1.887000000000000000e+03, 8.091667291130193174e-02, -5.481443564967114490e-02, 1.676110827783074408e-01, 3.659165642011714126e-01, -6.595825209083638896e-01, -3.059294301848152764e-01, 3.802464629419136100e-01, 3.557446990117736352e-01, 1.774751392660509075e-01, 2.111167524465605849e-01, -7.406071929857818703e-02, -1.540539299375187077e-01, 1.318840674390076850e-01, -1.727352740891812399e-01, -9.347226849638630430e-02, -7.572548334782224222e-01
1.888000000000000000e+03, -4.739027632150140112e-01, 3.961428511221536802e-02, -9.961326272533525816e-02, 7.184694203685347835e-01, 1.179810925606485483e+00, -9.265849982124370054e-01, -1.667441330318039316e+00, 1.322420415048325137e-01, 9.512791766812488392e-01, -5.544391734661130444e-01, -7.660925337307533667e-01, -4.072766122291882063e-01, -1.603204875315513648e-03, 8.787797180006660103e-01, 1.551964989135264442e-02, -4.000507205280831591e-01
1.889000000000000000e+03, -2.154264534152856847e-01, 1.363307894457988223e-01, 1.991579342463019320e-01, 3.384585390418031609e-02, 6.263744886117355026e-01, -1.506969167826384570e+00, 1.863287963791859514e-01, 8.224770584958183139e-01, 9.835774824329635013e-01, 3.060922346534618588e-01, -1.142720932270761963e-01, -2.603084166775142538e-01, -1.047641542170661827e-01, 6.219622431856099976e-01, -2.700135811807067299e-01, -1.236112227641902178e-01
1.890000000000000000e+03, 5.499334722322152258e-01, -6.165442231255083803e-03, 2.588190176930790232e-01, -2.788181032030447037e-02, -4.263311706976258275e-01, -1.136942208156786815e+00, 6.817129539757721401e-02, -4.559167652383841474e-02, 5.177436497860274933e-01, 3.401148222919376241e-01, -5.202541295096096974e-01, -7.341179631826362517e-02, 2.215738237540803013e-01, -4.636662434333504446e-01, -2.706619849714053672e-01, -4.695079156115872232e-01
1.891000000000000000e+03, -4.234919504553150693e-01, 2.707681351016168040e-04, 1.066153777753867243e-01, -2.303016796327626570e-01, 6.873367043709653901e-01, 8.372633138710132428e-02, 2.810389760148944704e-01, 6.291698543836355961e-01, 2.928799633304812189e-01, 2.820935465113186824e-01, -4.063953477663897335e-02, 1.380296801213175056e-03, -1.450006800041810928e-01, 2.026488446378197639e-01, -6.749574673675289016e-02, 8.686388541771841165e-01
1.892000000000000000e+03, -1.230044381737936066e+00, 6.703701392830437034e-02, -2.160173944242992916e-01, 4.378612502877276547e-01, -5.490881146151473935e-01, 4.513024152758642327e-01, 3.386500679967739957e-01, -5.504077600848561458e-01, 2.988857429088262463e-01, 1.107401949685657833e-01, 4.283990711282675834e-01, -2.853602875049287557e-01, 2.459949436756214136e-01, 1.930665341998205331e-01, -4.871374253312167890e-01, 6.719653026271871221e-01
1.893000000000000000e+03, 7.213375046402566992e-01, -9.664450174555876474e-03, 1.237119043955851871e-01, 3.679382102724166326e-01, 8.237133509303562473e-01, 4.827892498260283882e-01, 5.500113528722389011e-01, -3.600028430164782245e-01, 1.481399965139520714e-01, -6.120751309956110608e-01, -1.251750173300098523e-01, 3.694604702541089136e-02, -7.386303701956860313e-02, 5.145704226690859251e-01, -3.154834552640670142e-02, -2.792729715768744181e-01
1.894000000000000000e+03, 7.875807173997848576e-01, -4.735079009476520807e-03, 4.366036798831444687e-01, -5.315271093627641497e-01, 4.318774923828491707e-01, 8.729794584398467006e-01, -8.175870752142408437e-02, -3.757412098618090890e-01, -4.589534970145441317e-01, 2.117251463776174958e-01, 1.234670933752618494e-02, -1.167741547855418588e-02, 5.797300922049869465e-02, -2.985687609574430024e-01, 4.391021226024025698e-02, 5.048110638274366790e-01
1.895000000000000000e+03, 4.854174813640335824e-03, 1.639186096833070150e-01, -1.816551116728681581e-01, -1.932468912446128340e-01, -3.499349883879663281e-01, 1.887365418989638000e-01, 4.972829417642508215e-02, -1.470882651471579379e-02, 4.373747042818250663e-01, 4.481705595523446384e-01, 1.701421441494080089e-01, -2.713535396250428208e-02, -5.985952126524923811e-01, 6.559461888744723412e-02, -1.680854754635090487e-01, 7.232959816010982035e-01
1.896000000000000000e+03, -3.472245570430524397e-01, 1.937819925960350409e-01, 3.730710030902786856e-01, 6.831640712604296617e-01, -5.131435882866120402e+00, 3.425855220970775439e-01, 6.583481418186178935e-01, -7.571786454040236869e-01, 1.048231545435069023e+00, 3.764591155656036303e-01, 1.284299167266323316e+00, -1.710482550264403045e-01, 4.975346754003268090e-01, 7.064734834825724397e-01, -1.624267075291775386e-01, -3.476913529067165443e-01
1.897000000000000000e+03, 8.227076793738336002e-02, -5.427783419534533138e-01, -3.695156642547531289e-01, 1.027076610739658113e-01, -7.406048350092323540e-01, -4.213705162483629141e-01, 3.393717684188897743e-01, 3.623673747985637350e-01, 9.720696571220226456e-01, -1.100706869023793666e-01, 2.411388576911803472e-01, -3.339351886655884116e-01, 1.493334455721775367e-01, 2.304046711521904114e-02, 1.511417440111501032e-02, -3.576109220394949051e-01
1.898000000000000000e+03, 7.691339433618174515e-02, -2.175162257789341191e-01, -8.209718719683122279e-01, 6.825728373095878432e-01, 5.246380468604290304e-01, 3.588109403947247200e-01, 7.402126026530345682e-01, 3.622266831240781859e-01, 2.457984728552098375e-01, -3.974366571092612377e-01, -7.521713089983181888e-01, -3.486656685588991333e-01, -2.723407496166413977e-01, 3.086661655659962422e-01, -1.824183662470586220e-01, 2.053262781057358377e-01
1.899000000000000000e+03, 5.403112013917079626e-01, 8.389320469327683771e-02, 3.139231222048148862e-01, 2.061711003205580345e-02, 7.871328389881645515e-01, -1.617337718894854004e-01, -1.738023608620214155e-01, -1.106188028237420795e+00, 9.700309910794751023e-01, 2.517334216984075737e-02, 1.592607705495608927e-01, 1.380791360308437042e-02, -9.255082660165550590e-02, 3.542287937544877918e-01, -1.516327093317923203e-01, 7.503834187224547314e-01
1.900000000000000000e+03, 1.132641693647193915e-01, 9.069910477413826999e-02, 5.743814951628086751e-01, -7.238905213060949084e-02, -5.634712686480360944e-01, -5.223100291304673126e-01, -9.667668776766136229e-02, -1.917989941612370686e+00, 3.304397958829333182e-01, 2.973505005712655525e-01, -1.374538673393877197e-01, -1.140543152848209202e-01, -4.763208082869262172e-02, 4.439600777377086804e-01, 2.805260164519433191e-02, 7.494442280242635812e-02
1.901000000000000000e+03, 4.243754676816857141e-01, 1.512649036944645545e-02, -6.249059822778534334e-01, 1.848345109241408546e-01, 1.054958123513207308e-01, -1.285911638428975101e-01, 2.263440042400423902e-01, -4.478594668300180381e-01, 7.668236690416730950e-01, 1.732126779505777370e-01, 7.690345020989933777e-01, -4.211794140315831131e-02, 1.508003489904727878e-01, 8.955605975733841317e-01, -2.888364077202152380e-01, -1.739609602797350663e-01
1.902000000000000000e+03, 2.468842503304266578e-01, -2.023764960426769344e-01, 2.465249436154340612e-01, -2.578995066003589853e-01, 1.439098807015226078e-01, 5.762655132449491235e-01, 9.961294973740830727e-01, 1.706489886451712401e+00, -2.908104993412875539e-01, -5.816961549850168112e-01, 6.790114567469081042e-01, 1.488227020639540724e-02, 4.968641445334273654e-01, 2.693819329668304396e-01, -3.941827439231582186e-01, -4.680832504138649486e-01
1.903000000000000000e+03, -4.625972535044427236e-02, -2.832958873540389333e-01, 6.434770137551296121e-02, 1.699734326663241146e-01, -5.322913286459799442e-01, 3.690227273762748395e-01, -3.953159934260301878e-01, 5.683246598831558360e-01, 1.102467881725690546e+00, 3.565200098145135388e-01, 1.259197378664660860e+00, -4.927766790318199169e-02, -5.576587856329753290e-01, -4.152908425857291252e-01, -2.303413203821111643e-01, -2.604387083478640896e-01
1.904000000000000000e+03, 3.907135413614889474e-01, -4.956094114199943723e-02, -8.646730905452424398e-01, 5.730211876916744274e-01, 1.501677346335200669e+00, 6.875831347794341131e-01, 8.081442907353750260e-02, -7.287459629422584628e-01, 1.352071865655674054e+00, 1.786200657955773208e-01, 7.909786633222282148e-01, 2.156261575368233901e-02, -4.107293881838310762e-02, -4.095874376977558934e-02, -1.262868826173675074e-01, -5.894351253567809978e-01
1.905000000000000000e+03, 5.534253649076678050e-01, 1.775356380695839939e-02, 4.805151673742502627e-02, 2.186551535289001924e-01, -6.158885899017932375e-02, 5.533824145283683382e-01, 2.713149112092724247e-01, -3.428632085827770237e-01, -2.655739595199988479e-01, 2.118236891056399784e-01, 5.198455723425706720e-01, -1.764042105404217964e-01, 1.552986550807690658e-01, 6.931402176064076492e-01, -5.235130593578173758e-02, -5.048534579447230275e-01
1.906000000000000000e+03, 6.219563590333270220e-01, -3.850380480093119062e-01, 6.578036290463916413e-02, -1.324408994777094561e-01, -9.594616770577012455e-01, -1.211105418223623054e-01, 1.497780012092561341e-01, 1.339959416546804005e-01, -1.047334808786378607e-01, -1.032263177893945616e-01, 5.283425973625002214e-01, -2.936758174546958977e-01, 1.961497087688298391e-01, 3.809096903379444732e-01, -1.360818131551126964e-01, 6.659566598825429340e-01
1.907000000000000000e+03, -1.153217687684362919e-01, -2.005497292846791235e-01, -7.559691671886543951e-02, 5.644264517217831845e-01, -1.032128695034333798e+00, 2.093452093655076285e-01, 5.100149400170997938e-01, 1.097578555010894519e+00, 1.123769604801308358e-01, -2.154670029786685814e-01, 1.196251065321493612e-01, 1.319865665414047817e-01, 2.356717772957250823e-02, -3.473394404421413784e-01, 3.906189904909148497e-02, 6.680696983174281289e-01
1.908000000000000000e+03, -2.949764690249420673e-01, -1.987978584162995721e-02, 1.194851738816906928e-01, 6.908790748376971713e-01, -5.728535061323203337e-01, 6.860152974712185880e-02, 7.438006958823532855e-02, 1.423117510881755921e-01, -1.143329697393217007e-02, -3.775848724552916535e-01, 3.994424722319281917e-01, 5.700150786211426873e-04, -2.464108978301369213e-01, -3.112299580156338563e-01, -1.376662196181668574e-01, 1.124042355419680117e+00
1.909000000000000000e+03, 7.189978592843158933e-02, -1.012081086474518055e-01, 7.697377238335727234e-02, -7.312019728126306628e-02, 5.337619953775563086e-01, 3.651937814513920300e-01, 3.246668735335340172e-01, -5.534947030718831984e-01, 3.936700087503726131e-01, -4.767787169684421095e-02, 1.919291413754151410e-01, 4.570544245937398220e-02, 4.100704726055343086e-02, 3.587372910423189953e-01, -4.214614900264900266e-01, -5.668472658763590993e-02
1.910000000000000000e+03, 4.682199620549061247e-01, 3.344782953419428440e-02, -9.258654858428180257e-01, -9.438261871861614027e-01, -1.741845028236915782e-01, 3.166435837532426967e-01, -9.786490817249815510e-01, -2.454946566328558566e-01, 6.732051701881922035e-02, 3.930896143466706127e-01, -1.817157635805545512e-01, 7.334030863572264802e-02, 6.232873890734986766e-01, 3.059469533347081716e-01, 1.705226915654268760e-01, -1.682136125103871338e-01
1.911000000000000000e+03, 2.275332357130546712e-01, -4.819107116518233647e-01, -2.509305820654396113e-01, -2.044798283942711181e-01, 5.132015797984540439e-01, -6.000036051486079547e-01, -3.314614473037905684e-01, -7.054268058525254848e-01, 5.152891208022991609e-01, -2.864190281307542052e-01, 2.200969459118668203e-01, -3.611249971707415907e-01, -1.753564101220126681e-01, -1.706337280910468768e-01, -2.808955630763437794e-01, 1.682683630311051365e-02
