year, CanESM5, TaiESM1, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L
1.920000000000000000e+03, 2.193455479735874860e+02, 1.054307615814064292e+02, 1.040130913584199703e+02, 1.370176797647819456e+02, 2.039156859277164244e+02, 3.505852372353331958e+01, 1.115568123967671994e+02, 1.132039702700394486e+02, 2.869339892965727472e+02, 3.107429853928059060e+02, 1.396525287723755184e+02, 1.346299185893394679e+02, 1.787207982246970914e+02, 1.134007694271100064e+02
1.921000000000000000e+03, 2.193475836870058515e+02, 1.054844345485180099e+02, 1.040325972787673408e+02, 1.370765661942008364e+02, 2.038665146665707368e+02, 3.520659584450297075e+01, 1.115734917859089990e+02, 1.130827278132589555e+02, 2.868540843728426921e+02, 3.113931967869889945e+02, 1.396229967624903736e+02, 1.346836699305354443e+02, 1.787828411775565769e+02, 1.132991297880832491e+02
1.922000000000000000e+03, 2.193454446923204273e+02, 1.054313986709044286e+02, 1.040755936053952269e+02, 1.370882730740216573e+02, 2.038006821742242494e+02, 3.513564984545623560e+01, 1.115866389779440908e+02, 1.131121204610090132e+02, 2.869428522029544411e+02, 3.117174852370052349e+02, 1.395723765983238991e+02, 1.346525756229915771e+02, 1.787954852722724866e+02, 1.131706755432251583e+02
1.923000000000000000e+03, 2.193949966049678721e+02, 1.055110790839032973e+02, 1.041773313176041569e+02, 1.370651551911956290e+02, 2.037611007186399377e+02, 3.486516181368023837e+01, 1.116256964557705942e+02, 1.129689109877439677e+02, 2.869440313963647213e+02, 3.116620984498473490e+02, 1.395134975477596129e+02, 1.346324244298428994e+02, 1.788545562162986755e+02, 1.130899313618702422e+02
1.924000000000000000e+03, 2.192173069750071761e+02, 1.054613549103863619e+02, 1.042312477768958132e+02, 1.370433765575905056e+02, 2.037941379365642547e+02, 3.491883302989357674e+01, 1.116437038316105941e+02, 1.130926374380323978e+02, 2.869372632344374097e+02, 3.111109514052166674e+02, 1.395207772878639787e+02, 1.346553889224979343e+02, 1.789863257428573036e+02, 1.131412337138686723e+02
1.925000000000000000e+03, 2.191822235365764300e+02, 1.054270281696990708e+02, 1.042807915692163476e+02, 1.370280936875436453e+02, 2.038336987582866016e+02, 3.505101449191340635e+01, 1.116535073124898503e+02, 1.133573316151781825e+02, 2.870116209181153408e+02, 3.106021401079602811e+02, 1.394753007578141251e+02, 1.346619378690095346e+02, 1.791481148917447399e+02, 1.132058266185080129e+02
1.926000000000000000e+03, 2.191282422297098833e+02, 1.054575327386771164e+02, 1.042564669919469509e+02, 1.370445046303942149e+02, 2.037460110201785142e+02, 3.509050919612023023e+01, 1.116758465595297594e+02, 1.136395293612050494e+02, 2.869292694462093323e+02, 3.109898954697055160e+02, 1.394677019283649884e+02, 1.346861620647816267e+02, 1.792879886814215808e+02, 1.131159339294155046e+02
1.927000000000000000e+03, 2.191645909382859543e+02, 1.054779089559891503e+02, 1.041967563780740278e+02, 1.370552034382229749e+02, 2.036845445295183481e+02, 3.513362684048674822e+01, 1.116848015324143688e+02, 1.136229525921217203e+02, 2.869596134895708133e+02, 3.113854399071260559e+02, 1.394261039158361086e+02, 1.346667551547750747e+02, 1.795025782726689556e+02, 1.131717920771525741e+02
1.928000000000000000e+03, 2.191703444735319977e+02, 1.055351937485364004e+02, 1.041724504728487659e+02, 1.370243660957256679e+02, 2.036422294344511101e+02, 3.462329025464655530e+01, 1.117218276427040138e+02, 1.136740405885227148e+02, 2.870407616907109514e+02, 3.116129521769974531e+02, 1.393804741708367487e+02, 1.346397519398037446e+02, 1.794990996821642568e+02, 1.132017263014611359e+02
1.929000000000000000e+03, 2.191195071438319815e+02, 1.055632186113092814e+02, 1.042233610026018056e+02, 1.370286644145517698e+02, 2.035529865328788901e+02, 3.468564658996151451e+01, 1.117083892950923172e+02, 1.135682748130884221e+02, 2.869952455287860289e+02, 3.115694312845414515e+02, 1.393751009960511453e+02, 1.346252616506525612e+02, 1.795655358034180153e+02, 1.131683667040072123e+02
1.930000000000000000e+03, 2.190638124130294955e+02, 1.055180822026020309e+02, 1.042805991047088980e+02, 1.370470585623909585e+02, 2.035155189346665452e+02, 3.454640220978551213e+01, 1.116773178119677965e+02, 1.135570371190456740e+02, 2.869884676164633674e+02, 3.110498433555460451e+02, 1.394199254585235792e+02, 1.346560171442119156e+02, 1.796604515951645453e+02, 1.132897572617173125e+02
1.931000000000000000e+03, 2.189648935652975297e+02, 1.054353231890110436e+02, 1.043082012342799345e+02, 1.370493014422329452e+02, 2.034861010591310446e+02, 3.430239531589101176e+01, 1.117193468076467582e+02, 1.137380465878631668e+02, 2.870480678913636439e+02, 3.107405735477498752e+02, 1.393945164535079755e+02, 1.346563562468656983e+02, 1.798906510279407485e+02, 1.133516888655610302e+02
1.932000000000000000e+03, 2.189323652056205844e+02, 1.055180196942761484e+02, 1.043455423849223678e+02, 1.370169444566410277e+02, 2.035131161101496389e+02, 3.378315393022945301e+01, 1.117835221425558245e+02, 1.138684617581491239e+02, 2.870455246090321566e+02, 3.112670723217069053e+02, 1.393504290307450617e+02, 1.346654554171200573e+02, 1.799887477882098210e+02, 1.133677471424422265e+02
1.933000000000000000e+03, 2.188835168542455563e+02, 1.056216708548966494e+02, 1.044558383757109112e+02, 1.370260292703759433e+02, 2.035517419740938294e+02, 3.366907808867929930e+01, 1.118136504128769104e+02, 1.141940836554278036e+02, 2.871247808142171039e+02, 3.116238316126321592e+02, 1.393034872596137745e+02, 1.346580759980566597e+02, 1.800649882296657722e+02, 1.133355855589316263e+02
1.934000000000000000e+03, 2.189026399472103321e+02, 1.055770874608085848e+02, 1.045542251797404560e+02, 1.370497516358931591e+02, 2.034678820657329368e+02, 3.384169848799378144e+01, 1.117713863364961782e+02, 1.141120432518612802e+02, 2.871279087461887798e+02, 3.117811711644365005e+02, 1.392782309226098221e+02, 1.345844676105473354e+02, 1.801916938144869107e+02, 1.133284062367888509e+02
1.935000000000000000e+03, 2.188537644797014252e+02, 1.055540119019973986e+02, 1.046438395951832945e+02, 1.370068349537230006e+02, 2.034295753218005132e+02, 3.411146726399167051e+01, 1.117632277908302285e+02, 1.139807389702475859e+02, 2.870683904324839091e+02, 3.120121977773853246e+02, 1.392725575729095056e+02, 1.345090382877368143e+02, 1.802888137640916000e+02, 1.132976686076816719e+02
1.936000000000000000e+03, 2.188527678221238659e+02, 1.056088325582626055e+02, 1.047225776394527230e+02, 1.369996471282149741e+02, 2.033745385105914352e+02, 3.414526237548086840e+01, 1.117677519148661247e+02, 1.138376766974231202e+02, 2.870227533442177332e+02, 3.117682924700521880e+02, 1.391926721927650306e+02, 1.344672201812895764e+02, 1.803781511869796077e+02, 1.133045936991742479e+02
1.937000000000000000e+03, 2.188951791327347394e+02, 1.057092263779872070e+02, 1.047924000890810419e+02, 1.370163206534965354e+02, 2.033209652207868601e+02, 3.405030325524785439e+01, 1.117656156429216168e+02, 1.138684594114286881e+02, 2.870752384826299135e+02, 3.117601984841642206e+02, 1.390595990384960885e+02, 1.344745917747121382e+02, 1.805084765624241925e+02, 1.133931474576189942e+02
1.938000000000000000e+03, 2.189179226107997636e+02, 1.056417329029747521e+02, 1.048761423974981142e+02, 1.370121443514259738e+02, 2.031923532127806880e+02, 3.410122971201243303e+01, 1.117596591480691188e+02, 1.138870533300124208e+02, 2.871056203474789754e+02, 3.124831201677338868e+02, 1.389681377375063107e+02, 1.344936991519161893e+02, 1.804569316982215810e+02, 1.135096482244425573e+02
1.939000000000000000e+03, 2.189042712072003951e+02, 1.056005785532370282e+02, 1.049169295344775890e+02, 1.370157441454860248e+02, 2.030677014518045382e+02, 3.394032089344447911e+01, 1.117657926465142282e+02, 1.142148678284974039e+02, 2.870973234990128731e+02, 3.129714050159754493e+02, 1.389304405733658996e+02, 1.344742637179203371e+02, 1.805029804318561730e+02, 1.135411835135713972e+02
1.940000000000000000e+03, 2.188545968483634852e+02, 1.056032155505229042e+02, 1.049565836781013672e+02, 1.370024782665654755e+02, 2.029521459495531701e+02, 3.372046654388266518e+01, 1.117684713360981874e+02, 1.143745880193667261e+02, 2.871482261871949504e+02, 3.129910515444271937e+02, 1.388802759959347668e+02, 1.344392527106692796e+02, 1.805091849918915727e+02, 1.133007091188129465e+02
1.941000000000000000e+03, 2.187572573602978991e+02, 1.057434754001082524e+02, 1.050357217542819654e+02, 1.369004114952827820e+02, 2.028523170062574081e+02, 3.374267107277336919e+01, 1.117886297583602300e+02, 1.140972940858728748e+02, 2.871375833409325082e+02, 3.130975642492437032e+02, 1.388343668905863524e+02, 1.343917221736892600e+02, 1.806282220847666622e+02, 1.129147974165316271e+02
1.942000000000000000e+03, 2.187128564734666440e+02, 1.057598438721727376e+02, 1.050425802036524061e+02, 1.368509352431611603e+02, 2.028546460247601146e+02, 3.399666129801764214e+01, 1.117875402512624419e+02, 1.139791266916511319e+02, 2.872832473146907546e+02, 3.129624219179965507e+02, 1.388574205765404486e+02, 1.344065514074123655e+02, 1.806279898297169666e+02, 1.127773446669104231e+02
1.943000000000000000e+03, 2.186911919113308613e+02, 1.057461607380433577e+02, 1.050674651358516343e+02, 1.368932441000989684e+02, 2.027783937378377743e+02, 3.371628379031639611e+01, 1.117918138716837859e+02, 1.138912970733911578e+02, 2.872513514981723688e+02, 3.124665041527428002e+02, 1.388231546123556086e+02, 1.344156850357729525e+02, 1.806602471649253800e+02, 1.128531711526712371e+02
1.944000000000000000e+03, 2.185303408950805988e+02, 1.056710426026344862e+02, 1.051549673623506891e+02, 1.368861177050985702e+02, 2.027242539440916858e+02, 3.348458871435718009e+01, 1.118023597514654455e+02, 1.139497381089596502e+02, 2.871403723316423111e+02, 3.122768333380264494e+02, 1.387857925474655474e+02, 1.343951262895618868e+02, 1.807899243895975303e+02, 1.129915921929206490e+02
1.945000000000000000e+03, 2.184895907690371928e+02, 1.057027165386843279e+02, 1.052032078952158116e+02, 1.369002009055777194e+02, 2.027942806272267831e+02, 3.366235398845458349e+01, 1.118160437819638844e+02, 1.142479587803999692e+02, 2.872242366932579785e+02, 3.124594058165794763e+02, 1.387611484215387918e+02, 1.344066408557095826e+02, 1.808309973626743670e+02, 1.129154053237966906e+02
1.946000000000000000e+03, 2.183902282270713897e+02, 1.057100012287233142e+02, 1.052041274887500180e+02, 1.369031836179740367e+02, 2.027888198803574937e+02, 3.385743306918253381e+01, 1.118329190344289401e+02, 1.143023529760606749e+02, 2.873627824653433436e+02, 3.128010139953964881e+02, 1.387314365360867043e+02, 1.343887725191061122e+02, 1.808372641262680531e+02, 1.129392606209890317e+02
1.947000000000000000e+03, 2.183116513866548303e+02, 1.056669539576388814e+02, 1.052697578546276134e+02, 1.369100528082808523e+02, 2.027935778276376482e+02, 3.385176087035764425e+01, 1.118882241099237973e+02, 1.141014138909284696e+02, 2.874307596357502916e+02, 3.130358476756642290e+02, 1.387921541644156775e+02, 1.343376027126348049e+02, 1.809121511222607808e+02, 1.129796411871546269e+02
1.948000000000000000e+03, 2.181654941730988355e+02, 1.057129836924956692e+02, 1.053165798076841213e+02, 1.369045145937685959e+02, 2.027476524982115507e+02, 3.363818097764847437e+01, 1.119103701076229100e+02, 1.141041049276177546e+02, 2.874162464311763756e+02, 3.126011823211092064e+02, 1.388074202086882281e+02, 1.342775836397684373e+02, 1.810523730861026195e+02, 1.130461535851520978e+02
1.949000000000000000e+03, 2.179306496105447195e+02, 1.056548240062270878e+02, 1.052606326504630800e+02, 1.369172158963329480e+02, 2.026426024481053503e+02, 3.381663056451252203e+01, 1.119310259179366227e+02, 1.143438504226373453e+02, 2.874671893095139126e+02, 3.125565722568026104e+02, 1.387468993052329722e+02, 1.342563226473829445e+02, 1.810597381289743453e+02, 1.130317771499080806e+02
1.950000000000000000e+03, 2.177397013796937415e+02, 1.057385293603259413e+02, 1.052929301416669148e+02, 1.369113859133763356e+02, 2.025882641114430669e+02, 3.356041562133133027e+01, 1.119819127139635668e+02, 1.141660874777728054e+02, 2.874363103422163590e+02, 3.131404792206179195e+02, 1.387283628171907992e+02, 1.342931921474615535e+02, 1.810559479985025177e+02, 1.129715129809227108e+02
1.951000000000000000e+03, 2.175958152180116656e+02, 1.056405753011547546e+02, 1.053729752307055492e+02, 1.369647080846497431e+02, 2.025644515921575533e+02, 3.373809953461450561e+01, 1.120120253529709942e+02, 1.141921777435824765e+02, 2.874447564700014368e+02, 3.135778970274163271e+02, 1.386819364443175004e+02, 1.343196615530963243e+02, 1.811155260233059892e+02, 1.128265237472481033e+02
1.952000000000000000e+03, 2.173905463684663175e+02, 1.055478066846913521e+02, 1.053818210931847830e+02, 1.369573694085931095e+02, 2.025346692482214905e+02, 3.387047778351134752e+01, 1.119895399465548991e+02, 1.140453960411301324e+02, 2.874294749746208026e+02, 3.137504591470444666e+02, 1.386378343786455503e+02, 1.342828628437971474e+02, 1.812026193279254471e+02, 1.128223862768441990e+02
1.953000000000000000e+03, 2.172982678448524325e+02, 1.055315736511848428e+02, 1.054280405753522416e+02, 1.369465766879972080e+02, 2.025061979740007985e+02, 3.355156556134779322e+01, 1.119445264228440635e+02, 1.138893099850054824e+02, 2.874102480335475320e+02, 3.139455687619694118e+02, 1.386235274826487114e+02, 1.342679151143487388e+02, 1.813748509947838272e+02, 1.128593541953508748e+02
1.954000000000000000e+03, 2.172300282517256846e+02, 1.056247992277836829e+02, 1.054953471581821844e+02, 1.368867512013253815e+02, 2.024920031583664013e+02, 3.354610913306393627e+01, 1.119563592956850329e+02, 1.142013734309490474e+02, 2.874793593199519250e+02, 3.132861484390824103e+02, 1.386082332526445953e+02, 1.342844164520091397e+02, 1.814659060706114531e+02, 1.130293970582526839e+02
1.955000000000000000e+03, 2.171364576432176534e+02, 1.056371710246627913e+02, 1.054507242285273918e+02, 1.368179831891634990e+02, 2.024406792546913039e+02, 3.356730065919687434e+01, 1.119882188453780429e+02, 1.142441153399211373e+02, 2.875099035290807592e+02, 3.126433501922880964e+02, 1.385564347454642871e+02, 1.343259862118788135e+02, 1.815880613892979625e+02, 1.130964337587935233e+02
1.956000000000000000e+03, 2.169972220987229434e+02, 1.056046431832435388e+02, 1.054487668651948979e+02, 1.367826768169667844e+02, 2.024265211199726480e+02, 3.370532913112645446e+01, 1.119905321110288838e+02, 1.144716608350435649e+02, 2.873835738713002570e+02, 3.126100896138205485e+02, 1.385224840748967665e+02, 1.343475863091565827e+02, 1.817221106179256651e+02, 1.130580430904780087e+02
1.957000000000000000e+03, 2.168733077885515570e+02, 1.056554748669833259e+02, 1.055081221976306978e+02, 1.367969438011894283e+02, 2.024792585495181072e+02, 3.383873241768009166e+01, 1.119836552961042031e+02, 1.149205287516567182e+02, 2.875357432760937968e+02, 3.127828240341408446e+02, 1.384646156210472725e+02, 1.343530046723396651e+02, 1.818479966653952999e+02, 1.128020173082436202e+02
1.958000000000000000e+03, 2.167231646849720050e+02, 1.056084016202850933e+02, 1.056046739927010947e+02, 1.368256672480888199e+02, 2.024508376218491605e+02, 3.359261846975991261e+01, 1.119372616640663836e+02, 1.150323975615365555e+02, 2.875257360119998111e+02, 3.124841964493530782e+02, 1.384476568437215462e+02, 1.343137823100804553e+02, 1.819493273922965955e+02, 1.127150233309267264e+02
1.959000000000000000e+03, 2.166204618601545917e+02, 1.056692901211165463e+02, 1.056824727574940965e+02, 1.368625551793739419e+02, 2.024440766244003100e+02, 3.356668202195748307e+01, 1.119127531396185447e+02, 1.149406699964408602e+02, 2.875347678175384090e+02, 3.125778882323143648e+02, 1.384762134646448146e+02, 1.343091975275912944e+02, 1.820560309365466480e+02, 1.127482263370499282e+02
1.960000000000000000e+03, 2.164855520295238023e+02, 1.058201266467763162e+02, 1.058042221327185359e+02, 1.368313948014744597e+02, 2.024429327971673160e+02, 3.344457918395999485e+01, 1.118947718237218112e+02, 1.145096018023983078e+02, 2.875629296044603507e+02, 3.128531295971470172e+02, 1.384289071132370168e+02, 1.343346467941715332e+02, 1.821484880873477437e+02, 1.129033717506737418e+02
1.961000000000000000e+03, 2.162929577451563432e+02, 1.057029021351357017e+02, 1.059500968439121209e+02, 1.367828040154190603e+02, 2.024822192408577166e+02, 3.334068386002940798e+01, 1.119043916320214151e+02, 1.144264146512833520e+02, 2.876863137502434142e+02, 3.132701111752411407e+02, 1.383521490239818093e+02, 1.343184573412369502e+02, 1.821796776397382871e+02, 1.128686189743914241e+02
1.962000000000000000e+03, 2.161627265690062245e+02, 1.056738402430227666e+02, 1.060357427819411527e+02, 1.367588258527343328e+02, 2.024764135715112729e+02, 3.332088827200058034e+01, 1.118541975592292772e+02, 1.145919106441905200e+02, 2.876444701691513046e+02, 3.133878300409213580e+02, 1.383206577187470998e+02, 1.342435302880750498e+02, 1.823193277920602782e+02, 1.127637707350201026e+02
1.963000000000000000e+03, 2.161502695910933198e+02, 1.057391329000039519e+02, 1.060529699501778680e+02, 1.367676818768290730e+02, 2.025165082628970197e+02, 3.315290865405806642e+01, 1.118350057296381266e+02, 1.147111031315285743e+02, 2.876824638899421416e+02, 3.133472738170181060e+02, 1.383319350894072102e+02, 1.341601747504203956e+02, 1.823533295097902567e+02, 1.127568819166639003e+02
1.964000000000000000e+03, 2.160936984683824278e+02, 1.057317245821872120e+02, 1.061075939880969088e+02, 1.367964527260998864e+02, 2.025510170348561871e+02, 3.331935431891701427e+01, 1.118380128985240134e+02, 1.150283871480575471e+02, 2.876564243104719480e+02, 3.139716411666712474e+02, 1.383277006896735486e+02, 1.341184216337161104e+02, 1.824270205601921191e+02, 1.127792953752595650e+02
1.965000000000000000e+03, 2.159802891887317173e+02, 1.058871962669599469e+02, 1.062111435582869490e+02, 1.368085947176061268e+02, 2.025112697605128744e+02, 3.346940726336892880e+01, 1.118365241547167415e+02, 1.152339409968773367e+02, 2.877360639787756895e+02, 3.142951297014503780e+02, 1.382700127556185805e+02, 1.341366919615385029e+02, 1.825409535899483160e+02, 1.129063712950252381e+02
1.966000000000000000e+03, 2.158186082276513673e+02, 1.058729331620895948e+02, 1.062405968470473709e+02, 1.367323847006628057e+02, 2.025026510396779997e+02, 3.350553559594965236e+01, 1.118741080954141438e+02, 1.153450023056668101e+02, 2.878290099900821133e+02, 3.137498651632523092e+02, 1.382548304007562763e+02, 1.341765804814765204e+02, 1.827136126765626614e+02, 1.128581371591158842e+02
1.967000000000000000e+03, 2.156938403914950300e+02, 1.057392757793096791e+02, 1.063146569568157389e+02, 1.366830675844032328e+02, 2.024610601378921899e+02, 3.305833225986725665e+01, 1.118812557203059299e+02, 1.152729459620993993e+02, 2.877304925456651858e+02, 3.135572110081056394e+02, 1.382379124124854570e+02, 1.341577259448136203e+02, 1.827231463223896242e+02, 1.128190993714075177e+02
1.968000000000000000e+03, 2.155631850574186501e+02, 1.057419178190530289e+02, 1.064687607203377411e+02, 1.366858891951345072e+02, 2.024320426097389429e+02, 3.306179817810933486e+01, 1.118910696490529801e+02, 1.154021095684708627e+02, 2.878675856179387438e+02, 3.140606705137882955e+02, 1.382033685259815456e+02, 1.341576014424042569e+02, 1.828415585075426009e+02, 1.128214385617356754e+02
1.969000000000000000e+03, 2.154387944202281631e+02, 1.059207290996756541e+02, 1.065808002519013087e+02, 1.367191211663384252e+02, 2.025093755432667422e+02, 3.314562070119974635e+01, 1.118776652353306673e+02, 1.152362884153548066e+02, 2.878756225418189842e+02, 3.142262882446920003e+02, 1.381512342040878139e+02, 1.341700725217390300e+02, 1.829960723639254638e+02, 1.128894121825137518e+02
1.970000000000000000e+03, 2.153979921028254978e+02, 1.058662393770101886e+02, 1.065768306364274309e+02, 1.367416539856369013e+02, 2.024603773009185090e+02, 3.303132807665955539e+01, 1.119014108987076241e+02, 1.150990303406405104e+02, 2.878960365319217658e+02, 3.144311022002799518e+02, 1.380929691194681936e+02, 1.341830511644848514e+02, 1.830474403583207277e+02, 1.128064541290074345e+02
1.971000000000000000e+03, 2.153112860201093781e+02, 1.058246814061688355e+02, 1.066394938208135130e+02, 1.367474488776860539e+02, 2.024356080664229864e+02, 3.307312879607394507e+01, 1.119476017012782734e+02, 1.149207239990961256e+02, 2.879724259698742799e+02, 3.143004969989117399e+02, 1.380722927004813982e+02, 1.342106312890125821e+02, 1.831702734859703696e+02, 1.127499188556228660e+02
1.972000000000000000e+03, 2.152471503397158017e+02, 1.057870965371424319e+02, 1.067575191906820891e+02, 1.367322646493878722e+02, 2.023823051481143125e+02, 3.278444709778126054e+01, 1.119905804798882514e+02, 1.151662957208375815e+02, 2.880138115249488919e+02, 3.142746712550789425e+02, 1.380487469523083064e+02, 1.342355741650233938e+02, 1.833443643539471850e+02, 1.127631918741581956e+02
1.973000000000000000e+03, 2.150775046776081467e+02, 1.058226638402004056e+02, 1.067908849821247372e+02, 1.367791294413350727e+02, 2.022908077707737959e+02, 3.267887418243174125e+01, 1.119722222124323423e+02, 1.152355985894833594e+02, 2.880710769701748291e+02, 3.144366275361786052e+02, 1.380671579623228808e+02, 1.342402255211054012e+02, 1.832505439255337194e+02, 1.127507360911395438e+02
1.974000000000000000e+03, 2.148348093743173024e+02, 1.058305007090560537e+02, 1.067426488368956399e+02, 1.368150147252586066e+02, 2.022196356227959768e+02, 3.277792149665924626e+01, 1.119717686415955882e+02, 1.152005346412152988e+02, 2.881088331052628746e+02, 3.147628213981575414e+02, 1.380412283882788813e+02, 1.342446672645229739e+02, 1.833170802463169480e+02, 1.127718477825352323e+02
1.975000000000000000e+03, 2.145943133986694988e+02, 1.058199192862613103e+02, 1.067818730081440037e+02, 1.368401826767585590e+02, 2.021746566856587322e+02, 3.279587994967458542e+01, 1.120268187877813517e+02, 1.151419838664756696e+02, 2.881524176269330155e+02, 3.154972923074705022e+02, 1.380493573082370915e+02, 1.342260593084141647e+02, 1.834433900092514591e+02, 1.127601729704347377e+02
1.976000000000000000e+03, 2.144068878774724283e+02, 1.057945389226938318e+02, 1.069155611675932960e+02, 1.368188357335509124e+02, 2.021138231215149688e+02, 3.275212259397052605e+01, 1.120756087218451569e+02, 1.151130201033072922e+02, 2.882345844442122598e+02, 3.153325420193340278e+02, 1.380895532819871505e+02, 1.342709589611220053e+02, 1.835190422525000145e+02, 1.126248012927136415e+02
1.977000000000000000e+03, 2.141419529592434969e+02, 1.057971347721058777e+02, 1.070275334210095082e+02, 1.368491512218307093e+02, 2.019804489014137800e+02, 3.243304284672549187e+01, 1.121219381662251635e+02, 1.155845060546474059e+02, 2.883765118000833922e+02, 3.157412053542811350e+02, 1.380802831810385385e+02, 1.342785555025903648e+02, 1.836605454360789906e+02, 1.126072130101478166e+02
1.978000000000000000e+03, 2.138799719977823770e+02, 1.058307450448984923e+02, 1.071022661146356114e+02, 1.369182002097768986e+02, 2.019326593143172204e+02, 3.216387458355397655e+01, 1.121678847933084029e+02, 1.155450456520767375e+02, 2.883653712666692854e+02, 3.157647645892110972e+02, 1.381146983889200044e+02, 1.342734095011320221e+02, 1.837752686241762774e+02, 1.126537308536294830e+02
1.979000000000000000e+03, 2.137382554975258131e+02, 1.058375372163472576e+02, 1.072466618619984331e+02, 1.369069631995223801e+02, 2.019357868457310587e+02, 3.227237237817026738e+01, 1.121943447524670603e+02, 1.157250682744959107e+02, 2.884331707035368595e+02, 3.156738237813987666e+02, 1.381334923469452463e+02, 1.343143260057376551e+02, 1.839605425461664936e+02, 1.126758988588149606e+02
1.980000000000000000e+03, 2.136021916980394053e+02, 1.058710453388291768e+02, 1.073412279289425015e+02, 1.368822246210279445e+02, 2.019434524790216017e+02, 3.253265192478016843e+01, 1.121983430371006989e+02, 1.157323311875826590e+02, 2.884346296403060137e+02, 3.157381907981585414e+02, 1.381446823782418960e+02, 1.343467788557715892e+02, 1.841077104743810082e+02, 1.125401705208514755e+02
1.981000000000000000e+03, 2.133971580334001885e+02, 1.059796622248184974e+02, 1.074156504920602231e+02, 1.369371250090580077e+02, 2.019286650152812399e+02, 3.228421045337189099e+01, 1.121782881006927823e+02, 1.158196901753208721e+02, 2.884990200966931866e+02, 3.159975162287606167e+02, 1.382155755093242533e+02, 1.343716734518729083e+02, 1.841339097267275235e+02, 1.121005471519374481e+02
1.982000000000000000e+03, 2.132243825554068337e+02, 1.060311533919088163e+02, 1.075281184413530582e+02, 1.369521984084346400e+02, 2.018851183165055261e+02, 3.184904666405765283e+01, 1.122299339288429962e+02, 1.160080259125827808e+02, 2.885407093497422011e+02, 3.162600766164184733e+02, 1.382268697617507200e+02, 1.343162441372192291e+02, 1.842280500962024519e+02, 1.119218005317158884e+02
1.983000000000000000e+03, 2.129761914067480575e+02, 1.060832037829522534e+02, 1.076667390929783039e+02, 1.369358455484824617e+02, 2.019430433510599983e+02, 3.195241179432548151e+01, 1.123224622398484058e+02, 1.163368495904259419e+02, 2.886182252718417089e+02, 3.163750533405261081e+02, 1.381697199936753293e+02, 1.343491396072172392e+02, 1.843775063461094703e+02, 1.119908005279334304e+02
1.984000000000000000e+03, 2.128511737457371851e+02, 1.060268109600141884e+02, 1.076676512237571757e+02, 1.369673337670699027e+02, 2.018715089588501144e+02, 3.203082799698232463e+01, 1.123827255092751898e+02, 1.165501161918843280e+02, 2.886530994918670103e+02, 3.163402473365849801e+02, 1.382007700440264273e+02, 1.343976588461297297e+02, 1.845982692981984883e+02, 1.121903988434158634e+02
1.985000000000000000e+03, 2.127522313280130390e+02, 1.059519945923138380e+02, 1.077224048193600936e+02, 1.370365943836970928e+02, 2.018457085060153702e+02, 3.196971589303787198e+01, 1.124792222161046880e+02, 1.163148201894390041e+02, 2.886954666705151453e+02, 3.166613356097687983e+02, 1.382707947294589417e+02, 1.344440539826109955e+02, 1.847519779694957265e+02, 1.123734442904064537e+02
1.986000000000000000e+03, 2.126944859406087005e+02, 1.060143510227198362e+02, 1.078981454806616540e+02, 1.371014017535264884e+02, 2.018321542138310178e+02, 3.211122288113313061e+01, 1.125804105400101207e+02, 1.160064924193679872e+02, 2.887639238809683206e+02, 3.173293527297882406e+02, 1.382743586776927600e+02, 1.345259914668061754e+02, 1.847674339806029593e+02, 1.121624544248022346e+02
1.987000000000000000e+03, 2.126004786659094066e+02, 1.061761099809362037e+02, 1.080621642816495864e+02, 1.371338296210153658e+02, 2.018566398608710699e+02, 3.202009801901730413e+01, 1.126381588390884048e+02, 1.160418138233180088e+02, 2.889037263649743750e+02, 3.172386596584660197e+02, 1.382472903079563764e+02, 1.345872404128720348e+02, 1.849522632571748773e+02, 1.120244531393887968e+02
1.988000000000000000e+03, 2.125298377772873835e+02, 1.062866897622327969e+02, 1.081775183349917455e+02, 1.372300701107080556e+02, 2.019034679240859305e+02, 3.201063757306147295e+01, 1.126424260310479326e+02, 1.160898768222373576e+02, 2.889486329713892587e+02, 3.179274446842561019e+02, 1.383008984904974739e+02, 1.346314345963958203e+02, 1.851397667420770006e+02, 1.121230008620960348e+02
1.989000000000000000e+03, 2.123809631033487335e+02, 1.063344606311320888e+02, 1.082175327400561713e+02, 1.373053213463000191e+02, 2.019187672388375177e+02, 3.212084783557129697e+01, 1.125914250898676698e+02, 1.163955115366045163e+02, 2.890105316135866360e+02, 3.182875524116880115e+02, 1.383725323267160832e+02, 1.346675500724009567e+02, 1.852715920976132224e+02, 1.122947074367032485e+02
1.990000000000000000e+03, 2.123126745308925933e+02, 1.062806614544046653e+02, 1.082231589014801756e+02, 1.373763607464209429e+02, 2.018900243379317487e+02, 3.201393258516444718e+01, 1.125942822985399090e+02, 1.162657036224518237e+02, 2.890044499840317371e+02, 3.180688506824452588e+02, 1.384527927635731714e+02, 1.347499064036688594e+02, 1.853270399919742601e+02, 1.124398939121645782e+02
