year, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, EC-Earth3-Veg, CNRM-ESM2-1, TaiESM1, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, TaiESM1, NorESM2-MM, GFDL-ESM4
1.931000000000000000e+03, 2.587292038799061193e-09, 1.959725949212689250e-09, 1.171355906136966611e-09, 1.834351269466750005e-09, 1.001492797176582849e-09, 1.252294567167724808e-09, 6.570066438827000920e-10, 1.763087488829727353e-09, 1.001492797176582849e-09, 1.252294567167724808e-09, 1.763087488829727353e-09, 2.595835458795951809e-09
1.932000000000000000e+03, 4.407803188055516717e-09, 1.542753112203761427e-09, 1.487349289077234096e-09, 1.710860403671905763e-09, 9.914664701934526073e-10, 1.229826157939018435e-09, 5.364438570105166270e-10, 2.138649852678119455e-09, 9.914664701934526073e-10, 1.229826157939018435e-09, 2.138649852678119455e-09, 4.416688640360262093e-09
1.933000000000000000e+03, 1.494014462408140217e-09, 1.674401294340907045e-09, 1.657886368699175263e-09, 2.587519485015432973e-09, 1.171582617531684045e-09, 1.231372273235758542e-09, 6.868270358021820988e-10, 1.280311865006212573e-09, 1.171582617531684045e-09, 1.231372273235758542e-09, 1.280311865006212573e-09, 1.502988375696995719e-09
1.934000000000000000e+03, 1.521928160324740985e-09, 1.982864858600908009e-09, 9.280110502039527614e-10, 3.467316568567161257e-09, 1.001533970764249185e-09, 1.288417837857382884e-09, 6.084421132883332861e-10, 1.384669740795834207e-09, 1.001533970764249185e-09, 1.288417837857382884e-09, 1.384669740795834207e-09, 1.530954877019547481e-09
1.935000000000000000e+03, 1.360071388038392904e-09, 1.402030324163554620e-09, 1.272245936157681880e-09, 2.367263775003492269e-09, 8.730667144406007188e-10, 1.052094443784256758e-09, 6.911026748114576692e-10, 1.557075621784611042e-09, 8.730667144406007188e-10, 1.052094443784256758e-09, 1.557075621784611042e-09, 1.369219777218634767e-09
1.936000000000000000e+03, 2.291288176063983078e-09, 1.273576515043400457e-09, 1.294940193769261352e-09, 2.539993746752560042e-09, 1.076915357927983754e-09, 1.335769537767540079e-09, 5.679087105765513996e-10, 1.645872549194009491e-09, 1.076915357927983754e-09, 1.335769537767540079e-09, 1.645872549194009491e-09, 2.300678512154133557e-09
1.937000000000000000e+03, 2.039427702566390250e-09, 1.387274057149382167e-09, 1.481599136787103556e-09, 2.633570699993041603e-09, 9.148188623645910507e-10, 1.481852603640605518e-09, 6.563795065258094265e-10, 1.290569317932576924e-09, 9.148188623645910507e-10, 1.481852603640605518e-09, 1.290569317932576924e-09, 2.049093323113013489e-09
1.938000000000000000e+03, 1.351270336924489846e-09, 1.624017980701760013e-09, 1.331117997458784974e-09, 5.080363479836761090e-09, 9.356898756942674362e-10, 1.197089068925874792e-09, 6.412530557574395626e-10, 1.433746019676389770e-09, 9.356898756942674362e-10, 1.197089068925874792e-09, 1.433746019676389770e-09, 1.361056200437612749e-09
1.939000000000000000e+03, 2.489258509545004677e-09, 1.530904728510902984e-09, 1.518920853067562725e-09, 1.855357057787740840e-09, 1.103706681003030115e-09, 1.206382534049604576e-09, 7.799197278895387967e-10, 1.199637755785883448e-09, 1.103706681003030115e-09, 1.206382534049604576e-09, 1.199637755785883448e-09, 2.499224198418438190e-09
1.940000000000000000e+03, 1.697810198477463669e-09, 1.389251894588216876e-09, 1.060537151631263097e-09, 2.459220927154309599e-09, 9.783065207125787844e-10, 1.508200853980972222e-09, 6.865637896057348905e-10, 9.320525621349700473e-10, 9.783065207125787844e-10, 1.508200853980972222e-09, 9.320525621349700473e-10, 1.707879418459486125e-09
1.941000000000000000e+03, 1.937431021855651898e-09, 1.292802403363970735e-09, 1.075157377375222274e-09, 2.136172636122764019e-09, 9.001909282088353824e-10, 1.298124863385854766e-09, 5.691153032736125068e-10, 1.177508216760009571e-09, 9.001909282088353824e-10, 1.298124863385854766e-09, 1.177508216760009571e-09, 1.947224574363575956e-09
1.942000000000000000e+03, 1.550649960421650193e-09, 1.294586424639706048e-09, 1.061719801507180222e-09, 1.982198736551029296e-09, 1.020304590013147889e-09, 1.272674356753470463e-09, 6.281864890501434949e-10, 1.007396689008238565e-09, 1.020304590013147889e-09, 1.272674356753470463e-09, 1.007396689008238565e-09, 1.560136729660672794e-09
1.943000000000000000e+03, 3.107733381331869707e-09, 1.016262633542146093e-09, 1.037617694683978077e-09, 2.812258623369544234e-09, 1.168391226188974226e-09, 1.561272261923291150e-09, 5.466355666936684126e-10, 1.609284678087574980e-09, 1.168391226188974226e-09, 1.561272261923291150e-09, 1.609284678087574980e-09, 3.117108501372814319e-09
1.944000000000000000e+03, 2.102008474435779476e-09, 1.093181380899198977e-09, 7.390935367100447579e-10, 1.605542784196598471e-09, 1.019011589930127878e-09, 1.418699886392614475e-09, 6.265538444069621014e-10, 1.223205659168179793e-09, 1.019011589930127878e-09, 1.418699886392614475e-09, 1.223205659168179793e-09, 2.111110901868431473e-09
1.945000000000000000e+03, 1.726425663203014047e-09, 1.068850673236259745e-09, 8.497856049810041942e-10, 1.843622980485764428e-09, 8.798719943578172742e-10, 1.468418022206768621e-09, 7.202543974998304955e-10, 1.229833277598915345e-09, 8.798719943578172742e-10, 1.468418022206768621e-09, 1.229833277598915345e-09, 1.735261244707228652e-09
1.946000000000000000e+03, 1.754230446007451462e-09, 1.415032434642636276e-09, 8.926747853846596591e-10, 2.135824691339144799e-09, 1.085007615329247232e-09, 1.351748242508145029e-09, 7.378187538628852324e-10, 9.319991526065919269e-10, 1.085007615329247232e-09, 1.351748242508145029e-09, 9.319991526065919269e-10, 1.762819080354289682e-09
1.947000000000000000e+03, 2.060394424654829855e-09, 1.456875178433612196e-09, 8.345648847913551746e-10, 1.954870796091816595e-09, 1.106890132730853713e-09, 1.458809395628786455e-09, 6.964547829289422237e-10, 7.669452125566265592e-10, 1.106890132730853713e-09, 1.458809395628786455e-09, 7.669452125566265592e-10, 2.068827575146364886e-09
1.948000000000000000e+03, 1.281515629514180809e-09, 8.645667073413806817e-10, 1.132473363795184881e-09, 3.170620902949274666e-09, 1.016067170785308725e-09, 1.245734067750801340e-09, 6.217736566237495053e-10, 8.243756057375496642e-10, 1.016067170785308725e-09, 1.245734067750801340e-09, 8.243756057375496642e-10, 1.289876531245027742e-09
1.949000000000000000e+03, 1.510875423610359781e-09, 1.246440591566194764e-09, 7.052856513288211005e-10, 2.144510406829507740e-09, 9.646302861001749631e-10, 1.175132613995778356e-09, 6.274876516598884944e-10, 9.208172744529460567e-10, 9.646302861001749631e-10, 1.175132613995778356e-09, 9.208172744529460567e-10, 1.519109413226030029e-09
1.950000000000000000e+03, 1.735178520348019929e-09, 8.622668144126996344e-10, 1.297708929079091603e-09, 2.237276469332481111e-09, 9.255013149614892877e-10, 1.106442226279066944e-09, 4.900693120676595072e-10, 1.075891015373505306e-09, 9.255013149614892877e-10, 1.106442226279066944e-09, 1.075891015373505306e-09, 1.743357614015530674e-09
1.951000000000000000e+03, 1.509650187297964352e-09, 1.649512181062323469e-09, 1.031053777946285236e-09, 2.093754267767886544e-09, 8.509008678294756701e-10, 1.028033864511088041e-09, 7.005915337883922337e-10, 9.661465417035616297e-10, 8.509008678294756701e-10, 1.028033864511088041e-09, 9.661465417035616297e-10, 1.518464561872653974e-09
1.952000000000000000e+03, 1.993495719384085610e-09, 1.273087153929302831e-09, 1.254377319044908953e-09, 2.404571349229778751e-09, 1.338749450153891146e-09, 1.121150076396559865e-09, 6.440629836821930344e-10, 8.371343536524234645e-10, 1.338749450153891146e-09, 1.121150076396559865e-09, 8.371343536524234645e-10, 2.002993704915344051e-09
1.953000000000000000e+03, 2.483699290137456693e-09, 1.284691153301970166e-09, 1.005952845562560760e-09, 1.818440833241639090e-09, 9.574801243605216867e-10, 9.393805083243809713e-10, 5.794267513299501208e-10, 1.015783676715218676e-09, 9.574801243605216867e-10, 9.393805083243809713e-10, 1.015783676715218676e-09, 2.493794847381416486e-09
1.954000000000000000e+03, 1.275944082159834359e-09, 1.290508123698294558e-09, 7.408916966107340809e-10, 2.107125784645578008e-09, 9.511460617065199193e-10, 1.105245097395606097e-09, 7.289366759255917815e-10, 1.160440274866948889e-09, 9.511460617065199193e-10, 1.105245097395606097e-09, 1.160440274866948889e-09, 1.286433590896431490e-09
1.955000000000000000e+03, 1.577606597104422467e-09, 1.204688365545014375e-09, 6.760346325294840251e-10, 1.797601547540294236e-09, 9.604130804735340845e-10, 1.175015006091437234e-09, 6.430602933092329238e-10, 1.470750131669763404e-09, 9.604130804735340845e-10, 1.175015006091437234e-09, 1.470750131669763404e-09, 1.588632099921157456e-09
1.956000000000000000e+03, 1.221199627996070684e-09, 1.041055692682038788e-09, 9.050022966293429046e-10, 1.699337736822226765e-09, 9.934480505618604830e-10, 1.233649985896655523e-09, 6.903340084798161657e-10, 1.304064974384167422e-09, 9.934480505618604830e-10, 1.233649985896655523e-09, 1.304064974384167422e-09, 1.232592284510631393e-09
1.957000000000000000e+03, 1.936548008903659287e-09, 1.098790974517205890e-09, 7.016851295234757270e-10, 2.169371961360389476e-09, 1.207307809680531480e-09, 1.132100237607177298e-09, 7.489374814387367914e-10, 9.619996087926646593e-10, 1.207307809680531480e-09, 1.132100237607177298e-09, 9.619996087926646593e-10, 1.948308399435573488e-09
1.958000000000000000e+03, 1.567784690758865569e-09, 1.790937756054911550e-09, 8.554906586733184681e-10, 2.474995610920948898e-09, 1.019433825089637886e-09, 1.003499023538623112e-09, 6.838406752489852896e-10, 1.202190845823108922e-09, 1.019433825089637886e-09, 1.003499023538623112e-09, 1.202190845823108922e-09, 1.580018665419740640e-09
1.959000000000000000e+03, 1.495476641439437589e-09, 1.540623092442186562e-09, 9.230481127987286788e-10, 2.500046751939578956e-09, 1.010094877000573614e-09, 1.313803983412288874e-09, 6.414734821995838341e-10, 1.010429130032237551e-09, 1.010094877000573614e-09, 1.313803983412288874e-09, 1.010429130032237551e-09, 1.507995309009750819e-09
1.960000000000000000e+03, 1.472702807177525951e-09, 8.891705454193933809e-10, 1.100013637788174144e-09, 1.737016864536739626e-09, 1.003669430882124485e-09, 1.254133896600712949e-09, 5.361225158908339607e-10, 9.670120257925268917e-10, 1.003669430882124485e-09, 1.254133896600712949e-09, 9.670120257925268917e-10, 1.485497918566439882e-09
1.961000000000000000e+03, 1.193600830160736775e-09, 2.235566115821190302e-09, 1.854171663026096931e-09, 1.653803016329530197e-09, 1.134794196729308483e-09, 1.023128037890425069e-09, 6.399351978049278535e-10, 2.226147435680286632e-09, 1.134794196729308483e-09, 1.023128037890425069e-09, 2.226147435680286632e-09, 1.206374431766205689e-09
1.962000000000000000e+03, 2.304640205140013552e-09, 2.186255275132503167e-09, 1.847606465134074668e-09, 1.903500863990124058e-09, 9.931393776365082860e-10, 1.291668736749512015e-09, 6.682558125796671453e-10, 1.897485527359614640e-09, 9.931393776365082860e-10, 1.291668736749512015e-09, 1.897485527359614640e-09, 2.317398966501917754e-09
1.963000000000000000e+03, 1.954639106476308766e-09, 2.313157168573580707e-09, 1.663791219151631525e-09, 2.135032525553315377e-09, 1.016609326950087455e-09, 1.328671883601940837e-09, 6.613453232711686918e-10, 1.886508029528410317e-09, 1.016609326950087455e-09, 1.328671883601940837e-09, 1.886508029528410317e-09, 1.967389721558539548e-09
1.964000000000000000e+03, 1.462924181757554652e-09, 1.887620403257313036e-09, 1.481369974130610652e-09, 2.310077874338833806e-09, 1.077760970435550284e-09, 1.106775567286179117e-09, 6.151120090641364559e-10, 1.791358973441397327e-09, 1.077760970435550284e-09, 1.106775567286179117e-09, 1.791358973441397327e-09, 1.475597026388890258e-09
1.965000000000000000e+03, 1.242930014892081191e-09, 2.103173711931628104e-09, 1.417833241184814438e-09, 1.880463601020810615e-09, 1.009532345798419471e-09, 1.458790602415587905e-09, 6.647424356998633639e-10, 1.887055090762568854e-09, 1.009532345798419471e-09, 1.458790602415587905e-09, 1.887055090762568854e-09, 1.255527147942818182e-09
1.966000000000000000e+03, 1.745527261637653278e-09, 1.738701580424119085e-09, 1.513539239179180668e-09, 1.999233294201855317e-09, 9.788223182775065261e-10, 9.217521653253995912e-10, 6.801619028557933388e-10, 2.001470532627549349e-09, 9.788223182775065261e-10, 9.217521653253995912e-10, 2.001470532627549349e-09, 1.758076770515115225e-09
1.967000000000000000e+03, 1.997060111289417827e-09, 2.327546504921304863e-09, 1.201016183866750896e-09, 2.336256866357086109e-09, 1.044604798560929043e-09, 9.684019861415464041e-10, 6.792439401657625468e-10, 1.562989064727157648e-09, 1.044604798560929043e-09, 9.684019861415464041e-10, 1.562989064727157648e-09, 2.009612256786118965e-09
1.968000000000000000e+03, 1.250517010210215191e-09, 1.670276678559699926e-09, 1.468927998483527505e-09, 1.967011945732314260e-09, 1.260272483390143199e-09, 1.159840930218476810e-09, 6.531126402472026217e-10, 1.755799656400620356e-09, 1.260272483390143199e-09, 1.159840930218476810e-09, 1.755799656400620356e-09, 1.262819129365780193e-09
1.969000000000000000e+03, 1.695834154451017522e-09, 1.945827346498542889e-09, 1.286670928046363868e-09, 1.842032213050517007e-09, 9.853103621498113238e-10, 9.432236740920490355e-10, 6.369310504754147319e-10, 1.998903444382501955e-09, 9.853103621498113238e-10, 9.432236740920490355e-10, 1.998903444382501955e-09, 1.708005938835174277e-09
1.970000000000000000e+03, 1.777498984872022380e-09, 1.605653049445021855e-09, 1.792596249244416871e-09, 2.199781752093066562e-09, 1.068218546595941480e-09, 1.232071282385476577e-09, 6.416861863070294794e-10, 1.721914228284664941e-09, 1.068218546595941480e-09, 1.232071282385476577e-09, 1.721914228284664941e-09, 1.789528174538473295e-09
1.971000000000000000e+03, 1.253626262746848676e-09, 1.174121251069676529e-09, 1.015185445467404363e-09, 2.341364173233904826e-09, 1.178651506724522108e-09, 1.139364472292653636e-09, 5.578573341793748902e-10, 1.311467852874345052e-09, 1.178651506724522108e-09, 1.139364472292653636e-09, 1.311467852874345052e-09, 1.265343074898635265e-09
1.972000000000000000e+03, 2.041155080671312503e-09, 1.371663593423162540e-09, 1.249602951308956054e-09, 2.189203213714190958e-09, 8.928196484452972017e-10, 9.748728141528305607e-10, 6.327413343410923056e-10, 1.178568619349804243e-09, 8.928196484452972017e-10, 9.748728141528305607e-10, 1.178568619349804243e-09, 2.052690204173603404e-09
1.973000000000000000e+03, 1.269635286032304818e-09, 1.218538217931407759e-09, 9.139169656444386392e-10, 2.260004350633912544e-09, 9.471667256159550160e-10, 9.243826560297695578e-10, 6.986763641203232487e-10, 1.094515090819436451e-09, 9.471667256159550160e-10, 9.243826560297695578e-10, 1.094515090819436451e-09, 1.281035121207697476e-09
1.974000000000000000e+03, 1.448212852276497810e-09, 9.124998895911701477e-10, 1.143861498750867402e-09, 1.975426080495371568e-09, 1.197697405707060577e-09, 1.123429348278051829e-09, 6.749521261002809981e-10, 1.023455115439699801e-09, 1.197697405707060577e-09, 1.123429348278051829e-09, 1.023455115439699801e-09, 1.459617256224483572e-09
1.975000000000000000e+03, 1.625318067775221035e-09, 1.402415364108564135e-09, 8.508148384043897263e-10, 2.114273702252803569e-09, 9.234470189941293626e-10, 1.148717195460624783e-09, 6.470988703709030309e-10, 1.325939871821395371e-09, 9.234470189941293626e-10, 1.148717195460624783e-09, 1.325939871821395371e-09, 1.636728343211938639e-09
1.976000000000000000e+03, 1.576666305613637605e-09, 1.249674834549525729e-09, 7.813331870113870098e-10, 1.882712160219022238e-09, 1.121455675535558749e-09, 1.086200016488020371e-09, 6.402076012002075997e-10, 1.060516724886423309e-09, 1.121455675535558749e-09, 1.086200016488020371e-09, 1.060516724886423309e-09, 1.588007828244698783e-09
1.977000000000000000e+03, 1.915667098604268135e-09, 1.273368933457877702e-09, 1.286755408992141878e-09, 2.041116100828978983e-09, 1.000552387925160246e-09, 8.105274363239514167e-10, 6.998768486225686029e-10, 8.456251967486718126e-10, 1.000552387925160246e-09, 8.105274363239514167e-10, 8.456251967486718126e-10, 1.927216131350478866e-09
1.978000000000000000e+03, 1.790245513264324928e-09, 1.285593147003498810e-09, 9.934226148306300489e-10, 1.940182988867104699e-09, 1.056604616654092633e-09, 9.499626970876057628e-10, 6.516951133496693028e-10, 1.086299382832406201e-09, 1.056604616654092633e-09, 9.499626970876057628e-10, 1.086299382832406201e-09, 1.801837856756849433e-09
1.979000000000000000e+03, 1.358780417995204893e-09, 1.137768152616315947e-09, 7.773982167104778127e-10, 1.748915720976070182e-09, 9.727894313372367760e-10, 1.007138222212252599e-09, 7.224305883642336898e-10, 1.866176843257526430e-09, 9.727894313372367760e-10, 1.007138222212252599e-09, 1.866176843257526430e-09, 1.370297189934037317e-09
1.980000000000000000e+03, 1.673446004435804852e-09, 1.184825547964622593e-09, 9.033978978597985387e-10, 2.052137238341805638e-09, 1.087604792791476988e-09, 1.346940716610999677e-09, 6.840003857497927732e-10, 1.661688444791549325e-09, 1.087604792791476988e-09, 1.346940716610999677e-09, 1.661688444791549325e-09, 1.684813549581471623e-09
1.981000000000000000e+03, 2.414522938030960574e-09, 1.555731017488504047e-09, 9.287816555854391489e-10, 2.398466412482905263e-09, 1.006785319210758059e-09, 1.092780871597751230e-09, 6.133205352422244492e-10, 1.347331171458722029e-09, 1.006785319210758059e-09, 1.092780871597751230e-09, 1.347331171458722029e-09, 2.426036940170319017e-09
1.982000000000000000e+03, 1.825847807576405496e-09, 1.094709310543819827e-09, 8.237173990485544464e-10, 1.684907421129991180e-09, 8.901792088171109592e-10, 1.164918425522058355e-09, 7.940784817860909405e-10, 1.146922206313250144e-09, 8.901792088171109592e-10, 1.164918425522058355e-09, 1.146922206313250144e-09, 1.837415853752091434e-09
1.983000000000000000e+03, 1.261312594631214284e-09, 1.247326592445196744e-09, 8.297872779257745799e-10, 1.624090955572500116e-09, 1.042113188948607301e-09, 1.255385262187405638e-09, 7.364271594574707174e-10, 9.686740458096802139e-10, 1.042113188948607301e-09, 1.255385262187405638e-09, 9.686740458096802139e-10, 1.272728190383998758e-09
1.984000000000000000e+03, 1.891824349968457875e-09, 1.331059041808613676e-09, 1.026538326123295077e-09, 2.345797864586205595e-09, 1.096609544499075076e-09, 1.106340025557559577e-09, 7.716570034710386294e-10, 9.030421790680046521e-10, 1.096609544499075076e-09, 1.106340025557559577e-09, 9.030421790680046521e-10, 1.903277280982051104e-09
1.985000000000000000e+03, 1.375304237678111531e-09, 1.329477306913006885e-09, 1.158653198250152469e-09, 1.819512342020051299e-09, 1.030137374298424191e-09, 1.028323832695511462e-09, 7.296258485225713770e-10, 1.103014745052169704e-09, 1.030137374298424191e-09, 1.028323832695511462e-09, 1.103014745052169704e-09, 1.386986425003476312e-09
1.986000000000000000e+03, 1.748845314787673418e-09, 1.203813790877802340e-09, 7.716114245053407466e-10, 2.013830693099976636e-09, 1.014167146468308064e-09, 1.119801047223170528e-09, 6.236392660630431639e-10, 1.414383292088384345e-09, 1.014167146468308064e-09, 1.119801047223170528e-09, 1.414383292088384345e-09, 1.760508212947067549e-09
1.987000000000000000e+03, 1.690358286093948277e-09, 9.694926711636235388e-10, 1.084956471723456796e-09, 1.446555817083801229e-09, 9.661823117291611200e-10, 1.168955597464204738e-09, 7.044495677451363900e-10, 1.135228612640583884e-09, 9.661823117291611200e-10, 1.168955597464204738e-09, 1.135228612640583884e-09, 1.702115475813289889e-09
1.988000000000000000e+03, 1.447479584213279440e-09, 1.214584375763211123e-09, 9.722199156019094631e-10, 1.666408008214760877e-09, 9.244437631947379583e-10, 1.207981900670394923e-09, 6.176711107657499206e-10, 7.825380430065887595e-10, 9.244437631947379583e-10, 1.207981900670394923e-09, 7.825380430065887595e-10, 1.459273800851757636e-09
1.989000000000000000e+03, 1.280538587777161309e-09, 1.207314532995744353e-09, 1.001848426047368981e-09, 2.181268192053750348e-09, 9.867323570743723240e-10, 1.359654382751529065e-09, 6.944843260899996725e-10, 1.032716678002346437e-09, 9.867323570743723240e-10, 1.359654382751529065e-09, 1.032716678002346437e-09, 1.292309237157460395e-09
1.990000000000000000e+03, 1.176293026000333101e-09, 1.504710461713470776e-09, 1.286944282966222262e-09, 1.550955214347247245e-09, 1.016554180325330526e-09, 1.102172198091319623e-09, 6.719915284306950321e-10, 1.102970332167780226e-09, 1.016554180325330526e-09, 1.102172198091319623e-09, 1.102970332167780226e-09, 1.188180926026897799e-09
1.991000000000000000e+03, 1.234585834876987417e-09, 1.008357637203487278e-09, 1.008054191389392011e-09, 3.266981570220574314e-09, 9.476368518668040324e-10, 1.239147916446133316e-09, 6.954140165075646647e-10, 1.106158972300616961e-09, 9.476368518668040324e-10, 1.239147916446133316e-09, 1.106158972300616961e-09, 1.246316186071305556e-09
1.992000000000000000e+03, 1.669084726417803334e-09, 1.298307033651199048e-09, 7.239030242910661846e-10, 1.552487711446658671e-09, 1.227498496664037342e-09, 1.246574600481155645e-09, 7.952403447027981650e-10, 1.194030608534969963e-09, 1.227498496664037342e-09, 1.246574600481155645e-09, 1.194030608534969963e-09, 1.680444384634131844e-09
1.993000000000000000e+03, 1.812041028224805800e-09, 1.274780285432367662e-09, 1.025636819256083477e-09, 2.311017499578208795e-09, 9.761465423747464908e-10, 1.093460659549958232e-09, 7.197065873721878126e-10, 1.108450141301749470e-09, 9.761465423747464908e-10, 1.093460659549958232e-09, 1.108450141301749470e-09, 1.823299203998244341e-09
1.994000000000000000e+03, 3.641833891492234017e-09, 1.184550599983940696e-09, 8.228184707675922441e-10, 1.559556951301457230e-09, 1.103800360151542181e-09, 1.034961906975157189e-09, 6.805884355189829200e-10, 1.213259342271351276e-09, 1.103800360151542181e-09, 1.034961906975157189e-09, 1.213259342271351276e-09, 3.653277609756267020e-09
1.995000000000000000e+03, 1.995994638883624060e-09, 1.378635571327248952e-09, 1.015618580592583440e-09, 1.920056192094527884e-09, 9.574974385241071517e-10, 1.086612040476939337e-09, 8.313964234955648899e-10, 8.766017998417155852e-10, 9.574974385241071517e-10, 1.086612040476939337e-09, 8.766017998417155852e-10, 2.007276986826502299e-09
1.996000000000000000e+03, 1.217760760325647168e-09, 1.310350683343628498e-09, 9.329087373267822256e-10, 2.122205051904510082e-09, 9.691858894766586804e-10, 1.278566837525814741e-09, 7.339486340777662569e-10, 1.222711660694019590e-09, 9.691858894766586804e-10, 1.278566837525814741e-09, 1.222711660694019590e-09, 1.228910207052156137e-09
1.997000000000000000e+03, 1.029589633116809067e-09, 1.117971053491015212e-09, 1.047041536783563371e-09, 2.668494428872459602e-09, 1.147485197216719482e-09, 1.345553425713831254e-09, 7.328067702508112531e-10, 1.642998521418219603e-09, 1.147485197216719482e-09, 1.345553425713831254e-09, 1.642998521418219603e-09, 1.040736261963292456e-09
1.998000000000000000e+03, 1.903594024601669605e-09, 1.183664221456003941e-09, 7.925028480437437854e-10, 1.656859895476736087e-09, 1.031159950233428682e-09, 1.018523333507762021e-09, 7.008531386119900454e-10, 1.434945616037119570e-09, 1.031159950233428682e-09, 1.018523333507762021e-09, 1.434945616037119570e-09, 1.914679839170460227e-09
1.999000000000000000e+03, 1.452567911243433484e-09, 1.119926709363616355e-09, 1.112837301703037933e-09, 1.747582777523285852e-09, 9.521423171981516786e-10, 1.239518956217589672e-09, 6.828073150340503469e-10, 1.191015189814477001e-09, 9.521423171981516786e-10, 1.239518956217589672e-09, 1.191015189814477001e-09, 1.463799476210697206e-09
2.000000000000000000e+03, 1.811463776609840123e-09, 1.095236666679909697e-09, 1.100257857664529639e-09, 1.526001972067328035e-09, 9.096521991124475435e-10, 1.268316850593422524e-09, 7.662173699445033527e-10, 1.386669247703867697e-09, 9.096521991124475435e-10, 1.268316850593422524e-09, 1.386669247703867697e-09, 1.822603894566309591e-09
2.001000000000000000e+03, 1.848504586056590294e-09, 7.091852144651618628e-10, 7.651432925289921032e-10, 2.079051100552197354e-09, 8.622865885472160064e-10, 1.092981933130122574e-09, 7.089029551460866448e-10, 1.258699274046397841e-09, 8.622865885472160064e-10, 1.092981933130122574e-09, 1.258699274046397841e-09, 1.859591478023908698e-09
2.002000000000000000e+03, 1.288098622548962623e-09, 7.583685804157786337e-10, 5.576996194737748985e-10, 1.836409454716346556e-09, 9.218098371054683427e-10, 1.240700055306552104e-09, 6.286139267678155329e-10, 8.597856126004710455e-10, 9.218098371054683427e-10, 1.240700055306552104e-09, 8.597856126004710455e-10, 1.298828944484846293e-09
2.003000000000000000e+03, 1.516032723061924537e-09, 1.035350644591069643e-09, 8.669070937843672469e-10, 2.101249903752814138e-09, 1.018811483790871240e-09, 1.411476948072679750e-09, 8.118231226116559383e-10, 8.893442762767714422e-10, 1.018811483790871240e-09, 1.411476948072679750e-09, 8.893442762767714422e-10, 1.526608615272090824e-09
2.004000000000000000e+03, 1.969601578066698903e-09, 8.973352753390001924e-10, 8.074361288459697034e-10, 1.497221443530733518e-09, 1.057185450712308121e-09, 1.481348290630870067e-09, 6.626933733300100805e-10, 1.174793454313359668e-09, 1.057185450712308121e-09, 1.481348290630870067e-09, 1.174793454313359668e-09, 1.980467704676065215e-09
2.005000000000000000e+03, 1.506750899799990489e-09, 1.601973364936596604e-09, 6.774655006575110325e-10, 1.454964502891309635e-09, 9.125932216442022290e-10, 1.473196358797161266e-09, 7.738124875712719553e-10, 7.964934986236843563e-10, 9.125932216442022290e-10, 1.473196358797161266e-09, 7.964934986236843563e-10, 1.517506855609984506e-09
2.006000000000000000e+03, 1.699239244948739270e-09, 8.554435084652750620e-10, 3.579820454579219644e-10, 1.860982848768817343e-09, 1.001389485557888732e-09, 1.215857329129483885e-09, 7.603131070450065865e-10, 7.199042844319946432e-10, 1.001389485557888732e-09, 1.215857329129483885e-09, 7.199042844319946432e-10, 1.709770993632734934e-09
2.007000000000000000e+03, 1.338804493468358706e-09, 1.058480728288673321e-09, 6.705928967514649187e-10, 2.039067793329982594e-09, 8.792068350578632183e-10, 1.182325664177053326e-09, 8.456953024692433541e-10, 1.000574720544557941e-09, 8.792068350578632183e-10, 1.182325664177053326e-09, 1.000574720544557941e-09, 1.349331042497874946e-09
2.008000000000000000e+03, 2.637640452672596717e-09, 1.207659568466229396e-09, 6.431062770854924306e-10, 1.644527488011380976e-09, 1.121492420610108823e-09, 1.315642889005089151e-09, 8.301107561490287238e-10, 1.152393229097413917e-09, 1.121492420610108823e-09, 1.315642889005089151e-09, 1.152393229097413917e-09, 2.648097168268024825e-09
2.009000000000000000e+03, 2.383114226988764866e-09, 7.747245739733577065e-10, 8.732265361090335806e-10, 1.701385942082608927e-09, 9.599347108370076269e-10, 1.379021928594715446e-09, 7.723851468377095722e-10, 8.203556465235299818e-10, 9.599347108370076269e-10, 1.379021928594715446e-09, 8.203556465235299818e-10, 2.393529318228825544e-09
2.010000000000000000e+03, 2.527452745880586826e-09, 2.231748381263664892e-09, 1.979013324145261864e-09, 2.531938048336249494e-09, 9.884218046580318109e-10, 1.480679449452473363e-09, 7.687929245105762476e-10, 2.418799474273385731e-09, 9.884218046580318109e-10, 1.480679449452473363e-09, 2.418799474273385731e-09, 2.540221834949220776e-09
2.011000000000000000e+03, 1.534148108269957103e-09, 1.128772723497104914e-09, 1.009133216057553887e-09, 1.859076305729261387e-09, 8.499114661161020063e-10, 1.569882441203078028e-09, 8.064926396169602111e-10, 8.029069216584350916e-10, 8.499114661161020063e-10, 1.569882441203078028e-09, 8.029069216584350916e-10, 1.547151314216744480e-09
2.012000000000000000e+03, 3.285157060599315091e-09, 1.268727575266519531e-09, 1.043749133615944868e-09, 1.847937287900934333e-09, 1.008709284591845453e-09, 1.462323069948672201e-09, 7.768349327098262482e-10, 1.198470352629771783e-09, 1.008709284591845453e-09, 1.462323069948672201e-09, 1.198470352629771783e-09, 3.298185230472431190e-09
