year, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, EC-Earth3-Veg, CNRM-ESM2-1, TaiESM1, MPI-ESM1-2-LR, NorESM2-MM, CNRM-ESM2-1, TaiESM1, NorESM2-MM, GFDL-ESM4
1.875000000000000000e+03, 2.090176267413157702e-09, 1.067274658686968706e-09, 6.035012736850353514e-10, 2.168492832404218046e-09, 1.087969905185880313e-09, 1.079816043699808728e-09, 6.024759622964278808e-10, 8.994983744710272471e-10, 1.087969905185880313e-09, 1.079816043699808728e-09, 8.994983744710272471e-10, 2.092744264297442240e-09
1.876000000000000000e+03, 1.137426831731178193e-09, 1.067919322337189143e-09, 6.763898883502844323e-10, 1.659869964962481080e-09, 1.016820301841425332e-09, 1.464855945899573470e-09, 4.904987832237871889e-10, 7.886089025621403418e-10, 1.016820301841425332e-09, 1.464855945899573470e-09, 7.886089025621403418e-10, 1.139991946393933738e-09
1.877000000000000000e+03, 1.476638004327108512e-09, 8.443061469340846998e-10, 8.085923536448027495e-10, 1.844351950894939677e-09, 9.024676561717544675e-10, 1.173013750161925590e-09, 5.934438093725538144e-10, 8.475306843392959167e-10, 9.024676561717544675e-10, 1.173013750161925590e-09, 8.475306843392959167e-10, 1.479213055040789067e-09
1.878000000000000000e+03, 1.683029654710024745e-09, 1.026800658441404839e-09, 7.344523154654955338e-10, 3.259201148064493350e-09, 1.054104027462091668e-09, 1.095666531099295584e-09, 5.990969940350509910e-10, 8.914998493400863981e-10, 1.054104027462091668e-09, 1.095666531099295584e-09, 8.914998493400863981e-10, 1.685610209624626925e-09
1.879000000000000000e+03, 1.981528127399690355e-09, 1.075263167284652382e-09, 6.668316045661827256e-10, 2.697583702340819851e-09, 8.476125493284884904e-10, 1.296671040089187142e-09, 6.171019598278594890e-10, 9.654663305176659281e-10, 8.476125493284884904e-10, 1.296671040089187142e-09, 9.654663305176659281e-10, 1.984127923554661539e-09
1.880000000000000000e+03, 1.834664823048647474e-09, 1.101370244174553415e-09, 6.771796558226005611e-10, 1.675035211774455030e-09, 1.353158452253710066e-09, 1.246120964570559974e-09, 5.518915501705429512e-10, 8.675391772702006346e-10, 1.353158452253710066e-09, 1.246120964570559974e-09, 8.675391772702006346e-10, 1.837279971500755190e-09
1.881000000000000000e+03, 1.748715010872195820e-09, 1.300507117188433655e-09, 9.053460944088386842e-10, 2.257678924582435166e-09, 7.866905454129549774e-10, 9.873396976943450212e-10, 6.070894040164548058e-10, 9.915571868898701009e-10, 7.866905454129549774e-10, 9.873396976943450212e-10, 9.915571868898701009e-10, 1.751665506262323880e-09
1.882000000000000000e+03, 1.336224725424720869e-09, 1.172091488408757259e-09, 8.794404572502242692e-10, 3.012996576593543578e-09, 1.008226603357466853e-09, 1.178417332371620130e-09, 5.368882239314732586e-10, 9.355807096902717821e-10, 1.008226603357466853e-09, 1.178417332371620130e-09, 9.355807096902717821e-10, 1.339518353934132653e-09
1.883000000000000000e+03, 2.798213885612130440e-09, 1.232100215296456508e-09, 9.499770222052097697e-10, 2.931439220481021864e-09, 8.298842848324469087e-10, 1.070013689551297952e-09, 5.304167127871691924e-10, 1.274343041405108404e-09, 8.298842848324469087e-10, 1.070013689551297952e-09, 1.274343041405108404e-09, 2.801808936279308620e-09
1.884000000000000000e+03, 2.619528211938984188e-09, 1.281897783394242508e-09, 9.384374568469605664e-10, 1.956559869653086400e-09, 1.110397332234746410e-09, 1.160198167679424926e-09, 4.799949159875451762e-10, 8.668758313182468710e-10, 1.110397332234746410e-09, 1.160198167679424926e-09, 8.668758313182468710e-10, 2.623429332984110743e-09
1.885000000000000000e+03, 2.004079672225228705e-09, 1.188381333540486583e-09, 9.195931132600666780e-10, 2.843284376394810847e-09, 1.081753970755532519e-09, 1.399610571939106306e-09, 6.457300025210577056e-10, 9.960068122248424781e-10, 1.081753970755532519e-09, 1.399610571939106306e-09, 9.960068122248424781e-10, 2.008139035740695568e-09
1.886000000000000000e+03, 1.761743613148876116e-09, 1.246650809080573158e-09, 9.750207549817761383e-10, 2.539576664085015783e-09, 8.878917539632051849e-10, 1.171724715223279184e-09, 6.505053543569368138e-10, 8.927440384219957821e-10, 8.878917539632051849e-10, 1.171724715223279184e-09, 8.927440384219957821e-10, 1.765986942263839311e-09
1.887000000000000000e+03, 1.973974758211959425e-09, 8.636750030378068596e-10, 8.400169651540797442e-10, 3.169020820791569469e-09, 1.155486298319501902e-09, 1.066745364027271162e-09, 6.017121410642442722e-10, 9.159467727868335327e-10, 1.155486298319501902e-09, 1.066745364027271162e-09, 9.159467727868335327e-10, 1.978514417052491057e-09
1.888000000000000000e+03, 1.467026465053737705e-09, 9.960909953840603793e-10, 7.688543049589475788e-10, 1.945071472448491338e-09, 9.390004445842031700e-10, 1.181154224295486449e-09, 5.507233801657234631e-10, 1.202525903674878828e-09, 9.390004445842031700e-10, 1.181154224295486449e-09, 1.202525903674878828e-09, 1.471879224846844872e-09
1.889000000000000000e+03, 1.375370327356855401e-09, 7.776532736806331789e-10, 8.975951902845848302e-10, 2.117712013908008786e-09, 1.051355738491551598e-09, 1.354240262413230770e-09, 4.931927886601711526e-10, 8.811059970726654430e-10, 1.051355738491551598e-09, 1.354240262413230770e-09, 8.811059970726654430e-10, 1.380475236215001083e-09
1.890000000000000000e+03, 2.380849910566734438e-09, 1.091343463419437250e-09, 1.001805560085143301e-09, 2.455526370696382946e-09, 1.092595277626981773e-09, 1.102997575984852889e-09, 5.262305733115181214e-10, 1.153489035855563306e-09, 1.092595277626981773e-09, 1.102997575984852889e-09, 1.153489035855563306e-09, 2.386197091887966081e-09
1.891000000000000000e+03, 1.612598000616159784e-09, 9.597330603964795967e-10, 7.007587249336463367e-10, 1.957190555018372955e-09, 9.749393566919729901e-10, 1.158929300434114345e-09, 5.881233039630002385e-10, 1.079254761777111600e-09, 9.749393566919729901e-10, 1.158929300434114345e-09, 1.079254761777111600e-09, 1.617738116599347116e-09
1.892000000000000000e+03, 2.163502822221989905e-09, 1.068859175162679868e-09, 1.041054940327644918e-09, 2.461532136497517003e-09, 1.225854952815316026e-09, 1.391273583315769531e-09, 5.499323127882130884e-10, 9.936527186499635836e-10, 1.225854952815316026e-09, 1.391273583315769531e-09, 9.936527186499635836e-10, 2.168498686417879327e-09
1.893000000000000000e+03, 2.497321358431307880e-09, 9.385265425179991592e-10, 7.928258944913846900e-10, 2.055107014859347852e-09, 8.197081893884964517e-10, 1.336712816360101500e-09, 5.124589332951229771e-10, 8.732837327328408353e-10, 8.197081893884964517e-10, 1.336712816360101500e-09, 8.732837327328408353e-10, 2.502181392857750948e-09
1.894000000000000000e+03, 2.037591886817633250e-09, 9.652992926993038622e-10, 7.446938914739974902e-10, 1.788211798716488375e-09, 1.070095449731707332e-09, 1.083003859554358837e-09, 4.802105089213719252e-10, 1.068191619568446628e-09, 1.070095449731707332e-09, 1.083003859554358837e-09, 1.068191619568446628e-09, 2.042312697806053336e-09
1.895000000000000000e+03, 1.764667126821923389e-09, 8.861917397056904965e-10, 8.066853846372840415e-10, 2.473934250656353410e-09, 1.087979331929486991e-09, 1.208777241040882875e-09, 5.118503812480648762e-10, 1.070601171597411748e-09, 1.087979331929486991e-09, 1.208777241040882875e-09, 1.070601171597411748e-09, 1.769267413851139802e-09
1.896000000000000000e+03, 2.400659170293758393e-09, 1.032251684434846204e-09, 9.057161510978504087e-10, 5.583043339152579287e-09, 9.407992682660616765e-10, 1.048146375075962091e-09, 7.181559354216182144e-10, 1.220459105224948238e-09, 9.407992682660616765e-10, 1.048146375075962091e-09, 1.220459105224948238e-09, 2.405215442692750875e-09
1.897000000000000000e+03, 1.979039989068413043e-09, 1.547101868045624316e-09, 7.701606965747863986e-10, 2.476885379277599814e-09, 1.096838767346664546e-09, 1.335976906496479265e-09, 5.561057185134906951e-10, 1.036944475357052220e-09, 1.096838767346664546e-09, 1.335976906496479265e-09, 1.036944475357052220e-09, 1.983446228400795352e-09
1.898000000000000000e+03, 1.708517760949762740e-09, 8.464407025118627023e-10, 9.496872230589698208e-10, 2.365195685498516289e-09, 9.697326370002320876e-10, 1.586145367880674763e-09, 4.849278228749249564e-10, 1.112780913870959468e-09, 9.697326370002320876e-10, 1.586145367880674763e-09, 1.112780913870959468e-09, 1.712833255289205598e-09
1.899000000000000000e+03, 2.244597662820076052e-09, 8.528352307470990583e-10, 8.146317796747405653e-10, 1.913413346693662875e-09, 1.055605110324366025e-09, 1.233390498201305242e-09, 6.147817946767981534e-10, 9.430201966182680848e-10, 1.055605110324366025e-09, 1.233390498201305242e-09, 9.430201966182680848e-10, 2.248901603170632146e-09
1.900000000000000000e+03, 3.381984564941219622e-09, 8.565824674607874348e-10, 8.236317871618329829e-10, 2.965590641349038366e-09, 1.023136890601626085e-09, 1.117512815333092841e-09, 5.173766518836538228e-10, 8.402381513383364745e-10, 1.023136890601626085e-09, 1.117512815333092841e-09, 8.402381513383364745e-10, 3.386214582019141429e-09
1.901000000000000000e+03, 2.174879714277412977e-09, 1.148916765925071608e-09, 1.221053727776343823e-09, 2.277823593754028480e-09, 8.131723306302465210e-10, 1.362810636188408739e-09, 5.787536919420025192e-10, 1.241565202998575013e-09, 8.131723306302465210e-10, 1.362810636188408739e-09, 1.241565202998575013e-09, 2.179123151385922494e-09
1.902000000000000000e+03, 1.163014630817039426e-09, 1.546331739978496686e-09, 1.404969419260946238e-09, 2.207823544357694156e-09, 1.143358738513459701e-09, 1.065946008652751534e-09, 6.100168613389942745e-10, 1.105716192686262596e-09, 1.143358738513459701e-09, 1.065946008652751534e-09, 1.105716192686262596e-09, 1.167282379428701898e-09
1.903000000000000000e+03, 1.859921836396685293e-09, 1.226950570002001201e-09, 1.069948053843572482e-09, 3.493252840172916672e-09, 1.127057882018549514e-09, 1.185299496859131394e-09, 5.842884018289246263e-10, 8.111437025573923287e-10, 1.127057882018549514e-09, 1.185299496859131394e-09, 8.111437025573923287e-10, 1.864280285171843076e-09
1.904000000000000000e+03, 2.265295946399507348e-09, 8.822929961970853018e-10, 9.176716893594071151e-10, 1.751065317601576031e-09, 8.693336560870982171e-10, 1.555673907100578005e-09, 5.638711938256014189e-10, 9.153693921315154871e-10, 8.693336560870982171e-10, 1.555673907100578005e-09, 9.153693921315154871e-10, 2.269673959276316165e-09
1.905000000000000000e+03, 2.494465833886085217e-09, 1.277431363768278420e-09, 1.015308751641940588e-09, 1.985133161134806356e-09, 1.179753042499781669e-09, 1.273845715001304401e-09, 5.531133055868901295e-10, 1.400440787384950155e-09, 1.179753042499781669e-09, 1.273845715001304401e-09, 1.400440787384950155e-09, 2.498797865574547656e-09
1.906000000000000000e+03, 2.223775466743449724e-09, 1.467243093723082142e-09, 9.432593989235573222e-10, 2.824404905402708455e-09, 1.026076764175936204e-09, 1.219603082322610949e-09, 6.017506962200139686e-10, 1.383765274591707592e-09, 1.026076764175936204e-09, 1.219603082322610949e-09, 1.383765274591707592e-09, 2.228090943824731319e-09
1.907000000000000000e+03, 1.477688145990954516e-09, 1.409583124911546651e-09, 9.882002609273394459e-10, 2.817210090985157863e-09, 1.069539460593688498e-09, 1.235125605579635667e-09, 6.151655605323705757e-10, 1.083061387392144342e-09, 1.069539460593688498e-09, 1.235125605579635667e-09, 1.083061387392144342e-09, 1.482028555048941561e-09
1.908000000000000000e+03, 2.486835285379784317e-09, 1.244836235940287525e-09, 1.082786461178330042e-09, 2.563508902698036131e-09, 1.085750893394505974e-09, 1.105872289500461796e-09, 5.745362715096281856e-10, 1.257714099751958992e-09, 1.085750893394505974e-09, 1.105872289500461796e-09, 1.257714099751958992e-09, 2.491184073906528163e-09
1.909000000000000000e+03, 1.982464875461857639e-09, 1.143979709907176856e-09, 1.026036280891653839e-09, 2.254977814247871438e-09, 9.803460296044884776e-10, 1.122784239102445747e-09, 5.763186008685753149e-10, 1.150582238777963711e-09, 9.803460296044884776e-10, 1.122784239102445747e-09, 1.150582238777963711e-09, 1.986878725065468528e-09
1.910000000000000000e+03, 1.633569523051192906e-09, 1.079008539478311756e-09, 7.787507135530012753e-10, 2.807003806395241747e-09, 1.064872185748718580e-09, 1.417756947025169348e-09, 5.560713372963482740e-10, 1.056842395471220249e-09, 1.064872185748718580e-09, 1.417756947025169348e-09, 1.056842395471220249e-09, 1.638023080584885313e-09
1.911000000000000000e+03, 2.020528212597394210e-09, 1.698750165305690967e-09, 1.739861079185521656e-09, 2.258529756284650680e-09, 9.764319590841023562e-10, 1.494521101759287911e-09, 5.670840986836617214e-10, 1.326622240407506151e-09, 9.764319590841023562e-10, 1.494521101759287911e-09, 1.326622240407506151e-09, 2.025489385143358933e-09
1.912000000000000000e+03, 2.004084494175956301e-09, 2.199169249003405907e-09, 1.302425084620600319e-09, 3.886610981859950250e-09, 1.026884635301248988e-09, 1.042024626535320745e-09, 6.589880491314069157e-10, 1.737820456530876976e-09, 1.026884635301248988e-09, 1.042024626535320745e-09, 1.737820456530876976e-09, 2.009421561652463462e-09
1.913000000000000000e+03, 1.343035656548801323e-09, 1.688831247174071062e-09, 1.031087397536439416e-09, 1.705155988599041892e-09, 1.000311276007621818e-09, 9.778316588874378110e-10, 6.913578915943735582e-10, 1.311158582375847730e-09, 1.000311276007621818e-09, 9.778316588874378110e-10, 1.311158582375847730e-09, 1.348784323470243507e-09
1.914000000000000000e+03, 1.374103978424196932e-09, 2.228796063351115686e-09, 1.423799817386465996e-09, 1.987864176818292175e-09, 1.057318958096895788e-09, 1.398945175685767599e-09, 5.650008611998365608e-10, 1.578212276158315046e-09, 1.057318958096895788e-09, 1.398945175685767599e-09, 1.578212276158315046e-09, 1.380334450284825066e-09
1.915000000000000000e+03, 1.966852674496764937e-09, 1.720985104480056270e-09, 1.097388085814665289e-09, 1.940900081084201896e-09, 9.102324853804060692e-10, 1.172185209737788942e-09, 6.385809161157188120e-10, 1.655306410469308859e-09, 9.102324853804060692e-10, 1.172185209737788942e-09, 1.655306410469308859e-09, 1.973488172410346290e-09
1.916000000000000000e+03, 2.073242439407749311e-09, 1.745316439107325697e-09, 8.870162568676742192e-10, 2.045522149561872257e-09, 1.089131854717797856e-09, 1.129410060040055797e-09, 5.869044543579828405e-10, 1.552249749292197901e-09, 1.089131854717797856e-09, 1.129410060040055797e-09, 1.552249749292197901e-09, 2.080290522402471126e-09
1.917000000000000000e+03, 1.983531194333981181e-09, 1.389066707884245771e-09, 1.339972597151692563e-09, 2.334885988364400175e-09, 8.889375240383063473e-10, 1.458202909310577351e-09, 6.892955304841824476e-10, 1.196618808713155558e-09, 8.889375240383063473e-10, 1.458202909310577351e-09, 1.196618808713155558e-09, 1.990974672264930244e-09
1.918000000000000000e+03, 2.260191055641974122e-09, 1.775459040916898951e-09, 1.237064481854332725e-09, 2.650242807371833830e-09, 9.955850179123022370e-10, 1.073508210889957041e-09, 6.917838087976079643e-10, 1.515978611009727155e-09, 9.955850179123022370e-10, 1.073508210889957041e-09, 1.515978611009727155e-09, 2.267926528919573178e-09
1.919000000000000000e+03, 1.897445369266336034e-09, 1.376206941658376115e-09, 6.980398346480972978e-10, 1.632951013680899734e-09, 1.007688135461059851e-09, 1.255439600085332609e-09, 5.699091153244733172e-10, 1.198636986456285403e-09, 1.007688135461059851e-09, 1.255439600085332609e-09, 1.198636986456285403e-09, 1.905519408315221183e-09
1.920000000000000000e+03, 1.227065054823794998e-09, 1.435592278862420302e-09, 1.298045150445924574e-09, 2.299665045323401494e-09, 1.066248516684201576e-09, 1.435880502996884006e-09, 4.766471560185270779e-10, 1.429046886595040404e-09, 1.066248516684201576e-09, 1.435880502996884006e-09, 1.429046886595040404e-09, 1.235364345517722400e-09
1.921000000000000000e+03, 2.262573976202255735e-09, 1.866020280870500620e-09, 1.509769007478627538e-09, 2.851063123975404090e-09, 9.073054927637193170e-10, 9.762022610125961831e-10, 5.828893306908052617e-10, 1.816562923454994619e-09, 9.073054927637193170e-10, 9.762022610125961831e-10, 1.816562923454994619e-09, 2.270948263296356518e-09
1.922000000000000000e+03, 1.738349256771762338e-09, 1.296738006616823062e-09, 1.579914449386378136e-09, 2.171528242853270047e-09, 1.047414352973801100e-09, 1.023789401465367881e-09, 6.018553321599433297e-10, 1.556807143446358689e-09, 1.047414352973801100e-09, 1.023789401465367881e-09, 1.556807143446358689e-09, 1.746784504820696555e-09
1.923000000000000000e+03, 1.687951551599742722e-09, 1.570752601303198220e-09, 1.634828366116064224e-09, 2.185876922986964323e-09, 9.861466808671549924e-10, 1.358341200086858158e-09, 5.750807506081256859e-10, 2.055529088672694112e-09, 9.861466808671549924e-10, 1.358341200086858158e-09, 2.055529088672694112e-09, 1.696405659189502420e-09
1.924000000000000000e+03, 1.418454739201632383e-09, 1.246404814871704702e-09, 1.348879052718773004e-09, 1.907775558593294452e-09, 1.021837167642757215e-09, 1.264212043961645793e-09, 5.370147286426128149e-10, 1.698382332075583638e-09, 1.021837167642757215e-09, 1.264212043961645793e-09, 1.698382332075583638e-09, 1.426886147711728535e-09
1.925000000000000000e+03, 1.913599015848691388e-09, 1.818127984943255643e-09, 1.533358044296515815e-09, 3.232047210333552311e-09, 1.041132218578592343e-09, 1.185624598431397453e-09, 7.346303401910202402e-10, 1.937450126425078963e-09, 1.041132218578592343e-09, 1.185624598431397453e-09, 1.937450126425078963e-09, 1.921999473059772620e-09
1.926000000000000000e+03, 1.702240429303669599e-09, 1.398764330731198391e-09, 1.281341216560412923e-09, 3.474811219839107967e-09, 1.025923066857878690e-09, 1.090619797216578021e-09, 6.131158466473712877e-10, 1.430085855637708289e-09, 1.025923066857878690e-09, 1.090619797216578021e-09, 1.430085855637708289e-09, 1.710693113923866699e-09
1.927000000000000000e+03, 2.539444888056635247e-09, 1.360318306500701373e-09, 1.162355525484002325e-09, 2.067382852920034859e-09, 1.088294385024841644e-09, 1.223270074832720587e-09, 5.936586542078627914e-10, 1.404366521281441309e-09, 1.088294385024841644e-09, 1.223270074832720587e-09, 1.404366521281441309e-09, 2.547944513454405730e-09
1.928000000000000000e+03, 3.232753075430028222e-09, 1.196955028403728938e-09, 1.100959362738321172e-09, 2.347890158189378706e-09, 1.012876316322546558e-09, 1.547100218100723945e-09, 5.652327578478549365e-10, 9.368811559574723652e-10, 1.012876316322546558e-09, 1.547100218100723945e-09, 9.368811559574723652e-10, 3.241289322636719630e-09
1.929000000000000000e+03, 1.531050738241715721e-09, 1.677022776456376084e-09, 1.127169446438171219e-09, 2.041650748406590103e-09, 9.690177834202773359e-10, 1.064593427485261046e-09, 6.059705590594887571e-10, 1.586178307851399099e-09, 9.690177834202773359e-10, 1.064593427485261046e-09, 1.586178307851399099e-09, 1.539435213708241767e-09
1.930000000000000000e+03, 2.171182134557168488e-09, 1.613447257629430482e-09, 1.263988044594878961e-09, 2.582459359163112253e-09, 1.129482315879268161e-09, 9.867245768571773200e-10, 5.624111763383267256e-10, 1.294325493013014466e-09, 1.129482315879268161e-09, 9.867245768571773200e-10, 1.294325493013014466e-09, 2.179524797072875216e-09
