year, TaiESM1, NorESM2-LM, CESM2-WACCM, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, IPSL-CM6A-LR, MPI-ESM1-2-LR
1.968000000000000000e+03, 6.845425754457422890e-11, 6.834088624422913515e-11, 1.490097524645882109e-10, 7.617937490211828026e-11, 7.782394154598308115e-10, 4.973563796913003632e-10, 5.530231674410277253e-10, 2.757032570391848395e-10
1.969000000000000000e+03, 6.991146329922351868e-11, 6.961519139481185610e-11, 1.645909715788702164e-10, 7.775796963284147662e-11, 8.369495182186760860e-10, 5.062740828196078947e-10, 5.573124834500951611e-10, 2.852574543776198883e-10
1.970000000000000000e+03, 7.064109341293873874e-11, 7.035834703104267846e-11, 1.693344619955041721e-10, 7.864885597356158206e-11, 7.987355744842370788e-10, 5.443887377914167944e-10, 6.008465959209098732e-10, 2.982229875184674803e-10
1.971000000000000000e+03, 7.196266764683237305e-11, 7.188847054891620685e-11, 1.831107229449364854e-10, 8.030304052048319298e-11, 8.516546885019809323e-10, 6.134207796609013381e-10, 6.385078542523435588e-10, 3.020387561167912372e-10
1.972000000000000000e+03, 7.320283819396057995e-11, 7.316540892867151499e-11, 1.896470737086621963e-10, 8.177154096573612089e-11, 8.137123175597155228e-10, 6.217015631766390302e-10, 6.679709803765831166e-10, 3.070520364252535542e-10
1.973000000000000000e+03, 7.414363082920636857e-11, 7.344447336289791012e-11, 2.017643153783760380e-10, 8.221350394085190716e-11, 8.474221347211202482e-10, 6.373174528306098242e-10, 6.027250615510679385e-10, 3.111048066815562274e-10
1.974000000000000000e+03, 7.489435626693409827e-11, 7.377825492219979592e-11, 2.104501238792141061e-10, 8.271568879704607890e-11, 8.638319540834094627e-10, 6.743993629600351236e-10, 5.962534137283937489e-10, 3.162601288437237835e-10
1.975000000000000000e+03, 7.575653050570784592e-11, 7.483381948160343817e-11, 2.120374685455868618e-10, 8.401127489722408379e-11, 8.561479964667734617e-10, 6.921548783860757658e-10, 6.858558528522930473e-10, 3.253251964184883481e-10
1.976000000000000000e+03, 7.856960548039680328e-11, 7.791978072331609557e-11, 1.982965663581574934e-10, 8.775267747402840791e-11, 8.633303520107702557e-10, 7.511169978250898408e-10, 7.330013435564334979e-10, 3.223665911881926856e-10
1.977000000000000000e+03, 8.130711803989073844e-11, 8.021870835897054862e-11, 2.134822481050470275e-10, 9.078182002925063097e-11, 8.902958834514911009e-10, 6.712752663821570569e-10, 6.996448082743427319e-10, 3.306679047027399608e-10
1.978000000000000000e+03, 8.309892898020809940e-11, 8.259551580617352744e-11, 2.360099659992131840e-10, 9.304513706725337220e-11, 9.069316779991433918e-10, 6.826357786727239297e-10, 6.899564751086914053e-10, 3.360070445511083960e-10
1.979000000000000000e+03, 8.646190535045949320e-11, 8.685730235301601645e-11, 2.277460131791841044e-10, 9.753583618807108658e-11, 9.182976795369477340e-10, 7.544653554231371795e-10, 7.156686377759172094e-10, 3.491842629389078666e-10
1.980000000000000000e+03, 9.302308858489175129e-11, 9.355384321203724675e-11, 2.575595044748600508e-10, 1.050503650073696356e-10, 9.097608158993015398e-10, 8.201340154632867361e-10, 7.062415488626408348e-10, 3.695567869309857895e-10
1.981000000000000000e+03, 9.641971372058604495e-11, 9.761081912707160254e-11, 2.277339982823328400e-10, 1.096227069257492929e-10, 9.241751139320207640e-10, 7.945197217573083565e-10, 7.413713949984957773e-10, 3.723321899558648796e-10
1.982000000000000000e+03, 9.593535735217781525e-11, 9.790236093299877614e-11, 2.066452576383309108e-10, 1.094697654544069886e-10, 9.247941803896034924e-10, 7.976283483576914751e-10, 7.733054198227360822e-10, 3.832732972659592934e-10
1.983000000000000000e+03, 9.654746049772627088e-11, 9.878924258165404956e-11, 2.497108944459480822e-10, 1.103086881844559745e-10, 9.520338226976565526e-10, 8.263395887200852359e-10, 6.958422711192339207e-10, 3.780674736688297586e-10
1.984000000000000000e+03, 9.850164877611517693e-11, 1.013793385553908500e-10, 2.358618730455927372e-10, 1.130842964548885751e-10, 9.184749219698666571e-10, 8.437780983451051092e-10, 7.234194860452379860e-10, 3.736828698714968309e-10
1.985000000000000000e+03, 9.963163989213454887e-11, 1.031536743423341137e-10, 2.022688087885195607e-10, 1.154304065947387867e-10, 9.313503877144252884e-10, 8.403277037276860426e-10, 7.397728752496530420e-10, 3.762666371463392369e-10
1.986000000000000000e+03, 1.006861437195767772e-10, 1.045525269331783808e-10, 2.360506362980896884e-10, 1.174057836373048834e-10, 9.571461486680373418e-10, 8.145180956025301335e-10, 7.311047032604459535e-10, 3.881914396870419895e-10
1.987000000000000000e+03, 1.031142557192152417e-10, 1.068741263417579601e-10, 2.568061496809408023e-10, 1.205759298144715327e-10, 9.752727025770006685e-10, 8.497255573047400165e-10, 8.313164633506317919e-10, 3.933552058170253844e-10
1.988000000000000000e+03, 1.049030713468850947e-10, 1.088500310706003203e-10, 2.621102975932147447e-10, 1.229746339864752764e-10, 9.702416582257723460e-10, 7.858787019982592679e-10, 8.277892549071327249e-10, 3.975631526132420621e-10
1.989000000000000000e+03, 1.060906940111289191e-10, 1.106812268779529677e-10, 2.471745776476755278e-10, 1.249206192141165501e-10, 9.937168162096059952e-10, 7.967856081576623762e-10, 8.343956976466533808e-10, 4.033670709077844524e-10
1.990000000000000000e+03, 1.083659894077728882e-10, 1.140513823852228251e-10, 2.543440519621345251e-10, 1.287062885379431499e-10, 9.837315375389824865e-10, 8.441507670875745526e-10, 8.275143870138984436e-10, 3.970141248252450456e-10
1.991000000000000000e+03, 1.069676429073169162e-10, 1.142046901091035300e-10, 2.358071128189006102e-10, 1.281036420892155887e-10, 9.843121538382743261e-10, 8.220271666581455656e-10, 7.770650975491082802e-10, 4.180443863649425448e-10
1.992000000000000000e+03, 1.066369984015638160e-10, 1.178391036191653514e-10, 3.095875183291419795e-10, 1.283504217521214477e-10, 1.020282997262249764e-09, 8.427448107929194640e-10, 8.027239134005056257e-10, 4.277498730060586009e-10
1.993000000000000000e+03, 1.083870462299812462e-10, 1.213834784005791718e-10, 2.725193818561219344e-10, 1.313898425374017155e-10, 1.014041373987858255e-09, 8.785343241544413970e-10, 8.442588267948126427e-10, 4.329164241729483635e-10
1.994000000000000000e+03, 1.076865428614268326e-10, 1.222221725626893071e-10, 2.899002726718671683e-10, 1.324391632308910522e-10, 9.978721703458019631e-10, 8.540313344149556754e-10, 8.159464436218266720e-10, 4.378596155865049862e-10
1.995000000000000000e+03, 1.131025566179828273e-10, 1.270461787106840565e-10, 2.913155189833794988e-10, 1.374674767997731283e-10, 1.016316375626983615e-09, 8.809995397463953948e-10, 8.638587634496905812e-10, 4.536493858936995619e-10
1.996000000000000000e+03, 1.140316192382194378e-10, 1.291322060543885386e-10, 2.740809800863904545e-10, 1.395781575679527424e-10, 1.023992337167950902e-09, 9.237728838185942158e-10, 8.656888980992376936e-10, 4.520522353653922852e-10
1.997000000000000000e+03, 1.142977792320351603e-10, 1.290339251561123785e-10, 2.559109026790687172e-10, 1.395406141746016934e-10, 1.060954326679371315e-09, 9.175370578979945298e-10, 8.952234227023006997e-10, 4.561495133670396765e-10
1.998000000000000000e+03, 1.156537153681073425e-10, 1.305217297567158250e-10, 2.780322365026348452e-10, 1.413033796896685419e-10, 1.043807105061190029e-09, 8.980933946796229960e-10, 8.642906227938255679e-10, 4.537986485398286346e-10
1.999000000000000000e+03, 1.171540963481156164e-10, 1.322042221307405106e-10, 3.080929020170935330e-10, 1.428572512650137866e-10, 1.098596812374307143e-09, 9.453474952529867337e-10, 8.590858941991693213e-10, 4.644354447848903133e-10
2.000000000000000000e+03, 1.185202637766259683e-10, 1.377319721264523668e-10, 3.036273063596237490e-10, 1.491217888676648182e-10, 1.072252212620545419e-09, 9.510386744713884173e-10, 9.205883518469701416e-10, 4.696426228056081763e-10
2.001000000000000000e+03, 1.204679567184471343e-10, 1.447934361275547574e-10, 3.189106427239016680e-10, 1.525085217268823697e-10, 1.089920591096354529e-09, 9.388381916736050015e-10, 9.056946903500956207e-10, 4.639359214998726050e-10
2.002000000000000000e+03, 1.159764755852454155e-10, 1.406055117309275174e-10, 3.287269917391243282e-10, 1.463048555440657365e-10, 1.076480143898130401e-09, 9.862364007448035444e-10, 1.015648507240556582e-09, 4.628183725063004264e-10
2.003000000000000000e+03, 1.186022027794032299e-10, 1.425096175382922938e-10, 3.173510230925304629e-10, 1.514687118655824795e-10, 1.123235884858175657e-09, 1.003109045636504364e-09, 9.673849227968552496e-10, 4.766011929360832868e-10
2.004000000000000000e+03, 1.283982198884262057e-10, 1.533175774185299807e-10, 3.442458736952756675e-10, 1.610716377068680463e-10, 1.071043384251236666e-09, 9.429767107194674387e-10, 9.264115191612503956e-10, 4.740627888572166224e-10
2.005000000000000000e+03, 1.231563536433517148e-10, 1.492117521934195370e-10, 3.448187467259877223e-10, 1.586531530216776837e-10, 1.163830751034360956e-09, 9.401593351313726419e-10, 1.016365313720976312e-09, 4.742812132096256473e-10
2.006000000000000000e+03, 1.195625818799957415e-10, 1.467167714715481526e-10, 3.132385890932288146e-10, 1.552841607223295017e-10, 1.157800393049398799e-09, 9.996848466640714766e-10, 1.036006750721595785e-09, 4.792878412952507921e-10
2.007000000000000000e+03, 1.180074141588473266e-10, 1.464373827538509621e-10, 3.714555936723238310e-10, 1.530636720503117221e-10, 1.155462801668011900e-09, 9.796983880635938658e-10, 9.680394508288870132e-10, 4.777131800668161322e-10
2.008000000000000000e+03, 1.204000605680204303e-10, 1.525227554697836073e-10, 3.903723526181495182e-10, 1.592655533416809315e-10, 1.164883031454766749e-09, 1.033975135319550542e-09, 9.400781145127605338e-10, 4.794363888537473886e-10
2.009000000000000000e+03, 1.169668655629019167e-10, 1.501945145756845757e-10, 2.971168322295892885e-10, 1.574227146583244994e-10, 1.186143928996511560e-09, 1.006502045318241713e-09, 1.031859914320587269e-09, 4.881821299568845964e-10
2.010000000000000000e+03, 1.171379796737443462e-10, 1.507913416491327990e-10, 3.518908860637876906e-10, 1.568555344425415587e-10, 1.226158693205658630e-09, 1.072036378552534178e-09, 1.090201692076878361e-09, 5.245507309584855654e-10
2.011000000000000000e+03, 1.204863636309902409e-10, 1.537232985387385106e-10, 4.286243999131459540e-10, 1.619941800973113726e-10, 1.232249601771008411e-09, 1.094661305165788858e-09, 1.040558280933897626e-09, 5.435941926731878327e-10
2.012000000000000000e+03, 1.280192746423017862e-10, 1.634068338969487300e-10, 4.168204427713297893e-10, 1.710087564985857171e-10, 1.263532042450987717e-09, 1.101883890032915671e-09, 1.086416090525484488e-09, 5.563129220900065398e-10
2.013000000000000000e+03, 1.305878707061698887e-10, 1.698740706368556733e-10, 3.897268772845954525e-10, 1.765581798495304360e-10, 1.278058730290788890e-09, 1.279871404442807003e-09, 1.189727308483650754e-09, 5.814466216737411684e-10
2.014000000000000000e+03, 1.283537538101513061e-10, 1.687941736158491925e-10, 4.208848690842048517e-10, 1.757342540547477342e-10, 1.368750193608484507e-09, 1.243389861865282749e-09, 1.147121664068776960e-09, 5.805089333297771792e-10
