year, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, INM-CM4-8, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, INM-CM5-0
1.912000000000000000e+03, 2.934768122925017906e+02, 2.952731026820169404e+02, 2.961182445510474963e+02, 2.961339602274766207e+02, 2.937932350709960474e+02, 2.935908930747528984e+02, 2.951551946321304172e+02, 2.934627722818490838e+02, 2.954419624795826280e+02, 2.935499331460629264e+02, 2.945282460526785826e+02, 2.950719604591593566e+02, 2.939823392439855070e+02, 2.946492581061445435e+02, 2.954410491417368689e+02, 2.935805022750954549e+02
1.913000000000000000e+03, 2.934316493344541072e+02, 2.952787365256050975e+02, 2.957616199506327348e+02, 2.952587326957631717e+02, 2.937754544973534507e+02, 2.934475301687026558e+02, 2.949722754765437003e+02, 2.939106183820882734e+02, 2.943056470591702123e+02, 2.931475715632052470e+02, 2.948207010764374445e+02, 2.949520956375314427e+02, 2.934918146430336492e+02, 2.940239456796928721e+02, 2.957684194750040092e+02, 2.936450275021064158e+02
1.914000000000000000e+03, 2.933450250699774529e+02, 2.951399432466575377e+02, 2.958693574608205950e+02, 2.951680769848442765e+02, 2.943306894855309679e+02, 2.933519683434278704e+02, 2.953413780332692227e+02, 2.935761817665468243e+02, 2.940922056429959639e+02, 2.935119848243381853e+02, 2.950726331213735421e+02, 2.951270896149608234e+02, 2.937216432768510117e+02, 2.936137024858866766e+02, 2.948559962095348510e+02, 2.934103589345163527e+02
1.915000000000000000e+03, 2.934452077396486516e+02, 2.950211662321892732e+02, 2.959116052239704118e+02, 2.958796628566551590e+02, 2.944108181484784836e+02, 2.936488546275116391e+02, 2.953908529470302256e+02, 2.934841746577276353e+02, 2.944740144596279947e+02, 2.937943426727185283e+02, 2.951031877487479846e+02, 2.950792561889641661e+02, 2.935900962809240013e+02, 2.936160502263762737e+02, 2.951758201242158179e+02, 2.936499512538786689e+02
1.916000000000000000e+03, 2.937177754607620273e+02, 2.947333559972532271e+02, 2.960029575094140455e+02, 2.964698131114701027e+02, 2.944816310230808085e+02, 2.934821300194043374e+02, 2.956722875974227804e+02, 2.934057838919535470e+02, 2.949215792176432274e+02, 2.936541237975373519e+02, 2.946404673528649028e+02, 2.953333947440249858e+02, 2.935748182117089300e+02, 2.936981948669483131e+02, 2.955281380710877670e+02, 2.935775833916688384e+02
1.917000000000000000e+03, 2.933650137905323732e+02, 2.946369881537762012e+02, 2.961858943989637964e+02, 2.959604178695618657e+02, 2.946668243682156003e+02, 2.935242635524676871e+02, 2.959216595640727405e+02, 2.932259204339320036e+02, 2.950589165738759334e+02, 2.933534485255917161e+02, 2.943999541326329563e+02, 2.952550322874598123e+02, 2.935806978999229955e+02, 2.941312179503153175e+02, 2.951501966486816286e+02, 2.934014843816079861e+02
1.918000000000000000e+03, 2.933781752537585703e+02, 2.950207294337973281e+02, 2.956487696737880242e+02, 2.950387242156548950e+02, 2.938350004277724565e+02, 2.935378779254154438e+02, 2.954743769217943168e+02, 2.930352245713599473e+02, 2.948408961904356147e+02, 2.938235514478646451e+02, 2.948550529482290585e+02, 2.954377688595207587e+02, 2.934182831568200527e+02, 2.943967236484009504e+02, 2.953478048592326104e+02, 2.933346248665202438e+02
1.919000000000000000e+03, 2.931993536084747234e+02, 2.948730050762424071e+02, 2.955846519669617010e+02, 2.951823643137174145e+02, 2.940801371625195770e+02, 2.936495441320788018e+02, 2.954896021736033163e+02, 2.931270071383020763e+02, 2.945063175160151445e+02, 2.942371784954223131e+02, 2.952242640530437825e+02, 2.949123362554837513e+02, 2.940376499248595792e+02, 2.940846771034200060e+02, 2.957438725382255598e+02, 2.938843637715111186e+02
1.920000000000000000e+03, 2.934380687091215236e+02, 2.956521296855631817e+02, 2.958253453853034785e+02, 2.957002059783424670e+02, 2.944527575510352335e+02, 2.936498040589997345e+02, 2.956348551920160048e+02, 2.937983269148693353e+02, 2.944498235670413351e+02, 2.939050180316584147e+02, 2.946002650255605317e+02, 2.951797729491939890e+02, 2.941067309349240873e+02, 2.942248539331142183e+02, 2.959347843740299595e+02, 2.937682812031318917e+02
1.921000000000000000e+03, 2.936792022876750821e+02, 2.952751115463296969e+02, 2.960765988740909620e+02, 2.960331107067452763e+02, 2.939209913366365186e+02, 2.935667781504544109e+02, 2.960065413408455015e+02, 2.935391952793852397e+02, 2.947732123529079331e+02, 2.935258698727792535e+02, 2.944417375476949701e+02, 2.954144533613401791e+02, 2.937846961938364529e+02, 2.942155558148617729e+02, 2.956661004131897812e+02, 2.937697515134172477e+02
1.922000000000000000e+03, 2.933901956725154037e+02, 2.946507481648389444e+02, 2.953904835603225365e+02, 2.960029028278653414e+02, 2.940737065596578077e+02, 2.936272568611317411e+02, 2.959617759989969272e+02, 2.935509333337997759e+02, 2.944840292409638209e+02, 2.938650180290530329e+02, 2.947007014566170255e+02, 2.952150843371422866e+02, 2.936623557528578203e+02, 2.940511165218307497e+02, 2.953882348096340706e+02, 2.937643806270504570e+02
1.923000000000000000e+03, 2.932453939684519924e+02, 2.946637865893140429e+02, 2.959625148498271869e+02, 2.953298910701540763e+02, 2.944978471933104629e+02, 2.937329167985590743e+02, 2.955430575468078587e+02, 2.934462713505281499e+02, 2.949128801073613317e+02, 2.939963675975938600e+02, 2.948146390721432795e+02, 2.952506915236963891e+02, 2.936541497453275724e+02, 2.940184269172083305e+02, 2.955285107046557300e+02, 2.936376400618588036e+02
1.924000000000000000e+03, 2.933698884650745526e+02, 2.944241535269218843e+02, 2.958242864546996884e+02, 2.951726639367656162e+02, 2.947506550264506586e+02, 2.934244549015278380e+02, 2.952126249737855801e+02, 2.933989838932182579e+02, 2.957424000260959929e+02, 2.934980965928353385e+02, 2.950528290254071635e+02, 2.954626854413162960e+02, 2.936186790042694952e+02, 2.938249161500683613e+02, 2.959204360991427620e+02, 2.937623234041004707e+02
1.925000000000000000e+03, 2.934166150855426736e+02, 2.944565500168471317e+02, 2.962385901350971267e+02, 2.956523117536049199e+02, 2.939414220777618993e+02, 2.936389368779294387e+02, 2.953206266842203149e+02, 2.930352243836279627e+02, 2.949460815351584415e+02, 2.932008168153117822e+02, 2.947148378607137147e+02, 2.948003856461551777e+02, 2.933975509012951193e+02, 2.941351354891875758e+02, 2.954173940286867150e+02, 2.935528849263311599e+02
1.926000000000000000e+03, 2.935589641731772304e+02, 2.946532444452374193e+02, 2.962810140191922414e+02, 2.956158005982655368e+02, 2.939240072537987203e+02, 2.936917244399059541e+02, 2.954875238549507799e+02, 2.933026137611482227e+02, 2.944439440279111295e+02, 2.933576231457110453e+02, 2.946401523740467496e+02, 2.948042329628995049e+02, 2.934440919744357643e+02, 2.945947741482748938e+02, 2.954264484502376718e+02, 2.938444924784606656e+02
1.927000000000000000e+03, 2.932498584735042755e+02, 2.947255167563460532e+02, 2.960330519805946778e+02, 2.956891942852558941e+02, 2.943066861966862007e+02, 2.937558159664321806e+02, 2.957763334211467736e+02, 2.934451326913697358e+02, 2.942305841045966872e+02, 2.939533198036822341e+02, 2.945164989755490978e+02, 2.952624161769213629e+02, 2.937415918814226075e+02, 2.940018658139591139e+02, 2.957868380394781980e+02, 2.937051109286337010e+02
1.928000000000000000e+03, 2.935413690883424351e+02, 2.945629900751946479e+02, 2.957340084927577664e+02, 2.959817790747591744e+02, 2.946254431745207398e+02, 2.936007197855986988e+02, 2.957602026253996428e+02, 2.936175303445631926e+02, 2.950754126204584509e+02, 2.939933852369489387e+02, 2.945160267559295448e+02, 2.950527072057504370e+02, 2.938804238342920030e+02, 2.945441668328804781e+02, 2.955673561466986143e+02, 2.938624207430249839e+02
1.929000000000000000e+03, 2.937688431710333816e+02, 2.949131366714116211e+02, 2.956369238111285540e+02, 2.955464798317695454e+02, 2.940076797540431812e+02, 2.935950058131864466e+02, 2.958072352887133434e+02, 2.934524588771138838e+02, 2.949807396285202117e+02, 2.937652401442969676e+02, 2.946892897596121088e+02, 2.950700449785595083e+02, 2.933653536009884419e+02, 2.940317599333350245e+02, 2.956430228134038316e+02, 2.938329853911586156e+02
1.930000000000000000e+03, 2.934388578462612145e+02, 2.952335755695960415e+02, 2.959192358361840434e+02, 2.953536041725454311e+02, 2.941302108913791926e+02, 2.937943486366050934e+02, 2.955685790059614533e+02, 2.931878869847152487e+02, 2.949951119942251125e+02, 2.936417116643273744e+02, 2.950301633240808314e+02, 2.952725683274730386e+02, 2.938377883716566998e+02, 2.940313744680232162e+02, 2.955347041792886671e+02, 2.938267850733849400e+02
1.931000000000000000e+03, 2.931386777803671748e+02, 2.952374134115490847e+02, 2.960383456800233262e+02, 2.956532397120033693e+02, 2.945644488891237529e+02, 2.936496639499590628e+02, 2.953724782162014435e+02, 2.933578029261528854e+02, 2.948106755662872160e+02, 2.944260363335502575e+02, 2.943156460228802871e+02, 2.953752512603123819e+02, 2.937756913994395518e+02, 2.938913970496514594e+02, 2.953502700393798932e+02, 2.936666349127021363e+02
1.932000000000000000e+03, 2.933777774449732192e+02, 2.946921364809779789e+02, 2.957617778560139641e+02, 2.959573043289782959e+02, 2.939314257372970474e+02, 2.935819280003345284e+02, 2.955214920961082044e+02, 2.931071282694608158e+02, 2.945398691904080692e+02, 2.944158065469763983e+02, 2.943363352976992360e+02, 2.950354398490684957e+02, 2.940613832891601760e+02, 2.940463262999110725e+02, 2.957663818913455884e+02, 2.937136325740079883e+02
1.933000000000000000e+03, 2.939006740566792928e+02, 2.949381714522990592e+02, 2.958171616375063877e+02, 2.955362266475448223e+02, 2.943494961708057076e+02, 2.935942609754427508e+02, 2.956180323683574898e+02, 2.932802555005052341e+02, 2.946481909981085892e+02, 2.939301713875248083e+02, 2.943671238095633953e+02, 2.947566342240684207e+02, 2.935283125648441569e+02, 2.941556781320591085e+02, 2.951741566878816911e+02, 2.933941096754105615e+02
1.934000000000000000e+03, 2.937768397416222115e+02, 2.956094226652556927e+02, 2.957134455721055133e+02, 2.956631431771642156e+02, 2.947108793397636646e+02, 2.937181620311991992e+02, 2.957115809119526375e+02, 2.937629850727515759e+02, 2.948670411183986744e+02, 2.936706704261242749e+02, 2.944489209064639681e+02, 2.949876948061810253e+02, 2.937080576061435409e+02, 2.944296265656511196e+02, 2.950960773232067709e+02, 2.937045763678619892e+02
1.935000000000000000e+03, 2.933955741826993631e+02, 2.952118885513953614e+02, 2.959190394792115057e+02, 2.958140161207803658e+02, 2.940755429794430711e+02, 2.935975342412438067e+02, 2.958509678580676905e+02, 2.939129757889722896e+02, 2.947359388915447767e+02, 2.935287340492429848e+02, 2.943876639692477966e+02, 2.958071259904600652e+02, 2.938315824595979961e+02, 2.941229381571330919e+02, 2.957929249932027460e+02, 2.936694118051515261e+02
1.936000000000000000e+03, 2.935173139478730491e+02, 2.947578887598710935e+02, 2.957846160702861766e+02, 2.953423129883427691e+02, 2.946580209374907895e+02, 2.935055791585793941e+02, 2.958430861211355705e+02, 2.933670129195676850e+02, 2.943601959282066787e+02, 2.934997430788964152e+02, 2.949893528263397684e+02, 2.959799875992395073e+02, 2.939261378997405245e+02, 2.940612856731754619e+02, 2.956699977207788379e+02, 2.937256046671276977e+02
1.937000000000000000e+03, 2.936378941366124309e+02, 2.948264034118606673e+02, 2.960179328225190716e+02, 2.951082564971300712e+02, 2.947078804543191950e+02, 2.936302600734007910e+02, 2.955862461069360165e+02, 2.935415532820859994e+02, 2.944606082077643237e+02, 2.934795533486142745e+02, 2.942689267834024349e+02, 2.950412969914636960e+02, 2.939731598965660169e+02, 2.940384162746690322e+02, 2.951573513917343234e+02, 2.936013217250854268e+02
1.938000000000000000e+03, 2.936813028837776187e+02, 2.950719395999092285e+02, 2.958953787594403479e+02, 2.955291140326729646e+02, 2.941971766076365498e+02, 2.938170335891127820e+02, 2.951972071226322214e+02, 2.934796186366472170e+02, 2.947676895406170274e+02, 2.934343720434480360e+02, 2.940461054092307904e+02, 2.954211414999103908e+02, 2.940410477515172261e+02, 2.947862748875767238e+02, 2.956918173012091415e+02, 2.938274471549914324e+02
1.939000000000000000e+03, 2.936480716423839681e+02, 2.950094651605115246e+02, 2.959749231187899454e+02, 2.958695883784283751e+02, 2.942124824885165140e+02, 2.937643508359582256e+02, 2.952197972250774569e+02, 2.933920881261869340e+02, 2.950001158227296401e+02, 2.941728270786397275e+02, 2.943387439467952049e+02, 2.955280266119323755e+02, 2.936899329177476829e+02, 2.943999070672294351e+02, 2.957232409740210528e+02, 2.936096880035706249e+02
1.940000000000000000e+03, 2.934307227936517393e+02, 2.952706703180214731e+02, 2.956946193256526385e+02, 2.964231602969590540e+02, 2.944099461628832159e+02, 2.936438374742305655e+02, 2.951270778398993571e+02, 2.937743762756041974e+02, 2.955751415892760861e+02, 2.942967445035973242e+02, 2.948017530204521677e+02, 2.951440433877765486e+02, 2.936999303338753293e+02, 2.946058917316632346e+02, 2.958129217683760999e+02, 2.937775851378755760e+02
1.941000000000000000e+03, 2.935674900202667459e+02, 2.951158060570547264e+02, 2.958650698202231979e+02, 2.961142819039579308e+02, 2.943609716321106475e+02, 2.938140949220614289e+02, 2.958220327558559575e+02, 2.937788723606728354e+02, 2.952052762949047633e+02, 2.934428092987474201e+02, 2.945066415541618881e+02, 2.952812919791919057e+02, 2.936891612281168591e+02, 2.941326597834160452e+02, 2.959521192352443109e+02, 2.938132318750008949e+02
1.942000000000000000e+03, 2.939348369945834634e+02, 2.953535844541760298e+02, 2.960046408358389840e+02, 2.952697994795128125e+02, 2.942755254682880377e+02, 2.935688428717294300e+02, 2.953548052685339371e+02, 2.941678805343412932e+02, 2.945419412124967380e+02, 2.936542528634347491e+02, 2.950646833541540559e+02, 2.954211393289000966e+02, 2.939101503950529946e+02, 2.944286822664279271e+02, 2.950857015125342286e+02, 2.938588548318403468e+02
1.943000000000000000e+03, 2.938851923818428418e+02, 2.951001464792366846e+02, 2.955877022434919468e+02, 2.950293159840933299e+02, 2.947410617121648784e+02, 2.937817264106308244e+02, 2.951873878000230320e+02, 2.940431569536519305e+02, 2.949108137772094551e+02, 2.941429261950627279e+02, 2.947257340369336589e+02, 2.953507510776857430e+02, 2.937595047326324220e+02, 2.947598266571546333e+02, 2.954973818457718835e+02, 2.935511604624651341e+02
1.944000000000000000e+03, 2.935686115342383005e+02, 2.946511464521962580e+02, 2.959149656811699742e+02, 2.958892487081777176e+02, 2.946447542985307564e+02, 2.935944257303370364e+02, 2.953016245368838781e+02, 2.933698980676890642e+02, 2.952347759325455741e+02, 2.940779015103728398e+02, 2.948822404300243534e+02, 2.954410037038223322e+02, 2.942107787604716123e+02, 2.938477572116754573e+02, 2.954867978564225268e+02, 2.935385320872309762e+02
1.945000000000000000e+03, 2.936052457470729564e+02, 2.951074900409984139e+02, 2.962005953642753298e+02, 2.964906101903946478e+02, 2.941864251625610791e+02, 2.937483660944268991e+02, 2.955549945373126661e+02, 2.936979774691181433e+02, 2.947487682378932163e+02, 2.932547153172769185e+02, 2.943447235562466631e+02, 2.948546096549109166e+02, 2.938680183547738807e+02, 2.939960185306179596e+02, 2.955653726507280226e+02, 2.936006789461377480e+02
1.946000000000000000e+03, 2.934742141114081164e+02, 2.952248682376589954e+02, 2.956847323986317519e+02, 2.954837427463227186e+02, 2.941257213842932288e+02, 2.935539462483653210e+02, 2.953673277559476560e+02, 2.941407982716791594e+02, 2.954135112628833895e+02, 2.934621707551847862e+02, 2.944239609029608573e+02, 2.951622668357724706e+02, 2.937201910877254249e+02, 2.942022619543379278e+02, 2.957457507783926758e+02, 2.937601267280594470e+02
1.947000000000000000e+03, 2.934089936582020073e+02, 2.949486019386583848e+02, 2.954596135777205745e+02, 2.952609156122895797e+02, 2.946250766263322021e+02, 2.939733542999655356e+02, 2.953574508567566568e+02, 2.937623640586866145e+02, 2.952422389915330427e+02, 2.938589007905856647e+02, 2.952144021889163241e+02, 2.949247769934718235e+02, 2.945748269138229603e+02, 2.941759458180027309e+02, 2.957832084917542943e+02, 2.937833614737208450e+02
1.948000000000000000e+03, 2.935880780728447235e+02, 2.954207871353422092e+02, 2.962253523279499632e+02, 2.952839567827359133e+02, 2.946267805416442229e+02, 2.939016048650889275e+02, 2.961079596444740787e+02, 2.931635286332000874e+02, 2.956969625721539501e+02, 2.935900609524938432e+02, 2.949511513842186332e+02, 2.947326526603315529e+02, 2.937465718282554121e+02, 2.944655242489557736e+02, 2.957905459896110187e+02, 2.940012379463158254e+02
1.949000000000000000e+03, 2.937865996216555118e+02, 2.948355193100920246e+02, 2.959176744062921784e+02, 2.957506076988288441e+02, 2.942490022528706390e+02, 2.937217721137009221e+02, 2.955541357874390656e+02, 2.931289519977077020e+02, 2.957756886484301049e+02, 2.936484380150339462e+02, 2.942026459477292519e+02, 2.954990162163085188e+02, 2.935699063892033109e+02, 2.948682788328565607e+02, 2.954433125267303240e+02, 2.937626034195708371e+02
1.950000000000000000e+03, 2.932141809586905765e+02, 2.952624950089789877e+02, 2.956632058201565769e+02, 2.963351109726677350e+02, 2.938583048842818926e+02, 2.937437973333977652e+02, 2.956783582805759352e+02, 2.935205835798499834e+02, 2.951225947927824222e+02, 2.938707652746380745e+02, 2.938244659091704420e+02, 2.952200894337708519e+02, 2.937932454983977664e+02, 2.945515078035749070e+02, 2.957925713358570192e+02, 2.938534050057955369e+02
1.951000000000000000e+03, 2.938846993794747959e+02, 2.953844524207434574e+02, 2.960738154775825137e+02, 2.955193409714501058e+02, 2.944391090834600959e+02, 2.936337508194353063e+02, 2.958910152950193151e+02, 2.943893785020523524e+02, 2.953519191418978949e+02, 2.933937667592467164e+02, 2.941022510439178745e+02, 2.955583286901850215e+02, 2.935248218128965618e+02, 2.940836694074126285e+02, 2.957297934251806169e+02, 2.936697838426674707e+02
1.952000000000000000e+03, 2.940591517279012237e+02, 2.951896944174022224e+02, 2.959828390518354126e+02, 2.954940389710180852e+02, 2.947681895458391068e+02, 2.938122655172969075e+02, 2.961376556713531727e+02, 2.939546807134989876e+02, 2.950251889412676860e+02, 2.936488753448228977e+02, 2.941148728468115792e+02, 2.955783571030424355e+02, 2.935709298224797976e+02, 2.944609136050062830e+02, 2.955299889731751364e+02, 2.937937123513862616e+02
1.953000000000000000e+03, 2.938547421851287709e+02, 2.952693702461141925e+02, 2.955711538390062856e+02, 2.958137781186014763e+02, 2.939962721457378052e+02, 2.938289298400630969e+02, 2.959419355075926319e+02, 2.934710607762870040e+02, 2.945419174498874781e+02, 2.944302507735281438e+02, 2.945685208467752432e+02, 2.949768666735041052e+02, 2.934868297631946348e+02, 2.942682388499721924e+02, 2.952345254735180902e+02, 2.933936042336342780e+02
1.954000000000000000e+03, 2.933635443126297560e+02, 2.953465955031817884e+02, 2.963173990746888649e+02, 2.955817350916045712e+02, 2.940246444279830484e+02, 2.938187229775937226e+02, 2.953110710782418664e+02, 2.936381316268011687e+02, 2.945744862821672996e+02, 2.937750482150763673e+02, 2.954149310686219678e+02, 2.950848504421430789e+02, 2.937054602793648996e+02, 2.943436962660638301e+02, 2.956318925415867511e+02, 2.937989876642289460e+02
1.955000000000000000e+03, 2.937803684705547766e+02, 2.949851216663041100e+02, 2.962329202074898262e+02, 2.956205989210229177e+02, 2.945818592333439483e+02, 2.937039695774803931e+02, 2.954316046211515641e+02, 2.933217228994333823e+02, 2.952020840078087076e+02, 2.936642560655195666e+02, 2.950307282521346224e+02, 2.953822852894807625e+02, 2.938419479489857622e+02, 2.942588067813736643e+02, 2.962930123096063539e+02, 2.939592064866068881e+02
1.956000000000000000e+03, 2.939996571488409245e+02, 2.947400876769873435e+02, 2.956289464280234824e+02, 2.960772860080020337e+02, 2.946544130354414506e+02, 2.935530562421878926e+02, 2.963203702980605954e+02, 2.932381196118813591e+02, 2.952492843203763186e+02, 2.933523610898499214e+02, 2.946464537927405445e+02, 2.955825414558157149e+02, 2.932805552483096676e+02, 2.938012597975151721e+02, 2.955468058681653929e+02, 2.938472268560403791e+02
1.957000000000000000e+03, 2.939631814351469075e+02, 2.945111338621379105e+02, 2.956081042194621773e+02, 2.962068751922672618e+02, 2.942314189882158075e+02, 2.939049276680727871e+02, 2.958502623156180107e+02, 2.934164558854398024e+02, 2.951780540281305321e+02, 2.936511836118775136e+02, 2.949996940933292535e+02, 2.954681066475551461e+02, 2.939594894339641087e+02, 2.943291988172371134e+02, 2.953984525881112404e+02, 2.937161514136295750e+02
1.958000000000000000e+03, 2.938265440933857917e+02, 2.947937601690884435e+02, 2.957320312449738253e+02, 2.954798885213634208e+02, 2.939213346258927686e+02, 2.938302246044964363e+02, 2.950993219991554497e+02, 2.933577698956214022e+02, 2.948529431760234161e+02, 2.938843216233754561e+02, 2.949656846868003868e+02, 2.954018974096115357e+02, 2.939648834689503474e+02, 2.944534038757454937e+02, 2.958043014963226938e+02, 2.940197713128050623e+02
1.959000000000000000e+03, 2.936939929413795767e+02, 2.950508271522279529e+02, 2.957843654404832137e+02, 2.954051568373596410e+02, 2.943257995228569825e+02, 2.937940159003256895e+02, 2.950579964197362415e+02, 2.936325978518031548e+02, 2.949477041900607333e+02, 2.941336498044611290e+02, 2.945697385252551044e+02, 2.948438903616923881e+02, 2.937915836729243892e+02, 2.943196994088116298e+02, 2.963224336775477354e+02, 2.936402895644895921e+02
1.960000000000000000e+03, 2.936121418802866287e+02, 2.951654930581125882e+02, 2.953742415548952636e+02, 2.960037171786383396e+02, 2.942634567227934212e+02, 2.940349577331973592e+02, 2.951235600119331934e+02, 2.939806278273284761e+02, 2.952868783572429265e+02, 2.939695565985234111e+02, 2.944029797131522628e+02, 2.946993862859940805e+02, 2.937353971930918419e+02, 2.941950582193563264e+02, 2.953786473423818961e+02, 2.936441684702113548e+02
1.961000000000000000e+03, 2.939168923778831299e+02, 2.957392536815835342e+02, 2.958663634163004872e+02, 2.963866863074805451e+02, 2.944046902635454330e+02, 2.938751049252851431e+02, 2.952686740598629171e+02, 2.940579867756030694e+02, 2.953558859081786068e+02, 2.935871681191407561e+02, 2.942872160491273803e+02, 2.951017659917441165e+02, 2.939622133639398953e+02, 2.943167914028549603e+02, 2.954094385951615891e+02, 2.937366004387855014e+02
1.962000000000000000e+03, 2.941593521366340838e+02, 2.958567581530494977e+02, 2.962590191979313659e+02, 2.953691102958043757e+02, 2.943605553896521769e+02, 2.936828132632164170e+02, 2.955643175519805936e+02, 2.934578845948093999e+02, 2.946501339299098845e+02, 2.939390955967488708e+02, 2.950518814817581301e+02, 2.948674413293561543e+02, 2.938436058881125064e+02, 2.940615203939433968e+02, 2.955974863487591051e+02, 2.937684926295829086e+02
1.963000000000000000e+03, 2.934224851414587079e+02, 2.950174191086330779e+02, 2.960738415879164336e+02, 2.949459480104344493e+02, 2.937580838699428796e+02, 2.935266496527161166e+02, 2.953944016966855202e+02, 2.928202802890825183e+02, 2.942088015818957842e+02, 2.937594937795141732e+02, 2.944679029154772252e+02, 2.953912570076324187e+02, 2.934962676234463288e+02, 2.939444992341885268e+02, 2.951683951250766427e+02, 2.934304834488971210e+02
1.964000000000000000e+03, 2.935419617946512290e+02, 2.945772963444883885e+02, 2.954370033543341378e+02, 2.951853870335764896e+02, 2.941425319865272172e+02, 2.933274625946594369e+02, 2.956835469148596189e+02, 2.930432957160927572e+02, 2.950543082821499183e+02, 2.930305833281883565e+02, 2.937037357681076060e+02, 2.955208001875600416e+02, 2.935007903450487561e+02, 2.942134063321115036e+02, 2.952701394484739694e+02, 2.937140873045179319e+02
1.965000000000000000e+03, 2.937343338144340237e+02, 2.947401624475655240e+02, 2.958624350553619138e+02, 2.958732853185455269e+02, 2.943457095434057464e+02, 2.935252573517489054e+02, 2.961223256079695716e+02, 2.934369986195842444e+02, 2.955106953582823053e+02, 2.930343188983409846e+02, 2.948737178055379218e+02, 2.951342739014974654e+02, 2.932461315111538624e+02, 2.940286429061495141e+02, 2.958973618592113439e+02, 2.938014735822528110e+02
1.966000000000000000e+03, 2.935597075687459778e+02, 2.947132674309144704e+02, 2.959134701014033340e+02, 2.960852731400767084e+02, 2.939311726170284942e+02, 2.936935558018432175e+02, 2.953186670923640804e+02, 2.937240651797116584e+02, 2.956103661348856804e+02, 2.939421147843300446e+02, 2.951058814666461103e+02, 2.951230571677230046e+02, 2.940695069443916623e+02, 2.942305703378410726e+02, 2.961892769030285422e+02, 2.938083223761229874e+02
1.967000000000000000e+03, 2.938709142154367555e+02, 2.942160467356275149e+02, 2.953045952652764186e+02, 2.953602545204122407e+02, 2.941050106521308294e+02, 2.939745615788030477e+02, 2.952109833032856727e+02, 2.937648981181746990e+02, 2.948602882900011650e+02, 2.940983164359014381e+02, 2.940439251677315156e+02, 2.953835768866832154e+02, 2.942644222547868935e+02, 2.941665002663990549e+02, 2.954250226155194241e+02, 2.937574153701814907e+02
1.968000000000000000e+03, 2.939981882584374375e+02, 2.944735668173695444e+02, 2.954352412831730135e+02, 2.952578521420787752e+02, 2.942633661256469395e+02, 2.939587391563995880e+02, 2.954778607254892222e+02, 2.937426733265490384e+02, 2.949694730271416461e+02, 2.937219336873070574e+02, 2.941895883369836042e+02, 2.952404631486102744e+02, 2.936514696637668180e+02, 2.937914108132682713e+02, 2.951105175808774561e+02, 2.936559816051297389e+02
1.969000000000000000e+03, 2.938455525818956744e+02, 2.944490219708858945e+02, 2.963759268851846400e+02, 2.957186897159398313e+02, 2.940813010112511279e+02, 2.939098746590229894e+02, 2.954533115763917976e+02, 2.936451252890798287e+02, 2.948130220937154036e+02, 2.937781338327754383e+02, 2.947420402573201272e+02, 2.952103379883665752e+02, 2.941187521558371714e+02, 2.941963211720914728e+02, 2.951640289128337145e+02, 2.937552900646035710e+02
1.970000000000000000e+03, 2.936526338022155755e+02, 2.947020623498150940e+02, 2.959312234835114168e+02, 2.963711183678892667e+02, 2.945075883599891426e+02, 2.938228423465926085e+02, 2.958615885285709624e+02, 2.934264915599080723e+02, 2.949018061391641936e+02, 2.936884763554886604e+02, 2.947940629586917112e+02, 2.949345941404850464e+02, 2.939195333602026494e+02, 2.944764573940320815e+02, 2.957817634228148336e+02, 2.937525538086753158e+02
1.971000000000000000e+03, 2.937551558324824441e+02, 2.945854084042674117e+02, 2.956079903450042252e+02, 2.955699466423218951e+02, 2.945367258045740755e+02, 2.937476004698536372e+02, 2.964607791579039713e+02, 2.932581158301139226e+02, 2.946695494800582651e+02, 2.938360745045343378e+02, 2.947280339913025387e+02, 2.949645324139058289e+02, 2.944415238134723154e+02, 2.942144068048033319e+02, 2.958060687008722880e+02, 2.937477112309713903e+02
1.972000000000000000e+03, 2.940918501190975576e+02, 2.949430548365768345e+02, 2.957112937337690255e+02, 2.955614495824485175e+02, 2.938811379513055044e+02, 2.938344366471384888e+02, 2.959263647558237835e+02, 2.935910789019438312e+02, 2.950240218540180877e+02, 2.940252593700771513e+02, 2.944595644071732181e+02, 2.953567435293574590e+02, 2.938905198160046552e+02, 2.944592216991194391e+02, 2.954241456480925763e+02, 2.937731798183522756e+02
1.973000000000000000e+03, 2.942696887987407877e+02, 2.951156806588167001e+02, 2.965217354578856543e+02, 2.956094863891527780e+02, 2.941360402888165595e+02, 2.935694737806423973e+02, 2.952270812264004007e+02, 2.939990077878619559e+02, 2.958198321053066593e+02, 2.939436630948965785e+02, 2.941391361672331186e+02, 2.957177935815668661e+02, 2.941075691944558912e+02, 2.944972488621408502e+02, 2.955766894412159900e+02, 2.938228517005396725e+02
