year, CMCC-ESM2, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM4-8, TaiESM1, GFDL-ESM4, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-LM, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM, EC-Earth3-Veg, CESM2-WACCM
1.912000000000000000e+03, 2.769122010672848688e+00, 3.181750956895354587e+00, 2.500664917660126996e+00, 2.446306997264798166e+00, 3.730934304978842597e+00, 3.666902992767294478e+00, 2.536413067486582573e+00, 4.635578796593575746e+00, 2.122598553277042832e+00, 2.628852652915098176e+00, 2.065503057630609707e+00, 3.281635817215436290e+00, 2.722470034284698581e+00, 2.574191710564091018e+00, 4.128993359141302832e+00, 2.517468759080289331e+00
1.913000000000000000e+03, 2.647083415947781848e+00, 3.176863250933771088e+00, 2.447841534958475229e+00, 2.513557593324596606e+00, 3.966235575414751580e+00, 3.833241391386779107e+00, 2.470710528438182951e+00, 4.651635826780148086e+00, 2.096064460982361322e+00, 2.671762165303420034e+00, 2.137346912062533466e+00, 3.013315932935248576e+00, 2.728893433102639765e+00, 2.560003216894411793e+00, 4.069631359383985014e+00, 2.498148705985558493e+00
1.914000000000000000e+03, 2.748665041743731052e+00, 3.173500277699091487e+00, 2.533890622924390712e+00, 2.499369100756226647e+00, 3.874939130109372076e+00, 4.052018896443710716e+00, 2.531408106634499333e+00, 4.642247667340968498e+00, 2.194922449434790757e+00, 2.651852993683108117e+00, 2.242758090093415646e+00, 3.221914289745676285e+00, 2.732460367475719742e+00, 2.524988256586005786e+00, 4.286893149173846673e+00, 2.462416282787169397e+00
1.915000000000000000e+03, 2.709340308758670268e+00, 3.209673993682653492e+00, 2.564899346049191120e+00, 2.452072688020597635e+00, 3.678597898459858406e+00, 3.829496198222372083e+00, 2.490379656787073959e+00, 4.647006904127140459e+00, 2.184407940490684652e+00, 2.668483863484939711e+00, 2.332122808528501512e+00, 3.264655135616554738e+00, 2.742496526211565033e+00, 2.522466626903909326e+00, 4.285190843830612550e+00, 2.470719694027640578e+00
1.916000000000000000e+03, 2.670583226231904916e+00, 3.109543466330614514e+00, 2.491562764531010998e+00, 2.490246813064513898e+00, 3.679046729235789126e+00, 3.819425192051263629e+00, 2.531281137789804792e+00, 4.636996828703033202e+00, 2.184986670661558605e+00, 2.702300502868639764e+00, 2.206927655255792153e+00, 3.252460232667667039e+00, 2.754757008272853636e+00, 2.490803601771641951e+00, 4.286906811140749340e+00, 2.512288005459266227e+00
1.917000000000000000e+03, 2.810404251755824312e+00, 3.135077436821187558e+00, 2.561131411779119293e+00, 2.454610182123039497e+00, 3.773436891517706560e+00, 3.908588467668119737e+00, 2.513199528290906759e+00, 4.632874328043189216e+00, 2.196326188491590781e+00, 2.668672132774474015e+00, 2.199099384968652426e+00, 3.329934296041364927e+00, 2.706144896038904513e+00, 2.526683738867490092e+00, 4.190334290030873987e+00, 2.532518754761835300e+00
1.918000000000000000e+03, 2.749238886687026540e+00, 3.210478632942796562e+00, 2.639528572513012872e+00, 2.473387188059960273e+00, 3.826818431049229474e+00, 3.730842585892100161e+00, 2.541551051231517366e+00, 4.633977867473170420e+00, 2.105597813906377791e+00, 2.628654058786191516e+00, 2.197898984682319146e+00, 3.392125822915998512e+00, 2.711816079973977889e+00, 2.553434435060795593e+00, 4.137073723949141524e+00, 2.517464150061366368e+00
1.919000000000000000e+03, 2.617825576301574309e+00, 3.211642658433247810e+00, 2.549907059716290725e+00, 2.494516496912307701e+00, 3.818763066467599554e+00, 3.604132303312715724e+00, 2.506347907055861413e+00, 4.596919258467009328e+00, 2.231097922487807583e+00, 2.671110667558083573e+00, 2.235860081741334326e+00, 3.352698307988713378e+00, 2.723906483888596686e+00, 2.575085914678444166e+00, 4.162189145000336765e+00, 2.487799821509682374e+00
1.920000000000000000e+03, 2.660399663077878785e+00, 3.198034362656844820e+00, 2.388948996318181806e+00, 2.449428062829696273e+00, 3.725545464201295953e+00, 3.601616132637049716e+00, 2.464102923091251895e+00, 4.624339114471847090e+00, 2.257930147036957713e+00, 2.629854617024591334e+00, 2.308768544165176628e+00, 3.216157423431013740e+00, 2.755785989904814048e+00, 2.520987162677070792e+00, 4.222486804378953629e+00, 2.538041781556518828e+00
1.921000000000000000e+03, 2.637171672227900832e+00, 3.155110572112868272e+00, 2.463105551203384369e+00, 2.430510904522797944e+00, 3.791978302000726053e+00, 3.668309961692061361e+00, 2.475456076993810761e+00, 4.630055802956835720e+00, 2.164847817310413092e+00, 2.543575843152729998e+00, 2.294265221700448887e+00, 3.240270341446496616e+00, 2.758344476585863791e+00, 2.453527682409325283e+00, 4.144661858140930910e+00, 2.533640702389537314e+00
1.922000000000000000e+03, 2.672153867104125169e+00, 3.122611204191535261e+00, 2.478041828286034587e+00, 2.455329454198314831e+00, 3.845285002189793300e+00, 3.602342260667390939e+00, 2.455760116974357032e+00, 4.626999448158653827e+00, 2.229382383554766367e+00, 2.547968793044133484e+00, 2.251961612161351933e+00, 3.309756731636877003e+00, 2.729039798907517689e+00, 2.478463867072833615e+00, 4.146127141457040644e+00, 2.529017471640965020e+00
1.923000000000000000e+03, 2.487452583020412611e+00, 3.204797129166433667e+00, 2.597054795172574870e+00, 2.487534253997071509e+00, 3.778030541644132878e+00, 3.483468701832891146e+00, 2.478800431340985710e+00, 4.595400748335278784e+00, 2.277687067761729356e+00, 2.571257391108604295e+00, 2.276799300226510336e+00, 3.366472230122698139e+00, 2.730548192131955432e+00, 2.481194655866811427e+00, 4.194213494519583918e+00, 2.539712815620966513e+00
1.924000000000000000e+03, 2.551103845110961110e+00, 3.262126213412310793e+00, 2.544913370344883852e+00, 2.503838487459053574e+00, 3.754936464156350073e+00, 3.797524152544444309e+00, 2.485378089927855694e+00, 4.632100851070013903e+00, 2.229684594452028268e+00, 2.612655363910432627e+00, 2.049229410752273939e+00, 3.377633868678753704e+00, 2.745477126300272630e+00, 2.508592312014956249e+00, 4.258701717709414858e+00, 2.516897737876561347e+00
1.925000000000000000e+03, 2.755228240799485029e+00, 3.202176854028254915e+00, 2.507920711141747638e+00, 2.382891980416685040e+00, 3.836576860758412533e+00, 3.856761110972351858e+00, 2.513807866075743025e+00, 4.603874111099200306e+00, 2.185553364420976585e+00, 2.592256782303967277e+00, 2.199776607609460477e+00, 3.330026533098176866e+00, 2.754803259198578491e+00, 2.510496796335908165e+00, 4.222355669310331905e+00, 2.523020323430706480e+00
1.926000000000000000e+03, 2.744228167562798859e+00, 3.117168224982621805e+00, 2.500202981916689104e+00, 2.457973890036845077e+00, 3.840819876160414204e+00, 3.819858743741172180e+00, 2.427458792373134777e+00, 4.625533904941896424e+00, 2.097091093508087756e+00, 2.599554900798513035e+00, 2.215697590541735540e+00, 3.338710050474387181e+00, 2.771569676111888203e+00, 2.508884714471489641e+00, 4.126670088628459077e+00, 2.549646029920694890e+00
1.927000000000000000e+03, 2.752436352595449165e+00, 3.163561941113675502e+00, 2.386808243698868903e+00, 2.411422250033575576e+00, 3.815479890014621844e+00, 3.651056330912380687e+00, 2.489765828549403537e+00, 4.594412777601619702e+00, 2.090592676916041892e+00, 2.566598080300829032e+00, 2.305876019885076289e+00, 3.330139351900713862e+00, 2.761964868740775625e+00, 2.522792961885604868e+00, 4.149659943151633001e+00, 2.544633427582690732e+00
1.928000000000000000e+03, 2.699667060736748336e+00, 3.153029557628256541e+00, 2.518261512098287191e+00, 2.472634974567157418e+00, 3.710264748012001679e+00, 3.508361975685646339e+00, 2.495456061860218622e+00, 4.620667477766723152e+00, 2.167702294922566608e+00, 2.576557139054458379e+00, 2.287433921470275244e+00, 3.336441166120183155e+00, 2.725708644944074610e+00, 2.575897395767777986e+00, 4.132254365952368502e+00, 2.572519382461836646e+00
1.929000000000000000e+03, 2.723171358623627025e+00, 3.074072462115666760e+00, 2.578618571150999461e+00, 2.514054188638934484e+00, 3.721393140133782751e+00, 3.716357688975069795e+00, 2.491684391760736084e+00, 4.633550293519687280e+00, 2.272047766272985214e+00, 2.589066265052598403e+00, 2.222660715041990365e+00, 3.294181428126239375e+00, 2.717820023679625496e+00, 2.595688813902867320e+00, 4.184520158429290149e+00, 2.545069113360193036e+00
1.930000000000000000e+03, 2.641618915319424943e+00, 3.165512315969133628e+00, 2.525421527545416378e+00, 2.462558406282695067e+00, 3.830059123274354160e+00, 3.590992296796625016e+00, 2.470660139823853463e+00, 4.601304466485525602e+00, 2.245217519786636196e+00, 2.571454198079782927e+00, 2.277655573028352975e+00, 3.426647296975241286e+00, 2.729156949970299451e+00, 2.547783957977320046e+00, 4.207963472023654283e+00, 2.498207648722101659e+00
1.931000000000000000e+03, 2.724485713204774395e+00, 3.272295404623323911e+00, 2.423357223022444717e+00, 2.461992248132262695e+00, 3.850216377898753706e+00, 3.351276267594357261e+00, 2.482716764289150557e+00, 4.626910027241414092e+00, 2.251992350338730020e+00, 2.603593362258631139e+00, 2.266938952552236319e+00, 3.358328003640831394e+00, 2.732132952036816054e+00, 2.504636409363718119e+00, 4.207572998888442939e+00, 2.496294422269835778e+00
1.932000000000000000e+03, 2.742904655757169241e+00, 3.283061554801304016e+00, 2.383315903913617806e+00, 2.441683496784001761e+00, 3.844077588581314764e+00, 3.157298982283280875e+00, 2.504712055068321952e+00, 4.617385710394513509e+00, 2.237432055139277232e+00, 2.597344657636295739e+00, 2.342191709751888951e+00, 3.382364528897069622e+00, 2.721654935877377834e+00, 2.441292898556055135e+00, 4.278141909280113175e+00, 2.483148172166685708e+00
1.933000000000000000e+03, 2.661757517395473727e+00, 3.112258903310635372e+00, 2.410959938237017486e+00, 2.471233108589002470e+00, 3.755290587237943623e+00, 3.425322348604719735e+00, 2.521801918762701433e+00, 4.614823679167421311e+00, 2.295354951889155171e+00, 2.558850521372809883e+00, 2.250547775198057376e+00, 3.252363054226565797e+00, 2.713596310135839129e+00, 2.456166432679285361e+00, 4.251382192929590076e+00, 2.509776284642918576e+00
1.934000000000000000e+03, 2.593819835737591895e+00, 3.040982151364528541e+00, 2.448434790386323723e+00, 2.490626439049314023e+00, 3.689520385044153361e+00, 3.696524477400921604e+00, 2.472221348892913895e+00, 4.627578813056941520e+00, 2.282751065497361953e+00, 2.595110199042864441e+00, 2.318015301537753814e+00, 3.245876760679232031e+00, 2.714922375665068000e+00, 2.458688985402483596e+00, 4.090568758908678326e+00, 2.518845118301703767e+00
1.935000000000000000e+03, 2.600426371776847212e+00, 3.119978739975754145e+00, 2.440995115414859917e+00, 2.480706330082094180e+00, 3.843507448448804542e+00, 3.878042853355292863e+00, 2.484834674415907330e+00, 4.639403862598165063e+00, 2.261631776272284178e+00, 2.626393669282462096e+00, 2.237453337464761827e+00, 3.186395189422409402e+00, 2.719692936877557532e+00, 2.499444153881076769e+00, 4.117119665471404844e+00, 2.467660268496424614e+00
1.936000000000000000e+03, 2.579607284188349503e+00, 3.164624222301423373e+00, 2.433507415584448719e+00, 2.433784918471474601e+00, 3.804287938291385007e+00, 3.776567920052321448e+00, 2.494150197874033026e+00, 4.648969672696831701e+00, 2.271051787400444777e+00, 2.600941882470674482e+00, 2.277113717418027150e+00, 3.198652443587524541e+00, 2.740031326530944611e+00, 2.507889614433128855e+00, 4.071258021615618006e+00, 2.401021156527626932e+00
1.937000000000000000e+03, 2.599015196780172676e+00, 3.204565417711939812e+00, 2.408504495260833433e+00, 2.460571173979959614e+00, 3.666552280198311475e+00, 3.585836188792592250e+00, 2.489166289938183674e+00, 4.637288531783939405e+00, 2.247206059531710487e+00, 2.578443851779447460e+00, 2.281927441099942833e+00, 3.188312373137311084e+00, 2.752855633590489681e+00, 2.527782354833532974e+00, 4.112418893935998021e+00, 2.477721123012995186e+00
1.938000000000000000e+03, 2.709407859358750947e+00, 3.166507583136509041e+00, 2.504999064193469405e+00, 2.494916001874733169e+00, 3.694861696187570654e+00, 3.691348305847184541e+00, 2.480612516091603936e+00, 4.622362048996893513e+00, 2.258789531848736765e+00, 2.587828710150358091e+00, 2.271819089948662995e+00, 3.256502851997944425e+00, 2.742919905215229548e+00, 2.480193723172964493e+00, 4.000003350429668814e+00, 2.530225091631957746e+00
1.939000000000000000e+03, 2.826356771691040048e+00, 3.169632293525890709e+00, 2.463859863689290997e+00, 2.497052019658271060e+00, 3.760073242470235222e+00, 3.522777495344110665e+00, 2.490533230796562414e+00, 4.623672731730873231e+00, 2.149123261242063876e+00, 2.575605910223196293e+00, 2.221702510319696788e+00, 3.227644371471931617e+00, 2.716269481107477457e+00, 2.494998156061380534e+00, 3.965740875767349571e+00, 2.484015601702051601e+00
1.940000000000000000e+03, 2.723900043177915897e+00, 3.181843217173799587e+00, 2.561410153194637829e+00, 2.495454282513100530e+00, 3.732700715086512133e+00, 3.496555751200053574e+00, 2.496410959185469736e+00, 4.620702579852613567e+00, 2.223205767819888212e+00, 2.591356907398338905e+00, 2.181378259574588085e+00, 3.161078506640681685e+00, 2.699920726809954097e+00, 2.510709299622976953e+00, 4.097304181903807851e+00, 2.530808215643806758e+00
1.941000000000000000e+03, 2.659324400808515065e+00, 3.247621611827143262e+00, 2.587337785861998363e+00, 2.456922747920045946e+00, 3.662342458033531756e+00, 3.599431795817443103e+00, 2.508516597817596949e+00, 4.620871841014948522e+00, 2.295807498129523339e+00, 2.595568591026204075e+00, 2.236481553908935105e+00, 3.200784301865079229e+00, 2.688848776635639037e+00, 2.529902081071681685e+00, 4.167366645850531626e+00, 2.539383285021259873e+00
1.942000000000000000e+03, 2.690220533225062827e+00, 3.249802237863209875e+00, 2.570536035718838708e+00, 2.524342154257294357e+00, 3.635781060423398880e+00, 3.683145406338761418e+00, 2.445951310556124803e+00, 4.622411118054945867e+00, 2.176137124747995699e+00, 2.616928673074939926e+00, 2.275900345092296995e+00, 3.197146336410860101e+00, 2.696460338194702100e+00, 2.516430813452664950e+00, 4.197187768462064206e+00, 2.511971128418693855e+00
1.943000000000000000e+03, 2.714827114362414306e+00, 3.165582508230115000e+00, 2.552501617151571978e+00, 2.469376089229472271e+00, 3.606799770182747000e+00, 3.477991086412808297e+00, 2.505115402786975753e+00, 4.635227463666852010e+00, 2.266176807684098460e+00, 2.612973795721277526e+00, 2.252670104832608100e+00, 3.168968976429674900e+00, 2.737251064197640193e+00, 2.476263360393862634e+00, 4.103238862624611016e+00, 2.518672848734941017e+00
1.944000000000000000e+03, 2.770033347757454134e+00, 3.169275541023806486e+00, 2.393323784654153741e+00, 2.516921793162237631e+00, 3.694887173337124686e+00, 3.443367641771964749e+00, 2.528940764944034747e+00, 4.629427582736339808e+00, 2.266172355489501022e+00, 2.601185157509324331e+00, 2.124942465251226320e+00, 3.190221093535930308e+00, 2.757207550942071705e+00, 2.506767517166962111e+00, 4.115994349939035679e+00, 2.520395029189693492e+00
1.945000000000000000e+03, 2.805193004839392934e+00, 3.235130004616328048e+00, 2.433844398846818802e+00, 2.482064615822618059e+00, 3.681465238049931532e+00, 3.598675578853768542e+00, 2.494388595466464853e+00, 4.621641247788080165e+00, 2.249778193587311570e+00, 2.580602843443939420e+00, 2.217253291606325671e+00, 3.155559787218972900e+00, 2.743066613035395118e+00, 2.523902919184413118e+00, 4.241032038575585084e+00, 2.560097788007170916e+00
1.946000000000000000e+03, 2.721535567871909755e+00, 3.246509177876296892e+00, 2.487587868734981722e+00, 2.490953142941970899e+00, 3.678295777736832584e+00, 3.640949075994991180e+00, 2.565752231558976693e+00, 4.620814626166910521e+00, 2.200524927826476240e+00, 2.622432382318898636e+00, 2.177671875932543077e+00, 3.053129704932372679e+00, 2.721862337604473936e+00, 2.545605704687830428e+00, 4.200016770302169355e+00, 2.552756699291874209e+00
1.947000000000000000e+03, 2.585621912143208245e+00, 3.212655750098972085e+00, 2.339675769868998501e+00, 2.371987174674220267e+00, 3.719067861539310904e+00, 3.634893504261643038e+00, 2.501531356913289983e+00, 4.628175115424503439e+00, 2.211697131881955158e+00, 2.646988854490395671e+00, 2.251876645894780093e+00, 3.210098796374849961e+00, 2.734917753694237064e+00, 2.554341166149819209e+00, 4.232444182802026944e+00, 2.509232399242575795e+00
1.948000000000000000e+03, 2.696065594524176046e+00, 3.238988597546748949e+00, 2.340620771597952565e+00, 2.431941160353396469e+00, 3.718208012604898194e+00, 3.564417335875815773e+00, 2.426721489127500409e+00, 4.611045308118439046e+00, 2.223945525163795622e+00, 2.587282061577229619e+00, 2.211936768644588991e+00, 3.337896046844007536e+00, 2.746053964267936909e+00, 2.619269342038640591e+00, 4.116956308845998613e+00, 2.534656658674010465e+00
1.949000000000000000e+03, 2.694455130998449910e+00, 3.135630069862212821e+00, 2.507246315061085529e+00, 2.482702816650716127e+00, 3.746485384048306777e+00, 3.748264064434009057e+00, 2.475111680275778880e+00, 4.581968868146337748e+00, 2.116499303778351937e+00, 2.609356195728532501e+00, 2.120569473433851382e+00, 3.345896180305238943e+00, 2.740856762358357734e+00, 2.626339537950861835e+00, 4.069481098357894844e+00, 2.601872812696717663e+00
1.950000000000000000e+03, 2.579068070476087549e+00, 3.091029319342873727e+00, 2.600324864286101878e+00, 2.490570771014998019e+00, 3.701325961564544187e+00, 3.472911306269987897e+00, 2.486880549156336162e+00, 4.582717183075213363e+00, 2.253412847391929041e+00, 2.582695030185854446e+00, 2.149489306877927053e+00, 3.313193535442336302e+00, 2.717262751218791017e+00, 2.565982954817347839e+00, 4.068690459444563423e+00, 2.604582450477108679e+00
1.951000000000000000e+03, 2.677263568651060854e+00, 3.152799575064338278e+00, 2.573074659344032789e+00, 2.476001927914572409e+00, 3.803164041132663709e+00, 3.714830302595168998e+00, 2.538815976047032130e+00, 4.585273807959342030e+00, 2.250214009101990875e+00, 2.523170135374452450e+00, 2.150814645103781508e+00, 2.971000246316599647e+00, 2.714035672087870221e+00, 2.563788739201705802e+00, 4.168162776617143628e+00, 2.569132267309159889e+00
1.952000000000000000e+03, 2.709575308854627718e+00, 3.140088848696679147e+00, 2.513340991557053261e+00, 2.501986496023103523e+00, 3.909805278566927722e+00, 3.670775396305499427e+00, 2.506641446716909805e+00, 4.615650954584968879e+00, 2.171435485244213481e+00, 2.482087452107189396e+00, 2.083865930755472551e+00, 3.193559992690713223e+00, 2.745349995700054890e+00, 2.543294161415631915e+00, 4.074416113170538090e+00, 2.545007243736407521e+00
1.953000000000000000e+03, 2.608069595859894285e+00, 3.112510263957527279e+00, 2.500906685660437390e+00, 2.452802008174066906e+00, 3.965875470177897544e+00, 3.326325170297459444e+00, 2.527136977925550809e+00, 4.637529879872919203e+00, 2.248111889874043090e+00, 2.537530068992958743e+00, 2.201839058787145031e+00, 3.331906736424502746e+00, 2.716535026305770817e+00, 2.576599682531000468e+00, 4.091137030199731406e+00, 2.531334305501930171e+00
1.954000000000000000e+03, 2.808996275228386352e+00, 3.184565696872395435e+00, 2.500301534909491252e+00, 2.454947335538771647e+00, 3.858422717172259375e+00, 3.543683920304290247e+00, 2.484477317450451750e+00, 4.635308366160852955e+00, 2.254368247496123523e+00, 2.610651185553130471e+00, 2.193107366320821594e+00, 3.271545892470586914e+00, 2.716551808588876682e+00, 2.578662443235852919e+00, 4.115095541829743908e+00, 2.547534939111720576e+00
1.955000000000000000e+03, 2.870931636983799162e+00, 3.226329590781198409e+00, 2.472073358282072864e+00, 2.498493340198058466e+00, 3.742517428435540250e+00, 3.426892593661372111e+00, 2.425432360311550628e+00, 4.610032225406352602e+00, 2.129997478556846957e+00, 2.589777053115033034e+00, 2.193529968203485669e+00, 3.410311223130045644e+00, 2.700211356541354135e+00, 2.531616787004146829e+00, 4.145467026910379715e+00, 2.588175601195145781e+00
1.956000000000000000e+03, 2.723641464372020149e+00, 3.176630899672565622e+00, 2.499920988068922600e+00, 2.527892996427100858e+00, 3.807122486547897200e+00, 3.634956178322994891e+00, 2.505968693468834996e+00, 4.585545791743244948e+00, 2.193683456231600992e+00, 2.594530982348867809e+00, 2.142862286578708364e+00, 3.336241684247701400e+00, 2.690204249208349108e+00, 2.527415398916836864e+00, 4.139516146382665518e+00, 2.583969254469117516e+00
1.957000000000000000e+03, 2.863835923209880452e+00, 3.143957170411373792e+00, 2.511897966048465936e+00, 2.429143458684219770e+00, 3.774496221478846891e+00, 3.531398931187363921e+00, 2.498324734255370938e+00, 4.587039002449334824e+00, 2.259179681559205122e+00, 2.614637565015514920e+00, 2.169255393196198867e+00, 3.201308680884682012e+00, 2.708951587613374734e+00, 2.535594577544765915e+00, 4.196996637339830194e+00, 2.589293753416179733e+00
1.958000000000000000e+03, 2.832685925213494382e+00, 3.085782548548640314e+00, 2.500958239640912684e+00, 2.401916167575041339e+00, 3.827246077274166325e+00, 3.441116522839404279e+00, 2.500394714474459601e+00, 4.591695963748859022e+00, 2.333551162073391971e+00, 2.587761947433752319e+00, 2.235152263129058792e+00, 3.164604755225738586e+00, 2.706842721134827379e+00, 2.592449996943021251e+00, 4.081666349670244998e+00, 2.485848676245954181e+00
1.959000000000000000e+03, 2.699397689966386515e+00, 3.136440629775169686e+00, 2.472609892676969956e+00, 2.539636176415355884e+00, 3.773509200907041006e+00, 3.495568990335388815e+00, 2.522468184556351023e+00, 4.600162488054988508e+00, 2.278246113780566962e+00, 2.548842520934154976e+00, 2.208503227761857701e+00, 3.209727420133881903e+00, 2.720442513541010410e+00, 2.612794299521952635e+00, 4.116139546766740764e+00, 2.490268323529750472e+00
1.960000000000000000e+03, 2.659439187640554536e+00, 3.196743171093123337e+00, 2.440420847286635109e+00, 2.466280426032277706e+00, 3.669495287308343290e+00, 3.433457309886964737e+00, 2.489694675687407877e+00, 4.574412084010842428e+00, 2.354944997321104960e+00, 2.501967252733495517e+00, 2.185987637069459755e+00, 3.353587245073134770e+00, 2.695222793936771222e+00, 2.544178899810300987e+00, 4.132350597996518715e+00, 2.537110843477120792e+00
1.961000000000000000e+03, 2.676423282864185182e+00, 3.193065939912397511e+00, 2.479166684746138660e+00, 2.505234486544225092e+00, 3.725293085339481003e+00, 3.490569152883874260e+00, 2.512021330884713244e+00, 4.580986289120223987e+00, 2.346612112624236524e+00, 2.592074013118530029e+00, 2.062200335432480713e+00, 3.250349138509415869e+00, 2.694794093336627672e+00, 2.513684984961175761e+00, 4.220311176963538635e+00, 2.586277619343778422e+00
1.962000000000000000e+03, 2.757717716659749296e+00, 3.140281806843950196e+00, 2.432821729459341942e+00, 2.505371867066667591e+00, 3.817177540544782310e+00, 3.448323936541529022e+00, 2.453961208303208519e+00, 4.583568236261036155e+00, 2.250060796756066850e+00, 2.657791893766550562e+00, 2.201668685624669219e+00, 3.391463301725998747e+00, 2.695881782127509840e+00, 2.459470702158273347e+00, 4.160305298240587923e+00, 2.570841090831094800e+00
1.963000000000000000e+03, 2.763302171096196691e+00, 3.120630496426636480e+00, 2.554427841281172729e+00, 2.420039627742525568e+00, 3.773955691490462616e+00, 3.289662146012803934e+00, 2.459948095214769204e+00, 4.602818435746097059e+00, 2.191261953520295513e+00, 2.617047745474654352e+00, 2.328404185878993005e+00, 3.390951252996257104e+00, 2.708899456591598032e+00, 2.496603529094539198e+00, 4.124886103224810974e+00, 2.527669445088062350e+00
1.964000000000000000e+03, 2.778668800134000971e+00, 3.206641524123457820e+00, 2.568132870902316789e+00, 2.493027510076263109e+00, 3.779184558005250327e+00, 3.483015167910416654e+00, 2.491863763762659723e+00, 4.584733940491473092e+00, 2.269785434014134129e+00, 2.598012469620735843e+00, 2.252735849379598143e+00, 3.320942510052995011e+00, 2.740350433754051185e+00, 2.595593135974568089e+00, 4.071001108075100738e+00, 2.454981561914710841e+00
1.965000000000000000e+03, 2.660853317685652808e+00, 3.210018640365074560e+00, 2.566500099720659289e+00, 2.480166970644608337e+00, 3.688735082083215211e+00, 3.545362084747194498e+00, 2.503388768929218244e+00, 4.606221052404699812e+00, 2.273953907708521349e+00, 2.598876333216302292e+00, 2.167030217278876236e+00, 3.230720580415973764e+00, 2.745652622652560382e+00, 2.611764691340915157e+00, 4.111952027259943243e+00, 2.487373615144186978e+00
1.966000000000000000e+03, 2.734183305554436227e+00, 3.227816743247293285e+00, 2.520214175307581961e+00, 2.465153126312963128e+00, 3.712144417177571043e+00, 3.414829729921336376e+00, 2.459416266836507159e+00, 4.598743162704697518e+00, 2.226598819855397426e+00, 2.582121488777577412e+00, 2.138382388082094909e+00, 3.127816443470230023e+00, 2.705380459602469756e+00, 2.557028976617504945e+00, 4.158901517523991842e+00, 2.486758066170083215e+00
1.967000000000000000e+03, 2.655281918796141838e+00, 3.174143613327953251e+00, 2.509816538099900018e+00, 2.460070203006047063e+00, 3.933422766266930992e+00, 3.153553792903597941e+00, 2.471035973685541620e+00, 4.591680324034813410e+00, 2.322954357083819144e+00, 2.611889155956657937e+00, 2.195835331783110966e+00, 3.237035815611984724e+00, 2.701674440483612827e+00, 2.581911612941115042e+00, 4.118502064045072686e+00, 2.443359738962804339e+00
1.968000000000000000e+03, 2.610750771130657011e+00, 3.181244527291687163e+00, 2.445528002324941941e+00, 2.499067735130230172e+00, 3.932816575680989413e+00, 3.436290853885906049e+00, 2.521335167185716042e+00, 4.574430375806815441e+00, 2.387319972692848236e+00, 2.663609442940847227e+00, 2.193690625038096087e+00, 3.251598234075932847e+00, 2.730710731236130950e+00, 2.611230994516171133e+00, 4.102292740653457948e+00, 2.463545097890710966e+00
1.969000000000000000e+03, 2.650692851209830891e+00, 3.139763213849008139e+00, 2.456716261044715743e+00, 2.505855794072071152e+00, 3.766931008393648028e+00, 3.399095871944921576e+00, 2.458601430716648828e+00, 4.586935644533006062e+00, 2.267727452657207543e+00, 2.705032751264865087e+00, 2.191808802141224533e+00, 3.251442020951718082e+00, 2.736071949712718165e+00, 2.599217507534350435e+00, 4.149909801276172594e+00, 2.496677289790247833e+00
1.970000000000000000e+03, 2.688810176530036955e+00, 3.215686863497634107e+00, 2.480034338836081709e+00, 2.459745146629553680e+00, 3.773058165922215323e+00, 3.328661612292407312e+00, 2.524735397763527178e+00, 4.593091744069839777e+00, 2.256955241091875397e+00, 2.666251823215882943e+00, 2.239219624582321710e+00, 3.336568522279986571e+00, 2.698889270900976634e+00, 2.613284484743996661e+00, 4.104608709265087363e+00, 2.526796432939415471e+00
1.971000000000000000e+03, 2.770511860590076481e+00, 3.271147973997978742e+00, 2.333675387269088297e+00, 2.506442804846601646e+00, 3.800733178307840188e+00, 3.410205498418707126e+00, 2.542674850335456149e+00, 4.598979443647872145e+00, 2.347659641605045255e+00, 2.721047649028106807e+00, 2.211213473479477276e+00, 3.385524055085621153e+00, 2.694550143753585036e+00, 2.625911358755386615e+00, 4.113309521907086541e+00, 2.620526746398066376e+00
1.972000000000000000e+03, 2.906308544212470757e+00, 3.256803001202212222e+00, 2.335297693667180319e+00, 2.491897316765852466e+00, 3.902343625286741169e+00, 3.262162519976342878e+00, 2.468537408556095603e+00, 4.580771516008554478e+00, 2.352907293443584180e+00, 2.668683134526217415e+00, 2.180183604598732838e+00, 3.171372744553108358e+00, 2.701900478398872707e+00, 2.638578733851088209e+00, 4.047195645069025183e+00, 2.619441699978094729e+00
1.973000000000000000e+03, 2.766349836863160494e+00, 3.178848685994610346e+00, 2.515250234478244362e+00, 2.518429478988120085e+00, 3.901859142622786436e+00, 3.436806844205925415e+00, 2.464206803256593137e+00, 4.582363164315421677e+00, 2.235850942351913506e+00, 2.704668909156026313e+00, 2.095129786436077168e+00, 3.218324842203081904e+00, 2.739445364293696894e+00, 2.621274886950938132e+00, 4.060289624630170735e+00, 2.589533515730788604e+00
