year, CESM2-WACCM, GFDL-ESM4, CanESM5, CNRM-ESM2-1, MPI-ESM1-2-LR, CMCC-ESM2, MIROC-ES2L, UKESM1-0-LL
1.969000000000000000e+03, -9.382684561430572633e-10, -2.870211807100303737e-10, 6.510264776593411960e-10, -3.937158966623579167e-10, -4.739455195116214004e-10, -7.334650768786313266e-10, 2.124548888293651753e-10, -3.580028712426679223e-10
1.970000000000000000e+03, -6.145860566642513307e-11, -3.336003244267857207e-10, 3.817538281133363710e-10, 1.013584986947097167e-10, 3.596483914694526066e-10, -8.101989112045450951e-11, -1.037653805852987740e-09, -1.286852591969880032e-10
1.971000000000000000e+03, 2.480814667374476373e-10, 3.265461750655376183e-10, 3.036160436351690423e-10, -1.935004757633737511e-09, 9.802995241293567017e-10, -1.431869083525036359e-09, 5.572231620750855291e-11, -1.083279318539319679e-09
1.972000000000000000e+03, -2.203644607151768080e-10, -1.609683589640049911e-09, -7.733579279293499852e-10, 4.960899191527665085e-10, -1.205724241752108451e-09, -9.362333569858810869e-10, 4.370898736906188941e-10, 1.934539045200041127e-10
1.973000000000000000e+03, -5.028469981212381688e-10, 6.838489659825267984e-10, -2.781026014166570857e-09, 4.360356596947049837e-10, -5.570161137967064302e-10, 7.572359103100345749e-10, 4.956217751508149173e-10, 9.643434047584493760e-10
1.974000000000000000e+03, 9.118533365662786678e-10, 3.940915694143188462e-10, -2.056982589746455310e-09, -1.915822515883655948e-10, -1.974286599597104483e-10, -4.833456309253051851e-10, -2.362204590925174369e-10, 1.809625389918383768e-09
1.975000000000000000e+03, -8.759956984879991161e-11, 8.146191753868916779e-10, 4.973449974718008357e-10, 1.133763612182159919e-09, 4.847492011030273137e-10, -9.093219440456676639e-10, -4.738061186454948741e-10, 9.535396208858351215e-10
1.976000000000000000e+03, -5.033767544999842140e-11, -3.283045648542969027e-10, 4.579730825322018329e-10, 4.211462266092794419e-10, 1.196770774068346717e-09, -3.879974056541042096e-10, -6.278899070792260866e-10, -1.047294417502116643e-09
1.977000000000000000e+03, 4.823346187335431146e-11, -1.940935397406218337e-09, -6.336302005606829485e-10, -3.460730058656020370e-10, -2.419221732100453112e-10, -3.147459530918318940e-10, 1.005221266655330183e-09, -6.086800291272122316e-11
1.978000000000000000e+03, -2.915256015093151242e-10, -9.503028505027975941e-10, 1.742246350929835671e-10, -4.855843520616629253e-10, -4.747240323121691140e-10, -7.849264489983072356e-10, 3.155597576746103820e-10, -1.883540850414762580e-09
1.979000000000000000e+03, 1.066831385572756910e-10, 1.430326769884949978e-09, 2.458868846864694574e-09, 7.123591587450792416e-11, 1.434654051214871670e-11, -2.611921094535103279e-11, 1.258742383075622997e-10, -1.106133684887735653e-10
1.980000000000000000e+03, 4.567140205354376677e-10, 8.327242277891598617e-10, 8.693480043006935553e-10, 6.498598216460188937e-10, -3.069330360234929261e-10, -1.006728127815727064e-09, -2.792495003162298435e-10, 6.674449725674898687e-10
1.981000000000000000e+03, -8.887059191999145643e-10, -2.668902463464875078e-09, -2.780905872624356403e-10, 5.731046812353396290e-10, -5.555491485818244798e-11, -6.907314385374989299e-10, -1.294634174910681030e-09, 1.156380683777538045e-09
1.982000000000000000e+03, 2.563956932565500441e-10, -1.287289030384583387e-09, -1.438553099514949681e-09, 6.136368299844642094e-10, 2.974157286951836878e-10, -4.840064944774458802e-10, 5.342178458028096564e-10, -8.462851249635447831e-10
1.983000000000000000e+03, 7.269030737787584952e-10, 9.876122172472213268e-10, -9.071647398747810056e-10, 3.476784571920985991e-10, 9.918071826947454549e-11, 1.119896635182902902e-10, 1.339097570232328552e-09, -5.281190558498216428e-10
1.984000000000000000e+03, -2.873278045727123300e-10, -2.155159712828203183e-10, 2.732257231625544733e-10, -4.933515294824059478e-10, -1.751816674792345231e-09, -7.842619511504546246e-10, 5.458023598908807994e-10, -4.699074703509023032e-10
1.985000000000000000e+03, -1.678520603262070182e-10, 9.114654908833025698e-10, 1.642677230855290509e-09, -1.608240420665471073e-10, -4.293923177162162103e-10, -8.003507187260014779e-10, 3.373371915369864562e-10, 1.661942815028378271e-09
1.986000000000000000e+03, 8.704886613525877327e-10, 3.361318672417119771e-10, 8.823305910900570955e-10, 1.157171165236643465e-10, 1.087326569859630170e-09, -1.081466282265168721e-09, -8.521920554801862911e-10, 3.034443315531968744e-10
1.987000000000000000e+03, 1.405302932968864666e-09, -8.118737611438424207e-10, -2.485623309532098571e-10, 4.070556901633554218e-10, 7.868124257708173971e-10, -7.571382755677904225e-10, 5.340614122098761710e-10, -2.307373910093584847e-10
1.988000000000000000e+03, 2.255119684437948359e-10, 1.350477556186462831e-09, 2.842416549578992318e-11, 1.889157811061417672e-10, 5.180656460246762788e-10, -8.443658838877224101e-10, 1.040750697868320163e-09, 1.917375562311299715e-09
1.989000000000000000e+03, -3.392047749801137889e-11, 1.172789394698756469e-09, -7.945381071413806146e-12, 7.619928090557505610e-10, 5.924398516689524348e-11, -2.986694437903432446e-10, 1.291913908011284083e-09, 1.868816299912260460e-10
1.990000000000000000e+03, 2.452295212754339452e-10, 8.222678208661163945e-11, 5.628036023687542828e-10, -4.690313466362081026e-10, -1.082675135528169884e-09, -4.550919426606085889e-10, 2.959739664745634842e-10, -1.447199442783984830e-09
1.991000000000000000e+03, 9.489916141976837186e-10, 5.484302268571999157e-11, -6.204747031562224789e-10, 1.018131419150701608e-09, 7.549574754521870894e-11, -1.005289769670977702e-09, -5.692893083398996231e-10, 1.317468221578992800e-09
1.992000000000000000e+03, 3.989731537263853696e-10, 2.220871630848669551e-09, -9.897852744788514965e-10, -7.687703608873147555e-10, 4.401535994562230819e-10, -1.274083263331726606e-09, 1.857592272863293934e-09, 1.302972587985353288e-09
1.993000000000000000e+03, 2.253239420547109063e-10, 2.287194573468626314e-10, 5.697704476765333357e-10, 9.953523855949422689e-10, -3.904664708400436212e-10, -1.051755562199177497e-09, 1.928657167614352223e-09, 3.154957436912487051e-10
1.994000000000000000e+03, 8.451544315649349443e-10, -4.079104820983065769e-09, 5.876844379473077900e-10, 6.509338828580764804e-10, 1.330652828573386975e-09, 6.722514716818579371e-11, 1.599729845742930043e-09, -1.707004130702898785e-09
1.995000000000000000e+03, 2.196755932137677363e-10, -7.766989623297105981e-10, 3.489301761481201323e-10, 3.887095177646843192e-10, 1.317984435346436723e-09, -7.964911374166157043e-10, 4.605537686561999300e-10, -1.590913723577136941e-10
1.996000000000000000e+03, 2.829861774240964113e-10, 2.071278373703736228e-09, -2.594849665396096311e-09, 8.771970949800505902e-11, -9.025502009890500484e-11, -1.526245525198842430e-09, 4.026953134171800552e-10, 1.356935828798432587e-10
1.997000000000000000e+03, 5.862732401929649434e-10, 1.536675575568232288e-09, -4.393352913968509179e-10, -1.791633793097427097e-09, -4.501155469783359204e-10, -1.422171312062864273e-09, -6.716327564018730857e-10, 3.892463096736130668e-10
1.998000000000000000e+03, 7.814080948586477435e-10, -1.568668609440534256e-09, -8.813896590767826105e-10, 2.661721904427765545e-10, 6.190826391294517507e-11, 8.475459536127662987e-12, 1.265201030934075480e-09, -1.286913312279217302e-09
1.999000000000000000e+03, 6.884443927633141575e-10, -1.949710790077093321e-10, 4.625639960464506986e-10, 5.151486859644606021e-10, 1.264688792921115221e-09, -8.299258887621400746e-10, 1.567916457743317749e-09, -3.996799583573527761e-10
2.000000000000000000e+03, 3.934600512014434121e-10, -1.365172030983972385e-09, 8.721380133307744399e-10, -4.901258239039110921e-10, 1.105030376987591528e-09, -8.399770714692063631e-10, 7.987355145799759364e-10, 8.129990081362096404e-11
2.001000000000000000e+03, 1.161702012000741959e-09, -7.619778735380602525e-10, 1.054968429208795192e-10, -4.470333915089622203e-10, 7.681690837797236217e-10, 3.449959992976575394e-11, 2.269950480584027534e-10, -3.239238641035825150e-10
2.002000000000000000e+03, 1.055958569673193948e-09, 1.269638026311922062e-09, -3.774237045581843657e-10, 1.353983147460894749e-09, 2.538765075602889135e-10, -4.705732846025838790e-10, 2.273926958161693791e-10, -1.036625042029956022e-09
2.003000000000000000e+03, 8.435668103270685276e-10, 5.720048244866870502e-10, -5.717723445705737700e-11, 1.067334057923164721e-09, -2.064342602777424270e-09, -9.718615022697340265e-10, 4.868445859006821236e-10, 1.419741086778800700e-09
2.004000000000000000e+03, 8.097494977021182799e-10, -1.414850861080249526e-09, -5.499554596870327738e-11, -2.620285979170920787e-11, 1.485955863591269841e-10, -1.477836044007289790e-09, -4.475504667417689079e-10, -2.579849373882301610e-10
2.005000000000000000e+03, 1.678917740044180535e-10, 1.197957373740635568e-09, 3.980708464302080922e-10, 7.155350051060710732e-11, 1.149787042057902801e-09, -1.210136026672450936e-09, -1.258361641118016541e-09, -6.199017273035176098e-10
2.006000000000000000e+03, 1.330068506722776298e-09, 1.555720400636430079e-09, 2.295628373887774769e-09, 1.077716274723866358e-09, 2.296932027451217471e-09, -7.143635439327389777e-10, 1.264796418058371968e-09, -8.588181931624749944e-10
2.007000000000000000e+03, 7.491495725369475226e-10, 2.162569884601014925e-09, -7.583172310597582506e-10, 1.356064378495708197e-09, -4.387660620041014609e-10, -7.594530584679034954e-10, 1.858352506791955886e-09, 5.529715405075173255e-10
2.008000000000000000e+03, 1.014941202243507854e-10, -1.185276619244846246e-09, -1.456956956055224261e-09, -1.125481735207541374e-09, -1.367204566262061887e-09, -4.760222002150735296e-10, 1.144202753048973352e-09, 3.566977432274778892e-10
2.009000000000000000e+03, 1.776995902274928769e-09, -1.532714108425645836e-09, -1.555818614086279106e-12, 1.374250247596387119e-10, 1.250561148087642203e-09, -2.882844744579234612e-10, -1.035489379411236634e-10, 3.749947373547579672e-10
2.010000000000000000e+03, -4.893564597132459523e-10, -1.826933572519943696e-09, -4.575838451253713516e-09, -4.977665055844938559e-10, 5.235122157839456681e-10, -1.386694066558933440e-09, -1.095760914099847986e-09, -1.794050934244136239e-11
2.011000000000000000e+03, 6.184304881795931388e-10, 1.238108599813230834e-09, -4.613051711031103563e-10, -1.419155927301272280e-10, -1.768549669819737117e-10, -4.632145026828185415e-10, -2.014001332351534020e-10, 1.278992739367442578e-10
2.012000000000000000e+03, 2.375051313772866444e-10, -4.343144973791691671e-09, 1.396520277468520502e-09, 5.480495669185563130e-10, 4.035304170904979822e-10, -3.063615170397899523e-10, 2.249542225108024365e-10, 7.343310293419080542e-10
2.013000000000000000e+03, 1.194311282302761223e-10, -2.721311547131716032e-10, -8.570906456010641368e-10, 4.209888757722399113e-10, 6.774234099246834628e-10, -9.213946562212547451e-10, 6.890227813615839993e-10, 1.781328338684711263e-10
2.014000000000000000e+03, 6.429931077092007056e-10, 1.476882614037934910e-09, -1.559872122023982379e-09, 7.170908276989239787e-10, -2.687929506190978171e-10, -5.474191631798976919e-10, 6.178387553714350572e-10, -1.085931741300419004e-09
