year, UKESM1-0-LL, CESM2-WACCM, CNRM-ESM2-1, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, CMCC-ESM2
1.966000000000000000e+03, 7.923167116721420778e-11, 3.329400721767916892e-10, 1.713879992156466874e-10, 2.309672405197856028e-10, 8.276528012997776349e-10, 9.719982384998090812e-10, 8.891404928735101634e-10, 1.091695069420013550e-10
1.967000000000000000e+03, 8.453333609297223588e-11, 3.445429516001358041e-10, 1.743722271467249488e-10, 2.309428429596384708e-10, 8.474644157533845305e-10, 9.976279418353989274e-10, 8.697404839874446210e-10, 1.094391994781281738e-10
1.968000000000000000e+03, 9.740807125955675939e-11, 3.398676295720957212e-10, 1.773585172633020957e-10, 2.333246526331359305e-10, 8.632218048150412978e-10, 1.013333191053264375e-09, 9.015723355238407432e-10, 1.094114900881287990e-10
1.969000000000000000e+03, 1.119920887651667876e-10, 3.546882094472938178e-10, 1.800748124239440393e-10, 2.334073232916658590e-10, 8.856721919187109210e-10, 1.035922567869502808e-09, 9.038901807573458311e-10, 1.092999107552637979e-10
1.970000000000000000e+03, 9.535399403555943873e-11, 3.584165791448766107e-10, 1.819289401110504651e-10, 2.342310843077134698e-10, 8.228199655189278356e-10, 9.989521488513914890e-10, 9.478150773639306327e-10, 1.083870645014607963e-10
1.971000000000000000e+03, 7.015890363227272981e-11, 3.663754475982750713e-10, 1.843032357158487835e-10, 2.121010555255994192e-10, 8.194224956626976074e-10, 9.710431868428779727e-10, 9.252493587385555914e-10, 1.068929970366910534e-10
1.972000000000000000e+03, 6.212614517092436301e-11, 3.683527879821347665e-10, 1.788112614755873366e-10, 2.021933229655779264e-10, 8.171142989582900022e-10, 9.725293314033810454e-10, 9.529021403853556410e-10, 1.057475462042627027e-10
1.973000000000000000e+03, 6.174631100443357482e-11, 3.766692620339541134e-10, 1.743410110490049820e-10, 1.993107780141539694e-10, 8.201729920777082856e-10, 9.765048122228816450e-10, 8.876867257529457565e-10, 1.048303597610991651e-10
1.974000000000000000e+03, 6.286461797747812731e-11, 3.821273443414565586e-10, 1.698115173314978744e-10, 1.990449385689152952e-10, 8.226325611957024080e-10, 9.825657987866502783e-10, 8.783482226775394949e-10, 1.041255818502406067e-10
1.975000000000000000e+03, 6.551751316906821048e-11, 3.813381976925899626e-10, 1.647457518117677136e-10, 2.001567719099636468e-10, 8.222299587392407690e-10, 9.957874637755742836e-10, 9.677314872030282899e-10, 1.035916740829943893e-10
1.976000000000000000e+03, 6.755176540557131347e-11, 3.663951353404207904e-10, 1.594816427849595880e-10, 2.019289338712448522e-10, 8.244717130973776121e-10, 9.974303549796693143e-10, 1.014611061092752368e-09, 1.034969982151965974e-10
1.977000000000000000e+03, 7.040164667759174943e-11, 3.812326280059242965e-10, 1.538131821776962299e-10, 2.045886134490122047e-10, 8.309444606319925011e-10, 1.010324866086580256e-09, 9.798940131302539841e-10, 1.039341859371240851e-10
1.978000000000000000e+03, 7.274010948169090083e-11, 4.038954349163292890e-10, 1.482390715662801282e-10, 2.071199127276948560e-10, 8.404679183179185389e-10, 1.019935557624861059e-09, 9.699446156454288130e-10, 1.046670865888636324e-10
1.979000000000000000e+03, 7.656519015989220540e-11, 3.966218085400435580e-10, 1.427821598151006569e-10, 2.095944682625154004e-10, 8.406257105269513135e-10, 1.028627205742096868e-09, 9.931586270596643058e-10, 1.055919919016035124e-10
1.980000000000000000e+03, 7.113378418534751433e-11, 4.287045179751924017e-10, 1.375436682676582191e-10, 2.143006087121441278e-10, 8.305862737908691269e-10, 1.014802374451578202e-09, 9.830120523746292935e-10, 1.067475392579453793e-10
1.981000000000000000e+03, 6.250498449593600578e-11, 3.995543400191201026e-10, 1.395203665539307429e-10, 2.010832021984663156e-10, 8.357814365445558578e-10, 1.005512925146420147e-09, 9.911109333344019721e-10, 1.081958612571953522e-10
1.982000000000000000e+03, 6.255422281302785029e-11, 3.789913111255020030e-10, 1.396011651316505590e-10, 1.980151650764172446e-10, 8.343673170945078719e-10, 1.016914946151343142e-09, 1.023114953922489143e-09, 1.097133333100051729e-10
1.983000000000000000e+03, 6.506035504559860027e-11, 4.226461485633995476e-10, 1.397100095317919603e-10, 1.975400705088860094e-10, 8.347120773594301734e-10, 1.008142511047689602e-09, 9.448473298264980355e-10, 1.109544338033925868e-10
1.984000000000000000e+03, 6.691340716533059278e-11, 4.097838490904929366e-10, 1.398978755612452485e-10, 1.992316198645216172e-10, 8.399184168237889100e-10, 9.976779126834671796e-10, 9.725284091491898367e-10, 1.122335785300988706e-10
1.985000000000000000e+03, 6.869299563703372391e-11, 3.774807040501693482e-10, 1.403139041740414468e-10, 1.958400481434493462e-10, 8.470661375541606445e-10, 9.965972152724953722e-10, 9.889545204681307243e-10, 1.136758095790532923e-10
1.986000000000000000e+03, 6.967510797696965558e-11, 4.126609408733477335e-10, 1.407781514075055944e-10, 1.963299188625465129e-10, 8.611419453035812463e-10, 1.009135213062191045e-09, 9.791951056212849155e-10, 1.151731639493931861e-10
1.987000000000000000e+03, 7.070746103246349990e-11, 4.351293871972277907e-10, 1.415135209383899800e-10, 1.953967295631389620e-10, 8.660509594029905185e-10, 1.021470562728500748e-09, 1.080354483885785771e-09, 1.168058255912068140e-10
1.988000000000000000e+03, 7.227842397659910206e-11, 4.422854189101404786e-10, 1.427162994351585127e-10, 1.952276350860865660e-10, 8.704315773537179769e-10, 1.029319589018735856e-09, 1.077318204491182929e-09, 1.185534495053423827e-10
1.989000000000000000e+03, 7.417024215077977287e-11, 4.290803022929697562e-10, 1.430702910696547565e-10, 1.952934459324275291e-10, 8.775173481173727720e-10, 1.035300387600727491e-09, 1.083706534290456201e-09, 1.201706270828384584e-10
1.990000000000000000e+03, 6.665963966574851991e-11, 4.381680486123312099e-10, 1.434925472737906730e-10, 1.947688082336417652e-10, 8.819903388541698074e-10, 1.043633059135669700e-09, 1.077025844011580742e-09, 1.208769163414569035e-10
1.991000000000000000e+03, 5.742203899679087020e-11, 4.175553013524150254e-10, 1.443710680750838926e-10, 1.851960411223676972e-10, 8.976478617188235936e-10, 1.075531517818483039e-09, 1.005777232990324173e-09, 1.206579167252737825e-10
1.992000000000000000e+03, 5.377971479583451635e-11, 4.896661595902126377e-10, 1.425919034815031162e-10, 1.791052360923204961e-10, 9.075737482834067266e-10, 1.086181735041036886e-09, 1.031907663912885580e-09, 1.201378134809513288e-10
1.993000000000000000e+03, 5.289006602665551107e-11, 4.518432049166185617e-10, 1.408664073508577049e-10, 1.768260622760673029e-10, 9.211633507300557372e-10, 1.092501755816264271e-09, 1.073052695593411557e-09, 1.198206227618243388e-10
1.994000000000000000e+03, 5.284324494900597058e-11, 4.687318862904447842e-10, 1.388195059764312504e-10, 1.766647603568478571e-10, 9.314088579601462233e-10, 1.100256861350112776e-09, 1.044051355706680938e-09, 1.198257906230085534e-10
1.995000000000000000e+03, 5.307073918044509251e-11, 4.706677749473924536e-10, 1.368485173115240136e-10, 1.742721404450457141e-10, 9.463819613716832498e-10, 1.120656485432079749e-09, 1.091162962020000426e-09, 1.202683906999298902e-10
1.996000000000000000e+03, 5.382492513816312558e-11, 4.542596909941606732e-10, 1.343254565999239615e-10, 1.741845752754557428e-10, 9.479948071098698936e-10, 1.123542973440355036e-09, 1.092646584077588289e-09, 1.210612799231353358e-10
1.997000000000000000e+03, 5.504240491561505052e-11, 4.367904978499677008e-10, 1.317987968833459979e-10, 1.743222805725039253e-10, 9.556043892279499433e-10, 1.136128322096529015e-09, 1.121852785676236598e-09, 1.217789505215631931e-10
1.998000000000000000e+03, 5.584888212043224387e-11, 4.597102230083625255e-10, 1.302805560295288220e-10, 1.734770772363410794e-10, 9.627743568693448854e-10, 1.138478762344137253e-09, 1.090403318323375810e-09, 1.224853423598654372e-10
1.999000000000000000e+03, 5.677520360243348167e-11, 4.907287714932156066e-10, 1.285055329157386303e-10, 1.737085413117820715e-10, 9.753065326618081359e-10, 1.150971201541985613e-09, 1.085664642009016301e-09, 1.233372993528700364e-10
2.000000000000000000e+03, 5.865772365451042552e-11, 4.883849715983934974e-10, 1.268489239285154450e-10, 1.741635663454120895e-10, 9.808838597565353700e-10, 1.156530350324541671e-09, 1.147294815288029997e-09, 1.246972211830617240e-10
2.001000000000000000e+03, 4.608622610063535406e-11, 5.066110970791068774e-10, 1.289072858903351290e-10, 1.654421814738249635e-10, 9.059081815244654205e-10, 1.096552219563376505e-09, 1.116648729591691029e-09, 1.252907547851925080e-10
2.002000000000000000e+03, 3.593887653985881745e-11, 5.119683780566868663e-10, 1.306598845990410479e-10, 1.350656438213916445e-10, 9.388548771309446669e-10, 1.114758845925318260e-09, 1.152529507343738012e-09, 1.264099136852650358e-10
2.003000000000000000e+03, 3.229571086536288140e-11, 5.058929267080914648e-10, 1.254460938534563444e-10, 1.450719230814401203e-10, 9.986215371006333589e-10, 1.160752649639812438e-09, 1.169708654884181471e-09, 1.299297669387576270e-10
2.004000000000000000e+03, 2.976887349717823183e-11, 5.428624144847175873e-10, 1.247950812254823736e-10, 1.702708205166192500e-10, 9.379149614743318682e-10, 1.132418905894510102e-09, 1.153937868881585711e-09, 1.325636780491520762e-10
2.005000000000000000e+03, 2.848073393094637948e-11, 5.411560269144959777e-10, 1.256471404345136885e-10, 1.470115979550552672e-10, 9.471205379938031462e-10, 1.134831328330604590e-09, 1.193391269468348710e-09, 1.321234620430553713e-10
2.006000000000000000e+03, 2.659191685253379825e-11, 5.049165372827148341e-10, 1.195081523066723288e-10, 1.233666053070737494e-10, 9.531648482383701377e-10, 1.150134836604285953e-09, 1.180271090319386217e-09, 1.317946100492607025e-10
2.007000000000000000e+03, 2.695870710048784258e-11, 5.637527459758386879e-10, 1.167587020677160096e-10, 1.289381954202079010e-10, 9.239906600736216332e-10, 1.124029056920738946e-09, 1.141851125536852717e-09, 1.317694520729810029e-10
2.008000000000000000e+03, 2.371834304762931150e-11, 5.809252848234339196e-10, 1.152099030715218075e-10, 1.325012813912029643e-10, 9.113051798731712540e-10, 1.082291122502933987e-09, 1.099636183797506661e-09, 1.306801432448133756e-10
2.009000000000000000e+03, 1.026339545091725706e-10, 4.834738715149288274e-10, 1.093440420197894183e-10, 1.169122280435214942e-10, 1.736048492176203946e-09, 1.699323286699434021e-09, 1.166482327517056636e-09, 1.379954542370930094e-10
2.010000000000000000e+03, 1.932972289588247235e-10, 5.726577116144466581e-10, 9.880799027146135030e-11, 3.044699915420813222e-10, 1.287601521282597232e-09, 1.652578868632675024e-09, 1.853484210888347963e-09, 1.439232381734806355e-10
2.011000000000000000e+03, 1.193127623462729305e-10, 6.446572924506018184e-10, 1.470215117907247207e-10, 2.169225373030116095e-10, 1.203602978316177392e-09, 1.380547168146296480e-09, 1.286317610193234213e-09, 1.460230482024341070e-10
2.012000000000000000e+03, 1.633238044524983070e-10, 6.436714433254161081e-10, 1.531241771279576395e-10, 2.155637348964834589e-10, 1.493970953637863876e-09, 1.590575033004821762e-09, 1.344980860225331596e-09, 1.518516881164659087e-10
2.013000000000000000e+03, 2.805020047659853845e-10, 6.273836913870134074e-10, 1.549207699586573434e-10, 2.633809295239703592e-10, 1.494274246994865202e-09, 1.721792461809180386e-09, 1.674000368126651190e-09, 1.562315866021633014e-10
2.014000000000000000e+03, 2.715786476566053801e-10, 6.643721245358933677e-10, 1.730883914546817976e-10, 2.547079513126227843e-10, 1.351014845469379135e-09, 1.583741771714651296e-09, 1.588816993688384839e-09, 1.574355531453525000e-10
