year, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, ACCESS-ESM1-5, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, EC-Earth3-Veg, IPSL-CM6A-LR
1.862000000000000000e+03, 2.666922541491302534e-02, 2.324672453897207863e-04, 2.478854504689578520e-01, 1.439239544405029880e-01, 3.273629179627245978e-01, 5.949270172371553395e-02, 3.212675726319037372e-03, 3.613826316886568912e-02, 3.428199116413877673e-02
1.863000000000000000e+03, 2.781882284144098980e-02, 2.232040187952850842e-04, 2.482099318923194631e-01, 1.524191751006939433e-01, 3.283046467570291949e-01, 6.070741833889656269e-02, 3.231783283726984840e-03, 3.664852388303121988e-02, 3.453956494507337549e-02
1.864000000000000000e+03, 2.887064028414852018e-02, 2.198279774549840530e-04, 2.486569853576861555e-01, 1.608162823857993140e-01, 3.286951371191648152e-01, 6.244584919234979353e-02, 3.242590722447674656e-03, 3.727432108984227166e-02, 3.486704872496995677e-02
1.865000000000000000e+03, 2.982843360524130294e-02, 2.203009777078730378e-04, 2.494931697029478534e-01, 1.694494122849836415e-01, 3.287770267561745396e-01, 6.385366637977672732e-02, 3.255772285444413858e-03, 3.795028128555948121e-02, 3.491545210096993340e-02
1.866000000000000000e+03, 3.070791576258216637e-02, 2.174508473382474188e-04, 2.502277548773330640e-01, 1.772085221863592408e-01, 3.283268796715319016e-01, 6.533070218016415187e-02, 3.267191899930109618e-03, 3.755470813932650087e-02, 3.506579421223960519e-02
1.867000000000000000e+03, 3.149042429528253056e-02, 2.100952463373972716e-04, 2.508183147473845298e-01, 1.845965970034937342e-01, 3.279570259548424960e-01, 6.661725026984496867e-02, 3.283321407077550557e-03, 3.717787885786731639e-02, 3.522174276041988017e-02
1.868000000000000000e+03, 3.227987214335145683e-02, 2.476178214480953066e-04, 2.519138339135435500e-01, 1.915758769442298115e-01, 3.272736374948701510e-01, 6.789681569552845353e-02, 3.316257344681450888e-03, 3.688995268685227313e-02, 3.517795167990769856e-02
1.869000000000000000e+03, 3.305546752358534679e-02, 2.507947957441300784e-04, 2.526217087072517020e-01, 1.988345718218187119e-01, 3.263025042940878584e-01, 6.922029830163708986e-02, 3.341673902548641158e-03, 3.672044450182448960e-02, 3.534580704441774718e-02
1.870000000000000000e+03, 3.581331470304562753e-02, 2.755481171743725524e-04, 2.570796460058187849e-01, 2.056787564613621888e-01, 3.269527365188905077e-01, 7.025330535412256661e-02, 3.379080025851684960e-03, 3.662704911514012146e-02, 3.534283298805281776e-02
1.871000000000000000e+03, 4.004322960346528432e-02, 3.140065196776584112e-04, 2.604535587220390691e-01, 2.215466620982094736e-01, 3.274531410950493049e-01, 7.828961525401206822e-02, 3.865953165490355892e-03, 3.689629772207929370e-02, 3.785604275107897626e-02
1.872000000000000000e+03, 4.359851457078796344e-02, 4.053743747282961482e-04, 2.639599486736924905e-01, 2.354333491107216680e-01, 3.281658203422538889e-01, 8.454749646137470209e-02, 4.315913470700669628e-03, 3.737464533614061335e-02, 4.042458945940768933e-02
1.873000000000000000e+03, 4.665269302506571542e-02, 5.944362338256030300e-04, 2.672138154774837404e-01, 2.495101539720990802e-01, 3.294686945884487406e-01, 8.946655448951616740e-02, 4.731866122391680494e-03, 3.789593264675723133e-02, 4.240498954629764311e-02
1.874000000000000000e+03, 4.930879683963189375e-02, 8.890934201936857070e-04, 2.702733892518227043e-01, 2.622566546552213551e-01, 3.298165045369599313e-01, 9.461746441699808718e-02, 5.086725200398859240e-03, 3.849052331221013146e-02, 4.404208867296980495e-02
1.875000000000000000e+03, 5.165940592330192649e-02, 1.155101288680212722e-03, 2.729349588305937102e-01, 2.744964090177181015e-01, 3.305663996403379046e-01, 9.827395763934401729e-02, 5.401660359366819257e-03, 3.914169613694629818e-02, 4.525896131882151119e-02
1.876000000000000000e+03, 5.376499018701266092e-02, 1.358636150261170348e-03, 2.757439810021579674e-01, 2.867915726788118902e-01, 3.319393454280968325e-01, 1.015211201669797697e-01, 5.674669531936122127e-03, 3.988450217805603049e-02, 4.649443172412329878e-02
1.877000000000000000e+03, 5.567281205594090676e-02, 1.553948503780078726e-03, 2.786937074031537454e-01, 2.985947241571599298e-01, 3.331997169170984874e-01, 1.039488687593494443e-01, 5.936590814396968535e-03, 4.073758118839108239e-02, 4.777893258575244273e-02
1.878000000000000000e+03, 5.742179261121486966e-02, 1.750638355109867400e-03, 2.809312419941000227e-01, 3.097983987904928127e-01, 3.339238577017109577e-01, 1.068000301760496235e-01, 6.164323298499156147e-03, 4.163209129074229436e-02, 4.891836819226363930e-02
1.879000000000000000e+03, 5.903687120302015395e-02, 1.853914714504640692e-03, 2.827499044052274035e-01, 3.200014981387128699e-01, 3.343177882110180410e-01, 1.090940083243542164e-01, 6.343096334668206666e-03, 4.254194457729000567e-02, 4.960429422007310574e-02
1.880000000000000000e+03, 6.165139369487061122e-02, 2.259364797285556836e-03, 2.963517859757980322e-01, 3.306154170961759231e-01, 3.368242371174546279e-01, 1.108923876419789928e-01, 6.694952595396085407e-03, 4.351792895124737687e-02, 5.011077358993383524e-02
1.881000000000000000e+03, 6.508265306708162223e-02, 2.906568894357691637e-03, 3.071840950179393070e-01, 3.501082296118228632e-01, 3.413790440412389215e-01, 1.175950782606716011e-01, 7.642897326175691550e-03, 4.538573403102502679e-02, 5.460824237404171555e-02
1.882000000000000000e+03, 6.814243612591783239e-02, 3.359811490966724181e-03, 3.156014686177937012e-01, 3.670289343895755119e-01, 3.452650632445296575e-01, 1.235935156618585551e-01, 8.668900820819187142e-03, 4.700727452693224950e-02, 5.845388693468508978e-02
1.883000000000000000e+03, 7.084343192379602416e-02, 3.581787027405454980e-03, 3.225645200740416829e-01, 3.839156724796045639e-01, 3.490499155394852226e-01, 1.295944395137971494e-01, 9.591412872604043391e-03, 4.889514671802488305e-02, 6.190383071664067732e-02
1.884000000000000000e+03, 7.331369935149777139e-02, 3.713101916609260183e-03, 3.297194228175951980e-01, 4.001726216050081608e-01, 3.522894493217881284e-01, 1.335885279865452469e-01, 1.043802098704072964e-02, 5.113047406537222367e-02, 6.536419682418694033e-02
1.885000000000000000e+03, 7.562776228006418133e-02, 3.850985165525421406e-03, 3.353261259685118567e-01, 4.147151899018049481e-01, 3.570844173169170355e-01, 1.372561971072886189e-01, 1.113427621387412872e-02, 5.350211519311354191e-02, 6.862968447780679049e-02
1.886000000000000000e+03, 7.781772097210519490e-02, 3.951875535369919062e-03, 3.398175451511279421e-01, 4.307503006476427476e-01, 3.620088797804688063e-01, 1.404641288396144549e-01, 1.178942551139848180e-02, 5.603709762337637929e-02, 7.141703777689144272e-02
1.887000000000000000e+03, 7.987621169761593976e-02, 4.050266424983448021e-03, 3.447979245457263864e-01, 4.463070768484795336e-01, 3.652994022362643922e-01, 1.442022040799677829e-01, 1.240050832382891093e-02, 5.871764629637944710e-02, 7.397989327426185424e-02
1.888000000000000000e+03, 8.183843048836270118e-02, 4.138756227366834940e-03, 3.494225958087653905e-01, 4.598433609860700932e-01, 3.696006563565284453e-01, 1.468056238490499377e-01, 1.307571773315299897e-02, 6.145305464682853519e-02, 7.612684111215317628e-02
1.889000000000000000e+03, 8.372678331444595445e-02, 4.206164246439645683e-03, 3.549947942397588818e-01, 4.741624410425482328e-01, 3.756748174329044843e-01, 1.499213970968148735e-01, 1.370631441967955395e-02, 6.432033058912053902e-02, 7.797350005608408297e-02
1.890000000000000000e+03, 8.554715675449527101e-02, 4.043523213730803277e-03, 3.516546791421797935e-01, 4.883332960279532231e-01, 3.781503882126056038e-01, 1.527911925215987565e-01, 1.424307432732769239e-02, 6.725976767455599248e-02, 7.936291823336960594e-02
1.891000000000000000e+03, 8.711057163013791182e-02, 3.819899694782950220e-03, 3.504506258783121053e-01, 4.991523003329423891e-01, 3.786203012704819071e-01, 1.553761211922236596e-01, 1.522687095088216813e-02, 6.970763292570569813e-02, 7.817148169832725813e-02
1.892000000000000000e+03, 8.835661552457678425e-02, 3.649150819555580395e-03, 3.504846600745388230e-01, 5.094790184136871458e-01, 3.812859819483206958e-01, 1.574511440932814810e-01, 1.629586363153028711e-02, 7.230976575390626881e-02, 7.749511025603177117e-02
1.893000000000000000e+03, 8.961292087534852846e-02, 3.478862805418430834e-03, 3.512819551707304644e-01, 5.195769191915330376e-01, 3.838937191923232906e-01, 1.606244832165840408e-01, 1.717199580768813058e-02, 7.508360137415311109e-02, 7.647946491730399365e-02
1.894000000000000000e+03, 9.090075755885834718e-02, 3.317212567402045859e-03, 3.519191114584474533e-01, 5.293554085448902713e-01, 3.859377143123811638e-01, 1.625644453883964835e-01, 1.802791288191160635e-02, 7.803166600827080024e-02, 7.570773509957831604e-02
1.895000000000000000e+03, 9.219667293127550844e-02, 3.136649412748587513e-03, 3.523120647584145337e-01, 5.389787464404283135e-01, 3.883253438042075234e-01, 1.650321343062562951e-01, 1.871637828977736409e-02, 8.109503742250524783e-02, 7.526685218117450116e-02
1.896000000000000000e+03, 9.347952622055347160e-02, 3.004958202123490536e-03, 3.534017057539162732e-01, 5.488240749575513666e-01, 3.900769997304427972e-01, 1.672717217189565730e-01, 1.931899591655020926e-02, 8.422060328973333954e-02, 7.491718908887091966e-02
1.897000000000000000e+03, 9.473461529355135802e-02, 2.896563610216988920e-03, 3.543560545620439428e-01, 5.583895461429685403e-01, 3.924748670710206944e-01, 1.701464357745868794e-01, 1.979450141821658543e-02, 8.739551292492500623e-02, 7.501758628441461407e-02
1.898000000000000000e+03, 9.596280253129084448e-02, 2.749483008947041941e-03, 3.560877119052993089e-01, 5.686213268563669043e-01, 3.943299070616168023e-01, 1.718557565622194916e-01, 2.078951847547569690e-02, 9.061158831054381968e-02, 7.539662224568162430e-02
1.899000000000000000e+03, 9.721862262312622183e-02, 2.621815795298070451e-03, 3.574335878057899318e-01, 5.772430852482391961e-01, 3.971067637435672926e-01, 1.743357395490937600e-01, 2.276000548043570493e-02, 9.389268990065226250e-02, 7.566567336273635758e-02
1.900000000000000000e+03, 1.001222507947404222e-01, 2.501800243696318971e-03, 3.695982074960433295e-01, 5.865612699778168793e-01, 4.035712631913428994e-01, 1.761008501851351604e-01, 2.445752888859869037e-02, 9.725364197566518931e-02, 7.635933065319390478e-02
1.901000000000000000e+03, 1.041737807544483724e-01, 2.427539861045686399e-03, 3.778640167168075825e-01, 6.062786346044408692e-01, 4.122557292752417890e-01, 1.854346960842915004e-01, 2.649768012012612001e-02, 1.007559379476528488e-01, 8.092784157431831549e-02
1.902000000000000000e+03, 1.076493840183536665e-01, 2.331744505887334371e-03, 3.848880049258553981e-01, 6.237331867426232357e-01, 4.190347379496726643e-01, 1.922225650530161034e-01, 2.846428294740869364e-02, 1.044747718403745140e-01, 8.548979275843238135e-02
1.903000000000000000e+03, 1.107522185855626257e-01, 2.284969864174932978e-03, 3.911497900230347935e-01, 6.411533163220012321e-01, 4.250425822487171601e-01, 1.989003450650037585e-01, 3.042300345909573073e-02, 1.083365625556236417e-01, 8.968155469147595649e-02
1.904000000000000000e+03, 1.135988162053523376e-01, 2.283019442746226681e-03, 3.967574685089397257e-01, 6.576438249346464593e-01, 4.307680202890815102e-01, 2.048612880986212526e-01, 3.250921570776751923e-02, 1.123620996738944888e-01, 9.373044795871529611e-02
1.905000000000000000e+03, 1.162956050102750133e-01, 2.241637484191789410e-03, 4.017017837917257195e-01, 6.733141911067789254e-01, 4.360866901520468741e-01, 2.106206169930154304e-01, 3.520604901248104712e-02, 1.168203992046989714e-01, 9.676258575962905228e-02
1.906000000000000000e+03, 1.188534011382409994e-01, 2.208400227797921705e-03, 4.077562104385520358e-01, 6.911575788132636733e-01, 4.417216542208191044e-01, 2.148431845637768511e-01, 3.834604740562792824e-02, 1.212381869824398911e-01, 9.962427213221529410e-02
1.907000000000000000e+03, 1.212510330360954264e-01, 2.196440765621684565e-03, 4.120475902751995489e-01, 7.050418366428082839e-01, 4.465950532094833947e-01, 2.201293475521632348e-01, 4.120441037418615809e-02, 1.257760905120856032e-01, 1.021576582356947954e-01
1.908000000000000000e+03, 1.235866819396202604e-01, 2.059334112241472531e-03, 4.159987296865579331e-01, 7.196256421305341489e-01, 4.519254085826285849e-01, 2.236251714301296378e-01, 4.408576852601341078e-02, 1.303504652580325940e-01, 1.040743844555678393e-01
1.909000000000000000e+03, 1.258990008351525414e-01, 1.961039750310357172e-03, 4.198149548794460895e-01, 7.339447612090412854e-01, 4.583685229294457986e-01, 2.273706530954700822e-01, 4.696121410792340051e-02, 1.346619026831071819e-01, 1.058330008162189362e-01
1.910000000000000000e+03, 1.319490084693904774e-01, 2.143393996693497214e-03, 4.510737767844594237e-01, 7.486689037636199417e-01, 4.716297666822840684e-01, 2.308618699072315650e-01, 4.958789629397807042e-02, 1.391663352191480629e-01, 1.070283796110698959e-01
1.911000000000000000e+03, 1.407564650542635076e-01, 2.277211817139697392e-03, 4.719627027427079624e-01, 7.864844574826304058e-01, 4.877540035328765677e-01, 2.496694135027610340e-01, 5.359180628236876603e-02, 1.454079855881287853e-01, 1.184676448465646903e-01
1.912000000000000000e+03, 1.481850893154687265e-01, 2.216410183550511850e-03, 4.896721573858131005e-01, 8.187661275416211470e-01, 5.037778896158172648e-01, 2.651023917542938424e-01, 5.887484146450912281e-02, 1.518215881847951032e-01, 1.288701789155336230e-01
1.913000000000000000e+03, 1.546886533198138791e-01, 2.349608774130988904e-03, 5.045935738623696931e-01, 8.494065015824984188e-01, 5.175595455851672577e-01, 2.763260502955334763e-01, 6.435018706739342731e-02, 1.584662393375291523e-01, 1.382436537206868377e-01
1.914000000000000000e+03, 1.604873548663461325e-01, 2.453700557621594364e-03, 5.182423643467979346e-01, 8.788284185655849123e-01, 5.287960207735017404e-01, 2.870868396058339767e-01, 6.928562906143563571e-02, 1.651943147019434843e-01, 1.469553089396379297e-01
1.915000000000000000e+03, 1.655761377519420208e-01, 2.384950206250882089e-03, 5.310467968514861470e-01, 9.059034684578796126e-01, 5.404239595021550491e-01, 2.955111473000211486e-01, 7.385662893664185491e-02, 1.721015849539058451e-01, 1.545690686605483144e-01
1.916000000000000000e+03, 1.701860401281669322e-01, 2.312196233771998156e-03, 5.433107874624691913e-01, 9.318712352988537395e-01, 5.507660412102260983e-01, 3.025429065069640822e-01, 7.779403383635048741e-02, 1.796916693116255015e-01, 1.617516423959342586e-01
1.917000000000000000e+03, 1.745332803055911208e-01, 2.717052786178460189e-03, 5.553313528946156596e-01, 9.568322068247414602e-01, 5.603289339305688177e-01, 3.095790235535451074e-01, 8.127208134888212754e-02, 1.873055909931278240e-01, 1.684464591146153656e-01
1.918000000000000000e+03, 1.784211742383287336e-01, 3.828457973513547941e-03, 5.666216163004813566e-01, 9.810092668734879950e-01, 5.720102792560252114e-01, 3.155599465953696781e-01, 8.446515088361540580e-02, 1.950017971682528328e-01, 1.742140394208936405e-01
1.919000000000000000e+03, 1.820301571021405163e-01, 4.767504369342620389e-03, 5.763982211049503146e-01, 1.003665937871789371e+00, 5.836004329015858083e-01, 3.198571440266509414e-01, 8.823008751606810363e-02, 2.028150333301605990e-01, 1.792144600973540614e-01
1.920000000000000000e+03, 1.876263805086453018e-01, 5.917804372837751591e-03, 5.965767315945827987e-01, 1.026123901397353322e+00, 5.980260190538778664e-01, 3.250330472603181753e-01, 9.148667748804682753e-02, 2.107381774494624382e-01, 1.835153958922038919e-01
1.921000000000000000e+03, 1.946627480581835934e-01, 7.831776097518500582e-03, 6.151789845829407355e-01, 1.057911649699108780e+00, 6.109163800858531390e-01, 3.456311519612077499e-01, 9.702879988698687175e-02, 2.166377302047764186e-01, 1.896734529871435815e-01
1.922000000000000000e+03, 2.008508247710533989e-01, 9.180731009619406968e-03, 6.319581477442630657e-01, 1.087491709943400942e+00, 6.265210321116323477e-01, 3.630455118463407072e-01, 1.022263783405370635e-01, 2.228320873261105672e-01, 1.950947546784984610e-01
1.923000000000000000e+03, 2.063909572706471296e-01, 1.104636996343043645e-02, 6.460773264164422214e-01, 1.117284933732800800e+00, 6.383037646118444597e-01, 3.802609603428632745e-01, 1.065484407446044002e-01, 2.292773051296510822e-01, 2.002121414725684112e-01
1.924000000000000000e+03, 2.113640109067068951e-01, 1.456694465612694452e-02, 6.593251285656277494e-01, 1.144561787366569883e+00, 6.557982382621134754e-01, 3.899046375100352901e-01, 1.104830358073754099e-01, 2.359714503405358488e-01, 2.051728455534977402e-01
1.925000000000000000e+03, 2.157456538259149570e-01, 2.058531039371106278e-02, 6.715598710544092853e-01, 1.171867339185645562e+00, 6.676976487841298491e-01, 4.027776919108844722e-01, 1.136124745310740924e-01, 2.429432698710783656e-01, 2.095379705405913673e-01
1.926000000000000000e+03, 2.197094823785214202e-01, 2.633328020521755880e-02, 6.833359138518303455e-01, 1.200620855049359781e+00, 6.795718951630083104e-01, 4.126232518509634351e-01, 1.157701080339850891e-01, 2.499180815797697741e-01, 2.134467412097376116e-01
1.927000000000000000e+03, 2.231469097231817689e-01, 3.395466106929813377e-02, 6.958590605886083580e-01, 1.226569946950887502e+00, 6.914768403213001902e-01, 4.229734299513970841e-01, 1.175853135751799700e-01, 2.571149768099865174e-01, 2.169618896202774594e-01
1.928000000000000000e+03, 2.262214567270172949e-01, 4.159577529686255687e-02, 7.073761398291542601e-01, 1.252787797631939037e+00, 6.998026515828272842e-01, 4.335310383385576061e-01, 1.195904081109104150e-01, 2.644485448747640466e-01, 2.198407346319753985e-01
1.929000000000000000e+03, 2.290920292731017938e-01, 4.781761795439934404e-02, 7.195955109816060125e-01, 1.279659056196532863e+00, 7.111582001361721472e-01, 4.402814606556845756e-01, 1.218424307385080341e-01, 2.719671352832414013e-01, 2.231117727619518765e-01
1.930000000000000000e+03, 2.320316400175092830e-01, 4.769956172099049790e-02, 7.265245764760061009e-01, 1.305279063458550493e+00, 7.128026441734832686e-01, 4.506043707634203033e-01, 1.252511479013271312e-01, 2.797688718437086886e-01, 2.257402656334831503e-01
1.931000000000000000e+03, 2.350430689781997373e-01, 4.649446555480776788e-02, 7.350137307984018209e-01, 1.346314024630380857e+00, 7.108588694617721249e-01, 4.604567127597073428e-01, 1.295120170757133038e-01, 2.908971339594114136e-01, 2.254760150173974742e-01
1.932000000000000000e+03, 2.379416562145500735e-01, 4.915855062605491849e-02, 7.425216387850425148e-01, 1.380941950942303764e+00, 7.154920667092439235e-01, 4.694954664930469090e-01, 1.338833782505527703e-01, 3.025529550107449728e-01, 2.252843654983396060e-01
1.933000000000000000e+03, 2.402931438332326641e-01, 5.222035196708821325e-02, 7.500569813020272480e-01, 1.415924447641731865e+00, 7.206152023388930905e-01, 4.761189418186310696e-01, 1.378476226953561090e-01, 3.146575712460928931e-01, 2.256763457516118010e-01
1.934000000000000000e+03, 2.418989618910941386e-01, 5.591410279026401420e-02, 7.582991805150712805e-01, 1.451101085884421549e+00, 7.301267702801782500e-01, 4.841668319532759224e-01, 1.409528555530280836e-01, 3.270372651981725554e-01, 2.264920810411276131e-01
1.935000000000000000e+03, 2.433536622230904611e-01, 5.962601265660055078e-02, 7.650860550749658540e-01, 1.482728746154660548e+00, 7.403986493698454519e-01, 4.881981464285959360e-01, 1.444045883991847690e-01, 3.395686774389077289e-01, 2.274228810214634355e-01
1.936000000000000000e+03, 2.447910759712937923e-01, 6.301423501772515645e-02, 7.727700761760797343e-01, 1.516196355721974420e+00, 7.456861272680405106e-01, 4.970348742812039644e-01, 1.480050576404324247e-01, 3.524076705714359603e-01, 2.286024556479982761e-01
1.937000000000000000e+03, 2.463660092763798881e-01, 6.631311300013184584e-02, 7.801694843743600671e-01, 1.546249593901918962e+00, 7.542172931415659365e-01, 5.004927839157540248e-01, 1.516567994530430563e-01, 3.654584733571594191e-01, 2.296543540205908673e-01
1.938000000000000000e+03, 2.479050570065148285e-01, 6.970239361555993773e-02, 7.891605695349831473e-01, 1.577951353976203785e+00, 7.586722611130466420e-01, 5.021433110624030638e-01, 1.547339301449888460e-01, 3.786641134772419370e-01, 2.311134563138597942e-01
1.939000000000000000e+03, 2.492327581167393113e-01, 7.364610214664740750e-02, 7.981907360155438003e-01, 1.608720866044441866e+00, 7.592823916726141320e-01, 5.078165660955539229e-01, 1.570653941858010660e-01, 3.919002835507778282e-01, 2.326641540010679354e-01
1.940000000000000000e+03, 2.500584001169743886e-01, 7.525896799721563946e-02, 7.897951247375804007e-01, 1.636770663241044588e+00, 7.535196047540562159e-01, 5.096164057540716330e-01, 1.591106735171543274e-01, 4.055959199127076586e-01, 2.345167702729998027e-01
1.941000000000000000e+03, 2.504469590121932709e-01, 7.571166924170780188e-02, 7.850585745299001328e-01, 1.655085802969905817e+00, 7.502021980243889221e-01, 5.124561462363838027e-01, 1.572424322143702591e-01, 4.121216747685842452e-01, 2.361929954664753473e-01
1.942000000000000000e+03, 2.507426201780356134e-01, 7.746950693890780615e-02, 7.816612283924686544e-01, 1.678177279493844098e+00, 7.512237776488096541e-01, 5.135598328650260447e-01, 1.552040717299115469e-01, 4.191676999189184460e-01, 2.386848247331540274e-01
1.943000000000000000e+03, 2.511829386547360654e-01, 7.958826304372400295e-02, 7.803050898652555967e-01, 1.699302496727096434e+00, 7.470863503836326913e-01, 5.161668823873937217e-01, 1.534017150456114531e-01, 4.265813875172478897e-01, 2.409252417221896259e-01
1.944000000000000000e+03, 2.519874643739348219e-01, 8.160775115366991628e-02, 7.789163298939512092e-01, 1.720885295813759708e+00, 7.456192431002811594e-01, 5.161306935514751171e-01, 1.520401101496570151e-01, 4.344224388723086916e-01, 2.429604383733063866e-01
1.945000000000000000e+03, 2.530789197983027705e-01, 8.356056097051663134e-02, 7.817120306372328242e-01, 1.743354413294134764e+00, 7.429499660327146815e-01, 5.184385134515869797e-01, 1.505321416889225106e-01, 4.427620893378093614e-01, 2.448730697060442774e-01
1.946000000000000000e+03, 2.542926596999771638e-01, 8.564833906338430169e-02, 7.831817523382514912e-01, 1.766238675347605813e+00, 7.393256336574427490e-01, 5.232235411314674067e-01, 1.487139799082304037e-01, 4.515330194402021324e-01, 2.465464213872919919e-01
1.947000000000000000e+03, 2.555285118697939728e-01, 8.804430934358030425e-02, 7.861477971169533729e-01, 1.787505640621095626e+00, 7.358998512479256737e-01, 5.251467333795515335e-01, 1.469113298535409950e-01, 4.605993763528151153e-01, 2.485180547963489195e-01
1.948000000000000000e+03, 2.568864461502439744e-01, 9.121115402619552059e-02, 7.885320826458054322e-01, 1.808717327903883287e+00, 7.378470893915595186e-01, 5.283573035500597204e-01, 1.466721728603602171e-01, 4.700269846130037954e-01, 2.504471922642930171e-01
1.949000000000000000e+03, 2.582381160941667475e-01, 9.443796058030382023e-02, 7.931616984893349320e-01, 1.827809244085063956e+00, 7.367425173188709708e-01, 5.329770375671616378e-01, 1.474298403354659670e-01, 4.797324856220166467e-01, 2.516219996620093213e-01
1.950000000000000000e+03, 2.660112971800763226e-01, 9.791410502850432518e-02, 8.520120212042813224e-01, 1.857618951611475611e+00, 7.512996995603686834e-01, 5.427900220806255449e-01, 1.496536955606482533e-01, 4.898135158013325330e-01, 2.528251273142831379e-01
1.951000000000000000e+03, 2.782434763765624375e-01, 1.011817350915290015e-01, 8.923927201390206010e-01, 1.921958633752965495e+00, 7.703231243436285958e-01, 5.686448465574351907e-01, 1.592972742072816528e-01, 5.100940455813008922e-01, 2.730122575244917638e-01
1.952000000000000000e+03, 2.885159187653427715e-01, 1.064178401196077539e-01, 9.246288064576110299e-01, 1.972826430998814162e+00, 7.855164178093700933e-01, 5.917791597134722803e-01, 1.675681516323011544e-01, 5.313980324560756419e-01, 2.912398252418759159e-01
1.953000000000000000e+03, 2.981201114573946986e-01, 1.162855435810077748e-01, 9.532601241911613510e-01, 2.021015490143509563e+00, 8.047544396550050383e-01, 6.104174961756181350e-01, 1.736992535790777836e-01, 5.535174912967661953e-01, 3.081950924226295463e-01
1.954000000000000000e+03, 3.072926840731630693e-01, 1.290302300627911847e-01, 9.792391999164573591e-01, 2.066052334997620754e+00, 8.206470683709345959e-01, 6.265877249106945879e-01, 1.786849715308822528e-01, 5.763649320396875275e-01, 3.232281202883682814e-01
1.955000000000000000e+03, 3.155008106355666198e-01, 1.433834890011440322e-01, 1.001544977771875233e+00, 2.107156583805742223e+00, 8.336767736262563622e-01, 6.435695675590106246e-01, 1.840255631231303979e-01, 6.003921719783533728e-01, 3.370052472236684249e-01
