year, GFDL-ESM4, CanESM5, CNRM-ESM2-1, TaiESM1, CESM2-WACCM, NorESM2-LM, MIROC-ES2L, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, INM-CM4-8, INM-CM5-0, CMCC-CM2-SR5, MPI-ESM1-2-LR
2.076000000000000000e+03, 2.048432228004495315e+00, 2.011476419722029174e+00, -7.163354515268081091e-01, -5.989701133181378756e-01, 1.270146994198373847e+00, 7.534323571888946747e-01, -5.920814743534293795e-02, 1.571445099081481833e-01, -7.642020439999018810e-01, 9.765482749637017790e-01, -2.228756023568662925e-01, 2.021417626448097637e-01, -4.230345379481341705e-01, 2.861744588454677274e+00, 2.486200159581188340e-01, 9.769349179221034074e-01
2.077000000000000000e+03, 1.239914254138303917e+00, -1.496117494101105505e+00, 6.856092575611918982e-02, -1.352860138182451488e-01, 1.482038502221771914e+00, 1.410532572619379366e+00, 9.125595773979016112e-01, -2.035865026733572503e+00, -8.956364599871015353e-03, 9.708938860377381852e-01, -1.348053879414766953e+00, 6.489712867671945107e-01, 1.069544644282749424e+00, 7.634075709199239501e-01, 3.323580607975146761e-01, 4.486692169492067506e-01
2.078000000000000000e+03, -1.629536199637038330e-01, 6.360359989926651636e-01, 1.296382860615833965e-01, -6.650846264826431042e-01, 1.124339648777702649e+00, 1.002910431112716827e+00, 1.599067687584176056e+00, -2.830429135368766946e+00, -4.832972736687520254e-01, 1.609304727866402995e+00, -9.399043806034277360e-01, -2.964763727078502109e-01, 7.917110665290714167e-01, 4.415114461023136316e-01, -4.166736772258348293e-02, 1.115943766718976993e-01
2.079000000000000000e+03, 6.718872245040456992e-01, -1.508383141363853097e+00, -8.809514600620904634e-01, -4.289671519718202264e-01, 1.235666446839071675e+00, 8.399013175977784185e-01, 1.184609412565813757e+00, -6.626886986182475292e-01, 6.926522770956508035e-01, 1.567257567331506785e+00, -9.643532741222429205e-01, -1.769871342004896597e+00, 8.391380499301291929e-01, -1.867285730512515951e-01, -2.702828785851043580e-01, 9.327624177934638883e-02
2.080000000000000000e+03, 1.204323321258273571e+00, 2.100562349385075855e-01, -1.903618340711557000e-01, 2.989133483806933334e-01, 8.654079393577732704e-01, 6.134748486155867653e-01, 5.485405160034437788e-01, 6.261579822451560640e-01, -2.962034974249196095e-02, 1.338779909726053763e+00, -5.773860823315624113e-02, -1.099400935229844167e+00, 6.616056228201422362e-01, 2.041762100709594741e+00, 2.196214300599909908e-01, -4.280598763027487208e-01
2.081000000000000000e+03, -6.870236842153392143e-01, -1.000148787592667121e+00, -6.424562795021367956e-01, -1.721143343018800564e-01, 8.201239868474284878e-01, 9.285806428552462188e-01, -3.877407888657217749e-01, -1.039344058692246220e+00, -1.144760651577942240e-01, 1.451906645266523244e+00, -1.865644232798722157e+00, 2.298917782724389625e+00, 1.737676631574960995e+00, 6.032697706571601287e-02, 9.763245917323488676e-01, -2.826235213210149255e-01
2.082000000000000000e+03, -5.328922163157105985e-01, -7.560489681407612794e-01, 6.719169062867428321e-01, -1.264131090826583703e+00, 1.477090879063634565e+00, 6.967960824622959626e-01, 1.002970225695899442e+00, 6.222867285079056732e-01, -5.416268146937875949e-01, 8.134238148830339465e-01, 6.519126585521771711e-01, 4.536301581367503388e-01, -5.044047513301495034e-01, 8.328757426737597447e-01, 2.273450641613717904e-01, 7.709167199678214344e-02
2.083000000000000000e+03, -4.423164999294635358e-01, 2.005903832743664683e+00, -1.626345264047873718e+00, -6.744872013845810976e-02, 1.099483226850853868e+00, 9.361479960784866439e-01, 1.143669159810204006e+00, -1.453768680053417750e+00, -6.133942209733377754e-02, 9.357234474099574983e-01, 2.344073950137942619e-01, 6.067876915267256255e-01, 1.835176914806688209e-01, 8.824761300246978246e-01, 3.210160975897451419e-01, 5.364393809768818189e-01
2.084000000000000000e+03, -3.443092774392080280e-01, 1.782669565998467320e-01, -8.979113891063658093e-01, 8.709170867269955263e-01, 1.243883828738042263e+00, 1.410291525624804976e+00, 8.594465187809064988e-01, -1.888487225885434162e+00, -3.944793186098055626e-01, 9.300880617130276029e-01, -8.888995123716539881e-01, -1.279027654473402942e+00, 1.238067356681823439e+00, 1.911482904211500022e+00, -2.570189555086227484e-02, 5.246980107778028701e-01
2.085000000000000000e+03, -1.864545731711330534e+00, -1.426234445165134451e-02, 2.885583197168665737e-01, -9.618301019240461935e-02, 9.404675990557748166e-01, 1.051421714516192374e+00, -3.605312034752780614e-01, 3.256632948636578040e-01, -1.046364215628069916e+00, 5.318710673365942831e-01, -1.284285878502257061e+00, 8.153288369602506025e-01, -1.276574432247656654e+00, 2.522598110823580653e-01, 7.869691167399164855e-02, -4.106682178622697021e-01
2.086000000000000000e+03, -6.401175824433829931e+00, -1.400024482245081636e-01, 1.145948103113648697e-01, -1.216895276799557779e+00, 1.737083768931464212e+00, 1.046187613434019115e+00, -1.461440951083507189e-01, -5.660718236483626153e-01, -3.371997010715863663e-01, 2.397625195757519256e-01, 1.326557840685173684e+00, 4.081779305531339497e-01, -7.901337885630944635e-01, -1.693574252911627775e+00, 6.131072768038844378e-01, -1.643160019471013866e-01
2.087000000000000000e+03, -4.063519421466682324e+00, -4.207924836107333477e-01, -3.568067505027986974e-01, -1.342619768591780005e+00, 8.985112811709162761e-01, 5.867661533603585333e-01, 1.050683077843405089e+00, 4.825763804344929131e-01, 2.021957830467342176e-01, 1.057032332864113133e+00, 6.483374862536623873e-01, 6.591461596625115549e-01, 2.727512421504358908e-01, -1.345347893790555527e-01, 5.179951555139409303e-01, 7.540008854144315542e-01
2.088000000000000000e+03, -3.045365846177839675e+00, 1.524541576413671384e+00, -4.197788376715198555e-01, 2.823896073329466017e-01, 1.086142816186879800e+00, 7.260311157676311300e-01, 9.232231771665401210e-01, -5.668762494962877874e-01, 2.619609992360157347e-01, 1.169094175680698067e+00, 2.486623694021072584e-01, -4.913728971045061122e+00, -1.658989032196978020e-01, -1.493075310729426786e+00, 1.126548619829191300e-01, 9.180992418808660016e-01
2.089000000000000000e+03, -5.091739061802114108e-01, 1.128257513288857261e+00, -6.035234743492776666e-01, -2.285644149832264937e-01, 1.413326659730498758e+00, 1.075747603147378523e-01, -4.828624307133380644e-01, -9.332572116101888193e-01, -1.949644451633724962e-01, 1.059344479472355438e+00, -1.113419310945929830e+00, 5.195450840773594425e-01, 1.486784415819936145e+00, -3.428461644401170072e-01, 3.276977857953181777e-02, -3.944909798655656386e-01
2.090000000000000000e+03, -1.721831727465865880e+00, -4.940961712710140730e-01, -3.772902947248302219e-01, -9.789348548391476612e-01, 1.073928165261127221e+00, 1.024006331849766971e+00, 9.641933953649046707e-01, 1.442035066604844706e+00, -6.306511256302392843e-01, 6.745848472583200195e-01, -2.125547621503923068e+00, 1.261298536133500736e+00, -3.487488928109391262e-01, 2.009127220552021642e-01, 2.308383538782021183e-01, -2.886179829464368685e-01
2.091000000000000000e+03, 1.868809654926129271e+00, -2.353358143254889456e-01, 6.365424162749019898e-02, -6.588517723837816753e-01, 9.682011887267638617e-01, 3.141300704377919528e-01, 1.163832811632457442e+00, 2.961973647533315823e+00, -4.455681173587032751e-01, 3.004802012571188841e-01, -7.177264761147627015e-01, 1.969835542232075243e+00, -1.915633587858112663e-01, -1.765338308933548817e+00, 3.784799815294444258e-02, 5.466877561376535244e-01
2.092000000000000000e+03, 1.070729613874437547e+00, -2.007355106670122957e+00, 2.727035597749531415e-01, -7.097432989712818552e-01, 1.706435800780003564e+00, 1.064600698261571221e+00, 5.605227077760021048e-01, -9.530203636474475770e-01, -6.581239907335659223e-02, 2.532635834069453251e-01, -3.315968106679887950e-01, -2.260005314778625429e+00, -7.127331564203983616e-01, -6.338008354021571478e-01, -2.735100655115324519e-01, 1.007313887615802983e+00
2.093000000000000000e+03, -2.594206163954108302e+00, 1.179319413524134497e+00, -6.436568180826118812e-01, -1.248547357684474113e+00, 1.199605873713122772e+00, 1.121550386963631407e+00, -2.167545405092025923e-01, -2.786687428637862229e+00, -1.102374122832018744e+00, 5.950307551558654540e-01, 1.625660885894515961e-01, -2.291324617234729022e+00, 3.498001790539771449e-01, -5.313809171136674170e-01, 2.787690311482922123e-01, 6.726295140049325383e-01
2.094000000000000000e+03, -2.758552765976575394e+00, -1.469166592703187613e+00, -6.093371504423940044e-01, -4.592172586005981438e-01, 1.378099655107764887e+00, 1.068227181220179789e+00, 5.107408800523008940e-01, -1.848540669077106013e+00, -3.663196096401916679e-01, 7.048516943139785385e-01, -1.461330270005010146e+00, 1.375049173058615404e+00, 1.034491709446667462e+00, 5.783609921602450576e-01, 4.284709904904349109e-01, 5.632084149244138277e-02
2.095000000000000000e+03, -2.199560848584325157e-01, 2.625696754302307756e+00, -3.839680443595591686e-01, -8.709630858572964263e-01, 1.353279372376857914e+00, 1.008234332319292603e+00, 7.782432755090424870e-01, -1.513065541115826473e+00, 2.908374939188892450e-01, 5.184954974480486811e-01, -2.445592185112881178e-01, 1.485346455922561537e+00, 1.296426191847526721e-01, 1.371956155363633689e+00, 6.416771086549643011e-01, 4.731888237080917325e-01
2.096000000000000000e+03, -1.344341003714393468e+00, 1.471799779594099800e+00, -7.262807912108715236e-01, -1.636401918083615792e+00, 1.341719012497399444e+00, 6.610556126090928464e-01, 8.398335581159177554e-01, -9.872558101723396540e-01, -1.028608046605795856e+00, 1.032645405152874174e+00, 7.400123725681863329e-02, -3.451551737887155191e-01, -1.232837836131741582e+00, 5.439282260258470059e-01, 1.717630788541358033e-01, 3.339127182997203014e-01
2.097000000000000000e+03, 3.555686138395854901e-01, -1.563765207783014199e+00, -4.731869000395590441e-01, -1.459163504746565865e+00, 1.559130910467727338e+00, 1.140217333636106112e+00, -7.184767046439138882e-01, -2.691501987700023246e+00, -8.687175468017739322e-01, 1.239615277025869933e+00, -1.971409824060169624e+00, -7.816964143568883028e-01, -2.068973914218908139e-01, -2.275631446937663727e-01, 2.384805448814444340e-01, 1.482993679863210332e-02
2.098000000000000000e+03, -5.327731933122966668e-01, -5.389343948690926700e-01, 6.116994003248123896e-02, -1.174119756181950747e+00, 1.122524479085133198e+00, 1.216110590310902850e+00, 3.650664831178191405e-01, -1.218340860008632731e+00, 3.007794867472891043e-01, 1.349362891015661647e+00, -1.291152956488186510e+00, 4.291693863706598777e-01, 1.918593985719169864e-02, -6.079642887933170980e-01, 1.023511613866249781e-01, 3.873589206358474257e-01
2.099000000000000000e+03, 6.672719551890980982e-01, 1.163687007438553467e+00, -6.870946767454202408e-01, -2.013642413603765391e+00, 1.320699750466756139e+00, 4.806324117835502618e-01, 1.442259395094985130e+00, -3.484301728426743572e-01, -2.484446756119513544e-01, 3.295191694602457311e-01, -6.797503944268245002e-01, 1.200610463557939989e+00, 9.115020388493438874e-01, 1.454778361965756606e+00, 3.610757103133696022e-01, 1.362023727862104128e+00
2.100000000000000000e+03, -5.095330696874743603e-01, 2.881910840390916828e+00, -8.969276241531305705e-02, -8.946435792946337839e-01, 1.708465402174879078e+00, 6.210603575566264745e-01, 9.177010793693353152e-01, -7.397872040184200193e-01, -1.617422217867990897e+00, 1.426402112516196974e+00, -1.240428758278588228e+00, -8.496174917272545368e-01, -2.220392352672493796e+00, -4.803059393514381159e-01, 4.880084173800419700e-01, 1.381010058670812946e+00
