year, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4, EC-Earth3-Veg, INM-CM4-8, CMCC-ESM2, ACCESS-ESM1-5, CanESM5, CESM2-WACCM, TaiESM1, NorESM2-MM, INM-CM5-0, NorESM2-LM, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L
2.066000000000000000e+03, 2.600888618912377659e+00, 4.478525110591424330e+00, 3.323101909817225863e+00, 4.444428382398707633e+00, 2.495992743573257400e+00, 3.127393529208251977e+00, 2.534523578255511111e+00, 2.453718799460343547e+00, 3.772043284403673535e+00, 3.998086068748436084e+00, 3.598203259784106489e+00, 2.461792808073310912e+00, 3.807371189926521460e+00, 2.970375987060503320e+00, 3.360833580303399959e+00, 2.977397744005014335e+00
2.067000000000000000e+03, 2.590647236223095451e+00, 4.470005552366304258e+00, 3.272629950660414178e+00, 4.331969375694459501e+00, 2.508194364851739522e+00, 3.053895829923262362e+00, 2.286320791912548778e+00, 2.356657145071770820e+00, 3.707266057721885666e+00, 4.050655013929774562e+00, 3.608195421822121940e+00, 2.455389149853861142e+00, 3.789891384305644095e+00, 3.046861155890898676e+00, 3.364762078561557068e+00, 2.980612508926612669e+00
2.068000000000000000e+03, 2.633015697056822368e+00, 4.461833100116481710e+00, 3.059715529730484551e+00, 4.326895716219665289e+00, 2.471507259956479796e+00, 3.141121161678676721e+00, 2.312403785216727403e+00, 2.279414914805554915e+00, 3.790021038218849725e+00, 3.960070814473147127e+00, 3.610430212067236688e+00, 2.453609710214719630e+00, 3.832950706649392636e+00, 3.020017672137978337e+00, 3.420747131031803168e+00, 2.981508252726865926e+00
2.069000000000000000e+03, 2.654548890836310182e+00, 4.462340009831888388e+00, 3.004422895259631687e+00, 4.297280748098330605e+00, 2.491974795080645677e+00, 3.301006771248691685e+00, 2.280539949906084995e+00, 2.528345470957210850e+00, 3.847906242414950384e+00, 3.834845509529844154e+00, 3.596773448075786028e+00, 2.495973119887022307e+00, 3.838421555078765923e+00, 3.037335337063009177e+00, 3.441215807340355148e+00, 3.001850626035234892e+00
2.070000000000000000e+03, 2.662933664143576351e+00, 4.444740119487491370e+00, 3.385780338066738171e+00, 4.466913782182855286e+00, 2.557558820773811803e+00, 3.240549065349154656e+00, 2.322585893997374473e+00, 2.391752641311999827e+00, 3.832104423331539333e+00, 3.847507265272701815e+00, 3.637585034952297125e+00, 2.351582645210808398e+00, 3.839762621792128794e+00, 2.869517618493455657e+00, 3.420818322128536870e+00, 2.976174887309598116e+00
2.071000000000000000e+03, 2.587144355765097714e+00, 4.453667101931778838e+00, 3.281678200020440528e+00, 4.448192581518327415e+00, 2.500391052886785204e+00, 3.174387989407571720e+00, 2.278930924989269968e+00, 2.410311549640704598e+00, 3.765521710710187264e+00, 3.893028769488676044e+00, 3.747771078934289513e+00, 2.421846584289949256e+00, 3.848492882193767173e+00, 3.000559747902201480e+00, 3.423878976121879081e+00, 2.983918818319713395e+00
2.072000000000000000e+03, 2.535115380492834358e+00, 4.434654790242068323e+00, 2.972859001382562205e+00, 4.487393554887329827e+00, 2.435626889588077937e+00, 3.132237094955692136e+00, 2.275812847093707347e+00, 2.441861271704723002e+00, 3.768935538889236270e+00, 3.852022451498015698e+00, 3.663341469163972075e+00, 2.478067900132793877e+00, 3.852196215519640088e+00, 3.186606061071068030e+00, 3.364171780096075093e+00, 2.981464955061738920e+00
2.073000000000000000e+03, 2.437155656440695761e+00, 4.432841025736872886e+00, 2.969358821636223666e+00, 4.392868761381492959e+00, 2.433922502314698644e+00, 2.972838125000930365e+00, 2.220037119466278241e+00, 2.464080992802225811e+00, 3.795121574161585798e+00, 3.819822145544351510e+00, 3.673065659695944785e+00, 2.479498997695421370e+00, 3.716266546749686928e+00, 2.915271753209454975e+00, 3.335838723751356483e+00, 2.997285871154595327e+00
2.074000000000000000e+03, 2.498663607995932789e+00, 4.450233195134666531e+00, 3.034192437493940186e+00, 4.451980278063133234e+00, 2.475487604796439811e+00, 3.141881573625975310e+00, 2.042230722414718258e+00, 2.375813110340164069e+00, 3.909174516628055596e+00, 4.007717877410658325e+00, 3.748900409109920062e+00, 2.431693963643251966e+00, 3.774250856674374432e+00, 2.806405655985543479e+00, 3.339640651579199648e+00, 2.994551119871209366e+00
2.075000000000000000e+03, 2.571157298228742949e+00, 4.449113421680175762e+00, 3.161363336076312702e+00, 4.409542498060239346e+00, 2.447094280185422743e+00, 3.294373838991494718e+00, 2.211800501562445120e+00, 2.379351054403597399e+00, 3.893303291727677529e+00, 4.053272267235419335e+00, 3.773934562552321292e+00, 2.500965958477387563e+00, 3.830569429760407374e+00, 3.054588418860829879e+00, 3.468368410048612738e+00, 3.022719532426279443e+00
2.076000000000000000e+03, 2.524279553934513753e+00, 4.456091552593018257e+00, 3.241650288314581463e+00, 4.357715041423983138e+00, 2.453486978363057069e+00, 3.119499473137005374e+00, 2.352427542762118406e+00, 2.559184507659133967e+00, 3.905841542503110997e+00, 4.159539725632130036e+00, 3.680972093724191208e+00, 2.567860393040595657e+00, 3.789196237227425712e+00, 3.138469452461411624e+00, 3.395004222448326114e+00, 3.021365644755491964e+00
2.077000000000000000e+03, 2.498271833389753560e+00, 4.421257215251618966e+00, 3.307524353709706322e+00, 4.435181631303739103e+00, 2.483966193344341100e+00, 3.218382191611418808e+00, 2.161780798207479481e+00, 2.249154729065342639e+00, 3.996275360816584854e+00, 4.210725960805746126e+00, 3.720966390869262064e+00, 2.508098183550467208e+00, 3.767700364872738295e+00, 3.159502870401331709e+00, 3.371064393859821262e+00, 3.034223674419693317e+00
2.078000000000000000e+03, 2.617315989196315584e+00, 4.430790915088120840e+00, 3.211853098979223553e+00, 4.408965103693173404e+00, 2.492941367917036910e+00, 3.321737909787893184e+00, 1.927618742842709842e+00, 2.401100497698630321e+00, 4.023207386666769025e+00, 4.164898914417418219e+00, 3.872709255459405142e+00, 2.496486935111632555e+00, 3.960961258313295374e+00, 3.065996893242849630e+00, 3.360189259860732580e+00, 3.024590557795819201e+00
2.079000000000000000e+03, 2.441479766549920161e+00, 4.419504319353225519e+00, 3.210508642647126543e+00, 4.319326571663773429e+00, 2.508168049688120238e+00, 3.238793963604219783e+00, 1.965080635044933244e+00, 2.290776942274617589e+00, 4.110079104186793231e+00, 3.931979641511949897e+00, 4.014749121057183956e+00, 2.455324318309633380e+00, 3.911166446000672536e+00, 2.814639717498416793e+00, 3.416890009000851158e+00, 3.037620468266075235e+00
2.080000000000000000e+03, 2.489337531738283538e+00, 4.430516079778501037e+00, 3.213561062672290358e+00, 4.293189975773497480e+00, 2.498233805951766140e+00, 3.227932059627650840e+00, 2.267802876754371866e+00, 2.464877524030513634e+00, 4.074353057115173371e+00, 4.033226198419040287e+00, 4.056728712016410832e+00, 2.542862939488105933e+00, 3.785849135913031294e+00, 2.829128560117950997e+00, 3.452585124057433230e+00, 3.061875991478108183e+00
2.081000000000000000e+03, 2.441859366000021847e+00, 4.410711048196090722e+00, 3.103140553156246817e+00, 4.344414566177801085e+00, 2.540291973008610427e+00, 3.347826585544421807e+00, 2.139985866400966330e+00, 2.323069331436340423e+00, 3.999911906455693167e+00, 4.163060269309900363e+00, 4.064579033254647200e+00, 2.431257738745678854e+00, 3.715535199947253897e+00, 2.881561906363981684e+00, 3.411378973237096712e+00, 3.021404802403059975e+00
2.082000000000000000e+03, 2.582390539055739787e+00, 4.415662309333163726e+00, 3.059559916236221255e+00, 4.409222742788724503e+00, 2.428814635768480112e+00, 3.369613464921384249e+00, 2.265609003522512044e+00, 2.222945345189410116e+00, 3.998643644653916862e+00, 4.083703027075455516e+00, 4.089353400646232650e+00, 2.473979601305364096e+00, 3.791963387383079365e+00, 2.951853980870899896e+00, 3.346820186438852485e+00, 3.007706311985177017e+00
2.083000000000000000e+03, 2.506525312888642887e+00, 4.405169043909632265e+00, 3.060490601258704313e+00, 4.337368338381424770e+00, 2.480357178627575543e+00, 3.384598255197389438e+00, 2.214353876143550170e+00, 2.510336717733994583e+00, 3.995343738138780854e+00, 3.887117658087132721e+00, 4.026284813832053722e+00, 2.499998260439811659e+00, 3.871200864437431832e+00, 3.004721530934472362e+00, 3.338271080306828509e+00, 3.036140040007935692e+00
2.084000000000000000e+03, 2.339034049169257834e+00, 4.408566729661155925e+00, 3.129181898172269882e+00, 4.381149951619435434e+00, 2.479788763199530344e+00, 3.371559680961951688e+00, 2.006110163403025837e+00, 2.395393426268180637e+00, 4.047223524798012839e+00, 3.998793885989143870e+00, 3.919477930360731222e+00, 2.520616061190830592e+00, 3.847297268647033253e+00, 3.099034097840496216e+00, 3.401473588472923471e+00, 3.049668528324351868e+00
2.085000000000000000e+03, 2.474790090758520300e+00, 4.413483955588934471e+00, 2.993587251933813143e+00, 4.330107113772315053e+00, 2.418517564138456422e+00, 3.339596026217474645e+00, 2.171824060123215272e+00, 2.370861550326668343e+00, 4.095890244984673245e+00, 4.275645204832732915e+00, 3.933309040874241713e+00, 2.486303985161073538e+00, 3.914593603157972446e+00, 2.856082307196933456e+00, 3.266980923521728641e+00, 3.074022791938289867e+00
2.086000000000000000e+03, 2.513477889478136440e+00, 4.425255501902420008e+00, 2.727424643406866966e+00, 4.400780696683767701e+00, 2.426479752355825248e+00, 3.232553743525011569e+00, 2.124453065127911433e+00, 2.360531052106864980e+00, 4.176077827509586449e+00, 4.387410308060505137e+00, 3.917188853576606622e+00, 2.431809827728481199e+00, 3.961875942189842625e+00, 2.915515241080757658e+00, 3.206354737378312780e+00, 3.030046954722630748e+00
2.087000000000000000e+03, 2.549278694387005828e+00, 4.427072762676345086e+00, 2.595340950375262690e+00, 4.378956531374172734e+00, 2.457988584814948752e+00, 3.224445781016278989e+00, 2.253598436920709602e+00, 2.372417347823105871e+00, 4.255566179719560971e+00, 4.197481039318279983e+00, 3.930333719899281153e+00, 2.458722631617961785e+00, 4.065089731450842514e+00, 3.003163883555240332e+00, 3.360046893122385914e+00, 3.017979150695006663e+00
2.088000000000000000e+03, 2.476257833803170438e+00, 4.424902374463307808e+00, 2.546496875082268296e+00, 4.354996741744023403e+00, 2.453462061202737576e+00, 3.217687503674735439e+00, 2.264457357002891857e+00, 2.420518739074004166e+00, 4.128435163314769341e+00, 3.974458744692510592e+00, 4.012591554517502601e+00, 2.398918532264973980e+00, 4.131264976025729396e+00, 2.965129936983606385e+00, 3.397683178068173770e+00, 3.032883385774205909e+00
2.089000000000000000e+03, 2.470423489391738503e+00, 4.413308219436887114e+00, 2.785582937024317030e+00, 4.128739951208083347e+00, 2.527591924532061718e+00, 3.214176157383229704e+00, 2.072857632916657700e+00, 2.503652692186699280e+00, 4.150737359196277509e+00, 4.047633545389808241e+00, 3.964266880252171887e+00, 2.431308133616278067e+00, 3.901398562898680922e+00, 2.889596620280394657e+00, 3.408877187972357170e+00, 3.040479332308159588e+00
2.090000000000000000e+03, 2.443238999264569333e+00, 4.415578038777846714e+00, 2.726575668532895236e+00, 4.416560849381771625e+00, 2.453588821742357595e+00, 3.179568440200959856e+00, 2.324802831715262030e+00, 2.385377183782718902e+00, 4.341366210623440303e+00, 4.086500484256105459e+00, 3.963935977433586277e+00, 2.462528052159806080e+00, 3.878531207462383001e+00, 2.922916017160271274e+00, 3.346281044107993541e+00, 3.005235998797295860e+00
2.091000000000000000e+03, 2.470811141116572518e+00, 4.418850650606874986e+00, 3.097547469707297552e+00, 4.360125333169406758e+00, 2.459318621253075321e+00, 3.292481106798062829e+00, 2.574867726505465360e+00, 2.486503478326938854e+00, 4.255941205720854548e+00, 4.071422010101390931e+00, 3.995699902200156917e+00, 2.407688997460682323e+00, 3.915130693645299864e+00, 2.983068041605723142e+00, 3.335539772629004585e+00, 3.031744008305846894e+00
2.092000000000000000e+03, 2.538191716856178282e+00, 4.417174593990499609e+00, 3.136417985279476461e+00, 4.352829266214238935e+00, 2.453918755442813904e+00, 3.415948861302914974e+00, 2.492863005909097929e+00, 2.252711591990185891e+00, 4.305922542125022012e+00, 4.138219474128347564e+00, 3.979262506895906437e+00, 2.457594450869505120e+00, 3.963978703706247053e+00, 3.070092242251958314e+00, 3.373261632897385898e+00, 3.051743220448706939e+00
2.093000000000000000e+03, 2.510226379049972145e+00, 4.418355598397779360e+00, 2.862251205062409376e+00, 4.203538565093250412e+00, 2.450070903452129301e+00, 3.419570415852948297e+00, 2.135993361589634709e+00, 2.462939506120561894e+00, 4.315492125846056126e+00, 3.961305106016150823e+00, 3.971327209621588139e+00, 2.433708595049185242e+00, 3.929955458917309574e+00, 3.112486905718956809e+00, 3.300683123932795393e+00, 3.054917846588575792e+00
2.094000000000000000e+03, 2.486406109697096856e+00, 4.406012380972764930e+00, 2.551262126009318010e+00, 4.259763536724048727e+00, 2.477881031219305363e+00, 3.477316360829768804e+00, 2.007336006914266058e+00, 2.264278343834897456e+00, 4.310866286688272098e+00, 3.889250183459724841e+00, 3.929144524190026910e+00, 2.466663813887174594e+00, 4.066646562165404433e+00, 3.033953123353285708e+00, 3.177162251759461320e+00, 3.048173423908697721e+00
2.095000000000000000e+03, 2.439429196162723468e+00, 4.413532218292302467e+00, 3.060520518715001081e+00, 4.319169391859706941e+00, 2.454768899816002214e+00, 3.270370205459047774e+00, 1.972300957841489621e+00, 2.545718466430789029e+00, 4.338381087823319326e+00, 4.007505687413560835e+00, 3.809033349515482225e+00, 2.477296098153474180e+00, 4.220763977973607695e+00, 3.068407503580419249e+00, 3.396499595666520044e+00, 3.038367452888070197e+00
2.096000000000000000e+03, 2.395333341556635354e+00, 4.408419187103547188e+00, 2.678634403778982431e+00, 4.336211789837205899e+00, 2.399091137343098978e+00, 3.254904753706368226e+00, 2.060537322337417709e+00, 2.575235831648401419e+00, 4.314451430927154441e+00, 3.994963543935958317e+00, 3.928156972430652871e+00, 2.483217965969977126e+00, 4.309797769198874029e+00, 2.943910683193717848e+00, 3.335172250565377805e+00, 3.057474839025861257e+00
2.097000000000000000e+03, 2.418484149317313037e+00, 4.397915227959840578e+00, 2.797452178832817271e+00, 4.245962461190531556e+00, 2.428171072980504164e+00, 3.348200759517875547e+00, 1.903450849095913888e+00, 2.294859857561518002e+00, 4.333866048177497987e+00, 3.788328528683487573e+00, 4.085057534673298463e+00, 2.465857687344136906e+00, 4.258592187431226250e+00, 3.005315390933726682e+00, 3.202098089699347838e+00, 3.070549967807463254e+00
2.098000000000000000e+03, 2.456107487038916570e+00, 4.395439201774402171e+00, 2.910818095460541599e+00, 4.275102144506988999e+00, 2.432539374623796657e+00, 3.213459287001879883e+00, 1.846441829891271036e+00, 2.360588323672347499e+00, 4.426011789106390815e+00, 3.797057289576497574e+00, 4.161092632601175900e+00, 2.431133475262580390e+00, 4.242236808329041153e+00, 2.901284095842662669e+00, 3.317426113614072136e+00, 3.022052951187124137e+00
2.099000000000000000e+03, 2.423822434296437400e+00, 4.397169549822730339e+00, 2.934649131115807830e+00, 4.265517200987846813e+00, 2.485115570228418669e+00, 3.381530222965462684e+00, 2.059463273712539344e+00, 2.491394312887365459e+00, 4.383095322813236550e+00, 3.862888552072760717e+00, 4.045464480021006004e+00, 2.536476919789467654e+00, 4.196682094886959646e+00, 3.217529148808154105e+00, 3.412628322900210787e+00, 3.031065036794233336e+00
2.100000000000000000e+03, 2.446176864783224936e+00, 4.402085972658929869e+00, 2.927099543957118133e+00, 4.312482447489783155e+00, 2.357857153502733283e+00, 3.614657980846960328e+00, 2.007071797303553673e+00, 2.661994160413374999e+00, 4.487162567975587990e+00, 4.005694263755156470e+00, 3.988620111869775275e+00, 2.479187731256445648e+00, 4.076930255915939050e+00, 3.206425470087130858e+00, 3.129912147460632621e+00, 3.087302977099367407e+00
