year, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, CMCC-CM2-SR5, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, ACCESS-ESM1-5, INM-CM5-0, CanESM5, UKESM1-0-LL, IPSL-CM6A-LR, INM-CM4-8, MIROC-ES2L
2.075000000000000000e+03, 2.979692832758347549e+02, 2.974934228191197576e+02, 2.983272959931846913e+02, 2.994232038932745468e+02, 2.968417925216422759e+02, 2.992959489515912423e+02, 2.984353514599230834e+02, 2.966227535274543357e+02, 2.988225126993093568e+02, 2.991644378236375132e+02, 2.959976893967316300e+02, 3.006875059003636466e+02, 2.995326842089232855e+02, 2.974170454425254206e+02, 2.964493545897774993e+02, 2.984617456260970698e+02
2.076000000000000000e+03, 2.982783558739756131e+02, 2.977497840849817408e+02, 2.984571428835275242e+02, 2.989293651860397176e+02, 2.964904212152426908e+02, 2.985356559337816975e+02, 2.982750190993327806e+02, 2.964188426202166511e+02, 2.986119365612358365e+02, 2.994871931320899989e+02, 2.957088477613847886e+02, 3.002450702702299736e+02, 2.997997317673535917e+02, 2.979979855889585565e+02, 2.962584761170509751e+02, 2.988944403500779572e+02
2.077000000000000000e+03, 2.972387792812741054e+02, 2.975633524916095212e+02, 2.973182313327290558e+02, 2.986316629309481527e+02, 2.969441259092817518e+02, 2.988524849341254139e+02, 2.973979813047799894e+02, 2.961297904671478705e+02, 2.986921670719643203e+02, 3.004921012922326895e+02, 2.962036725708140921e+02, 3.014075268657223319e+02, 3.002921003662330577e+02, 2.976500019604816316e+02, 2.960297316896277948e+02, 2.980384893071666852e+02
2.078000000000000000e+03, 2.974915235832853568e+02, 2.975040146250684643e+02, 2.969222290833935745e+02, 2.991694054221027841e+02, 2.973091260690362105e+02, 2.987728848223180194e+02, 2.976862684384803401e+02, 2.963744002391252366e+02, 2.986384602472993492e+02, 3.007219825544259493e+02, 2.963577461586405093e+02, 3.008996841650523493e+02, 3.000899398606499631e+02, 2.979765693005964522e+02, 2.962902647747771425e+02, 2.975584006489832518e+02
2.079000000000000000e+03, 2.984726750336403711e+02, 2.980711298147907655e+02, 2.979302500190020169e+02, 2.993607291682840241e+02, 2.970674666219666733e+02, 2.982454416790806135e+02, 2.982109360270328011e+02, 2.971249541321444667e+02, 2.987719855532714632e+02, 2.997432171646834149e+02, 2.962346778312472679e+02, 3.016481937354475917e+02, 3.001605474082657565e+02, 2.978641441203361637e+02, 2.962080412407925110e+02, 2.981567645740296371e+02
2.080000000000000000e+03, 2.986442782415909960e+02, 2.978131574885879331e+02, 2.982050879674839621e+02, 2.995210981662394829e+02, 2.970803951690284634e+02, 2.988541950116261319e+02, 2.989500092876379540e+02, 2.972563159484190010e+02, 2.989271214999027961e+02, 2.996093156761241971e+02, 2.960780086962660675e+02, 3.012157862126472310e+02, 3.001322092589331305e+02, 2.975261927543146498e+02, 2.962862897304597709e+02, 2.987554426204758329e+02
2.081000000000000000e+03, 2.975454726525886144e+02, 2.981831092589152945e+02, 2.978518100859139395e+02, 2.994667198360912153e+02, 2.975390780349989654e+02, 2.994612142882969579e+02, 2.987671834686051966e+02, 2.972476494964456606e+02, 2.988527099001050260e+02, 3.003760924178983487e+02, 2.961189152570107126e+02, 3.016415479287193193e+02, 3.006212117108425446e+02, 2.979037387603186744e+02, 2.962835088055949768e+02, 2.992313191689158884e+02
2.082000000000000000e+03, 2.976264980181971964e+02, 2.974072192649627482e+02, 2.981365558860905480e+02, 2.991045919759980052e+02, 2.975940842052753510e+02, 2.990512053940960300e+02, 2.985955476964130071e+02, 2.971824973783243422e+02, 2.990487009003397247e+02, 2.996803864403882471e+02, 2.962748785845238331e+02, 3.019555082056814399e+02, 2.999914540519019397e+02, 2.983832469238810177e+02, 2.965399250324362015e+02, 2.983705782253208554e+02
2.083000000000000000e+03, 2.980366048475709704e+02, 2.983903256898454401e+02, 2.982304530301260570e+02, 2.988062677308792559e+02, 2.975942253465789804e+02, 2.994974523127307862e+02, 2.990098900594074394e+02, 2.968394276337321571e+02, 2.989040530814593808e+02, 3.006984987077162259e+02, 2.962129505040799700e+02, 3.006018286642741941e+02, 3.001979873308849847e+02, 2.979879439966299515e+02, 2.963849282107340741e+02, 2.983196469975518426e+02
2.084000000000000000e+03, 2.988321176834729158e+02, 2.986248976364199166e+02, 2.977853729288760292e+02, 2.993027815723013987e+02, 2.970089564922317891e+02, 2.993995842321998566e+02, 2.991072222794472282e+02, 2.967283223255487883e+02, 2.986748643546121684e+02, 3.007375951733762349e+02, 2.959019255647564819e+02, 3.010875246539403065e+02, 3.005480215370490100e+02, 2.984742099006954845e+02, 2.963776552040259844e+02, 2.988180105989752633e+02
2.085000000000000000e+03, 2.978662257657250052e+02, 2.980969069300613796e+02, 2.982310393216708349e+02, 2.999827604849968452e+02, 2.974296145736120707e+02, 2.995934321655661279e+02, 2.985279858949091363e+02, 2.971113913074394191e+02, 2.989903006352356556e+02, 3.000613576527687201e+02, 2.964185367569138521e+02, 3.018004815966182264e+02, 3.009571621866393230e+02, 2.990947716285406841e+02, 2.966125553959090553e+02, 2.992713732755251499e+02
2.086000000000000000e+03, 2.979442216299369193e+02, 2.980370948769557913e+02, 2.981958771034801998e+02, 2.997664921274948711e+02, 2.981394245002524599e+02, 2.991684261316423772e+02, 2.979697756267684667e+02, 2.975326290552751516e+02, 2.995335131174672370e+02, 3.003347854205967451e+02, 2.966088024590238774e+02, 3.015158125832666087e+02, 2.998966766324732589e+02, 2.981924236916668747e+02, 2.965589191926152353e+02, 2.986948956764879881e+02
2.087000000000000000e+03, 2.983427940602759918e+02, 2.983281000715801952e+02, 2.980683842843465641e+02, 2.988855433487842674e+02, 2.981458955583941588e+02, 2.996508575588051144e+02, 2.984029784198419293e+02, 2.971141160920901712e+02, 2.994044816805806590e+02, 3.000004716217336522e+02, 2.964582515172685362e+02, 3.022886303537951562e+02, 3.001173247051879116e+02, 2.979615640979475870e+02, 2.963275126451025017e+02, 2.980120411466404562e+02
2.088000000000000000e+03, 2.995205593696874189e+02, 2.983532522395488513e+02, 2.985266155777520680e+02, 2.988705390540354188e+02, 2.982062091017316448e+02, 2.998756317140429246e+02, 2.993850702053383657e+02, 2.970526214513307650e+02, 2.991582136662553921e+02, 3.004526489066940940e+02, 2.967194244515988544e+02, 3.012796701532110433e+02, 3.003474490861755726e+02, 2.982257832587007442e+02, 2.968141863895019696e+02, 2.987594137329362525e+02
2.089000000000000000e+03, 2.988280983019789119e+02, 2.986190927345938917e+02, 2.988900624160378356e+02, 2.994616661800270094e+02, 2.978568084044978264e+02, 2.991271112682241551e+02, 2.994905913428252120e+02, 2.977829115625506233e+02, 2.991235382637831322e+02, 3.006258687017864304e+02, 2.964878961165698570e+02, 3.015237488754215747e+02, 3.008595047299066891e+02, 2.987237578070887594e+02, 2.964556289964182838e+02, 2.994845127003401331e+02
2.090000000000000000e+03, 2.977598109456588418e+02, 2.985086893466213951e+02, 2.986587812787035432e+02, 2.999652309108871009e+02, 2.982640813542959677e+02, 2.996382873876540884e+02, 2.984900597021861017e+02, 2.975342935211863278e+02, 2.994722858159823318e+02, 2.998386295416041776e+02, 2.964156217118235759e+02, 3.020697796847918539e+02, 3.016281838122299632e+02, 2.987905783315008534e+02, 2.966979099572177461e+02, 2.987273460444801003e+02
2.091000000000000000e+03, 2.979000978468238827e+02, 2.982278255944058287e+02, 2.982090680048876834e+02, 3.000048141854246069e+02, 2.974475416406015142e+02, 2.999394920799012425e+02, 2.988218927308879529e+02, 2.975030442250050555e+02, 2.999348835389379815e+02, 2.993415420842182471e+02, 2.968494034055202633e+02, 3.021405825729649450e+02, 3.008513563467448648e+02, 2.986497259018267982e+02, 2.969037902944824054e+02, 2.985373044407560315e+02
2.092000000000000000e+03, 2.989770264377085596e+02, 2.983930381745506111e+02, 2.980370228285171947e+02, 2.994638983801706331e+02, 2.975178727910322323e+02, 2.992701369170511043e+02, 2.994239388053542257e+02, 2.970922795107250067e+02, 2.997193000150334683e+02, 3.006493603044243059e+02, 2.967322269523052114e+02, 3.034534545297065051e+02, 3.009833926386428402e+02, 2.985021476698847778e+02, 2.969054301486787608e+02, 2.991919429797113708e+02
2.093000000000000000e+03, 2.996545775878022368e+02, 2.988383568692013910e+02, 2.984028902847609288e+02, 2.991036611603980191e+02, 2.984216421181239980e+02, 2.998704007854718725e+02, 2.994564931829809780e+02, 2.970392112499480390e+02, 2.996164072777632441e+02, 3.013250394911949570e+02, 2.967853203988174755e+02, 3.019888426320018766e+02, 3.009269546739942598e+02, 2.994599721825030088e+02, 2.967454611070990609e+02, 2.995845142656900748e+02
2.094000000000000000e+03, 2.987951860717736281e+02, 2.986483576745769142e+02, 2.992043041820097073e+02, 2.993495499397374147e+02, 2.986755715368421988e+02, 2.999184617953341103e+02, 2.984652605235447140e+02, 2.973288839356594622e+02, 2.998964924794508988e+02, 3.009870954029377117e+02, 2.966916228832654951e+02, 3.030191963285484462e+02, 3.016054764353762039e+02, 2.990386445088514051e+02, 2.967273140442260910e+02, 2.989853566106561402e+02
2.095000000000000000e+03, 2.985787955267240932e+02, 2.985517477337301102e+02, 2.990462839613410893e+02, 2.997315660005876339e+02, 2.977692231866887482e+02, 2.999534170682897525e+02, 2.984958551944787928e+02, 2.973124738674608238e+02, 2.999021051110938743e+02, 3.009973743195631073e+02, 2.963616564841720447e+02, 3.015725710846369907e+02, 3.011304316344088647e+02, 2.988131965659288767e+02, 2.967051459802755744e+02, 2.988192590297396123e+02
2.096000000000000000e+03, 2.988418259451826771e+02, 2.991386456445416115e+02, 2.981216840528499574e+02, 3.000586077435509651e+02, 2.983419411541683530e+02, 3.001174038329600080e+02, 2.992298328901304103e+02, 2.974082161417281895e+02, 3.000172219238715456e+02, 3.009230675191751061e+02, 2.965010853875360226e+02, 3.019945904556273035e+02, 3.013120765172437245e+02, 2.992330057684078497e+02, 2.969174070846984819e+02, 2.994067470874114747e+02
2.097000000000000000e+03, 2.995122866606834009e+02, 2.991229951917219410e+02, 2.981100933017908687e+02, 2.997347849468566778e+02, 2.983745138159732733e+02, 2.998602291016318873e+02, 2.993030687959117699e+02, 2.976675174072055938e+02, 3.001305366871241631e+02, 3.017319090055449919e+02, 2.968250315712035672e+02, 3.033019901621595409e+02, 3.018535011058615964e+02, 2.996391461455829131e+02, 2.969035116746910603e+02, 2.998430624995831977e+02
2.098000000000000000e+03, 2.987637568809695381e+02, 2.988335353082212009e+02, 2.987666580380004575e+02, 3.000413479822339013e+02, 2.983131114038770875e+02, 3.003460350364994156e+02, 2.989166372978247637e+02, 2.980209120831159453e+02, 3.007325555837575735e+02, 3.008325885317193524e+02, 2.969014528470360119e+02, 3.027516607378769322e+02, 3.019741700140889975e+02, 2.991074355849703466e+02, 2.969016746440148609e+02, 2.991735888077689083e+02
2.099000000000000000e+03, 2.988315553087384728e+02, 2.989521853214397993e+02, 2.996400217382114306e+02, 3.001412026527385137e+02, 2.982553964436515912e+02, 2.997626821403756026e+02, 2.994224432811280963e+02, 2.968876078339609421e+02, 3.009106996585420575e+02, 3.010702746562760694e+02, 2.966406524635320920e+02, 3.021674605330797476e+02, 3.018250997428929736e+02, 2.992432460246684514e+02, 2.968682602616339068e+02, 2.984578220769714676e+02
2.100000000000000000e+03, 2.996974845512529555e+02, 2.990513575846983372e+02, 2.989514079792957659e+02, 3.001272378783414183e+02, 2.983646040695414854e+02, 3.000908356599980493e+02, 3.002483269130328267e+02, 2.970919291530267969e+02, 3.004018314062640798e+02, 3.011596742556407094e+02, 2.969568998704132241e+02, 3.019214021267124508e+02, 3.018669685181610589e+02, 2.997321165168709172e+02, 2.972877409730702993e+02, 2.992092358213423609e+02
