year, GFDL-ESM4, NorESM2-LM, EC-Earth3-Veg, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, TaiESM1, CNRM-ESM2-1, CESM2-WACCM, NorESM2-MM
2.068000000000000000e+03, 4.712698548985956416e-09, 2.114669538941100162e-09, 3.368354020122264300e-09, 2.044193743022558348e-09, 1.734407784079135359e-09, 1.148503537232835556e-09, 5.106723630262027616e-10, 4.732424610182234653e-09, 1.734407784079135359e-09, 5.106723630262027616e-10, 1.371219734320479507e-09, 2.044193743022558348e-09
2.069000000000000000e+03, 6.423197379593478180e-09, 2.498575178297624563e-09, 2.026033861502366077e-09, 1.506296512602055666e-09, 1.959592849515664173e-09, 1.060079766552982188e-09, 5.264358633126690917e-10, 6.442824043699411118e-09, 1.959592849515664173e-09, 5.264358633126690917e-10, 1.389578387493338483e-09, 1.506296512602055666e-09
2.070000000000000000e+03, 3.723508162955051629e-09, 1.796487390151303765e-09, 1.768111942805657223e-09, 1.829017854459045403e-09, 2.341227197976186130e-09, 1.223396034497480904e-09, 5.177068197211474517e-10, 3.743046334570905149e-09, 2.341227197976186130e-09, 5.177068197211474517e-10, 1.310226967122209986e-09, 1.829017854459045403e-09
2.071000000000000000e+03, 3.757754341350877833e-09, 2.362503284523604054e-09, 2.201605015535558536e-09, 1.669407698775303908e-09, 2.312325986508774768e-09, 1.020468684573277299e-09, 7.648871990965171140e-10, 3.777515357038542043e-09, 2.312325986508774768e-09, 7.648871990965171140e-10, 1.570677252033121800e-09, 1.669407698775303908e-09
2.072000000000000000e+03, 5.020919900347479588e-09, 1.958323737848753892e-09, 2.586179453271396015e-09, 1.742257745249653370e-09, 2.387340644704232502e-09, 9.640882505570655979e-10, 4.654453443183837628e-10, 5.040768558047607205e-09, 2.387340644704232502e-09, 4.654453443183837628e-10, 1.483138774856826752e-09, 1.742257745249653370e-09
2.073000000000000000e+03, 5.000845783106986719e-09, 1.892638996534204516e-09, 2.173947694721660438e-09, 1.892980250238230383e-09, 2.787712588201948239e-09, 1.342886229989804647e-09, 5.581422833433097883e-10, 5.020664867620850189e-09, 2.787712588201948239e-09, 5.581422833433097883e-10, 9.635035083463575475e-10, 1.892980250238230383e-09
2.074000000000000000e+03, 2.826863698062142304e-09, 1.908830008923212837e-09, 1.944359084830613317e-09, 1.065591788721001084e-09, 1.958242042111364494e-09, 1.070951784010992769e-09, 4.415687292897071266e-10, 2.846206766550033691e-09, 1.958242042111364494e-09, 4.415687292897071266e-10, 1.226183569710448921e-09, 1.065591788721001084e-09
2.075000000000000000e+03, 4.459179063770631945e-09, 1.657212269981784333e-09, 3.055257171351161958e-09, 1.329985532072715489e-09, 2.253132349275829821e-09, 1.010193107477632045e-09, 4.906759022534433109e-10, 4.478439430147249150e-09, 2.253132349275829821e-09, 4.906759022534433109e-10, 1.436730073761783295e-09, 1.329985532072715489e-09
2.076000000000000000e+03, 2.971812931170364532e-09, 1.859219750374732504e-09, 2.238477493083001916e-09, 1.251402595140586914e-09, 1.808436209526997946e-09, 1.157397608204848352e-09, 6.507824317900940877e-10, 2.991475778178850948e-09, 1.808436209526997946e-09, 6.507824317900940877e-10, 1.459385756975809478e-09, 1.251402595140586914e-09
2.077000000000000000e+03, 3.500418982922868131e-09, 1.316029876820509152e-09, 2.271849410822804233e-09, 1.573742079461725604e-09, 1.630742803231679839e-09, 1.019264142031981055e-09, 5.238884596390016329e-10, 3.519876459441867737e-09, 1.630742803231679839e-09, 5.238884596390016329e-10, 1.035552061730135603e-09, 1.573742079461725604e-09
2.078000000000000000e+03, 4.654383953686318641e-09, 1.784054437790065176e-09, 3.415634226067785764e-09, 1.124716626351874902e-09, 1.798042376621365465e-09, 1.117685075273462370e-09, 5.136205295843631600e-10, 4.673968202114592096e-09, 1.798042376621365465e-09, 5.136205295843631600e-10, 1.405961875781579542e-09, 1.124716626351874902e-09
2.079000000000000000e+03, 4.202734787908091312e-09, 1.724371604367870361e-09, 3.390501939389088845e-09, 8.604677473723356045e-10, 1.923352744829924746e-09, 1.184203449954456644e-09, 4.852810720375483148e-10, 4.222313731064994151e-09, 1.923352744829924746e-09, 4.852810720375483148e-10, 1.620381796631522950e-09, 8.604677473723356045e-10
2.080000000000000000e+03, 3.054285110495219941e-09, 1.587725918213394183e-09, 3.583216002873218812e-09, 8.103932537518437583e-10, 1.692133498557962086e-09, 1.196008917544347298e-09, 5.415191385986695010e-10, 3.074034155545809320e-09, 1.692133498557962086e-09, 5.415191385986695010e-10, 1.585468709082663265e-09, 8.103932537518437583e-10
2.081000000000000000e+03, 5.288313415010234214e-09, 1.553332509834329853e-09, 1.588264973643098700e-09, 9.922993846502666167e-10, 1.848478065877986432e-09, 1.126013200619990180e-09, 4.869166135140787275e-10, 5.307762621614857115e-09, 1.848478065877986432e-09, 4.869166135140787275e-10, 1.395920047456940419e-09, 9.922993846502666167e-10
2.082000000000000000e+03, 4.789850638970662976e-09, 1.645271295644047504e-09, 2.536787710743506557e-09, 1.359063148334757038e-09, 2.329949453572646454e-09, 1.077609325258910588e-09, 5.785251250064009964e-10, 4.809457348190440293e-09, 2.329949453572646454e-09, 5.785251250064009964e-10, 1.244210165137694138e-09, 1.359063148334757038e-09
2.083000000000000000e+03, 4.664795133418360566e-09, 1.282942718370538810e-09, 2.189652813362343698e-09, 1.531490215592121399e-09, 2.108914189405220497e-09, 1.165137259537931912e-09, 4.385645609860932570e-10, 4.684266934774403954e-09, 2.108914189405220497e-09, 4.385645609860932570e-10, 1.223047756564599574e-09, 1.531490215592121399e-09
2.084000000000000000e+03, 5.631194791743353769e-09, 9.305940472275356779e-10, 3.565238009181635490e-09, 1.540926120241711332e-09, 1.727433566948732842e-09, 1.103743724868636795e-09, 5.311172419042297730e-10, 5.650507374327856353e-09, 1.727433566948732842e-09, 5.311172419042297730e-10, 1.315653818283903762e-09, 1.540926120241711332e-09
2.085000000000000000e+03, 7.183567852089555397e-09, 1.427817272411476926e-09, 2.542896091637067496e-09, 2.093906775959268189e-09, 1.842264260508692459e-09, 1.022171261961612941e-09, 4.965686274167310462e-10, 7.203196959571023106e-09, 1.842264260508692459e-09, 4.965686274167310462e-10, 1.306649792964133820e-09, 2.093906775959268189e-09
2.086000000000000000e+03, 1.215325401911139389e-08, 1.935915379025591336e-09, 2.742959145894434557e-09, 2.773087832714430855e-09, 2.168646028545271628e-09, 1.073784980181731625e-09, 4.271467752379744071e-10, 1.217307808746709633e-08, 2.168646028545271628e-09, 4.271467752379744071e-10, 1.110532747496996897e-09, 2.773087832714430855e-09
2.087000000000000000e+03, 8.430070875374708574e-09, 2.101900450687102631e-09, 2.606994552865406285e-09, 2.018933507768925038e-09, 2.178969169883089392e-09, 1.077922374160821410e-09, 4.853781320612929099e-10, 8.449968378987181602e-09, 2.178969169883089392e-09, 4.853781320612929099e-10, 1.475247296971618588e-09, 2.018933507768925038e-09
2.088000000000000000e+03, 6.874467421014517817e-09, 1.395582725711799353e-09, 5.640749175597856091e-09, 1.446459754314561781e-09, 1.903911781330586152e-09, 1.223513520937156562e-09, 5.406928201219909120e-10, 6.894070430223583620e-09, 1.903911781330586152e-09, 5.406928201219909120e-10, 1.261074583856611941e-09, 1.446459754314561781e-09
2.089000000000000000e+03, 4.848474577888504068e-09, 2.304397319270561197e-09, 3.105450368955387165e-09, 1.160053467444098648e-09, 2.178438071569885469e-09, 1.129174824925874512e-09, 4.351073326681962355e-10, 4.867929711698755917e-09, 2.178438071569885469e-09, 4.351073326681962355e-10, 1.247024091961048283e-09, 1.160053467444098648e-09
2.090000000000000000e+03, 5.639866727106194237e-09, 1.579390673898208111e-09, 2.133028605925727101e-09, 2.042936379423488183e-09, 2.280207285955329636e-09, 1.064952763564381043e-09, 5.809820672806002181e-10, 5.659113726750665585e-09, 2.280207285955329636e-09, 5.809820672806002181e-10, 1.429233291023416816e-09, 2.042936379423488183e-09
2.091000000000000000e+03, 4.056142265086915666e-09, 2.769252808941445010e-09, 2.486747297056291145e-09, 2.733427872202018859e-09, 2.461400569501386751e-09, 1.254353910792217302e-09, 5.295171389304259229e-10, 4.074853445658376819e-09, 2.461400569501386751e-09, 5.295171389304259229e-10, 1.187216351300256409e-09, 2.733427872202018859e-09
2.092000000000000000e+03, 4.627887121328156164e-09, 1.452970125144758300e-09, 4.225921804610347369e-09, 3.019586319521265558e-09, 2.061556216066445351e-09, 1.126218749934417274e-09, 4.290597621957505028e-10, 4.646205704911428831e-09, 2.061556216066445351e-09, 4.290597621957505028e-10, 1.131225325080765904e-09, 3.019586319521265558e-09
2.093000000000000000e+03, 8.051901168825868736e-09, 1.410935965457417236e-09, 4.572533730922298522e-09, 2.376395945770015622e-09, 2.365598090207744085e-09, 1.123385055988223766e-09, 4.938240904718422031e-10, 8.070238744891563790e-09, 2.365598090207744085e-09, 4.938240904718422031e-10, 1.277887001599374491e-09, 2.376395945770015622e-09
