year, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, CESM2-WACCM, INM-CM5-0, ACCESS-ESM1-5, NorESM2-LM, INM-CM4-8, CanESM5, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-MM, TaiESM1
2.076000000000000000e+03, 4.911824461886725501e+00, 4.536733731720977936e+00, 4.030455473915653286e+00, 3.984554623282110519e+00, 5.067210115451910468e+00, 3.753189715967500728e+00, 4.106152241027938743e+00, 5.333778822894948313e+00, 4.789143124348672842e+00, 3.844885228315427117e+00, 5.033031825213206467e+00, 3.558140107573655175e+00, 3.937688313721411593e+00, 4.816358207526628021e+00, 3.804497269431052153e+00, 4.178170555975249556e+00
2.077000000000000000e+03, 4.636126010133938102e+00, 4.134166967667028736e+00, 3.985749628185228932e+00, 4.048973470288917298e+00, 5.078115494840766964e+00, 3.998418086278340944e+00, 4.228596843603363631e+00, 5.187880344981458336e+00, 4.435635998305592409e+00, 4.288837901958197030e+00, 5.160765532107436826e+00, 3.241062282706656195e+00, 4.186576715947691874e+00, 4.524631054235642935e+00, 4.058467922686650020e+00, 4.396808298965733997e+00
2.078000000000000000e+03, 4.593109772397458102e+00, 4.659739101987431908e+00, 3.848739632628396912e+00, 3.772150311091672759e+00, 4.877096156297386464e+00, 3.845817476651053557e+00, 4.032282549067334187e+00, 5.183443207581572842e+00, 4.307352861806484690e+00, 3.769474987383192310e+00, 5.280324067445169689e+00, 3.336442893856858216e+00, 4.007099281293076132e+00, 4.349961781554725349e+00, 4.305122863632329988e+00, 4.228485011592758802e+00
2.079000000000000000e+03, 4.969520118705965217e+00, 4.557518297359866466e+00, 3.917470866909273042e+00, 3.369588728802947131e+00, 4.688941586247686644e+00, 3.984689958856057590e+00, 3.981138882276377799e+00, 4.930992482798338905e+00, 4.756362359524314520e+00, 3.683257866027517480e+00, 5.011549357994605103e+00, 3.165724256272512971e+00, 3.880973440949871289e+00, 4.369228582776343295e+00, 3.936217817574985123e+00, 4.302949526917249301e+00
2.080000000000000000e+03, 4.897355525237515828e+00, 4.718256667838601537e+00, 3.838957630361495621e+00, 3.556209800811299893e+00, 4.780119077876310740e+00, 3.783818807788831950e+00, 3.749315257597042095e+00, 5.426408098330339769e+00, 4.899381521479149626e+00, 3.530283837098119548e+00, 5.036773220275132523e+00, 3.466776181552538194e+00, 4.050428656443595621e+00, 4.608024721104714061e+00, 3.955122519579832741e+00, 4.192031419698248662e+00
2.081000000000000000e+03, 4.722394956073761918e+00, 4.881936485469877240e+00, 3.918359836433003895e+00, 3.654575218432325023e+00, 4.880300811118964077e+00, 3.931644343257104879e+00, 3.588825211813037708e+00, 5.043796262554660181e+00, 4.544590250802079012e+00, 3.691961053551045868e+00, 5.267787522352824325e+00, 3.133225070772371890e+00, 4.291415615428377350e+00, 4.819924355908484337e+00, 4.176837997073273634e+00, 4.278936324332500263e+00
2.082000000000000000e+03, 4.749947663812982945e+00, 4.739306556967942008e+00, 3.660529530414633914e+00, 3.803764890606394555e+00, 4.879090630193075206e+00, 3.938376502520795075e+00, 3.925622572465351734e+00, 5.217659589425400313e+00, 4.787865918164322387e+00, 3.682430338684069326e+00, 4.908863899894665650e+00, 3.150323053563772291e+00, 4.326370324227390540e+00, 4.550381628080785390e+00, 3.811031492801882248e+00, 4.231303844115257284e+00
2.083000000000000000e+03, 4.785037635054497862e+00, 4.522469065324143500e+00, 3.778090741057322788e+00, 3.821476283887603298e+00, 4.873343688763873693e+00, 3.652222120347298873e+00, 3.903871597121438608e+00, 5.191406944083014174e+00, 4.389850207791631931e+00, 3.893481650452689902e+00, 5.049480675494422144e+00, 3.708300577848005819e+00, 4.253869680892242933e+00, 4.520578305572321653e+00, 3.763490365023199224e+00, 4.308686364512454681e+00
2.084000000000000000e+03, 4.523263017765027705e+00, 4.945414827496967369e+00, 3.662043125715594538e+00, 3.944887358659712628e+00, 4.508643253232780701e+00, 3.907805435777187419e+00, 3.810919713445031221e+00, 5.218829554089897016e+00, 4.614806575752348650e+00, 4.022135943424372861e+00, 5.317841100613329708e+00, 3.462308951216155339e+00, 3.894099612962155899e+00, 4.565498046783122099e+00, 3.744285011858727863e+00, 4.295436080541716883e+00
2.085000000000000000e+03, 4.859006658019651148e+00, 4.474073745539572045e+00, 3.682377642654272254e+00, 3.645762845293780252e+00, 5.031368692283298749e+00, 3.834833586673232375e+00, 3.900996468935685080e+00, 5.092255937173091773e+00, 4.806480958876514720e+00, 3.817876514721004089e+00, 4.765443928224796011e+00, 3.313697040274880212e+00, 4.156556903279904347e+00, 4.618575977544216116e+00, 3.591867432337696453e+00, 4.281752693131327447e+00
2.086000000000000000e+03, 4.872422699298658344e+00, 4.988124639786490455e+00, 3.186815329507504568e+00, 3.664395050706556134e+00, 5.323607907934333916e+00, 3.922326997391587522e+00, 4.300034052136873619e+00, 4.747587348389795459e+00, 4.704826086186895573e+00, 4.095625660996126349e+00, 4.949527679557285786e+00, 3.383067984625321767e+00, 4.508261077148104867e+00, 4.364574359319004060e+00, 3.559417543069852030e+00, 4.318614159053538515e+00
2.087000000000000000e+03, 4.738397617841755505e+00, 4.729965912949937845e+00, 3.390877805052153526e+00, 4.002440553377512700e+00, 5.149017326679969919e+00, 3.986906391121957327e+00, 3.683255607885910887e+00, 5.093033844159235102e+00, 4.768268325886642955e+00, 3.622084472301831948e+00, 4.896092907427560981e+00, 3.089410738397497802e+00, 4.455163075503803860e+00, 4.618120055452648032e+00, 3.898546125267226437e+00, 4.131808331527079936e+00
2.088000000000000000e+03, 4.869052872175902991e+00, 4.582707627033414610e+00, 3.180224178793740197e+00, 3.496857212280317206e+00, 4.463019374086426794e+00, 3.994795389466010871e+00, 3.817851028744362551e+00, 4.870162134147241417e+00, 4.588533570009703411e+00, 3.719707362145558083e+00, 5.083231811944565415e+00, 3.802600909193011525e+00, 4.309424478837994954e+00, 4.256964652074209710e+00, 3.690793323045885366e+00, 4.301031317572942214e+00
2.089000000000000000e+03, 4.708478124334182446e+00, 4.515825041374571747e+00, 3.472017407378227283e+00, 3.751380868189834406e+00, 5.122053029074279173e+00, 3.984463393717303070e+00, 4.374765620562654611e+00, 5.099731189985162949e+00, 4.994199321196945540e+00, 3.228233131185238580e+00, 5.258800400700376798e+00, 3.551169057622984404e+00, 4.206532762118045277e+00, 4.928522275680433218e+00, 3.882770631790129379e+00, 4.168795134115990564e+00
2.090000000000000000e+03, 4.915828593941402147e+00, 4.270851123945571537e+00, 3.252834475610803189e+00, 3.944130548475024423e+00, 4.783384929584160616e+00, 3.802890632551919392e+00, 3.792229487025684076e+00, 5.047341867845077878e+00, 5.219836693469329880e+00, 4.002226996943975657e+00, 4.948796724697490212e+00, 3.236082206934597583e+00, 4.140667440715925629e+00, 4.677766656089088038e+00, 3.665395458103250625e+00, 4.069905898721906112e+00
2.091000000000000000e+03, 4.610751209497585101e+00, 4.965044058482598999e+00, 4.026894359315669192e+00, 3.808086627767639509e+00, 4.592429354713154943e+00, 3.757402372919381506e+00, 3.947672842584403874e+00, 4.632871166595363022e+00, 5.435052010601387984e+00, 3.460922550660723740e+00, 4.985437767642257434e+00, 3.328385301483488323e+00, 4.233166275576469850e+00, 4.538437957312708271e+00, 3.738672183151356521e+00, 4.306412064263139605e+00
2.092000000000000000e+03, 4.744530765434175734e+00, 4.600738970000936234e+00, 3.581479728458702549e+00, 4.027019949967598045e+00, 4.547487980007662856e+00, 3.980721814758720445e+00, 3.971848201855355587e+00, 4.828321057701306707e+00, 4.557563878690843673e+00, 3.783011354505602331e+00, 4.873948444812657321e+00, 2.766069929127211058e+00, 4.265672549087642373e+00, 4.159931164481011301e+00, 3.697812677435736273e+00, 4.215409453444330268e+00
2.093000000000000000e+03, 4.632382352413486615e+00, 4.684952185197760244e+00, 3.480316140470196107e+00, 4.021448102590539087e+00, 4.828738663713567192e+00, 3.928438422332947155e+00, 3.695106934036446855e+00, 4.891678045442032108e+00, 4.114285823969030531e+00, 4.038187159265588910e+00, 4.997327464070301595e+00, 3.519927730722928860e+00, 4.455975127621907284e+00, 4.395631928307454750e+00, 3.519212166273903986e+00, 3.886399166391231397e+00
2.094000000000000000e+03, 4.946780945066737267e+00, 4.402111726276222825e+00, 3.274073177236954901e+00, 3.889041687558417060e+00, 4.954077841081288902e+00, 3.770142651279155377e+00, 3.883115507671363709e+00, 5.067946292792260721e+00, 4.508718371855529483e+00, 3.965185458009445885e+00, 5.200253362244422028e+00, 2.919875999510314735e+00, 4.339259660695312881e+00, 4.810930823969971293e+00, 3.531466665654966253e+00, 4.203029683480229650e+00
2.095000000000000000e+03, 4.778971167921652885e+00, 4.896026299333739118e+00, 3.651395338997494022e+00, 3.969121865495727430e+00, 4.787136385238512482e+00, 3.927473587712314806e+00, 3.880516943415787789e+00, 5.181260018207868967e+00, 4.731441713357996903e+00, 3.985901532317821516e+00, 4.933486504852188759e+00, 4.064495625269357149e+00, 4.120146501853337639e+00, 4.493727887772267060e+00, 3.595115524477053626e+00, 4.221362691283421675e+00
2.096000000000000000e+03, 4.565832752500709191e+00, 4.649535528909257032e+00, 3.245923858632265180e+00, 3.582997213015099547e+00, 4.280003637185858523e+00, 3.795218550040844629e+00, 3.727000806186041348e+00, 4.969775324440602660e+00, 4.669855651716937395e+00, 3.850388989919947935e+00, 4.749678369861519478e+00, 3.265520825996494736e+00, 4.300155341484664717e+00, 4.493100969908306652e+00, 3.949136846742553608e+00, 3.978947204381889424e+00
2.097000000000000000e+03, 4.796414860418089177e+00, 4.619837320992173701e+00, 3.496824997694549797e+00, 3.782766904687642207e+00, 5.055717714257053075e+00, 3.795922320053295440e+00, 3.954302344973344319e+00, 4.919459883659432542e+00, 4.097893117381678607e+00, 3.786755346377069564e+00, 4.995859603058459442e+00, 2.837266352806982361e+00, 4.281344404588429242e+00, 4.481057320487599860e+00, 3.724773066737860461e+00, 4.042219140515974196e+00
2.098000000000000000e+03, 4.867503893720753538e+00, 4.420605000550959396e+00, 3.526549352603555398e+00, 3.860312738717514680e+00, 4.962871744486951897e+00, 3.944677544581315587e+00, 3.815566799404290332e+00, 4.857107529008271918e+00, 4.855660461176637632e+00, 3.691990838849322110e+00, 5.015934203187197404e+00, 3.273167005818877318e+00, 4.120423257196126343e+00, 4.424344872962031161e+00, 3.797998007233343021e+00, 3.971439958358924383e+00
2.099000000000000000e+03, 4.576172822586446642e+00, 4.745667497476446783e+00, 3.713037896930529325e+00, 4.369416154085914883e+00, 4.914560018575803824e+00, 3.729860277241412447e+00, 4.038247678195209467e+00, 5.343499768649505377e+00, 4.710038479010788315e+00, 3.540286830527577422e+00, 5.190366803041246868e+00, 3.700864936614465250e+00, 4.095207932822027885e+00, 4.503573106607941412e+00, 3.355957527061407042e+00, 4.247541766522660467e+00
2.100000000000000000e+03, 4.340568563937627466e+00, 4.799877438926378304e+00, 3.412297197040261132e+00, 3.942392947810625436e+00, 4.573872548755371525e+00, 3.836371721900303289e+00, 3.827749291347300797e+00, 4.952600396654070813e+00, 4.953123024119001627e+00, 3.681257893838427719e+00, 4.660981460930581299e+00, 3.821506904219113654e+00, 4.106979791541355063e+00, 4.464953156602251561e+00, 3.892330673832036680e+00, 4.314023990841094225e+00
