year, IPSL-CM6A-LR, NorESM2-LM, CanESM5, CMCC-CM2-SR5, CESM2-WACCM, TaiESM1, GFDL-ESM4, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, INM-CM5-0, UKESM1-0-LL, NorESM2-MM, INM-CM4-8, ACCESS-ESM1-5
2.074000000000000000e+03, 1.435391647774684714e+02, 1.768348530050663214e+02, 1.111910774697836359e+02, 1.299782259428811813e+02, 1.964928406088950226e+02, 1.346208842343899903e+02, 6.167001451539492507e+01, 1.360839245807688087e+02, 1.350425425099114989e+02, 1.590265049815556893e+02, 1.489381981598321545e+02, 1.693765947694693637e+02, 1.863212008520389418e+02, 1.792003734929571408e+02, 1.691385440323609544e+02, 1.780640978325460253e+02
2.075000000000000000e+03, 1.440394031798032870e+02, 1.776232094016294241e+02, 1.109772765020109517e+02, 1.295689041792237219e+02, 1.969900511132626093e+02, 1.343902527972809366e+02, 6.241809866470497070e+01, 1.369415564770705487e+02, 1.354511030338868807e+02, 1.599078043028375475e+02, 1.497069843866308645e+02, 1.698787223938986131e+02, 1.865312380817455278e+02, 1.800725220600411092e+02, 1.692754224918734565e+02, 1.780624760316467814e+02
2.076000000000000000e+03, 1.442819774325863591e+02, 1.776341279445078669e+02, 1.128717858822601414e+02, 1.295998108153766850e+02, 1.976325661946431183e+02, 1.341067545824893728e+02, 6.260737704070051279e+01, 1.365515233605939329e+02, 1.355813242612537124e+02, 1.611271803052139262e+02, 1.499944274874759742e+02, 1.710008069708540006e+02, 1.864196705325360313e+02, 1.805678750802559875e+02, 1.692211402339732729e+02, 1.788059188321649629e+02
2.077000000000000000e+03, 1.440177511278067470e+02, 1.787253963072543854e+02, 1.118578460276108899e+02, 1.293971351385323771e+02, 1.988433433795543124e+02, 1.341772415491071513e+02, 6.365409171782437170e+01, 1.368718367364410540e+02, 1.351759245609750621e+02, 1.614796564524210396e+02, 1.503250856921493721e+02, 1.721268923141596758e+02, 1.858503825194461569e+02, 1.812223699140522228e+02, 1.692340572296489540e+02, 1.779250791945238177e+02
2.078000000000000000e+03, 1.439213722586651727e+02, 1.799786061230940675e+02, 1.116326486447125461e+02, 1.295723230424214591e+02, 2.001081066972248834e+02, 1.343180748481808280e+02, 6.379929029472645396e+01, 1.377440676850196439e+02, 1.359871793340303725e+02, 1.617460758914486121e+02, 1.508945961362583148e+02, 1.724941567033293666e+02, 1.852303228287332217e+02, 1.822407569788842352e+02, 1.698388631334452441e+02, 1.759130624978328115e+02
2.079000000000000000e+03, 1.438778884857071887e+02, 1.802763645520214197e+02, 1.109342582990137629e+02, 1.291285625440057174e+02, 2.011246641881530195e+02, 1.332877819688658292e+02, 6.397651297141857896e+01, 1.374441825773226640e+02, 1.351501265447844276e+02, 1.605648297627931811e+02, 1.516989470051115063e+02, 1.726602103556060399e+02, 1.849551240559883354e+02, 1.840307168538661529e+02, 1.703464335958337870e+02, 1.748671180650715087e+02
2.080000000000000000e+03, 1.443242957697888187e+02, 1.803183038512599978e+02, 1.109497650338921915e+02, 1.292584580861572192e+02, 2.016294036479128806e+02, 1.340687716550742437e+02, 6.426763022700836814e+01, 1.363491511584422256e+02, 1.352635554788876675e+02, 1.596208493355963185e+02, 1.522781289068558124e+02, 1.729184160332907538e+02, 1.848721705124104631e+02, 1.853441402740793080e+02, 1.705416080077884260e+02, 1.756098869490744221e+02
2.081000000000000000e+03, 1.442152353946641483e+02, 1.805469053814223344e+02, 1.106486627709983424e+02, 1.304903246919658670e+02, 2.020685754454160588e+02, 1.345083635525242300e+02, 6.439279010741218201e+01, 1.359308532978684525e+02, 1.349032201011279142e+02, 1.595847133558826840e+02, 1.523923911974969485e+02, 1.735389366198389780e+02, 1.843912391922989684e+02, 1.865598301151660507e+02, 1.711848545527927854e+02, 1.749713206080802479e+02
2.082000000000000000e+03, 1.438616240667050477e+02, 1.813411540231915069e+02, 1.095668480345277658e+02, 1.306902953282297801e+02, 2.026752176016242117e+02, 1.343150642157482935e+02, 6.405864048639564601e+01, 1.374935579421067189e+02, 1.356985998544390668e+02, 1.598227815672588576e+02, 1.525992777927248483e+02, 1.736197947304386844e+02, 1.844834750122981575e+02, 1.875374520739716786e+02, 1.714271505004819574e+02, 1.753564375429151596e+02
2.083000000000000000e+03, 1.435794283588997189e+02, 1.819175589715137278e+02, 1.110288430443677186e+02, 1.305452217725668334e+02, 2.035280287703197075e+02, 1.323270558812017441e+02, 6.379283223677686010e+01, 1.382923073656826034e+02, 1.354888851337007054e+02, 1.604505381364711809e+02, 1.533631445295809215e+02, 1.742235127687414433e+02, 1.846522803050700929e+02, 1.881050285672747009e+02, 1.712976467957935540e+02, 1.750590047016400774e+02
2.084000000000000000e+03, 1.438151527433166734e+02, 1.827738501385553604e+02, 1.117561978828320548e+02, 1.305619415799255876e+02, 2.044132187511440009e+02, 1.332885409738279350e+02, 6.418099825733257546e+01, 1.387441986303495014e+02, 1.342749248726509563e+02, 1.609959600378692244e+02, 1.540631580032414263e+02, 1.746262778757651404e+02, 1.843696138697440574e+02, 1.885368700007500991e+02, 1.715137947640952518e+02, 1.735092933150407646e+02
2.085000000000000000e+03, 1.430770723660699844e+02, 1.838135383187864420e+02, 1.117448463336420303e+02, 1.309362632324537685e+02, 2.052932840379837103e+02, 1.346382165798751487e+02, 6.337035018767439709e+01, 1.380953959621338925e+02, 1.348885421430781832e+02, 1.605234324506159567e+02, 1.541823099065912288e+02, 1.751860046523305243e+02, 1.840745653701817730e+02, 1.891594853956618749e+02, 1.717768300849011780e+02, 1.736149852255029771e+02
2.086000000000000000e+03, 1.423615801044575733e+02, 1.846939556598782133e+02, 1.117471855920349526e+02, 1.314101800808686278e+02, 2.067940935332268850e+02, 1.342297045916713785e+02, 6.093432720565792238e+01, 1.387521180663085829e+02, 1.350636332180918657e+02, 1.607594019312337821e+02, 1.540782985139745165e+02, 1.746024788730336752e+02, 1.841204682709197016e+02, 1.893433442666100461e+02, 1.710887155922623890e+02, 1.732335312644743510e+02
2.087000000000000000e+03, 1.428419005894172358e+02, 1.855111052347586735e+02, 1.115030182629941891e+02, 1.318551102932814842e+02, 2.077538673437388468e+02, 1.325791861347831286e+02, 5.755250652749995055e+01, 1.392392393090598262e+02, 1.356034846127635944e+02, 1.609403869370802056e+02, 1.541899600189107957e+02, 1.742687131495712833e+02, 1.845571701648819101e+02, 1.895136356547619698e+02, 1.710949384601954932e+02, 1.735134283507530597e+02
2.088000000000000000e+03, 1.429345652726195794e+02, 1.861913035843161026e+02, 1.117075164893576584e+02, 1.317619590435233761e+02, 2.080595549951719931e+02, 1.320772283377800136e+02, 5.476129222767566773e+01, 1.392906390146407887e+02, 1.352509623411860105e+02, 1.613151864842808436e+02, 1.547987234363965854e+02, 1.740614376707899567e+02, 1.847891512927319297e+02, 1.904709353851281151e+02, 1.711576180252730239e+02, 1.735755545352211016e+02
2.089000000000000000e+03, 1.429841401154972971e+02, 1.859192940650764285e+02, 1.136407030794559887e+02, 1.318907231217635285e+02, 2.090352096007629825e+02, 1.324353698297080939e+02, 5.324709503369285812e+01, 1.356635994434195425e+02, 1.352249376355165680e+02, 1.609828480102616197e+02, 1.551027472872151804e+02, 1.737457337210884418e+02, 1.846011243100904267e+02, 1.911268039360931823e+02, 1.717881962241312124e+02, 1.725033720047889005e+02
2.090000000000000000e+03, 1.425874352142374732e+02, 1.857165063842580253e+02, 1.135843226744978267e+02, 1.322443487731967195e+02, 2.105571070526896165e+02, 1.319314927122314032e+02, 5.265522355903384266e+01, 1.361620443686339854e+02, 1.352456117596923377e+02, 1.610730570866165863e+02, 1.553089118097834387e+02, 1.738250626515141164e+02, 1.839519461754625809e+02, 1.918858531817274411e+02, 1.721343914001418227e+02, 1.734614708008725472e+02
2.091000000000000000e+03, 1.422625849672049299e+02, 1.864369763527477915e+02, 1.135403218526477218e+02, 1.325818164126042120e+02, 2.112143118699536899e+02, 1.310406019681392706e+02, 5.248108419763586596e+01, 1.375857979726357030e+02, 1.356186187231176632e+02, 1.613785077048890173e+02, 1.559754778253607697e+02, 1.733544668032627385e+02, 1.835112726162914214e+02, 1.921062277061244288e+02, 1.724043152796497509e+02, 1.753566626206319938e+02
2.092000000000000000e+03, 1.420921563081235490e+02, 1.865634698513913747e+02, 1.115643767598699441e+02, 1.311164944713952991e+02, 2.123245509938376756e+02, 1.305732328343007111e+02, 5.348155239189189558e+01, 1.390231987520978976e+02, 1.357885442480945812e+02, 1.615747837323584690e+02, 1.564049261751871427e+02, 1.732015614264371095e+02, 1.834717317208470320e+02, 1.922134833442003128e+02, 1.724230811580703175e+02, 1.758968208282658168e+02
2.093000000000000000e+03, 1.416216028942255605e+02, 1.874262137796915511e+02, 1.120808497552889378e+02, 1.315958906772731609e+02, 2.134929754313986336e+02, 1.298917725561986174e+02, 5.312312256216385720e+01, 1.376264565623586407e+02, 1.360429673865137374e+02, 1.624146064109322651e+02, 1.565480067685962240e+02, 1.729071157419951703e+02, 1.835287790600669950e+02, 1.920400728232874599e+02, 1.721097719759258098e+02, 1.741172357099445378e+02
2.094000000000000000e+03, 1.406962420302327530e+02, 1.885666503188059835e+02, 1.116035710384408048e+02, 1.317883003996199420e+02, 2.141983613172976391e+02, 1.294245852491466167e+02, 5.044078188439772248e+01, 1.358168847460398752e+02, 1.358568656460807915e+02, 1.627656772867272821e+02, 1.569212861611056269e+02, 1.733091063935085856e+02, 1.832205948746124591e+02, 1.922437695731198062e+02, 1.726887881663953408e+02, 1.725691075990500565e+02
2.095000000000000000e+03, 1.413750991512839335e+02, 1.896669241440055771e+02, 1.122575633386631608e+02, 1.330834995863532413e+02, 2.153874805254988019e+02, 1.289553996676177405e+02, 5.093107326282333958e+01, 1.367806278059067608e+02, 1.353385014320644473e+02, 1.632035757200434887e+02, 1.572557558227596246e+02, 1.739688496550295724e+02, 1.828551774883532346e+02, 1.923600957028318703e+02, 1.728967913861476973e+02, 1.713286407815691348e+02
2.096000000000000000e+03, 1.409839718889539029e+02, 1.907301242631665446e+02, 1.154491114341198426e+02, 1.331503535612970381e+02, 2.164162861299145959e+02, 1.277216758517996595e+02, 4.982185758832753208e+01, 1.385089244048071464e+02, 1.351177671199708925e+02, 1.630411080497252954e+02, 1.577503600314873040e+02, 1.745467191847615140e+02, 1.831301017030754394e+02, 1.929487590178453331e+02, 1.726268481396070058e+02, 1.707895412546345142e+02
2.097000000000000000e+03, 1.401012350768656347e+02, 1.914966891435605021e+02, 1.140384850713111859e+02, 1.331933070900643941e+02, 2.176407183381873836e+02, 1.257786496456023002e+02, 4.971000051458465663e+01, 1.382448847389622131e+02, 1.352312941014866396e+02, 1.630236380759170629e+02, 1.579040962530753802e+02, 1.747884830846259661e+02, 1.828384216067532009e+02, 1.939177186392521719e+02, 1.720593132156284071e+02, 1.691682412606097330e+02
2.098000000000000000e+03, 1.400907307508800841e+02, 1.921462216341062685e+02, 1.131373421325758386e+02, 1.329365149146419753e+02, 2.187380259853154030e+02, 1.251312904046150720e+02, 4.999170418035299690e+01, 1.377216385831478362e+02, 1.354382433057814694e+02, 1.627352148972966859e+02, 1.578532377903068209e+02, 1.744330856368801790e+02, 1.823042729137190463e+02, 1.949066701527558791e+02, 1.722693966903813418e+02, 1.676223001376819752e+02
2.099000000000000000e+03, 1.404139356265272056e+02, 1.926680930810674397e+02, 1.136931432940135096e+02, 1.331217563892243163e+02, 2.194562972401561183e+02, 1.237299969133578372e+02, 4.938084761646641851e+01, 1.381967042926086719e+02, 1.352626686561789313e+02, 1.639533578079176834e+02, 1.584867656289646618e+02, 1.750587226628474298e+02, 1.819088717881236903e+02, 1.954673624952741875e+02, 1.728681322693221887e+02, 1.676426499421138487e+02
2.100000000000000000e+03, 1.390879989427379257e+02, 1.926264429596148204e+02, 1.166869475033803241e+02, 1.336988018675052103e+02, 2.207608245140564236e+02, 1.225287802562112205e+02, 5.004226777749051536e+01, 1.392795920083359249e+02, 1.351001911299561584e+02, 1.653073255863122029e+02, 1.591928026487904333e+02, 1.754913409351998155e+02, 1.817654957153132500e+02, 1.954935417490034695e+02, 1.723699304354734920e+02, 1.668949628910684169e+02
