year, NorESM2-LM, ACCESS-ESM1-5, TaiESM1, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L, CanESM5, CMCC-CM2-SR5, NorESM2-MM, UKESM1-0-LL, CNRM-ESM2-1
2.089000000000000000e+03, 1.502145104535962048e+02, 9.985880989833276544e+01, 1.031865962548226605e+02, 1.970018212363260943e+02, 1.129148772247998949e+02, 1.288956570824600476e+02, 1.509199003959723200e+02, 1.193713699770989223e+02, 1.988705197035022252e+02, 2.969246161046681891e+02, 1.472085056666458058e+02, 3.126784671118337542e+02, 1.848777758714648485e+02
2.090000000000000000e+03, 1.504549608315388411e+02, 9.974832162229181165e+01, 1.030838924932731828e+02, 1.969976489503358437e+02, 1.128657223247037109e+02, 1.286311766103707157e+02, 1.510745962946803900e+02, 1.195079676243985034e+02, 1.988351109276878788e+02, 2.969672064954662574e+02, 1.472903755556360181e+02, 3.115774461053088089e+02, 1.845191663275626297e+02
2.091000000000000000e+03, 1.506345810699869219e+02, 9.979902949738242057e+01, 1.029645366052798607e+02, 1.969545748801077423e+02, 1.128128421512202522e+02, 1.287522847024410737e+02, 1.512152672258618793e+02, 1.194360959672339675e+02, 1.988605071561327975e+02, 2.968963272743034167e+02, 1.474839230967229469e+02, 3.104182210009731762e+02, 1.843025038264168813e+02
2.092000000000000000e+03, 1.508234113576471884e+02, 9.995896824840747286e+01, 1.027610446390177827e+02, 1.968308448215737485e+02, 1.127493880953178405e+02, 1.290093075638449420e+02, 1.513890676771113704e+02, 1.194075522168915029e+02, 1.986516538142204240e+02, 2.970523637833831003e+02, 1.476526985589767378e+02, 3.102912285496146865e+02, 1.841125108213848591e+02
2.093000000000000000e+03, 1.508836675706002097e+02, 9.981337184005870711e+01, 1.028131812203461095e+02, 1.965944220480924400e+02, 1.127189566078048131e+02, 1.291008408097038114e+02, 1.515408533781000529e+02, 1.193765497074316215e+02, 1.987378627132668214e+02, 2.971797524436839808e+02, 1.478365299530798040e+02, 3.100236615956970354e+02, 1.837696311600189460e+02
2.094000000000000000e+03, 1.510083599268023988e+02, 9.948462157258228444e+01, 1.026355764684274732e+02, 1.964759259493936270e+02, 1.126641430167931048e+02, 1.291684604330387174e+02, 1.517486451795208779e+02, 1.192584370853519005e+02, 1.985781138151508571e+02, 2.973023176746112313e+02, 1.479384558047606504e+02, 3.096826113172198802e+02, 1.835560138897784839e+02
2.095000000000000000e+03, 1.512088968431625347e+02, 9.913631771028167350e+01, 1.024084030347391376e+02, 1.964209462169274047e+02, 1.125292016683230827e+02, 1.291195470433316643e+02, 1.519216254338583383e+02, 1.194031034614413755e+02, 1.985894301463830516e+02, 2.972952254300826667e+02, 1.480162476336645625e+02, 3.090593101717639115e+02, 1.834028457758204524e+02
2.096000000000000000e+03, 1.513792999515321753e+02, 9.883770620539702634e+01, 1.022726963026759250e+02, 1.963510430118986108e+02, 1.124601607732764421e+02, 1.294961350980080681e+02, 1.520532501533145364e+02, 1.194606069082302042e+02, 1.985873072775441130e+02, 2.973266054794086699e+02, 1.481893394811349935e+02, 3.089439294560988856e+02, 1.831491976566531434e+02
2.097000000000000000e+03, 1.514950024116279224e+02, 9.845762831267363424e+01, 1.023206719797890969e+02, 1.961513517151610699e+02, 1.123730840127782216e+02, 1.294966501319872236e+02, 1.522158709807748096e+02, 1.193739115959721886e+02, 1.983704121557125575e+02, 2.974274684705911227e+02, 1.483664549616449051e+02, 3.082275759377735085e+02, 1.827842832594304241e+02
2.098000000000000000e+03, 1.516372417745285475e+02, 9.803286795646751273e+01, 1.020561376597145795e+02, 1.960625162022666075e+02, 1.122391851769001505e+02, 1.298349511643206711e+02, 1.523649164296266179e+02, 1.195873185590103418e+02, 1.982953665366154894e+02, 2.975673916252313802e+02, 1.485369065188478430e+02, 3.071381054587038193e+02, 1.824963908749255665e+02
2.099000000000000000e+03, 1.518515109695441083e+02, 9.776569823173768725e+01, 1.016556711499348040e+02, 1.959949580559035951e+02, 1.121057779758174462e+02, 1.296151108734396189e+02, 1.525625205742996116e+02, 1.196872782181746260e+02, 1.983183359706435454e+02, 2.976608205268758525e+02, 1.486055241526740929e+02, 3.064300166767727660e+02, 1.823177844255457671e+02
2.100000000000000000e+03, 1.520096685460454751e+02, 9.747100500798325129e+01, 1.014808462083429816e+02, 1.958943830823199903e+02, 1.120583604241724771e+02, 1.298625250810029002e+02, 1.527445090620585404e+02, 1.200645260226617808e+02, 1.983244704723277323e+02, 2.977061066394452382e+02, 1.487677441453797087e+02, 3.056820584795077593e+02, 1.821497665349049555e+02
