year, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM5-0, MPI-ESM1-2-LR, CanESM5, UKESM1-0-LL, TaiESM1, MIROC-ES2L, GFDL-ESM4, NorESM2-LM, NorESM2-MM, CESM2-WACCM, INM-CM4-8, ACCESS-ESM1-5, EC-Earth3-Veg, CMCC-CM2-SR5
2.068000000000000000e+03, 3.810381092176332629e+01, 3.353677000143558473e+01, 4.809805592817242115e+01, 4.965473482345747414e+01, 3.899179664056308070e+01, 4.406559404376375966e+01, 3.994316118354640111e+01, 3.096965074769217452e+01, 3.050552348973689121e+01, 3.727047401796857429e+01, 3.445345809488753019e+01, 3.576049992466902694e+01, 4.859111507947289255e+01, 3.628613516496524483e+01, 3.752530611394411864e+01, 2.611671544040623871e+01
2.069000000000000000e+03, 3.803402440031238996e+01, 3.338539165956709809e+01, 4.881137888164622751e+01, 5.064476198177459310e+01, 4.150233391867750044e+01, 4.365894108617003866e+01, 3.979683408539229106e+01, 3.097553970510228893e+01, 2.981265568940984068e+01, 3.647712686640969793e+01, 3.502488680978466817e+01, 3.480448191882984332e+01, 4.872501449997548661e+01, 3.569990415337667855e+01, 3.894551746701539230e+01, 2.803879896021767593e+01
2.070000000000000000e+03, 3.751465745396959051e+01, 3.389052621431200407e+01, 4.538301729307461585e+01, 5.031639681705919287e+01, 4.047125001454193693e+01, 4.206675515396478460e+01, 3.960990011301235114e+01, 3.132801370105009298e+01, 3.371133279727738596e+01, 3.729751405117791307e+01, 3.511753301600833765e+01, 3.561375988648645574e+01, 5.151940006503676273e+01, 3.619636393564019983e+01, 3.881471640598135053e+01, 2.691052713183073664e+01
2.071000000000000000e+03, 3.776913837817219388e+01, 3.172378109289811476e+01, 4.789164237601467278e+01, 5.098366757110054692e+01, 4.115095521998793515e+01, 4.639538174226495926e+01, 4.011255013205116882e+01, 3.091120262885668524e+01, 3.287934480049721486e+01, 3.657853324421859043e+01, 3.530581125535043441e+01, 3.420135787770454527e+01, 4.981247465676405284e+01, 3.531886949511772400e+01, 3.809878843920343883e+01, 2.696032095548464369e+01
2.072000000000000000e+03, 3.713528960959007463e+01, 3.161832247670012208e+01, 4.914221697699335323e+01, 5.330318328508595016e+01, 4.071179233866652680e+01, 4.448665530808275292e+01, 3.969951174163658436e+01, 3.155661103582151483e+01, 3.006513463972074973e+01, 3.655572697345137811e+01, 3.478810639003291527e+01, 3.494278739042679405e+01, 4.742994150203904979e+01, 3.542094908452978075e+01, 3.763629526142082682e+01, 2.608010357255216149e+01
2.073000000000000000e+03, 3.688723596984302588e+01, 3.029305908131289016e+01, 4.927568393245685741e+01, 4.987283502892491072e+01, 4.141272841540699545e+01, 4.468637086821080118e+01, 3.930674583211199291e+01, 3.142859539771837518e+01, 2.997691404476550403e+01, 3.626478917405854219e+01, 3.552781608635004318e+01, 3.565399396058991499e+01, 4.811772112618238140e+01, 3.413849057887217242e+01, 3.884840644308148683e+01, 2.625550386263457270e+01
2.074000000000000000e+03, 3.702918729538085785e+01, 3.203335288548402815e+01, 4.770437359665606891e+01, 4.905656098129499298e+01, 4.090141879456925267e+01, 4.710162825670776243e+01, 4.077674596147415542e+01, 3.144672924283147708e+01, 3.126454311200920699e+01, 3.677636169931060550e+01, 3.624414217903036928e+01, 3.635187519242299459e+01, 4.867840692516406165e+01, 3.146644460398609411e+01, 3.870641132796939843e+01, 2.629546301298366728e+01
2.075000000000000000e+03, 3.979295779175868830e+01, 3.336986442242794482e+01, 5.014746286939421793e+01, 5.216128214436322708e+01, 4.117927233653688290e+01, 4.666642105644781680e+01, 4.103435408925508909e+01, 3.234013096330742343e+01, 3.193735917928822587e+01, 3.614092297132956588e+01, 3.524597908178241568e+01, 3.499622822511314979e+01, 4.812370181849135520e+01, 3.572293894393418157e+01, 3.783375004893198223e+01, 2.641620821998563429e+01
2.076000000000000000e+03, 3.744093104689734730e+01, 3.138941584645667859e+01, 5.230238899569844335e+01, 5.376493333294384769e+01, 4.256742911684253983e+01, 4.597256820518050091e+01, 4.150961115905087695e+01, 3.152773658756587949e+01, 3.360458355502327521e+01, 3.643807485988638462e+01, 3.531581268252479333e+01, 3.647636995676417371e+01, 4.806739731648443126e+01, 3.627941425508402062e+01, 3.923533983400619718e+01, 2.644894660919781160e+01
2.077000000000000000e+03, 3.766407096170711810e+01, 3.233463642720661113e+01, 5.044816275858813981e+01, 5.273567097556968974e+01, 3.894550607724083591e+01, 4.100773116019380637e+01, 4.252213395150533870e+01, 3.179768425290170342e+01, 3.382039945799882474e+01, 3.753763903649682732e+01, 3.624684593502937702e+01, 3.685482061113611962e+01, 4.957387371489605243e+01, 3.265865624923812760e+01, 3.856475588481949757e+01, 2.675959756682748392e+01
2.078000000000000000e+03, 3.695713859642057031e+01, 3.350096718883911961e+01, 5.021175663942587875e+01, 5.107836805288967241e+01, 4.124691621555853516e+01, 4.497790550402221754e+01, 4.175333753235017298e+01, 3.209143113381238521e+01, 3.286967988577917765e+01, 3.731467778151726122e+01, 3.716013396038244565e+01, 3.657273775214144251e+01, 4.971333405499617442e+01, 2.939639984876962941e+01, 3.862752247469051525e+01, 2.664606806801248950e+01
2.079000000000000000e+03, 3.922199495908367339e+01, 3.110395894463881561e+01, 4.912231528607459552e+01, 4.918359818044423548e+01, 3.943899454572667906e+01, 4.484625860582325174e+01, 4.104223995822883353e+01, 3.253777287684315667e+01, 3.320307143053165078e+01, 3.698092578174392031e+01, 3.764319316176892727e+01, 3.675574731993290811e+01, 4.940215079302509338e+01, 3.206575205898361958e+01, 3.758141949062494547e+01, 2.584466712188650916e+01
2.080000000000000000e+03, 3.816885682224660314e+01, 3.190049051736628627e+01, 5.186033735269737832e+01, 4.967045780749847950e+01, 4.156008589087115013e+01, 4.709494417943438549e+01, 4.231171360270781889e+01, 3.262291136044842688e+01, 3.351605735815615361e+01, 3.574891444643831306e+01, 3.724525701314853166e+01, 3.590401612119720198e+01, 4.958441601876707949e+01, 3.552724170778946444e+01, 3.857520968068921263e+01, 2.654784657535780568e+01
2.081000000000000000e+03, 3.798112383127069336e+01, 3.153944551730979740e+01, 4.911769829318996727e+01, 5.086135625612778455e+01, 4.010502346990020328e+01, 4.510923696564868379e+01, 4.240912846159447724e+01, 3.177873987404087686e+01, 3.252827084255007861e+01, 3.656318073188073470e+01, 3.832362690384830728e+01, 3.476282445938570476e+01, 5.186763003074273826e+01, 3.283938866681010182e+01, 3.985786739519626565e+01, 2.842068519165366780e+01
2.082000000000000000e+03, 3.759946495296635049e+01, 3.366785653517131749e+01, 5.088684639627678763e+01, 5.196767085725176827e+01, 3.969137541090935883e+01, 4.773941806220590678e+01, 4.088321086089391798e+01, 3.261333690918137762e+01, 3.194065205609279801e+01, 3.679122332481122015e+01, 3.720204102005524049e+01, 3.686436480095958501e+01, 4.850329362242504772e+01, 3.572483003299691262e+01, 3.854752453686169389e+01, 2.804446891515462781e+01
2.083000000000000000e+03, 3.758652490825816983e+01, 3.104954728096596739e+01, 5.043041130912080661e+01, 5.238747327153279087e+01, 4.320025353674761703e+01, 4.624525408522353587e+01, 4.150532821936219818e+01, 3.274580552292722757e+01, 3.187761524299074267e+01, 3.658535443736928983e+01, 3.697507721882283249e+01, 3.623609246343855261e+01, 4.913511961504592307e+01, 3.319772465654786231e+01, 3.903796530651148800e+01, 2.788573693683489196e+01
2.084000000000000000e+03, 3.767757770731262923e+01, 3.016650674112004893e+01, 5.139994829944008359e+01, 5.405315379273240239e+01, 4.162962982064413353e+01, 4.678021077669621519e+01, 4.242748452188177311e+01, 3.300671044525719822e+01, 3.234909797469966009e+01, 3.741709123741993182e+01, 3.700002062783173074e+01, 3.688255241149924757e+01, 5.040432541207370321e+01, 3.088242960296093997e+01, 3.831308052890643978e+01, 2.715799184637100794e+01
2.085000000000000000e+03, 3.687993592239850216e+01, 3.225034415266890875e+01, 5.027000263722815276e+01, 5.073452001206747042e+01, 4.138047637250110000e+01, 4.470129514357401490e+01, 4.282206428199827997e+01, 3.242449772058907342e+01, 3.115444950938750068e+01, 3.747791781359824625e+01, 3.578955788687348871e+01, 3.659521528076296448e+01, 4.747536057356943928e+01, 3.463705428615475768e+01, 3.961195294436264192e+01, 2.768222801048960591e+01
2.086000000000000000e+03, 3.626812378856082830e+01, 3.283319363460434914e+01, 4.806962012057827849e+01, 5.257377699534635695e+01, 4.166447348479295698e+01, 5.023133802205708065e+01, 4.294345692135822645e+01, 3.202758614725716768e+01, 2.794428161817888778e+01, 3.821075543320718992e+01, 3.561355124606827616e+01, 3.862901365100162110e+01, 4.798148341273962814e+01, 3.336721059142508494e+01, 3.908592504763834796e+01, 2.879524268747269744e+01
2.087000000000000000e+03, 3.744342248441171961e+01, 3.306253248512926746e+01, 4.974864335985562747e+01, 5.413034184003419824e+01, 4.120518572362610144e+01, 4.883167548975465166e+01, 4.197339394812512836e+01, 3.258809817129985476e+01, 2.721781173002583643e+01, 3.741105290722298804e+01, 3.682663861913301417e+01, 3.649383896806025973e+01, 4.869475478797266987e+01, 3.536138807962244357e+01, 4.004383735416433154e+01, 2.879801814964702800e+01
2.088000000000000000e+03, 3.855147554262787679e+01, 3.236144677443273565e+01, 4.858988281774931295e+01, 5.352328940323248929e+01, 4.351519112332005079e+01, 4.802241185510032295e+01, 4.245893363454472080e+01, 3.307424739757200882e+01, 2.659088331777749303e+01, 3.771747727658475213e+01, 3.706565136289603402e+01, 3.667976944266025896e+01, 4.958929834012863580e+01, 3.445272454470080703e+01, 3.565773897969229722e+01, 2.830577661580771931e+01
2.089000000000000000e+03, 3.857693526070212187e+01, 3.233777547335546387e+01, 4.952686075518085573e+01, 5.328375117747209089e+01, 4.388317490280769562e+01, 4.621824303561542280e+01, 4.195753120995943419e+01, 3.270932060136313169e+01, 2.928159787861412866e+01, 3.583353347851718240e+01, 3.685200348141108151e+01, 3.817486994653557275e+01, 5.102926283367330029e+01, 3.279994432107835678e+01, 4.045224620315222808e+01, 2.795907906629991402e+01
2.090000000000000000e+03, 3.780743107031565131e+01, 3.174097294186854157e+01, 4.977971116741807123e+01, 5.287041184733868704e+01, 4.223109277284355301e+01, 4.352227461334745584e+01, 4.146624722368214577e+01, 3.328526068962446516e+01, 2.836910439307560949e+01, 3.783661532979679976e+01, 3.692756565474440578e+01, 3.798205158590283048e+01, 4.945847908534631188e+01, 3.752608809469576556e+01, 3.908778941554177777e+01, 2.856931283982523340e+01
2.091000000000000000e+03, 3.720055924790767676e+01, 3.166779546879563867e+01, 4.793977843496675462e+01, 5.388127704025660591e+01, 4.293896346175946377e+01, 4.786245212895327228e+01, 4.228940742640015316e+01, 3.328016918244347266e+01, 3.248057020572053233e+01, 3.685343845367258808e+01, 3.680464096271530394e+01, 3.661776000019833077e+01, 4.998359446479302193e+01, 4.092358421827024273e+01, 4.052136116387049469e+01, 2.891291155597304652e+01
2.092000000000000000e+03, 3.789456348928445095e+01, 3.420489068930578469e+01, 4.910938084764529066e+01, 5.504105285324948937e+01, 3.912055857323757380e+01, 4.740083219665495307e+01, 4.283507554565211706e+01, 3.343780618265100912e+01, 3.266340491998978024e+01, 3.746185365643181342e+01, 3.647076652268664532e+01, 3.857735917626486355e+01, 4.914372872697055072e+01, 3.647705104116018049e+01, 3.780710489292587084e+01, 2.786898485946161586e+01
2.093000000000000000e+03, 3.679949638050383953e+01, 3.293070936506396862e+01, 4.937688908076550831e+01, 5.589686467283846838e+01, 4.382572340257080157e+01, 4.989504098973204549e+01, 4.095256078723982540e+01, 3.317612315363085429e+01, 3.015144161485170926e+01, 3.842324167609484675e+01, 3.659159807410392773e+01, 3.733245526648642709e+01, 4.997320963014830397e+01, 3.162216679329282698e+01, 3.835802390945316631e+01, 2.873854726743604004e+01
2.094000000000000000e+03, 3.681789861957046384e+01, 3.238318648494316676e+01, 5.090016837720872189e+01, 5.479645643684622058e+01, 4.035260148282557680e+01, 4.541734519504704082e+01, 4.143610665577497798e+01, 3.325972744475118503e+01, 2.722212647738062685e+01, 3.860384738581026198e+01, 3.627679747577756331e+01, 3.782585569448497154e+01, 5.091128850967274388e+01, 3.135701723088487824e+01, 3.971877567487290861e+01, 2.882668539408981090e+01
2.095000000000000000e+03, 3.858043316675838241e+01, 3.192425452340727077e+01, 5.111829803271536576e+01, 5.618745046712678715e+01, 4.659490119745716186e+01, 4.909602297635979795e+01, 4.157344111801005937e+01, 3.329992641161496891e+01, 3.136337686040817374e+01, 3.910073518137652115e+01, 3.592443101625250534e+01, 3.789134905518950092e+01, 4.957401613684582031e+01, 3.152561938256610929e+01, 4.028045892253090443e+01, 2.926017146599251006e+01
2.096000000000000000e+03, 3.686195114651973626e+01, 3.133056765440049318e+01, 5.047688726524401659e+01, 5.352107427354880542e+01, 4.480893655914709228e+01, 4.980837504975045249e+01, 4.086179184535136244e+01, 3.421291829693578279e+01, 2.879441875464076261e+01, 3.896972931035741539e+01, 3.744374137789885282e+01, 3.736359719476666896e+01, 4.796217635801261281e+01, 3.268327809677247586e+01, 3.844323186590849417e+01, 2.902268781627310901e+01
2.097000000000000000e+03, 3.649708314913324614e+01, 3.200826617789913797e+01, 5.004620676199803597e+01, 5.559910989757279509e+01, 4.082033300755374228e+01, 4.621841456471156562e+01, 4.013058883299633806e+01, 3.316823034096529454e+01, 2.988305973585914188e+01, 3.900773166891307397e+01, 3.769384564519350533e+01, 3.846919750574782881e+01, 4.943492025543412183e+01, 2.909487208742690711e+01, 3.993626376197067174e+01, 2.891742181787620680e+01
2.098000000000000000e+03, 3.801028950566751519e+01, 3.238545783218852137e+01, 4.964759967396488349e+01, 5.487357784838332009e+01, 4.244134860051959635e+01, 4.626323632904470173e+01, 4.062688712891655740e+01, 3.329293075102143717e+01, 3.051954945809304220e+01, 3.887665064868922116e+01, 3.821298108420478457e+01, 3.713569370324827901e+01, 4.925708491153879010e+01, 3.010382733778095243e+01, 3.904421873281093980e+01, 2.805509840044787140e+01
2.099000000000000000e+03, 3.803875384363091428e+01, 3.144332718173580687e+01, 5.221729766430188846e+01, 5.814124391112925849e+01, 4.525482490564376548e+01, 4.794532938038792480e+01, 4.023120336778059425e+01, 3.401462983663785167e+01, 3.165703251971059373e+01, 3.763175273683823008e+01, 3.572586797359273447e+01, 3.784632297312221993e+01, 5.115238566819277111e+01, 3.312850589116245459e+01, 4.036097316562928938e+01, 2.848888664503420287e+01
2.100000000000000000e+03, 3.457476176266521151e+01, 3.276462387218108319e+01, 5.034719376169802274e+01, 5.839751181441690164e+01, 4.704495376615749791e+01, 4.922869655255844634e+01, 4.169150136066970447e+01, 3.454347084519532274e+01, 3.087860729741989729e+01, 3.740655854786536594e+01, 3.782694643034825077e+01, 3.838696158990116913e+01, 4.737236160513011640e+01, 3.206318888194647343e+01, 3.925414406684397051e+01, 2.838551083848080481e+01
