year, MPI-ESM1-2-LR, EC-Earth3-Veg, GFDL-ESM4
2.083000000000000000e+03, 2.796429654518191119e-09, 7.554142644425075176e-10, 2.129910564775490437e-09
2.084000000000000000e+03, 2.880098946046327398e-09, 7.568685676032150505e-10, 2.025190483023179477e-09
2.085000000000000000e+03, 2.655273200027380360e-09, 7.603123861754204545e-10, 2.090586682527191052e-09
2.086000000000000000e+03, 2.727321819772808939e-09, 7.726625888938332416e-10, 2.139240462778829856e-09
2.087000000000000000e+03, 2.767098771972947552e-09, 7.518896043477195667e-10, 2.197361851875568056e-09
2.088000000000000000e+03, 2.765443597015561121e-09, 7.949634195337535963e-10, 2.103096291480874694e-09
2.089000000000000000e+03, 2.701172215759722103e-09, 7.055755232545169494e-10, 2.242088796848985002e-09
2.090000000000000000e+03, 2.762128119067649323e-09, 7.915550025965388262e-10, 2.230352554414703712e-09
2.091000000000000000e+03, 2.800782847166689679e-09, 7.060088168286645374e-10, 2.164780487794535436e-09
2.092000000000000000e+03, 2.855146734758813203e-09, 7.725788390345069682e-10, 2.161909613283898918e-09
2.093000000000000000e+03, 2.955218908288170361e-09, 7.283250594557287264e-10, 2.186890543689375262e-09
2.094000000000000000e+03, 2.931445820940736625e-09, 7.841607203552408939e-10, 2.092398699530901667e-09
2.095000000000000000e+03, 2.939848602659604360e-09, 7.287124925196123983e-10, 2.260561447815929211e-09
2.096000000000000000e+03, 2.783315447537286093e-09, 7.826326839085547063e-10, 2.220426893297761019e-09
2.097000000000000000e+03, 2.806448019953620223e-09, 7.234167354275023503e-10, 2.128921355263500518e-09
2.098000000000000000e+03, 2.680617908617176723e-09, 7.947601733127239221e-10, 2.119357855200638519e-09
2.099000000000000000e+03, 3.042462556830552520e-09, 7.104136941333945631e-10, 2.222028082856893400e-09
2.100000000000000000e+03, 3.083500623269288913e-09, 7.685556652508581387e-10, 2.412950610695332215e-09
