year, INM-CM4-8, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM, GFDL-ESM4, EC-Earth3-Veg, CMCC-CM2-SR5, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, IPSL-CM6A-LR, INM-CM5-0, UKESM1-0-LL, NorESM2-LM, TaiESM1
2.051000000000000000e+03, 2.091535121072346826e+01, 1.272951147004668293e+01, 1.953891795352290828e+01, 1.215802253317112225e+01, 1.798963063638584714e+00, 5.627646446366706634e+00, 7.312679355617391685e+00, 1.684933259616858692e+01, 1.421507229735871647e+01, 1.203322385955000051e+01, 8.853248279201363147e+00, 1.358428227496227869e+01, 1.879103871427334838e+01, 8.859002446726407243e+00, 9.565719872095142406e+00, 8.845517430314128404e+00
2.052000000000000000e+03, 2.086423555044565958e+01, 1.275533516787975508e+01, 1.953829558443564807e+01, 1.192469351250301735e+01, 1.813628449580491075e+00, 5.417655698224360883e+00, 6.350049514021916863e+00, 1.674194767986152854e+01, 1.439885555799406802e+01, 1.225383020071819118e+01, 8.879133372995317686e+00, 1.351631230319518018e+01, 1.884133674357886790e+01, 8.914067080030308787e+00, 9.806210058983181099e+00, 7.639672007690382571e+00
2.053000000000000000e+03, 2.093030976169325896e+01, 1.248219441799814788e+01, 1.971014535469812401e+01, 1.272119576020073772e+01, 1.745347617805675267e+00, 5.338117123929972507e+00, 5.566167102055629812e+00, 1.647978407478180785e+01, 1.451284979210464066e+01, 1.199853377296357060e+01, 9.185040458779907269e+00, 1.384634096945191750e+01, 1.875646607057924342e+01, 8.790697198037193516e+00, 9.705945665054363403e+00, 7.116426540579389837e+00
2.054000000000000000e+03, 2.117800693736135997e+01, 1.260281535151912813e+01, 1.981004856665440172e+01, 1.333152528110996649e+01, 1.789733855771802773e+00, 5.433185602560246075e+00, 5.801092588947856399e+00, 1.623234452361191416e+01, 1.442415345587882847e+01, 1.195891862714647935e+01, 9.295842364494928844e+00, 1.417603586546246852e+01, 1.883272226269827243e+01, 8.975383652899061815e+00, 9.395969645817986660e+00, 7.225998421348034384e+00
2.055000000000000000e+03, 2.115419188864988698e+01, 1.249061512460153800e+01, 2.000869047375844545e+01, 1.312487661087531698e+01, 2.439694823935941947e+00, 6.463797896806457999e+00, 7.395624502674257528e+00, 1.628887802830173825e+01, 1.422061607875532552e+01, 1.205611483325712463e+01, 9.374760371623164446e+00, 1.446980079724322543e+01, 1.895790022039476597e+01, 9.005280609607600795e+00, 9.398064919116539073e+00, 7.472805397623877965e+00
2.056000000000000000e+03, 2.127213723570147152e+01, 1.247848298243553344e+01, 2.053992444070688705e+01, 1.281936320019566367e+01, 2.081326727334604332e+00, 5.530745821864504030e+00, 8.100277636253645497e+00, 1.619959410318145387e+01, 1.420142904882455426e+01, 1.211473842752685570e+01, 1.012248844197757514e+01, 1.419719792275559733e+01, 1.912531185590957605e+01, 9.001293312722218332e+00, 9.367928273207919432e+00, 7.922299063616292436e+00
2.057000000000000000e+03, 2.150415730706403750e+01, 1.268476380258984726e+01, 2.069984705501565614e+01, 1.317204147998153374e+01, 1.787833177400830031e+00, 5.521123251273420962e+00, 7.018762798685863835e+00, 1.610729001081958955e+01, 1.437990647217132789e+01, 1.224286360134488838e+01, 9.600127898693370909e+00, 1.443845129244933645e+01, 1.924150222738091998e+01, 8.908851741979846750e+00, 9.322012236209896940e+00, 7.007166331244955693e+00
2.058000000000000000e+03, 2.155896311411258637e+01, 1.284766101670408922e+01, 2.106958490369596149e+01, 1.302221081597072683e+01, 1.807098521343617925e+00, 5.185986001645358279e+00, 6.851890056467923706e+00, 1.605975872991943376e+01, 1.440174198787071624e+01, 1.268114072298025441e+01, 9.447368541837350975e+00, 1.435417475761335204e+01, 1.883896298781380452e+01, 8.749774806427261353e+00, 9.004732869094764780e+00, 6.561541138966831888e+00
2.059000000000000000e+03, 2.150355824016551765e+01, 1.296118905551315592e+01, 2.110666002328071755e+01, 1.284789544650232784e+01, 1.995920925025648884e+00, 5.320942281783339389e+00, 7.165418652098124674e+00, 1.609937435921635185e+01, 1.435693534705779584e+01, 1.306980551243701072e+01, 9.507406137597627094e+00, 1.451322120298243945e+01, 1.920748050373648042e+01, 8.792393467144810515e+00, 9.262832858525968049e+00, 6.425539130502833984e+00
2.060000000000000000e+03, 2.143150549013545358e+01, 1.307579434531266394e+01, 2.119102485198042984e+01, 1.299313614886167478e+01, 1.682142909324838342e+00, 5.381174637537696981e+00, 6.105630941607406825e+00, 1.599356058746773179e+01, 1.434336211457427090e+01, 1.281945894191066770e+01, 9.326689492059690778e+00, 1.463047099139240537e+01, 1.931318257119089665e+01, 9.062940388727644958e+00, 9.662459928835412271e+00, 7.217655395869149615e+00
2.061000000000000000e+03, 2.159096912554577230e+01, 1.321714982344696843e+01, 2.090712534649001242e+01, 1.291763906764977321e+01, 1.705401331760987738e+00, 5.863885349929500279e+00, 5.796783155215574190e+00, 1.604786894854321488e+01, 1.455716008156516139e+01, 1.245575422535966936e+01, 9.553891333631405303e+00, 1.467145113726479622e+01, 1.947224715615000790e+01, 9.089182508547731132e+00, 9.732557364495797003e+00, 8.503426587548370108e+00
2.062000000000000000e+03, 2.146417645447914069e+01, 1.309021563301226898e+01, 2.082281062518127612e+01, 1.260176337161718330e+01, 1.749609078492612380e+00, 5.953977307697715382e+00, 5.910675885974153054e+00, 1.585636011222406694e+01, 1.476702835107330891e+01, 1.301956907921509199e+01, 9.498889100385776274e+00, 1.494241500650370469e+01, 1.959837432594468609e+01, 9.156715730331498548e+00, 9.583720376328976442e+00, 8.108020425727735514e+00
2.063000000000000000e+03, 2.150791779200193687e+01, 1.324651172741259764e+01, 2.068252382837679804e+01, 1.308923479094133491e+01, 1.931405425930529773e+00, 6.158324681843855508e+00, 6.816235057028513289e+00, 1.569551823325734929e+01, 1.456579897976304494e+01, 1.349751715545693465e+01, 9.311498356255581754e+00, 1.486562344642545419e+01, 1.973684015320588614e+01, 9.221311249932188758e+00, 9.831174114389863661e+00, 6.998486751872619038e+00
2.064000000000000000e+03, 2.144356464647767879e+01, 1.330109662099487444e+01, 2.039208698124187435e+01, 1.355422034022160638e+01, 1.841016310945375434e+00, 5.587000631398938211e+00, 7.813012639967729989e+00, 1.590418054583448715e+01, 1.462800420133896573e+01, 1.351393980215032542e+01, 9.338498514204868428e+00, 1.512056839805688568e+01, 1.983178615673228151e+01, 9.133524397671932249e+00, 1.013683181616933027e+01, 7.741558531874212612e+00
2.065000000000000000e+03, 2.165971868886552443e+01, 1.327336631359526997e+01, 2.029131947416704662e+01, 1.380455899239335871e+01, 1.709892144970183381e+00, 5.885921460545517903e+00, 8.109420774036570023e+00, 1.614410073034432358e+01, 1.493802290096587448e+01, 1.309371200325476536e+01, 9.275046124702029715e+00, 1.516699755633735691e+01, 1.990771637557947926e+01, 9.026653576305882609e+00, 1.005688805959596266e+01, 9.075215241733090465e+00
2.066000000000000000e+03, 2.189981116398472238e+01, 1.342334788839692550e+01, 2.029434243986712971e+01, 1.367069994594336357e+01, 1.966696289722250635e+00, 5.825624245813322943e+00, 7.312958439713516334e+00, 1.608433218995786973e+01, 1.517585592529420779e+01, 1.272538903636480256e+01, 9.405694722620077997e+00, 1.503078769014805260e+01, 1.992240470452030365e+01, 9.121278031099109285e+00, 9.820660581295889813e+00, 8.282482117047926806e+00
2.067000000000000000e+03, 2.214596458036509219e+01, 1.355445942583304664e+01, 2.093590139610070011e+01, 1.356457891807916383e+01, 2.411783526588330506e+00, 6.156500043629288932e+00, 6.163615582531776660e+00, 1.583736359857951648e+01, 1.520728214032241787e+01, 1.281339352444840785e+01, 9.266461222633251893e+00, 1.537382535556837482e+01, 2.000123672284189880e+01, 9.241646486819062645e+00, 9.579655115883003447e+00, 6.886108578250831336e+00
2.068000000000000000e+03, 2.201976663113476462e+01, 1.361354954932984818e+01, 2.080757876502978121e+01, 1.367983369146685568e+01, 2.125760728978876468e+00, 5.977661339661217710e+00, 6.244363530275987451e+00, 1.591339925400174948e+01, 1.526970199511264425e+01, 1.261899436719374457e+01, 9.579058387077990844e+00, 1.539264118309937501e+01, 2.007530254032390360e+01, 9.081150258224683469e+00, 9.775094450864541429e+00, 7.724949207918863969e+00
2.069000000000000000e+03, 2.210300721556146542e+01, 1.334676378521836071e+01, 2.081590314534238928e+01, 1.350040910671248007e+01, 1.725565676029265028e+00, 6.729805741569917288e+00, 6.058333914144721000e+00, 1.602480940333494175e+01, 1.539846670570748621e+01, 1.237873239282736826e+01, 9.495751940802493962e+00, 1.543447489315473753e+01, 2.011802005861114040e+01, 9.067858519203996437e+00, 9.479976281042715058e+00, 8.892127123281122536e+00
2.070000000000000000e+03, 2.215711093433844425e+01, 1.349292678580691707e+01, 2.128578452762748086e+01, 1.379649267007872027e+01, 1.784510650331932347e+00, 7.012488693279506080e+00, 7.270237058073332648e+00, 1.597460012057995726e+01, 1.559323919411862924e+01, 1.252105000362041309e+01, 9.550940897477101288e+00, 1.548361907629646872e+01, 1.993464649814994161e+01, 9.099702012961731867e+00, 9.431775773111333194e+00, 7.576017727254857448e+00
2.071000000000000000e+03, 2.193292905914325175e+01, 1.373784571340152638e+01, 2.219656659937475851e+01, 1.343375779438673945e+01, 1.955815546533076654e+00, 6.719373261196555092e+00, 8.578656624548800735e+00, 1.580906356967990334e+01, 1.558813285920910197e+01, 1.293492025864414252e+01, 9.569519182383336542e+00, 1.555636565228318346e+01, 1.971046902727750449e+01, 9.399025176335198850e+00, 9.615482255767682673e+00, 7.139694357420665938e+00
2.072000000000000000e+03, 2.209374784416157667e+01, 1.415710839618862416e+01, 2.268719149030269833e+01, 1.346866629666966730e+01, 1.798898388708649376e+00, 6.362096814496804420e+00, 8.256457015983901471e+00, 1.580270209960408145e+01, 1.536436021671717000e+01, 1.269705766558564974e+01, 9.446901707919883151e+00, 1.542491511219873779e+01, 1.995299141166196932e+01, 9.411691249714472463e+00, 9.626449399245366578e+00, 8.278239462805609961e+00
2.073000000000000000e+03, 2.217437807508443015e+01, 1.416107358421012918e+01, 2.273038661408468641e+01, 1.357196563379868692e+01, 1.744862627086126050e+00, 6.022134132283988528e+00, 7.374369279071533612e+00, 1.579224218773679311e+01, 1.541593463315984103e+01, 1.271855333425365586e+01, 9.553528723743257345e+00, 1.558495718973405886e+01, 1.988995183159793001e+01, 9.368731074110860035e+00, 9.709705132078960688e+00, 7.543935956711847801e+00
2.074000000000000000e+03, 2.224362558329221784e+01, 1.396324416737780183e+01, 2.310194564781947690e+01, 1.340225164599837626e+01, 1.644446123256263492e+00, 5.698070477156947256e+00, 7.403224983409181448e+00, 1.581030180753455383e+01, 1.542845814878341848e+01, 1.308608318350077937e+01, 9.739194573502604868e+00, 1.567341936024701177e+01, 1.998723564100113848e+01, 9.514191362169663435e+00, 9.756936079629715763e+00, 7.712782109247259932e+00
2.075000000000000000e+03, 2.231570789718662695e+01, 1.380892056702796111e+01, 2.281396206996060982e+01, 1.326807187314343217e+01, 1.652858898674209653e+00, 6.044939577816410115e+00, 5.764001950189559409e+00, 1.609018860995140443e+01, 1.533117479035755792e+01, 1.300813858222644548e+01, 9.920168361807158774e+00, 1.585669620779812661e+01, 2.004700626345900361e+01, 9.563175752297437882e+00, 9.472833329377806422e+00, 7.954608733490411865e+00
2.076000000000000000e+03, 2.257571079039604101e+01, 1.401856845176638977e+01, 2.275582488958724880e+01, 1.366611614919575324e+01, 2.139759009673315671e+00, 6.404611939841704960e+00, 6.342591683093582233e+00, 1.662800586612183196e+01, 1.511953296103104449e+01, 1.318901345265651948e+01, 9.863225689406890595e+00, 1.531754300291047777e+01, 2.050762354117903996e+01, 9.474644970550036405e+00, 9.630498268390462968e+00, 7.243956779725818862e+00
2.077000000000000000e+03, 2.268252553816632044e+01, 1.413127294853817162e+01, 2.306000830015725356e+01, 1.347837797673348526e+01, 2.176174104751596339e+00, 7.629518900188265285e+00, 7.099619691494917895e+00, 1.692112158058132820e+01, 1.520096509617811265e+01, 1.356369700250659349e+01, 9.864248710514893048e+00, 1.551966860194526454e+01, 2.052785026145709324e+01, 9.530264662334991144e+00, 1.025362621640155325e+01, 7.635732953293826064e+00
