year, IPSL-CM6A-LR, TaiESM1, UKESM1-0-LL, CNRM-ESM2-1, ACCESS-ESM1-5, CMCC-CM2-SR5, INM-CM5-0, NorESM2-MM, EC-Earth3-Veg, INM-CM4-8, CanESM5, CESM2-WACCM, MPI-ESM1-2-LR, NorESM2-LM, MIROC-ES2L, GFDL-ESM4
2.069000000000000000e+03, 2.071002486899127693e+00, 2.609221344260945319e+00, 1.268053244873167840e+00, 8.822495603888623750e-01, 1.184250721639620085e+00, 1.986919240864512881e+00, 2.283936619091531117e+00, 1.585017565155035113e+00, 2.506975264476843712e+00, 2.587737850938987005e+00, 1.769372352655015357e+00, 1.509056775624385116e+00, 7.035384886654197922e-01, 1.615927129867153367e+00, 2.223974512634828926e+00, 1.148497839933036779e+00
2.070000000000000000e+03, 2.376895317620976389e+00, 1.955337981625884014e+00, 1.483746196968368736e+00, 1.263846477641564547e+00, 1.257077715812484842e+00, 3.120095927724471974e+00, 1.587582570983842478e+00, 2.459257257173049549e+00, 2.218478147932831046e+00, 2.430072494626106749e+00, 2.386244237401862645e+00, 1.748257325095845971e+00, 1.175928541400356631e+00, 1.571177523212150762e+00, 2.044404679035168648e+00, 1.393103193777955440e+00
2.071000000000000000e+03, 2.079843323014617607e+00, 2.113448301304630128e+00, 1.752481787538916480e+00, 9.877489855142479458e-01, 1.149343172375832722e+00, 3.703495579424622264e+00, 2.222420247532314708e+00, 1.538463949299724964e+00, 1.788460016975221389e+00, 2.147679470351509412e+00, 2.188524775736087502e+00, 1.253611062792613584e+00, 1.332532379325558125e+00, 1.835395486372244145e+00, 1.656679777432006784e+00, 1.757365893293221681e+00
2.072000000000000000e+03, 2.219094232546856116e+00, 2.312583608283942826e+00, 1.414592763256681041e+00, 8.670611489131585525e-01, 1.311868832458061185e+00, 3.022947555721399837e+00, 2.114641072198952365e+00, 1.621611639805249139e+00, 1.702167051709545076e+00, 2.369884245528252720e+00, 1.978992615806458133e+00, 1.483319975687221959e+00, 1.328608214085282402e+00, 1.675382996651783696e+00, 1.832572306726158562e+00, 1.127986169006614858e+00
2.073000000000000000e+03, 2.317285392958274404e+00, 2.031608251741521709e+00, 1.789498388526086448e+00, 1.397663152879306647e+00, 1.359355295164746957e+00, 3.260314986074226873e+00, 2.187278442155029534e+00, 2.284165965835171619e+00, 1.195115188498785619e+00, 2.441813021428914432e+00, 2.557644027043154189e+00, 1.574578533927769364e+00, 1.242197722791493320e+00, 2.066476344808279020e+00, 2.091614636289503171e+00, 1.183927113229089390e+00
2.074000000000000000e+03, 2.565966923377664965e+00, 2.449273133601069130e+00, 1.556172094862835253e+00, 8.938894565620418842e-01, 1.234179538091013884e+00, 1.834041440405094203e+00, 1.662352209523322744e+00, 1.448889859771874455e+00, 1.822815516358176513e+00, 2.354581983466240924e+00, 1.543461976615981834e+00, 1.351458089081039482e+00, 9.169163360407146524e-01, 1.539943600957264014e+00, 2.013196661397310461e+00, 1.010016448448697091e+00
2.075000000000000000e+03, 1.992041036111211971e+00, 1.897910710837173998e+00, 1.502796566565120173e+00, 1.563055563993923647e+00, 2.155625535216755040e+00, 1.669108398490865897e+00, 2.632895198628068645e+00, 1.823284888521421010e+00, 1.366289046720946976e+00, 2.463834116159737686e+00, 1.530626019769699253e+00, 1.609176313088991783e+00, 9.604541739644660847e-01, 1.610408813818296370e+00, 1.978626428208382748e+00, 1.358396903158570979e+00
2.076000000000000000e+03, 1.669802803525538559e+00, 1.841195357214931994e+00, 1.230748775685278185e+00, 9.906465310160915694e-01, 2.084824171228996104e+00, 2.007614675522793490e+00, 2.485704598979320501e+00, 2.349840920737830796e+00, 2.187973557179843098e+00, 2.530278972475793697e+00, 1.613923567594093722e+00, 1.776696964953485391e+00, 1.148676129041002580e+00, 2.582543183271940102e+00, 2.027316227038929330e+00, 2.161827450590774635e+00
2.077000000000000000e+03, 2.127060443122517963e+00, 2.076258226994328382e+00, 1.529235511470224962e+00, 1.498821516368158857e+00, 1.220472904730608654e+00, 2.841946677444632474e+00, 1.961708589028086758e+00, 2.923063824335125460e+00, 2.176267310727217907e+00, 2.638748180307914470e+00, 1.909154579455503375e+00, 1.078571154835917145e+00, 1.346404492048448365e+00, 2.785615551178610261e+00, 2.481882185138924779e+00, 1.734002977245432620e+00
2.078000000000000000e+03, 2.332200707822588370e+00, 1.646788466554962360e+00, 1.440194373334014566e+00, 1.295667057477304374e+00, 1.320500417940285054e+00, 1.999019717222198400e+00, 2.311084021293628332e+00, 2.954495709906539425e+00, 1.843275846346706714e+00, 2.519417853106077132e+00, 1.648863865198156198e+00, 2.256143878878542175e+00, 1.165038540207554707e+00, 2.156038802113982911e+00, 2.664017742181982396e+00, 1.599281891362672292e+00
2.079000000000000000e+03, 2.080934345208948599e+00, 1.918520003466751334e+00, 1.096385920981227891e+00, 1.574442348692176141e+00, 1.455632501400070611e+00, 1.752492760609528188e+00, 2.155935777590336944e+00, 1.829331116678014180e+00, 1.533365561233979157e+00, 2.870632040475736169e+00, 1.498786409502890216e+00, 2.790775063673469170e+00, 1.307272169024758846e+00, 1.940406732485089103e+00, 2.059718868303642481e+00, 1.904237620446823209e+00
2.080000000000000000e+03, 2.584035015365214516e+00, 1.687190582600762268e+00, 1.567491275430333175e+00, 1.132719003990662054e+00, 1.450993640266392548e+00, 1.871182563009396338e+00, 2.011082910508563248e+00, 1.652360949319728212e+00, 2.089960106838024689e+00, 2.731841802377458439e+00, 2.049996575830955514e+00, 1.524116334527731542e+00, 1.047629573356060995e+00, 1.596448551300796437e+00, 1.862690770392513961e+00, 1.479479041798938299e+00
2.081000000000000000e+03, 2.865924641871441469e+00, 2.170456639694096523e+00, 1.377661832289451160e+00, 1.395108532125501233e+00, 1.224787023712015976e+00, 1.808674574359424803e+00, 2.112088622487668488e+00, 1.641153361206006300e+00, 2.354265685866039792e+00, 2.059785577300905945e+00, 1.267833209219254798e+00, 1.965816308744797070e+00, 8.323457190690080054e-01, 1.878648582618877461e+00, 2.133449811248885997e+00, 8.823683668535227120e-01
2.082000000000000000e+03, 2.058150587980817736e+00, 2.080280247280122730e+00, 1.568598512577729087e+00, 1.290737032542984331e+00, 2.135419454274625206e+00, 2.532579348766367922e+00, 2.758986308121514242e+00, 1.566983409650159365e+00, 2.042263792029848979e+00, 1.926939047576610609e+00, 1.632799090430065769e+00, 2.151337348540787175e+00, 9.214013912224102709e-01, 1.723227360910878581e+00, 1.875773603239202503e+00, 1.439497405810204356e+00
2.083000000000000000e+03, 1.958890106267119124e+00, 2.448932749314908897e+00, 1.254151368421384971e+00, 8.765366367308357054e-01, 1.523552361868339311e+00, 3.102207967636275487e+00, 2.011452394212469130e+00, 1.798148056860735755e+00, 1.741452096093680790e+00, 2.862745471251254781e+00, 1.850561658676957988e+00, 1.205693211176538160e+00, 1.312218258364755474e+00, 1.671319588474559970e+00, 1.757726264314947162e+00, 1.470444010303848748e+00
2.084000000000000000e+03, 1.809085629366417036e+00, 2.906712591420364422e+00, 1.126757901246424831e+00, 1.191936986720611769e+00, 9.664378061804207443e-01, 2.392877517080418404e+00, 2.365625384104089068e+00, 2.039982099737538856e+00, 1.447056553250230193e+00, 2.378194719322876072e+00, 1.855665746692729323e+00, 2.073200393307393696e+00, 1.492156573310166268e+00, 1.643610245461814001e+00, 1.934000166762827488e+00, 1.291341065621131934e+00
2.085000000000000000e+03, 1.524039065026626671e+00, 2.132973689243727211e+00, 1.315679096684158722e+00, 9.536442809371789009e-01, 1.251684773258503913e+00, 1.494017087739713645e+00, 1.907430244366324912e+00, 1.945022717137638191e+00, 2.064134525102253814e+00, 2.352711511838323499e+00, 2.002763067523696261e+00, 1.336113391753674495e+00, 1.381820775400027346e+00, 1.993784367300647897e+00, 1.551298531838818384e+00, 1.178525897425927171e+00
2.086000000000000000e+03, 2.212211541505674450e+00, 1.782444156540817115e+00, 1.693196482469482511e+00, 1.030261751987290531e+00, 1.381259261094910817e+00, 2.035952359585942784e+00, 1.821368558471112120e+00, 2.335985594235699292e+00, 2.084243126320381556e+00, 2.334135439088667940e+00, 1.879435371413498590e+00, 1.236362605159243122e+00, 7.901059318491194805e-01, 2.523053459027821521e+00, 2.761182922119128413e+00, 1.248153597991890074e+00
2.087000000000000000e+03, 2.764721516978200455e+00, 2.317467928094765650e+00, 1.163323205506332503e+00, 1.231356525407445446e+00, 1.515514383274660259e+00, 2.893657963759392882e+00, 2.359252144843286825e+00, 1.881441824760874626e+00, 1.555242837820439261e+00, 2.737583344194343127e+00, 1.797375752501641610e+00, 1.059927938300264438e+00, 9.082496353957039137e-01, 2.303724657723129621e+00, 2.217018496188475130e+00, 1.480029059540208358e+00
2.088000000000000000e+03, 2.610725524830944444e+00, 2.373995949937006689e+00, 1.341986994084793272e+00, 1.000580533307260156e+00, 9.382816204146712247e-01, 3.311824411382016553e+00, 2.110146752707432238e+00, 1.943811363148094662e+00, 1.379113135673798896e+00, 2.287741471996828313e+00, 1.769835609651019048e+00, 1.319085180719713701e+00, 1.019478883922737333e+00, 1.728557154513648442e+00, 1.684690120347974940e+00, 1.225558612314212148e+00
2.089000000000000000e+03, 1.876387805502796713e+00, 2.274057954958415895e+00, 1.261241104137264868e+00, 8.274600384478626447e-01, 9.981895459883447508e-01, 2.443379434069024470e+00, 2.131994709918814124e+00, 1.508371575720441671e+00, 2.288121707026937290e+00, 2.792416957876921568e+00, 1.816290741695436584e+00, 2.438458504997934373e+00, 1.269386435298013982e+00, 1.869178332577347001e+00, 1.587245432609702522e+00, 1.031524450246874780e+00
2.090000000000000000e+03, 2.149765658302961846e+00, 2.167958790051606410e+00, 1.289410704234511762e+00, 1.006775201123580654e+00, 2.181824649888439271e+00, 1.489778935787012593e+00, 2.457793871508836325e+00, 1.560425530985295905e+00, 3.011332436078370201e+00, 1.930421874625761758e+00, 1.495117856288072922e+00, 1.278182780511549765e+00, 6.722065335751825632e-01, 1.917077581190600233e+00, 2.013466182712367214e+00, 1.086452090404383286e+00
2.091000000000000000e+03, 2.894270188299038704e+00, 1.471355837921607179e+00, 1.744021630565180336e+00, 1.305286227109613506e+00, 1.765953168347986990e+00, 1.709823962900329342e+00, 2.123954689473747326e+00, 1.948029761135234184e+00, 2.062436481747310424e+00, 2.265075236653657953e+00, 1.401094911965499179e+00, 2.519399874553143182e+00, 1.354634869058828794e+00, 2.357801855287922965e+00, 2.233204915007197755e+00, 1.499066368062643928e+00
2.092000000000000000e+03, 2.185459886648822625e+00, 2.408780586422485381e+00, 1.939653426315037787e+00, 1.299364068531401406e+00, 1.425769423534355207e+00, 2.446610032006686364e+00, 2.126754311095357952e+00, 2.312768286960550146e+00, 1.867036302616061905e+00, 2.430310813027923178e+00, 1.486197850230928097e+00, 2.158949966840980395e+00, 1.566996002949087030e+00, 1.425044891895687282e+00, 1.963442927665129067e+00, 1.893284763975080054e+00
2.093000000000000000e+03, 2.251726133133581609e+00, 3.248831751601157336e+00, 1.578432060054032693e+00, 1.104245822177916558e+00, 1.350372047813075849e+00, 3.103961108539424085e+00, 2.510081025055892479e+00, 1.400044844241729036e+00, 1.578188544983032848e+00, 2.787636271632291329e+00, 1.569079135613320686e+00, 1.028315998632907791e+00, 1.391101924944139867e+00, 2.060665006634155194e+00, 2.163492606708244281e+00, 1.386350657210319248e+00
2.094000000000000000e+03, 1.879629307622946888e+00, 2.138046020469254405e+00, 1.577883722459248572e+00, 8.275135786190903620e-01, 1.261925813912252892e+00, 2.754195446932502733e+00, 2.420494411959762004e+00, 1.577641992657105474e+00, 1.814615268755690680e+00, 2.215053720209855470e+00, 1.367334322050107742e+00, 1.538622457029405588e+00, 9.162362003520470033e-01, 3.106250498819167927e+00, 2.711064334785897589e+00, 1.763612869999898747e+00
2.095000000000000000e+03, 2.592031662610087217e+00, 2.173808780944942676e+00, 1.700695454022468356e+00, 1.072507227519413631e+00, 1.323760051184484032e+00, 2.163987045806601728e+00, 2.242508112879781912e+00, 1.938013965879220146e+00, 1.726886855566792445e+00, 3.040612168231242141e+00, 2.430103169542611408e+00, 1.389753044457037845e+00, 1.035255825815216024e+00, 2.556379989080805437e+00, 2.332893112482128384e+00, 1.678854683890413257e+00
2.096000000000000000e+03, 2.483725148752423895e+00, 2.033300003137447742e+00, 1.516743627836699915e+00, 9.115826978237498990e-01, 1.492576074775445516e+00, 1.638470275940309362e+00, 1.987277045146349952e+00, 3.044430534740322880e+00, 1.720750108938851497e+00, 2.487071190972236945e+00, 2.042359821366419137e+00, 1.297270544383211988e+00, 1.389016241815550501e+00, 1.461812500976883866e+00, 1.875843322701416405e+00, 1.338098800467088401e+00
2.097000000000000000e+03, 1.711125105299996063e+00, 2.355374336842093630e+00, 1.615987922739961391e+00, 9.200786766852855347e-01, 8.953124274614508993e-01, 1.957140077920496823e+00, 1.966658436992832826e+00, 2.630839410819983737e+00, 1.586535638913322721e+00, 2.639406741085882135e+00, 2.341863499898556800e+00, 1.694784508187378469e+00, 9.615216699299354852e-01, 2.026196723681867873e+00, 2.088453521383764944e+00, 1.431248437135646867e+00
2.098000000000000000e+03, 2.309691518597812188e+00, 1.925280393752605956e+00, 1.343156264750569484e+00, 9.465787539522833027e-01, 1.013195108606519179e+00, 2.103962721831537763e+00, 2.286611395860925100e+00, 1.567241014310720049e+00, 2.156281947617384009e+00, 3.099464757245650848e+00, 1.583523652658460623e+00, 2.003053051335768053e+00, 1.174330530545067530e+00, 1.904467851252531485e+00, 2.396596191844391655e+00, 9.293041212764465708e-01
2.099000000000000000e+03, 2.095125787797667005e+00, 1.464972524272132981e+00, 1.330906277387704728e+00, 1.280594477761736183e+00, 1.322049431208233150e+00, 1.811835171770413311e+00, 2.474797637328409738e+00, 1.537318427518133301e+00, 2.262365894839214242e+00, 2.893433965337060876e+00, 1.408979123197785066e+00, 2.124838245903100109e+00, 1.704878693882806440e+00, 1.936755007387336747e+00, 2.639680491103239657e+00, 1.325035835152638342e+00
2.100000000000000000e+03, 1.970908261599625622e+00, 2.208044684236487587e+00, 1.659567422110204138e+00, 8.337016740724144670e-01, 1.129007259429928078e+00, 1.783035943516257493e+00, 1.915062322657989702e+00, 1.579555300398958417e+00, 1.736897532972653035e+00, 2.072050168123392044e+00, 1.951892375200657170e+00, 1.432755873257600898e+00, 1.312495438594217578e+00, 1.894294079766431160e+00, 2.127781314699330295e+00, 9.593086194561200042e-01
