year, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-LM, MIROC-ES2L, NorESM2-MM, EC-Earth3-Veg, ACCESS-ESM1-5, CESM2-WACCM, GFDL-ESM4, TaiESM1, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5
2.032000000000000000e+03, 5.557319468629771997e+00, 9.636087246355444336e+00, 1.055729158371999210e+00, 7.625651089286697548e+00, 1.213381373526716933e+00, 1.684313580731732873e+00, 1.240548796744664672e+00, 1.161500267844687073e+00, 2.257122899166428720e+00, 4.828292662904091204e-01, 9.888962698960789055e+00, 2.604112527415268996e+00, 5.547812720253099350e+00
2.033000000000000000e+03, 5.520923964058924049e+00, 9.746241281681463420e+00, 1.145691866847402984e+00, 7.601866759743871604e+00, 1.136477389936099591e+00, 1.564529517650702584e+00, 1.231307642163586680e+00, 9.892686574950777523e-01, 2.182992987299029242e+00, 9.338274125586178975e-01, 9.887177392002568510e+00, 2.135423892968745463e+00, 5.267444610298881891e+00
2.034000000000000000e+03, 5.457872878317615140e+00, 9.788312545427311662e+00, 1.269013181963626336e+00, 7.506194203145163613e+00, 1.094760472455488465e+00, 1.658792215626924138e+00, 1.218863172108392234e+00, 9.135848398929138359e-01, 2.143467770076385115e+00, 4.168206571045330877e-01, 9.855893847710319733e+00, 1.769774102424730433e+00, 5.335133582253404505e+00
2.035000000000000000e+03, 5.577921204373215147e+00, 9.543602750119463352e+00, 1.189167610646671758e+00, 7.470977607597982129e+00, 1.193906137601925321e+00, 2.078656541070162067e+00, 1.182738486170848535e+00, 9.599967457926606995e-01, 2.117128908997409464e+00, 4.645197631215518541e-01, 9.974432082189006010e+00, 1.579607145934635248e+00, 5.605168582084031570e+00
2.036000000000000000e+03, 5.522277743502238323e+00, 9.652759030978511845e+00, 1.022994498729626667e+00, 7.574507781594900457e+00, 1.219618073990191842e+00, 2.024360334212664370e+00, 1.181134595360085804e+00, 1.220726538931917959e+00, 2.131702247004997108e+00, 8.535766064487818605e-01, 1.015127402871528162e+01, 1.843625019605081405e+00, 5.837184761360886043e+00
2.037000000000000000e+03, 5.552601488371076144e+00, 1.003909097977365406e+01, 1.047364768090583320e+00, 7.684097873163278969e+00, 1.300969969695522588e+00, 1.620726949076976453e+00, 1.161357481079628329e+00, 1.477042397747491131e+00, 2.108799837126166921e+00, 4.415195661568419028e-01, 1.012002257071065259e+01, 2.541265967672712289e+00, 5.704171022073973418e+00
2.038000000000000000e+03, 5.661728084225726043e+00, 1.000102031906509481e+01, 1.135739478546273995e+00, 7.780884030989851041e+00, 1.210942844378954719e+00, 1.679242714966783234e+00, 1.096811357972028000e+00, 1.182524222485398235e+00, 2.073187239656538949e+00, 2.827209734793882934e-01, 1.009289632845117879e+01, 2.544948383591685293e+00, 5.632876076477142391e+00
2.039000000000000000e+03, 5.564563757945235167e+00, 9.899301627439871964e+00, 1.111043158836161560e+00, 7.813503365266162959e+00, 1.171206000381716184e+00, 2.037390696073337448e+00, 1.043022224649458707e+00, 1.236690716807562040e+00, 2.112188090809572039e+00, 7.514732959582328675e-01, 1.012684247753130506e+01, 1.878082003272796729e+00, 5.287420021355535127e+00
2.040000000000000000e+03, 5.583387350181806319e+00, 9.899391116931955281e+00, 1.147849869486164520e+00, 7.804599080601928307e+00, 1.233027757729551421e+00, 2.071770941721436721e+00, 1.067375950777397220e+00, 1.284952220865755335e+00, 2.266517973297273336e+00, 8.719047167191023018e-01, 1.003929073306593800e+01, 1.709562513417677954e+00, 5.231255716937480926e+00
2.041000000000000000e+03, 5.647797760110367271e+00, 9.844223696701712711e+00, 1.103228051433819301e+00, 7.878970935227999739e+00, 1.270900733721461950e+00, 1.811214039642017992e+00, 1.097763175681858883e+00, 1.303626813909075199e+00, 2.426303430625491142e+00, 3.213382425588647284e-01, 1.007153864076621552e+01, 1.824693854274014537e+00, 5.014120568237359521e+00
2.042000000000000000e+03, 5.626971069099833578e+00, 9.800342464278211096e+00, 1.095855846609412820e+00, 7.934952149227203932e+00, 1.355251567431567050e+00, 1.866706443231431312e+00, 1.131379503895862948e+00, 1.185429798662171130e+00, 2.226979266723100093e+00, 3.818609119744467706e-01, 1.024885245583385540e+01, 1.756219973585655181e+00, 5.542072425057709140e+00
2.043000000000000000e+03, 5.627248186470603208e+00, 9.772544604018284176e+00, 1.106956545556500915e+00, 7.896486459318022177e+00, 1.144242225616241004e+00, 1.972029837775594485e+00, 1.174751573797681692e+00, 1.205909715179188879e+00, 2.256972774845948493e+00, 6.334385285809279731e-01, 1.042549928798259806e+01, 2.146887134443655754e+00, 5.753199328224503972e+00
2.044000000000000000e+03, 5.761720021291072413e+00, 9.929677692268878531e+00, 1.112768737562212173e+00, 7.891047985125854147e+00, 1.108240550559201010e+00, 1.816012888106245171e+00, 1.190953509866505833e+00, 1.134813366521097544e+00, 2.453441716193581534e+00, 1.039811376111551944e+00, 1.049671069706909954e+01, 2.539822234799699263e+00, 5.937129165059605640e+00
2.045000000000000000e+03, 5.663208094626313027e+00, 9.936556044001148891e+00, 1.087155920905317652e+00, 7.986724960788307293e+00, 1.176661063359000448e+00, 1.565187259469885683e+00, 1.156709387432106828e+00, 1.087297067057653610e+00, 2.418972111807272452e+00, 3.339103478070896691e-01, 1.051584837782733928e+01, 1.648910329537450981e+00, 6.412014491400668703e+00
2.046000000000000000e+03, 5.709504212523296651e+00, 9.901256616413132150e+00, 1.025419136814908816e+00, 8.036945224194329995e+00, 1.286681154402875560e+00, 1.649240996037851792e+00, 1.182147315617780636e+00, 1.290729882081077529e+00, 2.420225721047096545e+00, 4.305843603062203262e-01, 1.058866745727563696e+01, 1.242940296398158617e+00, 6.436406251017771751e+00
2.047000000000000000e+03, 5.595506436597211142e+00, 9.889852493940709977e+00, 1.132158942521611200e+00, 7.991438616874451562e+00, 1.231623333507869011e+00, 1.794007028879424537e+00, 1.181599290743641006e+00, 1.131340925324458180e+00, 2.321875615636086021e+00, 8.129656074461327764e-01, 1.055966254337263877e+01, 1.729925713761367501e+00, 5.823378269573378674e+00
2.048000000000000000e+03, 5.668449714225415548e+00, 9.862522480687781368e+00, 1.160126071696367500e+00, 7.892940805936787818e+00, 1.086737303786256215e+00, 1.858573722693426689e+00, 1.174181144469646387e+00, 1.132988791470132650e+00, 2.287595404206339111e+00, 5.798788325301231783e-01, 1.061383034050732022e+01, 2.510689662911771869e+00, 5.730312693552749970e+00
2.049000000000000000e+03, 5.820576901665982739e+00, 9.951808440729534411e+00, 1.172914104978246996e+00, 7.998131984656469129e+00, 1.128510077572005832e+00, 1.867520942493313019e+00, 1.158935085079138005e+00, 1.399678804870179594e+00, 2.126347689858048895e+00, 2.699064977355851158e-01, 1.073969997217123229e+01, 2.843522157737683465e+00, 5.826841980853439296e+00
2.050000000000000000e+03, 5.744955347070709095e+00, 9.885221447108454740e+00, 1.188333741149996348e+00, 8.085628031327424026e+00, 1.401355498294146296e+00, 1.960108696604309086e+00, 1.111168077367781892e+00, 1.310083611589079267e+00, 2.168260054385898528e+00, 3.085585264412546436e-01, 1.066653151813520317e+01, 1.819342743654059458e+00, 6.043162562448849862e+00
2.051000000000000000e+03, 5.774295683886796482e+00, 9.935135953494773631e+00, 1.021676249039128015e+00, 7.990109257845789514e+00, 1.415732580720460598e+00, 1.922985482999483908e+00, 1.126888206538963377e+00, 1.273811178561802704e+00, 2.290026870530134762e+00, 5.118138510832000998e-01, 1.070007190026539767e+01, 1.757350654426696801e+00, 6.258080401815867333e+00
2.052000000000000000e+03, 5.582911681252674896e+00, 9.849317617504311784e+00, 1.026597743634722448e+00, 7.994309741787388290e+00, 1.229130167261565321e+00, 1.925653214753522580e+00, 1.111667287040600582e+00, 1.300404498001852760e+00, 2.324352371684645924e+00, 9.033448695207186852e-01, 1.092175744086110001e+01, 2.428229213828199118e+00, 5.903598582615936508e+00
2.053000000000000000e+03, 5.492131176726117836e+00, 9.734953413620971219e+00, 1.206779017137704635e+00, 8.086824331400320531e+00, 1.386814260000377219e+00, 1.869117216599862852e+00, 1.052068671792543819e+00, 9.318862314731970464e-01, 2.414199910287972983e+00, 5.812172430565734071e-01, 1.098711705046563303e+01, 2.460615521420172147e+00, 5.834110454125361223e+00
2.054000000000000000e+03, 5.615691251255587879e+00, 9.911019993878813494e+00, 1.273391355397085256e+00, 8.198729229489375214e+00, 1.316910489347754787e+00, 1.896819590792012677e+00, 9.968644914252524636e-01, 1.024265757064526827e+00, 2.231181932850161864e+00, 5.529535087523337333e-01, 1.094945367237834866e+01, 1.913375586983092402e+00, 5.897120823992187510e+00
2.055000000000000000e+03, 5.844395006166793749e+00, 9.774203913069730021e+00, 1.168941461260799564e+00, 8.241696289145330923e+00, 1.176633786478462618e+00, 1.830978381115204723e+00, 9.933195269735579647e-01, 1.360367788189551286e+00, 2.472044095001394659e+00, 3.936506448955257031e-01, 1.098045851562026876e+01, 1.254976253331452574e+00, 5.606498623498585410e+00
2.056000000000000000e+03, 5.761060246336256796e+00, 9.760191511523252927e+00, 1.225182557082618473e+00, 8.223115971126192747e+00, 1.206542194461851514e+00, 2.141721952863769207e+00, 9.919239594489673850e-01, 1.408174780241202351e+00, 3.020167372020667873e+00, 4.864054981521838128e-01, 1.102636570448475162e+01, 1.578550242184991959e+00, 5.601158804575129047e+00
2.057000000000000000e+03, 5.785612687638461260e+00, 1.012943191606917281e+01, 1.240322389257371150e+00, 8.186863642114104778e+00, 1.178757060936864276e+00, 2.067696390599057299e+00, 9.823637473312846202e-01, 1.168216461812060070e+00, 2.948481768416507443e+00, 8.165995996148535108e-01, 1.104573846556874273e+01, 2.426976818511620504e+00, 5.800295530872232597e+00
2.058000000000000000e+03, 5.885212243157243783e+00, 1.003155562263524558e+01, 1.315896195566077509e+00, 8.238602105870819869e+00, 1.086615504696403001e+00, 1.879823202316991182e+00, 9.807554119628095757e-01, 1.228623235408049297e+00, 2.664065630050746147e+00, 5.083003680620676867e-01, 1.114918889459294071e+01, 2.197189467859468337e+00, 5.793305944871788959e+00
2.059000000000000000e+03, 5.806335133939490412e+00, 1.003577807027675739e+01, 1.085366937231607709e+00, 8.248146998745966130e+00, 1.162257049422683375e+00, 1.775886932118093231e+00, 9.853853931873725047e-01, 1.304117740802464898e+00, 2.752130544014399938e+00, 4.079825376907636469e-01, 1.121730820780872584e+01, 2.078997983022389917e+00, 6.015360967420968485e+00
2.060000000000000000e+03, 5.882908904822802931e+00, 1.000909441632743579e+01, 1.022861508344498738e+00, 8.204829288258178366e+00, 1.415455906529656138e+00, 1.725589320036230001e+00, 9.672452484130025230e-01, 1.193102790473491215e+00, 2.759133934190507897e+00, 2.966084485265931825e-01, 1.130714355236228563e+01, 2.593742077741914454e+00, 6.076777907353504204e+00
2.061000000000000000e+03, 5.830151020352187352e+00, 9.881453504822907519e+00, 1.140223522820810853e+00, 8.171466094385525736e+00, 1.361077521729677775e+00, 1.697230373771249523e+00, 9.830679321247094427e-01, 1.349687518802970665e+00, 2.614849323713235307e+00, 3.811194660306469473e-01, 1.141093653917400452e+01, 2.247892913981627050e+00, 6.170062207673126409e+00
2.062000000000000000e+03, 5.904423004827383359e+00, 9.952351344356538121e+00, 1.161171268728721451e+00, 8.202197943615084696e+00, 1.091496360787200359e+00, 2.027043815732003651e+00, 9.689876747274590585e-01, 1.340169470452148071e+00, 2.441651244359678952e+00, 6.436251128246214259e-01, 1.140214526955736218e+01, 2.002481601270722944e+00, 6.072795419369583669e+00
2.063000000000000000e+03, 5.867319894228439914e+00, 9.968703056838190690e+00, 1.057524534795942772e+00, 8.277426820537826302e+00, 1.101941395082374653e+00, 2.156899205678189269e+00, 9.355050670177665895e-01, 1.105797667478846558e+00, 2.525366520589944486e+00, 7.365496058867541107e-01, 1.140503810435114929e+01, 1.567042874131909125e+00, 6.139007079223865126e+00
2.064000000000000000e+03, 5.953144322155265122e+00, 9.903629287441955142e+00, 1.037645310824962586e+00, 8.185574666464894733e+00, 1.327555859998099441e+00, 2.206070100568475745e+00, 9.487886491096071406e-01, 1.076312139489864261e+00, 2.568007491588410574e+00, 2.873821677267806574e-01, 1.146280574710026201e+01, 1.398389856175669355e+00, 6.267807640111709766e+00
2.065000000000000000e+03, 5.957687021324025167e+00, 9.867379516786575877e+00, 1.170229549156574844e+00, 8.149792251370906015e+00, 1.399185963685595446e+00, 2.027894195056545001e+00, 1.007912484105153217e+00, 1.199047745974957779e+00, 2.544470375695477848e+00, 3.856458899217659608e-01, 1.149176182716821515e+01, 1.624411591737230376e+00, 6.125078987671671804e+00
2.066000000000000000e+03, 5.927621083693773052e+00, 9.800547729983025036e+00, 1.272903416187359138e+00, 8.186085046810134713e+00, 1.417344367620547496e+00, 1.995530478370123539e+00, 1.004868906572178977e+00, 1.336756678269932053e+00, 2.392541293839827610e+00, 9.592012885218779150e-01, 1.160165357726256197e+01, 2.324803130644296001e+00, 5.790676502029123540e+00
2.067000000000000000e+03, 5.925834428313624613e+00, 9.794116779902619641e+00, 1.261620782304639476e+00, 8.206571287133957782e+00, 1.320093015757334287e+00, 1.927766174825440437e+00, 9.681450597423155724e-01, 1.367422862061749678e+00, 2.732639212123157524e+00, 8.050355266772095675e-01, 1.166063529988934810e+01, 2.675263154874838012e+00, 5.745394842454020434e+00
2.068000000000000000e+03, 5.940447016404265312e+00, 9.630358539317755984e+00, 1.219178069503580764e+00, 8.239315257165426232e+00, 1.462572147059902905e+00, 1.963800942983635389e+00, 9.754568435094637113e-01, 1.337443483738618433e+00, 3.202944234216987152e+00, 2.959268738313532432e-01, 1.174018533867589298e+01, 2.253814993754752027e+00, 6.158698675293699409e+00
2.069000000000000000e+03, 5.951103188860365378e+00, 9.778058136999277394e+00, 1.250770175633925341e+00, 8.237697752480620750e+00, 1.476340560854330741e+00, 2.006096711895754225e+00, 9.832681493735264677e-01, 1.365198700724774339e+00, 3.018532610086016810e+00, 4.514572211097295784e-01, 1.180916634172817226e+01, 2.129051995965239641e+00, 5.951829571451513701e+00
2.070000000000000000e+03, 5.871964331740325171e+00, 9.680811433088278406e+00, 1.212504333087159214e+00, 8.241755402432898947e+00, 1.199934271627077109e+00, 2.298324084024219616e+00, 9.859822904899855356e-01, 1.276885151089220738e+00, 2.753921511250460696e+00, 9.433394721166175056e-01, 1.174670355052232473e+01, 1.440888395446069170e+00, 5.639059315770070135e+00
2.071000000000000000e+03, 5.903484245415640430e+00, 9.718600928456528010e+00, 1.162126697297727551e+00, 8.300490431366641886e+00, 1.233103173223779603e+00, 2.568945336044956562e+00, 9.600200111042384021e-01, 1.505109205764654678e+00, 2.686057156762042375e+00, 5.032529352864415495e-01, 1.178183237212252266e+01, 1.359356023504959987e+00, 5.511005431962031409e+00
2.072000000000000000e+03, 5.767637705078803023e+00, 9.772147679045449564e+00, 1.164377289866082243e+00, 8.397375588125607138e+00, 1.300892897297474038e+00, 2.464679310892985864e+00, 9.530338174172579002e-01, 1.344843475886494222e+00, 2.834525718112130832e+00, 3.594905336030254084e-01, 1.192194765716737415e+01, 2.068849004994036012e+00, 5.956386641868677501e+00
2.073000000000000000e+03, 5.783791184769018656e+00, 9.634781468021381912e+00, 1.129371327486844434e+00, 8.425992099881156605e+00, 1.249206394013626431e+00, 2.192008760331843664e+00, 9.537770186827008168e-01, 1.330462528515069964e+00, 2.601052861312695086e+00, 8.598249883542328220e-01, 1.211798876493845256e+01, 2.370388517855321897e+00, 6.035294359474326242e+00
2.074000000000000000e+03, 5.782342377049455528e+00, 9.645312990238187112e+00, 1.204212771606403276e+00, 8.521930713390242218e+00, 1.202219434493432493e+00, 1.998469672414412868e+00, 9.659850188735732424e-01, 1.458584633739534064e+00, 2.575270681302471942e+00, 3.928585898271012011e-01, 1.227621373067778876e+01, 2.490174943391792350e+00, 6.270555084334151985e+00
2.075000000000000000e+03, 5.892780257357418172e+00, 9.551148837857052598e+00, 1.280963382260921879e+00, 8.514425244172448615e+00, 1.281448201900242889e+00, 1.833999493311254003e+00, 9.903075454267959987e-01, 1.377453236105903978e+00, 2.498495716853676996e+00, 6.634236192838725010e-01, 1.235772232750120203e+01, 2.852391947564574259e+00, 6.504027084183552354e+00
2.076000000000000000e+03, 5.837131074771757966e+00, 9.684748587647479923e+00, 1.100579571427582337e+00, 8.487782713133006141e+00, 1.216673110150696013e+00, 1.887417531768584400e+00, 1.058234417528860938e+00, 1.226819106711828367e+00, 2.476720914405786900e+00, 5.934998935869152392e-01, 1.233983446432786302e+01, 2.041314974173265906e+00, 6.392963502651156205e+00
2.077000000000000000e+03, 5.625681163925294825e+00, 9.564624869738908686e+00, 9.479739409719601939e-01, 8.378908976922181395e+00, 1.203657847148554616e+00, 2.024965080691680352e+00, 1.120801528039322648e+00, 1.370292923464265122e+00, 2.876073382654026123e+00, 4.252085546745068001e-01, 1.235841453048840677e+01, 1.746546874333074317e+00, 6.302321166899539584e+00
2.078000000000000000e+03, 5.620154891146247778e+00, 9.536026042688529714e+00, 1.075956704695908872e+00, 8.285633985728818374e+00, 1.111783333771793503e+00, 2.442917502243307837e+00, 1.120291616413756186e+00, 1.214039026673588539e+00, 3.013978533066223431e+00, 5.888703748614604327e-01, 1.240624029244204252e+01, 2.032542917585251185e+00, 6.263737866810083155e+00
2.079000000000000000e+03, 5.590530674929169663e+00, 9.391842330924626836e+00, 1.250391202609621999e+00, 8.292874857675958111e+00, 1.323634919065288296e+00, 2.660080966915704614e+00, 1.138029186912555613e+00, 9.907723479536920674e-01, 2.989665131062513304e+00, 5.145839105436280647e-01, 1.258047664409214050e+01, 2.541397254747316037e+00, 6.341843954666602556e+00
2.080000000000000000e+03, 5.578486482243901534e+00, 9.553427730944553886e+00, 1.233295633160090388e+00, 8.393480994677668505e+00, 1.605654580471715720e+00, 2.382565396336287389e+00, 1.153960608916533070e+00, 1.247297379302399811e+00, 3.123159296773975413e+00, 5.015929706474812066e-01, 1.266951326791879673e+01, 2.109290232743610716e+00, 6.148853985508798914e+00
2.081000000000000000e+03, 5.697811315388591424e+00, 9.485192793223404806e+00, 1.221115379559679193e+00, 8.413494575471135661e+00, 1.501531042628982293e+00, 2.093830340047516003e+00, 1.137175054287601572e+00, 1.398081646001710254e+00, 3.030746966432504408e+00, 4.132095250602370595e-01, 1.267921267883861347e+01, 1.980231481440518415e+00, 6.483644775393043957e+00
2.082000000000000000e+03, 5.815200583546826785e+00, 9.392172317463538533e+00, 1.230835647832860813e+00, 8.403734053779526647e+00, 1.461757142661057385e+00, 2.300928710623872053e+00, 1.107383686919157784e+00, 1.220448534543811414e+00, 2.728144687389923995e+00, 5.230661769867148703e-01, 1.269027457875137799e+01, 1.731232566355038749e+00, 6.301888115958534264e+00
2.083000000000000000e+03, 5.775586904518281273e+00, 9.476293359764147439e+00, 1.241553642325810447e+00, 8.430780459373051983e+00, 1.406310567553322288e+00, 2.541314456070648653e+00, 1.133299491436255524e+00, 1.579770299065912598e+00, 2.790747896727288513e+00, 3.748582842806934545e-01, 1.266437746133076381e+01, 1.326899174701472894e+00, 6.090651405704392118e+00
2.084000000000000000e+03, 5.674732560212564003e+00, 9.321151278506585314e+00, 1.207868327072863845e+00, 8.428038175347367655e+00, 1.257961682930680558e+00, 2.437706641463806001e+00, 1.099392681949534545e+00, 1.360988149748545872e+00, 2.854218942312372942e+00, 3.672021661366685619e-01, 1.281327468220069932e+01, 2.201369844026675349e+00, 6.142214222455130823e+00
2.085000000000000000e+03, 5.626601481832172347e+00, 9.370215647104339851e+00, 1.197379749272851290e+00, 8.489332928372173015e+00, 1.290721099714271958e+00, 2.111691371461256406e+00, 1.054568489257384778e+00, 1.431412913165211132e+00, 2.790958853501669168e+00, 7.087925008064118737e-01, 1.302212795731929695e+01, 2.707785923285018104e+00, 6.313392301687025032e+00
2.086000000000000000e+03, 5.376561409051189955e+00, 9.348893135138027333e+00, 1.041851063129712651e+00, 8.378239330657700989e+00, 1.260278812995624831e+00, 2.068428491965632166e+00, 1.007588203540398908e+00, 1.521041440273661172e+00, 2.623799642992580061e+00, 8.147734620502380398e-01, 1.319134117781539395e+01, 2.209167202978265632e+00, 5.925103771306777567e+00
2.087000000000000000e+03, 5.406693035653463042e+00, 9.202960336421950771e+00, 1.064565997015365362e+00, 8.139474038882314133e+00, 1.244466181307887886e+00, 2.142540446004729926e+00, 9.636894064993383191e-01, 1.567101667433293377e+00, 2.578665789958484833e+00, 3.550548448449935002e-01, 1.311801658489414102e+01, 1.482677688270982896e+00, 6.222599883936865695e+00
2.088000000000000000e+03, 5.601924598285529022e+00, 9.289177333630002309e+00, 1.230579085167309517e+00, 8.172229335194424849e+00, 1.357423137154316617e+00, 2.296886261938344997e+00, 9.441201351592958257e-01, 1.314621078565758827e+00, 2.634808280650881240e+00, 5.078032974005539657e-01, 1.309505074892376797e+01, 1.413294748000916812e+00, 6.382696484786384516e+00
2.089000000000000000e+03, 5.706877654605691852e+00, 9.280836706485693810e+00, 1.207907163439148501e+00, 8.298324734797450475e+00, 1.440154973376536862e+00, 2.226549475724469485e+00, 8.756325304219123584e-01, 1.203152251432735742e+00, 2.609981954319058328e+00, 6.422284658351865572e-01, 1.325525424052067969e+01, 2.196135245524663659e+00, 6.252642623680929823e+00
