year, CNRM-ESM2-1, CMCC-ESM2, CESM2-WACCM, MPI-ESM1-2-LR, UKESM1-0-LL, CanESM5, MIROC-ES2L
2.031000000000000000e+03, -9.589901667228575702e-11, 2.133961711737083741e-09, -3.040233628150992935e-10, 1.249935167708329736e-09, -1.356869287697960109e-09, 1.100206577512870696e-09, 3.142195237988990401e-10
2.032000000000000000e+03, 1.095555622256738362e-09, 3.570911881628677191e-10, 2.372910449365444075e-10, -8.393123253233043558e-10, 7.920915248322001797e-10, -1.336226423444888397e-09, -5.762350942716675071e-10
2.033000000000000000e+03, 1.425555712869533028e-11, -1.397419643929426341e-09, 1.437583854475117321e-09, -6.176162609993298954e-10, 1.522701291522465707e-09, 1.183419721488890389e-09, 1.385024065003875500e-10
2.034000000000000000e+03, -9.735217746126878899e-10, -1.513026037651722165e-09, 1.811865344760529884e-09, 3.259942271756080653e-09, -1.007135193789482899e-09, 1.341804228687540939e-09, 1.643712882791921005e-09
2.035000000000000000e+03, 2.675207309031933695e-09, 1.349672088454975051e-09, 1.355144960779670569e-09, 1.825427192067601496e-09, -3.669359199903980861e-10, 7.117575539122623512e-10, 1.192790672459004743e-09
2.036000000000000000e+03, 3.061706147680411628e-09, 2.183957595425915000e-09, -5.394537555118404527e-10, -1.125776951734642489e-09, -4.525852725608780301e-10, -7.454676994931736197e-10, 2.117088951698591092e-10
2.037000000000000000e+03, -1.547359662135080397e-09, -1.509774703661072954e-09, -1.130604301620940574e-09, -4.993664760222339539e-10, 2.761387464056013529e-11, -2.718130198184082401e-10, -2.212870243386790789e-10
2.038000000000000000e+03, -3.510006843452508512e-10, -1.893880023302071675e-09, 4.816694496061347282e-10, 6.365847605777908231e-10, 8.204485904817621588e-11, -9.169634447139506537e-10, -9.140706462732251507e-11
2.039000000000000000e+03, -2.090750554926901619e-10, 3.983757996946935075e-10, -4.655808462460812370e-11, -1.085273607994345787e-09, 5.020317420460174610e-10, 2.190853504346022259e-09, 5.110530486497269360e-11
2.040000000000000000e+03, -3.298381420783071678e-10, 9.812041199638460377e-10, -4.060639511117479689e-10, 1.729315680326896162e-09, -1.444480356578083995e-09, 2.551879209478429203e-09, 4.978211044301627248e-10
2.041000000000000000e+03, 1.810983436289538422e-10, 2.053154049543077979e-09, -2.291861933711306393e-10, 2.064609972717688707e-09, 1.558860664095155707e-09, 5.239510679083598822e-09, 2.139893420450921975e-10
2.042000000000000000e+03, 6.131248919666034146e-10, -1.528333839641686430e-09, -4.530788744300487936e-11, 3.002857125593930593e-09, -2.271484544336017810e-11, 2.340704739110878877e-09, -1.414962767870982818e-10
2.043000000000000000e+03, 1.388836701192524696e-09, 1.879444107009550989e-10, -2.741447423332342416e-12, 2.224420834430124520e-10, -9.086327126708746599e-10, 6.632838264094781244e-12, 7.223188170261776059e-10
2.044000000000000000e+03, -1.848494465141565892e-10, 4.347327752341824959e-10, 5.777335716633630286e-10, -1.127100817332868093e-09, 7.248238302585731295e-10, 1.852349326170403399e-09, 1.135882174198701332e-09
2.045000000000000000e+03, -5.773587450220630295e-10, -2.318370719982317805e-09, 8.211310919277535503e-10, 1.877211494306091124e-09, 4.125591862268788432e-10, -9.029147492116958442e-10, -6.425532444042737505e-11
2.046000000000000000e+03, 2.975903468895276801e-10, -2.745444191479492591e-09, -3.029060697412838673e-10, -6.942370183623652299e-10, -9.679801098506517909e-10, -2.719637535622930083e-09, -6.405979798518252114e-10
2.047000000000000000e+03, 1.678719334292569606e-10, -9.033626436372244556e-10, 1.342680596998144750e-09, 1.323659248991479400e-09, -1.521329738731687522e-10, 2.272822467658615290e-09, 4.543550155887477073e-10
2.048000000000000000e+03, 9.336186707369716015e-10, 1.463789900813852807e-09, 8.587841265421246835e-10, 1.713112938281200535e-09, -1.927470490222507526e-09, 1.896483107379657720e-09, 1.518236876214786237e-09
2.049000000000000000e+03, -4.047060874204603649e-10, 3.331915909219605950e-09, -7.830316836489015853e-10, -1.092560894702255465e-09, -1.296938795805028694e-09, 1.344812795499461552e-09, -1.252448552165686959e-10
2.050000000000000000e+03, 1.441167715711249082e-10, 2.393736676031693494e-10, 3.030831209645288285e-10, 1.333258796731789946e-10, -1.257614915169097057e-09, 2.628673232846637437e-10, -7.953797958445774765e-10
2.051000000000000000e+03, -4.673118522596518612e-10, -3.094787599549619472e-09, -1.006990340711567355e-10, 3.012932918870070080e-09, 1.144917054577592387e-09, -1.227911123220358858e-09, 5.548601342267721049e-10
2.052000000000000000e+03, -1.145239563185186176e-10, -1.858974879967208355e-09, 3.310323702116110029e-10, 1.039706495342257683e-09, 1.583153959256881947e-10, 6.259373430930022782e-10, 7.191691746628665714e-10
2.053000000000000000e+03, 2.369430227464851634e-09, 4.440936186487825918e-10, 2.048447107299888964e-09, -9.283027493635992253e-10, -2.065952382466381622e-10, -1.604367839326709058e-10, 4.446826540803867593e-10
2.054000000000000000e+03, -1.245609903489401001e-09, 2.858719212106920656e-09, 1.442380367151883283e-09, 7.877249669529170083e-10, 1.049367169206036556e-09, 7.035220531663554628e-10, -3.654431695884995540e-10
2.055000000000000000e+03, 2.119281579693866404e-09, 5.706106659779020422e-10, -4.369747319153514114e-10, -7.350777300655825280e-10, 1.344603219858480111e-09, 9.107330243328378388e-10, -8.364228669784673766e-10
2.056000000000000000e+03, 1.746863368349035409e-09, -2.359957178495429641e-09, -7.133061712385428457e-11, 2.539576139250103909e-10, -6.923888718601204960e-10, 2.152211759036681524e-09, 4.870882555315215519e-10
2.057000000000000000e+03, -1.404212936722533934e-09, -1.278524787587563398e-09, 5.082380366236332529e-10, 2.017807429583022815e-09, -7.632406606844372455e-10, 1.534335537479665545e-09, 6.391383454313685861e-10
2.058000000000000000e+03, 4.228235311835917510e-10, -2.362652149806290707e-10, -4.893044767999801014e-10, 1.394779376079876662e-09, -2.029494420090632558e-09, 2.248828874796155846e-09, 2.045760580652943469e-10
2.059000000000000000e+03, -8.172150539019498854e-10, 1.840083088005955848e-09, 3.321058387140806134e-10, 7.065023150888381268e-10, 6.400164021249210304e-10, 8.067184559711412915e-10, -4.986164349215190904e-10
2.060000000000000000e+03, 3.727751673038004067e-11, 9.550224078183540025e-10, 5.220887332065688828e-10, 1.868592043127619987e-09, 1.970686481905501510e-09, 5.556382192909148132e-10, 5.508008899230197131e-10
2.061000000000000000e+03, 3.535938243710077732e-10, -3.451649654762128479e-09, -3.354387354838996572e-10, 3.531929686440035385e-10, 7.614039972607066779e-11, -8.094210818800547004e-10, 8.776626029744594351e-10
2.062000000000000000e+03, -1.208089839798132799e-10, -8.171443063892537474e-10, -3.485180169109557014e-10, -5.110886916379327938e-10, 7.565963997918887438e-10, 1.449254114574866144e-11, 2.389502081267774262e-10
2.063000000000000000e+03, -5.553343772358324204e-10, 1.949502899227619724e-09, 1.625578246268799752e-09, 8.315537729751163010e-10, 4.128631703209187460e-10, -2.724974173342923180e-10, -7.598161919600742070e-10
2.064000000000000000e+03, -1.949672211068696073e-10, 3.476524237753739733e-10, 1.612796066841967443e-09, 9.263849444303412517e-10, -1.282800456117881054e-09, -1.385246206560238306e-09, 6.721026332774053055e-10
2.065000000000000000e+03, 1.704219364010076460e-10, -3.501801420938110664e-09, 8.018507606718471067e-10, -2.296149605332183455e-11, -9.949958279320697802e-10, -5.335380913201465203e-10, 1.573575915653701564e-09
2.066000000000000000e+03, -4.284433002260617804e-10, -4.964657835829599774e-10, 7.104398091220819234e-11, 1.659003422236937803e-09, 7.663103628665993394e-10, -9.219858790891404397e-10, 3.969788803874011300e-10
2.067000000000000000e+03, -3.959383772527802092e-10, 1.637821090100421311e-09, 2.912386723361685045e-10, 1.139238201887787595e-09, 6.492876170074942066e-10, 3.331128561798572358e-09, 5.496300474861711408e-10
2.068000000000000000e+03, 9.776670825077161231e-10, 2.517337233005669303e-09, 3.125418394168114211e-10, 3.538295018535681367e-10, -1.653347165753061062e-09, -5.107236390895379671e-10, 6.448226411706624261e-10
2.069000000000000000e+03, -7.924567665692716722e-10, 8.103232203090467976e-10, 8.373792851410583622e-11, -1.079859687921593832e-09, -4.427741686245158713e-10, -6.478975513265510485e-10, 8.351716795849647743e-10
2.070000000000000000e+03, 4.454928241254742576e-10, -1.208205141034588055e-09, 1.041319283149450660e-09, 6.554137072618789350e-10, 1.055393347394365065e-10, 2.812908483031538166e-09, 5.522013938378068200e-10
2.071000000000000000e+03, -3.455597229455714464e-11, -3.666016164009670730e-09, -7.278987283281590707e-10, 2.281301209222847875e-09, 2.290196125585725161e-09, 4.060305295354620023e-09, -3.219777297529458024e-11
2.072000000000000000e+03, -6.784487205061352262e-10, 8.226842220914724922e-10, 2.776759088807972264e-10, 2.639196148009621217e-09, 7.208520636360743155e-11, 2.989035069694045753e-09, -7.783206564743297887e-10
2.073000000000000000e+03, 9.051503004334436899e-10, 3.318831363962196028e-09, 5.794891261199764538e-10, 1.200683239711113988e-09, 4.964882734784124064e-10, 8.368390138847588402e-10, 5.244899505897462758e-10
2.074000000000000000e+03, -6.695949719751418387e-10, 8.060439265165268272e-10, -1.965713822966178517e-10, 4.697351989893824638e-10, 1.112342125983115699e-09, 2.263902412293991240e-09, 9.476973699188448852e-11
2.075000000000000000e+03, 1.457647461284159524e-09, -1.915293380729937335e-09, 4.519782519158385330e-10, -5.933765799501052284e-10, 1.813785081319358405e-10, -7.035797378535358391e-10, -5.966933883184401864e-10
2.076000000000000000e+03, -1.128581596809234062e-09, -4.124184364411590888e-09, 6.357307988551037421e-10, 1.581481049739965565e-09, -5.832767234855288369e-10, 8.022446134580142550e-10, -1.057673582567450906e-09
2.077000000000000000e+03, 1.180372262283894284e-10, 6.372508355778888943e-10, -3.670350928859465125e-10, 1.279774009492767775e-09, 4.726085227374209664e-10, 1.546752499688347534e-09, 8.078348345120970507e-10
2.078000000000000000e+03, -2.768028852448718290e-11, 3.318740218686470901e-09, 6.307478041340727604e-10, 1.635949958367463676e-09, 3.407634705307527315e-11, -1.181390540771474670e-10, 1.572065296499010047e-09
2.079000000000000000e+03, 5.934047916418424410e-10, 9.327903608226536523e-10, 2.632233396461859799e-09, 6.498462450160858784e-10, -1.025391882883101435e-09, -8.905412491305714408e-10, 7.910898486840679959e-10
2.080000000000000000e+03, -1.059821959477809989e-09, -3.775409122576055601e-09, 3.227066651409615512e-10, 6.234371472205212158e-11, 1.408600562437359317e-09, 1.774485453009394260e-09, -7.096914589219661619e-10
2.081000000000000000e+03, 1.087624743034716634e-09, -2.330785548971798576e-09, 2.918549069175449316e-10, -3.537160061194374641e-10, -1.174073734624066731e-09, -6.255280264174774816e-10, -6.512831290918194153e-10
2.082000000000000000e+03, -6.596311689305710320e-10, 1.991870926180103791e-09, 6.373571566469329388e-10, -2.822589923265829543e-10, 1.509787880449990059e-09, -6.407141605760409020e-10, -4.811637989692480597e-11
2.083000000000000000e+03, -8.997832309321541592e-10, 1.834565584284643125e-09, -1.038268756577229228e-09, 2.825625347240092922e-09, -1.022670934221711628e-09, 1.829397695847885646e-09, -7.102218826055547751e-10
2.084000000000000000e+03, 3.167541124407716813e-10, 1.363565173159862063e-09, 5.033577664963148011e-10, 2.792305352813586625e-09, -8.462494540525045205e-10, 1.633510682099177193e-09, -8.370448273965060412e-11
2.085000000000000000e+03, -1.644126636895055471e-10, -2.951854970092606498e-09, 9.301637104485907533e-11, 1.445051195038461766e-09, -6.345664279615241513e-10, -2.869499026139739535e-11, -9.436960950628153041e-10
2.086000000000000000e+03, -5.358807431459857307e-10, -2.960784799407296931e-10, -7.483608168294809442e-10, -1.888572027235019317e-09, 1.165257324621962890e-09, 3.669208679467868820e-09, 7.234063195826948333e-11
2.087000000000000000e+03, -1.091654341593965250e-10, 1.241895025043772215e-09, -6.498220630988032539e-10, -6.181147019921285351e-10, -1.330623240130611830e-10, 7.714090341208494588e-10, 1.058226555367822023e-09
2.088000000000000000e+03, -3.272667529994698589e-10, 1.678814607986541450e-09, 7.804044578683937448e-10, 1.584360807346162424e-09, -5.065291900903316695e-11, 7.614656616630122520e-10, -1.460887673745417482e-10
2.089000000000000000e+03, -6.054264081162501968e-10, 2.820228898417099684e-10, 1.608850577025178703e-09, 2.181237896588309238e-09, -7.491116313779777800e-10, 1.947352858871758135e-09, -1.239564371465403845e-09
2.090000000000000000e+03, 6.861276097767338101e-10, -4.041123104977898124e-10, -2.435088411181518073e-10, -1.946907922475953912e-09, -7.438725780787257396e-10, -2.894135506263998699e-10, 7.051539476040707434e-11
2.091000000000000000e+03, 3.401997303414617705e-10, -2.959086578423146456e-09, 1.259981612915788252e-09, 1.996030683043404178e-09, 4.491376440491138712e-10, -1.500421385258130129e-09, 7.588244715093909259e-10
2.092000000000000000e+03, 6.157492762544398665e-11, -1.647362208014935386e-09, 1.809849129924497603e-09, 2.513835260216257743e-09, 2.414865348212954582e-09, 1.218142591982626302e-10, 7.585035624795006189e-10
2.093000000000000000e+03, -3.765463567348522421e-12, 2.658157952448998917e-09, -1.020890398763011262e-09, 2.842539426131266900e-09, 1.114495290280917501e-09, -1.650316820742677748e-09, 3.305004135487651588e-10
2.094000000000000000e+03, -8.807728551712086537e-10, 1.439800696053301420e-09, -1.046823189910784516e-10, 4.507685043254535532e-11, 8.041848257973643660e-10, 8.206748091007512177e-10, 1.617223378979586984e-09
2.095000000000000000e+03, 3.642050627477564178e-10, -1.455039129547800857e-09, -7.675499862994298498e-10, 2.302518949684146204e-10, -9.290508490077484385e-11, 1.108398809383276564e-09, 1.430821446144447756e-09
2.096000000000000000e+03, -1.625245684752672177e-10, -3.436409526745125251e-09, 3.409086531770445490e-10, 1.874128255365676492e-09, 9.903060068386530889e-10, 2.964877696468339029e-09, 1.055361614519686432e-09
2.097000000000000000e+03, -4.552816810444196358e-10, 7.688876126507246978e-10, 1.310849765024380647e-10, -4.556707362033573260e-11, 8.466305893946599668e-10, 2.506493280595663334e-09, 8.947680056082948785e-11
2.098000000000000000e+03, -5.684931675559239906e-10, 1.993664811698630735e-09, 8.581127767183287590e-10, 7.774720074163865192e-10, -5.822235190416403456e-12, 1.600295030300168059e-09, 8.454583888865983085e-10
2.099000000000000000e+03, 6.504530933527036178e-10, 2.309710349035846950e-09, 1.937510899977507863e-09, 1.202615626994538612e-09, -4.106417573369687628e-10, -1.474162067947725736e-09, 2.041443838911927944e-09
2.100000000000000000e+03, -5.984177253424806765e-10, -3.022824176986799527e-09, -2.226249818844111088e-11, 1.628705466480201879e-09, 7.101633637269654738e-10, 2.204870130825897673e-09, 1.140892170984307422e-09
