year, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, TaiESM1, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM, NorESM2-LM, MIROC-ES2L, INM-CM4-8, CMCC-ESM2, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, CanESM5
2.025000000000000000e+03, 5.674616760050021913e-01, 1.953076432990961786e+00, 1.151024837092104347e+00, 1.159020598296954141e+00, 9.659293218129116898e-01, 7.496628279772090675e-01, 1.061154831546307742e+00, 9.757656294457681678e-01, 1.001181303863196037e+00, 5.580751388169404859e-01, 1.279016209364078893e+00, 1.557420042064367349e+00, 5.701462352875733552e-01, 7.814763068638331811e-01, 6.926783621580278050e-01, 6.944083081800651591e-01
2.026000000000000000e+03, 6.998282285599298769e-01, 2.242243411783323204e+00, 1.189414005988954859e+00, 1.173975644729391865e+00, 9.879989162237051703e-01, 8.766812833998696153e-01, 1.066908640463082314e+00, 9.773608881598524478e-01, 9.505491509765688907e-01, 5.743280455725829903e-01, 1.291849622130660347e+00, 1.514922821542008746e+00, 8.277245707648641648e-01, 9.980587408950867268e-01, 6.318131249125442661e-01, 7.142422792300752166e-01
2.027000000000000000e+03, 6.424434081717869116e-01, 2.381682921590034585e+00, 1.192691243918044153e+00, 1.150781057579397748e+00, 1.057116571579170161e+00, 1.054813123273395492e+00, 9.639286466063585745e-01, 9.393516945145998776e-01, 9.513734299418878937e-01, 5.409573311943628449e-01, 1.211930423044639049e+00, 1.019370891409025592e+00, 8.894705222694260227e-01, 8.164570891704824307e-01, 6.250836193271621655e-01, 7.889342371214275174e-01
2.028000000000000000e+03, 5.578085708523390363e-01, 1.991186469391846625e+00, 1.216529997680182884e+00, 1.127944941153262937e+00, 1.199917049357901000e+00, 8.802833451324144631e-01, 9.759442241212746838e-01, 1.043195997766551031e+00, 9.168205306510660568e-01, 5.330684402286011148e-01, 1.198862202768890883e+00, 7.297204209502388128e-01, 9.297787042417341441e-01, 7.907183513104534267e-01, 7.114739152559184099e-01, 6.733862610352792100e-01
2.029000000000000000e+03, 5.295153158386441961e-01, 1.843140445084348045e+00, 1.210682547370460549e+00, 1.268596851758675648e+00, 1.075785699842444876e+00, 8.215831486812186224e-01, 9.136079025506805840e-01, 9.750864343960823355e-01, 8.666766301920191262e-01, 5.583391530669297165e-01, 1.229995121784604128e+00, 9.421096419775545350e-01, 6.799160424677218595e-01, 8.081037649836512182e-01, 7.426899300755129829e-01, 6.914937627190655967e-01
2.030000000000000000e+03, 6.541129985722842211e-01, 1.857545741755946889e+00, 1.227102656992182128e+00, 1.411737741752343567e+00, 7.969621763775682766e-01, 9.545544383724275939e-01, 9.477750953421659741e-01, 9.341287819075975163e-01, 9.503828554382324212e-01, 5.675148850386101396e-01, 1.271355071600504205e+00, 1.265407573804390395e+00, 6.650530101462915900e-01, 1.036596127338046625e+00, 6.752411250915041352e-01, 7.885168319962443384e-01
2.031000000000000000e+03, 7.186612718612213069e-01, 1.854002300387144420e+00, 1.168762179597582440e+00, 1.166380169724851923e+00, 9.500996332782706277e-01, 1.074849321714437034e+00, 1.055505903280058666e+00, 8.649986870235498726e-01, 1.036094486596506936e+00, 5.701247341393568258e-01, 1.226760628320267221e+00, 8.735734966734474138e-01, 8.009850265785770640e-01, 9.980621501100640502e-01, 6.474549164908430798e-01, 7.581350517660804256e-01
2.032000000000000000e+03, 6.008808439248320976e-01, 1.480929269117410740e+00, 1.180203392343392332e+00, 1.255464316048040319e+00, 1.485992052315784795e+00, 1.038205326678103280e+00, 1.045983322109030222e+00, 9.165329583397719970e-01, 1.042150972804943621e+00, 5.430093270952077722e-01, 1.222221153201243693e+00, 6.501686503950292462e-01, 6.292487341476976637e-01, 7.748502084575074056e-01, 7.877191521133876106e-01, 6.679328566108101439e-01
2.033000000000000000e+03, 5.811358311091469053e-01, 2.218650033178395820e+00, 1.152227992265876466e+00, 1.399363478907390101e+00, 1.302141081268255229e+00, 8.080728445138384286e-01, 1.079478370328787351e+00, 1.037685123706631574e+00, 1.027210715662672413e+00, 5.548959120688793378e-01, 1.237124379864642520e+00, 8.387122072472003032e-01, 5.376146844404371405e-01, 7.803726748562538340e-01, 7.139217369285330017e-01, 8.550285617015902506e-01
2.034000000000000000e+03, 5.843438947781522952e-01, 2.597202473467186579e+00, 1.166711815382208695e+00, 1.185082856587087452e+00, 1.048476584188217320e+00, 1.021934423996953223e+00, 1.118770226205656471e+00, 1.163727762209387562e+00, 9.244616006336353609e-01, 5.926976923930105112e-01, 1.203628397780667214e+00, 1.145523680630960550e+00, 6.174510437940307073e-01, 1.104887822310444134e+00, 6.124075248294881257e-01, 7.723809620526356223e-01
2.035000000000000000e+03, 5.685335497079428979e-01, 1.631145494814404184e+00, 1.183113192675246061e+00, 1.205742190068904263e+00, 1.304187242991611928e+00, 1.038986740002373121e+00, 1.120708198215719875e+00, 1.259770573028304419e+00, 8.784756470607734125e-01, 5.948123932124937951e-01, 1.229194477445254785e+00, 1.099781896796075964e+00, 6.186654990167186341e-01, 1.045506982451037681e+00, 8.415572095459632473e-01, 7.141801249792144590e-01
2.036000000000000000e+03, 6.029390853870170153e-01, 1.424430316526651419e+00, 1.173819652345403863e+00, 1.156694914070957481e+00, 1.109964611256788469e+00, 9.275665580678289501e-01, 1.110901182750926086e+00, 1.272860853376489798e+00, 9.024024605389761033e-01, 5.828380603534827342e-01, 1.260568613558303630e+00, 6.021277678315118953e-01, 5.972182466038165050e-01, 7.818958985500300551e-01, 1.142375575216628691e+00, 6.445368364437368269e-01
2.037000000000000000e+03, 5.471046042730072223e-01, 2.171348103261372842e+00, 1.175100375931903862e+00, 1.200705428426740218e+00, 1.000888440722784711e+00, 1.172970309805366762e+00, 1.069038566447773286e+00, 1.145084001580025879e+00, 9.537774055720299460e-01, 5.683354204417536693e-01, 1.251869183346193237e+00, 6.345827756961639476e-01, 6.313460667266798110e-01, 8.531857690283231044e-01, 7.990157739806332815e-01, 7.108793730267921607e-01
2.038000000000000000e+03, 4.843153863983619134e-01, 2.611038762892422316e+00, 1.201636081650286014e+00, 1.172348356787061618e+00, 1.353506378485485051e+00, 8.411299921586745665e-01, 1.042313436469529897e+00, 1.084738577829535533e+00, 1.002421028038180451e+00, 5.676110539617050810e-01, 1.258799317360982606e+00, 1.003595134462855087e+00, 7.392947182522561222e-01, 8.914839722770748764e-01, 6.399799531607864855e-01, 6.669158223435801558e-01
2.039000000000000000e+03, 5.043078178329897243e-01, 1.904947443512791772e+00, 1.136050225027288807e+00, 1.264046507159537480e+00, 1.693161281401625251e+00, 9.241316534979652220e-01, 1.054760600419784478e+00, 1.050918153902960617e+00, 9.053614468354480582e-01, 5.538399412428949287e-01, 1.253803977973660944e+00, 1.085201797315305861e+00, 8.649730198531200287e-01, 7.381036680774321068e-01, 6.956923716768858013e-01, 8.994900824761817848e-01
2.040000000000000000e+03, 5.919353052776576973e-01, 1.767256313563832837e+00, 1.172622194070340296e+00, 1.073172957165075214e+00, 1.016578008804691402e+00, 1.068810973383934160e+00, 1.064206488724359412e+00, 9.981805895495988734e-01, 8.992841032875705798e-01, 5.560831744038275959e-01, 1.213966805203108068e+00, 9.911252476292451430e-01, 9.462803270444322123e-01, 9.332720621313417286e-01, 6.152428131086770113e-01, 9.013222826108719943e-01
2.041000000000000000e+03, 6.219916207246007911e-01, 2.249403090389566540e+00, 1.182684176710151691e+00, 1.311219807733332132e+00, 1.081246255923045352e+00, 1.076335986640748699e+00, 1.043119051057541880e+00, 9.254425564033565976e-01, 9.102780027550957387e-01, 5.559600170941187969e-01, 1.249988081252030536e+00, 6.101498289900818550e-01, 5.958960080139823479e-01, 1.029405585988986793e+00, 6.493022342357228638e-01, 1.155418735974564459e+00
2.042000000000000000e+03, 6.248220537500838168e-01, 2.111131214341809947e+00, 1.138493674261096711e+00, 1.243830322135881294e+00, 1.571324702126857265e+00, 1.041678355421427726e+00, 1.013275470603163919e+00, 9.011005422923452635e-01, 9.496073571945164993e-01, 5.358848490253371732e-01, 1.234013233483497674e+00, 6.614141881567821013e-01, 7.309273089108592192e-01, 1.136816502443025456e+00, 7.467381916859704427e-01, 8.705792314274904964e-01
2.043000000000000000e+03, 6.240792262217695896e-01, 1.485909929650369277e+00, 1.188565449677600139e+00, 1.132198375784406963e+00, 1.700996444578782185e+00, 1.106346844554772835e+00, 1.033086510191919993e+00, 9.101879665325982582e-01, 8.796216250046581253e-01, 5.630303169161567922e-01, 1.237583621082479546e+00, 7.856379154640688034e-01, 1.059997848018724209e+00, 9.675766418214134523e-01, 7.849389958185332139e-01, 8.211534945626945969e-01
2.044000000000000000e+03, 5.810773996735428826e-01, 1.424261973442058737e+00, 1.202965436365390772e+00, 1.235162855104055879e+00, 7.949478752740517518e-01, 9.631658485232629241e-01, 1.121457960777484386e+00, 9.892453527124249746e-01, 9.018897167608149745e-01, 5.804778247328296059e-01, 1.257758970141218846e+00, 6.935318853048780818e-01, 7.665245819630062130e-01, 8.232276659375470373e-01, 7.068544174958637516e-01, 8.025609971809691823e-01
2.045000000000000000e+03, 5.642144984444887879e-01, 2.212412384972006762e+00, 1.158205171706849779e+00, 1.277844671092314366e+00, 8.532216887609112010e-01, 9.122960221917713053e-01, 1.166348988344653392e+00, 1.014687436211410665e+00, 9.248640066026473372e-01, 5.762095488611567173e-01, 1.249656872977095157e+00, 8.458944265523720141e-01, 7.043307597438361878e-01, 1.039586084951911626e+00, 6.541066508087287623e-01, 6.579609170781121064e-01
2.046000000000000000e+03, 6.557630613874041448e-01, 1.851543647875029119e+00, 1.126573843137711473e+00, 1.165970654163095865e+00, 1.358329691322184951e+00, 1.050255335354565167e+00, 1.125788596325092206e+00, 9.959081292831500898e-01, 9.567937686858468682e-01, 5.614961689994855121e-01, 1.282735620254550124e+00, 1.284252246907709116e+00, 7.260542715158200267e-01, 8.474880492231758877e-01, 6.323373508884464478e-01, 6.555594662351500457e-01
2.047000000000000000e+03, 5.901363347393941972e-01, 2.023800729367969620e+00, 1.090293864220248654e+00, 1.168233469381037892e+00, 1.165131578072847063e+00, 9.795469229422276713e-01, 1.125880224472739277e+00, 1.039314896681159839e+00, 9.998479209727912931e-01, 5.752416259576069724e-01, 1.216561540555039178e+00, 1.637008451087603733e+00, 6.157758848429292220e-01, 1.031949592069604904e+00, 6.680451426895536171e-01, 9.583475549364488533e-01
2.048000000000000000e+03, 5.853287258881859634e-01, 2.052706946394767140e+00, 1.152731346718960825e+00, 1.118329172213013534e+00, 7.723167964432771093e-01, 1.216228703000310274e+00, 1.171570297656423065e+00, 1.138402279739785472e+00, 9.416795328480705995e-01, 6.129047370284033125e-01, 1.261498426957159191e+00, 1.468216352946487779e+00, 4.802588276652892119e-01, 1.108165956378804218e+00, 7.595553465280961980e-01, 9.106683601830127817e-01
2.049000000000000000e+03, 5.718972421341884660e-01, 2.182130934989010118e+00, 1.234796649153107717e+00, 1.051532526171978343e+00, 9.280849255153024169e-01, 1.044719014761999798e+00, 1.251614622623810957e+00, 1.052182303470053926e+00, 9.452626388279521397e-01, 5.864183566222358479e-01, 1.278511852939608451e+00, 7.112311554434722627e-01, 6.769492498691070947e-01, 8.362379544102163109e-01, 6.733246541867233814e-01, 8.100029017715008051e-01
2.050000000000000000e+03, 5.188841939146709992e-01, 1.997350500451878119e+00, 1.177483990256400048e+00, 1.053361404004284685e+00, 1.437171085235229073e+00, 9.286179701147084797e-01, 1.163067568087218895e+00, 1.013183761366675428e+00, 8.969244061872598817e-01, 5.499438611875240301e-01, 1.253645307586607416e+00, 6.389515460201903307e-01, 8.510324717450843401e-01, 9.261830788926389557e-01, 6.721540665886311938e-01, 7.663455979042196331e-01
2.051000000000000000e+03, 6.277519860253416573e-01, 2.146719480102275757e+00, 1.181881174781838961e+00, 1.222511796184352129e+00, 1.870045777269261578e+00, 8.580714441852101970e-01, 1.085797427512944724e+00, 9.701663547355092732e-01, 9.150830229226734058e-01, 5.604650295162549867e-01, 1.269001903787320362e+00, 9.048152133927974683e-01, 7.658704398959186310e-01, 1.120797438788233347e+00, 5.834228287723796091e-01, 6.943172921888138838e-01
2.052000000000000000e+03, 5.466095477931887103e-01, 2.013542664516040137e+00, 1.130573570243503800e+00, 1.198944426344254577e+00, 1.313580145682761824e+00, 8.741671772650664307e-01, 1.082823699165511133e+00, 9.485052773804554249e-01, 9.964815200551564445e-01, 5.760543006934829569e-01, 1.228768203002495785e+00, 1.360840472783126032e+00, 7.900041034395497430e-01, 1.045823302812453504e+00, 6.296028798152689676e-01, 8.443463999546717558e-01
2.053000000000000000e+03, 4.619767248511247870e-01, 1.747860292317010789e+00, 1.145389010763446791e+00, 1.178220430183838374e+00, 9.692836014576923231e-01, 1.074891438486898387e+00, 1.018913612318429696e+00, 1.084631335523489337e+00, 9.939317063387114182e-01, 5.903318393756473714e-01, 1.243940966475866716e+00, 1.505965019370599789e+00, 6.578895216340727714e-01, 8.598677724641162756e-01, 8.108989713649772391e-01, 7.774069195142323530e-01
2.054000000000000000e+03, 4.313596104509940798e-01, 2.062165049957521923e+00, 1.179040440232209441e+00, 1.372433614857874629e+00, 9.462988240606755586e-01, 1.154585703425293319e+00, 1.011583348506724267e+00, 1.300790588885110566e+00, 1.019851192373392612e+00, 5.663846331312529792e-01, 1.268472094290453267e+00, 9.230272638447386546e-01, 9.198230489333756310e-01, 1.004252341062147336e+00, 7.360937333650142689e-01, 7.469708486224989619e-01
2.055000000000000000e+03, 5.103072654406708430e-01, 2.958387283861513950e+00, 1.178987615523013233e+00, 1.359295905431930462e+00, 1.069274028841741497e+00, 1.132260553146596571e+00, 1.054066123431855573e+00, 1.223247829950860899e+00, 8.843949524452968669e-01, 5.444280960359402233e-01, 1.241922109546634845e+00, 6.294337222100367946e-01, 1.623453701902509927e+00, 8.514168494101734819e-01, 8.262754157301303026e-01, 9.200843624648729069e-01
2.056000000000000000e+03, 4.999852668456672977e-01, 1.815174635620860899e+00, 1.178042677419474993e+00, 1.247449155529557485e+00, 1.274683162558315708e+00, 1.001285960026176536e+00, 1.057856604652994248e+00, 1.173166990772975149e+00, 8.949673326359067760e-01, 5.601865968790196160e-01, 1.273197202698921338e+00, 8.564360838125848474e-01, 1.030720411957234406e+00, 8.803146848516509859e-01, 1.065972361905695998e+00, 9.119596274060205454e-01
2.057000000000000000e+03, 5.009445582225625637e-01, 1.921759816815710176e+00, 1.176999167424384707e+00, 1.106980149013341075e+00, 9.428973834758139771e-01, 1.125592209587121362e+00, 1.155589671103879557e+00, 1.159999646097606085e+00, 8.660560659522130722e-01, 5.788627698868851201e-01, 1.255030835076115237e+00, 1.204363842496358306e+00, 6.997295491378392462e-01, 1.055237332131650385e+00, 7.120432747525066164e-01, 9.013937439002940311e-01
2.058000000000000000e+03, 5.076726447452170055e-01, 1.758465603099950147e+00, 1.101977081652020907e+00, 1.009239181374509187e+00, 7.662438697324989167e-01, 9.753598277239771130e-01, 1.218940759741672153e+00, 1.173230693755114018e+00, 7.929060773868688017e-01, 5.638471090816299380e-01, 1.280369623037127536e+00, 1.351059019428513031e+00, 8.797000921506862303e-01, 1.033550273213849957e+00, 7.309690939876328786e-01, 9.285294246906096172e-01
2.059000000000000000e+03, 5.251535080237894615e-01, 1.805885210628089155e+00, 1.173826045498546966e+00, 1.180313713542121778e+00, 7.407015844501878554e-01, 1.046235086261937841e+00, 1.329894269853419075e+00, 1.076698208282266478e+00, 9.234048177789515588e-01, 5.623558943267946697e-01, 1.194032724470722062e+00, 1.000715145626099645e+00, 1.020480982386289925e+00, 9.972056675932812198e-01, 6.858172056509723724e-01, 8.293063266461317973e-01
2.060000000000000000e+03, 4.849124790013527031e-01, 2.010798782603494761e+00, 1.169540404549570312e+00, 1.422400178240792457e+00, 1.002321249028695238e+00, 1.042977255912477030e+00, 1.233569970325340215e+00, 1.120968722137188900e+00, 9.647964841062741659e-01, 5.708871637992940506e-01, 1.250293458634912591e+00, 6.509105400467600777e-01, 6.126527426024308554e-01, 1.125526092781799603e+00, 6.372236389964360814e-01, 8.276269866632269823e-01
2.061000000000000000e+03, 5.309819925664478468e-01, 2.407327680903789791e+00, 1.217541822526065465e+00, 1.300320417958502617e+00, 1.424373912970762435e+00, 1.075022614839586721e+00, 1.186226114505516849e+00, 9.939043916975119908e-01, 1.030479446246880926e+00, 5.840829509211425963e-01, 1.262911978638436628e+00, 8.974127504310166481e-01, 6.899982111501713478e-01, 1.028017207606893857e+00, 7.682646917977635770e-01, 7.549113442172983302e-01
2.062000000000000000e+03, 4.771250617674774319e-01, 2.361868012493955948e+00, 1.208813668971351341e+00, 1.266017063169360801e+00, 1.659380792251128334e+00, 1.137937527511661884e+00, 1.229712637579838397e+00, 9.602155413497537317e-01, 1.065585941211953935e+00, 5.941831732013360678e-01, 1.212363772559895247e+00, 1.359241500968596084e+00, 8.018102354990825908e-01, 9.203797036088801065e-01, 6.849755400845188857e-01, 8.027268989448959058e-01
2.063000000000000000e+03, 4.663146398254033320e-01, 2.417831065052169048e+00, 1.175418577936790943e+00, 1.264934339385642037e+00, 1.159409477316287296e+00, 1.038755271416452519e+00, 1.386059319537634504e+00, 1.084214952910475205e+00, 1.010455139347571363e+00, 5.593292964164653380e-01, 1.244591683899461065e+00, 1.094307165467337306e+00, 9.500588473495910069e-01, 9.859037871157609878e-01, 6.227934178937970522e-01, 7.666654262001546538e-01
2.064000000000000000e+03, 5.769492115396245291e-01, 1.903584240193110677e+00, 1.210764510197320787e+00, 1.148089113777772452e+00, 1.183914840563734083e+00, 1.118294604780293078e+00, 1.362237203847650235e+00, 1.247841006782480333e+00, 1.083070170256643650e+00, 5.713523389258400309e-01, 1.194841494385355807e+00, 7.911149556820994411e-01, 7.870565915670170165e-01, 1.025110664013752171e+00, 6.253780772908814622e-01, 6.807892827372143962e-01
2.065000000000000000e+03, 6.050954719183730957e-01, 2.219610866698457752e+00, 1.173714715209306592e+00, 1.124158702867017690e+00, 1.722235736042478482e+00, 1.077551088110964672e+00, 1.285123827741236013e+00, 1.313035427651571441e+00, 1.099321074068525306e+00, 6.130634954743626741e-01, 1.243960971230665402e+00, 1.130293940773368089e+00, 7.065484387875953232e-01, 9.542297078637244079e-01, 6.382165329214021243e-01, 7.548889006109686939e-01
2.066000000000000000e+03, 5.342039882964313424e-01, 2.139220844438647795e+00, 1.161802946550589244e+00, 1.239412313950321254e+00, 1.716215721409461548e+00, 9.476430591709730233e-01, 1.150978982418312757e+00, 1.231962711414119171e+00, 1.019267389776270516e+00, 6.106325288876573998e-01, 1.276852199857615666e+00, 1.581788718653593939e+00, 1.136076021976653694e+00, 1.060123352096988159e+00, 7.013037053197583859e-01, 7.852464888452205249e-01
2.067000000000000000e+03, 4.650730758130378062e-01, 2.367255327057389280e+00, 1.217576654613767850e+00, 1.293379973199461297e+00, 1.022223079889398090e+00, 1.140328461169030971e+00, 1.153403169140268636e+00, 1.188662113966001188e+00, 9.783998900874205651e-01, 6.088018956338892007e-01, 1.274964170181497769e+00, 1.429408466529577204e+00, 1.571371754775839458e+00, 1.086496972697949648e+00, 6.241406838467757900e-01, 8.902776279414256200e-01
2.068000000000000000e+03, 5.358457517270442949e-01, 2.155568241946387520e+00, 1.150376700150950171e+00, 1.120170175822042147e+00, 1.098617155005294999e+00, 1.054450838255050815e+00, 1.079007320638548650e+00, 1.193280854133180968e+00, 8.833586466310560104e-01, 6.131184645343212836e-01, 1.221768092032654129e+00, 8.117650542999717000e-01, 1.099891546633277262e+00, 1.011620086121908235e+00, 8.192181394529352012e-01, 7.370378129098653641e-01
2.069000000000000000e+03, 5.608035581756158905e-01, 2.851253650174874199e+00, 1.186954747219986395e+00, 1.123163097244162412e+00, 1.624017952556853661e+00, 9.902000064006023505e-01, 1.018806725295865245e+00, 1.135711576343518159e+00, 9.127200451016923566e-01, 6.239642448900266647e-01, 1.263569412232822931e+00, 6.308162513294185425e-01, 6.748266243981489998e-01, 8.148451165350022452e-01, 6.701888982900913172e-01, 8.011020578367494815e-01
2.070000000000000000e+03, 5.216424574257685354e-01, 3.110816354027824193e+00, 1.079632428909780062e+00, 1.165331517632814506e+00, 1.345299393398292409e+00, 1.044006202396193572e+00, 1.100152975646388809e+00, 1.156076222852373547e+00, 8.632798702346460296e-01, 6.167152339269484917e-01, 1.225430733381835946e+00, 7.432779038782840741e-01, 8.213894059292617955e-01, 9.762194715417731317e-01, 7.162807715361647620e-01, 9.552326057587933184e-01
2.071000000000000000e+03, 4.930872003978941098e-01, 2.469429073725936341e+00, 1.135821206675720063e+00, 1.391532953864769606e+00, 9.894765871455554196e-01, 1.032994817100287843e+00, 1.078019600271263645e+00, 1.037981485574561491e+00, 8.750502219885679667e-01, 6.070627795843855923e-01, 1.207753812442317498e+00, 1.140456231311965274e+00, 1.052746560991859592e+00, 1.100960629756435827e+00, 6.873903964127573429e-01, 1.103420278399920740e+00
2.072000000000000000e+03, 5.229965954719921761e-01, 2.183197527797753335e+00, 1.135107224828945771e+00, 1.311892031128256253e+00, 1.236370426460656979e+00, 9.708643171060808985e-01, 1.180561336713419340e+00, 1.006291527375706485e+00, 9.795285478142302660e-01, 5.730711972275011057e-01, 1.223409657920347504e+00, 1.438663226377183912e+00, 7.033719000277495192e-01, 1.193585825223601571e+00, 6.130245286696549556e-01, 9.559021226106343416e-01
2.073000000000000000e+03, 5.350362143979797702e-01, 1.963271008598892031e+00, 1.177826601903671166e+00, 1.276809386220274289e+00, 1.214259789562117886e+00, 1.011789429683155772e+00, 1.176389516132715807e+00, 1.073358936724954527e+00, 9.290841507216700546e-01, 6.041623032353101719e-01, 1.224525099797173278e+00, 7.858174599109369884e-01, 7.734409028417342791e-01, 1.099804117907229317e+00, 7.177960541951563522e-01, 9.849587701809833229e-01
2.074000000000000000e+03, 5.452921592173137766e-01, 1.920688363524020836e+00, 1.096915011746656399e+00, 1.419828925173690637e+00, 1.131366871737929269e+00, 1.079108728303300291e+00, 1.221223116267513564e+00, 9.522998905176045525e-01, 8.590245695269644877e-01, 6.079563103890465170e-01, 1.226727526595536633e+00, 6.691301299449050610e-01, 5.886231767996885633e-01, 9.435360975075035572e-01, 7.231970373706367861e-01, 9.101505021358525793e-01
2.075000000000000000e+03, 6.261805972597397352e-01, 2.207183058790590735e+00, 1.223285318940661393e+00, 1.388837867342305410e+00, 1.218108785453417164e+00, 1.061417934246559058e+00, 1.277871836314890430e+00, 9.696111131073925637e-01, 9.227877634922070360e-01, 5.746762497331608932e-01, 1.270546968075281224e+00, 8.328456235936122498e-01, 7.209922772079275788e-01, 9.256217156334610729e-01, 8.473430308045473147e-01, 8.428119911194775771e-01
2.076000000000000000e+03, 7.132888777283793447e-01, 2.321260969780304606e+00, 1.227417474085212179e+00, 1.210324795490046235e+00, 9.952726370174411752e-01, 7.881300701224919214e-01, 1.276669947355493440e+00, 1.084507255861352215e+00, 9.701249874159919573e-01, 5.482357694869961495e-01, 1.270983317294291259e+00, 1.227648530515293324e+00, 1.312288733828041565e+00, 1.090735098604660225e+00, 7.045934687538102370e-01, 9.066191327888737383e-01
