year, UKESM1-0-LL, IPSL-CM6A-LR, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, CMCC-CM2-SR5, INM-CM4-8, MIROC-ES2L, CanESM5, ACCESS-ESM1-5, INM-CM5-0, EC-Earth3-Veg, GFDL-ESM4, NorESM2-LM, CESM2-WACCM, NorESM2-MM
2.025000000000000000e+03, -1.080234327200931266e-01, -6.254861718673618842e-01, -1.768559590576032348e-01, -7.972157226692558329e-02, -6.755427631920814247e-02, -3.915023796329860639e-01, 1.009784054544612619e+00, 2.151192929991624647e-01, 9.356788533468959890e-02, 2.821123115760072464e-01, -8.142358210805421270e-02, 8.514384737998323960e-01, -6.833553328932981952e-01, 1.018934272806353292e-01, 4.910693313505890695e-02, 9.615010966983128515e-02
2.026000000000000000e+03, -2.069208446776397980e-01, 2.934913505297526148e-01, 7.475408690649919252e-02, 7.828486232143668788e-01, -1.507019876678004633e-01, -4.745676157535461681e-01, 7.898731359526907081e-01, 1.656629011187615852e-01, -2.335687172807947298e-01, 5.161240987516830803e-01, 4.210928421363752117e-01, 8.307388465119718290e-01, 3.519448587299071063e-01, -1.789088188319400974e-01, 1.031579692440313112e-01, 1.037193941103918965e-01
2.027000000000000000e+03, -9.700283379381181847e-02, 2.374001761642904884e-01, 2.646765875244985189e-01, 2.863060400991527914e-03, 5.814910131857860959e-02, 2.441150206964080027e-01, -3.044301512803912133e-02, 7.888946065347837364e-03, 3.331929711287867080e-01, -6.823376641902381690e-02, 2.036178541222528338e-01, 1.265261356731811337e-01, 2.697559846331533673e-01, -1.582810436987494296e-01, 5.696966902191086257e-02, -1.295304186176071126e-01
2.028000000000000000e+03, -9.788376920334282416e-02, -2.217777202465995301e-01, 1.707261974953959704e-01, -3.652511952402619916e-02, 3.004957950006327816e-01, 8.939534012547513120e-01, -1.902457009260481724e-01, 4.209001325054328481e-03, -3.092871480019184632e-02, -1.549632926696402346e-01, 5.767029199930423511e-01, -5.110790452147422405e-03, 5.710863095084715152e-02, -1.728180479873048930e-02, 2.506404908569935808e-01, -8.050860866254984372e-02
2.029000000000000000e+03, 3.502851400689478423e-01, -3.020425372140082554e-01, -5.457408491904512937e-01, -6.413570034546751952e-02, 1.065476774876979171e-01, 1.428920252462879126e-01, 2.261829192638687980e-01, 1.526406230319903023e-01, -1.278503967781766670e-01, -1.670363701365677189e-01, 2.997608378100160009e-01, -7.482436183979647160e-01, -4.658695093410886168e-01, 1.823378886795015419e-01, -4.236586310261386545e-03, 9.264572883246637025e-02
2.030000000000000000e+03, 3.142336753965538909e-01, 4.588197368034884760e-01, -3.819573681856661684e-01, 6.871760997272842175e-01, 2.754043697209995756e-03, -8.617036185974399909e-02, 6.664428710764873642e-01, 1.731685741513410426e-01, 3.685109687824295044e-01, 5.227439036131829031e-01, 5.270893142293991973e-01, 2.431557359935771975e-02, -5.150646381110368655e-02, 2.799963690140644945e-01, 2.556619167920380631e-02, 1.724451900495233003e-01
2.031000000000000000e+03, -3.439276083878220480e-01, 4.207050932490949413e-01, 1.340903691423592337e+00, 3.317407757411476865e-01, -2.452195144227589316e-02, -6.667523774055303942e-01, 1.124628615385663832e-01, 8.024025661252787156e-02, 2.817023528841511859e-01, 3.348873992160629198e-01, 2.607368725393819850e-02, -7.987764912702451925e-01, 1.258918572811599246e-01, 1.156621935609789403e-01, -7.756739417138178161e-02, 1.167451778333274404e-01
2.032000000000000000e+03, 2.007725771595790520e-01, -9.162512865151161909e-03, 1.518244569112678077e-01, -2.169388419898533593e-01, 2.801401172141106954e-01, -3.361155474066839788e-01, -1.283693948827548947e-01, -1.471495191466673513e-01, -3.421340457001545987e-01, -8.302547768149637353e-02, 5.319476099746277969e-02, 2.031733516902207992e-01, -3.251893109402170245e-01, 8.560345899448254525e-02, 6.054155787733386807e-02, 8.615694270671500621e-02
2.033000000000000000e+03, 3.859612847239454747e-01, -2.770548352117135904e-01, -9.968603539029229355e-01, -1.634244433336426994e-01, 3.645231117301765602e-03, -2.653933793351057405e-02, 2.499727567653990401e-01, 3.536848539735036601e-02, 3.030086592888301400e-01, 4.959314542855092905e-02, -2.414907279211152002e-01, 1.243997099438690634e+00, -2.919089084295477532e-01, -3.191392550149347446e-02, 3.667798173862829580e-01, 1.530012166157325715e-01
2.034000000000000000e+03, -2.552800049818264028e-01, 5.337166718630991236e-01, 4.235884720850704444e-01, 8.357304128772360396e-01, -2.489353333687481518e-01, 4.581095426332134624e-01, -1.253831879264007410e-01, 4.197445846711700401e-01, 3.435622146394249343e-01, -1.236077838728135425e-01, 1.584773832188270948e-01, 2.650586347401045484e-01, -1.987251718282724566e-02, -1.718091195006632710e-01, 4.622726098453858179e-01, 1.667518109572785900e-01
2.035000000000000000e+03, -9.300777498471532456e-02, -4.347921169955708959e-02, 1.898756703826254277e-01, 4.744841194172863541e-01, 6.840664900066804055e-01, 4.293240762890323525e-01, 2.959157590853702113e-01, 3.045954257902658280e-01, 1.822419368491794145e-01, -3.557447961142052445e-02, 2.790145584619990737e-01, -1.119484962501249958e+00, -3.211583092430954443e-03, -3.363898682904100518e-02, 3.457466635420620715e-01, 7.873280532020138223e-02
2.036000000000000000e+03, -1.147174394723735613e-01, 9.619379578882486515e-02, -6.341819548018042818e-01, -2.903919889267790322e-01, 7.828965519062932588e-01, 2.900646402111766234e-02, 5.744947686703720802e-01, 5.406276436997062979e-02, -1.908732498410333212e-01, 4.616540502681758251e-02, 1.005763886465059903e-01, -2.850853190791126646e-01, -4.805551193761549433e-02, 2.358582177294573645e-01, -1.376342321312583328e-01, 7.076017113409958925e-02
2.037000000000000000e+03, 6.999328490632808659e-03, 4.535352247913086443e-01, 4.375620237474548979e-01, -1.302906602474116493e-01, -3.956691091867946541e-01, -4.599221790693451828e-01, 4.279837137365796185e-01, -5.650867076395373750e-02, -6.959635471411845797e-02, -2.405289492648864380e-01, -1.437367988835755450e-01, 1.069196664831112198e+00, -5.904841277986101755e-02, 1.024921387103640141e-01, -2.884581918430638159e-01, -6.530658451951466825e-02
2.038000000000000000e+03, 2.079602833433461667e-02, -4.642705998018426539e-01, 8.271338463692108345e-01, 1.630990083029957849e-01, -8.975297178628199868e-02, -5.245341447458483630e-01, 4.691252759708747777e-01, -2.334204518299883360e-02, -2.347838716512802848e-01, -4.300623998034834305e-01, 3.768713499177424597e-01, 6.049372097570634432e-01, 2.757404819770470916e-01, 4.247499402639961369e-02, 1.228913584533773695e-01, 1.183013687907198963e-01
2.039000000000000000e+03, 1.272507071551416680e-01, 1.618238284406162131e-01, -5.339894773473197187e-01, -2.781375149967026950e-01, -5.346174065687304966e-02, 3.647509556045525625e-01, 3.248554275157028992e-01, 1.305043915492448692e-02, 5.609570053597889849e-01, -7.430625282117639396e-02, -4.115537946407222258e-01, -6.162479453436106036e-01, 3.975120367595028070e-01, 7.307632534180952266e-02, -1.187865718115189637e-02, 8.815302079276887692e-02
2.040000000000000000e+03, -3.661345119277812366e-01, 3.948753209305944645e-01, -7.768179081643847850e-01, 4.384055652160471217e-01, -8.434158330835324346e-02, 4.406649095313422415e-01, 1.030410413817546972e-01, 1.271254334666147012e-01, 6.533958188209537665e-01, 2.312664434561182147e-01, 2.929173954448887063e-01, -7.268955711474692216e-02, 3.013504032078722084e-01, -1.658539230866405007e-02, -1.036016517382898350e-01, 8.286531518467665780e-02
2.041000000000000000e+03, 3.951266528566625968e-01, 1.238082497590278913e-01, 8.092366655690360622e-01, 5.279962911074774778e-01, 4.630792830672672555e-02, 2.015509780552678931e-01, 2.787609558297472478e-01, 5.464510769557840569e-02, 1.341550320119059725e+00, 2.093521167986432119e-01, 2.104638180905934741e-01, 5.275102165879230753e-01, -5.909129180816976579e-01, 9.696960298340716322e-02, -5.847371608302631696e-02, -8.381327211140479627e-02
2.042000000000000000e+03, -5.757564519341451525e-03, -1.980015229025519977e-02, 3.747419140382844405e-01, 7.703596914095171000e-01, 1.567796975461661080e-01, 3.189658214146254278e-02, 2.014072610312130918e-01, -3.613301115681284703e-02, 5.993256592822943096e-01, 2.781693231669933319e-01, -7.492244942198431068e-02, -3.618342300294623004e-01, 3.185925363866010107e-02, 2.562316757472580392e-02, -1.155968650508465249e-02, -4.723639137472881999e-02
2.043000000000000000e+03, -2.303124395291026583e-01, 3.917752113937363334e-01, -2.717454330412011343e-01, 6.144796244752233350e-02, 3.551338410932423084e-01, -2.042749730360310934e-01, 2.289160233022984881e-01, 1.844539974267542237e-01, 1.698304830643198411e-03, 1.508978909100189558e-01, 4.956717577084706616e-01, -1.407712356601436232e+00, 7.211493079010429241e-01, -2.256710414302998038e-03, -6.994427366263499674e-04, 2.099977534462023343e-01
2.044000000000000000e+03, 1.837221379417227629e-01, -2.237438697922214670e-01, -1.115621793216295066e+00, -2.891884064770658402e-01, -4.726710772271865146e-02, -6.121818001091398065e-01, 1.354645901794578056e-01, 2.900630617645256759e-01, 4.742847154442414448e-01, -3.779752291077163873e-02, 1.934352755371982480e-01, 3.622039909882431297e-01, -3.804101668362430133e-01, 5.012486059582440395e-02, 1.474008025709091230e-01, 2.735609799269533293e-01
2.045000000000000000e+03, 1.045719698455002816e-01, -7.052656828148319568e-02, 8.458975507151398343e-01, 4.751920316389707799e-01, -1.476340801135236913e-01, 8.508842680039616635e-01, 9.094021728284756856e-02, -1.640847665825146892e-02, -2.311867739254290233e-01, -5.227527337472077235e-03, 1.643426129973413197e-01, 4.822855949221713789e-01, -1.284052998664998169e-01, 8.250284057124203374e-02, 2.095003439346664886e-01, 1.083731988086660131e-01
2.046000000000000000e+03, -2.453553095838241216e-01, 1.485977535008541073e-01, 2.931600727757162628e-01, -1.709581202299488845e-01, 7.609562943750151909e-02, 8.446786326480468787e-01, 4.987688010185907794e-01, -1.635854630143052657e-01, -6.963494933005629495e-01, 2.041919134921684198e-01, -1.881767876096169245e-01, 2.188536681733110612e-01, -1.327338342580384745e-01, 1.471750593475935343e-01, -7.728233215687368984e-02, -6.294606946382091950e-02
2.047000000000000000e+03, -3.856136352669294054e-02, 2.610912624330312681e-01, -8.407822478328326188e-01, 3.308069635662956309e-01, 4.292585620706232397e-02, -1.880434606694375843e-01, -3.253929128867393827e-01, 1.160257726931160221e-01, 5.819447455720238027e-01, -9.836293806220916536e-02, -5.625709811841831387e-01, -4.020374948429653039e-02, -3.693586871805901173e-01, 1.230100131984714074e-01, 3.425665519559498717e-01, 7.785446182732079501e-02
2.048000000000000000e+03, -4.885587152355785889e-01, 7.192014837057661980e-01, -3.860001015333160423e-01, 4.447163215025506378e-01, 2.387318713355530975e-01, -5.389125477399875352e-01, 3.998332837664422268e-01, 3.877025688067827769e-01, 4.855849478391671137e-01, 1.119833452068263319e-01, 2.429619879082252909e-01, 4.338061709432698976e-01, -3.494950437304090718e-01, -8.381294691501397012e-04, 2.191069996555884136e-01, 3.748373332820457704e-01
2.049000000000000000e+03, -3.287369404781583238e-01, -1.605525285417330472e-01, 9.351670752142482446e-01, -2.782430893418904594e-01, -1.034857641766208092e-01, -5.774113230853349377e-01, 4.544133095149028301e-01, -3.198298820033913803e-02, 3.443325430187035296e-01, -2.169037675532619613e-01, 8.387658947283762600e-01, 1.068166146534244854e-01, 2.210692022364351417e-01, 4.057864543761492693e-02, -1.997798020911126238e-01, 2.269990674958508314e-01
2.050000000000000000e+03, -3.187694599387545513e-01, -1.671399721293392593e-01, 5.443445778809486990e-01, 2.305098158857943683e-02, 3.685151941193996056e-02, 6.511955135674151185e-01, 3.103605486119886958e-01, -2.031111184670840730e-01, 6.730585417244729085e-02, -1.280797856304024263e-01, 1.659568272618705195e-02, 1.877194246480055617e-01, 4.019284899965627766e-01, -3.569991879971315396e-02, 7.732750434987492594e-02, -1.572565048688662481e-01
2.051000000000000000e+03, 2.902037712500380451e-01, -5.147949080297886670e-01, -1.836522712262738388e-01, 7.770596284645876484e-01, -1.194944322387706676e-01, 2.534829884975600134e-01, 2.584022770433881955e-01, 1.416911305069384619e-01, -3.144004586172812754e-01, 1.122059036309470681e-01, 2.915836573364020690e-01, -9.240286443987975884e-02, -1.115254100872228350e-02, 2.358601686603020164e-01, -2.569197839320421992e-02, -1.982102166018753775e-01
2.052000000000000000e+03, 4.012843092945993229e-02, 1.160550483431122687e-01, -8.975435168271991282e-01, 2.693523560101797054e-01, -2.928445977102115197e-02, -4.263881938420756579e-01, -1.321826334693399496e-01, 1.836496931352376016e-01, 1.602681041100121884e-01, -3.405823456382733316e-01, -3.433425130655127777e-01, 6.471934663290961065e-02, 2.412894792840704350e-01, 1.518822871294380483e-01, 8.445837223143677630e-02, 1.567935022381088950e-01
2.053000000000000000e+03, -5.236599194829382603e-02, 6.084521998387094621e-01, -5.103292376220739529e-02, -2.376167021579664307e-01, 6.058774636064152563e-01, -5.249852950864720702e-01, 1.491896290312189066e-01, 1.135558027813267923e-01, -4.107903047186686751e-02, -3.489640239062762883e-01, -3.123287121997485594e-01, -7.502442404015495780e-01, -3.510429043873353194e-01, -6.874457519410795414e-02, 5.226332040402846824e-01, -1.125013460556529427e-01
2.054000000000000000e+03, 2.659846044846650992e-01, 5.806023605240523411e-01, -7.009643297908429993e-02, 1.990512180896646666e-01, -3.185098933158541090e-01, 2.491647949900922532e-01, 5.489967044720346356e-01, -9.332091574247206034e-02, 1.801332783620199773e-01, -3.142207900317043889e-01, 2.493131156131354054e-01, 1.598687797932006882e+00, 6.218379389808939006e-01, -6.179862480982328821e-02, 3.680035818562293892e-01, 8.237926569864055526e-02
2.055000000000000000e+03, 3.408185105442763652e-01, -4.411359336330184649e-02, 4.837322024044184432e-01, -1.861852153981466418e-01, 5.419129600395731217e-01, 1.113115430810503126e+00, -4.879903751361446690e-02, -2.135920285013608866e-01, 2.331886038927612481e-01, 6.171401888238535645e-03, 7.185899385454756760e-02, -2.371690862516158960e-01, 1.485745945303074800e+00, 8.429540862313447680e-02, -1.114881138066556310e-01, 7.879353406714685593e-02
2.056000000000000000e+03, -1.755008024223197460e-01, -3.573128158610720806e-02, 5.593365885442862229e-02, 6.574568828976500023e-02, 4.466833986560057035e-01, 1.827535493459263582e-01, 6.051703575384913547e-01, 1.243846535831800021e-01, 5.510629810959101205e-01, -1.699168919290411361e-01, 3.558259785636921357e-01, -2.090054954197362036e-01, -5.239974674613245842e-01, 4.204920662255545033e-02, -1.819902932360804859e-02, 8.015027395813302535e-02
2.057000000000000000e+03, -1.934597071608066821e-01, 4.234842406644187540e-01, -7.957812007025089063e-01, 5.150866507513086612e-01, -3.590656363724409883e-01, -4.366227044445110117e-01, 2.362778341305841190e-01, 1.632127253847591442e-01, 3.928588865546335795e-01, -1.309436299965874018e-01, 1.041590513032972509e-01, -6.310125000167507991e-01, -9.263100204550548389e-01, -3.730149877447187790e-02, 1.296699692899936640e-01, 2.096758751925848208e-01
2.058000000000000000e+03, -5.144188673637192233e-01, -2.820830696264750026e-01, -1.047218612147651218e-01, 3.516712379020938695e-01, 1.081185027763906931e-01, 9.682580836441639915e-02, 4.734647590825893371e-01, 5.224129677710414449e-02, 5.758013069654497329e-01, -3.643350906958362639e-02, -4.936287359221167570e-01, -4.984448258049068922e-03, 3.010081705451474465e-01, -1.712757491692971368e-01, -1.248393309985478539e-01, 3.458476448064148889e-01
2.059000000000000000e+03, 1.622258772510453972e-01, 3.971349830536051728e-01, -1.762663757913841833e-02, 1.862451668701769203e-01, -2.089667711417926010e-01, -1.745530615026758339e-02, -4.987242341254858324e-01, -1.273285319945058058e-01, 2.065561975423488295e-01, -3.479868486079597950e-02, 3.711206609547861857e-01, -2.796852829762658255e-01, 1.562559702667979389e-01, 2.589044683607306108e-01, 8.473225300721211328e-02, 2.438927289027326417e-01
2.060000000000000000e+03, 4.995127347556582165e-01, -4.157304369732614524e-02, 8.676623500628717345e-01, 4.732027078374611007e-01, 9.532083715465052010e-03, -6.009887157689889348e-01, 1.980535785676254823e-01, 1.406545469087961131e-01, 1.422683675282604698e-01, -1.601656318757693487e-01, 1.153515404879896927e-01, 8.030112793353878509e-01, -7.893367267071216276e-01, 2.171787442562427006e-01, 1.332037846897338174e-01, -1.723010189073337362e-01
2.061000000000000000e+03, 1.929941654432188944e-02, 3.584891759177915027e-01, 3.549551771023086166e-01, 8.678364089689138972e-02, 9.041605318170374550e-02, -2.019327355377707467e-01, 2.949613816971814462e-01, 2.241231596002328241e-01, -2.072481912943109905e-01, 1.062498577394704186e-02, 3.422438739774133487e-01, 2.276714858797355689e-01, -1.478533947529253045e-01, -2.215679898700549308e-02, -8.558259593837135026e-02, -1.142932075692346394e-01
2.062000000000000000e+03, 1.917755768035223352e-01, 1.289678648998153487e-01, -5.340785246980831458e-01, -1.340102798482847857e-01, -3.089157888935690002e-02, 2.470451697189852535e-03, -6.309515114153940729e-01, 6.101920652766499448e-02, 3.710742167399931537e-03, -3.525331135364354052e-01, 4.893278491501681926e-01, 9.182508540390297291e-01, 1.803668777379323351e-01, 4.556269788443687019e-02, -8.891959533386814551e-02, 4.595389193901303626e-01
2.063000000000000000e+03, 1.046490211306896345e-01, 1.437186671517455550e-01, -5.648545507239357555e-01, 2.236610189979123531e-01, -1.420023177019613114e-01, 7.967037530623273245e-01, 2.467111394786922207e-02, -1.940294654009138142e-01, -6.977159125103178650e-02, -8.814628333298461793e-02, 1.101085614102702420e-01, -7.083545916835606304e-01, 3.124454243971889755e-01, 2.376706627038374375e-01, 4.147440098590119417e-01, 3.488787021962784229e-01
2.064000000000000000e+03, -3.251532751986345726e-01, 1.802204750903708685e-01, 1.064424378577060848e+00, 2.365069677944194593e-01, -4.985428312738682949e-02, 4.563260294325880428e-01, -4.601296434713049721e-01, 1.716306075196326886e-01, -3.546853142743540688e-01, 3.206761772792109388e-01, 5.850758954729672334e-01, 8.530234073421870400e-02, -2.515459354790295921e-01, 1.558749507255677569e-01, 4.114828119668834661e-01, -1.030453967445029012e-01
2.065000000000000000e+03, -2.522030224717659586e-01, -9.150143731866441921e-03, 3.864783040262680380e-01, -3.041965331795140615e-03, 4.357790720008361540e-02, 1.955033087779602663e-01, 2.744106736668743274e-01, 4.018341500388619147e-01, -1.366097410706001158e-01, 9.444985677215970987e-02, 2.278118029360396146e-01, -2.352828214958317121e-01, -2.511897192084124875e-01, -4.283805339242056226e-02, 2.045812316650240381e-01, -2.255982973806781589e-01
2.066000000000000000e+03, 1.942377889845651462e-01, 3.612615760834644169e-02, -8.024152872844627638e-01, 4.224629094507565963e-01, -1.095555112917874913e-01, -4.166600674918584102e-01, 7.346445012083454573e-01, 1.013739911732075699e-01, -2.360698406771113977e-01, -1.414332184266236248e-01, 5.103250346937766857e-02, 5.978055787462557280e-01, 1.027185286715750934e+00, -9.623798646611080032e-02, 1.812589802275448025e-02, -3.751729268623613112e-02
2.067000000000000000e+03, 1.645758654115282160e-01, 4.304397489158223733e-01, -7.069244149468228988e-01, 2.906032075827268413e-01, -1.012438083104149900e-01, -4.715110199788239420e-01, 4.403150611866171182e-01, 1.403555562654085487e-01, 8.529186907240415838e-01, -2.888711268925659437e-01, 7.232566595826155353e-01, -2.537576451615764506e-01, 1.154248251684184767e+00, -1.932143464488671539e-02, 7.430555561872602410e-02, 1.253309133714393397e-01
2.068000000000000000e+03, -4.190762822238865981e-01, 1.161211423263347614e-01, 1.066890530774058155e+00, 9.178820647016269763e-02, 2.499953133606445665e-01, -1.217533805913080386e-01, -2.515556743555453223e-01, 1.646642881115690238e-01, -1.307682154839651667e-01, 8.975085283884888521e-02, -2.118739633666980593e-01, 4.069855960089607816e-01, -5.591998699590980948e-01, -1.467820572502861673e-02, 7.974076672468306815e-02, -1.301508369109884433e-01
2.069000000000000000e+03, -1.122306048575211768e-01, -3.107108848848770255e-01, 3.023113902936689357e-01, -2.776845981298608490e-01, -2.026359291703826448e-01, -1.181911194096284257e-01, 1.309104916796804130e-01, 2.132725206734855661e-01, -1.658909048236756334e-01, 1.458992974342919191e-01, 1.004485905495856313e-01, 9.592892643895770677e-01, -1.018697940439492911e+00, -9.164196725533518828e-02, 2.136458477402923897e-02, -1.067719167745635606e-01
2.070000000000000000e+03, 2.675120685306285259e-02, 2.551129004935376310e-01, -1.034764648039353752e+00, 1.644590801407442016e-01, 1.139151764028911856e-01, 1.013874527332035314e+00, -2.379461079745990859e-01, 1.410121847543085172e-01, 7.202310496171369092e-01, -2.307136158652904057e-01, -7.740213955874652996e-01, 5.280198129637658777e-01, 6.529519041311570605e-03, 3.528088731399210698e-02, 2.656783430931203283e-01, 1.643256038324734658e-01
2.071000000000000000e+03, 5.804993033249997714e-01, -1.737753826864230078e-01, 1.322240082197227995e-01, 5.738571825649542157e-01, -8.836168545330341795e-03, 5.854358116178137728e-01, -3.071206010183841761e-01, -8.222142070150399371e-03, 1.039620720787768793e+00, -2.379295180817558031e-01, -1.247112387384765597e-01, -3.566450873765654173e-01, 4.431025054905011751e-01, 1.461130613080410534e-01, -1.857133841763877746e-01, 1.621642545329856355e-01
2.072000000000000000e+03, 1.827154085478633824e-02, -9.126074459951544204e-02, 6.845279421829559841e-01, 6.872736652324832329e-01, -1.734833907335946446e-01, -1.899824861846771962e-01, -1.623425163816908101e-01, -1.987548337139647958e-01, 7.653273750548953425e-01, -2.043908212440912267e-02, -1.205467215047681812e-01, -6.226022866374314457e-01, -7.275720434523079705e-01, 8.713740154335775090e-02, 7.084520241016088737e-02, -2.879619880751407152e-02
2.073000000000000000e+03, 1.258455962104727821e-01, 1.583935447445074529e-01, -7.522114578750397351e-01, 3.094683418640808981e-01, 2.314523389852950475e-01, -1.216289135575301383e-01, 9.728632217965219042e-02, 1.339356883913677687e-01, 2.142684146912688936e-01, -2.805502257721114584e-02, 1.253789665017500943e-01, -1.080725547414443932e+00, -9.217390796356483840e-02, 9.191879396308531847e-02, 1.478487082294235311e-01, 1.041309837137169292e-01
2.074000000000000000e+03, 2.819469572838895766e-01, 3.955443571885249310e-01, 5.776572211340781360e-01, 1.199197014616859847e-01, -1.712194343439157884e-01, -4.028809168497194393e-01, -1.453526185135120830e-01, 2.420074960140726830e-02, 5.796608103225617814e-01, -4.224354587277208244e-03, -7.095414189252921000e-01, 3.765001325508720020e-01, -3.957699824748257544e-01, -5.008832506529537626e-02, -5.015249404595385069e-02, 1.933117906632714211e-01
2.075000000000000000e+03, 4.597427112570469376e-02, -2.502483194042166015e-01, -2.948955819194897243e-01, -1.568126382130963781e-01, 3.727291635086890098e-01, -8.363255001667607713e-01, 2.203986110525834596e-01, -1.523738245759448939e-01, -1.801480482356384583e-01, 4.543843619824775026e-01, 7.202237667742789062e-01, -1.231412743666266962e-01, 1.587038024556514659e-01, -7.669177673626892400e-02, 1.153160563011401268e-01, 3.055171946334206065e-02
2.076000000000000000e+03, -1.478439893624578227e-01, -5.979462506757845519e-01, -3.045700918940416058e-01, 4.061210695263260395e-01, -2.885850561969333095e-01, 3.999800109656060920e-01, 3.848581901301295627e-01, -2.700914273290656586e-01, 2.054106926997673055e-01, 6.796400639613809913e-01, 6.966089111044510007e-01, 1.583025751146642568e+00, 1.264349889889213152e+00, 2.046485705985712500e-01, 1.621980001966881191e-01, 1.983088806167293272e-01
