year, IPSL-CM6A-LR, NorESM2-LM, CMCC-CM2-SR5, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, MIROC-ES2L, INM-CM5-0, GFDL-ESM4, NorESM2-MM, INM-CM4-8, UKESM1-0-LL, CESM2-WACCM, TaiESM1
2.067000000000000000e+03, 7.680933635287108707e+00, 5.847924761074004607e+00, 4.074064989083749033e+00, 3.522588571187906137e+00, 8.209708708621812789e+00, 8.233743848045815383e+00, 6.077806707203440517e+00, 2.601397768676410482e+00, 3.609964030397837753e+00, 8.616795802206583588e+00, 6.840682461369087974e+00, 6.556443588876112116e+00, 9.443740179360547771e+00, 3.463211586420942734e+00, 5.892549120889547964e+00, 4.782634833040567024e+00
2.068000000000000000e+03, 6.973901435625513123e+00, 5.414628751457892797e+00, 3.968849178792045240e+00, 5.234355135121308678e+00, 7.246712293875762434e+00, 9.359475608818913273e+00, 5.336548156096546869e+00, 3.220136118343915221e+00, 3.661341492083757920e+00, 7.573618569153140356e+00, 4.778507498850935953e+00, 5.788821601125219374e+00, 8.644620842978575581e+00, 1.834319436028139183e+00, 6.220893252397054596e+00, 6.144142960206649740e+00
2.069000000000000000e+03, 6.230084564941713587e+00, 5.202534580442006451e+00, 4.014245780384316120e+00, 3.583828525491268291e+00, 7.534936899514864450e+00, 9.529445156906493963e+00, 2.965325875076986417e+00, 3.431041759668655544e+00, 3.774853253469203196e+00, 7.861441471858682917e+00, 2.990761380383280876e+00, 5.664279340693646247e+00, 9.269301163667519106e+00, 2.495915427739477721e+00, 5.641574697266473315e+00, 6.459470279961585959e+00
2.070000000000000000e+03, 6.870506512875839356e+00, 5.429702189795817091e+00, 5.871430109466578173e+00, 4.422537085786445665e+00, 8.875557318126910289e+00, 8.695135175147534312e+00, 5.128764719165158859e+00, 2.808018156505609042e+00, 3.599176025292362802e+00, 6.801581158971616858e+00, 3.640623509282624681e+00, 6.582612909440359594e+00, 8.775223657682847289e+00, 2.766974681577611062e+00, 6.312934353348306438e+00, 5.262223231066952778e+00
2.071000000000000000e+03, 6.378894718986009238e+00, 5.552011802493885817e+00, 6.043059068342242490e+00, 3.925623764210460109e+00, 9.449336237507136360e+00, 8.074579934251328694e+00, 6.371715287998660493e+00, 2.774122504122423116e+00, 3.470209152755256987e+00, 7.575083284367943648e+00, 4.685736533989673269e+00, 6.356087324969324825e+00, 8.494493813631196488e+00, 5.038842663244105680e+00, 5.025952217997105009e+00, 5.270710800761457371e+00
2.072000000000000000e+03, 6.140639285115902624e+00, 5.817641065543168288e+00, 5.541416329503918270e+00, 3.197234345123857402e+00, 8.837658097430843185e+00, 8.013107808723360037e+00, 7.813287788734733397e+00, 3.104130076500915880e+00, 3.100469521800619077e+00, 7.459203127764000740e+00, 3.055743724979055109e+00, 6.110093143540581195e+00, 8.803905868907065724e+00, 3.468926248577767435e+00, 5.356229383699416147e+00, 6.080750099879942638e+00
2.073000000000000000e+03, 6.702871003178074716e+00, 5.553188298140214307e+00, 5.505523221378620491e+00, 4.747706486813680016e+00, 9.110813751484299061e+00, 7.334697474882607260e+00, 6.466901281273871760e+00, 3.076349253308389375e+00, 3.572983208568699887e+00, 8.014398367587849847e+00, 3.349392964111080673e+00, 6.516299285173963618e+00, 9.097208244463629967e+00, 3.716134635944649656e+00, 5.640307453773767854e+00, 5.114099959330933309e+00
2.074000000000000000e+03, 7.394763081645648661e+00, 5.112278322454456791e+00, 4.177003593509914126e+00, 4.061953162179976928e+00, 8.643604565999059020e+00, 8.276567680466273558e+00, 5.139168859484402496e+00, 3.114922262567026312e+00, 3.416668540630379614e+00, 7.006740371236269027e+00, 2.501174798953085254e+00, 6.741157114729030120e+00, 8.847229705483519169e+00, 4.527750853008188692e+00, 4.948805549976424523e+00, 5.894485252810812703e+00
2.075000000000000000e+03, 6.489216507793913458e+00, 5.189229869463525269e+00, 3.189698060211369590e+00, 5.770941098543000969e+00, 7.928796767386812938e+00, 7.826138599878232682e+00, 4.661329911707895235e+00, 4.011336304088022331e+00, 3.251415301080363474e+00, 8.838522237496471590e+00, 3.199828870418726101e+00, 6.712669707260496388e+00, 9.255053984187870952e+00, 3.943095023732380522e+00, 5.376686894939441963e+00, 5.277061907097254867e+00
2.076000000000000000e+03, 4.694303592640998168e+00, 6.216226286721576955e+00, 4.672200915413532663e+00, 3.889768827814541030e+00, 8.186916788714674098e+00, 1.072897610171215277e+01, 6.339171487531952032e+00, 4.545009790858879128e+00, 3.111779369896842784e+00, 8.902897205524864077e+00, 5.754182981067470948e+00, 6.907289316549827696e+00, 9.605608963090114472e+00, 2.759839285182875024e+00, 5.723845175896182802e+00, 4.797055373114340604e+00
2.077000000000000000e+03, 6.663682788017485592e+00, 6.791991113836482796e+00, 5.372535345800918627e+00, 4.890813743835925820e+00, 8.893078912793928481e+00, 8.867137771042267858e+00, 7.053344381910229721e+00, 4.008696893699056574e+00, 3.750826662376935960e+00, 7.750017605125766984e+00, 5.319698091929984329e+00, 7.592004825191096984e+00, 9.679363039360026733e+00, 3.567721643311183577e+00, 4.798142233158298353e+00, 5.633535412327787206e+00
2.078000000000000000e+03, 6.736130177504227490e+00, 6.761395276917990138e+00, 4.228833324581096065e+00, 4.578789639452016225e+00, 8.136460443101052320e+00, 8.577925612834913949e+00, 6.963846054325398605e+00, 3.676492494823472068e+00, 4.098554450551284312e+00, 8.490178447956772345e+00, 4.229032605876542839e+00, 8.492203782381213983e+00, 9.451474934365423408e+00, 3.388257460271498100e+00, 5.853481470491900929e+00, 5.098931651541502852e+00
2.079000000000000000e+03, 6.285299315829774969e+00, 6.284114437440996070e+00, 3.590146976655036237e+00, 5.987557494969618865e+00, 7.699727940570211260e+00, 6.929291745262487368e+00, 6.572350528357493893e+00, 4.002121800947526786e+00, 3.752824528759027611e+00, 8.102210836684550443e+00, 5.605291412453255795e+00, 7.772957105113970755e+00, 9.446791411914198022e+00, 2.563138617657086726e+00, 7.542950719836972517e+00, 4.963661057897008178e+00
2.080000000000000000e+03, 7.604502854500490017e+00, 6.107905346401379276e+00, 4.030003564002673677e+00, 4.046816081360948836e+00, 8.796093293363561827e+00, 9.374784643400246864e+00, 5.770979767297013119e+00, 3.859187620130775986e+00, 3.282158733920178317e+00, 8.153374326844097908e+00, 4.266396703356376108e+00, 6.787476445304218231e+00, 9.503837678278244994e+00, 4.139973174310026316e+00, 6.649908767996552506e+00, 4.914942587598918777e+00
2.081000000000000000e+03, 8.282431574445535460e+00, 5.775337648864319995e+00, 4.294683927138433610e+00, 5.068293899801406432e+00, 7.562116707086274481e+00, 8.427116711204709176e+00, 4.630450157350534113e+00, 3.426387460699437337e+00, 3.366454351978919846e+00, 8.120242009674440098e+00, 2.898827973998437280e+00, 6.565792601096048564e+00, 8.382336567182267828e+00, 2.582803929623449957e+00, 6.844265201116201958e+00, 5.634638280579657987e+00
2.082000000000000000e+03, 6.429607247200488374e+00, 5.557858574283616626e+00, 5.138418262854537844e+00, 5.123681936036345697e+00, 8.085396977143226138e+00, 9.060410364374826386e+00, 4.624432875788680342e+00, 3.842100678742273345e+00, 3.491978613329431713e+00, 9.294026749852177360e+00, 3.876294379264131340e+00, 6.491239438089412950e+00, 8.047413127411719103e+00, 4.496086274893108303e+00, 7.016561946021754537e+00, 5.285379307191735876e+00
2.083000000000000000e+03, 5.851091375981802400e+00, 5.551077802675863815e+00, 5.818942487732269520e+00, 3.549834686919987714e+00, 8.811821175688033136e+00, 6.865284546100635765e+00, 7.273470830443057089e+00, 3.965039284362543270e+00, 3.219850795599340287e+00, 8.108537095852932808e+00, 4.283224598833347052e+00, 6.651110893665938661e+00, 9.607955323717771279e+00, 2.640449472618117355e+00, 5.203600358004312199e+00, 6.261893263905432327e+00
2.084000000000000000e+03, 6.289489496657466816e+00, 5.575790156528946717e+00, 4.533584138286704146e+00, 4.632577532466830128e+00, 8.777592890335709441e+00, 8.621802774830213068e+00, 8.514887578460440309e+00, 2.937017278469946202e+00, 3.448695317176606157e+00, 8.525694507495060748e+00, 3.772834385482805697e+00, 6.511926796747617985e+00, 9.169510464466259947e+00, 2.763027021667694871e+00, 6.324109401778992279e+00, 6.834990724910063875e+00
2.085000000000000000e+03, 4.604517231531929156e+00, 5.759501736083555201e+00, 3.478865618109530544e+00, 3.882444842774550153e+00, 8.532839987410858029e+00, 8.450459212797001740e+00, 7.543193473624869583e+00, 2.659666844537563968e+00, 3.114652223394798192e+00, 7.778769147893634717e+00, 3.070369354263038808e+00, 7.073728181654677982e+00, 8.844285101166487806e+00, 2.696510465283816771e+00, 5.703658107263527732e+00, 6.272036917333440265e+00
2.086000000000000000e+03, 6.374601075498063985e+00, 6.591997425287439150e+00, 4.237230995692609525e+00, 3.645678889850779480e+00, 9.911861821807027795e+00, 9.021477169196879586e+00, 3.930824866054690503e+00, 2.878135281816740498e+00, 3.665427922060890520e+00, 7.286872037959183146e+00, 3.100813279420750579e+00, 7.326339963844519687e+00, 9.035464893345725557e+00, 4.029359631535932351e+00, 4.561185166301735094e+00, 4.906128326086400371e+00
2.087000000000000000e+03, 7.780386743731306787e+00, 6.728700287882602105e+00, 5.872681839599609432e+00, 4.745170439095950599e+00, 8.834016469296214424e+00, 8.527310630995744489e+00, 4.509366469767503993e+00, 2.807591435008028657e+00, 3.912363721635904401e+00, 8.719729545576818452e+00, 3.789946199561211593e+00, 7.214604680566766071e+00, 9.909410417400598803e+00, 3.400086079586315257e+00, 4.162839120643944568e+00, 5.802920672459971563e+00
2.088000000000000000e+03, 7.778082678513484893e+00, 5.858318960554933952e+00, 6.063542622452581021e+00, 3.713280785818939389e+00, 8.704488702136560008e+00, 7.427463802772871659e+00, 6.420866482057817848e+00, 2.442796308526512306e+00, 3.424333472527540945e+00, 8.323622030153893903e+00, 3.557470908505030671e+00, 6.986125599898992178e+00, 9.177631239379966388e+00, 3.052304016536625308e+00, 5.288260245642953272e+00, 6.173590728887149659e+00
2.089000000000000000e+03, 6.105979611878841418e+00, 6.110526064536052182e+00, 5.034801098880406833e+00, 3.193943848107882566e+00, 9.345907033785938012e+00, 1.029001018849500682e+01, 7.436177172622492115e+00, 2.093797357095363409e+00, 3.037307804402793909e+00, 8.392398181627438447e+00, 3.057465334321037620e+00, 6.391718955405960578e+00, 9.906721147861084376e+00, 2.963852682390132109e+00, 6.588082206760044635e+00, 5.988589813551262964e+00
2.090000000000000000e+03, 5.590630172013337784e+00, 6.024807710655790238e+00, 3.258598194043004437e+00, 3.935988519413598841e+00, 8.373097585817088628e+00, 8.956272361797855908e+00, 3.328841479329294195e+00, 3.030673804678485794e+00, 3.526480336298660312e+00, 8.860938550252273060e+00, 3.000162895562281662e+00, 6.187405077684286603e+00, 8.207503292782005744e+00, 2.844672591519380234e+00, 5.290548207671617931e+00, 5.668218329389861587e+00
2.091000000000000000e+03, 8.029447420279621994e+00, 6.345805415508843694e+00, 3.943781528565942107e+00, 5.361236055892909746e+00, 7.764642817625734494e+00, 8.871374642936563859e+00, 7.315479760032131296e+00, 4.323147871988011204e+00, 3.849609755746482342e+00, 8.532046650571642132e+00, 4.140950400970252687e+00, 6.686866849066221974e+00, 9.212888368618894930e+00, 3.552889332395920086e+00, 6.650855392311743941e+00, 4.804291126060045158e+00
2.092000000000000000e+03, 6.628795256870299468e+00, 5.685818829514255768e+00, 5.081553509969475080e+00, 5.279433132537794116e+00, 8.190350897221305715e+00, 7.704172721769670495e+00, 9.181943533189855344e+00, 3.724110257482725839e+00, 3.732839809985346147e+00, 8.336505329602708514e+00, 5.702606615847749971e+00, 7.493818549783274996e+00, 9.266124693649700816e+00, 5.931719469481696372e+00, 7.460812399386917093e+00, 5.999976940239409195e+00
2.093000000000000000e+03, 6.236204944962194574e+00, 5.640534670739545398e+00, 5.825408531090995545e+00, 4.673227482487260609e+00, 8.033222867792609634e+00, 8.665229057715237104e+00, 9.324701335670230407e+00, 3.539294965860831255e+00, 3.755511190512160091e+00, 9.183611963493369501e+00, 4.301601973650108768e+00, 6.628844016422380747e+00, 9.827517813947173053e+00, 5.225710121352187265e+00, 5.069260403516720359e+00, 7.269832709090995770e+00
2.094000000000000000e+03, 5.344135574759984131e+00, 6.613789709275973649e+00, 5.375910093441932602e+00, 3.390489654066305203e+00, 8.380493860213055868e+00, 7.480155695189759868e+00, 5.996464108258852121e+00, 2.970772478447829101e+00, 4.174389042578602549e+00, 9.294756594467981969e+00, 4.757994773876021100e+00, 6.529996197077108988e+00, 9.235315429099470563e+00, 4.813162993639649834e+00, 5.518471330426389265e+00, 6.670239358968082399e+00
2.095000000000000000e+03, 7.711463934917841101e+00, 7.030077576295511221e+00, 4.455225978046867041e+00, 4.520346802201633096e+00, 9.568489854535672023e+00, 9.098582130530539658e+00, 6.704269872884531800e+00, 2.797568560785436365e+00, 4.076252333187342813e+00, 8.860861033942949661e+00, 5.045474268960941977e+00, 6.516244177748842681e+00, 1.013745598985934038e+01, 3.858052420755042178e+00, 5.159778703371303621e+00, 5.487253817548109147e+00
2.096000000000000000e+03, 7.752008851469048167e+00, 5.711165872077842209e+00, 3.623679691859003071e+00, 4.101171564908180578e+00, 9.813375671243674603e+00, 7.554071283569954609e+00, 8.305758342437952635e+00, 3.023526180300444732e+00, 3.915964046474690541e+00, 8.263851714462328246e+00, 4.116645650498568898e+00, 7.478685503070296114e+00, 9.403272697654575296e+00, 5.020962476965323162e+00, 5.091451469058647206e+00, 5.811844234543333876e+00
2.097000000000000000e+03, 5.601548352423003863e+00, 6.164307650010052875e+00, 4.491062753455470791e+00, 3.748967793648394942e+00, 1.022850497974870088e+01, 9.212151989780700490e+00, 6.326533045375962949e+00, 2.625812797339124316e+00, 3.783710161338892153e+00, 8.170604371103189933e+00, 4.537055235698173483e+00, 8.131311013351274042e+00, 1.011677896431313251e+01, 4.813694692921769658e+00, 5.324636961261328238e+00, 6.426622201353381136e+00
2.098000000000000000e+03, 6.488697070683899781e+00, 6.094915963350882038e+00, 4.667032322845922288e+00, 3.813156374461519338e+00, 9.126499197642413463e+00, 9.277935730150597138e+00, 7.005400449492655390e+00, 2.252379368541324034e+00, 4.044157074771501215e+00, 8.669406132736815707e+00, 2.889765508554211770e+00, 6.910511957380554016e+00, 1.086096874932749579e+01, 3.991152414317841846e+00, 6.029643049999364735e+00, 6.152900649390777410e+00
2.099000000000000000e+03, 6.077838552470299582e+00, 5.569606232251035571e+00, 4.230401726776556792e+00, 4.661612995015726568e+00, 8.306801294359297927e+00, 8.978403370885978063e+00, 8.729486193237734781e+00, 2.657426078988092577e+00, 4.546083798150113431e+00, 9.026328168628838355e+00, 3.374816462194970779e+00, 6.289539382743519091e+00, 1.032525350958186472e+01, 3.625842954111256677e+00, 7.158515085522405563e+00, 4.857411663590354145e+00
2.100000000000000000e+03, 6.019422423278990131e+00, 6.001031609510452114e+00, 3.999416140788302876e+00, 4.016956481424489134e+00, 9.827792418709146105e+00, 7.953213158677663763e+00, 9.064348732139702491e+00, 2.572141118622742084e+00, 4.224590246024700235e+00, 7.556560758290736146e+00, 3.052262227370857950e+00, 6.312454375559822140e+00, 8.653137404615454997e+00, 4.576807553884898461e+00, 6.297983133351116258e+00, 5.999153979539664228e+00
