year, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, MIROC-ES2L, CNRM-ESM2-1, IPSL-CM6A-LR, MPI-ESM1-2-LR, EC-Earth3-Veg
1.954000000000000000e+03, 2.100396907172048127e-04, 9.826315591349143660e-03, 5.650409930105551592e-02, 1.926628026772867278e-02, 2.226626076418263545e-01, 1.571220848662037081e-02, 1.580254932285993577e-02, 1.003408924060714136e-01, 6.155587954026986441e-02
1.955000000000000000e+03, 2.405558508402352521e-04, 9.796508347469104483e-03, 5.632381612064314702e-02, 1.839265655391530627e-02, 2.269862588321086561e-01, 1.614148858372940754e-02, 1.704227644270950304e-02, 9.749997368489363159e-02, 6.780229736655457584e-02
1.956000000000000000e+03, 4.574165291207387459e-04, 9.759943836522070454e-03, 5.620826098078991750e-02, 1.829666513302468864e-02, 2.315694984396811373e-01, 1.618727359745453578e-02, 1.808174625532778593e-02, 9.732511568279536562e-02, 7.382850594004197742e-02
1.957000000000000000e+03, 7.686292907437239667e-04, 9.719586722421704600e-03, 5.611907004351664174e-02, 1.822691874257777872e-02, 2.368908826353331998e-01, 1.620444283643493466e-02, 1.909451766646737964e-02, 1.003226662777773476e-01, 7.990933029044980374e-02
1.958000000000000000e+03, 1.031183182628923455e-03, 9.675541115970057518e-03, 5.605385323954736182e-02, 1.819767733733811468e-02, 2.411167048715395778e-01, 1.586688989469377253e-02, 2.001437233810980307e-02, 1.040732227168008200e-01, 8.626061043510280246e-02
1.959000000000000000e+03, 1.254055494812722276e-03, 9.615290446114119899e-03, 5.600958470650071325e-02, 1.794589591079826657e-02, 2.445669970243956604e-01, 1.579727895137864394e-02, 2.062889158290353089e-02, 1.086386548589955425e-01, 9.255960056492115728e-02
1.960000000000000000e+03, 1.140698691160870826e-03, 9.379081997805753870e-03, 5.598381028985504465e-02, 1.742500130231948788e-02, 2.358218498480021963e-01, 1.539954149934211550e-02, 2.108983428194499687e-02, 1.145944634175638244e-01, 9.920093523078024611e-02
1.961000000000000000e+03, 9.001253228961040524e-04, 9.006665488407936127e-03, 5.561549252676999122e-02, 1.747548752424732399e-02, 2.323315080370662311e-01, 1.400837277679554266e-02, 1.926062713177278257e-02, 1.092364434790283195e-01, 9.603667827197381879e-02
1.962000000000000000e+03, 7.755058202891119273e-04, 8.683107220149002131e-03, 5.531004329873442232e-02, 1.815041257858479584e-02, 2.310158986929087832e-01, 1.271832346753605167e-02, 1.772284955263603995e-02, 1.083522993921897243e-01, 9.300627222231871993e-02
1.963000000000000000e+03, 6.979084764355293884e-04, 8.399529479219998082e-03, 5.503902209972451331e-02, 1.849153819975475274e-02, 2.308327331772768998e-01, 1.152909266616018204e-02, 1.635555921226837864e-02, 1.051448233311333552e-01, 9.009674978502774101e-02
1.964000000000000000e+03, 6.254161409401989141e-04, 8.149545611109568558e-03, 5.480835725199834085e-02, 1.792118656202004376e-02, 2.316391515538352708e-01, 1.044086250682519333e-02, 1.520680769340038846e-02, 1.019220000939342619e-01, 8.729371119470065443e-02
1.965000000000000000e+03, 5.643144008284362023e-04, 7.927242012477565131e-03, 5.457601362294296071e-02, 1.951284262553149018e-02, 2.328243384569064212e-01, 9.450999717560215965e-03, 1.419019660302892234e-02, 1.016556869547018266e-01, 8.459747017997701346e-02
1.966000000000000000e+03, 5.176398956651462931e-04, 7.729261415550382590e-03, 5.436364374588450316e-02, 1.810441652974098189e-02, 2.343326695543316018e-01, 8.585393716548548118e-03, 1.329143455599722523e-02, 9.952193804316250558e-02, 8.205129175411836340e-02
1.967000000000000000e+03, 4.725060166177739215e-04, 7.550815250602561923e-03, 5.407608497265248282e-02, 1.678371016646073785e-02, 2.357013570084423304e-01, 7.887198608721422005e-03, 1.259640167921300020e-02, 1.012666935272164837e-01, 7.964563336586064080e-02
1.968000000000000000e+03, 4.319055846639583665e-04, 7.395524702247895793e-03, 5.395965415868675397e-02, 1.663652054387457918e-02, 2.371622288886090779e-01, 7.310264358600069255e-03, 1.192851985588624757e-02, 1.062821729408565397e-01, 7.733524111329483086e-02
1.969000000000000000e+03, 3.982874755296797508e-04, 7.261128476809163707e-03, 5.384316002554035557e-02, 1.675109550548845028e-02, 2.392084379087213719e-01, 6.869792013283438151e-03, 1.172049473612764292e-02, 1.081266195287228921e-01, 7.513823185889693945e-02
1.970000000000000000e+03, 3.646003999281027591e-04, 7.121984370518199929e-03, 5.373366861202497763e-02, 1.607387041271952574e-02, 2.394134013475016365e-01, 6.762328984557079703e-03, 1.164013055872318084e-02, 1.054201949893475015e-01, 7.307136531484641206e-02
1.971000000000000000e+03, 3.342972726159142193e-04, 6.978587049854083173e-03, 5.336304818409360468e-02, 1.613038186598701393e-02, 2.399991551485054775e-01, 6.484239200011066885e-03, 1.075726517479901403e-02, 1.058372488978012033e-01, 7.067464339060873513e-02
1.972000000000000000e+03, 3.069350494068843875e-04, 6.844834160148212561e-03, 5.303847901932224468e-02, 1.696706696204916542e-02, 2.402823771030587197e-01, 6.207215172151179031e-03, 1.011096275485373445e-02, 1.052923177238696689e-01, 6.833424721340668195e-02
1.973000000000000000e+03, 2.821123422261778420e-04, 6.722011465689368970e-03, 5.274259471363960255e-02, 1.889772150925297239e-02, 2.402113786356619152e-01, 5.935180920538829161e-03, 9.601116040923098061e-03, 1.099848689323936340e-01, 6.611663219777058620e-02
1.974000000000000000e+03, 2.592479041984402355e-04, 6.605879074597484704e-03, 5.246636136814770285e-02, 1.740158036445301620e-02, 2.420136606824154213e-01, 5.678511373785515362e-03, 9.267818838875481816e-03, 1.105401971632734015e-01, 6.401933633097448006e-02
1.975000000000000000e+03, 2.386712330694608993e-04, 6.495487864633756395e-03, 5.220570822150887025e-02, 1.712179431095882040e-02, 2.452045241518884255e-01, 5.433719087680071586e-03, 8.775058335544384455e-03, 1.009959535563959704e-01, 6.201589561312627341e-02
1.976000000000000000e+03, 2.193947183283760638e-04, 6.388459577065154320e-03, 5.195862515695522793e-02, 1.869035325233251235e-02, 2.478208754219005105e-01, 5.193886048957005973e-03, 8.565195684389331071e-03, 9.962703649147569562e-02, 6.010374019058207368e-02
1.977000000000000000e+03, 2.017140678979978798e-04, 6.284451421568763331e-03, 5.172465822763586824e-02, 1.897516374841917708e-02, 2.506886834408095233e-01, 4.967418201466319676e-03, 8.246759376203239775e-03, 1.032822256120598109e-01, 5.829551064400528143e-02
1.978000000000000000e+03, 1.876026791619859655e-04, 6.185560200889029907e-03, 5.150345461435237165e-02, 1.956237912806264509e-02, 2.552683480271327188e-01, 4.769373007477925759e-03, 8.004938881808518203e-03, 1.054676592898030479e-01, 5.656805554961956417e-02
1.979000000000000000e+03, 1.739679625091091137e-04, 6.087646014231256307e-03, 5.129306042786614672e-02, 1.950807906805307815e-02, 2.604726302541205962e-01, 4.597350043942037556e-03, 7.978057677471282402e-03, 1.016995163127723950e-01, 5.490363044675521109e-02
1.980000000000000000e+03, 1.623579489813203826e-04, 5.991901127233528399e-03, 5.109220361042087627e-02, 1.892294368843592742e-02, 2.664863161549892445e-01, 4.501124465545093371e-03, 7.934510187193011613e-03, 1.002211532611271966e-01, 5.328443592827716846e-02
1.981000000000000000e+03, 1.527374082620705921e-04, 5.901226215199225494e-03, 5.083024917931633357e-02, 2.051319957625348175e-02, 2.716954234898831255e-01, 4.601893103056050802e-03, 8.028457846372556370e-03, 1.080996570910204707e-01, 5.173399587379487463e-02
1.982000000000000000e+03, 1.446985233288555545e-04, 5.816396076270746382e-03, 5.058599345248410151e-02, 2.166939756978533346e-02, 2.766511785850017113e-01, 4.659168637086663796e-03, 7.985996333329510241e-03, 1.133017019070770848e-01, 5.028957588055033706e-02
1.983000000000000000e+03, 1.374143975102879063e-04, 5.737539869425248643e-03, 5.035521566566244361e-02, 2.063511811212260030e-02, 2.801594407395443520e-01, 4.668756716594137796e-03, 7.999901504124865351e-03, 1.141737433900236048e-01, 4.888293340858721608e-02
1.984000000000000000e+03, 1.333277676851302065e-04, 5.661585366868867979e-03, 5.013543293471801887e-02, 2.276359462586390048e-02, 2.817273218797824441e-01, 4.643659612218977405e-03, 7.801076677515867731e-03, 1.194395551179241594e-01, 4.754684984629789501e-02
1.985000000000000000e+03, 1.231401892670334864e-04, 5.585237835158381528e-03, 4.992532571139950137e-02, 2.341506362967986365e-02, 2.833886324129312739e-01, 4.568060315440046135e-03, 7.585303878386917727e-03, 1.196190731743593111e-01, 4.627420777376282240e-02
1.986000000000000000e+03, 1.135328726278645497e-04, 5.500872392629490952e-03, 4.972237752519126364e-02, 2.210077106242875483e-02, 2.872593548999050062e-01, 4.465197994546187335e-03, 7.112187392437402736e-03, 1.152386356739842493e-01, 4.501522353649297509e-02
1.987000000000000000e+03, 1.088935549959469887e-04, 5.415563351804004305e-03, 4.952780368376092507e-02, 2.165437888415450846e-02, 2.906454786785839794e-01, 4.321607979133719295e-03, 6.883754283317375378e-03, 1.133861508582246352e-01, 4.382138480000869613e-02
1.988000000000000000e+03, 1.023107670646455810e-04, 5.336249462019698915e-03, 4.934080587771319526e-02, 2.346179834423774840e-02, 2.926677265337182532e-01, 4.171715857945228201e-03, 6.631854341007518625e-03, 1.112268155894996779e-01, 4.271176997558914085e-02
1.989000000000000000e+03, 9.693758263589963352e-05, 5.252199809678070180e-03, 4.916032111438160823e-02, 2.492949076922221577e-02, 2.948523987750537034e-01, 4.035455561115320298e-03, 6.587431930151984444e-03, 1.085692245376704973e-01, 4.168530616572793668e-02
1.990000000000000000e+03, 9.705011937891452369e-05, 5.162310115834254330e-03, 4.898611037999608953e-02, 2.220681059095207244e-02, 2.972550160104438510e-01, 3.877136444840073842e-03, 6.497680488670219343e-03, 1.022376082624130017e-01, 4.067105331782673583e-02
1.991000000000000000e+03, 9.448369254082313322e-05, 5.074455240453007616e-03, 4.950300781500990149e-02, 2.273767878808685000e-02, 3.004560885823531202e-01, 3.824618416922829708e-03, 8.147491931911384627e-03, 9.979983971923263308e-02, 4.134798711728448345e-02
1.992000000000000000e+03, 8.645924848670630226e-05, 4.989391723795786465e-03, 4.984125809657204142e-02, 2.783815112550259985e-02, 3.045082111062463737e-01, 3.778842019839038970e-03, 8.069217859867715281e-03, 1.074695372568092722e-01, 4.218247702768144342e-02
1.993000000000000000e+03, 7.969643444307755893e-05, 4.910638476912768981e-03, 5.015734434078750192e-02, 2.522176753222382314e-02, 3.074421700762682841e-01, 3.750280744151582735e-03, 8.048545894981280757e-03, 1.084273337062173631e-01, 4.308625733047682232e-02
1.994000000000000000e+03, 8.064247041434887721e-05, 4.844104581777425832e-03, 5.045850307586031980e-02, 2.383131219212470883e-02, 3.096976835887733093e-01, 3.732705873758465111e-03, 7.935103670236542256e-03, 1.063989046732933957e-01, 4.403946991819555901e-02
1.995000000000000000e+03, 8.812383983264842182e-05, 4.778889461511237786e-03, 5.074921817801703039e-02, 2.382899564606907883e-02, 3.112889716701835452e-01, 3.735896334453798692e-03, 7.999298393624456119e-03, 9.728366887490792758e-02, 4.501630665623509303e-02
1.996000000000000000e+03, 8.722108076890210246e-05, 4.714823303558542816e-03, 5.102438495984978895e-02, 2.636790163751163291e-02, 3.135862422940386973e-01, 3.713910513966704654e-03, 7.960715598755817649e-03, 1.013589480593646841e-01, 4.610099073607092091e-02
1.997000000000000000e+03, 7.946206561967133727e-05, 4.656639527224544148e-03, 5.128962117036942048e-02, 2.477502022860029671e-02, 3.150492061667189980e-01, 3.702196040016579506e-03, 7.903470633928915551e-03, 1.081023562881119060e-01, 4.728974606256137331e-02
1.998000000000000000e+03, 8.185244745256726876e-05, 4.597732863849046323e-03, 5.154030646525780551e-02, 2.328885680391382107e-02, 3.152886423473134636e-01, 3.670269279660637405e-03, 7.815794773900050854e-03, 1.024798984582398209e-01, 4.841505234694939985e-02
1.999000000000000000e+03, 8.647238217909984453e-05, 4.537322347691948900e-03, 5.178473462018822610e-02, 2.452505791702223881e-02, 3.144564820272049976e-01, 3.649884026248497674e-03, 7.729651853387849679e-03, 1.032347746941540412e-01, 4.944355618639056232e-02
2.000000000000000000e+03, 7.808333640602118102e-05, 4.598884562383556522e-03, 5.201904121605924192e-02, 2.398486765575872162e-02, 3.217212537846390052e-01, 3.631467571923897766e-03, 7.248320796964893321e-03, 1.095398524196538048e-01, 5.054122813801788239e-02
2.001000000000000000e+03, 7.683511106632020886e-05, 4.765522015270168277e-03, 5.289614128078488908e-02, 2.709599550374763507e-02, 3.246713366122497280e-01, 4.317712055725293763e-03, 9.580088534942788475e-03, 1.070155492731969527e-01, 5.045061276080499424e-02
2.002000000000000000e+03, 9.921775890899045536e-05, 5.152723637644514992e-03, 5.386660912264994855e-02, 3.061999048897961345e-02, 3.163091123372114288e-01, 4.847396943284464771e-03, 1.032675538156918246e-02, 1.037626622201000964e-01, 4.998038961314234946e-02
2.003000000000000000e+03, 1.831486627894240678e-04, 5.390684433402881913e-03, 5.345141509102840222e-02, 2.792149808661471486e-02, 3.232124297726378104e-01, 5.005039138595453879e-03, 9.150421257192578595e-03, 1.079360399793581060e-01, 4.833641796997809742e-02
2.004000000000000000e+03, 2.393300751587340005e-04, 5.374358314658196287e-03, 6.025887931296075584e-02, 2.830917174640572298e-02, 3.268958738346741666e-01, 5.761453466827429724e-03, 1.211491241045960406e-02, 1.155078464855053277e-01, 4.757928126017934439e-02
2.005000000000000000e+03, 2.063186181771331116e-04, 5.309673997610475128e-03, 6.052895623237280337e-02, 2.894922385597421127e-02, 3.194511302660237861e-01, 6.782757632372992014e-03, 1.268047419600233650e-02, 1.176670315368009839e-01, 4.590525439060012813e-02
2.006000000000000000e+03, 2.073978227155523751e-04, 5.075032683986774491e-03, 6.032439544124952591e-02, 2.862727344770737634e-02, 3.131015684144780598e-01, 6.350532972846129921e-03, 1.250844038967790367e-02, 1.140168072996644993e-01, 4.505157249735380204e-02
2.007000000000000000e+03, 1.592233997716385936e-04, 4.853031084548272735e-03, 5.876789993423216230e-02, 2.615727621548126144e-02, 3.100767522473625304e-01, 5.969083344662650011e-03, 1.180617289497463279e-02, 1.133233350609555296e-01, 4.313475844828248973e-02
2.008000000000000000e+03, 1.298887796488566108e-04, 4.774770973077307329e-03, 5.761819438546166711e-02, 3.168021618385800237e-02, 3.098419223950604762e-01, 5.476021110234438952e-03, 1.113297476447468702e-02, 1.160172293891944401e-01, 4.141068561047576979e-02
2.009000000000000000e+03, 1.736684845870912976e-04, 4.712028943876108399e-03, 5.773853815293592678e-02, 2.961261720340289255e-02, 3.100470976774671317e-01, 5.156679970117926913e-03, 1.066187543394850508e-02, 1.180992699666174039e-01, 4.070351383613348556e-02
2.010000000000000000e+03, 1.398628619410841913e-04, 4.693995652671430208e-03, 5.757742983939718312e-02, 2.942063592499106692e-02, 3.101040311790709825e-01, 5.147283314016320652e-03, 1.070923953678033780e-02, 1.201335537261660757e-01, 3.945259565435078192e-02
2.011000000000000000e+03, 9.920280271017772259e-05, 4.676426439197608857e-03, 5.709256491529715594e-02, 3.004066806418227362e-02, 3.117130677006151873e-01, 4.910609533709074138e-03, 1.007532877208439613e-02, 1.228847863085338471e-01, 3.863757159782600648e-02
2.012000000000000000e+03, 9.376042624512990055e-05, 4.974913933118445437e-03, 5.610873561855517222e-02, 3.298970956691991280e-02, 3.101455115703032339e-01, 4.828369888149344757e-03, 1.008216435522985358e-02, 1.238189297466177619e-01, 3.692721806036575877e-02
2.013000000000000000e+03, 1.002871979117246306e-04, 5.166407799353538687e-03, 5.653022685442112005e-02, 3.266033190092701433e-02, 3.044734792787011646e-01, 4.654010030820793058e-03, 9.772883725639806493e-03, 1.208971368461228962e-01, 3.673569141349992961e-02
2.014000000000000000e+03, 8.168008729606893712e-05, 4.895155201259606195e-03, 5.559338554933402482e-02, 2.959848577237768341e-02, 3.001844634777734444e-01, 4.349693917830342940e-03, 9.142732411365456224e-03, 1.158604060161437105e-01, 3.516873423759779571e-02
