year, CNRM-ESM2-1, UKESM1-0-LL, TaiESM1, NorESM2-MM, CanESM5, ACCESS-ESM1-5, INM-CM4-8, EC-Earth3-Veg, CESM2-WACCM, CMCC-CM2-SR5, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM5-0, NorESM2-LM, GFDL-ESM4, MIROC-ES2L
1.903000000000000000e+03, 1.147578391840631484e+00, 1.759818244200699544e+00, 1.006978880380979602e+00, 1.026511738940216967e+00, 2.071694342289103208e+00, 1.600173990431781101e+00, 2.001306867661868161e+00, 4.387970288204402713e+00, 1.173053781632742432e+00, 1.000008372206673046e+00, 9.311682927341560223e-01, 2.669005333448684070e+00, 2.707036563482261737e+00, 9.944883018868987401e-01, 1.152792558867650197e+00, 1.283654831136693764e+00
1.904000000000000000e+03, 1.144004041002843808e+00, 1.281365688997165408e+00, 1.098873522877583442e+00, 1.130924397630176381e+00, 2.121059386456359164e+00, 1.542552003113500714e+00, 2.080625337173121370e+00, 4.130442334008055383e+00, 1.389022315150957088e+00, 9.863061537492786579e-01, 9.753075261604891022e-01, 2.461806792429122481e+00, 2.478987150298889830e+00, 1.066232374085154033e+00, 1.175113634696843157e+00, 1.187388020899528662e+00
1.905000000000000000e+03, 1.093947930048987383e+00, 1.570620796703050326e+00, 1.124192241870051179e+00, 7.576251069879966771e-01, 2.133683854345203024e+00, 1.417970709786173122e+00, 2.274619735794008779e+00, 3.829420439058044856e+00, 9.954124554471041053e-01, 8.504639140926329999e-01, 1.046935932722517615e+00, 2.691836343826482736e+00, 2.510786772505820608e+00, 1.049570979442948637e+00, 1.135828399155968560e+00, 1.074892246121353256e+00
1.906000000000000000e+03, 1.196086714241171078e+00, 1.162604809810217077e+00, 1.002061352279665751e+00, 9.185930061408426051e-01, 2.086767362380911095e+00, 1.453881312752045574e+00, 1.942592537732350966e+00, 5.012967785122131481e+00, 1.333773985488243108e+00, 8.698587666753300196e-01, 1.061267484629655700e+00, 2.497246675661467741e+00, 2.845876795757029676e+00, 9.438215592912870822e-01, 1.019750950049505889e+00, 1.126183684279847830e+00
1.907000000000000000e+03, 1.129788581713711881e+00, 1.499239311685098608e+00, 1.023559181808862073e+00, 9.848950648397932772e-01, 2.057400969693085724e+00, 1.480463557109564121e+00, 2.162081744949341466e+00, 5.192363849681409960e+00, 1.368892960023700978e+00, 9.833354971330358074e-01, 1.068493365515624571e+00, 2.725568036106257086e+00, 2.627629545168783221e+00, 1.048753448318733961e+00, 1.080570967588361020e+00, 1.276427332396266934e+00
1.908000000000000000e+03, 1.110312229567533393e+00, 1.697068297274037851e+00, 1.016269257728629860e+00, 9.860650051037384012e-01, 2.117419936972409378e+00, 1.432354351403682280e+00, 1.951655049552682097e+00, 4.350204337970807522e+00, 9.863499020429504771e-01, 8.556740450924091856e-01, 1.065620365965929572e+00, 2.378463464622778467e+00, 2.445940948298339190e+00, 1.041298193420765239e+00, 1.134168950533109399e+00, 1.317206614079093230e+00
1.909000000000000000e+03, 1.249249544311257010e+00, 1.661816647760630872e+00, 1.114588989916384332e+00, 9.929312483120894539e-01, 2.133212031597449432e+00, 1.535185454986250475e+00, 2.287007780162564341e+00, 4.663570301866395873e+00, 1.194037634370155754e+00, 9.783559514480668629e-01, 9.658578387503482521e-01, 2.734859619539649067e+00, 2.148084913571027599e+00, 1.182792113293201774e+00, 1.188833410737798024e+00, 1.156197221539716047e+00
1.910000000000000000e+03, 1.078874741429121098e+00, 1.434922307914143325e+00, 1.139826244132076782e+00, 1.125769836573131899e+00, 2.156427771800060622e+00, 1.575663788095643447e+00, 1.917793396617720747e+00, 4.514485559701166828e+00, 1.301698355899475912e+00, 1.076059044693294053e+00, 1.054691735558302534e+00, 2.450593981180471115e+00, 2.603209131483896321e+00, 1.041344769327080755e+00, 1.198096910850299235e+00, 1.202570103999786477e+00
1.911000000000000000e+03, 1.306942755753196073e+00, 1.456507650874297122e+00, 1.145030476945749776e+00, 1.101862473990516067e+00, 2.154535863187075684e+00, 1.568009600264350656e+00, 2.006397635765631016e+00, 4.556000337286837620e+00, 1.347612125186464338e+00, 1.059227796046209313e+00, 1.174667947361583753e+00, 2.479016459363729830e+00, 2.428070861175942063e+00, 1.040022552083857965e+00, 1.251048096467175741e+00, 1.109387594277122080e+00
1.912000000000000000e+03, 1.099602639365574230e+00, 1.595753252706269887e+00, 9.577478805801610262e-01, 1.060403280435709750e+00, 2.112078753611938975e+00, 1.679232277994556544e+00, 1.998550651913198806e+00, 4.945579726408310783e+00, 1.432365014074627574e+00, 1.057313849053350241e+00, 1.098289362361530852e+00, 2.468096657923218640e+00, 2.530389566825051784e+00, 1.002951615147553932e+00, 1.196508314935991413e+00, 1.164835399166206154e+00
1.913000000000000000e+03, 1.047659708541834878e+00, 1.675993165963673537e+00, 8.937006620694515346e-01, 1.111966370055423425e+00, 2.144620804464464570e+00, 1.592903668317654953e+00, 2.064156754654589587e+00, 4.905855676348909178e+00, 1.276164297960497906e+00, 9.971459240480242681e-01, 1.143970835003715658e+00, 2.677085602964069722e+00, 2.272928617103951332e+00, 8.993796027472737986e-01, 1.181972312094595967e+00, 9.918214008863811548e-01
1.914000000000000000e+03, 1.182130006373219411e+00, 1.480591077150028356e+00, 1.032356372290188506e+00, 1.113779556603854415e+00, 2.071772698132100743e+00, 1.580144852771109942e+00, 2.012305421051500787e+00, 3.759927645115276995e+00, 1.204324298309529029e+00, 9.242324845336827854e-01, 1.026508846691428944e+00, 2.689779479410461249e+00, 2.289156150632288611e+00, 8.115159216475746895e-01, 1.177726471014924892e+00, 1.083338701350550215e+00
1.915000000000000000e+03, 1.163713385855288829e+00, 1.623178433592729064e+00, 1.105614399981535767e+00, 9.582576027490100623e-01, 2.187067950712958897e+00, 1.575060926191628852e+00, 2.177555254548464880e+00, 3.889593662231902282e+00, 1.056375951885941467e+00, 1.044148326864456022e+00, 1.030891248573823749e+00, 2.781751376855619462e+00, 2.502054795463599657e+00, 9.251701635569966609e-01, 1.133850950838365401e+00, 1.170944472011371085e+00
1.916000000000000000e+03, 1.106366782540398219e+00, 1.500848290229346071e+00, 9.856247492031445789e-01, 1.112309076295441956e+00, 2.165478353344564511e+00, 1.498446233880210698e+00, 1.923562060470585200e+00, 4.259983728216421461e+00, 1.185379530326342579e+00, 9.794207499423908114e-01, 1.193355292734031625e+00, 2.798486402131761697e+00, 2.272929438368518795e+00, 1.002392688252678798e+00, 1.118636132417435425e+00, 1.202370755064904317e+00
1.917000000000000000e+03, 1.117090187113641830e+00, 1.202741982439832658e+00, 1.048982560196642710e+00, 1.163423911966649182e+00, 2.182260362801971887e+00, 1.443504397179674159e+00, 2.123871539949109710e+00, 4.643245701376674361e+00, 1.339126608461602252e+00, 9.366780105207819229e-01, 1.028604281108559393e+00, 2.587468241112425460e+00, 2.421955644747971981e+00, 1.082811079993591719e+00, 1.180023951308682317e+00, 1.347815642946811998e+00
1.918000000000000000e+03, 1.068107643406655871e+00, 1.548490427633452127e+00, 1.014567811074623682e+00, 1.153360161724235278e+00, 2.290714297498560814e+00, 1.489991928935270771e+00, 1.847353931925391102e+00, 4.782199552482023108e+00, 1.272413367356679315e+00, 8.094091124870593790e-01, 1.177376334202826946e+00, 2.215449240768053496e+00, 2.102987922740583659e+00, 1.044861224494649576e+00, 1.115637504029903138e+00, 1.029027526959041650e+00
1.919000000000000000e+03, 1.101312709322897598e+00, 1.604799424621274895e+00, 1.005575126053251278e+00, 1.082883055817802420e+00, 2.181381485314572544e+00, 1.500744200605744982e+00, 1.946922942329841311e+00, 5.186759303118250841e+00, 1.067601941228722984e+00, 9.610536640988066592e-01, 1.128268176661398670e+00, 2.606585897811344310e+00, 2.688738352247749042e+00, 1.151240369290858823e+00, 1.155199529006572634e+00, 9.288434734684539729e-01
1.920000000000000000e+03, 1.095548534711290989e+00, 1.444584002290132396e+00, 1.088770560897767803e+00, 1.222257081680869106e+00, 2.222596807152939391e+00, 1.523098771517688022e+00, 1.931743663594636118e+00, 4.735594585280188618e+00, 1.235915186429106027e+00, 8.935092052439548294e-01, 1.208999549440901156e+00, 3.010087509079217849e+00, 2.427695751670123858e+00, 1.068092525191536968e+00, 1.215404631913318712e+00, 1.044707752784556520e+00
1.921000000000000000e+03, 1.184803729860587129e+00, 1.762136444537902857e+00, 1.017463483844435412e+00, 1.278338574478186107e+00, 2.247172750556627019e+00, 1.497544979971831669e+00, 1.850368235696023600e+00, 4.770621165890482018e+00, 1.388307839336748950e+00, 1.014284243885604342e+00, 1.248293735463002818e+00, 2.903793247757721296e+00, 2.618947893482630462e+00, 1.219217725696843280e+00, 1.170727285013246188e+00, 1.195485148053313074e+00
1.922000000000000000e+03, 1.146897533684730464e+00, 1.427699108500753322e+00, 1.056878938416033975e+00, 1.206039261825606168e+00, 2.243070266140265723e+00, 1.542308287192415861e+00, 1.897964900837313174e+00, 4.768506280084046089e+00, 1.182052586831446872e+00, 1.121105632472422009e+00, 1.122107791662369625e+00, 2.986607169762955927e+00, 2.594856294598446578e+00, 1.195003784434577554e+00, 1.174911587248389511e+00, 1.178041542204629311e+00
1.923000000000000000e+03, 1.256022549803496702e+00, 1.454858594417927087e+00, 1.140963451920162797e+00, 8.426014279959358477e-01, 2.212115662334034560e+00, 1.350853317644551632e+00, 2.537893048778316896e+00, 4.274683174122917428e+00, 1.228417861082608420e+00, 8.813549071366113541e-01, 1.115635746884110713e+00, 2.861055186369550807e+00, 2.253548945873074416e+00, 1.178907668459079128e+00, 1.119900202807382783e+00, 1.058061054590066163e+00
1.924000000000000000e+03, 1.160118586461611923e+00, 1.742143813005855524e+00, 1.186969800574499745e+00, 8.640136643618286927e-01, 2.239907973838055621e+00, 1.493894329434272361e+00, 2.097159570157324460e+00, 4.164606739822525938e+00, 1.366836500481909855e+00, 8.858751304134895310e-01, 1.055038385119877908e+00, 3.007223052749821601e+00, 2.477772992768668470e+00, 1.163911449387996289e+00, 1.157809178715552001e+00, 1.098539539632993334e+00
1.925000000000000000e+03, 1.199504298809744185e+00, 1.871893337746900698e+00, 1.032131242550854866e+00, 8.040953075866393851e-01, 2.270514174342402658e+00, 1.514146862118336934e+00, 2.500174666675289536e+00, 4.356138158325339127e+00, 1.163844402535112899e+00, 9.549392120984234733e-01, 1.186858663711542805e+00, 2.515975099345689081e+00, 2.501421100328554914e+00, 1.002998963832734347e+00, 1.169323557505833611e+00, 1.133744315980697914e+00
1.926000000000000000e+03, 1.251000552279544209e+00, 1.661379300541646620e+00, 9.427636757855824001e-01, 1.071788527258519030e+00, 2.335687649358205942e+00, 1.427437344331855984e+00, 2.131172546694240388e+00, 5.326410690698531347e+00, 1.205320197628262813e+00, 1.004935187221558834e+00, 1.275399378355580149e+00, 2.613409838023940335e+00, 2.108888368427584314e+00, 1.013549588035640658e+00, 1.157972691976854263e+00, 1.030112122982063338e+00
1.927000000000000000e+03, 1.307243762767530182e+00, 1.395116300393505426e+00, 1.036970230346121458e+00, 9.926607512389613586e-01, 2.233399058276849924e+00, 1.415086354776400102e+00, 2.107326189060126254e+00, 4.633547363803013575e+00, 1.321109415235237394e+00, 9.772124035671750919e-01, 1.121356239191883652e+00, 2.900267671579942252e+00, 2.343675266734055906e+00, 9.685540869551517718e-01, 1.217925641887447785e+00, 1.308366115155137122e+00
1.928000000000000000e+03, 1.249695580904909287e+00, 1.771765310090838375e+00, 1.139592343893214954e+00, 9.697931205510497144e-01, 2.215340582155362892e+00, 1.469104377995228194e+00, 2.009608587540773872e+00, 4.436519518650710481e+00, 1.206450647535934673e+00, 1.002128681413135380e+00, 1.201871733644090945e+00, 2.701669701711036264e+00, 2.895227078106827001e+00, 1.154649820615903488e+00, 1.277452992113521146e+00, 1.128964763233654356e+00
1.929000000000000000e+03, 1.204431801353436526e+00, 1.341125571847730846e+00, 9.774672307061668119e-01, 1.022077310427412344e+00, 2.238958720829437254e+00, 1.424776712977451565e+00, 2.282439876479735119e+00, 4.924169060803921028e+00, 1.142906338809035915e+00, 9.158066386004782844e-01, 1.184233884194022757e+00, 2.544555926013214897e+00, 2.840556987213602724e+00, 1.331790168899376070e+00, 1.266661153782828286e+00, 1.275798594242457673e+00
1.930000000000000000e+03, 1.282270687964530254e+00, 1.866028717383881430e+00, 9.463216964063240200e-01, 1.071579755624435082e+00, 2.253848720969331421e+00, 1.531653127174097850e+00, 2.092682609633833124e+00, 4.970850128507414922e+00, 1.275441942849681043e+00, 9.851600261496474831e-01, 1.197479653154155610e+00, 2.394883264733655093e+00, 2.266953779506633460e+00, 1.272402241603722173e+00, 1.240050822307710021e+00, 1.242786325665834912e+00
1.931000000000000000e+03, 1.385328555788318594e+00, 1.550799626444072432e+00, 1.159000585653064297e+00, 1.244566950679971251e+00, 2.193091741529205052e+00, 1.611238067364424653e+00, 1.935465139439350502e+00, 4.224583450287228814e+00, 1.498691691135710879e+00, 9.174530628145102229e-01, 1.100384255557823376e+00, 2.341230950811945544e+00, 2.736525143170494001e+00, 1.192774522283179373e+00, 1.254674300799678566e+00, 1.102011981260367479e+00
1.932000000000000000e+03, 1.319503421463163351e+00, 1.334117605007126395e+00, 1.031307177675696352e+00, 9.490074247040033439e-01, 2.235495741014702720e+00, 1.673539287505253048e+00, 1.931589937862276951e+00, 4.568668605139634131e+00, 1.456338010340140876e+00, 1.007584840621577271e+00, 1.119729904887564187e+00, 2.941926020302074285e+00, 2.201268937340020493e+00, 1.262367297585687664e+00, 1.222995005835189275e+00, 1.210712591575619168e+00
1.933000000000000000e+03, 1.067232183441601201e+00, 1.476610488684037881e+00, 9.812595840842367467e-01, 1.001256638689956846e+00, 2.262088553395030566e+00, 1.456277624054984177e+00, 2.043966554122143897e+00, 4.326217087342635992e+00, 1.261507446816892752e+00, 9.803206344449267862e-01, 1.198660736245331426e+00, 2.495899649364228701e+00, 2.344601865603372026e+00, 1.115548069457830138e+00, 1.087559828405353812e+00, 1.279605645118705448e+00
1.934000000000000000e+03, 1.226353105105712382e+00, 1.396639377598575038e+00, 1.148916726335408089e+00, 1.249843315066022642e+00, 2.317561435796986924e+00, 1.508001703935231586e+00, 1.892460890293016451e+00, 4.399159493639198004e+00, 1.557739787092743633e+00, 8.089327277185728304e-01, 1.314589644865779450e+00, 2.971116760125375844e+00, 2.585050593079243342e+00, 9.631473396022972588e-01, 1.141330154294523558e+00, 1.062079588794645701e+00
1.935000000000000000e+03, 1.283246349694500354e+00, 1.137086588328124259e+00, 1.088569269774920745e+00, 1.075780638573188286e+00, 2.323805921362115168e+00, 1.495178144526687847e+00, 1.794769428308882420e+00, 4.475570187154646717e+00, 1.307780599729813753e+00, 9.235945525634117192e-01, 1.232512507393522583e+00, 2.909420133965343602e+00, 2.313611513553301524e+00, 1.170932836438239644e+00, 1.145059701884525660e+00, 1.433717331060800904e+00
1.936000000000000000e+03, 1.233671986602722148e+00, 1.559833356292729123e+00, 1.089608344435656351e+00, 9.628079112002135842e-01, 2.342986283980541540e+00, 1.555865856662355551e+00, 2.056744279633828665e+00, 4.297857441963405023e+00, 1.515916615307825843e+00, 1.067105018628742963e+00, 1.160264314735006907e+00, 2.744518794596590539e+00, 2.319507110628514113e+00, 1.189718476402137126e+00, 1.198371648748154161e+00, 1.368715149650183038e+00
1.937000000000000000e+03, 1.271427625143514817e+00, 1.146578435899118453e+00, 1.132494122562596184e+00, 1.090877073781890028e+00, 2.347309927234594529e+00, 1.495311274151599479e+00, 2.070213509310106392e+00, 4.898797240775632389e+00, 1.219129517405771912e+00, 1.016598589548382225e+00, 1.255656975312328560e+00, 2.798888356516653353e+00, 2.191679526696836966e+00, 1.003865867197956563e+00, 1.259855772922992889e+00, 1.253870104130531349e+00
1.938000000000000000e+03, 1.339517061600459469e+00, 1.043266770411169553e+00, 1.084509291779669704e+00, 1.066065810843503714e+00, 2.281664780335533216e+00, 1.486326801897964289e+00, 1.853686450338504654e+00, 4.913135916763727629e+00, 1.264922666685199593e+00, 8.321175740970754298e-01, 1.248114822881770669e+00, 2.787617611102649384e+00, 2.546231654932827659e+00, 1.161392237763637425e+00, 1.204287787848849822e+00, 1.291215584406074202e+00
1.939000000000000000e+03, 1.298358975591898057e+00, 1.243857588142691872e+00, 1.009788207926520354e+00, 1.162908357029229123e+00, 2.342586201023027392e+00, 1.511925287094475046e+00, 1.901692409844518261e+00, 4.184229416445888639e+00, 1.266534471347428470e+00, 9.113864353403966501e-01, 1.400020264459577390e+00, 2.880860975339323726e+00, 2.465510587280936861e+00, 1.011465489635620552e+00, 1.259712741139828784e+00, 1.310044522391317967e+00
1.940000000000000000e+03, 1.318125698792470324e+00, 1.460608818936756759e+00, 9.840101542128700807e-01, 1.292073229149415470e+00, 2.437498920741599573e+00, 1.595715996355997923e+00, 2.086893412015235594e+00, 4.772850849387419991e+00, 1.276968756857036480e+00, 1.037628328315726378e+00, 1.165483113639732560e+00, 3.130637659450433041e+00, 2.670931509354490974e+00, 1.202273583527364353e+00, 1.241672631404878935e+00, 1.502303544658029288e+00
1.941000000000000000e+03, 1.425792451251554294e+00, 1.694292441122584814e+00, 1.029821396335739214e+00, 1.124257141252318126e+00, 2.408462797833252900e+00, 1.533381424734689302e+00, 1.952973977719702381e+00, 3.854702154099582945e+00, 1.365744934919399522e+00, 1.014898121004353282e+00, 1.247339541598417201e+00, 2.715634565918897181e+00, 2.542704763082086039e+00, 1.168713927570397715e+00, 1.156868388534114001e+00, 1.357565875218161189e+00
1.942000000000000000e+03, 1.232698803721523406e+00, 1.493642060711768638e+00, 1.018775760174430500e+00, 1.124082976220956986e+00, 2.361055645716033435e+00, 1.617496612973505554e+00, 2.110472216558982872e+00, 4.651199447536641607e+00, 1.507523628759841028e+00, 9.320024248374473297e-01, 1.275905752822054762e+00, 2.832556189897803112e+00, 2.470446678709627086e+00, 1.046841814537704307e+00, 1.020170096207923205e+00, 1.160542341473558503e+00
1.943000000000000000e+03, 1.335818859690771854e+00, 1.552994884973112111e+00, 1.081872514135293173e+00, 1.162489734921166251e+00, 2.315414966160197263e+00, 1.572376477181129495e+00, 2.048075120142644590e+00, 5.361490696999208438e+00, 1.532686963381885814e+00, 8.527043197289799759e-01, 1.260735053119699467e+00, 2.442095699486736216e+00, 2.334279756725874844e+00, 1.122789463437001922e+00, 1.244995397903849277e+00, 1.130461344829057468e+00
1.944000000000000000e+03, 1.408504982211740364e+00, 1.899026058023514096e+00, 1.086717530358185080e+00, 1.027641349135711923e+00, 2.416973362532420566e+00, 1.470460075765216423e+00, 2.078831060727897917e+00, 4.164948692539153896e+00, 1.518456676843698672e+00, 9.154699325171974378e-01, 1.307295646620144192e+00, 2.471625366912394206e+00, 2.465822450785505549e+00, 1.155516526327988958e+00, 1.177232269402528564e+00, 1.203547987459919533e+00
1.945000000000000000e+03, 1.429277933023144431e+00, 1.692265090450644882e+00, 1.053305301379358294e+00, 1.126561707472951923e+00, 2.395789300936304045e+00, 1.518533000625262419e+00, 2.202066447402643234e+00, 4.840154333472001191e+00, 1.108739054794340317e+00, 8.886025734845977020e-01, 1.401718672297941115e+00, 2.681559067447854883e+00, 2.798737780003191400e+00, 1.330975484084016447e+00, 1.049766593900134160e+00, 1.240860069326842785e+00
1.946000000000000000e+03, 1.344870098559310057e+00, 1.556065903810251783e+00, 9.810521203877637930e-01, 1.125576186819039481e+00, 2.394476799823472835e+00, 1.594805599873070578e+00, 1.975215612604038107e+00, 4.296682407790382463e+00, 1.443315683619755152e+00, 9.279009760619514324e-01, 1.240973838456729927e+00, 2.694046122128005649e+00, 2.478868607050036754e+00, 1.182757510635111364e+00, 1.131931544844009263e+00, 1.111830795892711166e+00
1.947000000000000000e+03, 1.332903547932893007e+00, 1.733329896352494126e+00, 1.156008668835377229e+00, 1.253438295315094653e+00, 2.406673690335670024e+00, 1.555050517809331456e+00, 2.034931119641366415e+00, 4.216454785647805181e+00, 1.435857859468244291e+00, 9.598997380959887193e-01, 1.374186611396853941e+00, 2.760465622109407047e+00, 2.690784031832153644e+00, 9.924892212598116492e-01, 1.078721489552063373e+00, 1.236445534088142173e+00
1.948000000000000000e+03, 1.388198053672641485e+00, 1.429450012788441082e+00, 1.135073381130615067e+00, 1.263261322596380465e+00, 2.486801690107841800e+00, 1.525435471787551567e+00, 2.310514571949507268e+00, 4.119740746117252606e+00, 1.366281202028452935e+00, 1.064476612418788770e+00, 1.264586019155170327e+00, 2.730767508607264027e+00, 2.629350158586561292e+00, 1.051083538947189755e+00, 1.077330054648758084e+00, 1.036610656125346530e+00
1.949000000000000000e+03, 1.303521323942229637e+00, 1.488013161810157969e+00, 1.021734549527166358e+00, 1.080149196579326842e+00, 2.471707829935921197e+00, 1.553151647422437387e+00, 1.968293402007044168e+00, 5.206695687386413418e+00, 1.465386091550577863e+00, 9.246678854842733664e-01, 1.193556430641896426e+00, 2.646631831899685317e+00, 2.653091150263654718e+00, 1.077456018287417328e+00, 1.072135785697182264e+00, 1.206435588637914558e+00
1.950000000000000000e+03, 1.243252590971622995e+00, 1.393676479739137664e+00, 9.731533462289402303e-01, 1.062210002775211937e+00, 2.446423585790056698e+00, 1.614165187935536538e+00, 2.153095442388394787e+00, 5.202456779838032119e+00, 1.444143598146468976e+00, 8.619198127787760511e-01, 1.098199953128143669e+00, 2.577052391634589767e+00, 2.480394911486769605e+00, 1.251395277652988858e+00, 1.159225782131967586e+00, 1.376320700711701095e+00
1.951000000000000000e+03, 1.339379366999537968e+00, 1.249486603293374909e+00, 1.091163250965996534e+00, 1.057649613124078680e+00, 2.393492421898942180e+00, 1.631026817708366661e+00, 2.230948515512326313e+00, 4.559582926257850666e+00, 1.487525770065344366e+00, 9.641215440251088564e-01, 1.189534614210309815e+00, 3.275076285852583702e+00, 2.527462324136545480e+00, 1.254285355083381681e+00, 1.069450428930626362e+00, 1.317191706897289816e+00
1.952000000000000000e+03, 1.361788986652590294e+00, 1.562096678438630537e+00, 1.117798830181103487e+00, 1.155016847448369299e+00, 2.625606688518435039e+00, 1.516985382114674596e+00, 2.247463110829496902e+00, 4.710290968801653655e+00, 1.739548916227443787e+00, 9.485426040417817006e-01, 1.140585000161658868e+00, 3.207538416126913372e+00, 2.386958412278111119e+00, 1.150435311505903391e+00, 1.151053953513330397e+00, 1.287289942994010783e+00
1.953000000000000000e+03, 1.295429251636287526e+00, 1.662336118647093963e+00, 9.948420445647092603e-01, 1.081992575899781706e+00, 2.514698494368390769e+00, 1.460151387399499345e+00, 2.037025175719770598e+00, 4.336708087557244795e+00, 1.320078529974661796e+00, 9.565659920856619536e-01, 1.199896345120935015e+00, 2.083252984621795978e+00, 2.201299043782087850e+00, 9.926921830888554288e-01, 1.079701643936547217e+00, 1.414105225708664371e+00
1.954000000000000000e+03, 1.302607653394767695e+00, 1.989725783235283929e+00, 1.056683984386640685e+00, 1.182629793966790688e+00, 2.547685520420062577e+00, 1.521929898715294716e+00, 2.047044912227680591e+00, 4.611976771056844449e+00, 1.328530135216772212e+00, 8.894715861391140344e-01, 1.211572303617506341e+00, 2.112835838111075670e+00, 2.863003414053826301e+00, 1.004199042735507419e+00, 1.117938539995101621e+00, 1.227326145728349083e+00
1.955000000000000000e+03, 1.447265770076324731e+00, 1.884970380391217448e+00, 1.122509281886087340e+00, 1.046782932166418156e+00, 2.579579030704175491e+00, 1.609000712843454473e+00, 1.913752903426811258e+00, 4.189230014079092790e+00, 1.565376963131194010e+00, 1.103377043138370261e+00, 1.237444542978197504e+00, 2.302546570157909311e+00, 2.801282394668429543e+00, 1.390223888672907693e+00, 1.081742384298936877e+00, 1.248851330097603629e+00
1.956000000000000000e+03, 1.202973149290825994e+00, 1.255328279956380078e+00, 1.181842339314854717e+00, 1.218615257766320514e+00, 2.554768391691740081e+00, 1.562528531416370825e+00, 2.002818411698518375e+00, 4.439053268749904468e+00, 1.600589405876889915e+00, 1.182875620547869655e+00, 1.236895855697891955e+00, 2.171855146822430527e+00, 3.010521562439120835e+00, 1.315849113042212748e+00, 1.013972142710102053e+00, 1.366216576823501727e+00
1.957000000000000000e+03, 1.357559817792671542e+00, 1.418208187164741618e+00, 1.085933488088201893e+00, 9.995881144372543714e-01, 2.518084155390752255e+00, 1.421684520756854697e+00, 2.059588488400272865e+00, 4.566777817571724185e+00, 1.664690668165789589e+00, 1.195053088819320708e+00, 1.236640358063030964e+00, 2.665762072098329938e+00, 2.489973841885832595e+00, 8.924932300616225112e-01, 1.087857171584344362e+00, 1.272476402535031914e+00
1.958000000000000000e+03, 1.344816422535405342e+00, 1.534134791968778666e+00, 9.703872696048801982e-01, 1.054855471722285332e+00, 2.570947111124338491e+00, 1.412766749636030106e+00, 2.202758400663625160e+00, 4.246451922525462663e+00, 1.531103864903848866e+00, 8.644522650050087131e-01, 1.334521114973731715e+00, 2.325473500620928835e+00, 2.583414098769475142e+00, 1.318373456119010356e+00, 1.023137318000598261e+00, 1.203487209488778520e+00
1.959000000000000000e+03, 1.235063742410889898e+00, 1.495204380604897576e+00, 1.073789826286786431e+00, 1.277001082614847460e+00, 2.624569797712935415e+00, 1.537032341974371219e+00, 2.076464163926059037e+00, 4.477638623332810042e+00, 1.277255964913649677e+00, 9.752577664589852091e-01, 1.220400920765160269e+00, 3.045869580193441006e+00, 2.680339212009483774e+00, 1.376089675591531281e+00, 1.228693290024460261e+00, 1.275784078882395756e+00
1.960000000000000000e+03, 1.381610931928137109e+00, 1.651609640411175972e+00, 1.034455292904367329e+00, 1.202950248265299171e+00, 2.624276095765999184e+00, 1.495576507406476852e+00, 2.197932391935064178e+00, 3.951021017466846974e+00, 1.328061728238803418e+00, 1.012682431260724547e+00, 1.385576136126853486e+00, 2.825855678007372251e+00, 2.573345364288331272e+00, 1.251303753830595555e+00, 1.142229832169916692e+00, 1.393594092553040786e+00
1.961000000000000000e+03, 1.503244650208844790e+00, 1.358211875246354783e+00, 1.102069649889966252e+00, 1.414997633079113859e+00, 2.546340505129774279e+00, 1.536247186339617876e+00, 2.267396672329633045e+00, 4.871516377107711904e+00, 1.392682465987694851e+00, 1.007206684655768347e+00, 1.456368454237800147e+00, 2.756004679737160235e+00, 2.571863256463124969e+00, 9.119696704480201310e-01, 1.127318448903025683e+00, 1.354061416742709412e+00
1.962000000000000000e+03, 1.401209865862906190e+00, 1.828844348888472027e+00, 1.095376341038613255e+00, 1.352093224850993591e+00, 2.524852306742944474e+00, 1.621418762959798920e+00, 2.320882546517945677e+00, 4.602397460447083866e+00, 1.202460631576027339e+00, 9.487510580293189166e-01, 1.561478667336509529e+00, 2.522544580156794058e+00, 2.526847973261117986e+00, 1.081885349969068377e+00, 1.102541518713926916e+00, 1.242372723045995553e+00
1.963000000000000000e+03, 1.517650236642706707e+00, 1.850837251936630734e+00, 1.052943088773057978e+00, 1.207333607674280662e+00, 2.655050493360754604e+00, 1.644459290010746422e+00, 2.115274467823725857e+00, 4.381153485305628870e+00, 1.562367531526092090e+00, 1.031034734351418791e+00, 1.373796147833004966e+00, 2.631091607331790705e+00, 2.525553734009163165e+00, 1.231974283406848780e+00, 1.150432176433994202e+00, 1.210784850250360645e+00
1.964000000000000000e+03, 1.663450171041161108e+00, 1.379327973490517056e+00, 1.104066417457722826e+00, 1.162294468663125357e+00, 2.503740929202009635e+00, 1.651773014154925612e+00, 1.971567006524010512e+00, 4.768643964796315693e+00, 1.705086948575253780e+00, 1.087806499047549780e+00, 1.173763618430875955e+00, 2.422941592860136772e+00, 2.897617405336329721e+00, 1.224646708061333022e+00, 1.105805765094684867e+00, 1.313919925320778059e+00
