year, UKESM1-0-LL, IPSL-CM6A-LR, MIROC-ES2L, CNRM-ESM2-1, ACCESS-ESM1-5, MPI-ESM1-2-LR, CMCC-ESM2, CESM2-WACCM
1.971000000000000000e+03, 1.238163830183180799e-13, 4.392031909782454404e-10, 2.310572930732149283e-10, 2.214990389423096633e-11, 3.725423879773624891e-12, 1.844392697895050913e-10, 8.048906467760350758e-13, 4.749723541882260252e-11
1.972000000000000000e+03, 1.141029488892256843e-13, 4.521442281975365076e-10, 2.297067269963367839e-10, 2.145874506775883790e-11, 3.609450223796642305e-12, 1.831275729284108848e-10, 7.815968174033333051e-13, 5.414583839853137649e-11
1.973000000000000000e+03, 1.049409976760170499e-13, 4.836549493080899968e-10, 2.284805660649900292e-10, 2.076337141623067849e-11, 3.548469224636158147e-12, 1.982255343885582349e-10, 7.638270174074949367e-13, 6.794683306185707925e-11
1.974000000000000000e+03, 9.571060930083767319e-14, 3.966843426057115915e-10, 2.343304146152608688e-10, 2.001005162625027428e-11, 3.508877907002535329e-12, 2.004839848491418584e-10, 7.490213064921124129e-13, 5.870475819390022974e-11
1.975000000000000000e+03, 8.781784532592274379e-14, 4.256435698038707423e-10, 2.402182958191143381e-10, 1.926856131116878487e-11, 3.478622045135038147e-12, 1.716074397340384122e-10, 7.368041550657292196e-13, 5.742780021188677183e-11
1.976000000000000000e+03, 7.880690688223062949e-14, 4.926311181841711641e-10, 2.422687968986120887e-10, 1.851155499632983060e-11, 3.453480038289116132e-12, 1.683841957954961209e-10, 7.254896151678384717e-13, 6.860295233136026761e-11
1.977000000000000000e+03, 7.021761830082843569e-14, 4.203000297532521944e-10, 2.470472894059396302e-10, 1.777722789115132726e-11, 3.432617330919261690e-12, 1.804237963504011291e-10, 7.153028496094503097e-13, 7.110064770107284139e-11
1.978000000000000000e+03, 6.752314733141563180e-14, 4.370762860613203911e-10, 2.556154566231602424e-10, 1.703127051699881834e-11, 3.415608874651226222e-12, 1.874806146092983835e-10, 7.068738878436798307e-13, 7.562381146536840295e-11
1.979000000000000000e+03, 6.299351008172094495e-14, 4.802457955881026212e-10, 2.636208405131902290e-10, 1.629328378247647437e-11, 3.400604698153410317e-12, 1.757091926403537080e-10, 6.979544137521250555e-13, 7.581900754538144378e-11
1.980000000000000000e+03, 6.120115616970887148e-14, 4.830709695704672833e-10, 2.725394716300919924e-10, 1.554471979503950077e-11, 3.387050914216565281e-12, 1.711304694142041653e-10, 6.898608955145603849e-13, 7.241434745633846456e-11
1.981000000000000000e+03, 6.231173449205412764e-14, 4.451462867374389579e-10, 2.780886827716327667e-10, 1.549855013442928111e-11, 3.308490283762568918e-12, 1.949205677268896501e-10, 6.836514907433411237e-13, 8.333333288144051584e-11
1.982000000000000000e+03, 6.511902672477381031e-14, 4.195653223175377891e-10, 2.831483110576289109e-10, 1.588268589017865245e-11, 3.267793939804018704e-12, 2.108341868597222695e-10, 6.795998289763937743e-13, 9.128609692027675063e-11
1.983000000000000000e+03, 6.771793487823516689e-14, 4.417760182594732332e-10, 2.838287726921066512e-10, 1.630434962271934741e-11, 3.243233984813138025e-12, 2.131941400940083025e-10, 6.774171249977111288e-13, 8.443574822967141057e-11
1.984000000000000000e+03, 7.724691982226328747e-14, 4.713658686075973659e-10, 2.808228569027858125e-10, 1.674077361915437766e-11, 3.225850995295358773e-12, 2.294304536479275230e-10, 6.756870139838234962e-13, 9.892097980645350432e-11
1.985000000000000000e+03, 6.740718005928205425e-14, 4.104701002016051748e-10, 2.829784692475043330e-10, 1.717202695853133984e-11, 3.212209689220912432e-12, 2.298589082890205101e-10, 6.726018564786854933e-13, 1.035179078218612162e-10
1.986000000000000000e+03, 5.665180017869248321e-14, 4.047632823162469949e-10, 2.906001891162482759e-10, 1.757829678332617597e-11, 3.199381508563659217e-12, 2.167810956072721575e-10, 6.644678549745803608e-13, 9.517837818399545301e-11
1.987000000000000000e+03, 5.880424009908149097e-14, 4.851784321162037782e-10, 2.928053272214533027e-10, 1.797650804793253738e-11, 3.189196968529573178e-12, 2.114685165120464260e-10, 6.552359290715493939e-13, 9.251066429605503146e-11
1.988000000000000000e+03, 5.436115289750454787e-14, 4.050712962334635613e-10, 2.922022303172490887e-10, 1.835336608404998470e-11, 3.180689166919813998e-12, 2.048674589461860069e-10, 6.485287785451919646e-13, 1.050508779383256248e-10
1.989000000000000000e+03, 5.158275455048337357e-14, 4.642979773490324305e-10, 2.946008053679556972e-10, 1.867297484749349262e-11, 3.173013373496475197e-12, 1.972093938686755740e-10, 6.390245252365528791e-13, 1.153204705443603965e-10
1.990000000000000000e+03, 6.351295977565088298e-14, 4.510724911370601533e-10, 2.962237680257789704e-10, 1.890821300473067337e-11, 3.166389759145080709e-12, 1.783401793101100970e-10, 6.260398282072439146e-13, 9.750125872018988149e-11
1.991000000000000000e+03, 6.729972742075799080e-14, 4.398865582520911589e-10, 3.022071958005880989e-10, 1.824315446172818356e-11, 3.812784409359727913e-12, 1.719022622686786505e-10, 6.135023976426924035e-13, 1.017509202826600347e-10
1.992000000000000000e+03, 5.407652584090091929e-14, 4.725865486715876978e-10, 3.070571488204399231e-10, 1.750325031144314544e-11, 4.016924130502966216e-12, 1.965933088733382082e-10, 6.016773713198330815e-13, 1.367509675299037802e-10
1.993000000000000000e+03, 4.370138792937579676e-14, 4.142671983522996408e-10, 3.084902235068322426e-10, 1.669087207876060816e-11, 4.141430072539536422e-12, 2.001175142671170431e-10, 5.926798138519230589e-13, 1.195554969912129673e-10
1.994000000000000000e+03, 5.436107001490948809e-14, 4.776987685563938643e-10, 3.081893403111157643e-10, 1.590421089403791707e-11, 4.231406391083864185e-12, 1.942664566599441713e-10, 5.894407519622476935e-13, 1.104016980016171632e-10
1.995000000000000000e+03, 8.330983629758656046e-14, 5.366906307814649755e-10, 3.084349474242350165e-10, 1.513659025238425761e-11, 4.306103094483595675e-12, 1.666293425428665567e-10, 5.860377929138153504e-13, 1.107784718000476995e-10
1.996000000000000000e+03, 8.825465324968371987e-14, 4.963120911417003445e-10, 3.113480267659742626e-10, 1.441854125878004559e-11, 4.365980453055538741e-12, 1.798684167819923415e-10, 5.827860058909366687e-13, 1.280229069518418473e-10
1.997000000000000000e+03, 7.189257833964278791e-14, 4.633030957261679289e-10, 3.098635832698543984e-10, 1.371015500066853577e-11, 4.420957583206594152e-12, 2.009231650061812630e-10, 5.822348819829207207e-13, 1.173995028056374301e-10
1.998000000000000000e+03, 8.330601212536632942e-14, 4.550915036210856910e-10, 3.064629430378644963e-10, 1.303091545372979552e-11, 4.466704099962086093e-12, 1.836556905581511776e-10, 5.805330804029228389e-13, 1.075682528796844759e-10
1.999000000000000000e+03, 1.025178492428041580e-13, 4.556889841050388455e-10, 3.017187295456078693e-10, 1.242705153269222486e-11, 4.513064379006645448e-12, 1.865398267514026735e-10, 5.770676268002469520e-13, 1.160819456086707269e-10
2.000000000000000000e+03, 7.853579997135825075e-14, 4.518073661786690023e-10, 3.226630591112272955e-10, 1.183845781660388452e-11, 4.554144853342252136e-12, 2.083297515071960915e-10, 6.411862856794420085e-13, 1.127594314297511484e-10
2.001000000000000000e+03, 7.288208051002580552e-14, 4.135041521469678544e-10, 3.215083257870624488e-10, 1.187675722263098056e-11, 5.211836951009088848e-12, 2.003886651157511221e-10, 7.576362880537000491e-13, 1.312054768390500382e-10
2.002000000000000000e+03, 1.400565437536691347e-13, 4.494817626473189296e-10, 2.904225790230404823e-10, 1.424714540320196860e-11, 5.708465381928795164e-12, 1.868944924879354341e-10, 9.783143801235276334e-13, 1.498208596074310267e-10
2.003000000000000000e+03, 3.789291649392193144e-13, 4.647916030495489778e-10, 3.183382726269380162e-10, 1.610200835868655221e-11, 4.731205246306094593e-12, 1.980725795362615433e-10, 1.102821916054174194e-12, 1.329415598766606022e-10
2.004000000000000000e+03, 5.639991753781399305e-13, 5.511546813249496436e-10, 3.220736014417701883e-10, 1.660054279103820515e-11, 1.109325207405521898e-11, 2.196931680849318157e-10, 1.091780802930021229e-12, 1.239229101445790315e-10
2.005000000000000000e+03, 4.708038749333153169e-13, 5.668967902424917675e-10, 2.939287229365620254e-10, 1.867995252343505953e-11, 8.628152233783408264e-12, 2.196084765604286466e-10, 1.061305584236110624e-12, 1.278758558014216593e-10
2.006000000000000000e+03, 4.705896488089929182e-13, 5.545162540084555283e-10, 2.811058955006946360e-10, 2.250290727319543636e-11, 7.037182910311855425e-12, 2.068666834709802362e-10, 9.473948338216389186e-13, 1.294386772288966434e-10
2.007000000000000000e+03, 3.403193024956598051e-13, 4.872513640827485472e-10, 2.796207326601610552e-10, 2.395603360719613702e-11, 4.956853663891232085e-12, 2.054308691927334310e-10, 8.421702611356650242e-13, 1.160008291828738980e-10
2.008000000000000000e+03, 2.513469328153686575e-13, 4.496697853336097816e-10, 2.844094391453076606e-10, 2.319692154973931185e-11, 4.162158909784787199e-12, 2.154638585144752078e-10, 8.156431968116438152e-13, 1.560264176246574040e-10
2.009000000000000000e+03, 3.805831884052320022e-13, 5.164742953376662726e-10, 2.858935644626000306e-10, 2.237835608360948295e-11, 4.839506423395569910e-12, 2.210433741358525662e-10, 7.965841350787239951e-13, 1.421623713873331206e-10
2.010000000000000000e+03, 2.882879142063412094e-13, 5.468411770236890016e-10, 2.852410649968125915e-10, 2.238523296116634294e-11, 4.880241072629884832e-12, 2.259802284519841855e-10, 8.058921702789426426e-13, 1.395106518689371932e-10
2.011000000000000000e+03, 1.657407206016321331e-13, 4.986255230965435533e-10, 2.893252812702500720e-10, 2.031630745965388279e-11, 4.553495604575764249e-12, 2.327229407603649075e-10, 8.156350175685016393e-13, 1.444182752119205419e-10
2.012000000000000000e+03, 1.474193451791080816e-13, 5.287805661040015079e-10, 2.823344259334051412e-10, 1.827901847768944541e-11, 3.852790340671852713e-12, 2.352308698264624929e-10, 9.876737005425211130e-13, 1.595646745720261152e-10
2.013000000000000000e+03, 1.700706694931242480e-13, 5.188302097973272679e-10, 2.652722699048105727e-10, 1.762269958252031716e-11, 4.733866752016422021e-12, 2.233633043093521970e-10, 1.091263556763500002e-12, 1.582425100607896866e-10
2.014000000000000000e+03, 1.189793514695473893e-13, 4.636033886184293305e-10, 2.604595414224674128e-10, 1.571730304819677275e-11, 3.890613210913056777e-12, 2.071923903479083729e-10, 9.513724730978384342e-13, 1.406191992925261013e-10
