year, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-LM, ACCESS-ESM1-5, NorESM2-MM, EC-Earth3-Veg, INM-CM5-0, UKESM1-0-LL, CMCC-CM2-SR5, CESM2-WACCM, TaiESM1, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, IPSL-CM6A-LR, CanESM5
1.912000000000000000e+03, 6.785735410385312916e-01, 1.080941825295810954e+00, 4.002486361106442625e-01, 1.023527601819512078e+00, 4.504344102826572382e-01, 1.660198899459666366e+00, 1.368610223409140847e+00, 9.252133897674701402e-01, 5.686199543858283523e-01, 6.194463390486769638e-01, 3.660473439779540206e-01, 4.820653368428923780e-01, 1.066822685401834558e+00, 6.149966701443397854e-01, 4.994151016019927614e-01, 1.371188051923052154e+00
1.913000000000000000e+03, 6.598800157587784154e-01, 1.168411827974443318e+00, 3.772832299769387499e-01, 9.535555213431872179e-01, 4.721598221872171930e-01, 1.786130092424557780e+00, 1.210966897491597249e+00, 9.607134515684959686e-01, 5.183344752748300088e-01, 5.236790176287164922e-01, 3.733134552134808604e-01, 4.858872161359940600e-01, 1.113613439441378583e+00, 4.901696822593990532e-01, 5.322868519764412110e-01, 1.393383847888392868e+00
1.914000000000000000e+03, 7.547787253973066157e-01, 1.155048953854956428e+00, 3.281663316935852781e-01, 9.509049791509992522e-01, 4.684678853857603409e-01, 1.238448257039329370e+00, 1.223720391839803412e+00, 8.336586467887100449e-01, 4.741444132354762364e-01, 4.931514867064127339e-01, 4.466941983699877494e-01, 4.646020504505528614e-01, 1.068352250674477588e+00, 5.659244212374413552e-01, 4.540076957192536455e-01, 1.339356139275681645e+00
1.915000000000000000e+03, 7.136144021723456188e-01, 1.268613840644778668e+00, 3.813592463767812579e-01, 9.388843711457651731e-01, 4.044862953927136906e-01, 1.300196834680270808e+00, 1.310407603757011819e+00, 9.234577842853839424e-01, 5.766272897652574558e-01, 4.333148001966923291e-01, 4.482851226107960052e-01, 4.486143408261242249e-01, 1.139947990594850635e+00, 6.138889375281654237e-01, 4.653753714555158294e-01, 1.420749617804565101e+00
1.916000000000000000e+03, 6.949132003306698335e-01, 1.203051103704938285e+00, 4.255539808902970011e-01, 8.858179648648076832e-01, 4.774326655367772676e-01, 1.539911635028761161e+00, 1.217354005457594202e+00, 8.581511686821626794e-01, 5.143381616160990211e-01, 5.081989504213058062e-01, 3.785719032183270105e-01, 4.478548049735755487e-01, 1.028503388644158578e+00, 6.391012360523925517e-01, 5.578589918888883226e-01, 1.400064209045399632e+00
1.917000000000000000e+03, 7.003814593460959692e-01, 1.163420389806513411e+00, 4.638888948227967712e-01, 8.520765701255902380e-01, 4.969143189727810994e-01, 1.721397687515767716e+00, 1.263703466807051479e+00, 7.128094428436747565e-01, 5.002738882634588657e-01, 5.839738878542615197e-01, 4.404432964814355977e-01, 4.859212391137643361e-01, 1.121571801199928275e+00, 7.315585324681893598e-01, 4.430840432449112964e-01, 1.414329383652674910e+00
1.918000000000000000e+03, 6.854917192776277535e-01, 9.345251110460637278e-01, 4.410327101693591323e-01, 8.917545266638987611e-01, 4.839334545688481759e-01, 1.705406152666597785e+00, 1.109567442312138663e+00, 8.974507880073030464e-01, 4.236314857650421706e-01, 5.500387595977260791e-01, 4.086932522452821903e-01, 4.273242447418916790e-01, 9.656723559633935139e-01, 5.237862084409763419e-01, 5.459565311411412880e-01, 1.484896902945727737e+00
1.919000000000000000e+03, 6.939729748336495030e-01, 1.166945424088832173e+00, 4.894572985386393960e-01, 8.941226892846489971e-01, 4.555378206872856550e-01, 1.775784836692441804e+00, 1.396671791271478780e+00, 9.069885832256844305e-01, 5.345317116294069359e-01, 4.437493960879226318e-01, 4.066093233738294899e-01, 4.925888469937628189e-01, 1.028822373063186690e+00, 4.463716955218332560e-01, 5.062614285183033580e-01, 1.409808417753452670e+00
1.920000000000000000e+03, 6.872136344141097641e-01, 1.301309390769593621e+00, 4.566930815049746739e-01, 9.120317101238839541e-01, 5.231981624255294117e-01, 1.672545284439171276e+00, 1.269456775150191064e+00, 8.386738717365439522e-01, 4.823851857913766250e-01, 5.194009527807593729e-01, 4.531342538017608113e-01, 4.899163852455911683e-01, 1.012158119785663057e+00, 5.295771855599533673e-01, 5.664880988240195148e-01, 1.445248228776933930e+00
1.921000000000000000e+03, 7.365732276550164270e-01, 1.250489499137827254e+00, 5.182649777400739621e-01, 8.891480691867696962e-01, 5.375146643726844697e-01, 1.606597099897691061e+00, 1.390506008221961354e+00, 9.849552216917891734e-01, 5.605313389745535391e-01, 5.811543144423150231e-01, 3.963346328504573912e-01, 4.665965970770559190e-01, 9.683338454655133765e-01, 6.325148606328319101e-01, 5.790234997507562875e-01, 1.454697959281346265e+00
1.922000000000000000e+03, 7.270796966980065390e-01, 1.339826133111767570e+00, 4.919981140184139790e-01, 9.197305773444933719e-01, 5.010159094670711966e-01, 1.646297491601242280e+00, 1.353983874383645647e+00, 8.056672135673337287e-01, 6.066702688655988274e-01, 5.199569718604545310e-01, 4.339036484211810651e-01, 4.848023847657063623e-01, 9.818850100080058763e-01, 6.175533542676565624e-01, 4.939893403278692308e-01, 1.455462317667023608e+00
1.923000000000000000e+03, 7.892944787497927495e-01, 1.254018345928095801e+00, 4.649149413553142485e-01, 7.969555451388226075e-01, 3.417551958098476450e-01, 1.426434357513256090e+00, 1.164464645979087498e+00, 8.270271653149946500e-01, 4.329732069931681027e-01, 5.215461543691903845e-01, 4.570739386169769269e-01, 4.308634296695640908e-01, 1.347441345750358677e+00, 5.440694751790030592e-01, 5.075440798097495820e-01, 1.432161044245631398e+00
1.924000000000000000e+03, 7.283349624348923745e-01, 1.303860642481029730e+00, 4.663544402295180524e-01, 9.017520267583306603e-01, 3.664972243325266832e-01, 1.449295389871174233e+00, 1.318651301002641052e+00, 9.631970765313567773e-01, 4.867536235629269514e-01, 5.900441961488067655e-01, 4.617494576843807486e-01, 4.690531221004238249e-01, 1.099662353510890700e+00, 5.722535655382783304e-01, 4.780391088350069984e-01, 1.452149177494472809e+00
1.925000000000000000e+03, 7.464325689496357219e-01, 1.121864697364849839e+00, 3.964973445470290070e-01, 9.205548248163305525e-01, 3.431551123648505786e-01, 1.576448855459533060e+00, 1.317899954739840229e+00, 1.024693050909455394e+00, 5.237056768200459844e-01, 4.888080411962967275e-01, 3.776096686077320963e-01, 4.770719863120168602e-01, 1.304238995129575640e+00, 5.981288826955857285e-01, 5.567107338233568958e-01, 1.469918680404395106e+00
1.926000000000000000e+03, 7.816241418695433207e-01, 1.177013692610273221e+00, 4.184847152496672384e-01, 8.492865962339201102e-01, 4.856802405686080903e-01, 1.872169867541482624e+00, 1.103583030623406014e+00, 9.002816001573673566e-01, 5.481330367310403018e-01, 5.093715589136498245e-01, 3.717292871881001659e-01, 4.716144440701748874e-01, 1.134209192492728446e+00, 5.358167004579225123e-01, 5.908619392088572120e-01, 1.521185130979553879e+00
1.927000000000000000e+03, 8.018783533048493561e-01, 1.208942447480147342e+00, 3.993588009808381467e-01, 8.458559943334119646e-01, 4.301350251086371590e-01, 1.590443478220563422e+00, 1.229934548388337268e+00, 7.753456225387767020e-01, 5.177394750320030159e-01, 5.564566184600118204e-01, 4.477210754674862403e-01, 5.112803641190405424e-01, 1.104209317731881690e+00, 7.220619114255966142e-01, 5.041239040141755057e-01, 1.444997413222863569e+00
1.928000000000000000e+03, 7.880168399902992560e-01, 1.181322682687686143e+00, 4.808883604910613174e-01, 8.829397278402206783e-01, 4.201266357133434104e-01, 1.418380255429970704e+00, 1.476685568364496826e+00, 9.940752454819038464e-01, 5.367103842374070233e-01, 5.047376513860206693e-01, 4.831165993622477672e-01, 5.228669614114134223e-01, 1.063176534547388474e+00, 5.891423294598840954e-01, 5.462589713545632497e-01, 1.434129727637431850e+00
1.929000000000000000e+03, 7.526515266263326120e-01, 1.066384321866766793e+00, 5.651135298515870264e-01, 8.471265347284900882e-01, 4.453505473512431312e-01, 1.652153282042285287e+00, 1.424655068892375809e+00, 7.547658495830609215e-01, 4.829511716632506335e-01, 4.968887945995357769e-01, 3.611643896995393455e-01, 5.307379700834501390e-01, 1.191421783282495817e+00, 6.826155163878165899e-01, 5.454671874315133451e-01, 1.448812093373436083e+00
1.930000000000000000e+03, 8.032064754017391728e-01, 1.048704224755496739e+00, 5.133273871683800005e-01, 9.250727213702034657e-01, 4.726227485607834566e-01, 1.794423160618127566e+00, 1.173250297510776141e+00, 1.043907667703008357e+00, 5.465425190598647287e-01, 5.590298180278610030e-01, 3.896500854878462428e-01, 5.237401628738714843e-01, 1.103902014592853975e+00, 6.640408103944398510e-01, 5.523742691231350310e-01, 1.467257075807754774e+00
1.931000000000000000e+03, 8.780077735504235870e-01, 1.012597884815903848e+00, 4.633535765949644558e-01, 9.735186396087803784e-01, 5.512024526931684765e-01, 1.460912310938013103e+00, 1.438679509907466736e+00, 8.578007839364796272e-01, 4.838962438020558143e-01, 6.455194030290853924e-01, 5.197277694573864126e-01, 5.113186601280482746e-01, 1.015166288722229471e+00, 5.664838006424158801e-01, 4.856413541447510696e-01, 1.430544301816604857e+00
1.932000000000000000e+03, 8.427780473163448693e-01, 1.311974462368624916e+00, 4.953320617945327631e-01, 1.004542861563133993e+00, 4.099224452045897582e-01, 1.542549042690566585e+00, 1.168975726537155202e+00, 7.670958203014375254e-01, 5.592578420748329782e-01, 6.209119773661867514e-01, 3.924771490465530643e-01, 5.131033496173090791e-01, 1.000214212390879931e+00, 6.374813175396445430e-01, 5.123083398065887417e-01, 1.454101663880746464e+00
1.933000000000000000e+03, 6.725825555188291727e-01, 1.107050816859592279e+00, 4.449999148695940043e-01, 8.628500842824275985e-01, 4.243886902361025393e-01, 1.536651938304812282e+00, 1.238043795625420218e+00, 8.647364001322574989e-01, 5.263389122005643905e-01, 5.067040038486116948e-01, 3.850311984543149935e-01, 4.087861569519853910e-01, 1.073649712977627235e+00, 6.895222582279060264e-01, 5.574565992215458898e-01, 1.471596523505344312e+00
1.934000000000000000e+03, 7.715700161271056290e-01, 1.343428404505907947e+00, 3.716632863328561132e-01, 9.081519310487571328e-01, 5.494428577551012660e-01, 1.507038025054089792e+00, 1.348806897512437430e+00, 7.930700924688099951e-01, 4.237060350437833467e-01, 6.737541659431428576e-01, 4.991992985840095209e-01, 4.694562878739502731e-01, 9.880832700432724547e-01, 5.455165879273355944e-01, 6.321182079161740131e-01, 1.511596631447085004e+00
1.935000000000000000e+03, 8.197090054307168971e-01, 1.247539896112064728e+00, 4.648463354711025453e-01, 9.048544358618996197e-01, 4.564109619771878901e-01, 1.696836508938039723e+00, 1.201041075050262696e+00, 6.704996508916991615e-01, 5.105015960318946000e-01, 5.507749047957698485e-01, 4.208970379457175892e-01, 4.587194680961624860e-01, 9.351829096193896573e-01, 7.976151990529096736e-01, 5.619641376248587505e-01, 1.522709050786931861e+00
1.936000000000000000e+03, 7.836772231512216802e-01, 1.193147091119996839e+00, 4.889937723104351708e-01, 9.367886765733565158e-01, 3.975875310856853972e-01, 1.595471069287617949e+00, 1.205432066524034562e+00, 9.180397577099602691e-01, 5.863798493249945398e-01, 6.642928294042350634e-01, 4.219504245004387366e-01, 5.030092056149731983e-01, 1.079245351476311843e+00, 7.382127860624970728e-01, 5.249571923880832491e-01, 1.532421328053795273e+00
1.937000000000000000e+03, 8.173807618969582967e-01, 1.193651444089894431e+00, 4.016850247610490032e-01, 8.980979592311425508e-01, 4.630038366870055655e-01, 1.658517556723942077e+00, 1.159704308820374896e+00, 6.669987645231963969e-01, 5.501315692318722306e-01, 4.848558104993600515e-01, 4.651744575847338026e-01, 5.191210111615233158e-01, 1.086587559356653410e+00, 6.711902855267392054e-01, 5.912827564474979480e-01, 1.535765787833870855e+00
1.938000000000000000e+03, 8.266426552658235893e-01, 1.176803242266076799e+00, 4.924878538816700457e-01, 8.940190081245695808e-01, 4.560446972511540964e-01, 1.835684944475606262e+00, 1.332313126903392986e+00, 6.204621316295466649e-01, 4.315547393151121791e-01, 5.213127366441143717e-01, 4.192354683276740546e-01, 5.071563868832522637e-01, 9.637614030937797782e-01, 6.878024250331301603e-01, 5.821720284866566120e-01, 1.490879456160823180e+00
1.939000000000000000e+03, 8.114172273640198885e-01, 1.262548065640333173e+00, 4.137151820762355880e-01, 9.129018747749410023e-01, 4.985411398632681457e-01, 1.506861004991596253e+00, 1.294071918509116070e+00, 7.489900009417556070e-01, 4.978300167832915846e-01, 5.404649424142838887e-01, 3.953193912369696306e-01, 5.214399165422766158e-01, 9.947695153423643522e-01, 7.057204474388713011e-01, 6.718867726855913824e-01, 1.527637576649483409e+00
1.940000000000000000e+03, 8.353512349844194329e-01, 1.374980220290368704e+00, 5.082089638036686452e-01, 9.666084961331609104e-01, 5.369302587883070244e-01, 1.713699398182765510e+00, 1.404633841279673723e+00, 8.761475606488310364e-01, 5.794216724427381227e-01, 5.328923257062294638e-01, 4.148751459239768402e-01, 5.131694023058714915e-01, 1.118675884948147292e+00, 8.295367674419934501e-01, 5.172108170472696775e-01, 1.600626886162310303e+00
1.941000000000000000e+03, 8.948400825351628951e-01, 1.197673235269439695e+00, 4.792156806862824525e-01, 9.111500081439201093e-01, 4.516099277925954003e-01, 1.404659069254645010e+00, 1.319311436496888312e+00, 9.933846231468511645e-01, 5.305055169104689883e-01, 5.724009650213813805e-01, 4.354394755520922811e-01, 4.492155090587966471e-01, 1.029275780470989998e+00, 7.369921874111043936e-01, 5.923411609367735808e-01, 1.579233466468262126e+00
1.942000000000000000e+03, 7.921272587621460692e-01, 1.271986930462465581e+00, 4.088280804094619469e-01, 9.730130311319440395e-01, 4.571053473287037816e-01, 1.697248261059849828e+00, 1.305794094651156145e+00, 8.337804751314225049e-01, 4.788806990215645487e-01, 6.414647641382759113e-01, 4.122012702835759490e-01, 3.777277035611925071e-01, 1.092171618769326003e+00, 5.961376046553159558e-01, 5.970085483490554790e-01, 1.536479144008623177e+00
1.943000000000000000e+03, 8.180969115372790368e-01, 1.033888086438845999e+00, 4.521326631518211570e-01, 9.483512683974902879e-01, 4.981874684091179839e-01, 1.975480731498205467e+00, 1.226887715648375288e+00, 8.864483002104884823e-01, 4.557531473684585110e-01, 6.299874863791962154e-01, 4.484159013843989627e-01, 5.409060786388232289e-01, 1.064897575756652781e+00, 5.825691402056895063e-01, 5.826087509691869615e-01, 1.517119377109279243e+00
1.944000000000000000e+03, 8.957110777483918707e-01, 1.080739481338010011e+00, 4.720939949957517756e-01, 8.772334985637553206e-01, 4.344581826785358092e-01, 1.524488878322943330e+00, 1.333955260699274170e+00, 1.070986181910124735e+00, 4.998264075243349924e-01, 6.446694075146162106e-01, 4.354739188871722400e-01, 4.614939058428308982e-01, 1.094832182300516710e+00, 6.239553758625535629e-01, 6.122432107261837064e-01, 1.590150578830491046e+00
1.945000000000000000e+03, 9.170028927303055521e-01, 1.181799989631940440e+00, 5.479877850671016626e-01, 9.187537559670885257e-01, 4.855387932179580646e-01, 1.497098978262226820e+00, 1.455672351842176138e+00, 9.419441337831071515e-01, 4.728671370172998212e-01, 4.440557599116780052e-01, 4.092371328700253330e-01, 3.994990603279094388e-01, 1.168628919857349180e+00, 6.576672151198033056e-01, 6.638298548194648818e-01, 1.573816329499232891e+00
1.946000000000000000e+03, 8.449475316559748039e-01, 1.154499203525516160e+00, 4.563906516460023433e-01, 9.659430858748198068e-01, 4.919112779094015342e-01, 1.522625929213127005e+00, 1.335991952177452591e+00, 8.882841347059804438e-01, 5.123144299193608253e-01, 6.283131329870607074e-01, 3.953511630338688021e-01, 4.814931040208063062e-01, 1.051027355727017554e+00, 5.801307372672440676e-01, 5.567498485852701018e-01, 1.569620083997714355e+00
1.947000000000000000e+03, 8.241069372780394087e-01, 1.126430877252608154e+00, 3.969405597581499578e-01, 9.362151256329357407e-01, 5.404219395529527015e-01, 1.492218118295409957e+00, 1.416982517938361719e+00, 9.666255667453460543e-01, 5.163298122665291867e-01, 6.193871795934261515e-01, 5.037340373019748574e-01, 4.066150990518017094e-01, 1.080140891574094208e+00, 6.573489585125831258e-01, 6.439906946476307015e-01, 1.582270221439988411e+00
1.948000000000000000e+03, 8.849132817181515342e-01, 1.171869230360576219e+00, 4.628469795304794854e-01, 9.069534963921532800e-01, 5.330305813609301779e-01, 1.305710493176051035e+00, 1.399848864667235349e+00, 8.343548536521864234e-01, 5.787964700652282746e-01, 5.626342541843109002e-01, 4.522334274757559003e-01, 3.908224935891983498e-01, 1.232793479513633494e+00, 5.285061338097400974e-01, 5.661090586641166489e-01, 1.638778504815798343e+00
1.949000000000000000e+03, 8.193125192277512792e-01, 1.115743596257858572e+00, 4.667473589868798012e-01, 9.377269052925409909e-01, 4.405787792888324339e-01, 1.987582156412672552e+00, 1.348470756237209578e+00, 8.837631054786755369e-01, 4.918964844551072524e-01, 6.115738129000155565e-01, 3.903264066936824039e-01, 4.353540592661179209e-01, 1.031016810181677901e+00, 6.509102078158526261e-01, 5.475588545897212001e-01, 1.635421102722466324e+00
1.950000000000000000e+03, 7.903606169716865804e-01, 1.162539700265030396e+00, 5.392970888452272016e-01, 9.764199733528960978e-01, 4.405485957340748993e-01, 1.939538448955683281e+00, 1.307638253383856641e+00, 8.192395914870179707e-01, 4.540415273032195609e-01, 6.057141193106908572e-01, 3.920656176454880293e-01, 4.964342381993128717e-01, 1.119024148873145830e+00, 7.624636915768342460e-01, 4.946162750915257256e-01, 1.613060306051967929e+00
1.951000000000000000e+03, 8.430354358443363783e-01, 1.514112068222944751e+00, 5.189789306669235769e-01, 9.802561073433166960e-01, 4.543576293855609571e-01, 1.658157037675951129e+00, 1.335252436702354162e+00, 7.499047965440985841e-01, 5.318877333456731860e-01, 6.215552523192550138e-01, 4.700834669652821929e-01, 3.914000321494405243e-01, 1.204695891092378623e+00, 7.151835116348977950e-01, 5.528006171468222707e-01, 1.565752867965156669e+00
1.952000000000000000e+03, 8.666009825848156600e-01, 1.375137009920784470e+00, 4.637343228616135349e-01, 9.082116934287468579e-01, 5.180600852655193878e-01, 1.585654463546966708e+00, 1.255206402158106638e+00, 9.237587323889386859e-01, 5.031351270995343405e-01, 7.369432780899828339e-01, 4.573844602474417265e-01, 4.856437576630597275e-01, 1.186074469865722403e+00, 6.961701581842064668e-01, 5.105283365742114832e-01, 1.730834320824958805e+00
1.953000000000000000e+03, 8.066553392859330263e-01, 8.635122541838324839e-01, 3.870444153806031351e-01, 8.650896811652841745e-01, 4.660180955130679425e-01, 1.592065006951340234e+00, 1.170397752014010972e+00, 9.765926432265008561e-01, 5.036564918544046421e-01, 5.299031224857740918e-01, 3.866060380132234076e-01, 4.353264148429396574e-01, 1.089524813722499319e+00, 7.734259803890498608e-01, 5.557005734312290279e-01, 1.659897792829828633e+00
1.954000000000000000e+03, 8.440612297891960658e-01, 8.762231582371112770e-01, 4.074643223982452600e-01, 9.274635222881890684e-01, 5.095715802961880980e-01, 1.577390339880291537e+00, 1.512859216580052291e+00, 1.121069289895197274e+00, 4.831424237399463140e-01, 5.533785609206264278e-01, 4.423576499198692558e-01, 4.705631916947686788e-01, 1.081214327722413993e+00, 6.565492266662940057e-01, 5.746496887566565626e-01, 1.686962773108959590e+00
1.955000000000000000e+03, 9.052545437990358046e-01, 1.018293647042241901e+00, 5.843257083932268392e-01, 9.719730766747011197e-01, 4.497341392950077732e-01, 1.585192712726423370e+00, 1.459443668728683141e+00, 1.042791707832026127e+00, 6.296484928029780770e-01, 6.731613157689277926e-01, 4.741757298405350207e-01, 4.139992231634708753e-01, 1.009624559378162534e+00, 6.694035968279896665e-01, 5.843023718864914784e-01, 1.712354905226503021e+00
1.956000000000000000e+03, 7.851108142765469422e-01, 9.354118072806282269e-01, 5.485146846172628265e-01, 9.437505901855254287e-01, 5.492712199656366590e-01, 1.538638380891072188e+00, 1.564667026495426549e+00, 7.123262253933589916e-01, 6.388432261636634024e-01, 6.806186927545615495e-01, 4.666333903977799569e-01, 3.747727267609411439e-01, 1.067287926269541831e+00, 7.572891768674959723e-01, 5.677133506255291895e-01, 1.694673596460575915e+00
1.957000000000000000e+03, 8.549984382432883612e-01, 1.176073751387334720e+00, 3.589591705842992697e-01, 8.561592554162072988e-01, 4.181078381345215700e-01, 1.693577435493124117e+00, 1.315868417095428899e+00, 8.328600856511757522e-01, 6.267906765259203539e-01, 6.966818893619932673e-01, 4.224486749086846515e-01, 4.518735959324379770e-01, 1.114007033662100854e+00, 6.888866848320187586e-01, 5.789169097785319407e-01, 1.659319335577312593e+00
1.958000000000000000e+03, 8.536587320533017831e-01, 9.371747532288408067e-01, 5.526124325902508350e-01, 8.506066228553016417e-01, 4.460871662005345128e-01, 1.499945823995806338e+00, 1.349878568477381302e+00, 9.003845046140268593e-01, 4.338075952499365617e-01, 6.327298878747354971e-01, 3.922302446226516026e-01, 4.081504820341006479e-01, 1.157448160153286887e+00, 6.338366699328908949e-01, 6.296218480445837651e-01, 1.696319832185360532e+00
1.959000000000000000e+03, 8.014367423211902208e-01, 1.311427118178910112e+00, 5.610518235704617940e-01, 9.330512160619640616e-01, 5.599352245310592613e-01, 1.657450010179625233e+00, 1.437741772168924737e+00, 8.708825562726419944e-01, 5.494212867905655662e-01, 5.224491260529691150e-01, 4.628677563653231242e-01, 5.486739187753528757e-01, 1.093944111961905108e+00, 6.826966485099822401e-01, 5.622594047865433486e-01, 1.746625798850546252e+00
1.960000000000000000e+03, 9.028063094594144244e-01, 1.212193021408634941e+00, 5.047998143658481984e-01, 9.005958551557542435e-01, 5.191190300558650161e-01, 1.512419826955705648e+00, 1.383620913982280154e+00, 9.453945761534610082e-01, 5.588451563860057369e-01, 5.517673774928303354e-01, 4.157579496097718041e-01, 4.866074311977188205e-01, 1.155349821908691732e+00, 7.640625961951905687e-01, 6.682282790423417218e-01, 1.749779917917126948e+00
1.961000000000000000e+03, 9.597329787146048341e-01, 1.237137749167103395e+00, 3.613105308575286223e-01, 9.322645802573349405e-01, 6.176916106380049287e-01, 1.786922107042256291e+00, 1.368654573473593095e+00, 8.059349479926211091e-01, 5.467158453523423001e-01, 5.749152042766814130e-01, 4.653374854123148441e-01, 4.653246940559133682e-01, 1.192245817291816445e+00, 7.282723177436674078e-01, 7.068693541371277034e-01, 1.686500777234211101e+00
1.962000000000000000e+03, 8.823028859716189887e-01, 1.080304693684871475e+00, 4.660249257302443993e-01, 9.917460905085371259e-01, 5.729512342727336449e-01, 1.765786834428149543e+00, 1.357697057841703359e+00, 1.059155534447914881e+00, 5.132579550743979757e-01, 5.053881094531955664e-01, 4.559762364176662142e-01, 4.625923379965638516e-01, 1.236969931858651783e+00, 6.584431284228650094e-01, 7.543319784020907637e-01, 1.682166825355854156e+00
1.963000000000000000e+03, 9.638158172350618225e-01, 1.123475828977503976e+00, 5.214773459682074952e-01, 9.876645390583875805e-01, 5.188817682228558104e-01, 1.546927292446147906e+00, 1.347107398642605425e+00, 1.058606747157799788e+00, 5.691846577794202888e-01, 6.937311001222444817e-01, 4.270861827788562382e-01, 4.836797848053033255e-01, 1.133465070252474671e+00, 6.403977894823000838e-01, 6.205174093523544432e-01, 1.764450074685946834e+00
1.964000000000000000e+03, 1.050791381114196232e+00, 1.063532323725672191e+00, 5.087489502573113720e-01, 1.004109876476289021e+00, 5.050676761698372763e-01, 1.686625933959648993e+00, 1.559831039334983016e+00, 8.141121696723878642e-01, 5.960447412965278469e-01, 7.491587525420996263e-01, 4.558878723915132380e-01, 4.631115228267693174e-01, 1.065687888564063046e+00, 7.140051696049708463e-01, 5.360057874115052856e-01, 1.674777717376129793e+00
1.965000000000000000e+03, 8.834731092316435719e-01, 1.044754497138921323e+00, 5.427126734688628718e-01, 9.968985824346142666e-01, 5.445135888815264558e-01, 1.720305961154063867e+00, 1.439766163583042324e+00, 9.483818073249891123e-01, 6.320197057385029682e-01, 6.814068657081047142e-01, 4.551459372567456252e-01, 4.931918437555080637e-01, 1.208497389714667802e+00, 6.988078054736205358e-01, 5.729114707915835547e-01, 1.689910172553031220e+00
1.966000000000000000e+03, 8.732954798950981479e-01, 1.114215351162453960e+00, 5.624996915284344867e-01, 9.995288285277036389e-01, 5.132997160961021432e-01, 1.528111893018626155e+00, 1.268344315629269303e+00, 1.008845744610931572e+00, 5.705963389381804030e-01, 7.305367457534653886e-01, 4.155400647864778696e-01, 4.509960477127321066e-01, 1.103175411512073989e+00, 6.857345231987240775e-01, 5.717312689909097578e-01, 1.785891999947052833e+00
1.967000000000000000e+03, 8.583903611197958305e-01, 1.144198512388354239e+00, 4.356227323847894350e-01, 9.710710774054854832e-01, 4.071948382123626309e-01, 1.545310723546215348e+00, 1.513321770783808917e+00, 7.327063963666116120e-01, 5.648540711564203898e-01, 6.670721524514809930e-01, 4.482909995749297938e-01, 4.576811057597632848e-01, 1.219369343371080161e+00, 6.079199210934403963e-01, 5.921202576545018248e-01, 1.782076995507460904e+00
1.968000000000000000e+03, 8.062221713934260015e-01, 1.519206161190212123e+00, 4.805316954110418481e-01, 9.510646206975879036e-01, 4.339660425246599229e-01, 1.509728366913902109e+00, 1.242265864697889244e+00, 8.862862752209366146e-01, 6.666311231187503905e-01, 6.475628765961449762e-01, 5.507763894428953089e-01, 4.835288017053151477e-01, 1.159849791759153037e+00, 7.761715004559649467e-01, 7.042685158604057305e-01, 1.761520056194390671e+00
1.969000000000000000e+03, 9.729968064816971740e-01, 1.171188990440268363e+00, 5.282974336585729569e-01, 1.065259262283453134e+00, 3.597329117828227951e-01, 1.727619790049097270e+00, 1.272561340394015916e+00, 9.878592878963506907e-01, 5.605951266940176758e-01, 6.523693565219040869e-01, 4.251744845024615915e-01, 4.435055913196538357e-01, 1.057568495420148746e+00, 7.154633393430831489e-01, 7.471476464579820398e-01, 1.814974677453627505e+00
1.970000000000000000e+03, 1.031792983635416050e+00, 1.232480132856749178e+00, 6.056730716530005498e-01, 1.066792880659346965e+00, 5.835655524773992742e-01, 1.902390647305404414e+00, 1.452222187560632038e+00, 9.703305696586967954e-01, 5.348881270061147664e-01, 6.563966240324311530e-01, 4.440752378688405666e-01, 4.447158369807805434e-01, 1.058443210175391336e+00, 6.909608996713964002e-01, 6.174560821214273298e-01, 1.748958506456256501e+00
1.971000000000000000e+03, 1.048724409288354975e+00, 1.110342589015140824e+00, 6.801738667240476710e-01, 1.050241485289796328e+00, 4.909471714897660211e-01, 1.363719693983963976e+00, 1.278061865608533632e+00, 1.025393906891398199e+00, 6.551922297643524296e-01, 5.464285370282390142e-01, 5.183272929658349071e-01, 4.590735679141282888e-01, 1.118234137494081848e+00, 6.655074459532099862e-01, 6.244384300246834663e-01, 1.705242292053832598e+00
1.972000000000000000e+03, 8.008708106329216481e-01, 1.218748237473062490e+00, 5.337258763877410495e-01, 1.126777942974469537e+00, 6.045429051073420990e-01, 1.794845046120564280e+00, 1.390579351196994606e+00, 9.666324899706559837e-01, 6.259931133835723305e-01, 6.999654020605708959e-01, 4.140337004853195668e-01, 4.491941164791787289e-01, 1.001052842505767426e+00, 6.008154316481187918e-01, 6.534019244963552575e-01, 1.756573563614736599e+00
1.973000000000000000e+03, 9.355095926517513760e-01, 1.326592043509772667e+00, 5.816312104546059736e-01, 1.087479329070492939e+00, 6.275148102617411627e-01, 2.100738487356635709e+00, 1.476598264465451615e+00, 9.263028814855213122e-01, 6.026093024733041315e-01, 7.506103903962602075e-01, 4.710477338585014606e-01, 4.884134623221425553e-01, 1.009459990667041174e+00, 6.738932729828045476e-01, 6.734240493891138213e-01, 1.726201743084718521e+00
