year, MIROC-ES2L, UKESM1-0-LL, CanESM5, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, GFDL-ESM4, CMCC-ESM2
1.887000000000000000e+03, -1.760905080352084180e-10, 9.647553095848026162e-11, 1.057674249960718551e-10, 2.443318914706850108e-10, 7.143765511320345165e-11, 8.708037207326963231e-12, 2.031921436232208741e-11, 9.190986202091524589e-12
1.888000000000000000e+03, 5.683568077137554624e-11, 1.126381999011071129e-10, -1.839042133176258798e-10, 8.472356725394962775e-12, 1.038459248635363457e-10, -4.829866480391144192e-11, 1.754899818718912643e-10, 1.636775212142172453e-10
1.889000000000000000e+03, -2.280850284084288899e-10, 1.743995666674403087e-10, -1.074722070481649621e-10, -4.042699699862475656e-10, 1.470934100704500456e-11, -1.125771536284364779e-10, 9.848066140507725332e-11, 1.978878458988239318e-10
1.890000000000000000e+03, -3.727370818231470330e-10, -5.318386201535047921e-11, -1.510438435299170047e-10, 4.554029039139053439e-11, 2.091506280012281017e-10, -1.342646746663067824e-11, 1.397078803774068598e-10, 2.356654610725982391e-10
1.891000000000000000e+03, -1.702021775851570916e-11, 2.248401625467500729e-10, 1.923816935113458394e-10, -1.048848985410104752e-10, 1.316732967110824908e-10, -6.488499436743176740e-12, -4.235757261867092440e-11, -2.213836595898230822e-11
1.892000000000000000e+03, 2.859597255295731548e-10, 1.280116478111861513e-10, -1.093954218197502346e-10, 1.734599306483096935e-10, 2.267837467920969571e-11, -9.397720778162062065e-11, -1.181647329717552920e-10, -1.302749738171619572e-10
1.893000000000000000e+03, 1.485306250781834591e-11, -2.450013773965593236e-10, 1.415665910141072667e-10, -3.331973928134222634e-10, 6.886247055118089223e-11, -1.109365587210190092e-10, -9.292913806898866047e-13, -1.812271547602545108e-11
1.894000000000000000e+03, 8.850922754510826216e-11, -4.958117151927757597e-12, -2.676183387936426256e-11, 1.288085545765137105e-10, 8.064939825394823711e-11, -9.415574621122570159e-11, 1.046804114850351160e-10, -4.309856458181074778e-11
1.895000000000000000e+03, -2.918943780123958121e-10, 1.028628590078236132e-10, -1.949081301679608024e-10, -6.137158904360895871e-11, -3.211633379606920350e-11, 1.861785017898551127e-11, -1.098246709987157796e-10, -4.617984675587137273e-11
1.896000000000000000e+03, -2.322568593821683876e-10, -3.457817166782853128e-10, -5.855742446322789153e-11, -1.857110600425411385e-10, 1.876635654198959148e-10, 5.066249848559963917e-11, -1.990030457669115912e-10, 1.638237819003239171e-11
1.897000000000000000e+03, -9.480407057863445701e-11, 1.881150711724550831e-10, -4.360398017730702900e-13, 7.017172635758295418e-10, 6.106511356224481330e-11, 1.424375740179102277e-10, -5.686533363158845164e-11, -3.409949002586385055e-11
1.898000000000000000e+03, 1.631634055332960359e-10, -1.183809769503583883e-11, -3.053742727830213803e-11, 3.788221754100401332e-12, 3.246462821434554754e-10, 2.128868686796921405e-10, -4.117925135597530983e-11, -1.292641793416115471e-10
1.899000000000000000e+03, -2.256922081377100427e-10, 6.551300006920070386e-11, 1.010040025612750651e-10, -6.353766190096390329e-11, 5.116367415640027344e-13, 2.083614459422285551e-10, -1.216131509658642954e-10, 6.766613874663270240e-11
1.900000000000000000e+03, -2.595368458655097039e-10, -1.850233967465113811e-11, -9.871068590128347349e-11, 9.149963222823979910e-11, 1.718169010907111290e-10, -1.021864001968947585e-10, -1.978219603154389310e-10, 1.151908487592510835e-10
1.901000000000000000e+03, 1.015040398159068359e-10, 1.534330301134084635e-10, 2.162770135989992504e-10, 3.251655408291653523e-11, 1.398388184750236740e-10, -7.512723424319083781e-11, -4.781421561696396024e-11, 1.794339100468544983e-10
1.902000000000000000e+03, 3.526769238450309810e-11, -1.909605992365794412e-10, 7.301273322505918731e-12, 5.858252550426778204e-12, 8.806632250365180141e-11, -1.158117783003244173e-10, -3.505896225904286768e-10, 5.602510574825408642e-11
1.903000000000000000e+03, 3.045346725042901851e-10, 2.815563793092775757e-10, -1.083103130952489736e-10, 1.928804283997774486e-10, -3.211142483572494964e-11, -1.888877242239613330e-10, 8.339193026527203877e-12, -1.574308313345313440e-10
1.904000000000000000e+03, -1.382203027844710272e-11, -2.819020594641646555e-10, 5.977341180271991454e-11, -1.122483687373330185e-10, 4.783588159110305258e-11, 1.822975231913718841e-10, -5.624544297978741442e-11, -4.324179376581280914e-10
1.905000000000000000e+03, -2.554769574362059935e-10, 1.188337235916849566e-10, 3.738582860748082319e-11, -2.849439113806856264e-11, 8.519374922177604470e-11, -2.191189964582557367e-10, -8.591787413048410939e-11, -7.528771594797128856e-11
1.906000000000000000e+03, -1.593305032093867813e-10, -3.916622724372912419e-10, -3.007389611680440951e-11, -2.289210826798100247e-10, 1.391336512307925508e-10, 9.800500106508323854e-11, -3.554449423926209019e-10, 1.460012627531303231e-10
1.907000000000000000e+03, 1.268963512261916495e-10, 2.788724830240767858e-11, -9.751264562300472970e-11, 2.239529548712505713e-10, 7.381935237885247924e-11, 2.054961687690588436e-10, -1.104742812094475888e-10, 2.644736241409983028e-10
1.908000000000000000e+03, 2.217963485142394567e-10, 1.467141833434278330e-10, 2.066553591998473044e-10, -3.167952478587748119e-10, 7.748249571428229738e-11, -2.591494173019667264e-10, -3.297257889091902647e-11, 8.434793186277242303e-11
1.909000000000000000e+03, -7.535802778392688962e-11, 1.069002891629383401e-10, -6.785742778854690280e-11, 2.085343793547188577e-10, 9.320430191676461536e-11, -7.056417515020303524e-11, -3.237244382860913596e-11, 1.846677353337504054e-10
1.910000000000000000e+03, -2.740317241802716999e-11, -1.278639228039306987e-10, 4.523095691193931331e-11, -3.384368093891998353e-10, 1.829355610850340380e-11, 1.023541846544631671e-10, 5.508542347195745456e-12, 4.563331307850549664e-11
1.911000000000000000e+03, -1.878417198809069607e-10, -8.550750942828584241e-11, -1.521687141546603345e-10, -2.442649543270348978e-11, 2.486643032594900800e-10, 8.383850189804026306e-11, 8.529297494368641175e-11, 6.185773773096749947e-11
1.912000000000000000e+03, -2.542160865013464383e-11, 1.166896251941993086e-10, -4.715703348764413041e-11, 3.317144175343050588e-11, -1.153750483709212809e-11, 2.450528254294690902e-10, -3.701687026170142590e-11, -2.297149617155516989e-10
1.913000000000000000e+03, -3.964589119191631920e-10, 1.301455116337462724e-10, 2.711112887052480140e-10, 1.198684260043536629e-10, 5.142489690981887434e-11, -1.911906981946686159e-12, -1.092961778305409562e-11, -1.737780417607396756e-10
1.914000000000000000e+03, -1.285522243038292834e-10, -1.848842648495640407e-11, -1.174849850931181964e-10, -5.319705377003936309e-11, 1.904454929800434937e-10, -8.064818334234408204e-11, -9.846824453151979626e-11, 4.639989598912562721e-10
1.915000000000000000e+03, -9.086607238397901054e-11, 8.751182545320709123e-11, -5.684579074463323067e-11, 2.221286816547059787e-10, 8.047415479126914933e-11, -2.474309020336616588e-10, -1.344330406663626055e-10, 3.200540121442352880e-10
1.916000000000000000e+03, -1.624733085350926941e-11, -1.047422080288281878e-10, -6.001538598667918895e-11, -1.038498266107283698e-10, 5.929801468135414616e-11, -5.894124777927512732e-11, -9.560001111028921696e-11, -8.650956214727391120e-11
1.917000000000000000e+03, 2.413022002926868607e-10, -2.410451281686307870e-10, -3.154947208547768038e-10, 4.844041513898409825e-11, 8.359409901292026394e-11, 1.468176731160682364e-10, 2.109656227762400797e-11, -2.927856596549043648e-10
1.918000000000000000e+03, -2.915420759359443145e-10, 3.354530001607245297e-11, 1.125871120283218588e-10, -2.942145711610482847e-10, 9.439944705298718903e-11, 1.036321973522613166e-10, -1.555593141905097329e-10, 8.688782344586089687e-11
1.919000000000000000e+03, -5.413736218027214022e-10, -1.250534120409993807e-11, 5.927148145273580276e-11, -3.008256221167518286e-11, 9.368419486697144846e-11, -1.494803281048812210e-10, 2.578963874623349977e-11, 3.347109874417464563e-10
1.920000000000000000e+03, -2.505223646052356715e-10, -1.290400140681847009e-10, 1.055759110107367110e-10, 1.700809484010258466e-10, 1.308805329993437182e-10, -8.906611776333904233e-11, 5.207751597433748742e-11, 1.606225712379988369e-10
1.921000000000000000e+03, -2.907863379613782691e-11, 1.693184028947946772e-10, 2.849666894897722391e-10, 6.052496650772060247e-11, 7.305038932856697740e-11, -2.187550329587598617e-11, -1.076196417181664330e-10, -2.293126811560540308e-10
1.922000000000000000e+03, -1.795058756731409702e-11, -1.293225291608019256e-10, 8.005289606487076271e-11, 2.410775339163695529e-10, 1.013978400730979382e-10, -1.055581441047961838e-11, -4.275364373509057929e-11, -2.706557329100890972e-10
1.923000000000000000e+03, -2.311966658113625097e-10, -1.100182425576562741e-10, -9.074022139372975776e-11, -5.806075727053451345e-11, 1.940355726708420156e-10, -4.626859175911944841e-11, -1.740478554375162392e-10, 2.095092687579783978e-10
1.924000000000000000e+03, -1.084543363084236422e-10, 1.604851410896113057e-10, -3.551218578420219290e-10, 2.471969316859308399e-10, 8.437821880791185616e-11, 1.718325103918548473e-10, -2.040985656239166324e-11, 2.154606045718198096e-10
1.925000000000000000e+03, -5.105414990310532857e-11, 1.041259011848504124e-10, -1.475851917876064572e-10, 6.781208300760031974e-11, 1.250613180517964511e-10, -3.232286745917035179e-12, -4.151266475902193218e-11, 5.159321486540654184e-11
1.926000000000000000e+03, -2.002009121822326716e-10, -6.499321072914810832e-11, 1.846837980241479716e-10, -9.495943082747335190e-11, 2.036417922682198611e-10, 1.503756407868898069e-12, -7.182106046704160121e-11, -1.205835203135321369e-10
1.927000000000000000e+03, 2.887889283284288507e-10, -1.377005727159950472e-10, 2.499988576816917134e-10, 1.528998008646536238e-10, 2.236364165375927339e-10, 8.430774868748667035e-11, 8.990747841619179675e-11, 1.111702202693074410e-10
1.928000000000000000e+03, -1.157408840292666055e-10, 2.268623807764002626e-10, -7.994535639608218877e-11, -2.844265624658288683e-10, 1.700674398361430002e-10, -1.670298903695525983e-10, 3.741085729054565240e-11, 1.900028054296432714e-10
1.929000000000000000e+03, 1.501438820917561886e-10, -2.667686343711688396e-10, 6.172539174398618408e-11, -2.588636596083271798e-10, 3.877692839533946241e-11, -8.513830177820910116e-11, 5.323650398396512309e-11, -4.195200247528809269e-11
1.930000000000000000e+03, 9.827703103625212809e-11, 2.579518185130494443e-10, 8.114777974889601604e-12, -1.143928964993408988e-10, 2.125161867028246981e-10, 1.087963133752541161e-10, 5.673005152201722938e-11, 4.206559127358844720e-11
1.931000000000000000e+03, -1.637117768963457980e-10, -3.437760159680572591e-11, -2.001618565076240129e-10, -1.593299657009225360e-10, 2.254487615674793587e-10, 2.310101788135228767e-10, -6.557058447062447471e-11, 1.236070542775257573e-10
1.932000000000000000e+03, -9.416390223479298879e-12, -2.253125515497673713e-10, -7.394238470131927119e-12, 5.703862571181103135e-10, 2.667822010544964740e-10, 1.524451702580930347e-10, -3.540479493404862228e-11, -5.268748959561785507e-11
1.933000000000000000e+03, 1.334339689510221272e-10, 9.188771028288305326e-11, -1.526371434339628222e-11, -3.163764785823118284e-10, -1.658826170126306652e-10, -9.610108740328293498e-11, -3.230227535454496353e-10, -2.231413099276884053e-11
1.934000000000000000e+03, -3.043318614695971860e-10, -1.538668785318625823e-10, -2.727226739380136071e-11, 5.089497683053077171e-10, 7.395437756618422082e-12, 1.234378138023070977e-10, -8.841444474778434196e-11, 5.489796087143039796e-11
1.935000000000000000e+03, 4.613041157561157973e-10, -3.778581088127830633e-10, 3.625095064555818017e-12, 1.476029067077929466e-11, 2.693179480571686089e-10, -1.542891939022582494e-10, -1.075584143491958758e-10, -1.334896818219708442e-11
1.936000000000000000e+03, 2.549366938170792618e-10, 1.194939466791837667e-10, 2.246089434040651188e-10, -1.236687257619649259e-11, 1.396775473397171469e-10, 2.979239039736188017e-10, 2.864013623206953245e-13, -2.014303227695326778e-10
1.937000000000000000e+03, 1.262552548881966590e-10, -3.214013811175312357e-10, 1.395972077267539179e-10, -4.488711618331541375e-11, 1.343327333760079341e-10, -1.254390967154817133e-10, 1.088745003449212819e-11, -1.817398149196778033e-10
1.938000000000000000e+03, 8.843569077369747975e-11, -5.054177075940871121e-10, -2.553373550371583219e-10, -1.038611995506286248e-10, 1.584136393078114699e-10, -8.815162476503919354e-11, 1.183493805823639906e-11, 1.024580249413096273e-10
1.939000000000000000e+03, 1.177755869506425187e-10, -1.688171652029808457e-10, -2.421692802239695749e-11, 1.367146017233434659e-10, 1.260584741213398608e-10, -1.043893997219775557e-10, 7.893330081567620491e-12, 2.983425319475738245e-10
1.940000000000000000e+03, 5.230735720654466369e-10, 6.489958695653944353e-11, -1.614042572897505908e-10, 5.348428157962354509e-11, 9.246708825377500932e-11, -6.727961797546243524e-11, -5.215493044884880051e-11, 1.038098700819302402e-10
1.941000000000000000e+03, 2.763430792001983095e-10, 2.681738803428186269e-10, 1.842037632940992382e-12, -1.382512113039906542e-10, 3.117190803977201962e-10, 5.068719272897542577e-11, -2.114238551596380139e-10, -1.294569981639923016e-10
1.942000000000000000e+03, -1.524501963530989089e-10, -7.186596590545031309e-11, 1.885070857825445260e-11, 7.638644398743681609e-11, 1.626881848799294495e-10, 1.297218843380115578e-10, -3.469876726351129536e-10, 1.323642445073388853e-11
1.943000000000000000e+03, -1.811702434375637301e-10, 3.455839981243330184e-11, -3.897902171209418396e-10, -3.039289878079043261e-10, 2.345762231882812257e-10, 6.197130075638643202e-11, 1.411673596630992271e-10, 1.469065216164575290e-10
1.944000000000000000e+03, -1.865866290688348537e-10, 2.999644513910824968e-10, 1.338097617536870487e-10, -2.301185137317468890e-10, 3.080809023228511792e-10, 1.815453627590912216e-10, -1.340953244586934113e-10, 4.285365944456542042e-11
1.945000000000000000e+03, -2.583700760658812463e-11, 1.450406298371042906e-10, 3.380930609364145183e-10, -7.863077821186341877e-11, 2.980770085596391227e-10, -2.472041012333741648e-10, -3.206192425480714066e-10, 1.361107103754624678e-10
1.946000000000000000e+03, -1.708362365946987355e-10, -5.078115703107936672e-11, -6.761576861440698047e-11, 2.187922664526913188e-11, 1.095828641878823116e-10, 2.654997778561703798e-10, 9.504699915896474712e-13, -1.833820011833101539e-10
1.947000000000000000e+03, 1.470716192496696368e-11, 6.518000341226125630e-11, 6.354989978626416504e-11, 4.241442413479724924e-11, 1.780393327854708981e-10, 1.862328643123063426e-10, -1.969020771479722622e-10, 1.076762742756833017e-10
1.948000000000000000e+03, -3.280667597414594019e-10, -1.432589428741712970e-10, -7.622716078912435265e-11, -8.195232907608644024e-12, 2.639958581734502550e-10, -5.851809821428784003e-12, -2.738153537110625397e-10, 5.470204505571977169e-11
1.949000000000000000e+03, 4.112205326049240187e-11, 7.692555748786989776e-11, -3.239720773937227694e-10, 3.826708818701716122e-11, 1.729731792945820008e-10, -3.766150947806812481e-11, -1.085792596680207037e-10, -1.670175943693366372e-10
1.950000000000000000e+03, 2.894792502160454477e-10, -6.619669541900738285e-11, -3.524530908539029490e-11, -1.921605326317842753e-10, 2.087716266667566762e-10, 5.180941449392448890e-11, 8.450977737690720617e-11, -5.484333278625591543e-11
1.951000000000000000e+03, 1.736388577501653027e-10, -1.938135775935666525e-10, -2.201639471863388500e-10, 6.248170587335415589e-10, 8.398433411294712929e-11, -3.061962085199472588e-11, -3.186480097321083638e-10, -7.943455469522058891e-11
1.952000000000000000e+03, 8.125039279329019309e-11, 1.599305879714684346e-10, 1.483116951503435456e-10, 4.077314222855966214e-10, 1.220610888477391504e-10, 3.026691115152167962e-10, -6.083873593423761683e-11, -9.754658166269141708e-11
1.953000000000000000e+03, 2.814318845413970583e-10, 7.759842051523486867e-11, 1.755904097307971478e-10, -5.095731656089327974e-10, 7.797898765688262149e-11, -1.391763473028787687e-10, -1.915371078677838673e-10, -9.844631940340797904e-11
1.954000000000000000e+03, 4.581029931250133342e-14, 2.449369349801445417e-10, 2.208650821734201992e-10, -4.481265420387948889e-10, 3.734974603527557057e-11, -8.758812987233548831e-11, -6.087184086187435878e-11, -1.010087270904224382e-10
1.955000000000000000e+03, -5.447608366800461510e-11, 2.739328910989860667e-10, -1.802659997257263019e-10, -1.969465153417064890e-10, 1.917725784882089017e-10, 9.850610243487643218e-11, -2.068102933750606621e-10, 1.490306720223745391e-10
1.956000000000000000e+03, 2.641740427680135444e-10, -3.588824218921280692e-10, -2.732663535940245430e-10, -2.192588682882525847e-10, 6.936464910046202437e-11, 1.661339707363816979e-10, -3.601511469922393541e-10, 1.486362186820998711e-10
1.957000000000000000e+03, 6.122429967898061057e-11, -1.638126630436083352e-10, -3.235044109412748433e-10, 2.635530723244514105e-10, 4.991452072192359581e-11, 1.848095245171723855e-10, -1.181076957957980914e-10, -4.796182371878321448e-11
1.958000000000000000e+03, -1.156140713206639248e-10, 2.367915885092618378e-11, 1.972229093801093543e-10, -1.502674528685353693e-10, 7.926055402556921523e-11, 1.074263072400106342e-10, -1.976912069108266180e-10, -1.518464248841462422e-10
1.959000000000000000e+03, 1.846852535344176161e-11, -7.588244626935982852e-11, 1.118327291834957969e-10, 2.388122443368985693e-10, -6.798583121093951530e-11, -7.304184627909847403e-11, 1.895044822596328987e-10, 2.046379337479380471e-10
1.960000000000000000e+03, 2.598068096064517752e-10, 1.127516212473862988e-10, 3.692330869187474759e-11, 2.322848708917315693e-10, 1.610843613703802310e-10, 4.816063320487639326e-11, -6.640482915035456544e-11, 1.360739175715363933e-10
1.961000000000000000e+03, 7.364804563198469138e-11, -1.135936655587316766e-10, -2.663590301121311246e-10, -1.981102690509236506e-11, 3.921388371046491751e-10, -7.056331070530730850e-11, -7.631817757350930428e-11, -1.775858284867572552e-11
1.962000000000000000e+03, -1.116679522409710904e-11, 1.696731653057771932e-10, -2.552882101296792683e-10, -1.793220856013593902e-10, 3.049892541846741147e-10, -3.465903345097385117e-10, -9.062105661293048940e-11, -1.689524089449971778e-10
1.963000000000000000e+03, -3.976539945197126900e-11, 1.903522467303794247e-10, 1.473211097671129039e-10, 2.557715691770633418e-10, 3.303083619521813535e-10, 2.212965859753293717e-10, 1.194052567469214678e-11, -3.318637584182235933e-10
1.964000000000000000e+03, 2.062387213131960756e-10, -1.375868854197140455e-10, -1.751373160906876141e-10, -1.778440375706285558e-10, 5.360311865694392074e-10, 3.982978151074167398e-10, -7.988814956788562997e-11, 6.068674402494291430e-11
1.965000000000000000e+03, 8.971472282159429189e-11, 1.484461494172402490e-10, -4.688079823483706751e-10, -1.018865970688908745e-10, 2.948994546486770968e-10, 2.636301842634670043e-10, 2.972414173969985978e-11, 2.345471659360941062e-10
1.966000000000000000e+03, 3.546827465073955010e-11, 2.097811413070265710e-10, -3.128410489261457028e-10, -8.110667442982356834e-11, 2.103698856440909802e-10, 1.784370882837605664e-10, -1.006368006306177760e-10, -5.034905017282185040e-11
1.967000000000000000e+03, -1.107456356710639198e-10, -2.058761266257794950e-10, 1.316627944897348518e-10, -1.029861242007332728e-10, 1.815192261990654503e-10, -5.690323324265867747e-11, -7.885580969108778245e-11, -1.899163276857291682e-10
1.968000000000000000e+03, 3.355358179841757392e-10, 1.194561610023157381e-10, -3.411645681680735247e-10, 6.270661978954794498e-10, 1.579376327939802220e-10, 9.977346719421496997e-12, 3.611643575771787896e-11, -1.930648187581886112e-10
