year, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, CMCC-ESM2, CNRM-ESM2-1, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, CESM2-WACCM
1.947000000000000000e+03, 1.004896220869855350e-13, 4.058016153842425509e-11, 1.025480869577722890e-11, 4.885951179400716442e-12, 7.460303757483341940e-11, 3.116429367301016209e-11, 3.267915844757661383e-11, 1.126670258761467470e-11, 6.471415666305533897e-12, 4.067319626420002404e-12
1.948000000000000000e+03, 8.212269108921873848e-14, 3.944570879529352454e-11, 1.000986752978052538e-11, 4.938020727601924900e-12, 7.101675538772757218e-11, 3.290917288681164888e-11, 3.339855067676106761e-11, 1.103395685724471535e-11, 6.962880614695972537e-12, 3.789009277046265317e-12
1.949000000000000000e+03, 7.951671187892971489e-14, 3.780917841830017606e-11, 1.015329253994272867e-11, 5.064366517892424102e-12, 6.739707097090554105e-11, 3.071407055543070136e-11, 3.473969930680806994e-11, 1.079815447295734629e-11, 6.451817253650756681e-12, 3.730905120512113326e-12
1.950000000000000000e+03, 1.100175294993580700e-13, 4.003013077886145847e-11, 1.516230683640358183e-11, 8.066056743210972684e-12, 6.446026922810982338e-11, 3.079376036645799143e-11, 3.273748491627242663e-11, 1.053478315456982056e-11, 1.334626182539384376e-11, 3.853474606804272172e-12
1.951000000000000000e+03, 1.532146827329424691e-13, 2.035684402810598475e-10, 1.921469601266107265e-11, 7.604100414834093377e-12, 1.837302151864660488e-10, 4.025502833601568399e-11, 4.367991544336410443e-11, 1.920027644715205777e-11, 1.407523428835816964e-11, 1.415809828751994184e-11
1.952000000000000000e+03, 2.049133077918133391e-13, 2.063158432380455221e-10, 2.115359617476227127e-11, 8.347178618614653170e-12, 1.962174496854067310e-10, 3.966236514189242031e-11, 4.645079046294833077e-11, 1.961992853106404405e-11, 1.530996375664387598e-11, 1.480781235131252624e-11
1.953000000000000000e+03, 2.792188456720550110e-13, 2.103457321692150916e-10, 2.121002175247528137e-11, 8.154500287788607883e-12, 2.105348009165568322e-10, 4.012651272486844314e-11, 4.329840987977516727e-11, 2.005083368278144494e-11, 1.477048116829871436e-11, 1.564079507396494961e-11
1.954000000000000000e+03, 4.110596542808295765e-13, 2.105069529983255771e-10, 2.052091494280528368e-11, 8.347298683212392331e-12, 2.201153995956453903e-10, 4.166725804901504962e-11, 4.160861689122184170e-11, 2.048475787537160204e-11, 1.468487084559341207e-11, 1.403790515723472514e-11
1.955000000000000000e+03, 4.826808028875859146e-13, 2.060980711920965372e-10, 2.044479761909952897e-11, 8.229919450046002854e-12, 2.327629101224526826e-10, 4.290710734767090760e-11, 4.517414539356826310e-11, 2.091800006046844357e-11, 1.566059424745327856e-11, 1.427413233016773779e-11
1.956000000000000000e+03, 7.741426492419875055e-13, 1.948159080914558501e-10, 2.071558265788760495e-11, 8.066447206502481562e-12, 2.388919717521976421e-10, 4.013970334803111770e-11, 4.306706080452796337e-11, 2.130072039330858298e-11, 1.630316183877813745e-11, 1.490123428672779980e-11
1.957000000000000000e+03, 1.130504016120143403e-12, 1.940316933847247427e-10, 2.106291516799319832e-11, 7.843983415739306140e-12, 2.379022879247187090e-10, 3.965705588550128678e-11, 4.213106050212378208e-11, 2.176813053632912258e-11, 1.605353141631138307e-11, 1.552109952230770714e-11
1.958000000000000000e+03, 1.358923821101181740e-12, 1.978137423614850249e-10, 2.142165712343077838e-11, 8.028085146786104439e-12, 2.476641079078935622e-10, 4.012639933025444145e-11, 4.070786982524464654e-11, 2.226236628308371549e-11, 1.523926183384887131e-11, 1.617242557756702846e-11
1.959000000000000000e+03, 1.512901605581849772e-12, 1.931114660270661241e-10, 2.159242722298721221e-11, 7.958929287331350765e-12, 2.466685287822373725e-10, 4.047291477325798690e-11, 4.203846828178444462e-11, 2.278546773140729876e-11, 1.580401901903364215e-11, 1.639286843437419080e-11
1.960000000000000000e+03, 1.086725353202718019e-12, 1.985271001686880455e-10, 1.374156481630276639e-11, 3.505008717201045429e-12, 2.477553286590772691e-10, 4.695520102453249097e-11, 4.676147096248065579e-11, 2.322887910917390086e-11, 6.729509273107762204e-12, 1.560599979921439756e-11
1.961000000000000000e+03, 5.628092392624258957e-13, 1.859322538489473336e-11, 8.130876011513244519e-12, 3.406824472291227827e-12, 1.096721793505789882e-10, 3.544249492269566301e-11, 3.174382854646572222e-11, 1.384950500645949012e-11, 6.289937749114947914e-12, 2.264085995861104074e-12
1.962000000000000000e+03, 3.731677260930942526e-13, 1.870365776968959399e-11, 6.934237734319589553e-12, 3.601490916929121986e-12, 1.026527377575844782e-10, 3.507277049581682616e-11, 3.025479597638729739e-11, 1.337952525333273222e-11, 6.031172069636619498e-12, 1.879422300707678659e-12
1.963000000000000000e+03, 3.099667866366090860e-13, 1.897969836021043380e-11, 6.244292692548191371e-12, 3.607345223128029732e-12, 9.523083297196449650e-11, 3.212767210183095153e-11, 3.170336783635483671e-11, 1.290016185704419587e-11, 5.815084367389018286e-12, 1.405469545493270022e-12
1.964000000000000000e+03, 2.484713292565027629e-13, 1.865296853203431989e-11, 5.720756703538873000e-12, 3.445978381890435197e-12, 8.777913320782835657e-11, 3.051144128852257964e-11, 3.046199348783675614e-11, 1.241820475330949152e-11, 5.560560502679914302e-12, 1.497479571228654127e-12
1.965000000000000000e+03, 2.053942575392365684e-13, 1.903870786511960965e-11, 5.368638727273934957e-12, 3.037901573107749538e-12, 7.971383286487890749e-11, 2.893616720317768852e-11, 3.240176487263023523e-11, 1.192909053176586436e-11, 5.332735542649644007e-12, 1.493034519146042136e-12
1.966000000000000000e+03, 1.919609736684283428e-13, 1.956091384096502030e-11, 5.076054179549242500e-12, 2.992413689606786083e-12, 7.192579369284872870e-11, 3.225587725483177209e-11, 3.405554460979907551e-11, 1.143708365508717658e-11, 5.164989259212585292e-12, 1.421119440052246378e-12
1.967000000000000000e+03, 1.729502830621638205e-13, 2.038636562848704934e-11, 4.884619727582108587e-12, 3.145116614395521426e-12, 6.431043538593564972e-11, 3.193409581947669677e-11, 3.977528033283530590e-11, 1.094137618279835366e-11, 5.026072673361706333e-12, 1.369102516471348979e-12
1.968000000000000000e+03, 1.559659492364879603e-13, 2.034808790182852877e-11, 4.835147078952691825e-12, 3.218516073142259436e-12, 5.667569592004242325e-11, 2.992325058134603119e-11, 3.434455482302428180e-11, 1.044350349778366616e-11, 5.180780437136863181e-12, 1.032951108654461154e-12
1.969000000000000000e+03, 1.491143402335061691e-13, 2.050155230839176482e-11, 4.778657901926658900e-12, 3.021131685973972370e-12, 4.926096015011097775e-11, 3.254522765285395700e-11, 3.313081612825854693e-11, 9.962371353597973193e-12, 5.194747508686959537e-12, 9.340636842025962204e-13
1.970000000000000000e+03, 1.352837239310882073e-13, 2.143652985118021311e-11, 3.835081197025958277e-12, 2.909480150018598966e-12, 4.237643290636544467e-11, 3.499618458665787061e-11, 3.741492503218115430e-11, 9.490006481206776237e-12, 4.148044391050553904e-12, 1.079220935854560507e-12
1.971000000000000000e+03, 1.238163835600752612e-13, 1.138128708512941083e-11, 3.242243219764209629e-12, 3.426612729817629170e-12, 3.386311138426419372e-11, 2.886399557590572204e-11, 3.140690658016806286e-11, 5.726039622188656133e-12, 4.412370430693378287e-12, -6.926960375729666616e-12
1.972000000000000000e+03, 1.141029484606061515e-13, 1.046987580592288280e-11, 3.017898592733343824e-12, 4.357741011273041692e-12, 3.316727894028226420e-11, 3.385403547170861161e-11, 3.055550178599016176e-11, 5.563059354281323631e-12, 4.092264023798668465e-12, -7.132422510015853283e-12
1.973000000000000000e+03, 1.049409913609866602e-13, 1.097768348603048428e-11, 2.949456243035556156e-12, 4.556693310418031976e-12, 3.171126221903329461e-11, 3.757740126327065741e-11, 2.408386037362255904e-11, 5.404366286243413493e-12, 3.799788060743419770e-12, -7.034023656127965658e-12
1.974000000000000000e+03, 9.571060919519899959e-14, 1.169267242191183698e-11, 2.861764463369714848e-12, 4.556151692361051566e-12, 3.107381411842795916e-11, 3.912684946178038995e-11, 2.804809548744134513e-11, 5.243947416509683507e-12, 4.022712571847320450e-12, -6.927346993209701662e-12
1.975000000000000000e+03, 8.781784540013723790e-14, 1.195324531959800645e-11, 2.701189855153836895e-12, 3.960827437598039413e-12, 3.049537531661045936e-11, 4.134561964934040856e-11, 3.243580003083389927e-11, 5.073850271853551555e-12, 4.008186642563741000e-12, -7.074962534513488054e-12
1.976000000000000000e+03, 7.880690742617474775e-14, 1.204043950703025614e-11, 2.644832353263945537e-12, 3.813024216972895810e-12, 2.974829043950087529e-11, 3.878456327739062867e-11, 3.218078000942688320e-11, 4.905081051480190973e-12, 4.009986499181741023e-12, -7.144546870906727535e-12
1.977000000000000000e+03, 7.021761839976992002e-14, 1.263750800576881777e-11, 2.649565092033486111e-12, 4.032560888123435731e-12, 2.909922352036780967e-11, 3.974681553451085918e-11, 4.490405375154071157e-11, 4.746712928153779312e-12, 3.867235860477913799e-12, -7.087080815512674381e-12
1.978000000000000000e+03, 6.752314709744766622e-14, 1.289466004465591760e-11, 2.628454338308924329e-12, 3.464108059051126538e-12, 2.884125066083785659e-11, 4.665163300683206689e-11, 5.018662017147945607e-11, 4.583225083769238977e-12, 3.455140510334823294e-12, -6.959059215805118464e-12
1.979000000000000000e+03, 6.299351013170558266e-14, 1.283366686737298802e-11, 2.563422008871548360e-12, 3.648877690322816420e-12, 2.857209527118947608e-11, 5.704611830336671991e-11, 4.147346371631004296e-11, 4.418997895360414274e-12, 3.602616121890250066e-12, -6.951020598794626135e-12
1.980000000000000000e+03, 6.120115622939093213e-14, 1.237854140189292516e-11, 2.696630773438055644e-12, 2.760231753764928354e-12, 2.851627234083182470e-11, 6.049518903956219347e-11, 4.778873691970999019e-11, 4.266310453400283913e-12, 4.405004360418523182e-12, -7.033020321839719353e-12
1.981000000000000000e+03, 6.231173442950355417e-14, 2.203521490425198236e-11, 2.909348357119503723e-12, 2.961674112696968942e-12, 3.638549718408816795e-11, 5.917879062061256786e-11, 5.785178475032647503e-11, 4.855971930134620515e-12, 4.423988720470090460e-12, -4.486216747839991490e-12
1.982000000000000000e+03, 6.511902693179144747e-14, 2.367597444032952222e-11, 3.021286446850154705e-12, 2.780978691477664563e-12, 3.677443012569164266e-11, 5.826220383527310102e-11, 7.149401766117888169e-11, 4.897540921177812737e-12, 4.265302023929811625e-12, -4.491507851324666828e-12
1.983000000000000000e+03, 6.771793828067136439e-14, 2.222042264048635855e-11, 3.050965067449159184e-12, 2.807722253943607968e-12, 3.766643438411373865e-11, 6.340223960430585882e-11, 9.567353480380892369e-11, 4.928359528941950154e-12, 4.355844557466019469e-12, -4.365808026402023907e-12
1.984000000000000000e+03, 7.724691929299530158e-14, 2.240574375518735984e-11, 3.105611526286642086e-12, 3.003851930966806228e-12, 3.819970696748349144e-11, 7.280670613146421883e-11, 8.700307511330035792e-11, 4.944380916015011624e-12, 4.567902214277669720e-12, -4.327038391449139965e-12
1.985000000000000000e+03, 6.740718006063470458e-14, 2.249234614739476576e-11, 3.046917460859003978e-12, 2.937279475793533063e-12, 3.823878769136551068e-11, 8.517083922773440442e-11, 8.417881121724449185e-11, 4.976215028316888769e-12, 4.445211414267822502e-12, -4.572172189333747887e-12
1.986000000000000000e+03, 5.665179924302315620e-14, 2.023159545938270256e-11, 2.974745867092186932e-12, 2.633733759038647457e-12, 3.863471795621386277e-11, 7.940144479602627495e-11, 8.586736479113369709e-11, 4.991510353967050583e-12, 4.386476948546693708e-12, -4.133540200165627054e-12
1.987000000000000000e+03, 5.880424162503983915e-14, 2.031503796646197085e-11, 2.950431488083272627e-12, 2.976698476445224235e-12, 3.899006449507134220e-11, 7.985700202672619010e-11, 7.078198465732603529e-11, 5.035968649486378623e-12, 4.709594856231203558e-12, -4.431111838030872581e-12
1.988000000000000000e+03, 5.436115398598169114e-14, 2.090705004612292721e-11, 2.925956722263125029e-12, 3.206282051475600465e-12, 3.865456516125019006e-11, 7.639421053648554556e-11, 7.452889956124130028e-11, 5.067610050286790224e-12, 4.668049332080025564e-12, -4.438416535830247485e-12
1.989000000000000000e+03, 5.158275420027219084e-14, 2.190359848688362930e-11, 2.941382484879851243e-12, 2.956522125237692068e-12, 3.803242537822228722e-11, 7.976184145338591457e-11, 8.220933577189187687e-11, 5.077854213544676834e-12, 4.448337682768443173e-12, -4.524087917122151137e-12
1.990000000000000000e+03, 6.351296045765944263e-14, 2.126104320181615004e-11, 2.417465092964457503e-12, 9.096415912905048486e-12, 3.849341223473434761e-11, 8.887719116745167231e-11, 7.411357409968672630e-11, 5.116104963804061562e-12, 6.489183324468893827e-12, -4.994872016130757082e-12
1.991000000000000000e+03, 6.729972803160790154e-14, 4.101324458970767726e-11, 2.110512413263756943e-12, 6.917813377069110628e-12, 3.693625735917131663e-11, 9.387096104379069634e-11, 7.663124909286736227e-11, 3.978457089960527419e-12, 6.729722377685064097e-12, -4.927099091699864719e-12
1.992000000000000000e+03, 5.407652614967193231e-14, 4.359282482701084981e-11, 2.326573340245284982e-12, 7.301065297884895359e-12, 3.587958380611542568e-11, 9.277489567140842334e-11, 7.697111073934817231e-11, 3.915838216886331773e-12, 6.574056737201739285e-12, -4.931255759293125889e-12
1.993000000000000000e+03, 4.370138785122051960e-14, 4.427887242893590520e-11, 2.321796387529755477e-12, 8.796637030079886855e-12, 3.580254065766595429e-11, 8.625324361098712765e-11, 8.105325260712584197e-11, 3.853495519992392288e-12, 6.554408036736684169e-12, -4.865602584410528947e-12
1.994000000000000000e+03, 5.436106995733074519e-14, 4.447843898742230669e-11, 2.153803298261936274e-12, 8.666841756147202471e-12, 3.541795802122609704e-11, 9.278465682260039828e-11, 7.777344633541873227e-11, 3.788054612690531882e-12, 6.855642582517094623e-12, -4.855035699488042472e-12
1.995000000000000000e+03, 8.330983586667420662e-14, 4.480450995005295619e-11, 1.836926684307267452e-12, 7.710971486182020838e-12, 3.546651844309914207e-11, 9.052577527157520217e-11, 8.407095692912305844e-11, 3.759344270784518424e-12, 6.724806150998661553e-12, -4.889293381040316373e-12
1.996000000000000000e+03, 8.825465247167280754e-14, 4.692068655570857546e-11, 2.065359202888378120e-12, 8.261893873032661847e-12, 3.423930131721414237e-11, 8.921725740113941864e-11, 8.141322647334338545e-11, 3.725215680392960394e-12, 6.332716101427200658e-12, -4.869961552185432653e-12
1.997000000000000000e+03, 7.189257909843100275e-14, 4.885997903518591158e-11, 2.236555400887217127e-12, 8.561902965401963041e-12, 3.357550650324431483e-11, 1.019515566170280504e-10, 7.992670271147017938e-11, 3.679737256243433912e-12, 6.327590654815301147e-12, -4.843191489755935329e-12
1.998000000000000000e+03, 8.330601179189006086e-14, 4.794586095000559314e-11, 2.061190916342093746e-12, 8.588005522348355535e-12, 3.279941237389070561e-11, 9.315856681635505821e-11, 9.141407265528359796e-11, 3.595813415940949123e-12, 6.769495434248958428e-12, -4.822903829101244846e-12
1.999000000000000000e+03, 1.025178490864283365e-13, 4.716630604713724637e-11, 2.202715702310093379e-12, 9.215315061451842139e-12, 3.221311766566880355e-11, 8.131041139609865421e-11, 8.589545425731438973e-11, 3.543397157019339161e-12, 6.907447246136895332e-12, -4.811105642139048989e-12
2.000000000000000000e+03, 7.853579906741512337e-14, 4.779495443320094340e-11, 8.838358694803825443e-12, 5.511548459570695561e-12, 3.126775763007181863e-11, 7.702786350296049447e-11, 8.614591979288817051e-11, 3.511676757930355803e-12, 1.016225702871545646e-11, -4.832889408700365731e-12
2.001000000000000000e+03, 7.288208039583204269e-14, 8.114530097007099687e-11, 1.240863954926367563e-11, 4.191877494342376504e-12, 7.390918764518178389e-11, 8.897847128308226196e-11, 1.195770868905170310e-10, 1.144755003132358580e-11, 7.464472986481323953e-12, 1.130172178471017976e-11
2.002000000000000000e+03, 1.400565429110975556e-13, 7.511905190593294666e-11, 8.324693812937300585e-12, 1.584311017495026257e-11, 6.760935490419632490e-11, 1.089735430656827768e-10, 1.136912360815709038e-10, 1.009945192682848643e-11, 1.138887244403319962e-11, 9.341838637721775409e-12
2.003000000000000000e+03, 3.789291668030467126e-13, 1.993272209747367763e-11, 8.591492756691852533e-12, 1.507136436060294023e-11, 4.471562313773589415e-11, 1.046309912776723841e-10, 9.879593832877729869e-11, 3.985286529728308460e-12, 1.211959928441261397e-11, -1.609302958071886614e-12
2.004000000000000000e+03, 5.639991896308846637e-13, 6.491271065230507888e-11, 1.898791234862360919e-11, 6.702075656431607514e-12, 7.472931251602601429e-11, 1.067291594003250453e-10, 1.239813636254546674e-10, 1.602511543244356454e-11, 9.164437804066539462e-12, 5.537641689135130472e-12
2.005000000000000000e+03, 4.708038712740315622e-13, 5.679415557712386768e-11, 1.347828972666659663e-11, 1.354957203625388467e-11, 1.073772063640885722e-10, 1.346445046383812926e-10, 1.208878267463181832e-10, 1.159719309976828679e-11, 1.182675359131234127e-11, 4.122378835562197528e-12
2.006000000000000000e+03, 4.705896561075397688e-13, 3.059784889057235629e-11, 7.249984772204329157e-12, 1.732767977547487175e-11, 6.901146689384569183e-11, 1.191798019796951437e-10, 8.920317992870742263e-11, 7.391827965617995577e-12, 9.557621403169108885e-12, -4.063921789388560105e-12
2.007000000000000000e+03, 3.403193001923778633e-13, 8.588386946372105969e-12, 5.616299003230785757e-12, 9.500678343724164658e-12, 2.962732790478313709e-11, 1.127886731443515427e-10, 1.088496395943781603e-10, 4.497249548316626253e-12, 7.124320128462809630e-12, -1.520945096062580193e-12
2.008000000000000000e+03, 2.513469308218686319e-13, 7.580595559057922639e-12, 1.058503282424006194e-11, 1.125630358648322303e-11, 2.791281142191963807e-11, 9.750376135736897818e-11, 1.026580943120396777e-10, 4.418016742273297752e-12, 8.670943125684742367e-12, -3.113506727156567552e-12
2.009000000000000000e+03, 3.805831888909666043e-13, 3.930125170902908811e-11, 1.280164887604971789e-11, 1.070833819016595803e-11, 4.159840742032318987e-11, 1.001010339693161596e-10, 1.112350005546705909e-10, 5.943954542432949468e-12, 8.143814356708325208e-12, 4.295965437405571771e-13
2.010000000000000000e+03, 2.882879125988116144e-13, 2.782812535228041520e-11, 1.371251133842264532e-11, 1.359143572607043235e-11, 4.199037377118091548e-11, 1.044535625890299761e-10, 8.938147569327008567e-11, 7.992907918053660870e-12, 1.232681316544888542e-11, 9.802120101955181022e-13
2.011000000000000000e+03, 1.657407222013348396e-13, 3.070428206570131911e-11, 1.228451341329013447e-11, 1.836330280920526200e-11, 3.266629401980177493e-11, 1.081817512386873255e-10, 9.971172884460832550e-11, 6.253013057398773104e-12, 1.339331434597388143e-11, 1.610065376188566836e-12
2.012000000000000000e+03, 1.474193447712130229e-13, 2.761795573967000529e-11, 1.419643341269879706e-11, 1.595006284735861805e-11, 3.354759099944416230e-11, 1.177173520576690207e-10, 1.189441352867684426e-10, 8.074606529024973696e-12, 1.024585018486274557e-11, 4.185098049891330454e-12
2.013000000000000000e+03, 1.700706699437836205e-13, 4.573894113410030226e-11, 1.081356341165792627e-11, 1.040637902364378465e-11, 3.716207350108200616e-11, 1.172897333587448557e-10, 1.339518029874715747e-10, 6.738663501741585852e-12, 6.382691527879626759e-12, 2.749544584956436820e-12
2.014000000000000000e+03, 1.189793516011546571e-13, 7.028274477426113930e-12, 7.028914498892461663e-12, 8.692517121748896817e-12, 2.216436264616749834e-11, 1.234773687589435392e-10, 1.784234565516921106e-10, 4.454756325932501336e-12, 6.061089162473677539e-12, 2.098016936887304967e-12
