year, EC-Earth3-Veg, MPI-ESM1-2-LR
1.875000000000000000e+03, 7.486899903520119400e-11, 9.254439444983769789e-11
1.876000000000000000e+03, 7.180977183968719471e-11, 6.942618764855778567e-11
1.877000000000000000e+03, 6.802935998787693347e-11, 6.835531945363045176e-11
1.878000000000000000e+03, 7.428067182393549956e-11, 9.640946148107098859e-11
1.879000000000000000e+03, 1.065429363954665881e-10, 1.119596481286943598e-10
1.880000000000000000e+03, 9.115580014713379886e-11, 1.370038252376205264e-10
1.881000000000000000e+03, 8.628409729415880747e-11, 1.132239070810068292e-10
1.882000000000000000e+03, 1.063440874813059529e-10, 8.761139532991918352e-11
1.883000000000000000e+03, 8.891837731058428512e-11, 9.853135415033993506e-11
1.884000000000000000e+03, 8.169261719819107527e-11, 9.507362452735871070e-11
1.885000000000000000e+03, 7.618312047447070264e-11, 1.214658656540300801e-10
1.886000000000000000e+03, 8.847804901720595698e-11, 1.045226065010380279e-10
1.887000000000000000e+03, 1.002799009869757079e-10, 1.118164555436576045e-10
1.888000000000000000e+03, 9.838270166248496108e-11, 1.120192046138266771e-10
1.889000000000000000e+03, 9.216690772618387096e-11, 8.239484323801874946e-11
1.890000000000000000e+03, 8.928006974229170170e-11, 1.164591018594826058e-10
1.891000000000000000e+03, 9.655922904719077163e-11, 8.286300761630892860e-11
1.892000000000000000e+03, 1.008051706754329744e-10, 1.052258654656896364e-10
1.893000000000000000e+03, 9.942349135361651608e-11, 9.989564375514505652e-11
1.894000000000000000e+03, 1.062766657771283928e-10, 1.168767812267406855e-10
1.895000000000000000e+03, 9.215131308914404128e-11, 1.056090908435992453e-10
1.896000000000000000e+03, 1.139917656453815939e-10, 9.458834813034927551e-11
1.897000000000000000e+03, 1.364930048439826291e-10, 1.605471582273334063e-10
1.898000000000000000e+03, 1.076952748950314716e-10, 1.095180033287448829e-10
1.899000000000000000e+03, 9.882305876339199360e-11, 1.151216874658634780e-10
1.900000000000000000e+03, 1.100918595809416217e-10, 9.850143493624748769e-11
1.901000000000000000e+03, 1.223091173996828052e-10, 1.153298119499025159e-10
1.902000000000000000e+03, 1.125276483150362703e-10, 1.021451906457618546e-10
1.903000000000000000e+03, 1.243657938370818100e-10, 1.207777415072708662e-10
1.904000000000000000e+03, 1.063554951583110332e-10, 1.031712071715986662e-10
1.905000000000000000e+03, 1.220764378050971761e-10, 1.141622895665934709e-10
1.906000000000000000e+03, 1.034667563202969806e-10, 1.078478074409715761e-10
1.907000000000000000e+03, 1.421766059142297062e-10, 1.232316235399190198e-10
1.908000000000000000e+03, 1.316030067321602882e-10, 9.568116796881200963e-11
1.909000000000000000e+03, 1.150876331712439617e-10, 1.275985507051575723e-10
1.910000000000000000e+03, 1.290980642021833555e-10, 8.955705107869441821e-11
1.911000000000000000e+03, 1.367729656466745087e-10, 9.304266583876480179e-11
1.912000000000000000e+03, 1.291410172631474189e-10, 1.048614391076053641e-10
1.913000000000000000e+03, 1.475771425021760642e-10, 1.112606317424702686e-10
1.914000000000000000e+03, 1.492665829813259231e-10, 1.117329462718657612e-10
1.915000000000000000e+03, 1.157812799254241639e-10, 1.342126259602407867e-10
1.916000000000000000e+03, 1.257604344560792582e-10, 1.177912475713188023e-10
1.917000000000000000e+03, 1.465812799144528664e-10, 1.147230361244625713e-10
1.918000000000000000e+03, 1.734982999094592880e-10, 8.537106883702863165e-11
1.919000000000000000e+03, 1.485774614991621603e-10, 1.094986483944323426e-10
1.920000000000000000e+03, 1.584849535375949048e-10, 1.300975924464195291e-10
1.921000000000000000e+03, 1.648297976678762702e-10, 1.229585946104259566e-10
1.922000000000000000e+03, 1.659554285196342779e-10, 1.386826476675736472e-10
1.923000000000000000e+03, 1.558896700853233644e-10, 1.308627704544494974e-10
1.924000000000000000e+03, 1.522958733484670188e-10, 1.378914062547691719e-10
1.925000000000000000e+03, 1.636432981604182580e-10, 1.116732113323992070e-10
1.926000000000000000e+03, 1.694562752964620264e-10, 1.149849264444032237e-10
1.927000000000000000e+03, 1.886639314839646602e-10, 1.218051027771402636e-10
1.928000000000000000e+03, 1.706225197760338006e-10, 1.144874127778303604e-10
1.929000000000000000e+03, 1.743904601433323174e-10, 1.011572141901124683e-10
1.930000000000000000e+03, 1.734077409491833806e-10, 9.875871615512231642e-11
1.931000000000000000e+03, 1.990443649150902958e-10, 9.246433029138008517e-11
1.932000000000000000e+03, 1.652368115363384973e-10, 1.395326295729503938e-10
1.933000000000000000e+03, 1.868509206356759908e-10, 1.047367250048873010e-10
1.934000000000000000e+03, 1.792466884697566735e-10, 1.462402787780725501e-10
1.935000000000000000e+03, 1.747249054310939905e-10, 1.337283388237049774e-10
1.936000000000000000e+03, 2.035581194409401794e-10, 1.199296017788184532e-10
1.937000000000000000e+03, 2.106722608621805569e-10, 1.176053015113783736e-10
1.938000000000000000e+03, 2.002151785958683458e-10, 1.150396671096055729e-10
1.939000000000000000e+03, 2.407035606033993507e-10, 1.260102828991728369e-10
1.940000000000000000e+03, 1.865019393523302313e-10, 1.409783039208952097e-10
1.941000000000000000e+03, 2.264040037620533794e-10, 1.231526902403415901e-10
1.942000000000000000e+03, 1.701417252879891347e-10, 1.270473922746274889e-10
1.943000000000000000e+03, 2.180937427643747483e-10, 9.372093263279773963e-11
1.944000000000000000e+03, 2.479689250092388231e-10, 1.025903088511687224e-10
1.945000000000000000e+03, 1.958422514522021470e-10, 1.153052296385751797e-10
1.946000000000000000e+03, 2.027128778058936013e-10, 1.042314553497778761e-10
1.947000000000000000e+03, 2.201689125148264529e-10, 1.038891592355194153e-10
1.948000000000000000e+03, 2.116393446714694860e-10, 1.089755752361560255e-10
1.949000000000000000e+03, 1.872304176006871202e-10, 1.021568898962663043e-10
1.950000000000000000e+03, 2.567263423582859637e-10, 1.108016600601593045e-10
1.951000000000000000e+03, 2.508352564013569106e-10, 1.615326523250589646e-10
1.952000000000000000e+03, 2.321113438144902339e-10, 1.459997715549728084e-10
1.953000000000000000e+03, 2.276156193113467978e-10, 7.362656055942863312e-11
1.954000000000000000e+03, 2.386174635714634016e-10, 7.088227362585581681e-11
1.955000000000000000e+03, 2.428491505273392023e-10, 9.444558451634483173e-11
1.956000000000000000e+03, 2.524614435624561004e-10, 8.236165170438434878e-11
1.957000000000000000e+03, 2.453248950011440692e-10, 1.142005315146410099e-10
1.958000000000000000e+03, 3.009674680574328635e-10, 7.767040406339822630e-11
1.959000000000000000e+03, 2.557604820187787684e-10, 1.251414254414664308e-10
1.960000000000000000e+03, 3.080887813649587619e-10, 1.199633956623530303e-10
1.961000000000000000e+03, 2.834303986397660500e-10, 1.227799983947800127e-10
1.962000000000000000e+03, 3.318896990013178453e-10, 9.894112771763692326e-11
1.963000000000000000e+03, 3.225005711886306525e-10, 1.067717509264505697e-10
1.964000000000000000e+03, 2.986636809232982605e-10, 9.894939119490045958e-11
1.965000000000000000e+03, 3.028162833345394476e-10, 9.285274067997278448e-11
1.966000000000000000e+03, 3.215044452543872240e-10, 1.039295941199436396e-10
1.967000000000000000e+03, 2.836183042864166140e-10, 1.033155511237884145e-10
1.968000000000000000e+03, 2.808442230341304523e-10, 1.600177833737436979e-10
1.969000000000000000e+03, 3.016805642072039110e-10, 1.132373067364909701e-10
1.970000000000000000e+03, 3.215039664391926350e-10, 1.220733239988037718e-10
1.971000000000000000e+03, 3.336998426281633816e-10, 1.075786245409315681e-10
1.972000000000000000e+03, 2.771309846755253737e-10, 1.261570032128969695e-10
1.973000000000000000e+03, 3.722938007810313637e-10, 1.368603038151071943e-10
1.974000000000000000e+03, 3.542760943183746033e-10, 9.515999371897329095e-11
1.975000000000000000e+03, 3.359608673541906332e-10, 1.026367138344742935e-10
1.976000000000000000e+03, 2.974980533647915493e-10, 9.956019850154650276e-11
1.977000000000000000e+03, 3.697006368180772887e-10, 1.383904357104824876e-10
1.978000000000000000e+03, 3.206745450612563135e-10, 1.223989012071219323e-10
1.979000000000000000e+03, 3.278192802195789805e-10, 9.694344967790992313e-11
1.980000000000000000e+03, 3.152822664186869524e-10, 1.314207788278895518e-10
1.981000000000000000e+03, 3.741264811383900654e-10, 1.511581090651161864e-10
1.982000000000000000e+03, 3.886106749106238826e-10, 1.545756751006618466e-10
1.983000000000000000e+03, 3.269014469201913835e-10, 1.658429680752284580e-10
1.984000000000000000e+03, 3.471742320938585445e-10, 1.626780201813533990e-10
1.985000000000000000e+03, 3.473170401157435507e-10, 1.280560882031142886e-10
1.986000000000000000e+03, 3.599505202528529038e-10, 1.547118564122767305e-10
1.987000000000000000e+03, 3.474553332623597915e-10, 1.503079704636112622e-10
1.988000000000000000e+03, 3.440558682363389603e-10, 1.268544324090636955e-10
1.989000000000000000e+03, 3.878594082338670294e-10, 1.439350033123135047e-10
1.990000000000000000e+03, 3.771638258388951936e-10, 8.603788670566355617e-11
1.991000000000000000e+03, 3.378946097649066567e-10, 1.412090569221566833e-10
1.992000000000000000e+03, 4.212485001058941686e-10, 1.500797967537367958e-10
1.993000000000000000e+03, 4.150385661301680444e-10, 1.313001964618450877e-10
1.994000000000000000e+03, 3.909907003133572404e-10, 1.362999906527380873e-10
1.995000000000000000e+03, 4.383039306648304505e-10, 1.060709830073973669e-10
1.996000000000000000e+03, 4.092766917306274809e-10, 1.664581852521025934e-10
1.997000000000000000e+03, 4.396448045495878471e-10, 1.391912779346166853e-10
1.998000000000000000e+03, 3.988257571696518556e-10, 1.313268282276484327e-10
1.999000000000000000e+03, 4.121200729306229704e-10, 1.637361939757881730e-10
2.000000000000000000e+03, 3.621230629843110751e-10, 1.377481537222633010e-10
2.001000000000000000e+03, 4.338606633010040098e-10, 1.278397933643693615e-10
2.002000000000000000e+03, 4.359280390172250793e-10, 1.341048634430688296e-10
2.003000000000000000e+03, 5.020357507340711414e-10, 1.654949789831595336e-10
2.004000000000000000e+03, 4.355162229364240965e-10, 1.663382844879548860e-10
2.005000000000000000e+03, 4.911938618808942173e-10, 1.355512675279276059e-10
2.006000000000000000e+03, 3.251490367171145601e-10, 1.133012111670097627e-10
2.007000000000000000e+03, 4.051205611214639766e-10, 1.465502064442577980e-10
2.008000000000000000e+03, 5.917465776938797138e-10, 1.735938033373982831e-10
2.009000000000000000e+03, 4.167864621124709231e-10, 1.369621024086052988e-10
2.010000000000000000e+03, 4.183994833054764718e-10, 1.645114620530957281e-10
2.011000000000000000e+03, 3.627751451578823046e-10, 1.647396511232239101e-10
2.012000000000000000e+03, 4.849026420808146288e-10, 1.587684974044518893e-10
2.013000000000000000e+03, 5.313539544022435859e-10, 1.418883736144341519e-10
2.014000000000000000e+03, 4.116606197308003503e-10, 1.445878509511435548e-10
