year, TaiESM1, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-LM, INM-CM4-8, INM-CM5-0, EC-Earth3-Veg, CanESM5, CESM2-WACCM
1.912000000000000000e+03, 1.638544484720550587e+00, 4.126393245086368289e+00, 4.491775831414086539e+00, 5.335341647092577411e+00, 1.719070062302346713e+00, 1.161966149170460483e+00, 1.200654922186898732e+00, 5.367321258891241342e+00, 1.944293926042323095e+00, 3.967840250187919970e+00, 1.157362308864589240e+00, 6.512869756450540670e+00, 7.892908970674749725e+00, 5.179123736377778897e+00, 5.062512940341832746e+00, 1.444804242807050443e+00
1.913000000000000000e+03, 1.543058331691214091e+00, 4.115903274796985478e+00, 4.517342933060069399e+00, 5.377820910355373130e+00, 1.724143051530344195e+00, 1.158679203736644014e+00, 1.196010571325901939e+00, 5.336421847597284440e+00, 1.962645635579324699e+00, 3.906409622318616659e+00, 1.125986062024995071e+00, 6.564790717430692091e+00, 7.861644839952289132e+00, 5.150449409920646815e+00, 5.056760384390305951e+00, 1.436821986636111603e+00
1.914000000000000000e+03, 1.604649483100361707e+00, 4.106900776612793180e+00, 4.514561591872967128e+00, 5.386930625344398926e+00, 1.704379993224584000e+00, 1.155988806547337600e+00, 1.141774685808396805e+00, 5.342715540892521986e+00, 1.974436511396231886e+00, 3.816377573696734249e+00, 1.112534207736200154e+00, 6.560575881580041013e+00, 7.822659586398248877e+00, 5.074978668610409471e+00, 5.038584248880653149e+00, 1.375122014328743481e+00
1.915000000000000000e+03, 1.684864262480006314e+00, 4.085260254475072017e+00, 4.513315905204072997e+00, 5.380357086431510005e+00, 1.690487557194242818e+00, 1.154523389257747557e+00, 1.134372924534941651e+00, 5.340002913299473519e+00, 2.017316611063229015e+00, 3.821658526901966724e+00, 1.114279588069162275e+00, 6.594254513920986049e+00, 7.862535363126722743e+00, 4.906987621983177839e+00, 5.033603912233839850e+00, 1.277756689881535790e+00
1.916000000000000000e+03, 1.632781287668390036e+00, 4.069768835634141269e+00, 4.484579371050324781e+00, 5.388004475658174641e+00, 1.721873194433086063e+00, 1.166133720713633304e+00, 1.168379243120915678e+00, 5.306411444672976430e+00, 2.021388002454964194e+00, 3.827975518914744857e+00, 1.115217271449887360e+00, 6.573779910621727396e+00, 7.817110885447657864e+00, 4.856380738653169438e+00, 5.034322622101969458e+00, 1.287346616786986697e+00
1.917000000000000000e+03, 1.602436314965435482e+00, 4.083379508354974874e+00, 4.437456165515469841e+00, 5.350542470089100888e+00, 1.705527068832312754e+00, 1.184436143271391906e+00, 1.094872562435064811e+00, 5.290402408073390461e+00, 2.000679221668427044e+00, 3.899172289424088778e+00, 1.161886287034904486e+00, 6.566564464129187151e+00, 7.808749085656779165e+00, 5.013822815708195435e+00, 5.034569531999878222e+00, 1.345875131258979174e+00
1.918000000000000000e+03, 1.617128346800330796e+00, 4.083876915415634912e+00, 4.413871837274934151e+00, 5.349687659045455845e+00, 1.710580629280440856e+00, 1.165845685140256549e+00, 9.999804555368626557e-01, 5.253622672328467580e+00, 1.950116524954599972e+00, 3.894221233307053609e+00, 1.129809301762914719e+00, 6.535747707959854935e+00, 7.751077890358935463e+00, 5.123017221232030849e+00, 5.059574049490391801e+00, 1.392833718704951096e+00
1.919000000000000000e+03, 1.580323926432437576e+00, 4.081170856330792240e+00, 4.410808698821484519e+00, 5.358690297124192981e+00, 1.711362461921315470e+00, 1.163330140811694502e+00, 1.016282352233417896e+00, 5.258589433071042762e+00, 1.959780872207005142e+00, 3.789458581619324917e+00, 1.169618012574537680e+00, 6.488810298546726862e+00, 7.806394264848576015e+00, 5.179856341646982720e+00, 5.055612963160214690e+00, 1.357108859458378891e+00
1.920000000000000000e+03, 1.626582159686357887e+00, 4.128432767113049628e+00, 4.416004183783724280e+00, 5.350119146996314967e+00, 1.721163282105441672e+00, 1.189260292762611471e+00, 1.063580136457544567e+00, 5.236823817394273384e+00, 2.005971095730096465e+00, 3.687634650883155008e+00, 1.163005711907459938e+00, 6.489253658655807833e+00, 7.831431125428664153e+00, 5.092576497537210756e+00, 5.047662481694813685e+00, 1.327743120658994025e+00
1.921000000000000000e+03, 1.634047131667213826e+00, 4.128097075399443483e+00, 4.414898336738469098e+00, 5.371592002730023907e+00, 1.735277431693059480e+00, 1.229537216688602497e+00, 1.054826880782446574e+00, 5.240212429894329560e+00, 2.002993763476221822e+00, 3.673451299310504403e+00, 1.215849210612471420e+00, 6.459807016031958504e+00, 7.868357213354574498e+00, 5.081150687578175784e+00, 5.054917294123533189e+00, 1.331388167295700642e+00
1.922000000000000000e+03, 1.609237268137940102e+00, 4.106956135261565777e+00, 4.416720064643562260e+00, 5.362186577470835935e+00, 1.719016537632403141e+00, 1.237967445325640625e+00, 1.235780449887457388e+00, 5.221188897525610884e+00, 2.048887921109169952e+00, 3.700919894133784638e+00, 1.251359490966264199e+00, 6.424881659576779924e+00, 7.918673423113107290e+00, 4.970700578248882451e+00, 5.051115646097229295e+00, 1.315523428815080775e+00
1.923000000000000000e+03, 1.689677501407678140e+00, 4.100377990933348649e+00, 4.378080042213860601e+00, 5.326821320315708874e+00, 1.705903146246037672e+00, 1.124294078580326373e+00, 1.162484479954909222e+00, 5.226658593768096495e+00, 2.052889263191140845e+00, 3.671496407566549713e+00, 1.254070757825869409e+00, 6.583730699517703400e+00, 7.835800289000698804e+00, 4.955382724032682873e+00, 5.032145940901540548e+00, 1.313951457405524881e+00
1.924000000000000000e+03, 1.735312939073332172e+00, 4.093670456540079883e+00, 4.357346201361558258e+00, 5.337996819745161936e+00, 1.690748411209572755e+00, 1.099140042261083972e+00, 9.936651281779460554e-01, 5.202354750719298870e+00, 2.063363958449570656e+00, 3.626429048080966666e+00, 1.255058769127210594e+00, 6.618870274784117491e+00, 7.818830967993515735e+00, 4.783498191151060119e+00, 5.030150302132025963e+00, 1.356290791951384911e+00
1.925000000000000000e+03, 1.673679383513632324e+00, 4.108255139059727057e+00, 4.369103010988480307e+00, 5.380634177414260755e+00, 1.706634480387345221e+00, 1.082152766929700860e+00, 1.062673000520948818e+00, 5.184330261611977519e+00, 2.015088190281027813e+00, 3.617773077612339350e+00, 1.204982131482250418e+00, 6.684254946910892059e+00, 7.865021833224052017e+00, 4.723192575123310810e+00, 5.031674212142721814e+00, 1.334270893170222072e+00
1.926000000000000000e+03, 1.541531300150640771e+00, 4.101881775874047342e+00, 4.370391953152461539e+00, 5.395045424860240857e+00, 1.738147587279549988e+00, 1.129885106296888431e+00, 1.098627257311067806e+00, 5.188532942723118602e+00, 2.009432163537214322e+00, 3.572379577311584953e+00, 1.130822829980422384e+00, 6.690145213068306340e+00, 7.772979963561089001e+00, 4.878220273000716034e+00, 5.049288819480988622e+00, 1.340841712444176936e+00
1.927000000000000000e+03, 1.541342417136965626e+00, 4.124897613616457015e+00, 4.334984398309448039e+00, 5.357439601207031110e+00, 1.713143968308048493e+00, 1.149690730376163206e+00, 1.095880300631022930e+00, 5.196399484766337729e+00, 2.027707731628979104e+00, 3.609394400785842283e+00, 1.135562492960831005e+00, 6.676863283467649346e+00, 7.757818387116595105e+00, 4.946375710086076793e+00, 5.044251289309203301e+00, 1.347294577997044218e+00
1.928000000000000000e+03, 1.677368396567990194e+00, 4.159539517047133650e+00, 4.329624388394756274e+00, 5.372567521990153416e+00, 1.713867974560648433e+00, 1.135445325162435015e+00, 1.077699930472065581e+00, 5.186457108405420513e+00, 1.996032911538641486e+00, 3.673645552981085860e+00, 1.175462021162353876e+00, 6.635995090968322963e+00, 7.854717382373437751e+00, 4.884995164921706490e+00, 5.011622211805711657e+00, 1.296740535043908960e+00
1.929000000000000000e+03, 1.628552751356151074e+00, 4.164462365194502524e+00, 4.321658376305069993e+00, 5.339658469605481628e+00, 1.714330251673889416e+00, 1.102789569191007901e+00, 1.051671090031084166e+00, 5.162424347522278190e+00, 1.966657685591255866e+00, 3.712382309949928683e+00, 1.249932664333707200e+00, 6.684788128635883453e+00, 7.968682468113430062e+00, 4.739081964058103225e+00, 4.989061677851860388e+00, 1.282497142350196961e+00
1.930000000000000000e+03, 1.506154130504172128e+00, 4.194083142129627184e+00, 4.338291656732819135e+00, 5.358738106962077197e+00, 1.717652699858458476e+00, 1.125932591187186693e+00, 1.038871459602465741e+00, 5.164403788818290764e+00, 1.921306864671540993e+00, 3.753679432046866715e+00, 1.265477189046290585e+00, 6.674203103763660216e+00, 7.872938776877479228e+00, 4.788789563248517567e+00, 4.954755588286390733e+00, 1.322773883957253815e+00
1.931000000000000000e+03, 1.621670367402151314e+00, 4.195701023485498560e+00, 4.369625445794615537e+00, 5.370871083381477007e+00, 1.692503709845259996e+00, 1.189299453618170910e+00, 1.054455927596308129e+00, 5.147580180837593389e+00, 1.893802323199359261e+00, 3.737141500173874142e+00, 1.247187896828843900e+00, 6.625294767744702717e+00, 7.919984982629408421e+00, 4.715798039279912146e+00, 4.928390642246841757e+00, 1.420413737874082427e+00
1.932000000000000000e+03, 1.670415215354285055e+00, 4.187927329519461672e+00, 4.415188199588414797e+00, 5.322081647191199139e+00, 1.672803887084326036e+00, 1.135584016742910096e+00, 1.048448659017167106e+00, 5.115766804260288403e+00, 1.968723181146830425e+00, 3.708349974782924274e+00, 1.246598768559989967e+00, 6.583460403914108916e+00, 7.866828216378973337e+00, 4.635049532204230438e+00, 4.894350220234004567e+00, 1.453671889070048628e+00
1.933000000000000000e+03, 1.544672349829873337e+00, 4.153713181523094988e+00, 4.387613816261363375e+00, 5.315122604254734817e+00, 1.685968649165248801e+00, 1.110768692699118487e+00, 1.106590256688946727e+00, 5.017389100848236083e+00, 1.920468083134876380e+00, 3.731328132698877642e+00, 1.220231217090036679e+00, 6.588427455020612555e+00, 7.814673497064100971e+00, 4.533942115903919934e+00, 4.859986731000712545e+00, 1.386198296002611352e+00
1.934000000000000000e+03, 1.627168859426351144e+00, 4.114777775348682276e+00, 4.348586763976311609e+00, 5.293575640457331311e+00, 1.712473041819477348e+00, 1.141633001465925279e+00, 9.717864717807975783e-01, 4.974256450184677547e+00, 1.973219452566545407e+00, 3.723374674961654751e+00, 1.178292115079424773e+00, 6.558753436662158265e+00, 7.859758436138171156e+00, 4.458439909018208525e+00, 4.837980797934466004e+00, 1.430045892111267314e+00
1.935000000000000000e+03, 1.674730702174719532e+00, 4.102662548761267125e+00, 4.323147409519116025e+00, 5.220834239679647659e+00, 1.711823130898490586e+00, 1.163105686011604689e+00, 9.503097753462319552e-01, 4.949724784327159455e+00, 1.962537515641143981e+00, 3.754304538490461418e+00, 1.182500663248540418e+00, 6.525510842549142154e+00, 7.840563227856458539e+00, 4.255578526061258415e+00, 4.821313749795187675e+00, 1.357012225899027147e+00
1.936000000000000000e+03, 1.630330339457052302e+00, 4.112718908960514064e+00, 4.326791867465789032e+00, 5.214624354464863387e+00, 1.686079078768447648e+00, 1.116932206098782743e+00, 1.069991451919312775e+00, 4.909160909633384584e+00, 1.916578339388403718e+00, 3.883866170151043296e+00, 1.206295265176012377e+00, 6.521196838943013496e+00, 7.806415086283216453e+00, 4.301192222241822627e+00, 4.797647064872517575e+00, 1.423583389635121321e+00
1.937000000000000000e+03, 1.638277660991897422e+00, 4.135352712923896057e+00, 4.309581581093361535e+00, 5.151539536686476239e+00, 1.691690421376952358e+00, 1.103206063550167038e+00, 1.081247509251614725e+00, 4.871523784646105248e+00, 1.905322905619641460e+00, 3.898153019869842861e+00, 1.178205945528188803e+00, 6.578117802330059050e+00, 7.779439876470232385e+00, 4.133153052202383826e+00, 4.764873889319520828e+00, 1.374280011647887489e+00
1.938000000000000000e+03, 1.650712107096685921e+00, 4.133897311583618617e+00, 4.283965419054638346e+00, 5.077886250495087239e+00, 1.701940747146369448e+00, 1.074604948419125572e+00, 1.037201520845816294e+00, 4.849553193313289157e+00, 1.877000709186480876e+00, 3.918548272478776795e+00, 1.184099434661302741e+00, 6.534372786297519831e+00, 7.828871394308924536e+00, 4.091292769802000073e+00, 4.736895188407920898e+00, 1.311978542476648801e+00
1.939000000000000000e+03, 1.577964278052022884e+00, 4.163138329749799027e+00, 4.268308710253355009e+00, 5.046951987011166985e+00, 1.736900667913259477e+00, 1.131353872745324507e+00, 9.571231924606764530e-01, 4.782180285907266182e+00, 1.889657217132011624e+00, 3.928180830850331873e+00, 1.188591602776559730e+00, 6.514205019380034933e+00, 7.874438293945267731e+00, 4.147665467135457362e+00, 4.697294426855261662e+00, 1.314957572470114577e+00
1.940000000000000000e+03, 1.507097057394059858e+00, 4.163417027245565727e+00, 4.277229935710609610e+00, 5.056781257340050573e+00, 1.698138785344375457e+00, 1.190182138561807657e+00, 1.036817774806420234e+00, 4.732798367096244796e+00, 1.939508751309415580e+00, 4.009083240271396065e+00, 1.217550667498475958e+00, 6.554828513503893284e+00, 7.943647894261635756e+00, 4.084679975236861438e+00, 4.687930533358372287e+00, 1.296114642415210572e+00
1.941000000000000000e+03, 1.551835843251662128e+00, 4.137329262033170529e+00, 4.282249167795590061e+00, 5.091682887410231118e+00, 1.692638340627938831e+00, 1.162951669234510765e+00, 1.113198596980056188e+00, 4.752716981771454741e+00, 1.931753650202640671e+00, 4.084955828862891103e+00, 1.213934012341882251e+00, 6.550276559883126737e+00, 7.968705381701902013e+00, 4.073411326270098165e+00, 4.698379249011188641e+00, 1.324960963478427400e+00
1.942000000000000000e+03, 1.557313816071847601e+00, 4.050435868935578831e+00, 4.287957761131008461e+00, 5.086596665409981455e+00, 1.705464251506556339e+00, 1.110292938845313548e+00, 1.050513805180898652e+00, 4.714553427049701817e+00, 1.928537866113423149e+00, 4.077448387596442458e+00, 1.181278323888513393e+00, 6.543857091772794732e+00, 7.950851883262403774e+00, 4.113973853489541810e+00, 4.679566279036343701e+00, 1.334956477573942646e+00
1.943000000000000000e+03, 1.583882781622804492e+00, 4.050445975093836637e+00, 4.297846718266304045e+00, 5.062925559067612546e+00, 1.702888204311159948e+00, 1.117560653951827465e+00, 9.867347577424274707e-01, 4.727274662501019797e+00, 1.874079992843453057e+00, 3.976426438152053766e+00, 1.157687322589612045e+00, 6.560134414195148089e+00, 7.915832587006288890e+00, 4.243689474047244836e+00, 4.644059055185667972e+00, 1.389826587439007444e+00
1.944000000000000000e+03, 1.627567301770265651e+00, 4.071147895158349961e+00, 4.274723541147418260e+00, 5.107366850129489322e+00, 1.713763600000389298e+00, 1.080349453992179631e+00, 9.802668678067223418e-01, 4.725547073408718823e+00, 1.846320633168740288e+00, 3.929123559689317258e+00, 1.162746967628271122e+00, 6.578153141789782055e+00, 7.914173760600714758e+00, 4.309867976750067164e+00, 4.640006622326372288e+00, 1.417531710155678137e+00
1.945000000000000000e+03, 1.615416641074808535e+00, 3.999275773614332508e+00, 4.236512635195644805e+00, 5.131629096834143589e+00, 1.738324059116002296e+00, 1.096250950986694672e+00, 9.737501787391393826e-01, 4.753921830730690523e+00, 1.855543525856477416e+00, 3.897870113468160369e+00, 1.210263519854656078e+00, 6.606454770566286605e+00, 8.003114015554400495e+00, 4.300522006725390867e+00, 4.637118079614064747e+00, 1.351413448991727106e+00
1.946000000000000000e+03, 1.527467120190269201e+00, 3.988460806595414798e+00, 4.261364618228106416e+00, 5.126965416572642376e+00, 1.716051670787952066e+00, 1.123183231666998738e+00, 9.529262359975831931e-01, 4.740109624894407681e+00, 1.842190738321172860e+00, 3.858812440641506747e+00, 1.195616520315978537e+00, 6.601444281602721453e+00, 8.000457072437859196e+00, 4.166250608294701507e+00, 4.605518858530484039e+00, 1.357060006000125219e+00
1.947000000000000000e+03, 1.603818426396685037e+00, 3.988453998643395781e+00, 4.259198886755224400e+00, 5.151303707940562582e+00, 1.719371702230001020e+00, 1.160865628494104129e+00, 1.001282669139103909e+00, 4.725592702532468437e+00, 1.838650605325513832e+00, 3.847288635468549156e+00, 1.119394041973739817e+00, 6.574168096089358038e+00, 8.054219313562304805e+00, 4.192336646894242236e+00, 4.600256280278615328e+00, 1.410979032622746487e+00
1.948000000000000000e+03, 1.694813046163066605e+00, 3.932188078876369008e+00, 4.252272998233655343e+00, 5.145253023746859888e+00, 1.703920582834649311e+00, 1.183124986800020206e+00, 1.046709825772256908e+00, 4.737457788487414057e+00, 1.833831061486942415e+00, 3.782475791561082268e+00, 1.085708435693570006e+00, 6.628389683586869197e+00, 8.052356496145437248e+00, 4.130800664382526577e+00, 4.599080480043564734e+00, 1.397306361741616598e+00
1.949000000000000000e+03, 1.638501182427486214e+00, 3.888781055797404740e+00, 4.235643833374435729e+00, 5.138996041676361592e+00, 1.675246168152263238e+00, 1.132997377001127015e+00, 1.029117734840008236e+00, 4.724213354061225445e+00, 1.826131874425785506e+00, 3.740629445642972506e+00, 1.127001243417568022e+00, 6.604623722534081587e+00, 8.071374898488953065e+00, 3.965370777065746921e+00, 4.604981830880118920e+00, 1.363137398412640700e+00
1.950000000000000000e+03, 1.546428466185615136e+00, 3.904882490796268257e+00, 4.248933447803239893e+00, 5.125870776379986005e+00, 1.645374094289703049e+00, 1.105252196827017031e+00, 9.849260559587099673e-01, 4.706659907547225075e+00, 1.812935865880040742e+00, 3.773970916421319099e+00, 1.195345854474917369e+00, 6.610781836688376600e+00, 8.034498643510737281e+00, 4.286788836475695419e+00, 4.593780374872456385e+00, 1.382721242043431609e+00
1.951000000000000000e+03, 1.572538012219423464e+00, 3.868814420569448131e+00, 4.271008058815194630e+00, 5.087351186529788905e+00, 1.642944179939778815e+00, 1.077100427288812723e+00, 9.604330050308388378e-01, 4.620487106395493981e+00, 1.936954572412527886e+00, 3.854755232396107179e+00, 1.224943336323377929e+00, 6.653427208844754581e+00, 8.010119973208468025e+00, 4.237132471530131284e+00, 4.534434829703353209e+00, 1.402430784973811795e+00
1.952000000000000000e+03, 1.638885057208512519e+00, 3.817814572593793532e+00, 4.242168294780517712e+00, 5.090893674921876944e+00, 1.628385864005954531e+00, 1.124473848172376833e+00, 9.979112496116566700e-01, 4.548936573058514732e+00, 1.965793828683735756e+00, 3.878138604061073025e+00, 1.217138493549913658e+00, 6.694415432941084987e+00, 8.006264314468813481e+00, 4.161018038904209959e+00, 4.513865596247265799e+00, 1.463280107425350529e+00
1.953000000000000000e+03, 1.575319958064998582e+00, 3.792756568320081900e+00, 4.196809969895137549e+00, 5.104475715080444509e+00, 1.613159099070139879e+00, 1.140447350059007547e+00, 1.010167183165303850e+00, 4.456540750230565173e+00, 1.805063346886618181e+00, 3.913033962814565392e+00, 1.179774520440394436e+00, 6.683638423428450714e+00, 7.933149965209435273e+00, 4.029832422085741328e+00, 4.464385339592078950e+00, 1.392906306152802198e+00
1.954000000000000000e+03, 1.551565079209818787e+00, 3.779095301287155095e+00, 4.162642581423801502e+00, 5.161197939675611579e+00, 1.608557017308849035e+00, 1.140474377706560238e+00, 9.408462690715186927e-01, 4.356021295433767371e+00, 1.738099783769722073e+00, 3.922087544750039623e+00, 1.135257614270317683e+00, 6.635168758359823116e+00, 8.022012493737634031e+00, 4.003026360178857601e+00, 4.416884090531034701e+00, 1.337510350246905677e+00
1.955000000000000000e+03, 1.633164136665150146e+00, 3.763886873081755624e+00, 4.189174595207518337e+00, 5.203272943237054804e+00, 1.607731327993693338e+00, 1.115594543594988552e+00, 1.025950118472151340e+00, 4.299827605247966034e+00, 1.733545249484625961e+00, 3.904235065156163031e+00, 1.190178403154781739e+00, 6.591523854543744676e+00, 8.123658270972716977e+00, 3.757257238220302220e+00, 4.390162831182864878e+00, 1.377588578167239453e+00
1.956000000000000000e+03, 1.716145000214982952e+00, 3.687388279769787225e+00, 4.190229955648318239e+00, 5.136761153104607125e+00, 1.606098655182758961e+00, 1.150283230774421517e+00, 1.187241815542689372e+00, 4.169013122829804630e+00, 1.703304975340479421e+00, 3.916019030136947965e+00, 1.239046050793600751e+00, 6.582961128983538579e+00, 8.229345116421930229e+00, 3.772739348105067503e+00, 4.354813831951082292e+00, 1.445883831367187788e+00
1.957000000000000000e+03, 1.644739932471480426e+00, 3.642433408215431268e+00, 4.152284187723864761e+00, 5.104215202646392058e+00, 1.593111090752677983e+00, 1.129014223731150457e+00, 1.251085750342388891e+00, 4.100959892732021217e+00, 1.743017352565273015e+00, 3.941624248119756757e+00, 1.171811236645270871e+00, 6.618208044790693023e+00, 8.197186584372989415e+00, 3.663289086177162979e+00, 4.311880959060853336e+00, 1.460903978107874535e+00
1.958000000000000000e+03, 1.523562583007015192e+00, 3.620327896237304444e+00, 4.093485060523073926e+00, 5.100065164450513500e+00, 1.603810325464613440e+00, 1.104612006106966193e+00, 1.051914241070057932e+00, 3.991592957133772046e+00, 1.686020732769406116e+00, 3.908588223604587686e+00, 1.199915902875323237e+00, 6.657131563005725283e+00, 8.136948925766146701e+00, 3.636649653066196919e+00, 4.259102900868337649e+00, 1.434767193294022691e+00
1.959000000000000000e+03, 1.551433956139020465e+00, 3.648811749728101628e+00, 4.077651056649012062e+00, 5.088155223176333841e+00, 1.589753520736223669e+00, 1.116356943235695010e+00, 9.262215551995213181e-01, 3.883077872320117141e+00, 1.740330944057820739e+00, 3.869300014786546615e+00, 1.214836274320868714e+00, 6.664891127715253383e+00, 8.193951582199096251e+00, 3.477027371227333852e+00, 4.217780541132965411e+00, 1.354916008332012423e+00
1.960000000000000000e+03, 1.558778259957694701e+00, 3.672548880282561434e+00, 4.087134142370566714e+00, 5.089038115142717977e+00, 1.605828429934628376e+00, 1.139758203998584740e+00, 1.000077872145491931e+00, 3.828727631389971631e+00, 1.754216250352027995e+00, 3.881150004388889574e+00, 1.194051848183056430e+00, 6.679863219632000693e+00, 8.192106081658348415e+00, 3.374258880655549131e+00, 4.195764857564277861e+00, 1.317200053234073298e+00
1.961000000000000000e+03, 1.566013647546262710e+00, 3.688624257411853069e+00, 4.089613736555824275e+00, 5.056181124953139872e+00, 1.637945195064132609e+00, 1.214090266608357727e+00, 1.031714507355978583e+00, 3.847888982094193278e+00, 1.758509490514263973e+00, 3.948668365440103578e+00, 1.136031127829181697e+00, 6.729559456686216024e+00, 8.182245037868359105e+00, 3.456193954752817099e+00, 4.176905824328128958e+00, 1.320455879839434132e+00
1.962000000000000000e+03, 1.589544819087409300e+00, 3.692868925549346759e+00, 4.129401133464011941e+00, 5.066005626085947178e+00, 1.673307333251859097e+00, 1.197466805779520138e+00, 9.994005285195041166e-01, 3.846531266774212643e+00, 1.726449152372053542e+00, 3.937452970804431462e+00, 1.120096193560834674e+00, 6.772858978686107534e+00, 8.177330112970892628e+00, 3.491017072759290407e+00, 4.154600495881681788e+00, 1.251775443427340040e+00
1.963000000000000000e+03, 1.616552111397663083e+00, 3.711776856123817137e+00, 4.178219968065699064e+00, 5.100746764716148185e+00, 1.651389754518089115e+00, 1.152540429942676914e+00, 9.993027623606802745e-01, 3.832255086986215087e+00, 1.718993100928217777e+00, 3.884248504787731981e+00, 1.171128007608595256e+00, 6.781832124561925745e+00, 8.172048471268523073e+00, 3.538520151288581772e+00, 4.163528762291261565e+00, 1.339016389547248886e+00
1.964000000000000000e+03, 1.612951309043472392e+00, 3.715787946369044192e+00, 4.201083010247470995e+00, 5.074300653472707978e+00, 1.589515942079600563e+00, 1.146000051715102774e+00, 1.055265802302411737e+00, 3.885275491129540182e+00, 1.702791603471794923e+00, 3.857491688846159228e+00, 1.180842769287837823e+00, 6.731250162077117238e+00, 8.264055344005585724e+00, 3.493695596523917590e+00, 4.144359604739080716e+00, 1.439246975585173560e+00
1.965000000000000000e+03, 1.611236763300192942e+00, 3.732971590210705681e+00, 4.224391614098393255e+00, 5.067542188498770805e+00, 1.576655759639684851e+00, 1.160957502094728921e+00, 1.163323341313556192e+00, 3.846151166764586016e+00, 1.696704361604283395e+00, 3.866392435570723762e+00, 1.190404914841891593e+00, 6.756361590118460825e+00, 8.331848985518725215e+00, 3.472317032320300534e+00, 4.133409994933613163e+00, 1.478973121519522760e+00
1.966000000000000000e+03, 1.578146604099754047e+00, 3.751037401307153907e+00, 4.251016188824759290e+00, 5.087813267389518224e+00, 1.579297518226924879e+00, 1.147948964953413808e+00, 1.131784303455758200e+00, 3.817075212487210933e+00, 1.702171972601925765e+00, 3.851064330219591714e+00, 1.224374083994042461e+00, 6.764442173281477011e+00, 8.223740884391199657e+00, 3.532126580771978830e+00, 4.145560329696067470e+00, 1.490242771550412959e+00
1.967000000000000000e+03, 1.556476491907447413e+00, 3.749843976814759561e+00, 4.256475151719707029e+00, 5.021067287832782888e+00, 1.578981508402617084e+00, 1.124730275998228723e+00, 1.077621943913574132e+00, 3.820529789199303750e+00, 1.703492744552125959e+00, 3.801219927849713631e+00, 1.159184080081017365e+00, 6.780146239617472759e+00, 8.275118828005986416e+00, 3.482978132672200910e+00, 4.142030807340801424e+00, 1.461262732757107941e+00
1.968000000000000000e+03, 1.692442989473377679e+00, 3.773495970051208737e+00, 4.246730554263129953e+00, 4.995518890792737920e+00, 1.611084129286955546e+00, 1.116869551642540426e+00, 1.173130839973703488e+00, 3.787521059783997668e+00, 1.810979922253727947e+00, 3.797910843038004192e+00, 1.128319435955058569e+00, 6.794569653394189501e+00, 8.236875190425768878e+00, 3.463683858347354150e+00, 4.143625284370680895e+00, 1.436475503829066858e+00
1.969000000000000000e+03, 1.736909818062800204e+00, 3.784149293922645541e+00, 4.276512582558476439e+00, 5.010279071067874845e+00, 1.647102202063358112e+00, 1.090079521932056927e+00, 1.165823063509100699e+00, 3.834476045082250817e+00, 1.768351833475280577e+00, 3.840630826787870156e+00, 1.154001340473888026e+00, 6.766230312298673333e+00, 8.168777273708444753e+00, 3.480002149057358274e+00, 4.155421109904239962e+00, 1.434141625509954165e+00
1.970000000000000000e+03, 1.609553853279579005e+00, 3.770654102288154341e+00, 4.331226209152339024e+00, 5.013472913115315954e+00, 1.629715799256922892e+00, 1.139583052359958382e+00, 1.040206573815677382e+00, 3.838982165032393645e+00, 1.771773603636475070e+00, 3.826608361639405320e+00, 1.201999365125008490e+00, 6.697583560215091936e+00, 8.220224895340759730e+00, 3.478399021870735464e+00, 4.161552976111794422e+00, 1.416127010124318852e+00
1.971000000000000000e+03, 1.738468427925307314e+00, 3.760370572505280062e+00, 4.349042089050428217e+00, 5.028883918577106371e+00, 1.602146615465167345e+00, 1.148215322004560557e+00, 1.103356049020835394e+00, 3.882584754303327390e+00, 1.751872635121502375e+00, 3.803752754283749926e+00, 1.283094245162576641e+00, 6.693966417033355931e+00, 8.202496617095240694e+00, 3.514691418951591206e+00, 4.136474366914914214e+00, 1.355291638602708071e+00
1.972000000000000000e+03, 1.709133608731648213e+00, 3.763434087770780589e+00, 4.402179094209980548e+00, 5.025583617368355682e+00, 1.603334340181400641e+00, 1.180536033952970687e+00, 1.248873369910783238e+00, 3.792296137663535571e+00, 1.778634865453072367e+00, 3.749450556784627242e+00, 1.263119422781935342e+00, 6.661536744032858337e+00, 8.220059041162354418e+00, 3.443187131235118770e+00, 4.125678908408560552e+00, 1.389735454847875751e+00
1.973000000000000000e+03, 1.675909048404955470e+00, 3.781332597285115060e+00, 4.437710641746310358e+00, 5.020751415594538081e+00, 1.616634018534041983e+00, 1.217819435993689137e+00, 1.172222746816222738e+00, 3.810000549759936295e+00, 1.818293130899632182e+00, 3.696170155171736305e+00, 1.256692458164555104e+00, 6.610363450071517377e+00, 8.281916328803058391e+00, 3.537474783042282134e+00, 4.131147713595134441e+00, 1.474939674481416274e+00
