year, TaiESM1, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CMCC-CM2-SR5, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-LM, INM-CM4-8, INM-CM5-0, EC-Earth3-Veg, CanESM5, CESM2-WACCM
1.862000000000000000e+03, 1.792379206601596442e+00, 4.448754026368773928e+00, 4.175483426121981090e+00, 5.511384311931942115e+00, 1.718130788654054442e+00, 1.106614091312835946e+00, 1.405700614521115277e+00, 5.533132920054351089e+00, 2.318468634662154138e+00, 4.277700046891117047e+00, 1.265183969932244690e+00, 6.425014848432236469e+00, 7.405694936404344730e+00, 5.395853838373207090e+00, 5.317938773148195075e+00, 1.385547368815185809e+00
1.863000000000000000e+03, 1.702652617111720446e+00, 4.420018129632207859e+00, 4.215045211723231766e+00, 5.546457307796824665e+00, 1.738565994777039325e+00, 1.143970730308274009e+00, 1.288250553041272450e+00, 5.492672063119035109e+00, 2.327121996327226494e+00, 4.249285669542883781e+00, 1.328108330861094144e+00, 6.431830886738246100e+00, 7.370213314306814922e+00, 5.383041857585173950e+00, 5.337892007187772236e+00, 1.353873997031983301e+00
1.864000000000000000e+03, 1.702937904835420513e+00, 4.408173345150363076e+00, 4.272320431689625053e+00, 5.590611261678203547e+00, 1.751582351491945078e+00, 1.205382190350413385e+00, 1.221247046891442256e+00, 5.495830239481295010e+00, 2.382131410794780191e+00, 4.244568885662252988e+00, 1.363750023135728684e+00, 6.489473858820996810e+00, 7.334115322736812104e+00, 5.465309808486800591e+00, 5.337745653368750176e+00, 1.334075801603756828e+00
1.865000000000000000e+03, 1.754707400543369600e+00, 4.391917781984466806e+00, 4.305366756856983557e+00, 5.600067923232041167e+00, 1.727506934020099028e+00, 1.227771812151231989e+00, 1.219031623403973530e+00, 5.490515992922181177e+00, 2.352052042750237604e+00, 4.299222543236748351e+00, 1.337541633995150026e+00, 6.461436496279019615e+00, 7.406556387066767222e+00, 5.478840050950672946e+00, 5.309282860274339377e+00, 1.335251202964864659e+00
1.866000000000000000e+03, 1.752162817411979878e+00, 4.379269641691172055e+00, 4.329656558563691249e+00, 5.589093978949502883e+00, 1.733863874427123308e+00, 1.221215328125196731e+00, 1.262035024401311878e+00, 5.539882892149838867e+00, 2.307800720075419587e+00, 4.353485150914298885e+00, 1.285750566334140421e+00, 6.434614293042142386e+00, 7.469859948013976236e+00, 5.498914780121280543e+00, 5.305789946514940070e+00, 1.398239814537448611e+00
1.867000000000000000e+03, 1.725729384388708265e+00, 4.350939621986599448e+00, 4.359280311040500955e+00, 5.570830521172861260e+00, 1.748455155720857634e+00, 1.205085858408536215e+00, 1.236637167813388949e+00, 5.558295589112357327e+00, 2.342275396029224410e+00, 4.338766729361555718e+00, 1.272460480480690936e+00, 6.442631648015222368e+00, 7.493607554902753876e+00, 5.501458724463746286e+00, 5.309990754967019555e+00, 1.452366182638533676e+00
1.868000000000000000e+03, 1.747536335091041781e+00, 4.334943181603112983e+00, 4.404217373921820666e+00, 5.548084969349653228e+00, 1.746695464929644448e+00, 1.180435408160576571e+00, 1.187422057266539932e+00, 5.551949520923173509e+00, 2.243691473144285187e+00, 4.269381862811887807e+00, 1.287618046470681232e+00, 6.396821942442761255e+00, 7.473588676919192153e+00, 5.410699559575318673e+00, 5.297628790450826131e+00, 1.484628303787485226e+00
1.869000000000000000e+03, 1.720626471578667216e+00, 4.321498022739156397e+00, 4.389521502120077301e+00, 5.535980482974013128e+00, 1.746846554465278034e+00, 1.128037258109362506e+00, 1.123176762465730505e+00, 5.535612917086138118e+00, 2.250556665028882186e+00, 4.214421253252949029e+00, 1.209275748868808398e+00, 6.409783603382450679e+00, 7.429769215328956733e+00, 5.368975151391254919e+00, 5.310498885883220943e+00, 1.457352013022430226e+00
1.870000000000000000e+03, 1.599728400170354004e+00, 4.318059144287039075e+00, 4.360182282102829099e+00, 5.486229909288339535e+00, 1.735067396546673857e+00, 1.101116365610196768e+00, 1.193866787172866761e+00, 5.544053007884027551e+00, 2.292235493422412063e+00, 4.178310171584942445e+00, 1.235889786485123931e+00, 6.394856503104162648e+00, 7.425401859233315527e+00, 5.363344071074688912e+00, 5.317080817777476653e+00, 1.464587537097899794e+00
1.871000000000000000e+03, 1.651940065790911127e+00, 4.313078819344871029e+00, 4.328381903018480692e+00, 5.447009918070203405e+00, 1.719024700908943215e+00, 1.079547190738129325e+00, 1.189010438236552059e+00, 5.544890777353781885e+00, 2.281667872053404267e+00, 4.223368007058705409e+00, 1.263796363520608201e+00, 6.416549469707396369e+00, 7.510670746853076452e+00, 5.388139758715748684e+00, 5.293047282144719645e+00, 1.472738454287122023e+00
1.872000000000000000e+03, 1.730315584059734402e+00, 4.328993553229190994e+00, 4.294327396273688535e+00, 5.444268142539959499e+00, 1.730196175205322096e+00, 1.135423115036086505e+00, 1.120720431349018886e+00, 5.535831260527698916e+00, 2.305057205396916054e+00, 4.322050567704634361e+00, 1.287997553815434237e+00, 6.444365548163502488e+00, 7.531617871721974389e+00, 5.386187622068793424e+00, 5.261230970973471699e+00, 1.415611361971250037e+00
1.873000000000000000e+03, 1.695330163616031172e+00, 4.334451757513435588e+00, 4.310192982889616609e+00, 5.488691826717733591e+00, 1.751465458834839506e+00, 1.100141828815316636e+00, 1.160009730715551246e+00, 5.529873716012216889e+00, 2.315073175217956081e+00, 4.365257483299544994e+00, 1.274273497568880309e+00, 6.436354446274562768e+00, 7.518133434076195165e+00, 5.555217497557855211e+00, 5.241980669911397328e+00, 1.409599949802275320e+00
1.874000000000000000e+03, 1.660645819418999247e+00, 4.307423992962166714e+00, 4.313205130740778159e+00, 5.440521258178897313e+00, 1.739751903805883293e+00, 1.125527137824433144e+00, 1.205612831375671989e+00, 5.503438824731210488e+00, 2.252287466029140539e+00, 4.317292436415101520e+00, 1.251946990639801749e+00, 6.372132581363514348e+00, 7.492826476923042378e+00, 5.531282686217529054e+00, 5.264511629136139348e+00, 1.355968542188905834e+00
1.875000000000000000e+03, 1.662815824581979518e+00, 4.326711784987056220e+00, 4.259637467958568458e+00, 5.382452823370244666e+00, 1.741961118317389090e+00, 1.177272357947269921e+00, 1.150760745407445329e+00, 5.472866217731842120e+00, 2.243190136370204701e+00, 4.315004371730293720e+00, 1.235244399103037516e+00, 6.389310257052826181e+00, 7.591439575398261752e+00, 5.423630578937595814e+00, 5.279816559796112863e+00, 1.325684916088068155e+00
1.876000000000000000e+03, 1.723256388316719345e+00, 4.332436408637273750e+00, 4.227585978793287680e+00, 5.337358145700301648e+00, 1.751181737465796528e+00, 1.147219878350761224e+00, 1.130952893692384276e+00, 5.454133064992281454e+00, 2.162824080341082755e+00, 4.351657261817940991e+00, 1.246450987630482565e+00, 6.468205369637249014e+00, 7.629148153797904008e+00, 5.370748439153941511e+00, 5.269231298843066291e+00, 1.301209543576082872e+00
1.877000000000000000e+03, 1.764623620884507194e+00, 4.255356682333785834e+00, 4.218502015494554058e+00, 5.329516752293972814e+00, 1.747771696280477016e+00, 1.181890845483178243e+00, 1.142463831074501446e+00, 5.451655224427540247e+00, 2.117138906732223713e+00, 4.391161393765681709e+00, 1.246585342641481020e+00, 6.472829565444146560e+00, 7.656807377657680824e+00, 5.291836917146951258e+00, 5.256069663127817648e+00, 1.316425308436226960e+00
1.878000000000000000e+03, 1.747132212344051805e+00, 4.249950280834197791e+00, 4.200341812777340422e+00, 5.342709018291781575e+00, 1.743593156518577825e+00, 1.165911957118539233e+00, 1.253689837014203112e+00, 5.470389209686327803e+00, 2.134706384083215447e+00, 4.410674775788976376e+00, 1.271284989521348052e+00, 6.415115305254758482e+00, 7.603894433160744093e+00, 5.291962041785809312e+00, 5.227939728742804881e+00, 1.403087618675195714e+00
1.879000000000000000e+03, 1.687047046784600601e+00, 4.269534521210171185e+00, 4.154632113091624390e+00, 5.350230159931085971e+00, 1.722646921058194502e+00, 1.133534693523642778e+00, 1.199611617191565838e+00, 5.462710253094584800e+00, 2.172968191259441184e+00, 4.405541056074419259e+00, 1.251996193812510816e+00, 6.430542232593704277e+00, 7.610781444813731866e+00, 5.436589375723436035e+00, 5.223431187910069440e+00, 1.475952368751107802e+00
1.880000000000000000e+03, 1.688681805402869163e+00, 4.256023996605046378e+00, 4.089491045131424585e+00, 5.347587617237018698e+00, 1.717313629274360709e+00, 1.128000884477249111e+00, 1.233583743098429109e+00, 5.477007983313305850e+00, 2.242039811149816764e+00, 4.414150053650607752e+00, 1.266660335108283242e+00, 6.412607323867772990e+00, 7.587027311726737722e+00, 5.541758011129675587e+00, 5.220729991025437222e+00, 1.470165639573130401e+00
1.881000000000000000e+03, 1.621913431656785143e+00, 4.252808715772173898e+00, 4.061592114025879496e+00, 5.299512520441192365e+00, 1.755611605148960752e+00, 1.177538145387268198e+00, 1.166076140630822877e+00, 5.491357433399810084e+00, 2.246011813941227508e+00, 4.410834307586428693e+00, 1.233578797873890132e+00, 6.373839186617924035e+00, 7.582996667712271766e+00, 5.560261114618601397e+00, 5.238112959532252866e+00, 1.466089862227615059e+00
1.882000000000000000e+03, 1.692625986858893539e+00, 4.210929092918440197e+00, 4.118458027621806572e+00, 5.281082439515032867e+00, 1.752909376520041418e+00, 1.214611762817968676e+00, 1.123206490936750956e+00, 5.499643189450015512e+00, 2.188772079397338199e+00, 4.420533317754672176e+00, 1.170935151799543883e+00, 6.407045674545480018e+00, 7.570378973726182181e+00, 5.612024491244652857e+00, 5.231487182478044673e+00, 1.420301049301088359e+00
1.883000000000000000e+03, 1.717452837635484508e+00, 4.200595136018971054e+00, 4.203562455050868785e+00, 5.328449149237851401e+00, 1.727064836032482287e+00, 1.160836561466553007e+00, 1.146928066459354856e+00, 5.486561944190747830e+00, 2.173168339522559389e+00, 4.395329253281446746e+00, 1.164877427082233075e+00, 6.407429705780261386e+00, 7.611229806360324091e+00, 5.568700210424157859e+00, 5.224545900855939173e+00, 1.440692932874176435e+00
1.884000000000000000e+03, 1.707425036024114773e+00, 4.224746476377434945e+00, 4.262837448129764617e+00, 5.336731501336216432e+00, 1.715733883819049677e+00, 1.118188680408226388e+00, 1.087014908942613101e+00, 5.436908997405868860e+00, 2.151201234735104162e+00, 4.313988576444554468e+00, 1.168882348597503729e+00, 6.468031694704019507e+00, 7.656395179270775841e+00, 5.464730358135878596e+00, 5.213844175239146672e+00, 1.414506798115884756e+00
1.885000000000000000e+03, 1.712771448844242927e+00, 4.209026156716767275e+00, 4.282244300838640605e+00, 5.329449822756750166e+00, 1.720355671310776824e+00, 1.153135251749680679e+00, 1.177050414513873822e+00, 5.465357394461101137e+00, 2.191922628899575454e+00, 4.254709319847213678e+00, 1.194762645591249006e+00, 6.585928139005538640e+00, 7.673074668254152186e+00, 4.825738936560300729e+00, 5.223918504332385027e+00, 1.462635870137451555e+00
1.886000000000000000e+03, 1.694300329128445748e+00, 4.237770104469340104e+00, 4.293786239990650344e+00, 5.358349513283528154e+00, 1.752940967428112229e+00, 1.202404420026683018e+00, 1.224717410043663524e+00, 5.425964645349716342e+00, 2.182112079848310682e+00, 4.216714484518722550e+00, 1.210662539311863739e+00, 6.601654962052537989e+00, 7.710010760173013900e+00, 4.815411978396247683e+00, 5.224574942618819939e+00, 1.393674839630431928e+00
1.887000000000000000e+03, 1.639995094774069795e+00, 4.256711370169799835e+00, 4.346507577993119931e+00, 5.410706063489776341e+00, 1.765640405988137873e+00, 1.217891712422265682e+00, 1.205279589777789484e+00, 5.418285530710583053e+00, 2.186342862538046994e+00, 4.168592902758585517e+00, 1.217248423610975960e+00, 6.595591698705472794e+00, 7.679975446838938957e+00, 4.884773446073300995e+00, 5.211966024249999663e+00, 1.384760225455864857e+00
1.888000000000000000e+03, 1.709732462762218130e+00, 4.300829805488093349e+00, 4.388046955458796639e+00, 5.435754114208863008e+00, 1.755355968096302011e+00, 1.158769079961506465e+00, 1.102278765059226950e+00, 5.420015651589826788e+00, 2.191584137750425931e+00, 4.133612434632824240e+00, 1.208489914193807691e+00, 6.609239965020165641e+00, 7.647831574561089418e+00, 4.987290901682752242e+00, 5.200300612104380882e+00, 1.368639946968343901e+00
1.889000000000000000e+03, 1.705485789342273906e+00, 4.346467991433867084e+00, 4.379112570604249299e+00, 5.471779886471492382e+00, 1.773302093272070667e+00, 1.147348761613393053e+00, 1.125001966249973062e+00, 5.405277095152516864e+00, 2.132470421977696429e+00, 4.110826850275795863e+00, 1.198461937017281764e+00, 6.553731996752479638e+00, 7.601130436633396492e+00, 4.945663986984748739e+00, 5.178350306719516460e+00, 1.296065348712235332e+00
1.890000000000000000e+03, 1.682259405874996006e+00, 4.381588152248232504e+00, 4.371319035594185998e+00, 5.463799795223716060e+00, 1.755323480952152071e+00, 1.076323950730863510e+00, 1.189098996108847617e+00, 5.417024283071270041e+00, 2.153638595876826045e+00, 4.024707784999770332e+00, 1.128413149765974843e+00, 6.535304325930947122e+00, 7.710514927648970840e+00, 4.803642057836628787e+00, 5.165325258547695420e+00, 1.310317094834052565e+00
1.891000000000000000e+03, 1.779556615335607717e+00, 4.400320520381331590e+00, 4.375284756327123326e+00, 5.488141143740402406e+00, 1.754746386585452012e+00, 1.074969057390355642e+00, 1.148865268580562704e+00, 5.443644244139124844e+00, 2.081909204747328435e+00, 3.979553662411281056e+00, 1.140911053620718318e+00, 6.557557074802859987e+00, 7.750275870696039959e+00, 4.841779266449028007e+00, 5.157982380075908146e+00, 1.331987186130487055e+00
1.892000000000000000e+03, 1.690234881459168337e+00, 4.377549373521905984e+00, 4.391038041190952868e+00, 5.539337596044391354e+00, 1.770573247353136592e+00, 1.136427488600068036e+00, 1.067474709410288325e+00, 5.413988981560080127e+00, 2.063227202718915354e+00, 4.025893657473829101e+00, 1.194101549571055187e+00, 6.531767569396685680e+00, 7.695463677047327700e+00, 4.925463657915532423e+00, 5.140412086055373919e+00, 1.331709084949258992e+00
1.893000000000000000e+03, 1.568993849897609261e+00, 4.367909544929571730e+00, 4.355678237077163395e+00, 5.499220633120953217e+00, 1.777902860817797359e+00, 1.152599537302501531e+00, 1.068084531279265281e+00, 5.430481474820700427e+00, 2.039930356585750282e+00, 4.079638787107548126e+00, 1.200252409076013826e+00, 6.486864376076738381e+00, 7.612048601020306116e+00, 4.898182869569351894e+00, 5.144272662198109636e+00, 1.293323838706988971e+00
1.894000000000000000e+03, 1.607828822127730373e+00, 4.396366976551628447e+00, 4.302364906840495884e+00, 5.468932948707831976e+00, 1.755764688327978496e+00, 1.125681644797740688e+00, 1.171549784625223634e+00, 5.434696808790164368e+00, 2.062931745387945437e+00, 4.128154369719479355e+00, 1.199520723743307649e+00, 6.517059296475273378e+00, 7.551970473939538131e+00, 4.942956832481181451e+00, 5.133151587312089426e+00, 1.302102246785327377e+00
1.895000000000000000e+03, 1.708805481822672334e+00, 4.398615307247335515e+00, 4.263696666257834167e+00, 5.476923695944792669e+00, 1.761386118689429070e+00, 1.096041986354900910e+00, 1.326458447297585108e+00, 5.406080603130465789e+00, 2.060285568084350594e+00, 4.096250291478649608e+00, 1.204894738278459387e+00, 6.483404982220537072e+00, 7.572634879843968214e+00, 4.873691147907036836e+00, 5.138178000456494310e+00, 1.303856052772500940e+00
1.896000000000000000e+03, 1.696035615038704591e+00, 4.342584492439168997e+00, 4.232282057758302685e+00, 5.417441980518866274e+00, 1.712552954390594406e+00, 1.088218361627803388e+00, 1.236207422604250983e+00, 5.411440732350176752e+00, 2.035416178315049063e+00, 4.010784175011320229e+00, 1.215700936321829628e+00, 6.454756854575065539e+00, 7.657021743756122767e+00, 5.057978881316696373e+00, 5.152357797992960009e+00, 1.349981810849641084e+00
1.897000000000000000e+03, 1.631898003404889552e+00, 4.316405056849639266e+00, 4.246452228769677539e+00, 5.430916698860261960e+00, 1.679601069498959154e+00, 1.117446444054310373e+00, 1.099947954548016416e+00, 5.432437322107029232e+00, 2.143858795528577499e+00, 3.965697507133830957e+00, 1.207594179042746463e+00, 6.439424372904614557e+00, 7.727064732631400368e+00, 5.225691854792001045e+00, 5.150318948513832318e+00, 1.392722112147624980e+00
1.898000000000000000e+03, 1.639411907811306301e+00, 4.316698307091724196e+00, 4.300168006003684873e+00, 5.433912972500877459e+00, 1.702515307728905691e+00, 1.138136566928639182e+00, 1.074918058867902149e+00, 5.469171042571819186e+00, 2.106695474046084815e+00, 4.001171008470449486e+00, 1.238448017770416909e+00, 6.468160149503163758e+00, 7.753399272562238487e+00, 5.195196788914900665e+00, 5.130637705161909423e+00, 1.477143078274066434e+00
1.899000000000000000e+03, 1.723342543682367944e+00, 4.302889771112714534e+00, 4.356163174905035795e+00, 5.439419465448684043e+00, 1.708769278121445190e+00, 1.145718853494589018e+00, 1.238163617236857972e+00, 5.457065821277904405e+00, 2.084226373084761885e+00, 4.011709040894803735e+00, 1.256085504231481353e+00, 6.482725376470390266e+00, 7.654490681566677779e+00, 4.904130440274542480e+00, 5.121982486388265698e+00, 1.509606904052631426e+00
1.900000000000000000e+03, 1.667460063364177625e+00, 4.275117586238350142e+00, 4.407989375348195793e+00, 5.459070472371394089e+00, 1.722431563005768274e+00, 1.142309210683132736e+00, 1.178357979849908865e+00, 5.454206574029679011e+00, 2.055141597647553109e+00, 3.950128290994338709e+00, 1.228377642981838269e+00, 6.416894309320697154e+00, 7.623676292701307311e+00, 4.840524978831014735e+00, 5.104908026177045421e+00, 1.444707053716832279e+00
1.901000000000000000e+03, 1.617681499079884011e+00, 4.248510368692746120e+00, 4.451273313158198519e+00, 5.467384814790313463e+00, 1.724428609463823259e+00, 1.152523374599260464e+00, 1.051109513316195843e+00, 5.473624621519012301e+00, 2.069571575085813908e+00, 3.929370150097060588e+00, 1.209388889856494176e+00, 6.413197214083600883e+00, 7.657798157452792687e+00, 5.031399183805995712e+00, 5.118055800088649576e+00, 1.387809509200876201e+00
1.902000000000000000e+03, 1.668497391185276069e+00, 4.198208148243618432e+00, 4.465870084701212051e+00, 5.428786267295914847e+00, 1.703620755269808162e+00, 1.136020966069082982e+00, 1.073674683515774442e+00, 5.455839609065574081e+00, 2.050667689518024694e+00, 3.998533872646338860e+00, 1.205050760664587939e+00, 6.477221100065054138e+00, 7.766727982078254655e+00, 4.980019216988763375e+00, 5.129903537691713034e+00, 1.343688156896190922e+00
1.903000000000000000e+03, 1.652333802463460399e+00, 4.152473421809743215e+00, 4.490827318618212161e+00, 5.432696986769546932e+00, 1.676956653375184292e+00, 1.126450482384403706e+00, 1.128662422083326788e+00, 5.437426407224836389e+00, 2.072272851205535726e+00, 4.036887799107501174e+00, 1.165979972788555585e+00, 6.525612149842876519e+00, 7.859814657885141109e+00, 4.942064719417815333e+00, 5.124143260077204332e+00, 1.306914286797512759e+00
1.904000000000000000e+03, 1.682485416983713344e+00, 4.170583908116246796e+00, 4.509613785602414104e+00, 5.398008779880258956e+00, 1.679641524710910439e+00, 1.174595530474056959e+00, 1.169725446070487340e+00, 5.441321786137240046e+00, 2.042373932533300351e+00, 4.062369536751780252e+00, 1.164186294359379925e+00, 6.527390664597927383e+00, 7.863303580156827621e+00, 4.969509620106989267e+00, 5.114790073391925596e+00, 1.369988416939072806e+00
1.905000000000000000e+03, 1.763813673217654587e+00, 4.157744130578126196e+00, 4.472276949933861268e+00, 5.399597506631677923e+00, 1.691387647825227214e+00, 1.115211785487433716e+00, 1.095351702717142883e+00, 5.408442818503750082e+00, 2.060732148124887253e+00, 4.024856233151410834e+00, 1.201772190957234532e+00, 6.589252118861435470e+00, 7.849338095939804916e+00, 4.965477995398632771e+00, 5.115155519070237133e+00, 1.312343628267677698e+00
1.906000000000000000e+03, 1.674559755963208607e+00, 4.098707690768728540e+00, 4.424739874745102775e+00, 5.338606798088608052e+00, 1.699763865549779096e+00, 1.093614170212788839e+00, 1.037871668371221023e+00, 5.425910861640978133e+00, 2.048778599889013119e+00, 3.956963467572422566e+00, 1.193497463893079091e+00, 6.553366376736160070e+00, 7.904420229047253166e+00, 4.941572891973971871e+00, 5.100319451894032241e+00, 1.383710600473284424e+00
1.907000000000000000e+03, 1.621293947095002963e+00, 4.052594548210228353e+00, 4.407758698656613738e+00, 5.320917931224211195e+00, 1.705028313134161255e+00, 1.098879942010637212e+00, 1.071224073613842753e+00, 5.413442126086177808e+00, 2.052686893446467931e+00, 3.969476535186801769e+00, 1.185110110914245896e+00, 6.565934282131862254e+00, 7.949755490636586153e+00, 5.140448061472890906e+00, 5.085950986436347243e+00, 1.450228211759118091e+00
1.908000000000000000e+03, 1.648216832853128366e+00, 4.057040621002200531e+00, 4.397618209435946390e+00, 5.335403086877245293e+00, 1.701990858768043013e+00, 1.101597129600759173e+00, 1.084144394584103166e+00, 5.407823104146156190e+00, 1.999248108764102083e+00, 4.042852926976379990e+00, 1.198282030091789130e+00, 6.525108418598249749e+00, 7.908352788037685599e+00, 5.090782816222676921e+00, 5.064845303778484187e+00, 1.341977900665137113e+00
1.909000000000000000e+03, 1.707168868520251293e+00, 4.080584934932041108e+00, 4.386115227670492445e+00, 5.349271341105244382e+00, 1.675380928370359124e+00, 1.109756354160354119e+00, 1.048146609561378728e+00, 5.431402601424113463e+00, 2.033930565238695642e+00, 4.059670298473959882e+00, 1.223226666969293275e+00, 6.579947136545529318e+00, 7.797462917867379772e+00, 4.927784954836702092e+00, 5.061671001956359106e+00, 1.316158974423268457e+00
1.910000000000000000e+03, 1.759982990363484490e+00, 4.088096241880525561e+00, 4.424092498910273008e+00, 5.341920107376034288e+00, 1.677625686829131491e+00, 1.162058149013005304e+00, 1.192818956595073310e+00, 5.379638725044778802e+00, 1.965681785063838394e+00, 4.037701166173913059e+00, 1.227331880407761533e+00, 6.556114164306187320e+00, 7.839017934055505954e+00, 5.007732347348099466e+00, 5.064301770161417693e+00, 1.352215243135202138e+00
1.911000000000000000e+03, 1.771637316904360882e+00, 4.120152203270351698e+00, 4.442870344500081892e+00, 5.330688794720040313e+00, 1.713492293040991710e+00, 1.175980356714920738e+00, 1.189016447990562275e+00, 5.408831791669948430e+00, 1.930780881558605167e+00, 3.993588414972605527e+00, 1.199242110585654553e+00, 6.519293429759727587e+00, 7.877197207294242887e+00, 5.150581979487924400e+00, 5.073092147908828231e+00, 1.378978231128997312e+00
