year, CMCC-CM2-SR5, CanESM5, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg
1.920000000000000000e+03, 4.581748993396895786e-01, 1.407935210932910630e+00, 3.994777731963795042e-01, 3.941542014339210476e-01, 1.059977540800604690e+00, 5.967551324408737479e-01, 4.326650130893897050e-01, 8.919546633338111263e-01, 5.705145434538221316e-01, 5.049397488344803397e-01, 4.301936850581297711e-01, 8.537237649095968939e-01, 4.486062465870031546e-01, 1.567019021113833510e+00
1.921000000000000000e+03, 5.000565109866619284e-01, 1.356713096850613809e+00, 4.230513875026525317e-01, 4.045410769622234670e-01, 1.085119703482565701e+00, 6.568884827312782004e-01, 4.433737663392722794e-01, 9.058307555665464639e-01, 5.979384379160411767e-01, 5.446062654180899854e-01, 4.544414583329033919e-01, 8.937810262088070612e-01, 4.427830369759488405e-01, 1.556731062742708893e+00
1.922000000000000000e+03, 4.582786705319228382e-01, 1.426763650317294463e+00, 3.763329253256826323e-01, 4.229570518877348029e-01, 1.095555971582011567e+00, 6.422920658067853283e-01, 4.452988278582531434e-01, 8.881361586973285371e-01, 5.779640261484574326e-01, 4.860166744159716279e-01, 4.409190866111125651e-01, 8.206085393951837448e-01, 4.268010668428768306e-01, 1.553568999679058482e+00
1.923000000000000000e+03, 4.551716044867659683e-01, 1.461207682034654010e+00, 4.327098650775831890e-01, 3.953068093606139644e-01, 1.115447279390656021e+00, 6.680893271130365907e-01, 4.405034471853858102e-01, 8.688334203531705713e-01, 5.758736009260075894e-01, 4.899673510625565664e-01, 4.201651007331151932e-01, 8.363113437530512728e-01, 4.089529366539071953e-01, 1.495990881087890356e+00
1.924000000000000000e+03, 5.313633577742199465e-01, 1.570593408801756352e+00, 4.082875453092797979e-01, 3.968083027397780738e-01, 1.051240475004802333e+00, 6.415539586006010486e-01, 4.326532402347028627e-01, 8.799878852595924839e-01, 5.624860252515394565e-01, 4.953773547459314752e-01, 4.106933318010210776e-01, 8.770012752306819426e-01, 3.740577036748236606e-01, 1.425898954563608712e+00
1.925000000000000000e+03, 4.623771417397348760e-01, 1.518181377296672352e+00, 3.819808317135238163e-01, 4.346275033792169618e-01, 9.177788008040054235e-01, 6.523051079188124657e-01, 4.313812000079799702e-01, 8.537313406284053885e-01, 5.688440797778396840e-01, 4.475972828674910087e-01, 4.320340496363597182e-01, 9.528042225907639162e-01, 3.438957318413745079e-01, 1.380108358705165461e+00
1.926000000000000000e+03, 5.007112887232467724e-01, 1.457083248482408999e+00, 4.039352420843368985e-01, 4.458938973967260244e-01, 1.060645686412531319e+00, 6.581954290907878757e-01, 4.393644712687175269e-01, 8.776502336865655840e-01, 5.569061159118144921e-01, 4.683945044105146116e-01, 4.399606218776472288e-01, 8.905360927035845808e-01, 3.892293967241465813e-01, 1.357078388163245108e+00
1.927000000000000000e+03, 5.208319912970857946e-01, 1.358817119756676517e+00, 3.950199904743045831e-01, 4.114225013035436862e-01, 9.741936226434141366e-01, 6.678766718870774444e-01, 4.386482201178563134e-01, 8.774410108427405097e-01, 5.776332854809121953e-01, 4.842562516423168373e-01, 4.457220038471087498e-01, 7.897392141216665884e-01, 3.718467673409880936e-01, 1.426657747909217511e+00
1.928000000000000000e+03, 5.309074221896191714e-01, 1.459528953889458025e+00, 3.899541721137832484e-01, 3.704774427600936448e-01, 1.112605325335396245e+00, 6.795673345835793189e-01, 4.572834456172519269e-01, 8.640348948115779137e-01, 5.808681916452164140e-01, 5.246692514407972352e-01, 4.431375447450887628e-01, 8.800715442600661742e-01, 3.895959185573765193e-01, 1.453865520782476439e+00
1.929000000000000000e+03, 4.753835455952057365e-01, 1.426310674630241859e+00, 4.224185851606369058e-01, 4.173405449955177593e-01, 9.618032793236783728e-01, 6.756726638440594401e-01, 4.688760864382263693e-01, 8.816745781957731065e-01, 5.838757344147070816e-01, 4.810433417726550087e-01, 4.379681397700742607e-01, 8.146375081260552875e-01, 4.271513566484230195e-01, 1.548948242416470666e+00
1.930000000000000000e+03, 5.153036702595411578e-01, 1.461100346342531386e+00, 4.275814859809217161e-01, 4.476306185967748874e-01, 9.211462976754889453e-01, 6.750823986859212367e-01, 4.527013012302184003e-01, 8.802330036580872097e-01, 5.755243107101981614e-01, 4.794589490212473049e-01, 4.374432053483789939e-01, 9.195307636727925171e-01, 4.422895906115910103e-01, 1.414011573262689447e+00
1.931000000000000000e+03, 4.651071736408454727e-01, 1.494730220298119416e+00, 4.203586092870313373e-01, 3.823250461368343789e-01, 8.996927836834976988e-01, 7.259609839566213418e-01, 4.753712463368708341e-01, 8.988162395625257650e-01, 5.644399077332222792e-01, 5.187602876035461996e-01, 4.449708852241318069e-01, 8.365304735618591669e-01, 4.125956935338823683e-01, 1.382634600601300612e+00
1.932000000000000000e+03, 5.003811572625586068e-01, 1.453117947081216998e+00, 4.368842444128669400e-01, 4.028705226598736089e-01, 9.436688945184342758e-01, 6.738694764874998411e-01, 4.624166164360034026e-01, 9.240206820303993318e-01, 5.820126206882433317e-01, 5.149008679625490803e-01, 4.227638071184699475e-01, 8.130631844736891933e-01, 3.841374322335063263e-01, 1.524171886046367108e+00
1.933000000000000000e+03, 4.514035967047466125e-01, 1.473282923329793714e+00, 3.827499511901942264e-01, 4.370250550016718805e-01, 1.048223818022220533e+00, 6.538167941722705656e-01, 4.447758213770651725e-01, 9.034935105131981503e-01, 5.841327016359129098e-01, 4.804880636817561168e-01, 4.272181512919699387e-01, 8.020678829975186330e-01, 4.118440227581887103e-01, 1.437440113614712578e+00
1.934000000000000000e+03, 4.807047141242880017e-01, 1.517370473966795696e+00, 3.947376966273564713e-01, 3.998360559119459867e-01, 1.026214051192076981e+00, 6.956224961231852744e-01, 4.404390065110908581e-01, 8.900656174998752279e-01, 5.868727897888994516e-01, 5.807833282664942587e-01, 4.431898923060982876e-01, 8.154832113936377747e-01, 4.770039639464017656e-01, 1.443359755052550097e+00
1.935000000000000000e+03, 5.311737238575781062e-01, 1.518071909187800106e+00, 4.330419169285210090e-01, 4.131065268755766406e-01, 1.060973993228049084e+00, 6.579861910357674981e-01, 4.410209249901083095e-01, 8.950240934636545242e-01, 5.789506821160833594e-01, 5.563465205037511074e-01, 4.589894293195287966e-01, 7.718726127865865871e-01, 3.855465248428019964e-01, 1.359778107986491902e+00
1.936000000000000000e+03, 4.987450232566039698e-01, 1.453113344512332539e+00, 3.930727094169003677e-01, 4.347850197963935570e-01, 1.029937579699504946e+00, 6.610682130176775972e-01, 4.512471719060779929e-01, 9.250349167887358393e-01, 5.867725787826452155e-01, 5.227543758375120531e-01, 4.505158283629074889e-01, 8.405619186645101326e-01, 3.963527030005919993e-01, 1.385508672424941912e+00
1.937000000000000000e+03, 4.902107707537293746e-01, 1.485213834232234520e+00, 4.011214911580424092e-01, 4.233617573509507737e-01, 1.018655318072285931e+00, 7.027270680708492812e-01, 4.538658690030529241e-01, 9.055985686447348693e-01, 5.614435598341811495e-01, 4.744019323400520127e-01, 4.583753165961790832e-01, 7.463643896569377434e-01, 4.319604642198793809e-01, 1.519430967061180304e+00
1.938000000000000000e+03, 4.417258083160501281e-01, 1.573904703993684207e+00, 4.071039278397906580e-01, 4.147168593563313466e-01, 1.019165749974325408e+00, 6.818826564052827832e-01, 4.451864152682256659e-01, 9.010605797218058655e-01, 5.892284681732544716e-01, 5.019135280594656523e-01, 4.492391918247449212e-01, 7.671717721809063750e-01, 4.414612244913443950e-01, 1.416313977802727164e+00
1.939000000000000000e+03, 5.013429268439785202e-01, 1.532521614360562001e+00, 4.038058959756807287e-01, 4.382539247885254285e-01, 1.053125126783222010e+00, 6.848772785185850420e-01, 4.659759599408879738e-01, 8.923983157143636769e-01, 5.957187822211651440e-01, 5.276567521495252322e-01, 4.599262311602717590e-01, 7.800313058154465518e-01, 4.176591901832171216e-01, 1.455011555548131996e+00
1.940000000000000000e+03, 4.877567674125611319e-01, 1.652857190428303369e+00, 4.350077181602259868e-01, 4.247423234703046058e-01, 1.197927222577855000e+00, 7.190197635376105456e-01, 4.676652067350479114e-01, 9.034960690218920565e-01, 5.882401369574004057e-01, 5.055488661422358199e-01, 4.741986378149831149e-01, 8.191006985178986843e-01, 4.356900712564111267e-01, 1.484097188249389632e+00
1.941000000000000000e+03, 4.707287840595599793e-01, 1.576307090583608739e+00, 3.942586586305120155e-01, 3.935088720543407081e-01, 1.072475689741851035e+00, 7.210693633612937914e-01, 4.487166561427983758e-01, 9.270432088051919761e-01, 5.790174691889876657e-01, 5.041708475441831760e-01, 4.506815584072876302e-01, 8.614281828601917379e-01, 3.917560793851381784e-01, 1.456499805141029169e+00
1.942000000000000000e+03, 4.733686980347253659e-01, 1.527824975473071056e+00, 3.721794121218031104e-01, 4.111471583680079700e-01, 1.079023453502563790e+00, 6.717063497008729511e-01, 4.339423998348972966e-01, 9.252816956201729282e-01, 5.834831915312547190e-01, 5.527855757366463285e-01, 4.517027385075811918e-01, 8.195752100399664730e-01, 4.471481863099897036e-01, 1.422072699187185707e+00
1.943000000000000000e+03, 4.520246886757330884e-01, 1.646674051580163223e+00, 4.183675774208235887e-01, 4.097735246484864313e-01, 9.525494143573813854e-01, 6.641554385193754184e-01, 4.501639329674641532e-01, 9.035011045261174267e-01, 5.813082731311094431e-01, 5.674847558805810044e-01, 4.600615527370674473e-01, 8.392892493234059836e-01, 4.406400630073089575e-01, 1.393824531789889409e+00
1.944000000000000000e+03, 4.834463996650672502e-01, 1.542642915971750739e+00, 4.102993724864655856e-01, 4.011382969766871254e-01, 9.790389217207974282e-01, 7.265627963485009611e-01, 4.350409713800603706e-01, 9.207894294157276116e-01, 6.252471461734528946e-01, 5.420632017794704272e-01, 4.519321550399483245e-01, 9.167148497542827457e-01, 4.091097572650438385e-01, 1.336846255418080442e+00
1.945000000000000000e+03, 4.937337098809879143e-01, 1.457236825295509686e+00, 4.381512924521908658e-01, 4.183513237044890198e-01, 1.049942837306616195e+00, 7.506524389115563078e-01, 4.373320258572497288e-01, 9.082021167946997542e-01, 6.045311461660269892e-01, 4.699455435559373728e-01, 4.636187484026799144e-01, 8.455910184901090920e-01, 4.636517374322275953e-01, 1.651798290493565746e+00
1.946000000000000000e+03, 4.877496375396577766e-01, 1.590238043410474367e+00, 4.291343881184834230e-01, 4.453746386212015240e-01, 9.769912265055966660e-01, 7.459220194665152626e-01, 4.395020774417584541e-01, 9.149348560742928127e-01, 5.758768937591761672e-01, 4.977960362919066073e-01, 4.797777294349374611e-01, 8.654476422672241487e-01, 4.256842833499948076e-01, 1.492958377282239901e+00
1.947000000000000000e+03, 4.780358022525228456e-01, 1.558527932184918807e+00, 4.694458488416309305e-01, 3.938399426157137007e-01, 9.313443498309946778e-01, 6.964629194418494595e-01, 4.203388349472886309e-01, 9.189311278078917677e-01, 5.904651043421227374e-01, 5.124415899557488441e-01, 4.695893673492780307e-01, 9.084705527706108397e-01, 4.657331142381594957e-01, 1.405896508575145365e+00
1.948000000000000000e+03, 4.943958363799861866e-01, 1.662304931687783371e+00, 4.498730243306540144e-01, 3.981702326745557019e-01, 1.011181006331604237e+00, 7.296680628912970423e-01, 4.227358976974978089e-01, 9.425754895467582939e-01, 5.784083772895571851e-01, 5.100920451312485060e-01, 4.888194417517842671e-01, 8.451063349462825114e-01, 4.352287784566781226e-01, 1.506878668175481550e+00
1.949000000000000000e+03, 4.564158231808606581e-01, 1.742723124776386801e+00, 4.036596671774778655e-01, 4.351637694066391449e-01, 9.244971577959798514e-01, 6.927398381864460220e-01, 4.203685587247464883e-01, 9.018366349354146605e-01, 5.765756019909796803e-01, 5.833368682760228241e-01, 4.504739444062787479e-01, 8.175921538502809449e-01, 4.174674333755924449e-01, 1.365839845776516626e+00
1.950000000000000000e+03, 4.959970359238174975e-01, 1.619819614060503898e+00, 3.984970509367605773e-01, 4.264294439071918408e-01, 1.086518428918817891e+00, 6.622573899679105036e-01, 4.204804755196134280e-01, 9.167592226976892800e-01, 5.939936711843565309e-01, 5.493799152807311570e-01, 4.450792731112109823e-01, 8.060397953820529482e-01, 4.450661266750125522e-01, 1.288410232288651036e+00
1.951000000000000000e+03, 5.043260698246379015e-01, 1.634972750347000847e+00, 4.386382837131569956e-01, 4.085975907706424493e-01, 1.163229374626792767e+00, 7.194871411227323765e-01, 4.224064563221101021e-01, 9.547176528017280450e-01, 5.828493279165806173e-01, 5.896557880685547870e-01, 4.322263784438400980e-01, 7.831088938605675898e-01, 4.539288051740061336e-01, 1.586644338991759273e+00
1.952000000000000000e+03, 4.766433852919146896e-01, 1.675519934752326634e+00, 4.062119487564587184e-01, 4.118666574028602700e-01, 1.049911289222804855e+00, 7.198633417063200479e-01, 4.438719611145961474e-01, 9.315104656763282254e-01, 5.929504404956248420e-01, 5.863055893763844395e-01, 4.334069747513979998e-01, 8.295182804416102451e-01, 4.197935806140739023e-01, 1.614429952484026876e+00
1.953000000000000000e+03, 4.786985858861521614e-01, 1.595441259619846841e+00, 3.772477711121257071e-01, 4.329996728574527221e-01, 8.471211178834576749e-01, 6.713556416217956180e-01, 4.277495950735616392e-01, 9.172519392751796730e-01, 6.004133828873323697e-01, 5.100676902744927244e-01, 4.338765463215789597e-01, 9.061915231058514930e-01, 4.185128937534620119e-01, 1.506888306618993534e+00
1.954000000000000000e+03, 4.852399629190433661e-01, 1.607217392197677563e+00, 4.071606475172440121e-01, 4.174932645101601669e-01, 8.528593355906196605e-01, 7.245213291753630491e-01, 4.308854300206731991e-01, 8.948807663265383461e-01, 5.766497472917684330e-01, 5.275415619012044921e-01, 4.366838626825290115e-01, 9.843721862586709559e-01, 4.399953526758266786e-01, 1.427621255308898052e+00
1.955000000000000000e+03, 5.069968340121833172e-01, 1.768263902578948832e+00, 4.567018536167206100e-01, 3.988146801224787263e-01, 9.276752864496631279e-01, 7.182921077133287424e-01, 4.209339095345663306e-01, 9.536334118924341130e-01, 6.068686766870813321e-01, 5.916510185607866124e-01, 4.560885696549427659e-01, 8.928963819055187878e-01, 4.182641365159385227e-01, 1.417352066217507645e+00
1.956000000000000000e+03, 4.887794625027804263e-01, 1.782080711763583292e+00, 4.156777279370744704e-01, 4.081342390901497863e-01, 8.402877542699883628e-01, 6.481849737012604917e-01, 4.269519139675946873e-01, 9.413393145189672406e-01, 5.850829362877090212e-01, 5.786920550851190059e-01, 4.557268876585754414e-01, 7.979539110534712432e-01, 4.371493553387849618e-01, 1.468608271652708019e+00
1.957000000000000000e+03, 4.962403892307531428e-01, 1.763796519437119459e+00, 4.030450362900129813e-01, 4.441861443946472088e-01, 9.427079906458771807e-01, 7.160328056504714489e-01, 4.320035955221348534e-01, 9.062158789833480999e-01, 5.828957140634979384e-01, 5.862485644773911542e-01, 4.519948005900653598e-01, 8.467675336778559547e-01, 3.831895843362281284e-01, 1.466826762231807635e+00
1.958000000000000000e+03, 5.161483136701505714e-01, 1.624782308984522361e+00, 4.624240179244437643e-01, 4.603741754472910341e-01, 7.857713266261142637e-01, 7.057998001305784141e-01, 4.180556688234315366e-01, 8.995082136692337249e-01, 5.867010124812234162e-01, 5.475878200183964539e-01, 4.680894895158453917e-01, 8.472686973270275868e-01, 4.331451373040156039e-01, 1.389120894388299998e+00
1.959000000000000000e+03, 5.670254911569767575e-01, 1.703997629625298327e+00, 4.742858091577744628e-01, 4.082395271517684776e-01, 1.066563659919837148e+00, 7.090779402053466463e-01, 4.323725791385888972e-01, 9.082846844056550184e-01, 5.894514022258255936e-01, 4.932402738092696581e-01, 4.542326247346840651e-01, 8.530396377901044991e-01, 4.618699568217361495e-01, 1.432343666976934715e+00
1.960000000000000000e+03, 5.195705854419371272e-01, 1.735839695107539882e+00, 4.209396658144460845e-01, 4.167207218598471541e-01, 9.493278321433212819e-01, 7.309213643550349637e-01, 4.403876102256920055e-01, 9.196477680153650747e-01, 6.004519740836856689e-01, 4.744152167849315926e-01, 4.612019192367289855e-01, 8.573686599091489002e-01, 4.594143645218062288e-01, 1.466332016605222055e+00
1.961000000000000000e+03, 5.068644999017173358e-01, 1.775258829963330287e+00, 4.268642126346009480e-01, 4.208737027067274150e-01, 1.077299283250408468e+00, 7.548650080609233814e-01, 4.363976501233630678e-01, 9.087492661391990412e-01, 6.285666353999892486e-01, 5.559868331270750863e-01, 4.756002489073121731e-01, 8.001325830653468474e-01, 4.674740547823746373e-01, 1.421230749940717075e+00
1.962000000000000000e+03, 4.948874300297448903e-01, 1.767204501123473603e+00, 4.276253440834058006e-01, 4.219743489790038216e-01, 9.608920338564983510e-01, 7.076974321808753299e-01, 4.439626895650230498e-01, 9.149896678642827075e-01, 5.871074577970070152e-01, 5.786494458960670384e-01, 5.148170838299983565e-01, 9.443525901996071559e-01, 4.831325378408489746e-01, 1.360634348187737652e+00
1.963000000000000000e+03, 5.429347411268451440e-01, 1.713350640196779961e+00, 4.220714083635556113e-01, 4.032722454746663909e-01, 8.709827347607634884e-01, 7.834134343289662628e-01, 4.296293838440462531e-01, 9.642413368583883093e-01, 5.783524772465707953e-01, 5.759203047826889632e-01, 5.147935769739031553e-01, 9.316465874483165210e-01, 5.066947238179718704e-01, 1.533837919946590800e+00
1.964000000000000000e+03, 5.303396748018951445e-01, 1.732723878701959652e+00, 4.211498235595360629e-01, 4.386515271943959848e-01, 9.532403384513822298e-01, 8.016534407649658078e-01, 4.258819356441270187e-01, 9.228148787703874811e-01, 5.680367209723538036e-01, 5.714857041762257950e-01, 4.528537437718037628e-01, 8.149374187831357474e-01, 4.665125105708962661e-01, 1.512983262560967823e+00
1.965000000000000000e+03, 5.142207923268146130e-01, 1.847174271716046867e+00, 4.786631097852844241e-01, 4.351678770248988970e-01, 8.966352182009665883e-01, 7.262339101963141141e-01, 4.364851460626022472e-01, 9.350466362068198256e-01, 5.917354907183749457e-01, 5.397574318989779574e-01, 4.380782725968798141e-01, 8.467863138553760605e-01, 4.652226717657602650e-01, 1.396158854644153680e+00
1.966000000000000000e+03, 5.486343670549556073e-01, 1.890403881375591677e+00, 4.409740861372714038e-01, 4.286328829979754729e-01, 9.796585357573648345e-01, 7.427599238533216797e-01, 4.305408345375110191e-01, 9.417693957168031815e-01, 5.962866349878168659e-01, 6.231365073794761233e-01, 4.613738855447103715e-01, 8.793772923999417790e-01, 4.311634638476115611e-01, 1.424674710554411083e+00
1.967000000000000000e+03, 5.251685020040577356e-01, 1.736282326190192071e+00, 4.687433307491086221e-01, 4.408112176117443548e-01, 1.013835271688701356e+00, 7.450246962499610381e-01, 4.347263686556614992e-01, 9.451158428174827320e-01, 5.676671643844541926e-01, 6.384768993842289131e-01, 4.429236285640676951e-01, 7.549072627575315053e-01, 4.114532395707608536e-01, 1.475769813197200797e+00
1.968000000000000000e+03, 5.405771217422101760e-01, 1.875612687056409822e+00, 4.523644746454975052e-01, 4.021742784688186467e-01, 1.143080785331076710e+00, 7.006024840592871561e-01, 4.222323789169407093e-01, 9.397662945279815494e-01, 5.845279267912049104e-01, 5.958405421964723114e-01, 4.807477607905429329e-01, 7.949100897824553646e-01, 3.866659083722663870e-01, 1.454877833010027155e+00
1.969000000000000000e+03, 5.285829962167584162e-01, 1.914398284111865189e+00, 4.575252459663072258e-01, 4.346522433047769751e-01, 9.650238918264569810e-01, 7.437944919649154274e-01, 4.288173374482168176e-01, 9.438642496131118831e-01, 5.855638706888883771e-01, 5.554357021080728041e-01, 4.827327883652012819e-01, 8.749056379794059035e-01, 3.648101648072211156e-01, 1.432312799337077447e+00
1.970000000000000000e+03, 5.638601442567060529e-01, 1.725731792633615980e+00, 5.183685125488040057e-01, 4.806156611342292662e-01, 1.005837119514105815e+00, 8.160732915824676637e-01, 4.265086539265445786e-01, 9.607476847541724929e-01, 5.960257379427419400e-01, 5.522283345403866672e-01, 5.092965356986446368e-01, 8.825629221354331921e-01, 4.289851572413214686e-01, 1.353629140379036810e+00
1.971000000000000000e+03, 5.778447258299469480e-01, 1.720313663154112049e+00, 4.695028796208064459e-01, 3.956906714983751683e-01, 9.104359402577301141e-01, 8.162270864696751227e-01, 4.295353189811521033e-01, 9.819197014830979287e-01, 5.889203277163647110e-01, 5.497207380202916438e-01, 4.797146452667377381e-01, 8.745927958624768461e-01, 4.292954327009889659e-01, 1.498851667866399229e+00
1.972000000000000000e+03, 5.214227691322288472e-01, 1.687900626967233420e+00, 4.935406125193155247e-01, 4.519407030475702802e-01, 9.784435192654659108e-01, 6.995911735274439325e-01, 4.324059166012401700e-01, 1.006624108562825581e+00, 5.891038438156904755e-01, 5.895142237690662590e-01, 4.838907435513704614e-01, 8.712225624521496847e-01, 4.989690211662196617e-01, 1.550110844453343795e+00
1.973000000000000000e+03, 5.489043617249488305e-01, 1.936040040644059435e+00, 4.900971812889406976e-01, 4.509344020656361751e-01, 1.033297260101662118e+00, 7.581363615963939706e-01, 4.334812945952464247e-01, 1.005379372801505689e+00, 6.122953639252664004e-01, 5.913039127208029599e-01, 4.967236119383606763e-01, 8.464731841498710496e-01, 4.779318259545000114e-01, 1.352625630013170488e+00
1.974000000000000000e+03, 5.581183735032749782e-01, 1.782490771815291142e+00, 4.972802100825933214e-01, 4.258085064194815916e-01, 8.445302325408868827e-01, 8.249771951843385409e-01, 4.254231312705169521e-01, 9.893177974146101228e-01, 6.113425447993483530e-01, 5.672569026747839027e-01, 4.841902051633204529e-01, 8.639567062358702865e-01, 5.203339931400420282e-01, 1.434447652206863655e+00
1.975000000000000000e+03, 5.223095267468410574e-01, 1.762688819509013127e+00, 4.597952508987288578e-01, 4.683295020937957576e-01, 8.894408733161588421e-01, 7.424058932316919268e-01, 4.212259538196870268e-01, 9.831059116145223209e-01, 5.848833282253431687e-01, 6.585115271911632373e-01, 4.595437603675306959e-01, 8.555921819541443263e-01, 4.881434153673693266e-01, 1.664593929911849512e+00
1.976000000000000000e+03, 5.560519678369266749e-01, 1.857383842892393444e+00, 4.937669702721079190e-01, 4.364637786237237638e-01, 8.980486065655824968e-01, 8.173705733665318496e-01, 4.274841616362001218e-01, 9.795250718804727752e-01, 6.136798530132463458e-01, 5.858182834868134181e-01, 4.699852075575339239e-01, 8.567285479458853770e-01, 4.559735839024144366e-01, 1.612668109338792899e+00
1.977000000000000000e+03, 5.247388506898014171e-01, 1.844798211210840977e+00, 5.128172424738938195e-01, 4.574170733967872216e-01, 1.096498535651539985e+00, 8.300219756702765794e-01, 4.495204041298375142e-01, 1.014953352294535316e+00, 5.949322609541293216e-01, 6.420692831666134914e-01, 4.888723136543769998e-01, 8.066490535163619580e-01, 4.985215568704172151e-01, 1.451907580999277192e+00
1.978000000000000000e+03, 5.712830698241321281e-01, 1.865640019133208316e+00, 4.934177178857008239e-01, 4.714655945493970157e-01, 9.984660684173214396e-01, 8.306646611275229075e-01, 4.323144004260124906e-01, 9.809597063380623982e-01, 6.153730334166899185e-01, 6.241552340469042059e-01, 4.696284704743586835e-01, 8.804500319858813429e-01, 5.428278503022381241e-01, 1.498130636672117433e+00
1.979000000000000000e+03, 5.452285972193205987e-01, 1.684414713598978652e+00, 5.065275973069107707e-01, 4.376047934923218974e-01, 9.407748785394060009e-01, 7.562757332454255188e-01, 4.497374886088534862e-01, 9.916004060259595576e-01, 6.154099178285168392e-01, 6.314021022630126323e-01, 4.843656638667928060e-01, 8.310196545298510484e-01, 5.505224594453214104e-01, 1.606598717171315194e+00
1.980000000000000000e+03, 5.131513964024727592e-01, 1.743711579704519066e+00, 5.024207770342288271e-01, 4.249758060899327394e-01, 1.116949296926695867e+00, 8.094847382416868742e-01, 4.250396061467371922e-01, 9.630359044101127752e-01, 6.212896476028492154e-01, 6.035214081210952264e-01, 4.939777346335204600e-01, 8.613712578771394179e-01, 5.309451945878425061e-01, 1.610918453494625258e+00
1.981000000000000000e+03, 5.462875330874233937e-01, 1.780954746982660986e+00, 5.433984760315924145e-01, 4.677984941862780022e-01, 1.112859167022879125e+00, 8.076823435851010480e-01, 4.503266862214166943e-01, 9.981391289896427432e-01, 6.327253953983913437e-01, 7.037455610384855120e-01, 4.774129010271243034e-01, 9.534538556110779828e-01, 4.714314315966622870e-01, 1.471493663482225545e+00
1.982000000000000000e+03, 5.599253305784283041e-01, 1.862980974843936766e+00, 5.725078526771689713e-01, 4.724343348317361913e-01, 1.065734104598628607e+00, 7.775427332732904873e-01, 4.282794336478642494e-01, 9.872205632852796287e-01, 6.283390123933469962e-01, 6.617210655074619030e-01, 4.639735612375749385e-01, 9.239204324556777870e-01, 4.947130800223981106e-01, 1.517828404926394148e+00
1.983000000000000000e+03, 5.976681763334388275e-01, 1.782280744020833918e+00, 5.538523964842050340e-01, 4.351971541233397578e-01, 1.206518270211566435e+00, 8.535085087334773890e-01, 4.370061697015034108e-01, 1.006446486264030105e+00, 6.022827397690039275e-01, 5.974983444831812873e-01, 4.655473812029343739e-01, 9.525909987680265534e-01, 4.897638411682591064e-01, 1.674614034588173705e+00
1.984000000000000000e+03, 5.260723191027171231e-01, 1.793624229665113923e+00, 5.187397143461518478e-01, 4.202156608938299454e-01, 1.229764996822122924e+00, 8.206718083727353452e-01, 4.208682461496088822e-01, 1.039196477876394464e+00, 6.328785148106103042e-01, 6.982270477921370677e-01, 4.786730453309788191e-01, 9.669478443252818023e-01, 5.102338269131644344e-01, 1.535811738266356530e+00
1.985000000000000000e+03, 5.491486108481086204e-01, 1.819876250064863532e+00, 4.918065785999196082e-01, 4.711499724616100560e-01, 1.029196528405486699e+00, 8.548035783428614698e-01, 4.312934326612515856e-01, 1.066548548683451170e+00, 6.396517627663376171e-01, 6.572396363768008287e-01, 4.817105175223204139e-01, 8.898644071225616514e-01, 5.054741339899847530e-01, 1.446033153059951504e+00
1.986000000000000000e+03, 5.862046931194223598e-01, 1.742389247968320065e+00, 4.989777714906269979e-01, 4.597631423641747039e-01, 1.230757115178374050e+00, 8.383159077251035596e-01, 4.397381919813528883e-01, 1.057400046272846339e+00, 6.647654419020561090e-01, 6.019674688612162150e-01, 4.851427911148180616e-01, 9.022470414062209176e-01, 4.863891242166049622e-01, 1.479474940742746991e+00
1.987000000000000000e+03, 5.542007818193932511e-01, 1.905111392515627777e+00, 4.758975018250827249e-01, 4.322795489443131967e-01, 1.161222429217695362e+00, 8.552373623755916698e-01, 4.237969272816570765e-01, 1.048201937277021489e+00, 6.443719476832441284e-01, 5.789769664889544698e-01, 4.797636274564051617e-01, 9.663069790286303862e-01, 4.506258191350948072e-01, 1.610961339018883276e+00
1.988000000000000000e+03, 5.254600378895781798e-01, 1.893170114827547712e+00, 4.809456445108664102e-01, 4.778839413694352389e-01, 1.111633733744049612e+00, 8.792528560422940842e-01, 4.292928204876867437e-01, 1.057969816366921334e+00, 6.470432068404008419e-01, 7.121062904945175687e-01, 4.938261647496120510e-01, 8.786227542793010326e-01, 4.630072826115010920e-01, 1.556844550138434036e+00
1.989000000000000000e+03, 5.449101218555240100e-01, 1.934171902333892579e+00, 5.199283889125387859e-01, 4.774296040244320749e-01, 1.115885438076279490e+00, 8.113336936440060931e-01, 4.269201441376118678e-01, 1.041599806461177335e+00, 6.485411887685974541e-01, 6.773463282260375751e-01, 4.686559080460047100e-01, 8.908839918962446758e-01, 5.100690690190461396e-01, 1.489464034096631861e+00
1.990000000000000000e+03, 5.669033948566473136e-01, 1.883415469260255160e+00, 5.336009384017905699e-01, 4.896788515830489130e-01, 9.559797618084830972e-01, 8.447800542617310837e-01, 4.452625291463412904e-01, 1.062483752854545882e+00, 6.659328735239417041e-01, 5.510357433957522311e-01, 4.847397419454310130e-01, 9.296605647997348010e-01, 5.448231493906601219e-01, 1.648031749378765509e+00
