year, CMCC-CM2-SR5, CanESM5, NorESM2-LM, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-MM, EC-Earth3-Veg
1.863000000000000000e+03, 5.154434646512484619e-01, 1.323655107027922329e+00, 3.928627674099617328e-01, 4.243137830153229095e-01, 1.080110722185685157e+00, 5.736360862182402487e-01, 4.587726472430446734e-01, 7.947038950007947467e-01, 6.075788418030272364e-01, 4.135291322932884706e-01, 3.833253160848725805e-01, 8.778740998681043850e-01, 4.257091362325335915e-01, 1.347641405248938717e+00
1.864000000000000000e+03, 4.846990506029492662e-01, 1.188464604619992482e+00, 3.813975937227413460e-01, 4.059144439428161166e-01, 1.158375101047389721e+00, 5.634504394669824778e-01, 4.714130683653127152e-01, 8.058147211022731460e-01, 6.062144411858743087e-01, 4.571106988933994475e-01, 3.926628792374846633e-01, 9.316876882508697832e-01, 4.019692240601909217e-01, 1.452355075454061062e+00
1.865000000000000000e+03, 5.029654732850882271e-01, 1.150757370290335313e+00, 3.369474356280702243e-01, 3.949769896803562719e-01, 1.070382804637892038e+00, 5.759075953676925375e-01, 4.732703579354999301e-01, 8.203331341365990292e-01, 6.265636824565272711e-01, 4.665251894550507261e-01, 4.003737905413345954e-01, 8.474632060984562676e-01, 3.715268391518276592e-01, 1.462955443890922913e+00
1.866000000000000000e+03, 4.464644731767590247e-01, 1.289564694035341130e+00, 3.382460274689923496e-01, 4.191995070760938247e-01, 9.611275087294840480e-01, 6.414937582745963152e-01, 4.717583817374301769e-01, 8.135831260170073298e-01, 6.137648993248561169e-01, 5.041385350629137285e-01, 3.884401855990013974e-01, 8.453213184776460221e-01, 4.334037299202557758e-01, 1.369816773386552278e+00
1.867000000000000000e+03, 4.850484799457410734e-01, 1.266892677463377304e+00, 3.885910929001213376e-01, 4.118801794771791425e-01, 1.078028990094734851e+00, 6.295395973510548027e-01, 4.591774086983357872e-01, 8.164688116313809640e-01, 6.038136632204120779e-01, 4.959958873502102739e-01, 3.948964950760647796e-01, 8.336285529507067027e-01, 3.908695492979751274e-01, 1.389188605656012987e+00
1.868000000000000000e+03, 4.698688738886468430e-01, 1.234948120256382564e+00, 4.196614159613041850e-01, 3.997708369003938333e-01, 8.274762713893099031e-01, 6.526772754082051931e-01, 4.418395830943608327e-01, 8.539890373119727318e-01, 5.968295936225458398e-01, 4.870100103394235935e-01, 4.070712976426773544e-01, 7.895829197975499092e-01, 3.641308628076452836e-01, 1.492382376175421355e+00
1.869000000000000000e+03, 5.380803460629336454e-01, 1.251764314129498956e+00, 4.202946115131622751e-01, 4.027166847152218732e-01, 9.551694997454760472e-01, 5.861998459255856053e-01, 4.327421782999419375e-01, 8.420760845352481816e-01, 6.027759189958352692e-01, 5.028483756121233661e-01, 4.122195867221903898e-01, 8.180963770144398239e-01, 3.502992203513614067e-01, 1.334314273912011739e+00
1.870000000000000000e+03, 4.682057259643548353e-01, 1.246644955809972144e+00, 3.444307107827018766e-01, 4.336794590521683701e-01, 1.016326641767017591e+00, 6.393130925285988031e-01, 4.414794499068044886e-01, 8.257091853445340801e-01, 6.069644909292112311e-01, 4.989237220554953445e-01, 3.927323703816640310e-01, 7.202044233024351705e-01, 3.338167661752749482e-01, 1.321983907708791151e+00
1.871000000000000000e+03, 4.716700902318630706e-01, 1.182303660144783830e+00, 3.759613153647223260e-01, 3.721702767506402942e-01, 9.831368705380496564e-01, 6.048940017916785150e-01, 4.285171740639937554e-01, 8.485785779859940092e-01, 6.063765929762472418e-01, 4.498938135409325523e-01, 3.970307928762142335e-01, 7.763669887501754019e-01, 3.696962869017532127e-01, 1.485307558430178698e+00
1.872000000000000000e+03, 4.805320899375915555e-01, 1.219425746064626725e+00, 3.851693654170889047e-01, 3.911493587242941827e-01, 1.012897407380051185e+00, 6.096719497824433232e-01, 4.463220273865965426e-01, 8.303291696330886706e-01, 6.208090744058820665e-01, 4.814489914310922103e-01, 4.051544550081858098e-01, 8.746907703517922128e-01, 4.295975868036071565e-01, 1.389086123932771200e+00
1.873000000000000000e+03, 4.738585745379113034e-01, 1.319478063015003366e+00, 3.747018621874620425e-01, 3.917767760738452010e-01, 1.038153433618980603e+00, 6.020997323779176957e-01, 4.421750030895764683e-01, 8.317998587850637948e-01, 6.227497824463340548e-01, 5.098678538606837840e-01, 4.022148802209200014e-01, 8.486119056032711550e-01, 3.838948598413842728e-01, 1.388732672116170130e+00
1.874000000000000000e+03, 4.815592009848123634e-01, 1.256015493646775116e+00, 3.322416315257081809e-01, 4.089668747554346950e-01, 8.981563100547278466e-01, 5.747851056300902206e-01, 4.399164779055816377e-01, 8.491243197889389860e-01, 6.094548986306005389e-01, 4.787676376311497117e-01, 4.113494679865008496e-01, 7.743783678655767888e-01, 4.236868711972979207e-01, 1.458479417460075700e+00
1.875000000000000000e+03, 4.675050336294177544e-01, 1.214444672119185498e+00, 3.456329851830216571e-01, 3.962737457672409480e-01, 8.769479012178508226e-01, 5.587141023479547108e-01, 4.478840848285527421e-01, 8.296361859012156836e-01, 6.288196256026091779e-01, 4.849930823445180450e-01, 4.112255456116498675e-01, 7.751865143047822482e-01, 3.881051139205016209e-01, 1.466653198090336785e+00
1.876000000000000000e+03, 4.634488250751109262e-01, 1.301750373694718688e+00, 3.792103974381957898e-01, 3.843292234726727319e-01, 7.373038849103906722e-01, 5.583535645921098300e-01, 4.430274371986013260e-01, 8.270415444830719887e-01, 6.242287977297028556e-01, 4.496665576156003152e-01, 4.166216034304077165e-01, 7.536495742125474129e-01, 3.757379895725062036e-01, 1.389729379812977950e+00
1.877000000000000000e+03, 4.618149011238541490e-01, 1.204767547647212833e+00, 3.978335493990260985e-01, 3.903256457635467247e-01, 7.903749775559159030e-01, 6.026528893022410349e-01, 4.499827861029467857e-01, 8.173955706197466586e-01, 6.186631992890861964e-01, 4.826452061249358327e-01, 4.101562653766634980e-01, 8.228511819129210592e-01, 3.860925701235314866e-01, 1.353428830227765944e+00
1.878000000000000000e+03, 4.694163182700368253e-01, 1.303345646873291352e+00, 4.446463225600608693e-01, 4.190729427202888324e-01, 9.264634944316006981e-01, 6.124668952054453941e-01, 4.473724120768205470e-01, 8.326346263550650217e-01, 6.043159143733858318e-01, 5.334038642361621507e-01, 3.934005268053615834e-01, 8.892665698373498628e-01, 3.854116927931776626e-01, 1.332563940527938140e+00
1.879000000000000000e+03, 4.860911076337977033e-01, 1.264721375632790412e+00, 3.630019284877044616e-01, 4.257511960881160684e-01, 1.085371081368832646e+00, 5.986357279985575763e-01, 4.507944254871277256e-01, 8.196303767173063193e-01, 6.045502474971687912e-01, 5.131859281676494078e-01, 3.945862635574540755e-01, 8.259301574230721865e-01, 3.816726471179618940e-01, 1.228166423961456033e+00
1.880000000000000000e+03, 4.620597760151239353e-01, 1.294261122496920047e+00, 4.060108699581529978e-01, 3.888594510022542750e-01, 1.011525167887965759e+00, 6.373441487592673704e-01, 4.465272754975941338e-01, 7.894520159744531362e-01, 6.125656258606357873e-01, 4.950324317170280430e-01, 3.903094191528282964e-01, 8.064943029866902258e-01, 4.445957098905904958e-01, 1.549170131114161908e+00
1.881000000000000000e+03, 5.040637883642656858e-01, 1.308508090571418370e+00, 3.628454113051692853e-01, 4.235293199053853930e-01, 9.443758874449384999e-01, 6.243447638765072805e-01, 4.333555482986036766e-01, 7.613628103429587179e-01, 6.095656266310677251e-01, 5.023043888746239194e-01, 3.948591789296963528e-01, 7.535702052058078637e-01, 4.198587346553134814e-01, 1.592551586951634457e+00
1.882000000000000000e+03, 5.137656667706406166e-01, 1.285407463414116158e+00, 3.732352286445836387e-01, 3.813214593485857451e-01, 9.945372998664396835e-01, 6.563779205296331742e-01, 4.409769816209169191e-01, 7.819419322099633307e-01, 6.299640535261975538e-01, 5.173885950504342190e-01, 4.047470117534496259e-01, 8.306379128186476279e-01, 3.893170115744085114e-01, 1.476381434157829631e+00
1.883000000000000000e+03, 4.457682494405406093e-01, 1.339071022766870955e+00, 3.496679320018252213e-01, 4.028814586890589466e-01, 9.260072517156506811e-01, 6.064931513733097246e-01, 4.373595304162096187e-01, 7.892866808752257990e-01, 6.074606292618327519e-01, 5.423095933112846989e-01, 4.018218675157358977e-01, 8.533662165824447143e-01, 3.287475188060822173e-01, 1.545365844380170328e+00
1.884000000000000000e+03, 4.963804082558050945e-01, 1.359140513530844974e+00, 3.335726615144563589e-01, 3.998380211150005525e-01, 8.711062784487340060e-01, 6.051894583195033261e-01, 4.174640764973656659e-01, 7.849245073350102908e-01, 5.888892536480115902e-01, 5.044062241097254651e-01, 3.865321050618814036e-01, 8.284042742214290378e-01, 3.533458681459586415e-01, 1.565461781551084730e+00
1.885000000000000000e+03, 5.088174927740778397e-01, 1.291312416049980261e+00, 4.022402622371801795e-01, 4.057477690336888654e-01, 1.026437173601169484e+00, 6.125861779960469766e-01, 4.280143122882892337e-01, 8.148762001305703828e-01, 5.995929022275802156e-01, 5.129349786676117295e-01, 3.931573060742196701e-01, 8.129859305087087096e-01, 4.032291097499174914e-01, 1.433264390401962629e+00
1.886000000000000000e+03, 4.775205330428372585e-01, 1.299281711952525509e+00, 3.735124934822259823e-01, 3.992507087024013690e-01, 9.842281192915568466e-01, 5.932376010661238874e-01, 4.412509707433541761e-01, 8.104835402798075128e-01, 6.094797820627718687e-01, 5.176519222318750613e-01, 4.070693511567080036e-01, 8.833450423770551341e-01, 4.105500609239043919e-01, 1.233919868302062683e+00
1.887000000000000000e+03, 4.662505891713541462e-01, 1.276181518762105283e+00, 3.822151311177325872e-01, 4.100448724973022041e-01, 9.328797220500499865e-01, 5.874685657490087420e-01, 4.355390429966037869e-01, 8.221087689222080774e-01, 6.066044712067036881e-01, 5.303150142131047851e-01, 4.036036465818399477e-01, 9.244236844203691517e-01, 4.008498960407448908e-01, 1.279979891722910601e+00
1.888000000000000000e+03, 4.920475348625188428e-01, 1.375859679626445509e+00, 4.162210148955980404e-01, 3.929472633880139454e-01, 1.011238272976178187e+00, 5.901421695277725421e-01, 4.510757482923820616e-01, 8.594613729112724476e-01, 5.995770566893138254e-01, 4.683873039952359818e-01, 4.074437040865298565e-01, 8.778006067127387402e-01, 3.958319005669730384e-01, 1.429283625078025866e+00
1.889000000000000000e+03, 4.987841436286249430e-01, 1.313661870540200560e+00, 3.809588284644066514e-01, 4.043829898231837139e-01, 9.231620703507799064e-01, 5.900843210814470385e-01, 4.652241925434441594e-01, 8.472045944924075922e-01, 6.048910947542113226e-01, 4.504706284720190190e-01, 4.208902758802615662e-01, 9.108337852269361434e-01, 4.278641963405293014e-01, 1.506785647883606361e+00
1.890000000000000000e+03, 5.065460996175695785e-01, 1.367461110019310810e+00, 4.235970526409806869e-01, 4.055138732572699523e-01, 1.018568015280899797e+00, 6.148428718830649675e-01, 4.634612418256164879e-01, 8.507764649248077404e-01, 5.834837639687362465e-01, 4.526965766646230960e-01, 4.146048115237604414e-01, 7.995919530702533251e-01, 3.761609234571713367e-01, 1.417725986458197696e+00
1.891000000000000000e+03, 4.564490403449700806e-01, 1.238421387556680298e+00, 4.167947198476993353e-01, 3.901693530553795863e-01, 7.554217730553031140e-01, 6.409399004371338915e-01, 4.472028314781429370e-01, 8.576894496043953042e-01, 5.926248017679459634e-01, 5.193826466293645083e-01, 3.946180653859505671e-01, 9.249404648386994054e-01, 3.605887894436974883e-01, 1.307977484042154970e+00
1.892000000000000000e+03, 5.095286338505258250e-01, 1.332918846605686491e+00, 3.753387191745080620e-01, 4.374664424455834144e-01, 8.547670397756593763e-01, 6.133454085768155206e-01, 4.678392489842984059e-01, 8.710563388869028145e-01, 6.016795370905471119e-01, 4.502223794499392584e-01, 4.270876619741348912e-01, 9.271625126212292844e-01, 4.125551608416093696e-01, 1.440524355026116421e+00
1.893000000000000000e+03, 4.769909243715734215e-01, 1.308776539002642680e+00, 3.850130876346770648e-01, 4.212816308491587058e-01, 1.019104634385965991e+00, 6.674438071225083924e-01, 4.591908475457780470e-01, 8.491630389409767776e-01, 5.965869807027895932e-01, 4.582371299152278588e-01, 4.166113326342147927e-01, 7.747505739728608454e-01, 3.827553705568355613e-01, 1.437572209073523233e+00
1.894000000000000000e+03, 5.331763639597301152e-01, 1.323297349433214087e+00, 3.788709361377819440e-01, 3.908525010967555113e-01, 1.012146778723270302e+00, 6.522197860795565516e-01, 4.665339334930027615e-01, 8.497661801801711379e-01, 6.045751469322387939e-01, 4.798513592767993385e-01, 4.236491590429669607e-01, 8.074535351911579228e-01, 3.502082707995298749e-01, 1.425443654168562002e+00
1.895000000000000000e+03, 4.457113376754359702e-01, 1.419093939205296584e+00, 3.995248684065910716e-01, 3.934618900495854277e-01, 9.325213484479961679e-01, 5.910333492541577360e-01, 4.711920428705301811e-01, 8.564942640162096499e-01, 5.923221322825633628e-01, 4.812562009979156064e-01, 4.185134780830839230e-01, 8.214042453823632295e-01, 3.549771569922659520e-01, 1.506813862974898832e+00
1.896000000000000000e+03, 4.683225767835639264e-01, 1.345221838787294955e+00, 3.944518847216911817e-01, 4.111542971823051174e-01, 9.843323292444097206e-01, 6.204883293011055345e-01, 4.548394256065001473e-01, 8.135788957435675650e-01, 5.853574027668410062e-01, 5.002362805876842122e-01, 3.884934866524184516e-01, 7.821931920743124822e-01, 3.677310956458524904e-01, 1.410933432998779269e+00
1.897000000000000000e+03, 5.048492095014901482e-01, 1.351327809988590811e+00, 3.588984273477892617e-01, 4.005325094532931618e-01, 1.084355876267447893e+00, 6.769136521529693917e-01, 4.552327153179078767e-01, 8.195790626275630819e-01, 5.990728747244680186e-01, 4.863752040107207630e-01, 3.885160107639804572e-01, 8.494629514896070432e-01, 3.765527594100953612e-01, 1.444064173303682974e+00
1.898000000000000000e+03, 5.272657655191758108e-01, 1.321928998209689343e+00, 4.003929662859160854e-01, 4.000607516800126495e-01, 9.425364864125257425e-01, 6.494075018724506654e-01, 4.534209783121154191e-01, 8.517524809137971831e-01, 5.989073674803772063e-01, 5.423449091811758382e-01, 3.766183696939333636e-01, 8.507241095503226269e-01, 3.856345486599507266e-01, 1.602068515498230594e+00
1.899000000000000000e+03, 4.681708526933658354e-01, 1.282005134056474427e+00, 3.872698827681567701e-01, 3.797994475200547893e-01, 1.083789372902774106e+00, 6.228309775266743786e-01, 4.656271476216247707e-01, 8.255801170757871565e-01, 6.133355674447584782e-01, 5.123898052518234270e-01, 4.131464651216806838e-01, 8.813761514994706836e-01, 3.732736219181965187e-01, 1.602552860993885275e+00
1.900000000000000000e+03, 4.752545368218150101e-01, 1.342118588854732009e+00, 3.726036033226355348e-01, 4.351042614636038697e-01, 8.393911829303393191e-01, 6.593497393592681055e-01, 4.470180100117123745e-01, 8.489933628624174444e-01, 5.780944273818806600e-01, 4.750702529814418429e-01, 4.040785558798942190e-01, 9.064110634441957526e-01, 4.131398364300467030e-01, 1.395991974777869737e+00
1.901000000000000000e+03, 5.200138412948620559e-01, 1.318482280452711208e+00, 3.888404267688187477e-01, 4.090504240953574122e-01, 9.866828944034773397e-01, 6.549753561490193610e-01, 4.353070150079654810e-01, 8.714279451240424246e-01, 6.041706244047675423e-01, 5.020525988595336830e-01, 3.998995007967006132e-01, 8.202764204928416625e-01, 4.101899456073370698e-01, 1.319719253801731940e+00
1.902000000000000000e+03, 5.153164379353887270e-01, 1.386961232075016204e+00, 3.946600694695900913e-01, 3.841064722787271291e-01, 8.960648015956357293e-01, 6.352877209693288396e-01, 4.346055380182789474e-01, 8.657146664657708879e-01, 6.219507662357701694e-01, 4.764557156218462430e-01, 4.046172327491169840e-01, 8.209765891800330229e-01, 3.854361251378942144e-01, 1.407026160233654233e+00
1.903000000000000000e+03, 4.714658982536950593e-01, 1.365677099876337897e+00, 4.095995835610491964e-01, 3.988053196062220640e-01, 9.514120755996191559e-01, 6.681668747027746935e-01, 4.391874753149233590e-01, 8.453421432517096434e-01, 5.542736823742592245e-01, 5.381753376148911139e-01, 3.843610696610001431e-01, 8.430378977664988449e-01, 4.061261745525354128e-01, 1.440621177327975122e+00
1.904000000000000000e+03, 4.517363652434159271e-01, 1.345708404807242520e+00, 4.138795522402781701e-01, 4.099628581065865585e-01, 9.465074726693311069e-01, 6.171263608585654259e-01, 4.443607290588363901e-01, 8.386845339172673830e-01, 5.887984502787110275e-01, 5.180956836302078594e-01, 3.791490189355268825e-01, 8.015177042302444876e-01, 3.957913856460374968e-01, 1.376790705941919102e+00
1.905000000000000000e+03, 4.651156524492406352e-01, 1.369213157052063590e+00, 3.871266534535184878e-01, 3.901383648150846262e-01, 1.030321961355707083e+00, 6.266114198520000844e-01, 4.337792068502352438e-01, 8.733897224028877027e-01, 5.860062618870178763e-01, 4.539937320885345517e-01, 3.955748684873606758e-01, 8.169874061161889189e-01, 3.376841814870176206e-01, 1.413478732383441017e+00
1.906000000000000000e+03, 4.807707611159857120e-01, 1.360357040201763956e+00, 3.762517876005321837e-01, 4.391963538128991762e-01, 1.009133736137782344e+00, 6.497915182960597447e-01, 4.198286056054960080e-01, 8.618741953534029276e-01, 5.966408749374839671e-01, 5.307593831598822476e-01, 3.901856647708693004e-01, 7.679412713553730452e-01, 3.619459224962633948e-01, 1.400480637009592133e+00
1.907000000000000000e+03, 4.914144407638367240e-01, 1.357712945542247418e+00, 3.753747739010773188e-01, 4.061168506322667682e-01, 9.663371583547123445e-01, 6.441527216693099245e-01, 4.217175528520091810e-01, 8.578035079560323295e-01, 6.006035650017249594e-01, 4.844281186078379098e-01, 4.064818793224500015e-01, 8.198311569679470612e-01, 3.859645192863676577e-01, 1.377561050853264302e+00
1.908000000000000000e+03, 4.635111010079458471e-01, 1.300597868408641888e+00, 3.943162117855284476e-01, 4.038915434554897210e-01, 9.474484705156744901e-01, 6.454150005302341508e-01, 4.222697590577796922e-01, 8.859005326313522666e-01, 5.937748000401589232e-01, 4.323273088305785716e-01, 4.014149393581080694e-01, 8.655968612537671136e-01, 4.111305049955034652e-01, 1.549613586675875121e+00
1.909000000000000000e+03, 5.232767355979884849e-01, 1.400440376365798878e+00, 4.235822828492615266e-01, 3.825967804281673601e-01, 1.012232330243169276e+00, 6.619042452220990080e-01, 4.367411755715114863e-01, 8.744713472494983764e-01, 5.804536282093566424e-01, 4.948641653851855726e-01, 3.990965917471879232e-01, 8.498360004877617557e-01, 3.652249372572508590e-01, 1.544476135684998752e+00
1.910000000000000000e+03, 4.980482969493811862e-01, 1.371847007522274398e+00, 3.846393741802207611e-01, 4.151196592745108327e-01, 9.332821306694424335e-01, 6.291292654857396638e-01, 4.346908217216041703e-01, 9.070954315097089493e-01, 6.005400199853121457e-01, 4.909219544022884740e-01, 4.031837474089375317e-01, 8.245903388393246436e-01, 4.047788091796284959e-01, 1.372042222178917248e+00
1.911000000000000000e+03, 4.972201651120652377e-01, 1.437292615647787208e+00, 3.966837124144643734e-01, 4.173390852644587312e-01, 9.025900457757392026e-01, 6.479941031598357437e-01, 4.416199304124603930e-01, 8.821109098653031610e-01, 5.933989954281201351e-01, 5.144138554529075202e-01, 4.230873557708556554e-01, 8.344949043675096156e-01, 4.219835885205043824e-01, 1.347236073114329580e+00
1.912000000000000000e+03, 4.691806221121299636e-01, 1.385809050306078039e+00, 4.102266499589611870e-01, 4.362659273735994270e-01, 9.242327041646637431e-01, 6.298965385441758214e-01, 4.420412866494188298e-01, 8.957306831586061557e-01, 5.803710169928050222e-01, 4.947834180567128315e-01, 4.031573547372283572e-01, 8.554149404538156087e-01, 4.289593897301225423e-01, 1.539726745296930099e+00
1.913000000000000000e+03, 4.726455419599146501e-01, 1.300379055515647142e+00, 4.078443310009661760e-01, 4.106641462487035099e-01, 9.681635430192022662e-01, 5.907842282384493382e-01, 4.370759702763885590e-01, 9.145655944447543817e-01, 5.813310409947428647e-01, 4.709835494787322774e-01, 4.155451844218477353e-01, 8.817785715501974542e-01, 4.280057147195720502e-01, 1.457337969347310080e+00
1.914000000000000000e+03, 4.823117651032529651e-01, 1.377763713731564366e+00, 3.281540105709374044e-01, 3.754557457031199030e-01, 1.012163398267297065e+00, 6.457910779784646893e-01, 4.493411103622510505e-01, 9.084587876045755461e-01, 5.673051543427851673e-01, 4.748249365453571791e-01, 4.049472125580857451e-01, 8.076326606286904353e-01, 4.264286685264594423e-01, 1.471797497164277324e+00
1.915000000000000000e+03, 5.302612533931005956e-01, 1.438650255421680901e+00, 3.798220696507019767e-01, 3.991690974359183297e-01, 1.060662265706272755e+00, 6.253003940671911787e-01, 4.370336281009570278e-01, 9.194093135896084235e-01, 6.024359217879731165e-01, 4.793532753276578129e-01, 4.053620763542878369e-01, 8.626695028424958833e-01, 3.761536399234642891e-01, 1.515136825581165470e+00
1.916000000000000000e+03, 4.898668799449517608e-01, 1.419042966974405795e+00, 3.788503132817622743e-01, 4.179469618550876175e-01, 1.080532621269209015e+00, 6.245882718968580605e-01, 4.367806549071433508e-01, 9.098161890801935714e-01, 6.018871780852407261e-01, 4.916424882699812482e-01, 4.071918191674370746e-01, 8.631050441271964635e-01, 4.050013647375029779e-01, 1.439258339155609301e+00
1.917000000000000000e+03, 5.125470060993555510e-01, 1.519701593676225482e+00, 3.712490776001511894e-01, 4.112552491629358764e-01, 9.849853473245080426e-01, 6.195862242513006102e-01, 4.372874239837120647e-01, 9.195655953851082920e-01, 6.068205704360603026e-01, 4.947673257027231375e-01, 4.154633059803387596e-01, 7.693168334269180342e-01, 4.258591954440633098e-01, 1.275794821932844103e+00
1.918000000000000000e+03, 4.791879352250685287e-01, 1.445500926727999458e+00, 4.039315909673883986e-01, 4.046214726906544046e-01, 8.580847543018319534e-01, 6.007836216886293101e-01, 4.331598689093023591e-01, 8.981169702006999156e-01, 5.788044924319286633e-01, 4.725399384422799276e-01, 4.146068401067089515e-01, 8.572204675848507094e-01, 4.297527911917845556e-01, 1.359790724327309297e+00
1.919000000000000000e+03, 5.156925396141709417e-01, 1.388444901325089464e+00, 4.333502965850983268e-01, 4.221617178290860140e-01, 1.021836602018307394e+00, 6.066627795426753345e-01, 4.414793544753087828e-01, 8.888001079197342946e-01, 5.864768469431163034e-01, 4.419763953898362407e-01, 4.173903170025297094e-01, 8.806369452301028300e-01, 4.310289123168977166e-01, 1.570276058333691882e+00
