year, MPI-ESM1-2-LR, UKESM1-0-LL, IPSL-CM6A-LR, EC-Earth3-Veg, NorESM2-LM, CESM2-WACCM, TaiESM1, NorESM2-MM
1.871000000000000000e+03, 6.403363682526803152e-11, 5.923436681665478962e-11, 1.553197835218246895e-10, 1.276902118818423614e-10, 5.784982463031842461e-12, 1.306433318260864895e-11, 1.183531718651885483e-12, 4.472621394954050013e-12
1.872000000000000000e+03, 6.579021397538105693e-11, 6.644220804386807656e-11, 1.792189310060674079e-10, 1.392980888737056005e-10, 5.895148855540147691e-12, 1.072336036069191270e-11, 1.250562706447495856e-12, 4.399321400817546745e-12
1.873000000000000000e+03, 7.218370458399962823e-11, 8.098753187697950845e-11, 1.966973521157029477e-10, 1.478714803833148015e-10, 5.931229384449581671e-12, 1.750419039992567631e-11, 1.248059289594550182e-12, 4.394336525074675313e-12
1.874000000000000000e+03, 7.231567847764000127e-11, 6.715783726725390287e-11, 1.851343417000827377e-10, 1.441976728077389768e-10, 5.900913511749120088e-12, 1.375706577153989830e-11, 1.246620385841817321e-12, 4.327196885843396138e-12
1.875000000000000000e+03, 6.960321303023290608e-11, 6.482620586220140792e-11, 1.916526222486477844e-10, 1.399718705273984317e-10, 5.594976126129006459e-12, 1.058813072477581795e-11, 1.247846783445304972e-12, 4.313407505922638294e-12
1.876000000000000000e+03, 7.128947000643870721e-11, 6.245858667983986207e-11, 2.044241251668748481e-10, 1.347842350676156246e-10, 5.513182709942672274e-12, 1.078042343351126702e-11, 1.247403782100586914e-12, 4.270534083204032962e-12
1.877000000000000000e+03, 6.487906523760356904e-11, 7.211571743234958146e-11, 1.889491069359534076e-10, 1.285419152130823752e-10, 5.514546061925194205e-12, 9.908970133017267551e-12, 1.246468593884378717e-12, 4.205436848021614297e-12
1.878000000000000000e+03, 6.347073331474900028e-11, 8.843795999181064590e-11, 1.874916435584527557e-10, 1.528603256740823311e-10, 5.516766123214429586e-12, 1.062571089283615917e-11, 1.244054995696919205e-12, 4.078572291859769888e-12
1.879000000000000000e+03, 6.795466614602316348e-11, 7.464599108494767616e-11, 1.753579943289020506e-10, 1.770795545693423525e-10, 5.492668945805885374e-12, 2.192025832006956409e-11, 1.238126498740600448e-12, 4.056945559803232732e-12
1.880000000000000000e+03, 7.669159673437619465e-11, 7.626474494396302027e-11, 1.787708376477390867e-10, 1.597495577049981395e-10, 5.543754614838757779e-12, 1.468431956062025783e-11, 1.233686219261238417e-12, 4.044702644884282354e-12
1.881000000000000000e+03, 8.224210086651651684e-11, 6.147531989692121454e-11, 2.055914735233642837e-10, 1.671523230137433370e-10, 5.491752470965011877e-12, 1.419823654409186724e-11, 1.200448054774592402e-12, 3.924970875364769370e-12
1.882000000000000000e+03, 7.914348016807771404e-11, 6.567614939100578718e-11, 1.943658478431070286e-10, 1.740600018351195674e-10, 5.543386356400053297e-12, 1.362224277000022988e-11, 1.248265276744678998e-12, 3.813305604820525397e-12
1.883000000000000000e+03, 7.472939050027473099e-11, 8.242520883413813813e-11, 1.799432980982604539e-10, 1.654171328196439191e-10, 5.062510583794845929e-12, 1.615902446776778754e-11, 1.243711047148475743e-12, 3.772740926502946850e-12
1.884000000000000000e+03, 7.001987720146540328e-11, 7.710846836762836467e-11, 1.966105310554860183e-10, 1.494775095991839288e-10, 2.857874058303810235e-12, 1.572964612016079825e-11, 1.236063660235611026e-12, 3.698894046334162232e-12
1.885000000000000000e+03, 7.241871870477838398e-11, 6.591153184970976201e-11, 1.989738868620579785e-10, 1.441056046720780205e-10, 2.694651085381492158e-12, 1.380705090566630103e-11, 1.230224264612633844e-12, 3.698280876874213119e-12
1.886000000000000000e+03, 8.118596159721671945e-11, 8.018973075582388574e-11, 2.215649826286097305e-10, 1.684146463245162894e-10, 2.656693341225710710e-12, 1.311781315820228582e-11, 1.224400507968139559e-12, 3.644436562418779390e-12
1.887000000000000000e+03, 8.731103471976528656e-11, 8.725327720978256182e-11, 2.117097202161218520e-10, 1.711838854849355234e-10, 2.662644139273206659e-12, 1.253355957345897213e-11, 1.213477368019885166e-12, 3.654811101872869469e-12
1.888000000000000000e+03, 8.984905170252607762e-11, 8.348078824880329580e-11, 1.940482025432919685e-10, 1.694564117082796339e-10, 2.671942572191823092e-12, 1.216546370596052966e-11, 1.207297693483290997e-12, 3.653485358129572012e-12
1.889000000000000000e+03, 9.178390335741408266e-11, 8.592858220051352066e-11, 2.303982900479359006e-10, 1.667925056678892191e-10, 2.564827131718690963e-12, 1.179288633590632644e-11, 1.203152468718400518e-12, 3.657269130012652035e-12
1.890000000000000000e+03, 8.671158906321838652e-11, 8.092034346223716102e-11, 2.058263804017742696e-10, 1.684315108318995611e-10, 2.517773148981049886e-12, 9.763900907718050854e-12, 1.196301530119826862e-12, 3.604452844449876264e-12
1.891000000000000000e+03, 8.889980808121134236e-11, 8.947898391029525379e-11, 2.045225575853049667e-10, 1.802092791191891471e-10, 2.558712889016868056e-12, 1.640027802272641102e-11, 1.208423771262694163e-12, 3.656727413105278943e-12
1.892000000000000000e+03, 7.919839565421876792e-11, 9.879240648547099128e-11, 2.174189443132964099e-10, 1.781999597210063698e-10, 2.696893001710447895e-12, 1.508848067835113396e-11, 1.198161720314597385e-12, 3.701842513910099943e-12
1.893000000000000000e+03, 7.273743575140616208e-11, 6.956740015431496050e-11, 2.119676283724324034e-10, 1.844416579848423022e-10, 2.703388238112582221e-12, 1.428092172860789636e-11, 1.187490357346157317e-12, 3.707859389729379347e-12
1.894000000000000000e+03, 7.886029236888600231e-11, 7.940180577583050033e-11, 1.986942781707200378e-10, 1.793866909365057937e-10, 2.703289909877970578e-12, 1.638260932102498904e-11, 1.177628234881090538e-12, 3.659015980113283995e-12
1.895000000000000000e+03, 8.433355520557760620e-11, 7.990131349851611770e-11, 2.142547605862785972e-10, 1.786545308650639232e-10, 2.711202924452324515e-12, 1.698225139184392793e-11, 1.169833673767460473e-12, 3.605667499684884671e-12
1.896000000000000000e+03, 8.620334943641407857e-11, 7.097372219100347852e-11, 1.750834139830641726e-10, 2.107570345779163635e-10, 2.703635911728996626e-12, 1.569542311154055486e-11, 1.163987703030546473e-12, 3.585354880153880328e-12
1.897000000000000000e+03, 8.778892231705631198e-11, 8.675880450539763543e-11, 1.689923354369766538e-10, 2.136657035539745450e-10, 2.582334679590069079e-12, 1.663803193397946948e-11, 1.153521226956018623e-12, 3.533218266326455089e-12
1.898000000000000000e+03, 9.241526345619350850e-11, 8.279089068013868874e-11, 2.076754395316543227e-10, 1.865462820965002900e-10, 2.428088685856710046e-12, 1.629751418667334252e-11, 1.148998789002097144e-12, 3.496581789779958016e-12
1.899000000000000000e+03, 8.990048374871472045e-11, 8.754498358309378223e-11, 2.054525488955041247e-10, 1.783061272867322554e-10, 2.407232719798473830e-12, 1.694957044803637289e-11, 1.148208251713840490e-12, 3.286732074862511977e-12
1.900000000000000000e+03, 8.678002240116621783e-11, 9.335934753319526467e-11, 2.241471488282451724e-10, 2.013915036003632526e-10, 2.394397248213636020e-12, 1.410809080303024529e-11, 1.147628785689085085e-12, 3.223235676453464413e-12
1.901000000000000000e+03, 8.246052335292850252e-11, 8.830870093580064798e-11, 2.114376994904986308e-10, 2.054325904739084110e-10, 2.221681327145117868e-12, 1.409511189106648411e-11, 1.072418623539718452e-12, 2.987562689043450140e-12
1.902000000000000000e+03, 8.481064763981406539e-11, 7.561896499023028286e-11, 1.934908053553321970e-10, 2.020138893203116542e-10, 1.047582662989951019e-12, 1.227544955846438604e-11, 5.864297553676667939e-13, 1.758837113354139062e-12
1.903000000000000000e+03, 8.644560657900030086e-11, 1.006105929477345819e-10, 1.875405536172036401e-10, 2.121902833956094756e-10, 1.039512373876050206e-12, 1.203613010816268451e-11, 5.845433504104071619e-13, 1.744675289291899489e-12
1.904000000000000000e+03, 9.405225335953798493e-11, 7.869145370349708457e-11, 2.024372825862741553e-10, 1.922666569090868032e-10, 1.031824165552113616e-12, 1.921331447755543436e-11, 5.827249723457880557e-13, 1.733809278469059220e-12
1.905000000000000000e+03, 9.359776634617112640e-11, 9.193547303371999056e-11, 2.185485237924909756e-10, 2.005391443400711752e-10, 1.039496159491769860e-12, 1.614823920215865888e-11, 5.856992015728091745e-13, 1.753336723100427390e-12
1.906000000000000000e+03, 9.384802921840496640e-11, 7.222434318007081205e-11, 2.293843543799006164e-10, 2.017167952648694300e-10, 1.045217090312594017e-12, 1.559286187398330429e-11, 5.832512500532898168e-13, 1.744932505200080359e-12
1.907000000000000000e+03, 9.348168085580161465e-11, 8.018444198930695213e-11, 2.122772111538935038e-10, 2.362647123342095565e-10, 1.064728424579199881e-12, 2.292547476633702588e-11, 5.805402697172034705e-13, 1.726218110289577726e-12
1.908000000000000000e+03, 1.014901121086946247e-10, 8.890362376565903077e-11, 2.127583189653134633e-10, 2.108988796063307778e-10, 1.060103462876718242e-12, 1.782341268220304618e-11, 5.802468081950171145e-13, 1.720520147964798146e-12
1.909000000000000000e+03, 1.012829271634448027e-10, 8.459393148306803944e-11, 2.016164746820860675e-10, 2.252515808418620394e-10, 1.054142420694613947e-12, 1.492246233686106957e-11, 5.745616098811799558e-13, 1.708831937908334001e-12
1.910000000000000000e+03, 1.018460469138578780e-10, 8.456498824331415652e-11, 2.162970640394010718e-10, 2.167597525356801439e-10, 1.050533398937322230e-12, 1.680522481663460626e-11, 5.657242656273342966e-13, 1.633212365667583158e-12
1.911000000000000000e+03, 9.059285942603727746e-11, 7.723729186466025954e-11, 2.590593410962100839e-10, 2.321016215082741333e-10, 1.123837878994856622e-12, 2.012596530897222437e-11, 5.814222859620096860e-13, 1.672720499679561874e-12
1.912000000000000000e+03, 8.685368191573318066e-11, 8.965147813134220189e-11, 2.460709943307769658e-10, 2.344089090635896955e-10, 1.230037583609470997e-12, 2.074112879581557097e-11, 6.575373526978869568e-13, 1.761420744197165444e-12
1.913000000000000000e+03, 8.831507570361596441e-11, 1.031922076534684532e-10, 2.616299642845517438e-10, 2.500353586901965230e-10, 1.097023176687283377e-12, 2.077370915613189660e-11, 6.406252996138074066e-13, 1.728257293191336635e-12
1.914000000000000000e+03, 1.013427513045350864e-10, 9.536689034564038252e-11, 2.254961266913586122e-10, 2.325847411019321257e-10, 1.030170578543377970e-12, 2.071046522511767449e-11, 6.175126224180917926e-13, 1.586176745922045982e-12
1.915000000000000000e+03, 1.027818739186638494e-10, 9.217110416512058623e-11, 2.226807102678494671e-10, 2.156005650049342555e-10, 9.796895653788169239e-13, 2.079425929001153550e-11, 5.954021538668288397e-13, 1.545890671534438143e-12
1.916000000000000000e+03, 1.069573918206604239e-10, 9.002485373650270188e-11, 2.521551628234458118e-10, 2.317035834396725185e-10, 9.467547749464104796e-13, 2.145343851730866249e-11, 5.681123802874630245e-13, 1.515279507081838854e-12
1.917000000000000000e+03, 1.004846510746443662e-10, 7.389516819636789580e-11, 2.257371582587605923e-10, 2.576145641925973483e-10, 9.206377377673490851e-13, 2.076205022461407309e-11, 5.505662066825803989e-13, 1.466319143428513778e-12
1.918000000000000000e+03, 9.648369983972826588e-11, 8.537077134161235559e-11, 2.574295412380228464e-10, 2.774655963603104042e-10, 8.756573619840782218e-13, 2.410593172679546766e-11, 5.383485012871965980e-13, 1.404660006026046704e-12
1.919000000000000000e+03, 9.364493626754641736e-11, 9.036945858159844773e-11, 2.417887626400680627e-10, 2.533327088505571294e-10, 8.519057026084355984e-13, 2.370086962037929473e-11, 5.266446302827717253e-13, 1.379798487504926301e-12
1.920000000000000000e+03, 1.097860840714630712e-10, 8.447184606298652026e-11, 2.658049469862149787e-10, 2.652976224207822683e-10, 7.764726463969030714e-13, 2.110711471490037960e-11, 5.136243800387546341e-13, 1.281015835316493143e-12
1.921000000000000000e+03, 1.179157250336491637e-10, 1.002154762724745636e-10, 2.806947097635475078e-10, 2.709058387722932365e-10, 6.722685492399870117e-13, 3.027126860803594143e-11, 4.571256234720287724e-13, 1.188059744663994734e-12
1.922000000000000000e+03, 1.125146822372497034e-10, 8.506699555656984564e-11, 2.587920767068676854e-10, 2.747558229909988942e-10, 7.915234263522661230e-13, 2.820865564519336312e-11, 4.897551291093978798e-13, 1.307972495058342805e-12
1.923000000000000000e+03, 1.160398942686566801e-10, 8.251200358584969375e-11, 2.461249456561651346e-10, 2.606232417319934020e-10, 7.916080142972503754e-13, 2.417608975142079952e-11, 4.894570411204639452e-13, 1.263899043649924424e-12
1.924000000000000000e+03, 1.129220552509516568e-10, 9.434586591988035282e-11, 2.519228955207167274e-10, 2.643372573401862486e-10, 6.394664878515665959e-13, 2.422377667500046660e-11, 3.832259222110949256e-13, 1.136611833720569363e-12
1.925000000000000000e+03, 1.072921772894706873e-10, 1.083756226460964407e-10, 2.676475957690971166e-10, 2.731273459460328990e-10, 6.386960357370537797e-13, 2.405520869102243322e-11, 3.817337728854822879e-13, 1.135014224327409713e-12
1.926000000000000000e+03, 1.043394242457750463e-10, 9.373352791340479136e-11, 2.984110672990112468e-10, 2.991430250290980380e-10, 5.080149586707183210e-13, 2.419607858673046477e-11, 3.468316286006898691e-13, 1.027903360499774906e-12
1.927000000000000000e+03, 1.098849378770488756e-10, 9.507550408193760224e-11, 2.635498712220885533e-10, 2.939135965912689128e-10, 5.076017595737292170e-13, 2.676897750070002045e-11, 3.470898272194156406e-13, 1.035780984431952191e-12
1.928000000000000000e+03, 1.044951566133769355e-10, 1.101947026346813858e-10, 2.702011282153222865e-10, 2.934981869383262292e-10, 5.074939000227962586e-13, 2.634182373589686528e-11, 3.477664467727450577e-13, 1.041199663430195349e-12
1.929000000000000000e+03, 1.024217458347664915e-10, 8.965750346519236948e-11, 2.788503278912454020e-10, 2.994404429794605166e-10, 5.065445543594259866e-13, 2.606803199677768712e-11, 3.481113180162922829e-13, 1.050067660339583420e-12
1.930000000000000000e+03, 9.979108204357472727e-11, 1.097624882426482297e-10, 2.970351791599501880e-10, 2.910026392121774703e-10, 4.042621887059175412e-13, 2.708164231274133421e-11, 3.255459121852680000e-13, 9.675382567622866638e-13
1.931000000000000000e+03, 1.034834215863530695e-10, 9.716507292910670997e-11, 2.717308576324885321e-10, 3.127040067273638643e-10, 4.019940677579447953e-13, 2.928465723128564587e-11, 3.229009564407693508e-13, 9.572508709675628589e-13
1.932000000000000000e+03, 1.104114525336556445e-10, 8.927608111746717599e-11, 2.766421313614148645e-10, 2.905201784628871509e-10, 4.002888316913759671e-13, 2.876836878125437464e-11, 3.212156626608054850e-13, 9.491052276728885972e-13
1.933000000000000000e+03, 1.226276935734653196e-10, 9.333266303202047976e-11, 3.009190498596226298e-10, 3.188727671768023153e-10, 3.937970242184298835e-13, 2.780123011779854170e-11, 3.187379046105178436e-13, 9.409940072062322007e-13
1.934000000000000000e+03, 1.295562725278627581e-10, 8.748643532559151440e-11, 3.388929801766417252e-10, 3.037991004156647697e-10, 3.913318430905224954e-13, 3.377485224840816655e-11, 3.173173056272527187e-13, 9.319180685604074443e-13
1.935000000000000000e+03, 1.353652247862814452e-10, 7.799711903887761783e-11, 3.131008345095435545e-10, 3.233534357297061911e-10, 3.333471942988099350e-13, 3.167879197070638220e-11, 2.712902807291478942e-13, 7.765263559461423318e-13
1.936000000000000000e+03, 1.308556448183323071e-10, 1.095093824184868895e-10, 3.053931306448250297e-10, 3.279210277813433248e-10, 3.317428266026754354e-13, 3.565527158540596876e-11, 2.688517683839300402e-13, 7.657054898930324983e-13
1.937000000000000000e+03, 1.325185945311523437e-10, 8.659963871508061894e-11, 3.343416632485269218e-10, 3.503577528761104787e-10, 3.311556755871082539e-13, 3.287299307696845259e-11, 2.678224125180451420e-13, 7.529973265114734414e-13
1.938000000000000000e+03, 1.383261649536275101e-10, 7.150392924720061099e-11, 3.327708571560695447e-10, 3.706102472111132111e-10, 3.299018022043845498e-13, 3.405962715248631379e-11, 2.682368730204882726e-13, 7.539736701436351125e-13
1.939000000000000000e+03, 1.338747399509809359e-10, 7.696419498560983282e-11, 3.813990958568063935e-10, 3.738911327486863374e-10, 3.259762005732434023e-13, 3.239940978631680523e-11, 2.636001478566383576e-13, 7.400667423898396501e-13
1.940000000000000000e+03, 1.505682102083281683e-10, 1.037031842522030300e-10, 3.200312290938012321e-10, 3.425621138303083658e-10, 3.228543871283285666e-13, 3.576977006589741394e-11, 2.607141564023325829e-13, 7.141777401575003789e-13
1.941000000000000000e+03, 1.476303911236078587e-10, 1.218770717799486698e-10, 3.517915407353352511e-10, 3.605131020260884734e-10, 2.595994368118711070e-13, 3.310542515679184415e-11, 2.288316270194252255e-13, 6.674380352496490947e-13
1.942000000000000000e+03, 1.441931649111866322e-10, 1.137023924258451455e-10, 3.589418448918990766e-10, 3.260999078992187590e-10, 2.828319439068301208e-13, 4.186354819867453137e-11, 2.288263206295437195e-13, 6.679671203241606354e-13
1.943000000000000000e+03, 1.491361155405345108e-10, 1.047382218278387694e-10, 3.546258087222543589e-10, 3.839525933996596998e-10, 2.820458546432465187e-13, 3.365204522862473962e-11, 2.298677873152460942e-13, 6.707505967053215332e-13
1.944000000000000000e+03, 1.443831525235142930e-10, 1.560286564824937302e-10, 3.604142415316260957e-10, 3.902961926782729137e-10, 2.795239670648995774e-13, 3.683347761188791797e-11, 2.325406586581082647e-13, 6.769077765442689770e-13
1.945000000000000000e+03, 1.416427561427954939e-10, 1.396515436311298080e-10, 3.796543947148655820e-10, 3.608230161200409000e-10, 2.781699782350452659e-13, 3.204968750405676423e-11, 2.347530453565288140e-13, 6.590012466469049783e-13
1.946000000000000000e+03, 1.410639978313146567e-10, 1.181621271552562197e-10, 3.380976616786587451e-10, 3.566308742206468233e-10, 2.736176529458178640e-13, 3.020818076271026005e-11, 2.278027967175822360e-13, 6.626859015229962525e-13
1.947000000000000000e+03, 1.457802233666269387e-10, 1.066916850537422658e-10, 3.676748398107653590e-10, 3.778075743434957649e-10, 2.715645526707469398e-13, 3.027680617062955238e-11, 2.337023496456547858e-13, 6.603844408568459403e-13
1.948000000000000000e+03, 1.405269834673476902e-10, 1.113832714336361645e-10, 3.511330150088463821e-10, 3.563448477965325309e-10, 2.692617245124644644e-13, 3.212917776254463518e-11, 2.417962255095823661e-13, 6.655297516083604608e-13
1.949000000000000000e+03, 1.460163740281041504e-10, 1.186713115341513148e-10, 3.511782047971199317e-10, 3.795011374969266448e-10, 2.676632157679174439e-13, 3.677342039756863473e-11, 2.532020425668985645e-13, 6.671386172742280315e-13
1.950000000000000000e+03, 1.406569393547802261e-10, 1.051202295246102788e-10, 3.106433180892137446e-10, 4.436885584120420337e-10, 2.908901183153356251e-13, 3.857443240965287001e-11, 3.095051300157916238e-13, 8.708511418476632387e-13
1.951000000000000000e+03, 1.482651842100696066e-10, 9.547137933214157517e-11, 3.399870520251132661e-10, 4.090908563123298114e-10, 2.337688941945625152e-13, 3.634050880027462752e-11, 3.117113846317382355e-13, 6.506690173312518951e-13
1.952000000000000000e+03, 1.707738085834372367e-10, 1.185462237025933225e-10, 3.377486725929002180e-10, 4.167304135602076734e-10, 2.198528323008539922e-13, 4.965596216094938009e-11, 3.372424459050074259e-13, 6.599297072891631415e-13
1.953000000000000000e+03, 1.592016713853032289e-10, 1.303079425454209511e-10, 3.531152314685893492e-10, 4.115834595396747089e-10, 2.191661235154849442e-13, 4.285197747933237572e-11, 3.272362609009019930e-13, 6.689649829968662677e-13
1.954000000000000000e+03, 1.362483443701604759e-10, 1.588837489515425812e-10, 3.594722654890754059e-10, 4.278781581507279300e-10, 2.193899763505429690e-13, 4.597426824807659581e-11, 3.186125852146109601e-13, 6.326444578757891283e-13
1.955000000000000000e+03, 1.261015392392344102e-10, 1.688450929176567759e-10, 3.683736462195016697e-10, 4.302445698798523200e-10, 2.177830696019439650e-13, 3.910742226629595352e-11, 3.121310293789983786e-13, 6.384315080446563864e-13
1.956000000000000000e+03, 1.241577716279944097e-10, 1.048956617059997033e-10, 3.758761542890782611e-10, 4.445031250475526787e-10, 2.155571324852040118e-13, 3.767149060915980895e-11, 3.051090137340904003e-13, 6.300959259121949092e-13
1.957000000000000000e+03, 1.322419056654957879e-10, 1.215559347736324133e-10, 3.888503781491388083e-10, 4.688572826567741087e-10, 2.088133708559969138e-13, 3.652316717856775655e-11, 2.981613855179159726e-13, 6.230102237699744689e-13
1.958000000000000000e+03, 1.426054177434975642e-10, 1.320324447158734807e-10, 4.147088136847641655e-10, 5.219673139369255092e-10, 2.073994669321033665e-13, 3.572412708460249971e-11, 2.894017566129254562e-13, 6.372804930891207265e-13
1.959000000000000000e+03, 1.556075099894448555e-10, 1.271334588227632846e-10, 3.915398319855372439e-10, 4.827848083386775171e-10, 2.052584496635845389e-13, 3.352528310510893290e-11, 2.889577100739465171e-13, 6.274538758609029976e-13
1.960000000000000000e+03, 1.797914416292204771e-10, 1.464661042234805873e-10, 4.328954010468300036e-10, 5.144741192848470768e-10, 2.016688252767933851e-13, 2.960718067229282875e-11, 2.828863340314214384e-13, 6.376062112567421686e-13
1.961000000000000000e+03, 1.705466440758357601e-10, 1.301892289705624054e-10, 4.767891530350240012e-10, 4.985668320437321055e-10, 2.012450732256819706e-13, 3.460294261459191944e-11, 2.892245792417114680e-13, 6.486242026885064437e-13
1.962000000000000000e+03, 1.723940025580095097e-10, 1.694414204159215121e-10, 5.054779011951689153e-10, 5.772746039165181496e-10, 1.963967570562894773e-13, 4.309889332523800046e-11, 2.955567815080233659e-13, 6.126263958915781023e-13
1.963000000000000000e+03, 1.666038156314622451e-10, 1.847760271591340351e-10, 4.517204266770653667e-10, 5.356003482798267335e-10, 1.969535606828420629e-13, 4.871582419855017929e-11, 3.008815219966765782e-13, 6.302297405573336403e-13
1.964000000000000000e+03, 1.596601286820968722e-10, 1.348980716858186241e-10, 3.794734141612135745e-10, 5.780438219995714665e-10, 1.385519546984997430e-13, 4.763478651867280910e-11, 3.072940066818611696e-13, 6.588884121180597777e-13
1.965000000000000000e+03, 1.611592691516940422e-10, 1.517799747784284123e-10, 3.826855581516358356e-10, 5.391751554873008045e-10, 1.408162722744593900e-13, 6.066041982451493575e-11, 3.178150306016087538e-13, 7.067631574463405702e-13
1.966000000000000000e+03, 1.564718974750092487e-10, 1.728825456285408050e-10, 3.884790181448209472e-10, 5.243513693782235911e-10, 1.456072066056503538e-13, 5.308258264858832793e-11, 3.232145152002611576e-13, 6.111779772563675322e-13
1.967000000000000000e+03, 1.637357423128230146e-10, 1.400522165276548002e-10, 4.192227222600137649e-10, 5.206988677996132363e-10, 1.471671874075958477e-13, 4.582173664441589339e-11, 3.253894461221835744e-13, 6.252101798002521001e-13
1.968000000000000000e+03, 1.804582766330987889e-10, 1.505995390245080700e-10, 4.731147143361493494e-10, 5.204535432712177175e-10, 1.492702326855504570e-13, 4.634530672507669948e-11, 3.298303644240290482e-13, 6.331912272537029061e-13
