year, GFDL-ESM4, MPI-ESM1-2-LR, CNRM-ESM2-1, MIROC-ES2L, TaiESM1, ACCESS-ESM1-5, INM-CM5-0, CanESM5, NorESM2-MM, EC-Earth3-Veg, UKESM1-0-LL, NorESM2-LM, IPSL-CM6A-LR, CMCC-CM2-SR5, INM-CM4-8, CESM2-WACCM
1.901000000000000000e+03, 2.876185763563120759e+02, 2.885860437764343942e+02, 2.873689307731258396e+02, 2.913171136068212945e+02, 2.892904555491846850e+02, 2.876628148101374336e+02, 2.878126616232644324e+02, 2.873747041620064238e+02, 2.885841408991972230e+02, 2.871274443714269751e+02, 2.870494891188769202e+02, 2.901358602327052267e+02, 2.859364417764229529e+02, 2.886592484877556331e+02, 2.878203113379764204e+02, 2.894160817727235440e+02
1.902000000000000000e+03, 2.884394526859734356e+02, 2.884238220083404372e+02, 2.879115024016887787e+02, 2.917439341157334525e+02, 2.890551068357982558e+02, 2.876653904958109251e+02, 2.880281178817178898e+02, 2.864729145494387694e+02, 2.884332922171869882e+02, 2.869180197696977643e+02, 2.880965584799907333e+02, 2.891041940831863712e+02, 2.861453512429808370e+02, 2.885816050005300326e+02, 2.881573111500193249e+02, 2.887076852925099502e+02
1.903000000000000000e+03, 2.872567099555787991e+02, 2.876784338022636121e+02, 2.877215548493243205e+02, 2.901736561194850879e+02, 2.888252517596669122e+02, 2.873971213586142994e+02, 2.873496279853121678e+02, 2.865423854695181944e+02, 2.881401624288478160e+02, 2.861107630616201050e+02, 2.875005086040755486e+02, 2.888806133187473506e+02, 2.863093827793580317e+02, 2.879556523536459167e+02, 2.865853772868795772e+02, 2.885954453345537445e+02
1.904000000000000000e+03, 2.876452622400705650e+02, 2.883623961391750754e+02, 2.879710547963251770e+02, 2.908813541048875209e+02, 2.891190288793111449e+02, 2.868409527949527273e+02, 2.871207349082816904e+02, 2.864395516582209780e+02, 2.884473497811751486e+02, 2.861637828478600909e+02, 2.871360728454774289e+02, 2.894793794068479542e+02, 2.852466789753114540e+02, 2.882540843141485425e+02, 2.878556783216002373e+02, 2.888403507626587725e+02
1.905000000000000000e+03, 2.879900563147796220e+02, 2.894098294331367924e+02, 2.875456856271782726e+02, 2.914840664361652784e+02, 2.890001507172529500e+02, 2.874995842271737274e+02, 2.870702874198422592e+02, 2.862656917315428018e+02, 2.887135298811908228e+02, 2.865894496145692187e+02, 2.875636433908504728e+02, 2.893817079485143609e+02, 2.858090400468310008e+02, 2.886625694999420944e+02, 2.877445876039428754e+02, 2.887723157383487091e+02
1.906000000000000000e+03, 2.877416963000650298e+02, 2.888548827096559535e+02, 2.875105285154010630e+02, 2.914088113187398790e+02, 2.898537756615851322e+02, 2.871346200498645089e+02, 2.878194247694877959e+02, 2.862214543000876006e+02, 2.885272619522717150e+02, 2.872746963846705626e+02, 2.880089535695387895e+02, 2.892019352268430907e+02, 2.850820158317577580e+02, 2.886216319676199191e+02, 2.877521067539756814e+02, 2.895425478203550824e+02
1.907000000000000000e+03, 2.876070510536159190e+02, 2.888142141886813761e+02, 2.883713905755105316e+02, 2.917159523196849591e+02, 2.890560381151136653e+02, 2.870570551066909388e+02, 2.876482511671441102e+02, 2.861408431711490721e+02, 2.884435969633515811e+02, 2.867739878397433699e+02, 2.882872620391416376e+02, 2.891956538031328705e+02, 2.851647905870158866e+02, 2.886317327947111835e+02, 2.877798663800586496e+02, 2.891661986154288115e+02
1.908000000000000000e+03, 2.881787543859224456e+02, 2.885358404001898407e+02, 2.877949223027613357e+02, 2.909630768994489927e+02, 2.891367824038654817e+02, 2.879239175056785598e+02, 2.882093597290215143e+02, 2.858764961564405098e+02, 2.882479695090838163e+02, 2.874128755693636208e+02, 2.879604971864420122e+02, 2.897215711834742251e+02, 2.855200130944140255e+02, 2.879253147414471528e+02, 2.875857064714618900e+02, 2.888155816845755339e+02
1.909000000000000000e+03, 2.885057860363151576e+02, 2.880968313184822591e+02, 2.881962199228745476e+02, 2.910963406742237680e+02, 2.887111347066067992e+02, 2.871559275596268321e+02, 2.881601654219718398e+02, 2.867351920438842967e+02, 2.877959191423418588e+02, 2.863163320548400179e+02, 2.873038477327613123e+02, 2.893167973411585763e+02, 2.857467427029382065e+02, 2.893296488280503240e+02, 2.874910937619376909e+02, 2.890432003870956805e+02
1.910000000000000000e+03, 2.885322683969115474e+02, 2.890007050232630945e+02, 2.874361138542813592e+02, 2.912215016564604184e+02, 2.898656791841028166e+02, 2.875757609137511395e+02, 2.879110089079664476e+02, 2.864983187429160694e+02, 2.883735779214218269e+02, 2.862899271913232724e+02, 2.877193016611656731e+02, 2.890120561063923788e+02, 2.856610753343567239e+02, 2.891283398517325054e+02, 2.874362485066407089e+02, 2.889404319583609890e+02
1.911000000000000000e+03, 2.881337283978742789e+02, 2.887223782542761228e+02, 2.874376019146782824e+02, 2.908132469539040699e+02, 2.891543356806366774e+02, 2.873952691161153439e+02, 2.881832552889964063e+02, 2.870747984206959131e+02, 2.887800147165204407e+02, 2.869915355059858939e+02, 2.882248875542799169e+02, 2.893714803805446536e+02, 2.861106391198973711e+02, 2.889058815287197035e+02, 2.879096772099975396e+02, 2.889244340676436877e+02
1.912000000000000000e+03, 2.877950221935151944e+02, 2.883757212872417313e+02, 2.875407152319013449e+02, 2.913634113190688026e+02, 2.890630509244095947e+02, 2.874352014829381119e+02, 2.879923605197621441e+02, 2.864441520535324912e+02, 2.884310644999475244e+02, 2.871183283251642706e+02, 2.873004629755952237e+02, 2.890062872206119096e+02, 2.854098329527623719e+02, 2.881676712214895701e+02, 2.878045253006824282e+02, 2.889235314359012818e+02
1.913000000000000000e+03, 2.875116919109187279e+02, 2.889388646676247276e+02, 2.875519912836674052e+02, 2.908728225468923370e+02, 2.891010939535561306e+02, 2.872440362001802328e+02, 2.876352085288810940e+02, 2.862973349943804351e+02, 2.883228043546587287e+02, 2.860702999759396334e+02, 2.877176852021478908e+02, 2.889940788085151553e+02, 2.856853503431655099e+02, 2.880299004058506966e+02, 2.874717356936471333e+02, 2.888349580958034721e+02
1.914000000000000000e+03, 2.879360109287996465e+02, 2.886869356976854988e+02, 2.877694093010879328e+02, 2.906949270274283776e+02, 2.890068719137285598e+02, 2.873051188267773455e+02, 2.880392221503856831e+02, 2.854732289444602316e+02, 2.889715563900014672e+02, 2.871131503819321438e+02, 2.878123362553069455e+02, 2.885662214371019445e+02, 2.853883426625416178e+02, 2.886415543156422814e+02, 2.877691450400161557e+02, 2.891974412920380928e+02
1.915000000000000000e+03, 2.876151757490794125e+02, 2.887354783693090781e+02, 2.878388164104142106e+02, 2.917373579751155717e+02, 2.901169862378245057e+02, 2.875193247965551677e+02, 2.877738464334823902e+02, 2.864547111894698332e+02, 2.890224734950870129e+02, 2.871629677027078742e+02, 2.872586374825522739e+02, 2.893862243301820172e+02, 2.852080111804766034e+02, 2.885737126364870164e+02, 2.872262412856671290e+02, 2.888372403331346163e+02
1.916000000000000000e+03, 2.881527383779246065e+02, 2.887014120018656627e+02, 2.869577788530633597e+02, 2.919709766523374128e+02, 2.893534147233974068e+02, 2.876155325726486467e+02, 2.877148969077366019e+02, 2.864355419005565295e+02, 2.882990636925666763e+02, 2.873235244677083529e+02, 2.881576134455732472e+02, 2.890127155996685815e+02, 2.857353355071548435e+02, 2.893968512870002314e+02, 2.879163983746248618e+02, 2.896622749929987322e+02
1.917000000000000000e+03, 2.879972943684266511e+02, 2.889862922775329253e+02, 2.879281494146123350e+02, 2.918169057961924295e+02, 2.894868980809933987e+02, 2.880021316394766018e+02, 2.880893509530039864e+02, 2.868118862506598248e+02, 2.887768648179450679e+02, 2.867963667937255536e+02, 2.878840696231514471e+02, 2.892057303757756017e+02, 2.862720488209747600e+02, 2.890864061125187163e+02, 2.879346115750809645e+02, 2.895321924379780398e+02
1.918000000000000000e+03, 2.881330452813992338e+02, 2.885178360189979685e+02, 2.874190182462722873e+02, 2.909432688482781941e+02, 2.890430957876189950e+02, 2.876284852552892630e+02, 2.876100444692104929e+02, 2.870243296253433982e+02, 2.887552270919933335e+02, 2.863229536121139631e+02, 2.878759235993097150e+02, 2.893113443943058769e+02, 2.855478674074973924e+02, 2.886503521980027358e+02, 2.877996311574538595e+02, 2.891104600500427182e+02
1.919000000000000000e+03, 2.880707321293010637e+02, 2.882433577556098498e+02, 2.881620849662172077e+02, 2.913345296873555412e+02, 2.895966691976411767e+02, 2.878148256571695924e+02, 2.874626849654113698e+02, 2.867991964702646328e+02, 2.890435401630936667e+02, 2.867740763007460032e+02, 2.880203592761285449e+02, 2.892898191297558697e+02, 2.853141001702987296e+02, 2.886965849809722044e+02, 2.879683001887754017e+02, 2.890273277083134644e+02
1.920000000000000000e+03, 2.885783426897488653e+02, 2.887243025026103282e+02, 2.875869282081556548e+02, 2.915311140130452259e+02, 2.891099857913866344e+02, 2.873359901998203441e+02, 2.880774036312347448e+02, 2.865583190579707207e+02, 2.886968200652076462e+02, 2.867760242067062109e+02, 2.880612318245791812e+02, 2.895908284314348862e+02, 2.856550019129161342e+02, 2.888016549152445691e+02, 2.878332180171564119e+02, 2.888977464643984376e+02
1.921000000000000000e+03, 2.881867464434170643e+02, 2.885213994797264832e+02, 2.882987048701965591e+02, 2.917460431056578614e+02, 2.894793267782519592e+02, 2.880399864309420082e+02, 2.880754035034433969e+02, 2.874135938722852757e+02, 2.887668425691961147e+02, 2.871305214083481019e+02, 2.876594934943828434e+02, 2.896759083723840149e+02, 2.859702645998083881e+02, 2.890072871851236869e+02, 2.879721574020097137e+02, 2.899617394998886653e+02
1.922000000000000000e+03, 2.879729672978476174e+02, 2.889100962284434218e+02, 2.877300616437406120e+02, 2.919457719802952624e+02, 2.899217472111193388e+02, 2.872006223804224874e+02, 2.883484126687382059e+02, 2.867856211644573250e+02, 2.886286646144168344e+02, 2.874010421369584947e+02, 2.875661172323325445e+02, 2.894225119528759365e+02, 2.862009555660433762e+02, 2.893345971314734015e+02, 2.881933570836341687e+02, 2.890709909972010223e+02
1.923000000000000000e+03, 2.880153567693169521e+02, 2.892825282815306309e+02, 2.879018899232906961e+02, 2.912104892114219865e+02, 2.906037536024675205e+02, 2.872449571639425585e+02, 2.881827012101138052e+02, 2.864019771842108639e+02, 2.878767352004177837e+02, 2.870917915391272572e+02, 2.879401265418592857e+02, 2.900123557633569362e+02, 2.854711180345659614e+02, 2.890647273705043858e+02, 2.884506503140312930e+02, 2.894354401265119350e+02
1.924000000000000000e+03, 2.879712914810787652e+02, 2.885984105890991032e+02, 2.879902212128650376e+02, 2.912898707216457410e+02, 2.897136347603493505e+02, 2.878692316913472382e+02, 2.879840341581112853e+02, 2.865439993572109074e+02, 2.887763980434983750e+02, 2.869092189245976670e+02, 2.874440393672380196e+02, 2.898089445642452802e+02, 2.852785762098616829e+02, 2.889048434631000646e+02, 2.884635634691928203e+02, 2.895853628645286904e+02
1.925000000000000000e+03, 2.881083690351208588e+02, 2.884793690525636976e+02, 2.875701597584064189e+02, 2.913179932026063170e+02, 2.900798909241459000e+02, 2.866523147704574512e+02, 2.885870055380199801e+02, 2.873338748698516838e+02, 2.882821752683240675e+02, 2.871880054296835283e+02, 2.880380911690533594e+02, 2.897786089963790346e+02, 2.862294612919160954e+02, 2.886407545620160704e+02, 2.882615890080858208e+02, 2.892994893119872017e+02
1.926000000000000000e+03, 2.878565421357142782e+02, 2.886624396157882870e+02, 2.884322221694321797e+02, 2.905617202032947262e+02, 2.897773952750385433e+02, 2.875128587581489796e+02, 2.882408422627669893e+02, 2.867745280227011904e+02, 2.887044613952861596e+02, 2.868930933709701208e+02, 2.876189671483820689e+02, 2.886718790629903992e+02, 2.858376669499684226e+02, 2.883187225711674841e+02, 2.880461933063464812e+02, 2.891338947915412518e+02
1.927000000000000000e+03, 2.880658934433172362e+02, 2.889289944617721630e+02, 2.876856031999798802e+02, 2.906127044882416044e+02, 2.904351657692417348e+02, 2.876042244226688922e+02, 2.878508155079621815e+02, 2.867004722276393522e+02, 2.890040051281521869e+02, 2.874522429074114029e+02, 2.876186045634831885e+02, 2.891780212467654110e+02, 2.858770816590622985e+02, 2.892804858227421505e+02, 2.879880448133424693e+02, 2.889376516279100429e+02
1.928000000000000000e+03, 2.876942461523237853e+02, 2.895209424135908876e+02, 2.878745174032799810e+02, 2.916384955021726455e+02, 2.896827392588549515e+02, 2.872793739386110587e+02, 2.876496028059407877e+02, 2.866978491116008172e+02, 2.884126243607772722e+02, 2.871092070497915643e+02, 2.880211296790788538e+02, 2.895233327840538209e+02, 2.864366744464396106e+02, 2.894534414397135720e+02, 2.878529677906674920e+02, 2.892841851430431461e+02
1.929000000000000000e+03, 2.883748579980653517e+02, 2.896746143893113299e+02, 2.879339909073947865e+02, 2.913186858389231020e+02, 2.899370581619231189e+02, 2.878369150602390505e+02, 2.884954129294845302e+02, 2.868264501164652529e+02, 2.888092009734500607e+02, 2.866569828881676472e+02, 2.879900889985144659e+02, 2.899955121395911419e+02, 2.860554083852853182e+02, 2.888730453292313314e+02, 2.880923994578740803e+02, 2.894178557998768042e+02
1.930000000000000000e+03, 2.876610989513904997e+02, 2.884090811322218428e+02, 2.880165064847715826e+02, 2.912004107077165145e+02, 2.896460426217341819e+02, 2.880498001271580506e+02, 2.888395421378176593e+02, 2.867248981213743377e+02, 2.887356556528038141e+02, 2.870958153072043615e+02, 2.873944130712687866e+02, 2.895739364162795937e+02, 2.855668308908770996e+02, 2.889648517651399970e+02, 2.882394925337147242e+02, 2.891156591400938964e+02
1.931000000000000000e+03, 2.882923895589345307e+02, 2.894063362507324655e+02, 2.884653220669415532e+02, 2.912996138491458282e+02, 2.887715721108715456e+02, 2.877278392104268505e+02, 2.879721733707700650e+02, 2.862324080044240304e+02, 2.889750573091686192e+02, 2.868375725436837911e+02, 2.873123259162632053e+02, 2.893451226137934214e+02, 2.861475082485080748e+02, 2.888083719632737143e+02, 2.884464252915971656e+02, 2.899569149557124206e+02
1.932000000000000000e+03, 2.869017000804967665e+02, 2.886502782030902949e+02, 2.879453087703655569e+02, 2.915689470832008396e+02, 2.897243853584984663e+02, 2.874628931560362730e+02, 2.881488509620808713e+02, 2.867979631500377877e+02, 2.880178845053318923e+02, 2.871752286311555054e+02, 2.883499612085602166e+02, 2.900095208264505686e+02, 2.858178431818939771e+02, 2.891129339502991229e+02, 2.879745500737556085e+02, 2.894407315761094992e+02
1.933000000000000000e+03, 2.880286540793823633e+02, 2.887925225779271159e+02, 2.876328865196197171e+02, 2.914905029135014729e+02, 2.899050109499906966e+02, 2.876400799941812352e+02, 2.881886316717254317e+02, 2.863174383618323304e+02, 2.888870385947695922e+02, 2.872691749905700931e+02, 2.875008074873107375e+02, 2.889749017693596329e+02, 2.858766164354805710e+02, 2.884939241767733620e+02, 2.880761677115522161e+02, 2.902670224942582422e+02
1.934000000000000000e+03, 2.875920777363882053e+02, 2.883978528487516542e+02, 2.874491209887052605e+02, 2.914490360659220300e+02, 2.896358274120015608e+02, 2.875387562241694468e+02, 2.880397679629134018e+02, 2.869772444810254797e+02, 2.884304321363750887e+02, 2.875253914083403401e+02, 2.879532506931733451e+02, 2.893940213565626323e+02, 2.860409028076020377e+02, 2.889454118020965439e+02, 2.875773522023883970e+02, 2.892454967494503535e+02
1.935000000000000000e+03, 2.879307538809383118e+02, 2.887044264633443049e+02, 2.873757411273626303e+02, 2.913284639543132357e+02, 2.901653392003420322e+02, 2.872419874175495238e+02, 2.886950666557308409e+02, 2.866344578254221460e+02, 2.888418230476344775e+02, 2.864909313782562208e+02, 2.880161959414280091e+02, 2.892889319846398735e+02, 2.858840773996831217e+02, 2.895919776507906818e+02, 2.876101088875451524e+02, 2.894580275170491745e+02
1.936000000000000000e+03, 2.881694887594275656e+02, 2.883862257446123749e+02, 2.874901444695829582e+02, 2.911850255457064236e+02, 2.899142705855109625e+02, 2.877632015043141678e+02, 2.880380069233924019e+02, 2.866965098359654576e+02, 2.885402433037804144e+02, 2.866735008729806395e+02, 2.878328531506047057e+02, 2.894233983340748182e+02, 2.854266725905431485e+02, 2.890221710758077052e+02, 2.884261065928125163e+02, 2.898356824713921469e+02
1.937000000000000000e+03, 2.883553652961991816e+02, 2.893611323279641852e+02, 2.874778576890323620e+02, 2.913043930590594073e+02, 2.895987753457511076e+02, 2.876840817471864398e+02, 2.880455496380870386e+02, 2.867553146536961890e+02, 2.881775735219234207e+02, 2.877630335343343404e+02, 2.872734025428975428e+02, 2.889091127090405280e+02, 2.866782813122932794e+02, 2.887159458745629195e+02, 2.882895955695973953e+02, 2.897677104818644693e+02
1.938000000000000000e+03, 2.876851479049640261e+02, 2.886112352861267141e+02, 2.882084803386123326e+02, 2.916282944384535654e+02, 2.898845868354960658e+02, 2.871979263403815708e+02, 2.881892600077691213e+02, 2.866776226992943748e+02, 2.885909098992740951e+02, 2.867214419535634988e+02, 2.877107546020027371e+02, 2.892336155820170802e+02, 2.866829110061551091e+02, 2.889858010345674302e+02, 2.881968539860410488e+02, 2.897901908068260468e+02
1.939000000000000000e+03, 2.883154505000661061e+02, 2.887084050624072233e+02, 2.873565346192391985e+02, 2.915574806152293377e+02, 2.897673785933481554e+02, 2.871413419386357759e+02, 2.880971301740587478e+02, 2.863463489052229534e+02, 2.889829529757450359e+02, 2.866830664220662470e+02, 2.879811910750614743e+02, 2.896626770829895463e+02, 2.860664364835381548e+02, 2.890554841749750494e+02, 2.879700031366775193e+02, 2.895543521544378223e+02
1.940000000000000000e+03, 2.883019899693396155e+02, 2.888306474073705772e+02, 2.880459877424386832e+02, 2.918032865769796445e+02, 2.899488910236809716e+02, 2.880135577871247961e+02, 2.882581317528607201e+02, 2.872721806055699858e+02, 2.892633717076843141e+02, 2.868797031614427624e+02, 2.875162541433917909e+02, 2.894239998600641002e+02, 2.866568600753923306e+02, 2.886626595251850631e+02, 2.883497083791452837e+02, 2.893747835123558048e+02
1.941000000000000000e+03, 2.879405796247467038e+02, 2.889694598475640532e+02, 2.875966728887657951e+02, 2.911410030893846965e+02, 2.895792178663510299e+02, 2.878417420352976137e+02, 2.884120912122608047e+02, 2.872978697023370387e+02, 2.892423321078718459e+02, 2.866799354943082108e+02, 2.878695382840991215e+02, 2.890966007926094790e+02, 2.864353693271046950e+02, 2.892042181924729221e+02, 2.883435556293110835e+02, 2.895698367311905486e+02
1.942000000000000000e+03, 2.877030211828234201e+02, 2.887587419782754523e+02, 2.880729953551706330e+02, 2.918449228977008261e+02, 2.902768054725257230e+02, 2.878600968110584404e+02, 2.885620831287515102e+02, 2.872345386347205363e+02, 2.887758410671759179e+02, 2.870178671479983450e+02, 2.877508582323915221e+02, 2.891441337685587314e+02, 2.856521534191265914e+02, 2.899375005891423598e+02, 2.878628287691992114e+02, 2.899956656197487632e+02
1.943000000000000000e+03, 2.879758315899044874e+02, 2.891803602808074629e+02, 2.875047733003062262e+02, 2.911435865898993711e+02, 2.901058082464312520e+02, 2.872626103066002656e+02, 2.878575555725503818e+02, 2.865846687619937256e+02, 2.883429358729612204e+02, 2.875521786037601828e+02, 2.871924716663762069e+02, 2.888912438908365630e+02, 2.863250962646599191e+02, 2.878398464514913258e+02, 2.882891887381889546e+02, 2.898810113991086155e+02
1.944000000000000000e+03, 2.882910910653554311e+02, 2.890332251153877223e+02, 2.872870578959782506e+02, 2.923473047603063719e+02, 2.899421034423694437e+02, 2.878211201110698312e+02, 2.882495637860185411e+02, 2.865793555393630641e+02, 2.885343879886881382e+02, 2.869642699692105339e+02, 2.878715354043701495e+02, 2.895670499102842541e+02, 2.861038933403326610e+02, 2.881423888842542738e+02, 2.877669184284912376e+02, 2.897684295238312302e+02
1.945000000000000000e+03, 2.878732845041424753e+02, 2.885435763604501176e+02, 2.878511480206277611e+02, 2.920597267352978292e+02, 2.902129181909589306e+02, 2.874426665097142291e+02, 2.882487157158837476e+02, 2.863940767152743092e+02, 2.885966721344083226e+02, 2.870461096606230171e+02, 2.873193085982614434e+02, 2.888455464892958844e+02, 2.861574582009573078e+02, 2.895851503134165341e+02, 2.879909185494479971e+02, 2.893939833033941227e+02
1.946000000000000000e+03, 2.877097120097217271e+02, 2.891575493264138004e+02, 2.876530940601675752e+02, 2.912699695991560134e+02, 2.899032490156690756e+02, 2.873999032892115224e+02, 2.883770633979470972e+02, 2.866071111275177259e+02, 2.886324494756207741e+02, 2.873136585692180915e+02, 2.872499002489048507e+02, 2.900114014450015816e+02, 2.859092596194938096e+02, 2.889483483789434786e+02, 2.877701915009085951e+02, 2.897244183588632040e+02
1.947000000000000000e+03, 2.879861613695181290e+02, 2.889992341710425308e+02, 2.876200892889425518e+02, 2.915021717770112559e+02, 2.905288951058595899e+02, 2.872280253944679203e+02, 2.879681452582755128e+02, 2.867860268581039236e+02, 2.883823189260440358e+02, 2.876916981391391914e+02, 2.877555489867592655e+02, 2.900507621506385476e+02, 2.859128527471144139e+02, 2.892804995880678689e+02, 2.882124170616708625e+02, 2.883023354054803917e+02
1.948000000000000000e+03, 2.883230575928490680e+02, 2.894282423736601686e+02, 2.877062258589210160e+02, 2.914403003965518337e+02, 2.892552908268474425e+02, 2.879958193209146771e+02, 2.878684278278372517e+02, 2.874019005942769240e+02, 2.888699633934923554e+02, 2.874927955964079729e+02, 2.881926550765268189e+02, 2.893480336829114776e+02, 2.869518723438087022e+02, 2.893225829435771175e+02, 2.881309830439665234e+02, 2.889895666586118068e+02
1.949000000000000000e+03, 2.875955671050246565e+02, 2.891468532691696964e+02, 2.877171508165370142e+02, 2.907574978252000051e+02, 2.900862670666633676e+02, 2.869665490315931606e+02, 2.878643987431898381e+02, 2.870367736556131035e+02, 2.885870594891382552e+02, 2.872200205237689374e+02, 2.871857321539907844e+02, 2.896036702130827507e+02, 2.861257245520598076e+02, 2.889141270685063319e+02, 2.883811572809507311e+02, 2.896237907855734761e+02
1.950000000000000000e+03, 2.876294545367983915e+02, 2.889157620469993049e+02, 2.875872207215480216e+02, 2.915696112265542297e+02, 2.898651308610238289e+02, 2.869568264896194592e+02, 2.885108612404053474e+02, 2.868146013973606614e+02, 2.892909472518404641e+02, 2.870304389227520687e+02, 2.873426235122838079e+02, 2.895897115284903975e+02, 2.865119275905257155e+02, 2.893661818771823846e+02, 2.885081846895363356e+02, 2.890921060927354915e+02
1.951000000000000000e+03, 2.885640333603804493e+02, 2.888263891748912329e+02, 2.868124024162983687e+02, 2.909677499874836144e+02, 2.898038751208983399e+02, 2.876284320215517596e+02, 2.882107023013861067e+02, 2.866664640117286922e+02, 2.889879298705397446e+02, 2.876181681052031536e+02, 2.873163950639741984e+02, 2.890678705678486153e+02, 2.862318321556370506e+02, 2.891726004454555436e+02, 2.883514447874961775e+02, 2.899691516127401769e+02
1.952000000000000000e+03, 2.882743826532441744e+02, 2.891186581622469021e+02, 2.872905325292597354e+02, 2.910251592620230099e+02, 2.899391274142172392e+02, 2.870332742576778173e+02, 2.881162149500987084e+02, 2.877467295665515508e+02, 2.887317556925837039e+02, 2.876414905125930090e+02, 2.875159252541020578e+02, 2.891585796881550436e+02, 2.867817947420208498e+02, 2.895532237918158671e+02, 2.878910679104927226e+02, 2.892830423762131318e+02
1.953000000000000000e+03, 2.877848157899780404e+02, 2.894764018310830807e+02, 2.871876047483328307e+02, 2.919666886593089998e+02, 2.899455516097547729e+02, 2.873887520822935358e+02, 2.879659156283541392e+02, 2.865737367210104480e+02, 2.888872508318179371e+02, 2.873110066068097694e+02, 2.872203925234864528e+02, 2.892019550681484930e+02, 2.860976612790949503e+02, 2.889601701895870747e+02, 2.880225703101445447e+02, 2.894757732639232586e+02
1.954000000000000000e+03, 2.879185778294196325e+02, 2.893814471499258048e+02, 2.880959533472589555e+02, 2.910859693293945156e+02, 2.897908282194961771e+02, 2.875440363613079739e+02, 2.878161271733812328e+02, 2.867576008703542811e+02, 2.887974324984837153e+02, 2.867921885283213328e+02, 2.881009687443925600e+02, 2.892560746583343985e+02, 2.856446923509652152e+02, 2.884596809661372845e+02, 2.876210942826953669e+02, 2.890173704676651028e+02
1.955000000000000000e+03, 2.883427671217745569e+02, 2.887031719177350055e+02, 2.876107311583597834e+02, 2.917513981871359761e+02, 2.895429190411575746e+02, 2.881277931721200503e+02, 2.880210550254573718e+02, 2.875407836900637903e+02, 2.889047393178902325e+02, 2.869879206684323094e+02, 2.872777546116943768e+02, 2.894980966332994399e+02, 2.858795562113953110e+02, 2.888956377957069321e+02, 2.880991239945140592e+02, 2.897530978334596625e+02
1.956000000000000000e+03, 2.878732798956238526e+02, 2.884402605868530713e+02, 2.877069562542512813e+02, 2.912305307253654405e+02, 2.894186226086494571e+02, 2.876522574867454978e+02, 2.878400924848012323e+02, 2.863670987317070171e+02, 2.886876808808489159e+02, 2.868670883221088843e+02, 2.878733187733371892e+02, 2.895114869423437653e+02, 2.856200685796300149e+02, 2.897181739029807090e+02, 2.886218836894968263e+02, 2.893420241070258498e+02
1.957000000000000000e+03, 2.877917142808335029e+02, 2.887675849160639245e+02, 2.880674533688252836e+02, 2.916115178795285487e+02, 2.894022603683384887e+02, 2.872511460582674658e+02, 2.886556219205145339e+02, 2.871505420090568919e+02, 2.884938283212363217e+02, 2.872280606835000754e+02, 2.883889184539812618e+02, 2.897771802560292258e+02, 2.862021736646447607e+02, 2.892556494620239391e+02, 2.879908975240995233e+02, 2.893592658292603801e+02
1.958000000000000000e+03, 2.875425042928591211e+02, 2.892669666658160281e+02, 2.869301132119149997e+02, 2.917875961558404470e+02, 2.896332739006881525e+02, 2.868264025805530082e+02, 2.887819870816468324e+02, 2.865694759430411978e+02, 2.880931303423056420e+02, 2.870650063392572520e+02, 2.879828932502476277e+02, 2.897925313506799512e+02, 2.863638383095323547e+02, 2.890003949466146196e+02, 2.878645677194634231e+02, 2.891327316415309383e+02
1.959000000000000000e+03, 2.877186679928132662e+02, 2.891892952762174787e+02, 2.877474987679190122e+02, 2.916442565059244885e+02, 2.897438279210550718e+02, 2.872733501647108483e+02, 2.887018012706432160e+02, 2.869383726040283591e+02, 2.890237287015281140e+02, 2.864578553450747904e+02, 2.875542814451124514e+02, 2.894765542056189815e+02, 2.860665149101373572e+02, 2.898208899451583420e+02, 2.884475482648871889e+02, 2.888472257015574201e+02
1.960000000000000000e+03, 2.876081905084689652e+02, 2.896098277661764087e+02, 2.878744176905188965e+02, 2.914371521181515732e+02, 2.892507627909031953e+02, 2.874020210249071283e+02, 2.881726267489775068e+02, 2.864294751303030466e+02, 2.889378519770448293e+02, 2.871506613348453811e+02, 2.875948970161907141e+02, 2.890442554007316858e+02, 2.861942810571164273e+02, 2.891445153059606810e+02, 2.888336092718804480e+02, 2.892294199078887118e+02
1.961000000000000000e+03, 2.878375450439992278e+02, 2.899123181916605176e+02, 2.883844782382414564e+02, 2.923564592687067147e+02, 2.888479034850474250e+02, 2.874448539551377735e+02, 2.881575334418377565e+02, 2.869098980417308553e+02, 2.889655250003298761e+02, 2.872380352881949079e+02, 2.874351839273226119e+02, 2.890266770502872760e+02, 2.864456691697107544e+02, 2.888548016463353179e+02, 2.883415513424223491e+02, 2.894543657255803168e+02
1.962000000000000000e+03, 2.877601215528047192e+02, 2.895519584453001585e+02, 2.882217950032007252e+02, 2.915048619523594766e+02, 2.893957929625711358e+02, 2.872106656287941746e+02, 2.879346328942421565e+02, 2.864010598227171158e+02, 2.889910395915358663e+02, 2.869717356569670983e+02, 2.878222606315899270e+02, 2.888879182937653809e+02, 2.865089228570895443e+02, 2.892693129106053789e+02, 2.883655134377710851e+02, 2.896044762348137169e+02
