year, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, NorESM2-LM, NorESM2-MM, TaiESM1, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, TaiESM1, CESM2-WACCM
1.930000000000000000e+03, 7.163603310086613426e-11, 1.036308630714226861e-10, 6.688667126234498290e-11, 3.990835722069449249e-10, 9.493710375296148187e-11, 6.688667126234498290e-11, 2.913568732255999803e-11, 7.293595063180966098e-11, 1.036308630714226861e-10, 2.816827098878254982e-10, 2.913568732255999803e-11, 9.804622817602175355e-11
1.931000000000000000e+03, 7.818234117041372953e-11, 1.038563582932238384e-10, 8.881766089728978183e-11, 3.960859887170422474e-10, 9.717327362802124898e-11, 8.881766089728978183e-11, 1.648724265116329609e-11, 7.961775002469283943e-11, 1.038563582932238384e-10, 4.097539114136624739e-10, 1.648724265116329609e-11, 1.067708641952408274e-10
1.932000000000000000e+03, 6.977502302492732667e-11, 1.183610674332166342e-10, 9.865684102898942716e-11, 4.137122730223984732e-10, 1.039185421157579813e-10, 9.865684102898942716e-11, 3.312039452940580162e-11, 7.121635520622320624e-11, 1.183610674332166342e-10, 2.732597025018526919e-10, 3.312039452940580162e-11, 1.240972384155995394e-10
1.933000000000000000e+03, 1.173213580367351787e-10, 1.192999109401901093e-10, 9.390457573047298001e-11, 3.731601366500398923e-10, 1.099067102560509014e-10, 9.390457573047298001e-11, 2.910589757131948371e-11, 1.188165870423867870e-10, 1.192999109401901093e-10, 2.398929605358167763e-10, 2.910589757131948371e-11, 1.368273523738830299e-10
1.934000000000000000e+03, 8.529187740125245645e-11, 9.768234825179821541e-11, 5.737851175488732095e-11, 3.003103609677798317e-10, 1.202795481049031176e-10, 5.737851175488732095e-11, 1.773547890059129443e-11, 8.689159311504849814e-11, 9.768234825179821541e-11, 4.156118592339482295e-10, 1.773547890059129443e-11, 1.094046124784365017e-10
1.935000000000000000e+03, 6.449882483263141280e-11, 9.290163981409774928e-11, 8.422959061914586339e-11, 4.097881015540770040e-10, 8.081633065844016161e-11, 8.422959061914586339e-11, 3.096242229616226462e-11, 6.608458330418316767e-11, 9.290163981409774928e-11, 1.615352936988585676e-10, 3.096242229616226462e-11, 9.643358590992335190e-11
1.936000000000000000e+03, 6.183944805087647489e-11, 1.033441126008040239e-10, 9.969581761722204718e-11, 3.666558278925882185e-10, 1.086153381929513607e-10, 9.969581761722204718e-11, 2.243019683450627633e-11, 6.347267353242515406e-11, 1.033441126008040239e-10, 3.217825044917896322e-10, 2.243019683450627633e-11, 7.693252968123228910e-11
1.937000000000000000e+03, 8.510266857861937613e-11, 8.728971625311675760e-11, 7.910788603951911578e-11, 4.407855083552932037e-10, 1.055755841301434623e-10, 7.910788603951911578e-11, 2.154426190074562458e-11, 8.680408212658788652e-11, 8.728971625311675760e-11, 2.523377460344282480e-10, 2.154426190074562458e-11, 1.131631936197846047e-10
1.938000000000000000e+03, 4.755108461919690312e-11, 1.342582858572017069e-10, 6.128744728512966971e-11, 4.394743581442448707e-10, 9.006844658302523969e-11, 6.128744728512966971e-11, 3.435179621979778534e-11, 4.932315272863458705e-11, 1.342582858572017069e-10, 1.525734728246405837e-10, 3.435179621979778534e-11, 1.018725414403121621e-10
1.939000000000000000e+03, 5.196917136145164749e-11, 1.097064878508494258e-10, 6.117817372297274890e-11, 3.539417885437930771e-10, 7.984432108347672702e-11, 6.117817372297274890e-11, 2.989779724864862732e-11, 5.374616026387369963e-11, 1.097064878508494258e-10, 1.674727072089634357e-10, 2.989779724864862732e-11, 1.000707197822177932e-10
1.940000000000000000e+03, 7.220702749271780735e-11, 9.587334844393923466e-11, 7.104384944889423252e-11, 3.273320046993284127e-10, 8.208237006662123049e-11, 7.104384944889423252e-11, 2.288543730619211647e-11, 7.398521438170159967e-11, 9.587334844393923466e-11, 1.549776278303676079e-10, 2.288543730619211647e-11, 1.027481856272373581e-10
1.941000000000000000e+03, 1.052281646884746713e-10, 1.097386189784887528e-10, 1.310368780033744718e-10, 3.675716706307247500e-10, 8.525542913491137691e-11, 1.310368780033744718e-10, 2.480537557496312558e-11, 1.070135728619037882e-10, 1.097386189784887528e-10, 2.818587290481988122e-10, 2.480537557496312558e-11, 1.140593110599649475e-10
1.942000000000000000e+03, 8.787794161808097788e-11, 1.067876464010238545e-10, 8.815667776108527262e-11, 3.572895659929681727e-10, 1.150030972021758935e-10, 8.815667776108527262e-11, 2.974541946850179875e-11, 8.962779255980038297e-11, 1.067876464010238545e-10, 1.850846390983080295e-10, 2.974541946850179875e-11, 8.709082683299141914e-11
1.943000000000000000e+03, 5.047548006627026434e-11, 1.325336208115719754e-10, 8.219332095503485001e-11, 4.067560688094997089e-10, 8.180946909079627824e-11, 8.219332095503485001e-11, 2.206781578247078303e-11, 5.218343525699552311e-11, 1.325336208115719754e-10, 1.328211410590890455e-10, 2.206781578247078303e-11, 8.569691533652992279e-11
1.944000000000000000e+03, 9.748676851239032200e-11, 1.038957707196230143e-10, 1.101984361847039572e-10, 3.980682030252541131e-10, 9.946329466955665502e-11, 1.101984361847039572e-10, 2.318034894703603786e-11, 9.930693390580494174e-11, 1.038957707196230143e-10, 3.203042375255927372e-10, 2.318034894703603786e-11, 8.192449834639441704e-11
1.945000000000000000e+03, 1.073099376638854642e-10, 1.056381677952750849e-10, 6.047821063657340485e-11, 3.341101788948729732e-10, 1.021796664506666520e-10, 6.047821063657340485e-11, 2.836168405859744456e-11, 1.090791443903188947e-10, 1.056381677952750849e-10, 2.488731121605630229e-10, 2.836168405859744456e-11, 1.342206949825891633e-10
1.946000000000000000e+03, 4.655559182294399350e-11, 1.053251132989725702e-10, 7.288962093740265553e-11, 3.741499498635811459e-10, 1.064986888511408806e-10, 7.288962093740265553e-11, 2.534413585704690786e-11, 4.831117452997676225e-11, 1.053251132989725702e-10, 1.701539427906967932e-10, 2.534413585704690786e-11, 8.778799544090400466e-11
1.947000000000000000e+03, 7.244239173507056292e-11, 1.096874462454322656e-10, 6.290999545534837023e-11, 4.007343048068659083e-10, 8.416200817727442692e-11, 6.290999545534837023e-11, 1.832334515704885018e-11, 7.427206411812967132e-11, 1.096874462454322656e-10, 3.334348588371023391e-10, 1.832334515704885018e-11, 9.662418205635763297e-11
1.948000000000000000e+03, 8.474197865456230133e-11, 1.131396311539589495e-10, 7.665121529951859575e-11, 3.516914863845238977e-10, 6.519506545813709019e-11, 7.665121529951859575e-11, 2.320364208952852703e-11, 8.661634048133985021e-11, 1.131396311539589495e-10, 4.310002803928514582e-10, 2.320364208952852703e-11, 1.257637456965962951e-10
1.949000000000000000e+03, 5.656701301754835823e-11, 1.235151075044167310e-10, 1.001766620757552771e-10, 3.929741754908524659e-10, 6.820933574023210426e-11, 1.001766620757552771e-10, 2.930054183683847010e-11, 5.838123478085542007e-11, 1.235151075044167310e-10, 1.078243710708870184e-10, 2.930054183683847010e-11, 8.089095645934948600e-11
1.950000000000000000e+03, 4.365610871276526479e-11, 9.789182774592324765e-11, 9.180076661989172158e-11, 2.785553605243798554e-10, 7.961005258808131765e-11, 9.180076661989172158e-11, 3.044017582203541787e-11, 4.538126458049806259e-11, 9.789182774592324765e-11, 1.824090683644589041e-10, 3.044017582203541787e-11, 7.284539254054236940e-11
1.951000000000000000e+03, 8.624767263431627925e-11, 9.363252559630114695e-11, 5.989172481051332334e-11, 2.621901402287414485e-10, 8.160707558924964566e-11, 5.989172481051332334e-11, 1.976804129158504659e-11, 8.820657936280279415e-11, 9.363252559630114695e-11, 1.921422041636575299e-10, 1.976804129158504659e-11, 7.452451242085809469e-11
1.952000000000000000e+03, 6.055892956296252086e-11, 1.100543174086764413e-10, 6.804536710852103753e-11, 3.849021238386173679e-10, 1.071915986613153758e-10, 6.804536710852103753e-11, 2.787839066912178386e-11, 6.263207485110632346e-11, 1.100543174086764413e-10, 1.781823851495725553e-10, 2.787839066912178386e-11, 7.947242111977544868e-11
1.953000000000000000e+03, 7.009927100555583110e-11, 9.590933404533918939e-11, 8.650371631914635056e-11, 4.017589735445066945e-10, 1.047186512421490897e-10, 8.650371631914635056e-11, 3.326811824274627510e-11, 7.228947354941823815e-11, 9.590933404533918939e-11, 2.229117368786426232e-10, 3.326811824274627510e-11, 1.392803004505766289e-10
1.954000000000000000e+03, 5.782504199237801179e-11, 9.278555323726603960e-11, 9.079200816891042309e-11, 3.812497487114344558e-10, 9.547402573696961125e-11, 9.079200816891042309e-11, 2.230849106973095382e-11, 6.003661830544686451e-11, 9.278555323726603960e-11, 2.931111977531772311e-10, 2.230849106973095382e-11, 1.040075647333520170e-10
1.955000000000000000e+03, 6.027496486296269957e-11, 1.108149457881722818e-10, 1.096190016717565326e-10, 3.373557124316266872e-10, 6.773795019679207997e-11, 1.096190016717565326e-10, 2.151014194287082573e-11, 6.261545292101787883e-11, 1.108149457881722818e-10, 1.828510789979751425e-10, 2.151014194287082573e-11, 8.968339924021277001e-11
1.956000000000000000e+03, 8.199119210078242817e-11, 9.023552729519173135e-11, 8.805571107026192645e-11, 3.759465024378277208e-10, 9.215110958049095221e-11, 8.805571107026192645e-11, 2.078729222032698858e-11, 8.450515412115452862e-11, 9.023552729519173135e-11, 1.422147245389401763e-10, 2.078729222032698858e-11, 8.341432585327098283e-11
1.957000000000000000e+03, 6.331939313114812840e-11, 1.149123855905531720e-10, 9.331378619122735560e-11, 2.912005871054590621e-10, 9.180292713061361401e-11, 9.331378619122735560e-11, 2.277260907923922361e-11, 6.578533829658150840e-11, 1.149123855905531720e-10, 1.325956000123961086e-10, 2.277260907923922361e-11, 9.049018758690762517e-11
1.958000000000000000e+03, 3.453057098591691012e-11, 1.076207309935937198e-10, 7.863315758672848602e-11, 4.589714307302682137e-10, 8.324644945103852592e-11, 7.863315758672848602e-11, 2.628370692630512817e-11, 3.707395765267823911e-11, 1.076207309935937198e-10, 2.713516350284258475e-10, 2.628370692630512817e-11, 9.299022206251119475e-11
1.959000000000000000e+03, 2.822114020081033606e-11, 8.930415071204541670e-11, 7.213805310738459003e-11, 3.284233634474594211e-10, 7.957675885140152146e-11, 7.213805310738459003e-11, 1.815949149903045936e-11, 3.081220103682425736e-11, 8.930415071204541670e-11, 1.399135645665335205e-10, 1.815949149903045936e-11, 1.095211123257062783e-10
1.960000000000000000e+03, 4.898447260231926447e-11, 9.041044955051972518e-11, 7.396955756024834360e-11, 3.723974379446825120e-10, 8.259574490219465275e-11, 7.396955756024834360e-11, 3.097214041379549083e-11, 5.167742597513515432e-11, 9.041044955051972518e-11, 1.282101780643999932e-10, 3.097214041379549083e-11, 1.358474872599854303e-10
1.961000000000000000e+03, 5.358877400409797146e-11, 9.048167561744695014e-11, 7.098567071557867091e-11, 3.335825723130763959e-10, 8.727660689685461731e-11, 7.098567071557867091e-11, 1.998460410264966653e-11, 5.613027802635340873e-11, 9.048167561744695014e-11, 1.488238002771734173e-10, 1.998460410264966653e-11, 8.985543038795935138e-11
1.962000000000000000e+03, 4.120397758079466202e-11, 9.417006999291317981e-11, 6.805033865975704793e-11, 3.762601931851692428e-10, 6.911050545768804959e-11, 6.805033865975704793e-11, 1.891551529813153175e-11, 4.367804683912285269e-11, 9.417006999291317981e-11, 1.271925728018689253e-10, 1.891551529813153175e-11, 8.431206159391827594e-11
1.963000000000000000e+03, 5.450538504232349676e-11, 9.241214151404557135e-11, 9.598087409828858744e-11, 3.369973584055943256e-10, 7.862716977124661260e-11, 9.598087409828858744e-11, 2.163252865250557344e-11, 5.682377594936036413e-11, 9.241214151404557135e-11, 1.677145131025097235e-10, 2.163252865250557344e-11, 7.806021446712974645e-11
1.964000000000000000e+03, 7.445796483038948668e-11, 9.891458337582476804e-11, 8.999207585142530854e-11, 3.600559774148475104e-10, 8.458307581525934195e-11, 8.999207585142530854e-11, 2.025097027573540542e-11, 7.687582292093056417e-11, 9.891458337582476804e-11, 1.036336683667933445e-10, 2.025097027573540542e-11, 7.961132948624002370e-11
1.965000000000000000e+03, 4.887037253187157932e-11, 8.454428706603225079e-11, 6.867232499522494321e-11, 3.947683476046770731e-10, 6.536872080673025270e-11, 6.867232499522494321e-11, 2.060043120549007405e-11, 5.127984245880487953e-11, 8.454428706603225079e-11, 1.096042513507793737e-10, 2.060043120549007405e-11, 9.439987359343011453e-11
1.966000000000000000e+03, 6.383593041941710767e-11, 9.824832501153991191e-11, 6.662150046206955092e-11, 3.383713108469278279e-10, 7.696355037159048770e-11, 6.662150046206955092e-11, 2.409725460323550199e-11, 6.621693853964200271e-11, 9.824832501153991191e-11, 1.341606412726863254e-10, 2.409725460323550199e-11, 8.564980634522523810e-11
1.967000000000000000e+03, 4.355120223160455184e-11, 8.657740718957460567e-11, 9.488457373614046444e-11, 3.384232172844377329e-10, 7.332376404658572648e-11, 9.488457373614046444e-11, 2.037631214560866985e-11, 4.588529737402405580e-11, 8.657740718957460567e-11, 1.226512986293924973e-10, 2.037631214560866985e-11, 9.454510913839810844e-11
1.968000000000000000e+03, 3.928545591932088868e-11, 9.527208761470548853e-11, 8.554091638066554027e-11, 3.212174203752419420e-10, 8.313893981366234694e-11, 8.554091638066554027e-11, 1.388568269844589303e-11, 4.158076373624902378e-11, 9.527208761470548853e-11, 2.363579920967590154e-10, 1.388568269844589303e-11, 9.608304511262200977e-11
1.969000000000000000e+03, 5.083730605546456489e-11, 9.702019342977624664e-11, 1.096619740554934161e-10, 3.666199610440191851e-10, 5.858402752542774660e-11, 1.096619740554934161e-10, 2.672612509067057575e-11, 5.317994790335073721e-11, 9.702019342977624664e-11, 1.400322711007486914e-10, 2.672612509067057575e-11, 1.006482800807475992e-10
1.970000000000000000e+03, 6.592840777222710450e-11, 9.297780973568332828e-11, 8.297586193723500506e-11, 3.917516061299110166e-10, 6.031849055337091701e-11, 8.297586193723500506e-11, 2.090808028049571333e-11, 6.835280650227884688e-11, 9.297780973568332828e-11, 1.249985982455078906e-10, 2.090808028049571333e-11, 1.184015934255385504e-10
1.971000000000000000e+03, 5.442987872138797366e-11, 1.432024120554804547e-10, 7.119892367080597156e-11, 3.497573662028642687e-10, 7.399720693299489342e-11, 7.119892367080597156e-11, 1.910309941283298636e-11, 5.685981824600307757e-11, 1.432024120554804547e-10, 3.246002213779658997e-10, 1.910309941283298636e-11, 1.248384806638831205e-10
1.972000000000000000e+03, 5.409101791803806294e-11, 1.064157953178815950e-10, 6.932966796131818812e-11, 3.241059407437037567e-10, 8.961948118010853660e-11, 6.932966796131818812e-11, 2.887127417151559458e-11, 5.644208262047800115e-11, 1.064157953178815950e-10, 1.498783860439236161e-10, 2.887127417151559458e-11, 7.415212240720793014e-11
1.973000000000000000e+03, 4.889799603254501444e-11, 7.309913731260761661e-11, 7.179746212020729101e-11, 3.610992097020153399e-10, 7.931671803972062754e-11, 7.179746212020729101e-11, 2.121014107180668070e-11, 5.124000744074665848e-11, 7.309913731260761661e-11, 1.324597198086654153e-10, 2.121014107180668070e-11, 8.199038353472672016e-11
1.974000000000000000e+03, 7.709277857153666039e-11, 8.855587146391823995e-11, 6.188998317538342387e-11, 3.730550299627659018e-10, 8.123833363024038195e-11, 6.188998317538342387e-11, 2.975691398588422561e-11, 7.942894323183820888e-11, 8.855587146391823995e-11, 1.883008229869151678e-10, 2.975691398588422561e-11, 9.353026008005207809e-11
1.975000000000000000e+03, 5.066585282161507743e-11, 8.462098519662754682e-11, 6.611768316300509075e-11, 3.730855444997873994e-10, 1.044285014238821155e-10, 6.611768316300509075e-11, 2.970037967609732468e-11, 5.286545605495692479e-11, 8.462098519662754682e-11, 2.960022380482355106e-10, 2.970037967609732468e-11, 8.036957827164910340e-11
1.976000000000000000e+03, 4.314449123698466726e-11, 9.008130233770460443e-11, 9.159316040189773901e-11, 3.887018072564394077e-10, 9.141145969980473061e-11, 9.159316040189773901e-11, 1.756101486962453498e-11, 4.540631020952599685e-11, 9.008130233770460443e-11, 9.785268803700551848e-11, 1.756101486962453498e-11, 8.715222791875714849e-11
1.977000000000000000e+03, 5.858811211125111081e-11, 9.423680394241226007e-11, 9.922367924571717253e-11, 2.935623305860737035e-10, 8.476542353685961371e-11, 9.922367924571717253e-11, 2.903206652534712376e-11, 6.101063360788462922e-11, 9.423680394241226007e-11, 1.497172827811676529e-10, 2.903206652534712376e-11, 9.753544421187223279e-11
1.978000000000000000e+03, 3.584482684720965670e-11, 9.303815898785762160e-11, 5.682153734201620249e-11, 3.200401907898521557e-10, 8.787038603792422056e-11, 5.682153734201620249e-11, 2.990432644563899035e-11, 3.819554709070879666e-11, 9.303815898785762160e-11, 1.599506442212017033e-10, 2.990432644563899035e-11, 8.869795678103743820e-11
1.979000000000000000e+03, 4.627493200717132890e-11, 9.676124344938629919e-11, 6.046475800943445754e-11, 4.536347415753481423e-10, 7.587822075831332288e-11, 6.046475800943445754e-11, 2.703169933259469461e-11, 4.860005595933156717e-11, 9.676124344938629919e-11, 2.295574957509482822e-10, 2.703169933259469461e-11, 1.066979458335587826e-10
1.980000000000000000e+03, 8.254441336864202404e-11, 9.534396385588160574e-11, 8.868908733608414444e-11, 3.706126744055447916e-10, 7.566642558719829456e-11, 8.868908733608414444e-11, 2.772793939924998341e-11, 8.487442159527781316e-11, 9.534396385588160574e-11, 1.262090199852529975e-10, 2.772793939924998341e-11, 1.019646271025143332e-10
1.981000000000000000e+03, 5.335512987200561688e-11, 1.106032640522008305e-10, 1.056172635242415811e-10, 3.479950997422389686e-10, 7.220279760384768827e-11, 1.056172635242415811e-10, 3.327710217346606998e-11, 5.576141647485550279e-11, 1.106032640522008305e-10, 9.013240312700285641e-11, 3.327710217346606998e-11, 7.383086201588016033e-11
1.982000000000000000e+03, 4.900600453397796026e-11, 8.550845151601773065e-11, 9.302783921775511590e-11, 3.180498462160349977e-10, 6.584720938300593191e-11, 9.302783921775511590e-11, 3.001411358023856922e-11, 5.127554139195070651e-11, 8.550845151601773065e-11, 3.751419578198403880e-10, 3.001411358023856922e-11, 5.935584752310962932e-11
1.983000000000000000e+03, 5.215508590830826116e-11, 7.896155307618594787e-11, 7.729056227533885435e-11, 3.060426374696326726e-10, 5.814010272732053180e-11, 7.729056227533885435e-11, 2.979728446176677768e-11, 5.451691751592298494e-11, 7.896155307618594787e-11, 1.400665845898176265e-10, 2.979728446176677768e-11, 1.037374102514322871e-10
1.984000000000000000e+03, 5.540453756610439986e-11, 1.023477573654307960e-10, 8.244023031462948619e-11, 3.886365604518285328e-10, 9.708371761270903847e-11, 8.244023031462948619e-11, 3.869302832095693525e-11, 5.770760260712550756e-11, 1.023477573654307960e-10, 2.151833988289924327e-10, 3.869302832095693525e-11, 1.099453812523158538e-10
1.985000000000000000e+03, 3.555062159600769633e-11, 1.072641038643284762e-10, 8.945791382524023844e-11, 4.360630536031264030e-10, 9.458578549521956171e-11, 8.945791382524023844e-11, 4.268125900359972004e-11, 3.791042297662291305e-11, 1.072641038643284762e-10, 1.702063356118265023e-10, 4.268125900359972004e-11, 1.027401777294658226e-10
1.986000000000000000e+03, 6.167936116722385369e-11, 1.182337661337671293e-10, 1.084399650854885492e-10, 3.388855854570010385e-10, 9.810968863908568522e-11, 1.084399650854885492e-10, 3.240776694633533100e-11, 6.405631142380644515e-11, 1.182337661337671293e-10, 1.930372589511058588e-10, 3.240776694633533100e-11, 1.036105644179079635e-10
1.987000000000000000e+03, 5.390599241618380603e-11, 1.068293959708105617e-10, 7.710666696959865775e-11, 3.926094700953217796e-10, 9.230121321218131664e-11, 7.710666696959865775e-11, 2.990479766192710778e-11, 5.631987980824816122e-11, 1.068293959708105617e-10, 1.527967334476795045e-10, 2.990479766192710778e-11, 1.081708525128880530e-10
1.988000000000000000e+03, 7.086048549142362393e-11, 1.041945873400076108e-10, 1.061459296544392304e-10, 4.169904734474384668e-10, 9.906539854424376149e-11, 1.061459296544392304e-10, 2.849482139168457418e-11, 7.323260554411453437e-11, 1.041945873400076108e-10, 1.304440653206374665e-10, 2.849482139168457418e-11, 9.542224961130679462e-11
1.989000000000000000e+03, 5.570763715607961138e-11, 1.265997163646866891e-10, 6.909635554441584312e-11, 4.714671923818267865e-10, 9.765592357706878377e-11, 6.909635554441584312e-11, 3.314758074563459070e-11, 5.815576979897285189e-11, 1.265997163646866891e-10, 1.945447846541902922e-10, 3.314758074563459070e-11, 1.294831198961916181e-10
1.990000000000000000e+03, 4.710976268218168439e-11, 1.252334144224334195e-10, 7.492728890990592937e-11, 4.656977647167939609e-10, 9.176351523493490204e-11, 7.492728890990592937e-11, 4.367563237492229139e-11, 4.957226804915953164e-11, 1.252334144224334195e-10, 1.678264391470440683e-10, 4.367563237492229139e-11, 1.339127879722838012e-10
1.991000000000000000e+03, 4.904234442054084194e-11, 1.004463494116798344e-10, 8.024870771937337890e-11, 3.773744389114414183e-10, 7.571680361626084684e-11, 8.024870771937337890e-11, 2.647515655270228847e-11, 5.158424277756808754e-11, 1.004463494116798344e-10, 1.336688107376646132e-10, 2.647515655270228847e-11, 7.494671051466413645e-11
1.992000000000000000e+03, 8.762476281488409399e-11, 1.312618725835357158e-10, 9.572379331574671005e-11, 4.053108832389972361e-10, 8.420531856686059012e-11, 9.572379331574671005e-11, 3.141528179224556630e-11, 9.027495451691466994e-11, 1.312618725835357158e-10, 2.284735855783793494e-10, 3.141528179224556630e-11, 8.602695867557086655e-11
1.993000000000000000e+03, 4.882463345681697325e-11, 1.273998560218825090e-10, 7.353605775433127228e-11, 4.126400276704609887e-10, 1.137383869418493377e-10, 7.353605775433127228e-11, 3.745131967621820825e-11, 5.128030692725706395e-11, 1.273998560218825090e-10, 2.809989608588763444e-10, 3.745131967621820825e-11, 1.001680412171568326e-10
1.994000000000000000e+03, 5.067594922234416531e-11, 1.086063819317909766e-10, 1.087848816815603042e-10, 4.893205531594227514e-10, 8.534938838302483573e-11, 1.087848816815603042e-10, 2.845874293046580435e-11, 5.303172069841641899e-11, 1.086063819317909766e-10, 1.376937305587310480e-10, 2.845874293046580435e-11, 1.318564875225570496e-10
1.995000000000000000e+03, 4.189709295007811287e-11, 1.283500630238550025e-10, 9.977945216057948386e-11, 4.199503131675188609e-10, 6.212648239371702831e-11, 9.977945216057948386e-11, 3.370682466628878227e-11, 4.424180219015705520e-11, 1.283500630238550025e-10, 1.233497888424917512e-10, 3.370682466628878227e-11, 1.235222937490718368e-10
1.996000000000000000e+03, 6.767421735534563257e-11, 9.183910166640515609e-11, 1.043567924933272587e-10, 4.009596941676143688e-10, 8.397156753579826896e-11, 1.043567924933272587e-10, 3.078087722700215919e-11, 6.999219089712365085e-11, 9.183910166640515609e-11, 1.677986120230801792e-10, 3.078087722700215919e-11, 1.256702949857323362e-10
1.997000000000000000e+03, 5.179803482806179967e-11, 1.148125805003416407e-10, 8.875520442116882800e-11, 3.884209338780281063e-10, 1.017195197160981910e-10, 8.875520442116882800e-11, 2.588410617329880762e-11, 5.416384279745399499e-11, 1.148125805003416407e-10, 1.637777198879152735e-10, 2.588410617329880762e-11, 8.481138938191214153e-11
1.998000000000000000e+03, 4.917650432678357831e-11, 1.175050039104318765e-10, 1.273406385637589395e-10, 3.831448710738902948e-10, 9.642746548309694941e-11, 1.273406385637589395e-10, 2.325834168523626212e-11, 5.152840881609153973e-11, 1.175050039104318765e-10, 1.302285827824208304e-10, 2.325834168523626212e-11, 9.815228490055215829e-11
1.999000000000000000e+03, 4.065779242965747877e-11, 1.274784965675833865e-10, 1.240208981218768335e-10, 3.817159517218938556e-10, 1.042996113795871403e-10, 1.240208981218768335e-10, 2.721819704768836178e-11, 4.301952376524368034e-11, 1.274784965675833865e-10, 2.853204509145211057e-10, 2.721819704768836178e-11, 1.253417610415292544e-10
2.000000000000000000e+03, 5.390103052790238501e-11, 1.571479938614064960e-10, 1.045353556144667452e-10, 3.857806366105133852e-10, 7.658409842870303425e-11, 1.045353556144667452e-10, 3.806146536783416580e-11, 5.625152302917639850e-11, 1.571479938614064960e-10, 1.281617784406807610e-10, 3.806146536783416580e-11, 1.280400531507966311e-10
2.001000000000000000e+03, 5.731208535946696957e-11, 1.423078735092019202e-10, 7.161940904498255538e-11, 4.158684737134882287e-10, 8.346159698867579362e-11, 7.161940904498255538e-11, 3.290413106726130378e-11, 5.978846301609352825e-11, 1.423078735092019202e-10, 1.415185835362793462e-10, 3.290413106726130378e-11, 1.055282534657976452e-10
2.002000000000000000e+03, 6.069767665564595601e-11, 1.130513806120156276e-10, 9.941745499095643627e-11, 4.312142185979863341e-10, 9.710328183899999597e-11, 9.941745499095643627e-11, 3.264587873353734070e-11, 6.329709972526855178e-11, 1.130513806120156276e-10, 1.552524707072453929e-10, 3.264587873353734070e-11, 1.345374292791014052e-10
2.003000000000000000e+03, 7.062265978610699895e-11, 1.068125697783526133e-10, 9.565706885976847494e-11, 3.271305653253435980e-10, 1.034719178678812534e-10, 9.565706885976847494e-11, 3.909646839580792257e-11, 7.320868815136821376e-11, 1.068125697783526133e-10, 1.631038305315210699e-10, 3.909646839580792257e-11, 1.433785589889610699e-10
2.004000000000000000e+03, 5.361081397702359894e-11, 1.517403824432276045e-10, 7.978443097557114651e-11, 3.739491924089937515e-10, 8.594659788319408277e-11, 7.978443097557114651e-11, 2.354178702940277574e-11, 5.616958789723157146e-11, 1.517403824432276045e-10, 1.674076354376481355e-10, 2.354178702940277574e-11, 1.245989550882364020e-10
2.005000000000000000e+03, 5.187922273814356622e-11, 1.472290318510212839e-10, 7.624530285790052107e-11, 4.420873354606588879e-10, 9.002779923612107186e-11, 7.624530285790052107e-11, 3.154159914401785155e-11, 5.468582758385529163e-11, 1.472290318510212839e-10, 2.684993854625274008e-10, 3.154159914401785155e-11, 1.154282551241907806e-10
2.006000000000000000e+03, 9.220664006889884245e-11, 1.454669836492367044e-10, 1.021797023364440808e-10, 4.123462044703733432e-10, 9.059822035920304777e-11, 1.021797023364440808e-10, 3.433367492805017062e-11, 9.473592609891476284e-11, 1.454669836492367044e-10, 1.833513046013352011e-10, 3.433367492805017062e-11, 1.053907673311229526e-10
2.007000000000000000e+03, 6.818191936150953520e-11, 1.397734805575800313e-10, 1.410927998654847822e-10, 3.956898003848309878e-10, 8.854983423233743227e-11, 1.410927998654847822e-10, 2.964026176838043603e-11, 7.068776548376922645e-11, 1.397734805575800313e-10, 1.645321706978320780e-10, 2.964026176838043603e-11, 1.490504256148974244e-10
2.008000000000000000e+03, 7.489907264009036391e-11, 1.599264723533883755e-10, 1.128469330546186294e-10, 3.488472067154355868e-10, 8.618859992177922412e-11, 1.128469330546186294e-10, 2.458707104996974002e-11, 7.740153087959146448e-11, 1.599264723533883755e-10, 3.026203747418326925e-10, 2.458707104996974002e-11, 9.483172188138825449e-11
2.009000000000000000e+03, 7.012283386493853794e-11, 1.875436406379950881e-10, 1.156839072306062012e-10, 4.417241435353949986e-10, 8.285323912973564614e-11, 1.156839072306062012e-10, 3.161381041560665289e-11, 7.259906292164425216e-11, 1.875436406379950881e-10, 2.953546430513048353e-10, 3.161381041560665289e-11, 1.230984842050524102e-10
2.010000000000000000e+03, 5.776660284592967027e-11, 1.586626284472186520e-10, 9.519128819121511911e-11, 4.166225734658556718e-10, 9.698904101704109823e-11, 9.519128819121511911e-11, 2.925849869412175108e-11, 6.022665415924961522e-11, 1.586626284472186520e-10, 1.668372079152098317e-10, 2.925849869412175108e-11, 9.241369485111845095e-11
2.011000000000000000e+03, 5.967760270735106043e-11, 1.403341847656812656e-10, 9.518400177290106327e-11, 4.626832625063282983e-10, 7.703017881061805643e-11, 9.518400177290106327e-11, 2.327480688914730644e-11, 6.230842702329655238e-11, 1.403341847656812656e-10, 1.375823847416600225e-10, 2.327480688914730644e-11, 1.252602545563916074e-10
