year, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, MPI-ESM1-2-LR, NorESM2-LM, NorESM2-MM, TaiESM1, GFDL-ESM4, CNRM-ESM2-1, EC-Earth3-Veg, TaiESM1, CESM2-WACCM
1.918000000000000000e+03, 6.866632360337491410e-11, 1.007736898204613291e-10, 8.382116124135640625e-11, 4.377992891605727396e-10, 9.353091008676683344e-11, 8.382116124135640625e-11, 4.374904607724687157e-11, 6.986361982301296014e-11, 1.007736898204613291e-10, 2.259654100142786844e-10, 4.374904607724687157e-11, 9.868479428635827351e-11
1.919000000000000000e+03, 6.574320610312807062e-11, 1.101678136678935215e-10, 9.795748536119724770e-11, 3.779258947838986733e-10, 9.168766603246522885e-11, 9.795748536119724770e-11, 4.366842559245747499e-11, 6.692063851303524547e-11, 1.101678136678935215e-10, 3.263312111777485058e-10, 4.366842559245747499e-11, 1.274858992333245238e-10
1.920000000000000000e+03, 5.458851223195415152e-11, 9.193014666835392782e-11, 7.615534631052387371e-11, 4.493916776433704213e-10, 1.139775331343481752e-10, 7.615534631052387371e-11, 3.074488138733549218e-11, 5.586523758702648048e-11, 9.193014666835392782e-11, 1.920754687739311111e-10, 3.074488138733549218e-11, 1.075131494304624651e-10
1.921000000000000000e+03, 1.018931131868457834e-10, 1.027120573438222922e-10, 8.592282383782452077e-11, 3.183986512802242188e-10, 9.470180243454931793e-11, 8.592282383782452077e-11, 3.430622800801768333e-11, 1.031106907454019998e-10, 1.027120573438222922e-10, 2.058358099035998883e-10, 3.430622800801768333e-11, 9.758263953954799866e-11
1.922000000000000000e+03, 8.243625670366233174e-11, 1.038330518883624081e-10, 9.085977619602307418e-11, 3.805518911862484841e-10, 9.272596105236408768e-11, 9.085977619602307418e-11, 2.699009792355112155e-11, 8.369549609482515842e-11, 1.038330518883624081e-10, 2.224759596883083006e-10, 2.699009792355112155e-11, 8.035862001227661312e-11
1.923000000000000000e+03, 6.814112648689120119e-11, 1.008163234972782861e-10, 9.473632339684094989e-11, 3.633394485752885034e-10, 9.524492421532935437e-11, 9.473632339684094989e-11, 2.213392945044225452e-11, 6.938076668561784011e-11, 1.008163234972782861e-10, 3.682215041339548029e-10, 2.213392945044225452e-11, 1.132008368252979223e-10
1.924000000000000000e+03, 6.244837882003688265e-11, 1.129375658975587124e-10, 8.855197975310907581e-11, 3.966970531305946119e-10, 1.017412213499847340e-10, 8.855197975310907581e-11, 2.127110408509864707e-11, 6.365754797595500622e-11, 1.129375658975587124e-10, 2.732733647683534728e-10, 2.127110408509864707e-11, 8.231399050644952503e-11
1.925000000000000000e+03, 1.070532989708695221e-10, 1.072647878793584326e-10, 7.676579903801940052e-11, 4.417411177819101127e-10, 1.229167890212111614e-10, 7.676579903801940052e-11, 3.439485875383447207e-11, 1.083538772175774926e-10, 1.072647878793584326e-10, 1.952450715369600060e-10, 3.439485875383447207e-11, 9.885571479553493377e-11
1.926000000000000000e+03, 7.708500723743156630e-11, 1.108133157428714538e-10, 7.795688424688415700e-11, 3.435868803738057701e-10, 8.661998336949044212e-11, 7.795688424688415700e-11, 3.262229142068877337e-11, 7.837713557078265525e-11, 1.108133157428714538e-10, 1.477140025059123444e-10, 3.262229142068877337e-11, 9.324643157475220795e-11
1.927000000000000000e+03, 4.803784868502857878e-11, 1.036887502767416831e-10, 1.010839957995184268e-10, 4.439118337704261352e-10, 8.712292811734380523e-11, 1.010839957995184268e-10, 2.477130461176156391e-11, 4.944377073506677904e-11, 1.036887502767416831e-10, 3.732168557761308301e-10, 2.477130461176156391e-11, 1.007262258079864513e-10
1.928000000000000000e+03, 8.033579362826974298e-11, 9.766246022305736914e-11, 9.721503483013862728e-11, 3.939914835990554807e-10, 1.016141096103699813e-10, 9.721503483013862728e-11, 2.331346743224603971e-11, 8.163379999058853586e-11, 9.766246022305736914e-11, 3.829676538073649120e-10, 2.331346743224603971e-11, 7.917474054694161062e-11
1.929000000000000000e+03, 4.231342987667927085e-11, 1.289987205097725462e-10, 9.003332268811444237e-11, 4.800415803986822740e-10, 9.260349687978050818e-11, 9.003332268811444237e-11, 3.813020796406830716e-11, 4.365116959707098804e-11, 1.289987205097725462e-10, 2.130483002889170285e-10, 3.813020796406830716e-11, 1.039545006672880996e-10
