year, IPSL-CM6A-LR, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-LM, CanESM5, TaiESM1, UKESM1-0-LL, MPI-ESM1-2-LR, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, INM-CM4-8, NorESM2-MM, CNRM-ESM2-1
1.912000000000000000e+03, 9.218089435102255758e-01, 5.844242261867927946e-01, 1.021457200027883871e+00, 7.944824188791386188e-01, 6.897049542724504878e-01, 5.303879656409012933e-01, 6.834299961555202474e-01, 4.193245239601465779e-01, 6.000996967192165910e-01, 6.320873976679830530e-01, 6.948837310705804349e-01, 8.801844210731004647e-01, 6.445110230517606675e-01, 6.527569699996006447e-01, 5.765836265435589914e-01, 8.723800857164626388e-01
1.913000000000000000e+03, 8.833909201991151372e-01, 6.025911263742964596e-01, 9.229980711331111642e-01, 6.949371933035510818e-01, 8.005442844912655787e-01, 5.294696440169701646e-01, 5.730796423266568684e-01, 4.781168228056539293e-01, 5.343740317757865732e-01, 6.668544863289534996e-01, 6.560301324996911099e-01, 6.485179867030179679e-01, 6.750945863678022851e-01, 6.278339441815328215e-01, 5.827347235539016568e-01, 7.466683106777689538e-01
1.914000000000000000e+03, 8.831706948815993830e-01, 5.329670505003192282e-01, 9.644273544567917300e-01, 7.084431182043119390e-01, 8.359406778216322831e-01, 3.899104825643351924e-01, 6.210083449100727293e-01, 6.395858329568592238e-01, 5.804453411705668975e-01, 6.756745953964137241e-01, 6.103610286080756175e-01, 8.234122422729491797e-01, 4.208713800265763139e-01, 6.352876922561119244e-01, 5.384329460765595599e-01, 9.972148968104306288e-01
1.915000000000000000e+03, 8.706660943022666022e-01, 5.371616575815244543e-01, 9.784974021299691627e-01, 7.648989805298400668e-01, 8.261922036847515471e-01, 4.986911298133842596e-01, 6.768696058922720749e-01, 5.488652472126295256e-01, 5.507116853897124908e-01, 6.864417519393469780e-01, 6.285799470669373168e-01, 7.913985680999179317e-01, 5.094067750028127284e-01, 7.076210567141801855e-01, 5.127750523099983138e-01, 9.400918395717311471e-01
1.916000000000000000e+03, 9.252138562417909773e-01, 6.242042225007129463e-01, 8.270353426022303278e-01, 7.651331931329702352e-01, 8.241998915919070967e-01, 5.600089714495742887e-01, 5.966034147694420087e-01, 6.259892908651275567e-01, 4.864389293328769126e-01, 7.084648814185656729e-01, 6.226261274240570964e-01, 9.119029554527650072e-01, 5.572724829234450006e-01, 5.577506247231882597e-01, 5.495510517617694379e-01, 9.394626485994486131e-01
1.917000000000000000e+03, 7.787390792972892495e-01, 6.555134631280854496e-01, 8.859297854141967576e-01, 7.734181427885707949e-01, 8.296633607224728202e-01, 5.368468595104446406e-01, 8.367441025451904935e-01, 7.220170743344724862e-01, 4.531574103054976654e-01, 6.282298639814423158e-01, 5.302477034687927970e-01, 8.921362061220834416e-01, 5.894657656247181965e-01, 6.665552736812371259e-01, 6.033455241524381396e-01, 8.258454694607892943e-01
1.918000000000000000e+03, 9.096323394496675929e-01, 5.824686424070717461e-01, 8.814839474434785771e-01, 6.829801149967681395e-01, 7.973762648051436752e-01, 4.568586730372257709e-01, 5.697927463648599922e-01, 5.264571052505703230e-01, 6.615793792671882390e-01, 5.313252556579792785e-01, 5.631888839876276753e-01, 7.188753724412921819e-01, 6.061554854937485359e-01, 5.872371005359424689e-01, 5.816125738039027437e-01, 9.068993083943255318e-01
1.919000000000000000e+03, 8.748704646904337245e-01, 5.364308578019891804e-01, 8.033374376218954671e-01, 8.575477606670892650e-01, 8.508798002690477480e-01, 6.115664164103312705e-01, 5.917301943136844544e-01, 6.374252122426069533e-01, 5.646845696989382102e-01, 7.530152082455789930e-01, 6.240183626110582527e-01, 7.265853302368239230e-01, 6.380361870853958894e-01, 6.204902815220142420e-01, 5.441893707525563562e-01, 7.996064149153483402e-01
1.920000000000000000e+03, 9.138629021947846098e-01, 6.545452543572494175e-01, 9.947160081030422818e-01, 7.792634602375420050e-01, 7.212218057942019200e-01, 5.535797550396864830e-01, 6.181391702762301099e-01, 7.084692451546746872e-01, 5.497878496942943949e-01, 7.521977103690694610e-01, 5.419003013972882865e-01, 7.351968171116994855e-01, 5.318366494998935101e-01, 6.118977076127197767e-01, 6.529240063442592890e-01, 8.273192540709243259e-01
1.921000000000000000e+03, 1.053211885991604202e+00, 6.735180321546597737e-01, 7.637520815920501027e-01, 7.723293791077530113e-01, 7.504580972266735595e-01, 5.044478738753238600e-01, 4.980265107861013840e-01, 4.819159165948612156e-01, 5.759435137836633745e-01, 7.385527931456702389e-01, 6.743360584845919936e-01, 8.419653566374688536e-01, 5.265743046874711286e-01, 6.093681407081672496e-01, 5.886497004061063132e-01, 9.304212106146919625e-01
1.922000000000000000e+03, 8.818648780420801359e-01, 6.275309222208224069e-01, 8.273639649869395374e-01, 8.174571417022195030e-01, 7.488581332077054453e-01, 5.134599805205168899e-01, 6.061889065349289618e-01, 6.539780713032884440e-01, 5.203146023752679428e-01, 6.995292391776744001e-01, 7.300748510655029611e-01, 7.659137688979299474e-01, 5.574633977714181787e-01, 6.012002651079543236e-01, 5.613084027227552841e-01, 1.020329277935425827e+00
1.923000000000000000e+03, 8.771152691308933269e-01, 5.895129926863000858e-01, 8.677035859109399896e-01, 6.782418809193310194e-01, 8.899999257381919771e-01, 5.513389012022027469e-01, 6.285080327572817316e-01, 7.150694424620520628e-01, 5.908787430625287440e-01, 7.599480740644807275e-01, 5.576057101412804640e-01, 7.646961671503066382e-01, 4.404638841029491214e-01, 7.694801573893347291e-01, 4.406538983992385194e-01, 9.516144208483278133e-01
1.924000000000000000e+03, 8.213525046069993785e-01, 6.873398442201904546e-01, 8.719426237364624743e-01, 7.751720502749106512e-01, 8.799974902530623977e-01, 5.363383427024733807e-01, 8.496107549030350592e-01, 8.018631072184396746e-01, 7.002148796170764022e-01, 6.573727257649358835e-01, 6.262289473859724565e-01, 7.067243297297980398e-01, 5.018172688089644895e-01, 6.816420129370647230e-01, 4.158005431205795133e-01, 9.441713568553110614e-01
1.925000000000000000e+03, 8.426875979247024917e-01, 5.551396138657742618e-01, 8.327242246053562225e-01, 7.617035047068781983e-01, 7.567544703002868633e-01, 4.998910439628585500e-01, 6.816843193551564983e-01, 5.287443536457204774e-01, 6.309874679439277934e-01, 5.751420500065826946e-01, 5.457000107381402287e-01, 8.426161679293510121e-01, 6.547186126147479523e-01, 7.593803717003122511e-01, 4.391823272568058933e-01, 9.666305515785087454e-01
1.926000000000000000e+03, 1.049241605744447137e+00, 5.726350917748651570e-01, 7.068395226544835763e-01, 6.468624862920880902e-01, 8.476091461990581388e-01, 4.702677074334696283e-01, 5.969924600417978455e-01, 5.225903626700413307e-01, 5.660957879268140314e-01, 7.004972254974355383e-01, 7.709387761896384639e-01, 9.302244194256272802e-01, 6.392479378583924010e-01, 6.700290803496168346e-01, 5.254050094896811629e-01, 9.135030434055526616e-01
1.927000000000000000e+03, 8.147768279191036633e-01, 6.204924089170846813e-01, 8.559676101461143327e-01, 8.134120456059270587e-01, 8.044894790950199992e-01, 5.281403275589224844e-01, 4.809708995722644098e-01, 5.610886866069146883e-01, 4.917034929066261828e-01, 6.626072473484799774e-01, 6.349940267313791686e-01, 9.864318967127890803e-01, 4.969109351721691104e-01, 6.652035989633325874e-01, 5.364637384523753827e-01, 1.016905092356673368e+00
1.928000000000000000e+03, 9.040788184953005846e-01, 5.996624874640995584e-01, 7.659205850440666818e-01, 9.368940963920758813e-01, 8.380491753549499379e-01, 5.010749811841045398e-01, 6.544133726506902171e-01, 7.321737909179089066e-01, 5.933676693526146462e-01, 6.166751569626757190e-01, 6.290430725145647051e-01, 8.528145027913897058e-01, 4.887708064406340869e-01, 5.979912339567274859e-01, 5.481358138323805251e-01, 9.998590199086029306e-01
1.929000000000000000e+03, 9.267314513170131773e-01, 5.898044818571324122e-01, 6.974644013527926401e-01, 9.050097773984695504e-01, 7.899399562448541356e-01, 6.198183349753955129e-01, 5.855695228261641461e-01, 4.686005066616645842e-01, 5.185155864792612146e-01, 6.390060045142210710e-01, 6.495038302697858645e-01, 8.278997806597382381e-01, 6.436788476826138528e-01, 7.489587257074242777e-01, 4.986870176993635217e-01, 9.635729490639921568e-01
1.930000000000000000e+03, 9.042052621676252011e-01, 6.077844870164136326e-01, 9.497768851674442958e-01, 7.081893942936086095e-01, 8.390642760801516609e-01, 5.370228511107848490e-01, 6.562623947377206335e-01, 5.997313613811806610e-01, 6.695254756293109732e-01, 5.924713711246794023e-01, 6.619216583048469493e-01, 8.408840265702355321e-01, 5.719022145329201168e-01, 6.344787686454685938e-01, 6.049168966126970970e-01, 9.691644492884521345e-01
1.931000000000000000e+03, 7.019763399196251585e-01, 7.154569075371619569e-01, 1.027055805862699733e+00, 8.321454355067920972e-01, 8.326258148133607317e-01, 5.345891634021489036e-01, 6.377447480970476201e-01, 8.868917816025542189e-01, 5.131183526948518425e-01, 5.802960810322814744e-01, 5.326528730493547137e-01, 7.216472720244478944e-01, 4.428650355893402613e-01, 6.109632021271246272e-01, 5.455583662032115200e-01, 1.052490741882774916e+00
1.932000000000000000e+03, 8.756885137237871986e-01, 6.422387557534700031e-01, 8.717758683191825231e-01, 6.988199611637909703e-01, 8.783199956137394127e-01, 5.566856703066316303e-01, 6.209697166761145581e-01, 4.335843181725705930e-01, 5.262804010917145892e-01, 5.963859742712150913e-01, 6.341515577059444464e-01, 7.719274857449393012e-01, 5.665358724161965176e-01, 6.455323758609623486e-01, 5.343578030816540370e-01, 8.457780391450867574e-01
1.933000000000000000e+03, 8.503872134130315841e-01, 5.612930309332916368e-01, 7.208471020103460747e-01, 6.848695204291278538e-01, 7.580008583851680637e-01, 4.265339077853354532e-01, 5.856106863025913878e-01, 5.801443400701283837e-01, 5.465842249120396179e-01, 6.929820530692460956e-01, 5.750800844284903457e-01, 8.230429078189208658e-01, 5.461693448820109653e-01, 6.101246394507964244e-01, 5.532948890433655453e-01, 9.087419966893625078e-01
1.934000000000000000e+03, 9.469904158658629667e-01, 7.703047505442093268e-01, 8.829678305258789051e-01, 8.512294372947191157e-01, 8.766251689848699735e-01, 4.896047797094647547e-01, 5.981357904343369558e-01, 8.572866355992543319e-01, 4.972616229262719623e-01, 6.821207932024929699e-01, 6.422122784838026899e-01, 8.814219832308225477e-01, 5.225377258049676010e-01, 6.361209231029577582e-01, 6.784101066022708570e-01, 9.935325087361455143e-01
1.935000000000000000e+03, 9.182745952219805163e-01, 6.930343887191318109e-01, 8.561928898985152747e-01, 7.073694814103462791e-01, 8.445891413000584658e-01, 5.712953168986554253e-01, 6.693896294488173027e-01, 5.847786011134769035e-01, 5.024386510670871830e-01, 7.329772212034260104e-01, 6.060600222980592200e-01, 9.893223274460296590e-01, 5.624332426160847387e-01, 5.646585089508998623e-01, 5.126471198532790430e-01, 9.416738364111911785e-01
1.936000000000000000e+03, 7.755779679827121686e-01, 6.664044550075611806e-01, 9.138942828290084197e-01, 7.143323831350300024e-01, 8.598312734926079060e-01, 5.611591632663418538e-01, 5.172969876957753677e-01, 6.805460204922981760e-01, 4.722638818138459316e-01, 6.223217422517351993e-01, 7.248180533306636253e-01, 8.074663345448025442e-01, 4.801265118219538719e-01, 6.602163444191065933e-01, 5.159322257007527002e-01, 7.903307906625873791e-01
1.937000000000000000e+03, 1.051472223334975586e+00, 5.288299156021385450e-01, 9.672799689529988365e-01, 6.887954747241015196e-01, 8.147345185396375200e-01, 4.939263685296130246e-01, 5.531638892111390149e-01, 7.527586320591803659e-01, 4.146940131030092958e-01, 6.279660520933778578e-01, 6.370502406561328046e-01, 6.963755875828766539e-01, 5.797889685848818253e-01, 6.388742951178497664e-01, 5.444498334620057056e-01, 1.052155431626578652e+00
1.938000000000000000e+03, 8.460774775755559585e-01, 5.685687810073308812e-01, 7.896690789497187168e-01, 8.131389907666685124e-01, 9.000564211029258299e-01, 4.884990288115858559e-01, 7.571953202689988283e-01, 4.990284476431702809e-01, 4.341958027900830741e-01, 7.345827405762487272e-01, 5.398610961479725079e-01, 7.833381131091169403e-01, 6.267083397664957589e-01, 6.204458730177483394e-01, 5.366342155518438739e-01, 8.900978203471028305e-01
1.939000000000000000e+03, 9.207725246722043844e-01, 6.077158195788793238e-01, 8.358056367037722811e-01, 7.365801473500593888e-01, 9.558708130818056592e-01, 5.121742172444835317e-01, 6.042182633283835758e-01, 5.280632664048653391e-01, 5.327234559652730406e-01, 7.043159581142975911e-01, 6.545389756721212704e-01, 9.174163574969599333e-01, 4.985376656175855015e-01, 6.077380446318261242e-01, 5.891786609854052781e-01, 1.059619731351263860e+00
1.940000000000000000e+03, 7.504155055355290482e-01, 5.891505142731781053e-01, 7.803811491546287504e-01, 8.333437142004515019e-01, 8.847520757692084459e-01, 5.505918242139093977e-01, 6.664713901402534724e-01, 5.632118628712021735e-01, 4.891163865830151503e-01, 7.283434192390778605e-01, 6.694334352583649617e-01, 9.267804562033736815e-01, 6.583561531709135606e-01, 6.081961113363353322e-01, 6.322061103324873033e-01, 9.849861549882333867e-01
1.941000000000000000e+03, 9.480638384232077387e-01, 6.415101019966844564e-01, 7.579473079283786108e-01, 8.086085352828911166e-01, 7.370410473545279118e-01, 5.187000938906064507e-01, 6.018001110219558525e-01, 5.378422329975952598e-01, 6.530431263493118310e-01, 6.425406655683566504e-01, 6.838372196770043931e-01, 8.519915424051490715e-01, 4.762035590260682572e-01, 6.688428119724597609e-01, 5.002721548490562942e-01, 1.032278442444282796e+00
1.942000000000000000e+03, 1.057646572157222353e+00, 6.649770302878887929e-01, 9.891658630428290522e-01, 7.396103634912449820e-01, 7.644260760589869363e-01, 4.590620740698694302e-01, 5.152352021501034329e-01, 5.115260882707957091e-01, 5.228846822474071399e-01, 6.859504445748754176e-01, 5.319105411798970007e-01, 6.516171848747367434e-01, 7.191005602239333161e-01, 6.862026864358103939e-01, 5.718026195106065135e-01, 8.808368559247836682e-01
1.943000000000000000e+03, 1.053044203367347942e+00, 7.508820889550489319e-01, 7.715892008599771756e-01, 7.270107517108571615e-01, 8.030258865007420255e-01, 5.516073269144942115e-01, 7.771115523999855279e-01, 7.838998673839129294e-01, 5.828658942710115420e-01, 5.461623622516729171e-01, 5.544262908780066557e-01, 8.523918486626697044e-01, 6.577201386415596485e-01, 6.662155770899407248e-01, 5.794382432003701844e-01, 9.856924405079593443e-01
1.944000000000000000e+03, 8.749448411444447071e-01, 6.458101164472433986e-01, 8.340994545451090314e-01, 7.285597864124757628e-01, 7.002706847956572389e-01, 5.349350484225551261e-01, 6.014207672689197981e-01, 5.783160556090413129e-01, 6.484220668257518749e-01, 6.500367068716890184e-01, 6.362583088576474477e-01, 7.613535629418690664e-01, 4.868186319542119334e-01, 6.434650656769584920e-01, 4.570146178377665902e-01, 1.103892382464673805e+00
1.945000000000000000e+03, 9.542710801370399842e-01, 4.723085752889234490e-01, 9.315479665865926684e-01, 8.722454513151068900e-01, 7.428016960320386053e-01, 5.326773561962296899e-01, 5.948287575942671213e-01, 5.244606314421387250e-01, 6.359103180088266916e-01, 6.742404373160398867e-01, 5.469256564452247282e-01, 8.798885630520615342e-01, 6.142908162181797138e-01, 6.908223279144511952e-01, 6.317228593661793346e-01, 9.706097244579804384e-01
1.946000000000000000e+03, 8.966880283172190547e-01, 6.173185451636264975e-01, 8.395720743127613739e-01, 7.500571264163586882e-01, 8.566389056010870195e-01, 5.238946331331670869e-01, 6.308906843584168866e-01, 5.403944238316515936e-01, 5.586040560840915825e-01, 7.602231586917538309e-01, 6.045005297933716548e-01, 7.385713696900718661e-01, 5.272650222849603052e-01, 6.189900049099977819e-01, 5.568788283177279475e-01, 9.443138997458450090e-01
1.947000000000000000e+03, 9.025723277034611858e-01, 7.127129447525559769e-01, 7.756335384307737613e-01, 8.153448310913313790e-01, 6.948703353315603959e-01, 5.231517976228760025e-01, 5.757127026721835517e-01, 6.560743414349767821e-01, 6.510137073797779284e-01, 6.320878269748468892e-01, 6.097808998023488414e-01, 7.014363658439769500e-01, 4.871766558157757387e-01, 6.192529551741448035e-01, 6.165517805082554315e-01, 9.299285334972307027e-01
1.948000000000000000e+03, 8.304853019610224374e-01, 5.886035785841008394e-01, 9.444620558588502357e-01, 8.400685207643543428e-01, 6.817259168402804992e-01, 5.060746737076929902e-01, 6.213004249541751456e-01, 6.887145881087155530e-01, 4.749345305558241859e-01, 6.089817828358372598e-01, 6.909597198882513336e-01, 7.548334235426543692e-01, 5.202268844290051097e-01, 7.598454756896275697e-01, 6.165884561065663183e-01, 9.388089346672752189e-01
1.949000000000000000e+03, 9.371241159755407946e-01, 6.729629683242205340e-01, 9.117018835527442855e-01, 8.697753215167496332e-01, 9.185850000097637302e-01, 5.306288214527645763e-01, 8.203010407538050552e-01, 5.609291719871810633e-01, 4.760615465924242229e-01, 5.944400674617213998e-01, 5.233762546018176920e-01, 1.023653996460564208e+00, 7.326579473553610500e-01, 6.238000054751509094e-01, 4.529308576495689742e-01, 9.401308909262771074e-01
1.950000000000000000e+03, 7.586671455510423101e-01, 6.756316356017952884e-01, 7.980146428889041132e-01, 7.408361665237689353e-01, 7.927552113442878357e-01, 5.833137519978404129e-01, 5.922611909600697944e-01, 4.735459718784090222e-01, 4.988641478829632381e-01, 6.718141192705788800e-01, 5.925451971924419192e-01, 9.656105343098427829e-01, 6.761962127663514455e-01, 7.070824455942837927e-01, 5.905668409742228508e-01, 8.198424284571456111e-01
1.951000000000000000e+03, 9.244424656833475362e-01, 6.986703730838975668e-01, 9.182159037996993067e-01, 8.197561192092850391e-01, 6.976705660023335698e-01, 6.207868535882344885e-01, 6.704440357909033921e-01, 6.828536317403381961e-01, 4.444182423101048496e-01, 7.625738957775889393e-01, 6.626913424286033916e-01, 8.111311058233239280e-01, 5.394230163342923490e-01, 6.883593672280334808e-01, 5.795036326442304375e-01, 1.090075966270045216e+00
1.952000000000000000e+03, 7.617259087559191677e-01, 6.875750950670328487e-01, 8.517703975719458365e-01, 6.659027152039909137e-01, 8.899609839938559253e-01, 4.339925467729824904e-01, 5.826221847614784233e-01, 7.401858004676903358e-01, 5.992214895626631899e-01, 6.609967966863902200e-01, 6.488986216414486252e-01, 8.516208397678500797e-01, 5.730916515008401824e-01, 7.171891639867704615e-01, 5.382936047836875959e-01, 9.170175276868250958e-01
1.953000000000000000e+03, 8.685026154530328668e-01, 5.401602887071274006e-01, 7.686607319774746427e-01, 6.950559057863259227e-01, 7.480573739307266878e-01, 4.342962761243478464e-01, 5.246919243209389183e-01, 4.844299818441483718e-01, 6.248994188419877416e-01, 5.133543209102385818e-01, 6.376388138919344417e-01, 8.642853667667219630e-01, 6.311662082421929387e-01, 5.718565491508030840e-01, 5.146307776807172996e-01, 7.859029233495423705e-01
1.954000000000000000e+03, 9.183072459941287180e-01, 5.692957790881929547e-01, 9.616410402685989789e-01, 8.911781977661470400e-01, 8.095891772357901583e-01, 5.358235498790241413e-01, 6.209370012979129605e-01, 5.592953289408499895e-01, 7.843982420956610024e-01, 4.716019807237409878e-01, 5.750619984228716453e-01, 7.633385783993055229e-01, 5.964931197305799460e-01, 6.713292202578529100e-01, 5.477030730095379107e-01, 8.907271048937364100e-01
1.955000000000000000e+03, 1.085818168277370654e+00, 7.141966223092607313e-01, 7.709130539683556327e-01, 8.918471343007132734e-01, 6.792308114115710449e-01, 6.061120120045959681e-01, 5.947628504365582991e-01, 7.717630402719526383e-01, 5.419082942053055074e-01, 5.826282303646456162e-01, 7.075114065171324018e-01, 8.978861955777523995e-01, 5.098119436330604826e-01, 6.157474220534703280e-01, 4.968836396426919988e-01, 9.545173762241189186e-01
1.956000000000000000e+03, 8.834546590769304375e-01, 7.040148470368444711e-01, 8.227502432076313488e-01, 9.561373612333762262e-01, 7.926059599602020000e-01, 4.746500117081104975e-01, 6.463521587984147887e-01, 7.365323451568162039e-01, 4.375908386736385713e-01, 6.251837769511220388e-01, 8.848052047738037551e-01, 9.311634009569704773e-01, 6.471366324014874438e-01, 6.445255723528894309e-01, 5.594847812005134813e-01, 7.042962622906533410e-01
1.957000000000000000e+03, 8.747197587218785708e-01, 7.462847466608705238e-01, 8.594164477278513070e-01, 6.994219500805867185e-01, 8.101317849931356507e-01, 4.739539258179128467e-01, 6.494272937859825179e-01, 5.806940286991270073e-01, 5.466783950154252558e-01, 6.232368986779850406e-01, 7.652897579781287041e-01, 8.503665482766679107e-01, 5.550545120375341979e-01, 6.292105767397667693e-01, 4.381348570397175513e-01, 9.294552007418105388e-01
1.958000000000000000e+03, 8.731219415731791278e-01, 6.438111939103197123e-01, 8.473703739891625952e-01, 8.884709734927453972e-01, 8.542106069048028827e-01, 5.974717655567481911e-01, 5.051168770202172364e-01, 4.888668488682330060e-01, 6.209094701884592116e-01, 6.138239583669873323e-01, 5.808388725665142305e-01, 6.814164969906897351e-01, 5.305934317151524970e-01, 7.293620682318439075e-01, 5.810653781419024000e-01, 9.428884546595877048e-01
1.959000000000000000e+03, 7.683602661460712246e-01, 5.143239653574998016e-01, 8.452094149465291251e-01, 7.457865215071644016e-01, 9.738772302509720591e-01, 5.831656063469579099e-01, 5.413523393808693518e-01, 6.304139018105167080e-01, 5.286773670608506670e-01, 6.489099778746814096e-01, 5.868757614351434171e-01, 8.296560976021257749e-01, 5.825848307561969364e-01, 6.224374790980259364e-01, 5.683439438210549088e-01, 8.554574121365672301e-01
1.960000000000000000e+03, 8.979822929538472387e-01, 5.748613822250948635e-01, 7.132077642594771838e-01, 7.965113675744478483e-01, 7.778209787623122651e-01, 4.722561905782214353e-01, 6.789649811101380328e-01, 5.606136317700396443e-01, 5.470583555190837721e-01, 5.967242992848111882e-01, 6.374313125143055148e-01, 9.175591554583589771e-01, 5.350193541023572363e-01, 7.101861887480913627e-01, 5.787517018675842895e-01, 9.180338720026719468e-01
1.961000000000000000e+03, 9.334618210160013918e-01, 6.519146179568438004e-01, 8.520993651860846452e-01, 7.513712254310028760e-01, 7.778516047514905107e-01, 4.582470740314331104e-01, 6.082004730247080326e-01, 6.040904213901659991e-01, 4.550914957084591372e-01, 6.343786657782356508e-01, 5.739754386541765507e-01, 8.517023026062442437e-01, 6.423247538081050534e-01, 7.023178514653718452e-01, 6.280342034814615504e-01, 9.368478906141586293e-01
1.962000000000000000e+03, 1.082892594546601917e+00, 5.487908998927468751e-01, 9.762828195588497682e-01, 7.686518202980494596e-01, 9.126651950141793090e-01, 5.038788432967360453e-01, 6.209632349368465754e-01, 5.872680468906713580e-01, 7.827551901948756052e-01, 6.811581262037763596e-01, 5.788983496918993499e-01, 7.116114299981822766e-01, 5.656431408559500218e-01, 7.146458609484602764e-01, 6.086400998238959970e-01, 8.598311369835723861e-01
1.963000000000000000e+03, 9.307463253932399816e-01, 6.624053543052869086e-01, 8.181042188471124854e-01, 7.935049837251150207e-01, 9.106949030190971683e-01, 5.386300802670738186e-01, 5.593232714606958256e-01, 5.455188525583876125e-01, 5.971198077951910266e-01, 5.258598906700734377e-01, 6.940961480535248196e-01, 7.449906813123666760e-01, 5.397792540529907646e-01, 6.232143839360949622e-01, 5.701037439373309867e-01, 9.738317554025757161e-01
1.964000000000000000e+03, 9.631434630596161783e-01, 7.666849405904641035e-01, 7.331465546172167835e-01, 8.599523973009052247e-01, 7.718483187079443475e-01, 5.627648375530405200e-01, 6.853503211748033230e-01, 7.106611528264628053e-01, 4.467400754087630932e-01, 6.206113964505638458e-01, 6.974847859644345283e-01, 9.303739219801828719e-01, 6.560260780268033498e-01, 6.192051494620884888e-01, 5.746888999256585251e-01, 1.048720622757453258e+00
1.965000000000000000e+03, 9.306408809682918948e-01, 6.667952075399602441e-01, 9.032331228288622560e-01, 8.234013065887423322e-01, 8.451709585111601974e-01, 5.871705909129329992e-01, 7.138261695428957943e-01, 6.300433569185691640e-01, 6.535795523335710122e-01, 5.765429716045360475e-01, 8.259879323266469120e-01, 8.566462808974265597e-01, 6.061610666231795896e-01, 6.908189397763704331e-01, 5.511344240461829580e-01, 8.211109324407844801e-01
1.966000000000000000e+03, 8.017833216048688705e-01, 7.350234768089591864e-01, 8.163293389019729007e-01, 7.672888660467269695e-01, 7.335367920979734002e-01, 5.451239038384142477e-01, 7.398318806769323963e-01, 4.908855205469942473e-01, 6.041043453472071389e-01, 6.003616582231475762e-01, 6.647027282223710865e-01, 8.105988228692364572e-01, 5.526554575257350832e-01, 6.066677955344691453e-01, 4.971545816988754418e-01, 9.234577348001522523e-01
1.967000000000000000e+03, 8.107963653147802763e-01, 7.154558732291942391e-01, 7.433568045865226459e-01, 8.530712282006635006e-01, 9.456925322337182971e-01, 5.080669183581401072e-01, 5.431407274214345993e-01, 6.194168001464468443e-01, 4.364226015670967795e-01, 7.142105855182325769e-01, 7.638249490180941681e-01, 7.359564392592520266e-01, 5.268468832940433888e-01, 6.710986366640214751e-01, 4.256884521223348594e-01, 7.978645152353394110e-01
1.968000000000000000e+03, 9.214474244118561197e-01, 6.204055545854022524e-01, 8.190086270227372456e-01, 6.619805215615518490e-01, 8.489243526012545393e-01, 5.078657881464236912e-01, 8.076135767619758710e-01, 7.786861959360579233e-01, 6.371315346919501632e-01, 7.885669961005563611e-01, 7.012301940121449251e-01, 8.830367717106036851e-01, 4.952298568928145683e-01, 6.997575139489490281e-01, 4.043351389026048626e-01, 8.288698447234207345e-01
1.969000000000000000e+03, 9.389548532779784518e-01, 5.964565381609275851e-01, 1.041249764204216222e+00, 6.838747173469892360e-01, 7.658367470191909110e-01, 4.735543903423512502e-01, 8.028962533934812518e-01, 5.852923890695307385e-01, 5.581676227276016755e-01, 5.873444322708709642e-01, 5.804630020251991818e-01, 8.317968827904558271e-01, 6.237764120801403411e-01, 6.252960803612940266e-01, 4.394255484834408976e-01, 9.496566281872086401e-01
1.970000000000000000e+03, 9.784091956834970460e-01, 5.899743656517076884e-01, 8.603965153503022600e-01, 8.646417548843260414e-01, 7.564575388435748060e-01, 5.989187948161381891e-01, 5.542797118322183580e-01, 7.408115063802255262e-01, 7.144027730012830757e-01, 6.652776184373495605e-01, 6.488458144137775330e-01, 7.939441824693140859e-01, 6.092863144209953452e-01, 6.108425318100993984e-01, 5.420485017001127614e-01, 1.089741968148732809e+00
1.971000000000000000e+03, 9.379040563214965376e-01, 5.336119853778606981e-01, 8.445463262256732717e-01, 7.007442459345710750e-01, 8.508620950960644747e-01, 5.915334338279880644e-01, 5.999932791470989901e-01, 7.327719607992453366e-01, 5.940857628000354440e-01, 6.267020042415694103e-01, 9.021688670812230137e-01, 8.167569031936074975e-01, 4.214762448984907817e-01, 6.209968394013066773e-01, 4.848558046113090603e-01, 1.098712588382166011e+00
1.972000000000000000e+03, 7.982953049006684676e-01, 6.327242930247768404e-01, 1.022709263316902373e+00, 7.136348748593086544e-01, 8.861047560981307747e-01, 5.424310590890649708e-01, 5.356430086895093146e-01, 5.215916937593824132e-01, 5.264650470847601627e-01, 5.808691068377347388e-01, 7.334631322666743669e-01, 7.321138641387892054e-01, 6.633341736120379473e-01, 5.337068327037263193e-01, 5.676147144593234328e-01, 8.091830711423679823e-01
1.973000000000000000e+03, 9.644532302298800541e-01, 7.424462555707824762e-01, 8.888940098894795305e-01, 8.591393791834499583e-01, 9.031334421067380713e-01, 5.384460233031069798e-01, 8.116253885892987796e-01, 7.025938837715018925e-01, 5.190630210155993129e-01, 6.116685710312104174e-01, 7.364339874876950631e-01, 7.224901170018489527e-01, 6.861034061305174570e-01, 5.797912063031316343e-01, 5.604759881678255118e-01, 8.874780909566157838e-01
