year, CNRM-ESM2-1, INM-CM4-8, UKESM1-0-LL, MIROC-ES2L, TaiESM1, INM-CM5-0, GFDL-ESM4, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-MM, MPI-ESM1-2-LR, CESM2-WACCM, IPSL-CM6A-LR, EC-Earth3-Veg, CanESM5, NorESM2-LM
1.912000000000000000e+03, -5.099204552013365983e-03, 2.671548257900127274e-02, 3.946037122210500903e-02, -8.587209971737631495e-03, -8.284208349672424199e-02, 1.229325104924623435e-01, -1.251781758297951588e-02, 7.155314865870557317e-02, 1.263647617268886247e-01, -9.687210486470613710e-03, 1.075727373542490622e-02, 8.261289864755723411e-02, 9.778186839963206103e-03, -4.705161780728406989e-02, -1.594686797612730050e-02, -3.970115812335307109e-02
1.913000000000000000e+03, 1.734080010249439488e-02, 8.451115707324501070e-02, 4.401068384110044113e-02, -1.339205543075834282e-01, -5.134181195651691537e-02, -4.784849980690630139e-02, -3.696016456623895264e-03, 8.921966040517355021e-03, 3.767179216275423626e-02, 1.571245226390719299e-02, 4.062028603101572322e-02, -6.445474662302115359e-04, 2.503267634641723541e-02, 1.801475396862578238e-01, 9.168040498037507979e-02, -5.829294909521270940e-02
1.914000000000000000e+03, 6.503779527982718467e-02, 4.090790160625283611e-02, -6.252142563615368381e-03, -4.342388232087935479e-02, 5.619735989949391219e-02, -5.706715684342876516e-02, -3.329853426417498513e-02, -4.707345026436188240e-02, 4.119498856358854572e-02, 9.352841342880929137e-03, -1.766630987462126934e-02, -2.718834269669869255e-02, -3.048741197503222061e-02, -3.559890735558799979e-01, -3.972933426671401008e-02, -3.396780053965109403e-02
1.915000000000000000e+03, 3.015875988000212005e-02, 1.094445204311645659e-01, 2.959345454200046702e-02, -3.069381067134810404e-02, 3.073486763945405473e-02, 1.651262898157391038e-02, -4.546057698259459157e-02, 2.723698605000264908e-02, 1.827105754373914426e-02, -1.264448290656896255e-02, 7.508235674088618861e-02, -8.341460252970583911e-02, -1.860655326667302531e-02, -4.390321503558616834e-01, -1.922326857648383805e-02, -3.460631716064777041e-02
1.916000000000000000e+03, 2.169013974849872545e-02, -2.153312084184218558e-02, -3.542017042699327489e-02, -5.488214512288007094e-03, -5.906191971401726637e-02, -4.814730136891905155e-02, -3.232859751645601742e-02, -1.504857774305125642e-02, -2.516751706665997304e-02, 3.664287633374010977e-02, -3.587584516027601811e-02, -1.987043944674408286e-02, 6.211973212349816004e-02, 9.682630746756139273e-02, -2.029511540662661678e-02, 1.572704955027198412e-02
1.917000000000000000e+03, 2.804855592496484709e-02, 4.383005374369149804e-02, -8.151307558820475307e-02, 8.150989534427503791e-02, 1.339632651326438072e-02, -3.564312917984983203e-02, 7.134123343012359862e-03, -5.713093646881998305e-02, -6.862950931234301777e-02, 2.825098676139689916e-02, 1.686153544116355055e-02, 4.949558744140618999e-02, -5.206677309563528810e-02, 5.066122952408084190e-01, -1.066893374867293742e-01, 5.795562284639164258e-02
1.918000000000000000e+03, 3.413574945851909764e-02, -1.056537748559578938e-01, 1.134385331333557373e-02, -9.848051144650796229e-02, -1.252829996087698357e-02, -1.574678854316161059e-01, -5.260474763542839077e-02, -1.137416544987182032e-01, -7.475312458814828594e-03, 1.877576238814386914e-02, -9.939986095108192810e-02, 3.493677822927259563e-02, 4.097817863083674100e-02, 1.963501031407020869e-01, 3.807304400942710526e-02, 4.118277770311077235e-04
1.919000000000000000e+03, 3.326181098462289293e-02, -4.436141958505174232e-02, -4.228871292984490333e-03, -1.828715494585911594e-01, -3.211001842102231829e-02, 1.657441818155450663e-01, 8.721158517020804329e-03, -2.972687694462892039e-03, 4.234816589863439097e-03, -1.548495069265112649e-02, -1.030157450068307570e-02, -5.039322919003207113e-02, 3.746724480318019187e-03, -6.541172294362211648e-02, 2.004355277614974090e-02, 1.962152323968587714e-02
1.920000000000000000e+03, 4.286906232173494369e-02, -5.123290339999819754e-02, -4.363684302834957424e-02, -8.462439089077772314e-02, 4.678103332076326282e-02, -4.114854361888989343e-02, 1.761080395324310030e-02, -1.649325604226575467e-02, 1.901399723398864913e-02, 4.143872211718119952e-02, 5.706717435608805317e-02, -3.002622045601307729e-02, 4.306830099234435633e-02, -5.199886944568487407e-02, 3.570209976818651543e-02, 1.255337523558411675e-02
1.921000000000000000e+03, 2.798989787805930204e-02, -1.050066327195810362e-01, 5.725759271094711667e-02, -9.822522938467904280e-03, -2.157884675911431183e-02, 1.323299461397516030e-01, -3.639321838527845299e-02, 3.754002262985878247e-02, -1.781767670214319532e-02, 5.833563216886866742e-02, 2.083027208317402013e-02, -7.374731278773416498e-03, 2.601157669736818209e-02, -1.448319028492618954e-01, 9.636581945041444719e-02, 5.705317481757975207e-02
1.922000000000000000e+03, 3.242268219533913504e-02, -1.078680849605360981e-01, -4.373237980303686795e-02, -6.063560598309058504e-03, 6.208763059703493407e-05, 6.845174072260924725e-02, -1.445779477032859209e-02, 1.231489126951048341e-01, 3.046045559090524574e-02, 3.636117374373384892e-02, 8.118246291002582937e-02, -3.558605882250350742e-03, -3.816312854159997769e-02, -1.317886690038848618e-01, 2.707110414372485702e-02, 7.659712208973805392e-02
1.923000000000000000e+03, 6.945256098682842105e-02, 2.827803257674751936e-01, -3.720434173392579702e-02, -7.809632904868550607e-02, 5.248185105245116444e-02, -1.646342899530742199e-01, -5.885692900757615031e-02, -8.307317681432836720e-02, -7.300614871216813684e-02, -1.067943779019840805e-01, -2.018396555720715357e-02, -1.559819795940892845e-02, 4.053455531559517510e-04, -3.287843725689684748e-01, -3.068518572249699997e-02, -7.371971928079276357e-03
1.924000000000000000e+03, 3.100329808351124858e-02, -8.442761366027846937e-03, 5.427049090687083299e-02, -3.663498132801873419e-02, 5.594443822864659382e-02, 5.096878790332685233e-02, -6.901903362887199488e-03, -6.938040823331538542e-02, 2.061102452351685696e-02, -4.525650442527043987e-02, 8.398742996249033976e-02, 5.792865983274855801e-02, -2.158385395931683784e-02, -1.617370790331829067e-01, -1.200898564564623489e-01, 1.659177162822300308e-02
1.925000000000000000e+03, 4.034748374324242937e-02, 2.358284161440750426e-01, 3.521175689571649781e-02, -1.724567123899186857e-02, -7.040387458468605475e-02, 1.683562964461786035e-02, -1.403813885839126641e-02, 2.710480933917183352e-02, 6.566203645083255880e-02, -3.436992148204262576e-02, 2.261738585502653942e-02, -1.089677610826579037e-03, 3.045379289805085626e-02, 3.522059562504997743e-02, -4.990817688489770226e-02, -3.456231529843770828e-02
1.926000000000000000e+03, 6.842942209800513542e-02, 8.102149771241520804e-02, -2.197844253951869442e-02, -6.762621882439892596e-02, -8.686237835055864165e-02, -2.231378953409534072e-01, -2.428738375736590877e-02, 1.571688423000016516e-02, -2.954535103856698389e-02, 6.262951431097614485e-02, -3.223063504902336923e-02, 5.069505952284713733e-04, 4.630098311438925196e-02, 3.042174548391917699e-01, 6.245363473070283250e-02, -2.251590969375781570e-02
1.927000000000000000e+03, 8.110884832922321541e-02, 3.805782195835308995e-02, -4.656554263351718459e-02, 9.755052086588444915e-02, 2.624630627212601319e-02, -5.609108899938324705e-02, 3.040358102138015703e-02, -4.051332470253752455e-02, -3.277559016902031885e-02, 1.623219190353061489e-02, 5.167410355958729912e-02, 2.842206567223481278e-02, -3.449175474716025674e-02, 1.410234068006793184e-01, 8.454091537961465341e-02, -3.226622295626081771e-02
1.928000000000000000e+03, 5.767432426528099759e-02, -1.909660584447895812e-02, 7.671696388491189289e-02, -3.909631711951410543e-02, 1.030055315966105639e-01, 2.280029434243296405e-01, 1.265105028802089061e-02, -2.756427344173728936e-02, 1.770958818748833916e-02, -1.003188272223863413e-02, -9.635909630249862856e-02, -5.630958704527980196e-02, 7.975687865804159671e-03, -3.108336584055835794e-01, -2.703473796940184318e-02, 4.928700178329270543e-02
1.929000000000000000e+03, 1.477078660538741657e-02, 1.075113292186066216e-01, -9.021187037991802715e-02, 5.071736644356293622e-02, -7.076585060531492832e-02, 9.119417229303269923e-02, 1.800273337306737900e-02, -4.803350797824526563e-02, -3.574623065787950471e-02, -2.012257881984877775e-02, -8.779480931244923458e-02, -2.870206406925397344e-02, 9.417724157055554907e-03, -1.137871191587734310e-01, 2.087337985698346776e-02, 1.032170617678051239e-01
1.930000000000000000e+03, 7.419111042030832048e-02, 1.436684874353741891e-02, 8.723033002292980564e-02, 3.319717145054874863e-02, -7.147664310512348573e-02, -1.423187203534183043e-01, 1.918412959834602666e-02, 6.584043403714456323e-03, 4.362811824164523206e-02, -6.174266862147591360e-05, -3.851803177712737059e-02, 3.667771956657017718e-02, 1.071317034929065472e-02, 2.597681055139840489e-01, 2.744135571103223283e-03, 4.521706675012352600e-02
1.931000000000000000e+03, 8.099384735114646683e-02, -9.087230927354741916e-02, -1.162530874941072705e-02, -5.530048953246478882e-02, 1.279161824416613358e-01, 1.702428334119193143e-01, -2.217369025014109124e-02, -2.020265715844189736e-02, 7.188019303896027445e-02, 9.819498823424947787e-02, -5.408785726168716113e-02, 7.787880207228421725e-02, -5.696428014310721266e-02, -1.337838260422507253e-01, -6.768777557689159563e-02, -1.935151703335099768e-03
1.932000000000000000e+03, 9.266450758373714902e-02, -1.088924858453842320e-01, -7.619286556415696965e-02, -3.180779042651413983e-03, -2.563517747182766579e-02, -1.424206854097838926e-01, -1.197266979660768782e-02, 3.550367300905501317e-02, 7.697943860325213994e-02, -1.769730763768588219e-02, 1.930821574321708034e-01, 5.139274512656547694e-02, -9.842716266079539963e-03, -2.624421139306067352e-01, -2.500474180550201452e-03, 1.063609262213210428e-02
1.933000000000000000e+03, -5.797176736581847317e-02, -8.261955170732082632e-03, 3.107322653986934954e-02, 4.507289544553184923e-02, -6.583839642918287716e-02, -6.522852530312216179e-02, -1.092350562175223860e-01, 3.540277846260168199e-02, -4.457349120379448804e-02, -2.949840681014942109e-02, -1.073557801595485944e-01, -3.239786923351554992e-02, 2.255659685473713691e-02, -1.028834323262168421e-01, -5.161657115756400176e-03, 1.435555026284676162e-02
1.934000000000000000e+03, 5.500731410736759731e-03, -9.999167520468044135e-02, -5.203242478111636676e-02, -1.028007956339678231e-01, 8.920436254872186888e-02, 7.369210136656842436e-02, -2.989868898231147487e-02, -1.096491520248154272e-01, 1.390148796833797114e-02, 4.168077172404583558e-02, 1.723621699083474901e-01, 4.161370342518695697e-02, 6.834550864098047629e-02, -2.071397539929551723e-01, -9.222531940066672901e-03, -7.407037923752994579e-02
1.935000000000000000e+03, 9.214912821923071373e-02, -1.479096525875020496e-01, -1.277784654652928953e-01, 1.558247299508934702e-01, -6.921606986765329456e-03, -1.213515636253810898e-01, -3.637251341939558291e-02, -4.378986657125674697e-02, 5.432779305200047086e-03, 3.107112699923656948e-02, 4.114766111182156967e-03, -5.201440757078391874e-02, -9.056683126944943540e-03, 1.401889381432185611e-01, 1.225881021768028198e-03, -7.255146085438582068e-03
1.936000000000000000e+03, 4.713762926763193778e-02, -2.701219924475584122e-02, 4.040869517669349459e-02, 8.611551493206751062e-02, -2.464211955826867487e-02, -9.182717758267598673e-02, 9.685097588481274766e-05, 5.735452204763109157e-02, 7.180498539861449384e-03, -4.341948329970993919e-02, -3.704212363280418897e-03, 1.004369455464248773e-01, -3.511737385251970794e-02, 2.793929716178191955e-02, 7.595492977013841573e-02, 4.784989103247884457e-02
1.937000000000000000e+03, 4.481024982477205265e-02, 6.490358264799452222e-03, -1.086867644753176515e-01, 4.264798497535113309e-02, 3.021636666599826146e-02, -9.748274970943586470e-02, 3.681756791215883614e-03, 3.483893535909620559e-02, -1.222995070366563776e-02, -6.526455095158764132e-03, -1.642310362721553091e-02, -4.228838155706089036e-02, 1.347150727147685377e-02, -1.351285349687792459e-01, 4.720691860394155698e-02, -4.640712627712948596e-02
1.938000000000000000e+03, 5.709968286065400522e-02, -9.200787100348008229e-02, -1.709146835521708485e-01, 2.987284778555421988e-02, -1.144569806097478666e-02, 6.570234187743399790e-02, 4.002164274599471529e-03, -7.142791910855024462e-02, -1.191166041272062777e-02, -1.689310171984782782e-02, -3.512008850339431998e-02, -2.971792400095265088e-02, 1.387775319904988210e-02, 2.073190530976364021e-01, -8.634620944122767261e-02, 4.347026122530071868e-02
1.939000000000000000e+03, 4.394242284240106045e-02, -8.073159617324326964e-02, -5.708809156329523044e-02, 3.978362300390669154e-02, -5.735111668171158361e-02, 2.160517209255636076e-02, 2.669249598487442605e-03, -3.923178296583858943e-02, 1.549207678942909720e-02, 4.843205761749209276e-02, 4.596143892715133517e-02, -3.519204842464956212e-02, 7.640552817805529306e-02, -1.257934248178872727e-01, -8.189322470034680196e-03, -2.838334030057213311e-02
1.940000000000000000e+03, 3.483288279263783288e-02, 4.807347614002654979e-02, 2.194678223710360213e-02, 1.766899434182358786e-01, -2.021619485688685297e-02, 1.270779710237719129e-01, -1.763698283501683589e-02, 7.196703656103235758e-02, 5.793820841661172227e-02, 6.423354334516617747e-02, 1.736791664767134077e-02, -2.268149429051571908e-02, -7.203138537916574380e-02, -4.149769319303458354e-02, -5.458130402666094144e-02, 3.360422500976240762e-02
1.941000000000000000e+03, 1.067150696763244366e-01, -5.192267933112907491e-02, 9.068707567436799788e-02, 9.334641556273255703e-02, 3.095471770260555672e-02, 2.023506066706839968e-02, -7.149619167876634929e-02, 1.898299899073014815e-02, -1.916392804109430872e-02, 3.912884173318525484e-03, -4.618092633783942719e-02, 1.708780916240961942e-02, 1.764970839495080129e-02, -2.604428624069115572e-01, 6.229130368699864516e-04, 4.481688700812678366e-02
1.942000000000000000e+03, 5.539647952933465097e-02, 2.071425655761890972e-02, -2.430256921422679559e-02, -5.149642040098659224e-02, -1.143899820754555076e-02, 2.041464541819896020e-02, -1.173391580347320634e-01, -3.935042685505485416e-02, 4.525792715254256526e-02, -3.082973614766388107e-02, 2.621270766514156511e-02, 4.373220698192180345e-02, 1.897548544514619448e-02, 3.454453452479683273e-02, 6.374653762574750832e-03, -1.304715564665950324e-02
1.943000000000000000e+03, 8.025068060788810576e-02, -1.430595673198401321e-02, 1.168644841536719235e-02, -6.119781570238835844e-02, 2.874493750422537491e-02, -4.154666013803708785e-02, 4.773788935802683597e-02, -2.761593345367740690e-02, 4.275818705761533917e-02, 1.839688099518648964e-02, -1.030240921318627406e-01, 2.089193943988279858e-02, -2.266450879262606015e-03, 5.335859606215489492e-01, -1.318134893375412509e-01, -4.104236680595375886e-03
1.944000000000000000e+03, 1.057617351594534322e-01, 5.154554423446233713e-02, 1.014375407036237214e-01, -6.302742614694145651e-02, 2.409894509254169662e-02, 7.159861984324057682e-02, -4.534637311142635657e-02, -8.478788295880734099e-03, -4.542752894155351051e-02, -2.192669964887996453e-02, -7.813566206399848169e-02, 6.120308397695878311e-02, 3.363144124000765067e-02, -7.691640376468132645e-02, 4.524980574026558205e-02, 1.792361346171865780e-02
1.945000000000000000e+03, 1.026832025985330854e-01, 1.298219067684564243e-01, 4.904769456697651020e-02, -8.727528317055555443e-03, -2.101821907604989326e-02, 1.930955262453468435e-01, -1.084222724243178726e-01, -7.244729956867811127e-02, 8.833808313506844034e-03, -7.912439396636418432e-03, -2.624014066718796667e-02, -8.333814280517706785e-02, 6.711648458575369958e-02, -4.065163020971597763e-01, 1.143313098312349896e-01, 6.474277196155819869e-02
1.946000000000000000e+03, 3.564763261655599924e-02, 7.061313650695702666e-03, -1.717242046325478597e-02, -5.770707332528920291e-02, -6.074451893668074420e-02, 7.894352966258189053e-02, 3.214158811563562392e-04, 1.136091591822475672e-03, 4.941301400068767030e-02, 3.186743279552337743e-02, 6.608580016428944326e-03, 8.950603283410706046e-02, -4.204792096811146851e-02, -7.914233714436714334e-03, -2.286530036883768074e-02, -2.065357978643099154e-02
1.947000000000000000e+03, 6.338869496090621114e-02, 2.613740418011671618e-02, 2.204160932581140236e-02, 4.967958136566130549e-03, 1.015093657942850863e-01, 1.563216908782012193e-01, -6.658543161597871296e-02, 3.867759951438978945e-03, 1.579392105594126100e-02, 4.288109823711830360e-02, 1.407533430844145478e-02, 6.278334770192238456e-02, 4.551885648369890375e-02, -1.824386891859878790e-01, 2.149036499620374588e-02, -1.120151641558086025e-01
1.948000000000000000e+03, 9.113363293970791479e-02, 1.907888698871720579e-01, -4.844519002690352016e-02, -1.108182487355139495e-01, 4.386192804611755564e-02, 1.780763375708470930e-01, -9.259482568196328311e-02, 5.092985375370941842e-02, -3.701877228428281097e-02, 6.075740110235648694e-02, -2.591149151296914289e-03, -1.972778607368548803e-03, -4.591760813898090876e-02, -4.563308011091884997e-01, -2.577737358346970237e-02, -2.036513942792104320e-02
1.949000000000000000e+03, 6.006290450678853504e-02, -6.872604488175215742e-02, 2.601354704745098556e-02, 1.389069081648993190e-02, -5.692756849205164726e-02, 6.622704669720742843e-02, -3.671772778763213868e-02, -3.119009210355803692e-04, 3.457747845691641619e-02, -2.114646075900117675e-02, 1.271436653214917320e-02, -1.269655414081792728e-02, -2.605747287463543865e-02, 6.034007791391668984e-01, -1.095560845128872307e-01, 2.827571829371325340e-02
1.950000000000000000e+03, 7.145703507902005647e-02, 3.818702222943269609e-02, -2.238541918841042283e-02, 9.778370591245776067e-02, -4.917087750680367714e-02, -1.920595170604997778e-02, 2.857826633379214470e-02, -9.126567727278743491e-02, 5.842406301123963253e-02, -4.596827643296620691e-02, -6.519819737020723927e-02, 1.746613572430638639e-02, -5.987998835118081564e-02, 4.525011284391081690e-01, -1.191873723163238211e-02, 1.028100195094165947e-01
1.951000000000000000e+03, 2.709626390778895749e-02, 1.498211768255464926e-01, -6.554100852580831138e-02, 5.865377566283375838e-02, 5.004125601851194122e-02, 6.018307946099535344e-02, -1.077556700716781612e-01, -1.569268195679622861e-03, 2.406805932008414944e-02, -3.343227191884386162e-02, 2.111927280838152010e-01, -1.032257281522563387e-02, -1.656235983342512277e-03, -1.513771576078356829e-01, -7.445178670544504163e-02, 3.797469275676974843e-02
1.952000000000000000e+03, 4.024703304014121130e-02, 1.432274817863310457e-01, 5.408296033705475153e-02, 2.744571332225451132e-02, 3.091300290687925417e-02, -5.043622138443765168e-02, -2.057354371181900621e-02, -1.048167867611776889e-02, -2.484635252136650763e-02, 6.184825127323318600e-02, 1.376927777702758038e-01, 1.020366632767086557e-01, -4.450607844267542856e-02, -3.607747058402547835e-01, 5.015385504471698425e-02, 5.567523988784943249e-03
1.953000000000000000e+03, 2.919851587962485687e-02, 2.380612865432623140e-02, 2.624108591217236622e-02, 9.506537208399667982e-02, -6.263862126532261654e-02, -9.511528353864218133e-02, -6.477118567047071562e-02, -1.002519338569391773e-02, -5.372675254469840705e-02, 4.688176373310719638e-03, -1.728782721935965550e-01, -4.691952216310694285e-02, -5.123161320286031412e-03, -6.472758037380804685e-02, 5.937856719899047009e-02, -4.025591172843039078e-02
1.954000000000000000e+03, 1.094907803858257561e-02, 2.854345909277221371e-02, 8.282914924300885384e-02, 1.547434170978450308e-05, 1.235451777483308027e-02, 2.681562871027241002e-01, -2.058473864651566565e-02, -3.316363434207727362e-02, 3.102151021248275228e-02, 2.478792858318625003e-02, -1.515514575289894084e-01, -2.952795701576175699e-02, 8.708610279886329700e-03, -1.258031056610850185e-01, 7.468888616326736785e-02, -4.605130595777837815e-02
1.955000000000000000e+03, 6.797937580847038253e-02, -5.833176149743795474e-02, 9.263457273704396588e-02, -1.840157227393338438e-02, 6.279120057764794871e-02, 1.989842638157205412e-01, -6.993604560431834760e-02, 1.025811058812855642e-01, 1.678465839450860378e-02, -2.010428645231843517e-02, -6.670296508222951781e-02, 3.320865467417585121e-02, -4.186217353927740303e-03, -5.526171743519660978e-02, -6.095968905601256704e-02, 8.944257548584505502e-02
1.956000000000000000e+03, 2.332914134512989110e-02, 3.954700056353792955e-04, -1.213615483757287811e-01, 8.923581530784498173e-02, 4.595644869294934071e-02, 3.039286776059033079e-01, -1.217905870614377634e-01, 1.138541568976309815e-01, 8.498245210899293446e-04, 6.877553092697333281e-02, -7.419962628853589426e-02, 5.600755209537956053e-02, -2.307408369492090772e-02, -2.579042477533538547e-01, -9.240917294391355619e-02, 8.711246162797393888e-02
1.957000000000000000e+03, 1.676513229188259652e-02, 5.953118979866170446e-02, -5.539574305620205419e-02, 2.068106404876194834e-02, -3.486711601048528286e-02, -1.938307823988874232e-02, -3.993991336019239030e-02, 1.018270790282841121e-01, -5.162119596256221216e-02, -1.004341038175338326e-02, 8.885265802716055261e-02, 6.230350738165527091e-02, -1.266611585392195261e-02, 1.641586181011553958e-01, -1.093979359903342746e-01, -8.937615735262134653e-02
1.958000000000000000e+03, 2.463614409115508219e-02, 1.042626645576921196e-01, 8.007467647013998685e-03, -3.905348083126645997e-02, -8.218555527767844315e-02, 1.885731333968592577e-02, -6.685228784533775448e-02, -1.469529278556659935e-01, -5.046840555751494484e-02, -2.721323147776096019e-02, -5.113953075173850726e-02, 3.621585923992817063e-02, 1.310981675710034232e-02, -1.522412902605475016e-01, 6.669392591407143078e-02, 4.827294030500881711e-02
1.959000000000000000e+03, -2.392037208973367760e-02, 1.036202993016511857e-02, -2.566080312664528740e-02, 6.238515715547543992e-03, 4.314295904739334775e-02, 1.213868539352757625e-01, 6.408382241157166426e-02, -4.078915226767679258e-02, 2.319754001831843618e-02, 5.998923222662866372e-02, 8.048033941269112923e-02, -2.462407292431882666e-02, -3.270647881832255272e-02, -1.129381139798706357e-01, 3.781793797878485464e-02, 4.564160850407632947e-02
1.960000000000000000e+03, 5.446605574272658790e-02, 3.872636358978409632e-02, 3.812867530349406398e-02, 8.776059992435004953e-02, -1.371215758665180265e-02, 8.415035181449079249e-02, -2.245580277469012148e-02, 1.547945987348276061e-03, -2.062338332432297333e-02, 1.881818842903406480e-02, 7.887562847909540542e-02, 1.623604830013182856e-02, 5.210828366544911078e-02, -2.174979572825906093e-01, 1.248617831538105169e-02, 4.011769112908038920e-02
1.961000000000000000e+03, 1.346001439916119091e-01, 1.071781812245883037e-01, -3.841342539208036228e-02, 2.487770308141445605e-02, 3.557864927389731147e-02, 4.814998556646711558e-02, -2.580815229317328860e-02, 9.685678036472711652e-03, 2.205631201669747826e-02, 1.142336862283181709e-01, -6.702331450126433263e-03, -2.378850203141798930e-02, 6.478032278348000439e-02, 2.069632100664520469e-01, -9.007335647100037090e-02, -1.058007714606338523e-01
1.962000000000000000e+03, 1.060751753655480994e-01, 1.831866380596005595e-01, 5.737756101498203698e-02, -3.772051431537199861e-03, 2.556578655140501893e-02, 7.086615790510238100e-02, -3.064488833976812196e-02, -1.250820361298190901e-02, 7.534649892978861896e-02, 5.495222701358189188e-02, -6.121460467034135072e-02, -1.168435096673352547e-01, 6.350443644327789794e-02, 2.499105797332664691e-01, -8.632959034343237747e-02, 4.799214888732693772e-03
1.963000000000000000e+03, 1.145489245551222779e-01, 9.310255814620814474e-02, 6.437050685904413538e-02, -1.343242433646264257e-02, 1.453211094067910839e-02, 1.928275728711561360e-02, 4.037870332741889424e-03, 2.353019067158311495e-04, 2.203904975207088626e-02, -3.112829159330784273e-02, 8.673730018418381038e-02, 7.460412829841955862e-02, -5.204834898435222595e-02, -2.818942316821896887e-01, 4.981887353385499456e-02, 6.209725365143343306e-02
1.964000000000000000e+03, 1.836076212264967644e-01, -9.313297127361074706e-03, -4.652709754547255244e-02, 6.966574100768857525e-02, 8.507783577281382084e-03, 2.873391846691403795e-01, -2.701539261052081017e-02, 3.883513365115816990e-02, 7.992199128565946609e-02, -2.187534827980519309e-03, -6.053272135095404821e-02, 1.342752811494641318e-01, -5.017593599281278821e-02, -1.245334959062181085e-01, -5.922534669453395628e-02, 4.869561303196816293e-02
1.965000000000000000e+03, 9.939508271744917911e-02, 1.455416571473907017e-01, 5.019932279967215250e-02, 3.030489427431224889e-02, 1.120836256128665206e-02, 1.567187252328977876e-01, 1.005167053501967479e-02, 9.376489566822553134e-02, 6.049477568488453166e-02, 4.629138558122634223e-02, -3.436367343713154360e-02, 8.887575017682514122e-02, 5.381521104535031894e-04, 2.428698964748223221e-01, -1.585345482476737955e-01, 3.098765794861926826e-02
1.966000000000000000e+03, 7.092021310454778293e-02, 3.043415501031366405e-02, 7.094068300926928416e-02, 1.198089097951504298e-02, -2.298828935249464661e-02, -4.534677534718647290e-02, -3.403186448564029382e-02, -8.192465848643162157e-03, 5.641297891624020427e-02, 4.870434161018991764e-02, -2.797186943789668409e-02, 6.015521373204626293e-02, -2.568331480530922084e-02, -1.298297765842486851e-01, -1.057919579705025176e-01, 8.398352238870872288e-02
1.967000000000000000e+03, 6.024935474359102011e-02, 1.275983048273668097e-01, -6.962014291246691744e-02, -3.740896337635761515e-02, -1.110423522831047909e-03, 2.229096505143391138e-01, -2.666629118271152468e-02, 1.111041782078137259e-02, 2.464654322316094798e-02, -4.713890734349057698e-02, -3.448160511829159725e-02, -1.918337824652869769e-02, 3.018059172382514966e-03, -1.542492840558968015e-01, 4.452377611169949095e-02, -7.136600887918652381e-02
1.968000000000000000e+03, 5.218223544370611394e-02, 8.481039771047564624e-02, 4.039591737546558564e-02, 1.133412350777257410e-01, 1.421544898344253571e-01, -9.581360361521233659e-02, 1.221332196283119592e-02, 9.701019798501366032e-02, 9.963484531895614241e-03, 8.259331381084041024e-03, 2.114537007297315752e-01, 3.363591225110534790e-03, 5.936086728825527153e-02, -2.093812154080914312e-01, -1.153699867090716841e-01, -1.156072078645835159e-02
1.969000000000000000e+03, 1.777429859305021675e-01, -7.401563459001044530e-03, 5.595207299393525208e-02, 5.057649291484410392e-02, -2.027228799612881133e-02, -2.976758465408447726e-02, -3.957149464533771949e-02, -8.437155832202017369e-03, 1.200521484061746330e-01, -5.316161776499714331e-02, 2.470977392436914458e-02, 4.639953945574148975e-02, 9.622472748252597352e-02, 4.979883486585186952e-02, -1.007106981775996446e-01, 3.975839140708081754e-02
1.970000000000000000e+03, 1.678511237635626208e-01, -4.893756326681410890e-02, 3.039861727303354993e-02, 1.684364434155422030e-02, -4.501353233723175834e-02, 1.533141228896808539e-01, -3.639927971599648399e-02, -6.523234574853986611e-02, 1.047002493254344802e-01, 1.146921798206988474e-01, 3.977236609187585065e-02, 4.885888644718209411e-02, -4.564065137857836740e-02, 3.980707573624934215e-01, 2.251212003807902956e-02, 5.425567507509312243e-02
1.971000000000000000e+03, 1.703142191482129308e-01, 2.031348957372196978e-02, 9.037247667139552965e-02, -1.460528376334213575e-03, 1.146845079468926110e-01, -8.208595539467070795e-03, -2.231745878502563313e-02, 6.041486528686850627e-02, 6.706332330075771841e-02, 2.781993806417977846e-02, 2.623365650237451802e-02, -5.853537662929451935e-02, -4.535991407853732192e-03, -4.530271453346241262e-01, -1.577276930910724226e-02, 1.750278376718222839e-01
1.972000000000000000e+03, 5.225670126200959026e-02, -7.780845158465921063e-02, 3.637374997052282566e-02, -6.588154924403266666e-02, -4.905412598602267027e-02, 9.831608206502918945e-02, -2.826146039200445187e-02, 6.723685659301825712e-02, 1.189345101805737853e-01, 7.068638308398150771e-02, 7.539836060697933939e-02, 7.011118782073740008e-02, 1.585926972122160897e-02, -3.419372036766570033e-02, 6.798004318712248806e-02, -4.529627983423105582e-04
1.973000000000000000e+03, 1.400164387183055192e-01, -5.915221052798760176e-02, 2.295390704161795470e-02, -1.557504863213760027e-02, 1.165583870385332281e-02, 1.980633373899851057e-01, 7.956728552867576090e-03, 2.050298882929332475e-02, 8.090123625025331944e-02, 1.126021959193172495e-01, 1.114527176915898754e-01, 1.116310715935793368e-01, 1.248828347211235201e-02, 7.004945646439828533e-01, -2.105354238741113104e-01, 5.656828717136335588e-02
