year, NorESM2-LM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CESM2-WACCM, GFDL-ESM4, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-MM, TaiESM1, CanESM5, CNRM-ESM2-1, MIROC-ES2L, CMCC-CM2-SR5
1.921000000000000000e+03, 5.542645228904509169e-01, 1.631425816546835161e+00, 7.007890977153355294e+00, 6.087294133222792558e-01, 1.029823754636211675e+00, 1.484825475721415655e+00, 1.594747491654614935e+00, 5.852045302819838257e-01, 1.747122855670936170e-01, 4.655849321582286926e+00, 7.348950793676125137e+00, 3.559381263899703107e+00, 7.553494645622303993e-01
1.922000000000000000e+03, 5.876770148104452085e-01, 1.645529483572444773e+00, 7.005719688856093974e+00, 6.084377704555804511e-01, 1.031403700634812903e+00, 1.483070759288121376e+00, 1.565429289083625886e+00, 6.049149657064099017e-01, 1.689294404292428498e-01, 4.762970509465905167e+00, 7.378792992412646079e+00, 3.534799164465060262e+00, 6.974601404963732820e-01
1.923000000000000000e+03, 5.991127401133955477e-01, 1.638750742714898401e+00, 7.032002489351667940e+00, 6.184806643247531266e-01, 1.020219711512291960e+00, 1.496994266874602797e+00, 1.530271749152077643e+00, 6.450874479109773851e-01, 1.548629589206935442e-01, 4.780789227464263824e+00, 7.394573217959918843e+00, 3.547000254945311237e+00, 8.281243234087650729e-01
1.924000000000000000e+03, 5.885911947975229763e-01, 1.644351414110496012e+00, 7.053258582317470271e+00, 6.075705812068409317e-01, 1.001044124264623969e+00, 1.481257913632490153e+00, 1.492423021677673711e+00, 5.842558300085032297e-01, 1.674247062580044576e-01, 4.683845272200708898e+00, 7.431267782208621497e+00, 3.548757602836121183e+00, 8.705595082423867037e-01
1.925000000000000000e+03, 6.194869194137440083e-01, 1.639996431991262993e+00, 7.077072615172476766e+00, 6.419721389870943762e-01, 1.009790496017498151e+00, 1.500567365729113201e+00, 1.430116365528629752e+00, 5.645559208726059763e-01, 2.138214881375655463e-01, 4.632339868596149657e+00, 7.454839798649648408e+00, 3.549659449275691436e+00, 7.800636137620710064e-01
1.926000000000000000e+03, 6.361646381125058980e-01, 1.647460726363958683e+00, 7.070209858228209576e+00, 6.412525294212775284e-01, 1.007163881162632446e+00, 1.512002725934333380e+00, 1.419382464291935930e+00, 5.506817976920249658e-01, 2.177877972727911560e-01, 4.599047228744075788e+00, 7.484320987405157943e+00, 3.555021699212391528e+00, 7.944577211950305529e-01
1.927000000000000000e+03, 5.890324284146427614e-01, 1.671332128213649293e+00, 7.082967895499989730e+00, 6.453859071267441516e-01, 9.921794647282025092e-01, 1.500491376249349917e+00, 1.443293586910918913e+00, 5.745610848857386488e-01, 1.692394209770288760e-01, 4.715209977739064584e+00, 7.506212176288090454e+00, 3.537647256434937493e+00, 7.874097313022365707e-01
1.928000000000000000e+03, 5.693050156771910508e-01, 1.661977861486551689e+00, 7.066380291325673468e+00, 6.632237902747389890e-01, 1.012299115861794663e+00, 1.494149760759954537e+00, 1.505443760407969789e+00, 5.800977868776614477e-01, 1.453233061605919696e-01, 4.790856113309974518e+00, 7.541790322985317374e+00, 3.511399826326482287e+00, 7.636767983502338319e-01
1.929000000000000000e+03, 5.822326994765597563e-01, 1.664941146453714049e+00, 7.042643747071146265e+00, 6.373279266267699583e-01, 1.012070077910920851e+00, 1.486690848612935545e+00, 1.595611121228468932e+00, 5.950413488623906844e-01, 2.098772438791281780e-01, 4.832298295645369279e+00, 7.570882104542801194e+00, 3.505410665416500038e+00, 7.793031817857695165e-01
1.930000000000000000e+03, 6.185060680697942459e-01, 1.671557444110981949e+00, 7.014160235202606231e+00, 6.135019950866450467e-01, 1.015832264127170648e+00, 1.479950802688252409e+00, 1.458967417505198982e+00, 5.533416018256999136e-01, 1.931023186775168432e-01, 4.902121630176369038e+00, 7.582175537065140247e+00, 3.505092822287595666e+00, 7.515739699647097094e-01
1.931000000000000000e+03, 6.349470094508949947e-01, 1.678478910292853676e+00, 7.010529073224427421e+00, 6.039587835541193606e-01, 1.032533134981217460e+00, 1.488843440978412591e+00, 1.475779279280821310e+00, 5.596412409826143630e-01, 1.286712385349098875e-01, 4.869386415830837755e+00, 7.611594708859342973e+00, 3.524085233673107442e+00, 7.554438477332695578e-01
1.932000000000000000e+03, 6.313601257009294754e-01, 1.665525553005295922e+00, 6.993668437396236115e+00, 6.403356389617956834e-01, 1.025538911307778633e+00, 1.486583747199247130e+00, 1.589419701043770061e+00, 6.169853852522161342e-01, 1.793888024019978655e-01, 4.899152170918815941e+00, 7.674340479996044628e+00, 3.533299316675917900e+00, 7.570064135876130029e-01
1.933000000000000000e+03, 6.379687609716767627e-01, 1.667708671476280324e+00, 7.019758986106722887e+00, 7.029211616981044797e-01, 1.028568526707341224e+00, 1.496886148110451620e+00, 1.520075728205051879e+00, 6.161362530023611894e-01, 2.096442377878811603e-01, 4.923254659887984275e+00, 7.730755257158914873e+00, 3.527849026778088870e+00, 7.528387635767322950e-01
1.934000000000000000e+03, 6.229720601422508164e-01, 1.678220187754456472e+00, 7.027727900538107697e+00, 6.557272923474987136e-01, 1.025858465542537790e+00, 1.497102610510145482e+00, 1.433891874041624215e+00, 5.810963539523665844e-01, 1.498439531953767445e-01, 4.951172256378868930e+00, 7.701133878694517598e+00, 3.517151486899674051e+00, 8.581129958042201800e-01
1.935000000000000000e+03, 5.915326834309154735e-01, 1.705946071453940505e+00, 7.081453818448749438e+00, 7.041890185457043705e-01, 1.021857178859058468e+00, 1.503520924715362250e+00, 1.456303219522404824e+00, 5.960063087028544260e-01, 1.767990445217775264e-01, 4.963277056833675260e+00, 7.724885101751048033e+00, 3.488154090892249926e+00, 7.866287007179698643e-01
1.936000000000000000e+03, 5.872906986946683228e-01, 1.703770478310718817e+00, 7.109883709290485854e+00, 6.519857777501358864e-01, 1.002714696671838324e+00, 1.489622090711000491e+00, 1.443025416271743522e+00, 6.220744403493715380e-01, 1.821525018682408625e-01, 5.073340035006813409e+00, 7.787047272381464325e+00, 3.468717513660153351e+00, 6.978970709840448539e-01
1.937000000000000000e+03, 5.984674602993290682e-01, 1.694752935301011121e+00, 7.101745558534004132e+00, 7.246344678983491772e-01, 1.008374487714008172e+00, 1.491942446542406708e+00, 1.451432229850144306e+00, 5.995927687027357011e-01, 1.752420212058874993e-01, 5.187478876218926338e+00, 7.815792673499211141e+00, 3.505079320440845692e+00, 7.396848766537753583e-01
1.938000000000000000e+03, 6.007814010754782830e-01, 1.697303824912224313e+00, 7.097976103875073939e+00, 7.309739241067181315e-01, 1.002439479945095302e+00, 1.494897974778288896e+00, 1.508494050332684688e+00, 5.986498594991924715e-01, 1.813688997541257064e-01, 5.194656068207050836e+00, 7.855262192997845894e+00, 3.536147768752666121e+00, 7.955208352939143746e-01
1.939000000000000000e+03, 5.759075905015371699e-01, 1.708660028651848517e+00, 7.076815410100754100e+00, 6.801048647627477850e-01, 9.969548449123170064e-01, 1.498711440218311486e+00, 1.495358431322323600e+00, 5.649309808368345731e-01, 2.048096233896775364e-01, 5.193060435493157101e+00, 7.895312818882595174e+00, 3.549054327683068166e+00, 8.038595536760795301e-01
1.940000000000000000e+03, 5.784796082911315418e-01, 1.733426887368901381e+00, 7.075417491824488536e+00, 6.664172453536435503e-01, 9.948224817644465423e-01, 1.513089531008506405e+00, 1.544514304790111758e+00, 5.849712290831526884e-01, 1.872919232229880993e-01, 5.196524614109277351e+00, 7.927083922892654400e+00, 3.566925275523025185e+00, 7.385482112360195472e-01
1.941000000000000000e+03, 6.131583181490918300e-01, 1.716439035245633793e+00, 7.091669970955751801e+00, 6.510282108439493509e-01, 1.014051914374750174e+00, 1.520418981125410962e+00, 1.509703217179843016e+00, 6.331385376266210896e-01, 1.691506165106682891e-01, 5.187423573489859052e+00, 7.967648304902888334e+00, 3.600340199550563280e+00, 7.424517418752279996e-01
1.942000000000000000e+03, 6.445389743098325352e-01, 1.725807302420801381e+00, 7.092375277219058027e+00, 6.600555654373519987e-01, 1.030122116187809356e+00, 1.517958518698587334e+00, 1.497414361447536146e+00, 6.423457859611491072e-01, 1.757413345309183361e-01, 5.235719017157143718e+00, 8.032977113119507351e+00, 3.630290808003263425e+00, 8.007098984441285427e-01
1.943000000000000000e+03, 6.404175320748868305e-01, 1.736530569068161833e+00, 7.093120295600201075e+00, 6.518603415879269392e-01, 1.002431859728473595e+00, 1.533761959031861188e+00, 1.412749640514132432e+00, 6.117487586548677747e-01, 1.509761994541290453e-01, 5.230090025247548624e+00, 8.068295909432009694e+00, 3.675469594815783836e+00, 8.227596934959486852e-01
1.944000000000000000e+03, 6.449855638697402638e-01, 1.744897768778440827e+00, 7.057343311474144620e+00, 6.597471380163122401e-01, 1.018244815846588436e+00, 1.547153520661810111e+00, 1.465740623392012276e+00, 6.343535394286531348e-01, 1.667951483661634926e-01, 5.193001456110133418e+00, 8.115088047332909227e+00, 3.679273049582022281e+00, 8.014071379804893480e-01
1.945000000000000000e+03, 6.277700890980271176e-01, 1.767613097196342631e+00, 7.039638139155998786e+00, 6.900667230501464910e-01, 1.030564794797849126e+00, 1.546522777186411179e+00, 1.643618486056975581e+00, 5.948600730622263244e-01, 1.744575521444356736e-01, 5.341238612975370614e+00, 8.158156179691845367e+00, 3.663278955681902538e+00, 7.816678720228935617e-01
1.946000000000000000e+03, 6.426360658093543954e-01, 1.800060685959702589e+00, 7.054519885948860036e+00, 6.845184221670826963e-01, 1.009386126699639119e+00, 1.550890509981629917e+00, 1.482163471150061973e+00, 5.908979419492925711e-01, 1.892055782804151487e-01, 5.419051625160742347e+00, 8.208851958756435252e+00, 3.676366699430948959e+00, 7.660867360440570817e-01
1.947000000000000000e+03, 6.262032581439165302e-01, 1.789126230819732877e+00, 7.052244586502842694e+00, 6.968182249734238276e-01, 1.001495596800777488e+00, 1.566866998946838674e+00, 1.411895581172714520e+00, 5.932326957059792516e-01, 1.406237817709050930e-01, 5.460858783053952337e+00, 8.230518284192578804e+00, 3.668043034953988091e+00, 7.350484977535439723e-01
1.948000000000000000e+03, 5.912686699896189113e-01, 1.804272510770819293e+00, 7.059072726805396769e+00, 7.420319368476790967e-01, 1.007586644377220342e+00, 1.551432878228450107e+00, 1.441003343229341871e+00, 6.116099028307607766e-01, 1.633886873934131401e-01, 5.536429183987130465e+00, 8.264191406986203248e+00, 3.687476058330116491e+00, 7.291229204372746686e-01
1.949000000000000000e+03, 5.706158641620556748e-01, 1.790078546911784363e+00, 7.060385856915502245e+00, 7.463394690431265355e-01, 1.000873342413408418e+00, 1.557834909005755719e+00, 1.384625267070605403e+00, 6.559542587823044002e-01, 2.060309800702349869e-01, 5.418900703177070177e+00, 8.320398584899896477e+00, 3.681737589325869919e+00, 7.839759991243763215e-01
1.950000000000000000e+03, 5.820867991809701714e-01, 1.781757709256838851e+00, 7.038458802657129532e+00, 7.169837566134261708e-01, 9.800034481405736075e-01, 1.576117120947551742e+00, 1.343773628394466346e+00, 6.465743745172882750e-01, 1.996382639695839512e-01, 5.387528356218566294e+00, 8.346053368782886395e+00, 3.651931913012770536e+00, 7.960251400029215718e-01
1.951000000000000000e+03, 6.088146099898905650e-01, 1.763862251843985263e+00, 7.041277197486650152e+00, 6.975097044618659980e-01, 1.015031059569367677e+00, 1.565915510144511247e+00, 1.598499148762969169e+00, 6.156632594938006298e-01, 1.562142963399926199e-01, 5.455761604789166164e+00, 8.387721245380935997e+00, 3.643980411968295030e+00, 7.641872534584039922e-01
1.952000000000000000e+03, 6.266165735987367924e-01, 1.764056977587799224e+00, 7.108869041617185580e+00, 6.763101151985301263e-01, 1.003529686535877818e+00, 1.572889016171860277e+00, 1.604800459937580470e+00, 5.893664859039982051e-01, 1.697955260912383524e-01, 5.503378097301890648e+00, 8.420001167168559064e+00, 3.641436318588204823e+00, 7.377424297919531471e-01
1.953000000000000000e+03, 6.321755270119200354e-01, 1.749401655630336672e+00, 7.168471802867007803e+00, 7.602772370719650397e-01, 1.005012914910897726e+00, 1.565146404548636294e+00, 1.595133158392735728e+00, 6.075058703855211739e-01, 1.995386581929758929e-01, 5.612321729687221428e+00, 8.482635610313739249e+00, 3.626846920956760201e+00, 7.285691099146621719e-01
1.954000000000000000e+03, 6.311549551976721739e-01, 1.756225758847244078e+00, 7.121322544513207120e+00, 7.486756124639285526e-01, 9.968753443739740705e-01, 1.579193189027646493e+00, 1.482170277127986768e+00, 6.158218844312141060e-01, 1.715346463446427716e-01, 5.776830721131056556e+00, 8.506854549964137036e+00, 3.643014785961780966e+00, 7.720098624870348480e-01
1.955000000000000000e+03, 6.073074226049279822e-01, 1.756178105230331576e+00, 7.064036146909728586e+00, 7.014649620675120767e-01, 9.987750557136256813e-01, 1.576862930868463852e+00, 1.551132756550967162e+00, 6.437312748362626902e-01, 1.470476143279608738e-01, 5.836555265930366332e+00, 8.539346949293619815e+00, 3.652354481433814914e+00, 7.162948818386408734e-01
1.956000000000000000e+03, 6.447669177667623153e-01, 1.762671486889024974e+00, 7.043098156624510331e+00, 6.925186255321016393e-01, 1.015617399893878448e+00, 1.569500978835232319e+00, 1.525509121533466184e+00, 6.205744686868392979e-01, 1.598134861643067672e-01, 5.810649459179852983e+00, 8.609876166496778893e+00, 3.645668037033165110e+00, 7.109879201322467646e-01
1.957000000000000000e+03, 6.695246134840311392e-01, 1.756720508619806997e+00, 7.030499478411527114e+00, 7.163520438142867430e-01, 9.910417058368276022e-01, 1.571678604593295336e+00, 1.486308656180027610e+00, 6.522085693256559624e-01, 2.171911107785453876e-01, 5.758765815205990179e+00, 8.648507017420211440e+00, 3.651859480154303839e+00, 7.736278704983305943e-01
1.958000000000000000e+03, 6.426707052031096490e-01, 1.760664878527800736e+00, 7.066516967940637883e+00, 7.647532763475360928e-01, 9.731472751805687604e-01, 1.566570381876355222e+00, 1.420065519746449789e+00, 6.526735398892664630e-01, 2.198721121438675374e-01, 5.837146537491281428e+00, 8.695962151444140531e+00, 3.677938965080236322e+00, 9.477376784702306045e-01
1.959000000000000000e+03, 6.586003985713948516e-01, 1.764890363152686437e+00, 7.041282961086063885e+00, 8.075394844238984460e-01, 9.536895079237250883e-01, 1.557005873607544943e+00, 1.568597967202513210e+00, 6.589531749583603659e-01, 1.672029157281608169e-01, 5.979717601414106021e+00, 8.740111916938619885e+00, 3.711485710804006910e+00, 9.092886739085501713e-01
1.960000000000000000e+03, 6.949999442106531422e-01, 1.755857461245838858e+00, 7.067300284812460198e+00, 8.191667152149061382e-01, 9.679270627469669375e-01, 1.552817599520022407e+00, 1.520371343615700699e+00, 6.415926224776397069e-01, 1.947841530942067967e-01, 6.024743914037849812e+00, 8.759789628239554204e+00, 3.733455442362233256e+00, 8.133970408958439702e-01
1.961000000000000000e+03, 6.720008142629519954e-01, 1.781111251490786085e+00, 7.063961875736915808e+00, 8.035159604430787139e-01, 9.718329136647886335e-01, 1.543535071413129289e+00, 1.461695017380533645e+00, 6.550960768017293212e-01, 1.782341837654654315e-01, 6.080395186429965904e+00, 8.815173326326226189e+00, 3.723910131879116570e+00, 7.920062651772106221e-01
1.962000000000000000e+03, 6.464417899188082961e-01, 1.810931482229261480e+00, 7.078640528167511548e+00, 7.685115632930509255e-01, 9.719338055969514167e-01, 1.548980147960766551e+00, 1.433354155070655667e+00, 7.237990334266816150e-01, 1.755814255249514011e-01, 6.041713746867814372e+00, 8.898709592008966496e+00, 3.740817132787568333e+00, 8.308464958014463164e-01
1.963000000000000000e+03, 6.471732389956779130e-01, 1.835892321147669648e+00, 7.093228116485484236e+00, 6.858502053419104350e-01, 9.557913564457931610e-01, 1.544685553193356764e+00, 1.519751897414258757e+00, 7.345145334395899450e-01, 1.837976487798851366e-01, 6.037796587406812243e+00, 8.949571511370944421e+00, 3.784589412455859669e+00, 8.185895567180041521e-01
1.964000000000000000e+03, 6.737579254889818348e-01, 1.827563556242719489e+00, 7.096815612934747719e+00, 6.999267405271866194e-01, 9.890502203901639922e-01, 1.559997339267553240e+00, 1.535691285263309558e+00, 7.040918010857297737e-01, 1.966028347847117441e-01, 6.097111877506807609e+00, 9.015569393434784473e+00, 3.840870061882658337e+00, 7.768524045706675096e-01
1.965000000000000000e+03, 6.815186442406377942e-01, 1.821050661741253185e+00, 7.081279320169646674e+00, 7.624257157965227405e-01, 9.927470104075774016e-01, 1.586602554427986700e+00, 1.474812792497833147e+00, 6.983309933209981279e-01, 1.801652365999086014e-01, 6.066266910163419013e+00, 9.110872397432560277e+00, 3.873606409104796811e+00, 7.638687245774824497e-01
1.966000000000000000e+03, 6.945990154820766982e-01, 1.823821424451176343e+00, 7.063209233129136955e+00, 7.971574007109091253e-01, 9.941914599400493158e-01, 1.595454802015062956e+00, 1.452574954119970840e+00, 7.213656671308680268e-01, 2.018450791404046707e-01, 5.913199842459752276e+00, 9.155838234630708783e+00, 3.886358628833309847e+00, 8.349837499071040003e-01
1.967000000000000000e+03, 7.238374523603603450e-01, 1.812896411461867530e+00, 7.054284255222847300e+00, 8.133837275777416886e-01, 9.837728851752560733e-01, 1.614962491266153322e+00, 1.537022678446558377e+00, 7.168221102893551633e-01, 1.887435808471650545e-01, 5.961192765426533313e+00, 9.173604897435172489e+00, 3.923083619964795599e+00, 8.697434594763141513e-01
1.968000000000000000e+03, 7.101822366235048811e-01, 1.821910204659421995e+00, 7.057035150985021765e+00, 8.012707618746413019e-01, 9.734345230249065173e-01, 1.622296456925388597e+00, 1.465602766914461341e+00, 6.956243710517487910e-01, 1.403889224291695048e-01, 5.967738027031057158e+00, 9.203516593837358428e+00, 3.943421601823156930e+00, 8.367476633308249534e-01
1.969000000000000000e+03, 6.865803140583781605e-01, 1.842556764427439209e+00, 7.128195449854507260e+00, 8.059849171572018856e-01, 9.878993604742037915e-01, 1.633971401313137672e+00, 1.405804867851543571e+00, 6.994795812031061599e-01, 2.021131273788911720e-01, 5.859073563201686596e+00, 9.224776278492488046e+00, 3.971565568086620424e+00, 8.940821109177714554e-01
1.970000000000000000e+03, 6.789094968335283031e-01, 1.885591624792909204e+00, 7.129541841013544712e+00, 8.423942371482304736e-01, 9.940269702418621511e-01, 1.667938879472148805e+00, 1.388654505112935755e+00, 6.887742438133975797e-01, 2.194710787376245587e-01, 5.854667514530849104e+00, 9.293790699636124586e+00, 4.000577587969349480e+00, 9.371199366724901614e-01
1.971000000000000000e+03, 7.129131563706835317e-01, 1.875960694811126483e+00, 7.156895144074575832e+00, 8.521719841183860167e-01, 1.000630587866247811e+00, 1.684182107140999918e+00, 1.406998670004076413e+00, 7.137472676652265591e-01, 1.608248285409685230e-01, 5.949166142436834726e+00, 9.385672556672824740e+00, 4.028584822010699895e+00, 8.441728983888431292e-01
1.972000000000000000e+03, 7.705957268587501074e-01, 1.872944605556856379e+00, 7.162531551830021215e+00, 7.994318739034674826e-01, 1.000068195229921963e+00, 1.684628903181775827e+00, 1.490444872522359798e+00, 7.245558837793273366e-01, 2.161300199820347934e-01, 6.015160176158817151e+00, 9.479246474040349923e+00, 4.061327075606765646e+00, 8.006770178105492297e-01
1.973000000000000000e+03, 7.637850530333283317e-01, 1.878831239945089271e+00, 7.184603970087827918e+00, 7.990963252791372096e-01, 9.980437219612543487e-01, 1.714201366078015543e+00, 1.386229850534392627e+00, 7.533103301631278725e-01, 1.933673214442903632e-01, 5.988586725915074460e+00, 9.486865716900243939e+00, 4.068815661712211096e+00, 9.049376244317441920e-01
1.974000000000000000e+03, 7.774627240454633492e-01, 1.877531508156823126e+00, 7.219098977764693004e+00, 8.676531352539263997e-01, 1.030466736502832159e+00, 1.739785991470257809e+00, 1.436500661580275784e+00, 7.773645182885573490e-01, 1.934460524256850222e-01, 5.912334511928504455e+00, 9.514993765052242480e+00, 4.050590486127638279e+00, 8.785010943136700723e-01
1.975000000000000000e+03, 8.502122528148300384e-01, 1.857507223072966118e+00, 7.208183190411203256e+00, 8.642554746112954822e-01, 1.021192792067009414e+00, 1.749230478451827109e+00, 1.671854956196260567e+00, 7.683646681532448897e-01, 2.054547510066248306e-01, 5.932803259822788888e+00, 9.584987509538171579e+00, 4.039222565374022800e+00, 9.425506051075273062e-01
1.976000000000000000e+03, 8.567268717199599815e-01, 1.862335951038283754e+00, 7.195506967775835427e+00, 8.302877080729894610e-01, 1.022914846634023656e+00, 1.736321333887067553e+00, 1.564881462414637214e+00, 7.914034517344997743e-01, 1.883689883492115913e-01, 5.991647165662097763e+00, 9.624564915264739895e+00, 4.035846212212039319e+00, 9.601202449995149824e-01
1.977000000000000000e+03, 7.754127233623510085e-01, 1.890150571865674367e+00, 7.188468667363211217e+00, 8.226677549202290329e-01, 1.017995079718314821e+00, 1.700976353559105592e+00, 1.417959483516191277e+00, 7.474137249445356179e-01, 2.222966599165479007e-01, 5.924615133907919606e+00, 9.654275461668426317e+00, 4.052813248189202966e+00, 1.002052272288637136e+00
1.978000000000000000e+03, 7.913324657013879326e-01, 1.863953131926396667e+00, 7.236973703467159957e+00, 8.716398508998182137e-01, 1.013085134181120450e+00, 1.697513049699394427e+00, 1.500103643954266541e+00, 7.305457276798076327e-01, 2.245505086129256922e-01, 5.870695967243547031e+00, 9.711825960071776009e+00, 4.088426912240309186e+00, 8.979351793636366486e-01
1.979000000000000000e+03, 8.306653120524956080e-01, 1.872514161270206090e+00, 7.257914833115884257e+00, 9.244245463864960710e-01, 1.009063461247000415e+00, 1.677600112016668366e+00, 1.516127064826973347e+00, 7.777201925407524197e-01, 1.730419922260134358e-01, 5.949298060332687044e+00, 9.782692702674641083e+00, 4.120707212324838054e+00, 7.582296183301857617e-01
1.980000000000000000e+03, 8.363739075494754927e-01, 1.880705568008748552e+00, 7.210778633809447058e+00, 9.272125604894285722e-01, 1.027725506490214435e+00, 1.671359063085053220e+00, 1.410069547220876629e+00, 8.210749953696705461e-01, 1.714287939587540721e-01, 6.019313464857715346e+00, 9.811726390458597180e+00, 4.157886080486104419e+00, 7.395934002129345153e-01
1.981000000000000000e+03, 8.400300186485432086e-01, 1.886248554550306267e+00, 7.226642748110480241e+00, 9.284795266096159683e-01, 1.021823538319210689e+00, 1.662797377059179516e+00, 1.369023143057887415e+00, 8.779217751962480332e-01, 2.127328508061342716e-01, 6.084525608067860247e+00, 9.875660131052400814e+00, 4.180614211611373143e+00, 8.260505765431994663e-01
1.982000000000000000e+03, 8.323491340917399395e-01, 1.889042239135882539e+00, 7.293961953872370785e+00, 8.817537536653267116e-01, 1.008432096955318880e+00, 1.665943856345727614e+00, 1.423800625832322808e+00, 8.584835655953660938e-01, 2.206858715935734738e-01, 5.974803816728654127e+00, 9.921748034190992271e+00, 4.211993502781520071e+00, 9.270530274183931274e-01
1.983000000000000000e+03, 8.465496225932276353e-01, 1.886734904211335495e+00, 7.350316528522874648e+00, 9.284608656226540635e-01, 1.029102213883876127e+00, 1.698900182005316450e+00, 1.671269149204618998e+00, 8.437125052801907055e-01, 1.806469518107766126e-01, 5.959462933010018837e+00, 9.939423470036713226e+00, 4.271956139462959712e+00, 9.616501115927896803e-01
1.984000000000000000e+03, 8.688786877232579364e-01, 1.897103939069086254e+00, 7.409364756223927984e+00, 9.595936764931352059e-01, 1.030890053236782178e+00, 1.740325734506977584e+00, 1.507924005673237255e+00, 8.167392246139351109e-01, 1.992420128732193541e-01, 5.955414111827189494e+00, 9.989722461369305861e+00, 4.329468030676947521e+00, 9.009029000741215487e-01
1.985000000000000000e+03, 8.636365688839855448e-01, 1.915404830219148424e+00, 7.451156016142532756e+00, 9.498480392097692349e-01, 1.026825046287420662e+00, 1.752678741415701236e+00, 1.427502528527248016e+00, 8.259551000606401017e-01, 2.293175153306965253e-01, 6.020222338771864301e+00, 1.007927170223812396e+01, 4.326828310375571363e+00, 9.098926830047009418e-01
1.986000000000000000e+03, 8.521059887924187226e-01, 1.901109936983307547e+00, 7.450186339618600329e+00, 9.889636071266558748e-01, 1.030730909101899906e+00, 1.747476359824692294e+00, 1.440827233328101142e+00, 8.250147161509961968e-01, 1.988262815643065951e-01, 6.079909949678941494e+00, 1.010372491308105047e+01, 4.320245435756102204e+00, 9.098595427203906016e-01
1.987000000000000000e+03, 8.786315317156807581e-01, 1.889287221240146142e+00, 7.461742827250436250e+00, 9.890558872217398712e-01, 1.043922697298642621e+00, 1.759006247532238110e+00, 1.592895603387095127e+00, 8.223893397341851541e-01, 1.797344120343700447e-01, 6.151207080474327071e+00, 1.012594101849951755e+01, 4.359633683630783629e+00, 8.390244759736857905e-01
1.988000000000000000e+03, 8.942252909301310337e-01, 1.902092978160065062e+00, 7.491376057485818585e+00, 9.794155709848134661e-01, 1.042502413535336681e+00, 1.761335443260627409e+00, 1.469035079748030048e+00, 8.300937399111876225e-01, 2.073631024339723794e-01, 6.060494952407925240e+00, 1.015482127489723929e+01, 4.401377651792550694e+00, 8.650001728451442995e-01
1.989000000000000000e+03, 8.570541099964985587e-01, 1.881684794590357646e+00, 7.486918888803583805e+00, 9.514650209419909244e-01, 1.032979803064487223e+00, 1.757835653059767855e+00, 1.439360884694176335e+00, 8.249725878923264144e-01, 2.235640819797761747e-01, 6.003657815277889220e+00, 1.017904422032196088e+01, 4.405630880035023011e+00, 9.560312145665903483e-01
1.990000000000000000e+03, 8.405176121055140115e-01, 1.891474587600693313e+00, 7.496656293395466797e+00, 9.495238558613823265e-01, 1.012612905078022818e+00, 1.771218774408018115e+00, 1.531460217033724147e+00, 8.227355889706357006e-01, 2.151436888946365866e-01, 5.972327526467667624e+00, 1.027443475194742817e+01, 4.425009160167729938e+00, 9.249168220716806887e-01
1.991000000000000000e+03, 8.521992425679950633e-01, 1.892482947428067996e+00, 7.426791404906804672e+00, 8.983905165595402753e-01, 1.029219961577525710e+00, 1.761529925976715205e+00, 1.539176216611625847e+00, 8.239684925128425430e-01, 1.828633872427761209e-01, 5.971946741456064522e+00, 1.027731651443190053e+01, 4.412582874864455107e+00, 8.015662444242499518e-01
1.992000000000000000e+03, 8.778887894969783501e-01, 1.895191959409749272e+00, 7.449389230942042417e+00, 8.720606477908805498e-01, 1.067162258426284538e+00, 1.768480567484920440e+00, 1.479712882367009819e+00, 8.538774528838153355e-01, 2.234041830967194164e-01, 5.998480299878138133e+00, 1.035264036459322590e+01, 4.444748435383099938e+00, 9.222828160382373630e-01
1.993000000000000000e+03, 8.616688469491258218e-01, 1.910382047079589585e+00, 7.473794491452296462e+00, 9.074010573288848747e-01, 1.050828609971681038e+00, 1.766136150574046493e+00, 1.584066229265466585e+00, 8.389311592784550742e-01, 2.040122946993143671e-01, 6.070250455405801659e+00, 1.041778649479663521e+01, 4.496739245523359685e+00, 1.005078630789104199e+00
1.994000000000000000e+03, 8.457725698837149642e-01, 1.895080899394748553e+00, 7.470773654339475378e+00, 9.366741911260385578e-01, 1.041101484845236236e+00, 1.772407551378757384e+00, 1.619503390604720705e+00, 8.100259824083533289e-01, 1.881500741366108898e-01, 6.112467291403500091e+00, 1.043371071448363629e+01, 4.537686476927488499e+00, 9.760138571821310727e-01
1.995000000000000000e+03, 8.549510429019339108e-01, 1.919488352674350473e+00, 7.503398552434988211e+00, 9.256722659831708722e-01, 1.036141023126831540e+00, 1.774309250869473553e+00, 1.533522328729406192e+00, 8.622688219906521345e-01, 2.193324701221582573e-01, 6.120421095998425542e+00, 1.046110151883399908e+01, 4.552143280972027028e+00, 9.937566329292536471e-01
1.996000000000000000e+03, 8.184437648211472238e-01, 1.954702269071783682e+00, 7.475237954901065685e+00, 9.617820015642148945e-01, 1.047523379497654394e+00, 1.771369556057593719e+00, 1.598583064645348495e+00, 8.769443189917245363e-01, 2.296642434548268330e-01, 6.119107901143301831e+00, 1.046200294628818384e+01, 4.550042571613099440e+00, 9.572405679324964556e-01
