year, IPSL-CM6A-LR, EC-Earth3-Veg, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, TaiESM1, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5, GFDL-ESM4
1.920000000000000000e+03, 8.816102252434562914e+00, 5.095736700229190319e+01, 5.714266939623529851e+01, 3.441514237241283780e+01, 1.398090665194182769e+01, 1.771687679047430919e+01, 7.228442255354292634e+00, 1.258819875037612945e+01, 1.721434453961732203e+01, 4.755492770102250688e+01, 3.041607697766373519e+01, 5.230157651690237230e+01, 4.002571771262306299e+01, 3.303030965025998800e+00
1.921000000000000000e+03, 8.828421476014137070e+00, 5.097105864542701426e+01, 5.711146281290736937e+01, 3.442759368557692312e+01, 1.398775846296304692e+01, 1.772177450623032513e+01, 7.223520195497028951e+00, 1.256219056372203013e+01, 1.721388626525623167e+01, 4.758086946879981127e+01, 3.043299964626467968e+01, 5.229596892414704712e+01, 4.000745430979187489e+01, 3.303390353792699852e+00
1.922000000000000000e+03, 8.839716477615475299e+00, 5.097111218470250549e+01, 5.715008882048320515e+01, 3.443245188312138794e+01, 1.399959656852241885e+01, 1.772516647191430650e+01, 7.234844811570878775e+00, 1.254543645541988539e+01, 1.720994426798738175e+01, 4.760931355825384514e+01, 3.041074081589292888e+01, 5.227102417497867748e+01, 3.999210526267679455e+01, 3.298119315849858513e+00
1.923000000000000000e+03, 8.843936510207784707e+00, 5.096039982272058921e+01, 5.714249383202785282e+01, 3.444315678681503101e+01, 1.402149713302684475e+01, 1.773824102672955050e+01, 7.216242228580372675e+00, 1.251645102827271572e+01, 1.720556370400681701e+01, 4.763661567665512564e+01, 3.043162558216539892e+01, 5.225962229747817389e+01, 3.998854154275645811e+01, 3.299878357814062912e+00
1.924000000000000000e+03, 8.848199268272111340e+00, 5.094496175209248179e+01, 5.713120158628311884e+01, 3.444749648503105988e+01, 1.403002604745386961e+01, 1.774531291973895009e+01, 7.203098193922296666e+00, 1.249137272746869876e+01, 1.720025821114668219e+01, 4.766470034441711334e+01, 3.045194338936475020e+01, 5.228015350325312482e+01, 3.999769517640527994e+01, 3.306942443332403059e+00
1.925000000000000000e+03, 8.853216847729797223e+00, 5.091197979945105345e+01, 5.712239708617091338e+01, 3.445412577691576672e+01, 1.402655953400070210e+01, 1.775639847056616460e+01, 7.216643649802624516e+00, 1.247262219812212436e+01, 1.720188753803054027e+01, 4.769249041782948950e+01, 3.049599648406649877e+01, 5.227845483277165783e+01, 3.999271388153009354e+01, 3.296240061936349885e+00
1.926000000000000000e+03, 8.861344550627851646e+00, 5.086068237962631144e+01, 5.711823414106756047e+01, 3.447312613920525592e+01, 1.401886848584371492e+01, 1.777795820845419072e+01, 7.254014388343769326e+00, 1.245652249446110638e+01, 1.720233503267172992e+01, 4.772717993084464894e+01, 3.050006216694929861e+01, 5.227099554822756744e+01, 3.998196019402278267e+01, 3.296941954514543305e+00
1.927000000000000000e+03, 8.874733403009722466e+00, 5.083327537856415290e+01, 5.713012987188847092e+01, 3.448391579810819962e+01, 1.402075627691063175e+01, 1.778784656614274695e+01, 7.265328137659796681e+00, 1.245282690698965133e+01, 1.720713836839228250e+01, 4.776188129737537480e+01, 3.051159528148012967e+01, 5.226699225619012168e+01, 3.996131558408666962e+01, 3.296053999042365845e+00
1.928000000000000000e+03, 8.883260809084776000e+00, 5.082454304557619196e+01, 5.713583329884548334e+01, 3.448794371019118188e+01, 1.402714455569732621e+01, 1.778491361729220799e+01, 7.238147526851658853e+00, 1.244959522118268680e+01, 1.721811886718136364e+01, 4.780292405188215810e+01, 3.051331805682309195e+01, 5.226488647880226779e+01, 3.995201595895193236e+01, 3.300793724688500408e+00
1.929000000000000000e+03, 8.890710643248400658e+00, 5.084774289052040785e+01, 5.716078484262677506e+01, 3.449669988866153147e+01, 1.403761993046883916e+01, 1.778557313137027762e+01, 7.245390468889171487e+00, 1.243353402351056936e+01, 1.722251420041812864e+01, 4.783640608600258304e+01, 3.048763344946148734e+01, 5.225911088893551693e+01, 3.994403696303808005e+01, 3.304600656694923977e+00
1.930000000000000000e+03, 8.898297844214464902e+00, 5.083131266876061005e+01, 5.713020239019922997e+01, 3.449404803936111819e+01, 1.403864055396143939e+01, 1.779904333508748238e+01, 7.284144750965062087e+00, 1.242545987043278188e+01, 1.721571327098869020e+01, 4.786868619975633976e+01, 3.048449885998299180e+01, 5.225997951006040410e+01, 3.993332249811348333e+01, 3.311751895831445136e+00
1.931000000000000000e+03, 8.908129253859547347e+00, 5.081153587624380918e+01, 5.715706946624841578e+01, 3.450243600836209623e+01, 1.403447181261518928e+01, 1.781697691635189429e+01, 7.258212064443362088e+00, 1.240863186824598863e+01, 1.720234279598655291e+01, 4.790623475318753322e+01, 3.049228390176681103e+01, 5.224662238696845407e+01, 3.993851361829914026e+01, 3.310315647399142858e+00
1.932000000000000000e+03, 8.910355591146510434e+00, 5.083113863992277004e+01, 5.716881487015663765e+01, 3.452914133769093752e+01, 1.404609553578305992e+01, 1.783375929866427612e+01, 7.238363064676653025e+00, 1.238895078299549724e+01, 1.719693763753144466e+01, 4.794418869983081066e+01, 3.048231209055969515e+01, 5.224704777868587513e+01, 3.993606223092431406e+01, 3.315522904751458722e+00
1.933000000000000000e+03, 8.913658206370879356e+00, 5.082761485901851728e+01, 5.714436584801212149e+01, 3.456204982653074609e+01, 1.406054828387101807e+01, 1.785001480771464699e+01, 7.271321210796434009e+00, 1.238028443752781982e+01, 1.721006273302958434e+01, 4.799462191177682513e+01, 3.051949025809373239e+01, 5.223389441911934483e+01, 3.993056312731214064e+01, 3.312689774272817633e+00
1.934000000000000000e+03, 8.920215894613008345e+00, 5.079583603005787751e+01, 5.717100866983809482e+01, 3.457816214439081648e+01, 1.406852240736906445e+01, 1.786161608275294554e+01, 7.258211989356842864e+00, 1.237394380120261239e+01, 1.721725154848555306e+01, 4.803114752084604078e+01, 3.051495980655983686e+01, 5.223952828953326133e+01, 3.991802363924073660e+01, 3.304125433891790031e+00
1.935000000000000000e+03, 8.935889325642962788e+00, 5.076180168574619955e+01, 5.716237481817483967e+01, 3.459457939411111482e+01, 1.407003130754670117e+01, 1.786473564915654322e+01, 7.241456764093464393e+00, 1.237717081069971847e+01, 1.723505432776336121e+01, 4.805681035620938957e+01, 3.055904019601853605e+01, 5.224854394404576396e+01, 3.991179239485538943e+01, 3.303872489538518309e+00
1.936000000000000000e+03, 8.945599876860702793e+00, 5.075989033126528227e+01, 5.710872949598257975e+01, 3.460868284821623320e+01, 1.407862249746658989e+01, 1.786523143672276603e+01, 7.255152649406186427e+00, 1.239496263823480859e+01, 1.723944447868275631e+01, 4.809262101311333026e+01, 3.059831990066007634e+01, 5.223163068908193907e+01, 3.989212753885929885e+01, 3.309638483109441420e+00
1.937000000000000000e+03, 8.950066132169991917e+00, 5.075092534512197062e+01, 5.714242779608652967e+01, 3.461902870726132164e+01, 1.408957682171238268e+01, 1.787284725219221215e+01, 7.255969754052226328e+00, 1.239386254593085113e+01, 1.724706901541776816e+01, 4.814325086348479488e+01, 3.059328811562896178e+01, 5.221212496534280945e+01, 3.987489765783713835e+01, 3.304933109049891016e+00
1.938000000000000000e+03, 8.955269635050607135e+00, 5.073943094813392207e+01, 5.707734435458087319e+01, 3.463252116795433722e+01, 1.409941303925250899e+01, 1.787790382780734078e+01, 7.255841408598646680e+00, 1.239040213722860706e+01, 1.726938739572802461e+01, 4.818479794087053847e+01, 3.061589763559261712e+01, 5.220303648796550533e+01, 3.987185252606327879e+01, 3.314317941342494134e+00
1.939000000000000000e+03, 8.963966711649490549e+00, 5.075691946362203311e+01, 5.699913270327034809e+01, 3.464270356419351060e+01, 1.409557579391156601e+01, 1.788275779227710771e+01, 7.275878804078609541e+00, 1.239206107237798093e+01, 1.728262567355443480e+01, 4.823723293233609866e+01, 3.059752046017015559e+01, 5.220949969433729621e+01, 3.986651697891068125e+01, 3.324909567672496458e+00
1.940000000000000000e+03, 8.982445701203410238e+00, 5.076830674709719915e+01, 5.696408700933000091e+01, 3.465594084332168023e+01, 1.409417674038061286e+01, 1.787892737711150914e+01, 7.297334154975733789e+00, 1.239953656582847863e+01, 1.728881799479971804e+01, 4.828105267310672133e+01, 3.057862680048418724e+01, 5.220288155276885078e+01, 3.985350784987723216e+01, 3.329763379138086066e+00
1.941000000000000000e+03, 8.988230625743792501e+00, 5.077494069830002132e+01, 5.698212999103165544e+01, 3.467468534482455311e+01, 1.410679417476024788e+01, 1.788481444377563179e+01, 7.288762183107009740e+00, 1.242502653855003381e+01, 1.728790287884539723e+01, 4.832722161326743304e+01, 3.057144889549424960e+01, 5.218603286784360762e+01, 3.983802650936978296e+01, 3.319351123336938603e+00
1.942000000000000000e+03, 8.993251782531476834e+00, 5.076600290096358492e+01, 5.703503087202467725e+01, 3.469048925571204478e+01, 1.412673000503981235e+01, 1.789805019719506518e+01, 7.293671894588366733e+00, 1.244463286977938310e+01, 1.729139744294950276e+01, 4.838217409763181109e+01, 3.056238602423875861e+01, 5.218313005613251931e+01, 3.981319585968453367e+01, 3.311401870637850298e+00
1.943000000000000000e+03, 9.003391773453689240e+00, 5.073155075141457360e+01, 5.702655315174017403e+01, 3.471078548896657878e+01, 1.413723725914045026e+01, 1.791298521336190319e+01, 7.289894289446890774e+00, 1.243480721672758982e+01, 1.729292507492956688e+01, 4.843281090357719876e+01, 3.056243706473260602e+01, 5.218932204868262659e+01, 3.979271534757191375e+01, 3.313394270753527771e+00
1.944000000000000000e+03, 9.011313581339519985e+00, 5.071641208994601158e+01, 5.704201744105084515e+01, 3.472983870643815862e+01, 1.415017818313507192e+01, 1.792688554924004762e+01, 7.273703344118601422e+00, 1.242658560853256944e+01, 1.729563798309646927e+01, 4.849064095223241821e+01, 3.053574820574013771e+01, 5.219373989877691855e+01, 3.977581429524692425e+01, 3.305185492164946393e+00
1.945000000000000000e+03, 9.024662259981967694e+00, 5.075631941148910897e+01, 5.709989231251405073e+01, 3.473931606062627964e+01, 1.415921585517511616e+01, 1.793732170456883424e+01, 7.280380026236345614e+00, 1.242125122088605416e+01, 1.730412626079392169e+01, 4.854719203862336485e+01, 3.051015051197147088e+01, 5.218927348443379799e+01, 3.974442788671328231e+01, 3.302675521575614059e+00
1.946000000000000000e+03, 9.046491257957601562e+00, 5.075055401151918488e+01, 5.712235806895768775e+01, 3.474831819972655467e+01, 1.415918711065562086e+01, 1.794949452927892963e+01, 7.302286263795362053e+00, 1.242337367307335860e+01, 1.730736698756460967e+01, 4.860261634157696164e+01, 3.052519764646704203e+01, 5.218690858872444238e+01, 3.972021072089502525e+01, 3.299891345534402554e+00
1.947000000000000000e+03, 9.059303710096862972e+00, 5.071063677466253239e+01, 5.709865187478592929e+01, 3.476889017837140727e+01, 1.416256357041734937e+01, 1.796748800974865290e+01, 7.293188082810749151e+00, 1.242180032542778889e+01, 1.731225068478242690e+01, 4.865026319440481473e+01, 3.052314500808911646e+01, 5.217500014974220335e+01, 3.969459820108397707e+01, 3.294442441810425226e+00
1.948000000000000000e+03, 9.071099230479710229e+00, 5.067509954603360711e+01, 5.709705035604637402e+01, 3.478788877407365732e+01, 1.416953471231185091e+01, 1.797163153033958594e+01, 7.271251223960779164e+00, 1.240274367080110096e+01, 1.732675945609733859e+01, 4.870085227061221644e+01, 3.054011752581200767e+01, 5.216367488284879528e+01, 3.967123696729143489e+01, 3.281424543897197843e+00
1.949000000000000000e+03, 9.077026700413005855e+00, 5.062887065520375529e+01, 5.708454984791274001e+01, 3.479587368183231888e+01, 1.418576233903075945e+01, 1.796545494530546705e+01, 7.286743353067042683e+00, 1.240159222664726890e+01, 1.735096577009031193e+01, 4.875166686979721220e+01, 3.054379649309570510e+01, 5.215501739165156181e+01, 3.966439578927833054e+01, 3.280361812997132809e+00
1.950000000000000000e+03, 9.081884503749039439e+00, 5.058922033198400925e+01, 5.710581263560673193e+01, 3.481566309707820039e+01, 1.420294231799180018e+01, 1.795910845380785759e+01, 7.315767580657970726e+00, 1.241854666995562440e+01, 1.736794990406547612e+01, 4.881112577111433382e+01, 3.050985196862347948e+01, 5.215626984477166417e+01, 3.964697697265498988e+01, 3.288472119339969968e+00
1.951000000000000000e+03, 9.081140208974392891e+00, 5.062126547682175470e+01, 5.710392497140855284e+01, 3.484606735431352575e+01, 1.421520655693985447e+01, 1.796437332689305322e+01, 7.316536469891787853e+00, 1.243913241004783110e+01, 1.737857146483722914e+01, 4.886855944613312630e+01, 3.047883350173202999e+01, 5.215639346460662296e+01, 3.962448733383780564e+01, 3.275884991218786624e+00
1.952000000000000000e+03, 9.085981594090347002e+00, 5.066689478563255022e+01, 5.709380711479342096e+01, 3.486961285323327076e+01, 1.421204036704239115e+01, 1.797461014594269813e+01, 7.296507978488326884e+00, 1.245365584420442140e+01, 1.737982120183755796e+01, 4.891911700518475214e+01, 3.052353617378238937e+01, 5.214575458049760925e+01, 3.960083812967593531e+01, 3.288754313511537131e+00
1.953000000000000000e+03, 9.086278528869041082e+00, 5.068406482322345852e+01, 5.711700020465376326e+01, 3.488122269487390525e+01, 1.421501314509062830e+01, 1.798283709242350525e+01, 7.313806755488879041e+00, 1.247905861246954551e+01, 1.739508035873384983e+01, 4.897244519133077745e+01, 3.061085612790328625e+01, 5.213439620323721613e+01, 3.957648804741309334e+01, 3.284437963278647565e+00
1.954000000000000000e+03, 9.088512898408453111e+00, 5.066431404934960625e+01, 5.709924320887841276e+01, 3.488338037942661884e+01, 1.422305856390921441e+01, 1.799185127876535617e+01, 7.328038281070344162e+00, 1.249726486748379273e+01, 1.741810649232466446e+01, 4.903789198798838811e+01, 3.058310290133510989e+01, 5.212909365578435938e+01, 3.955270143309611086e+01, 3.282554039485864994e+00
1.955000000000000000e+03, 9.095123508622268815e+00, 5.065444388035434997e+01, 5.714969559506589292e+01, 3.489394576687191574e+01, 1.423317942999391406e+01, 1.799531877181065553e+01, 7.311814046312839821e+00, 1.250358731795323841e+01, 1.742941920171128345e+01, 4.909312846507694417e+01, 3.053164775327548597e+01, 5.212454936448408915e+01, 3.953585360355444323e+01, 3.281108713012635292e+00
1.956000000000000000e+03, 9.099693625059243729e+00, 5.066090238672686752e+01, 5.720788645665631122e+01, 3.490496981116718445e+01, 1.423855414161771371e+01, 1.800189518103282538e+01, 7.289581823066536792e+00, 1.251433961294376118e+01, 1.743093464200247311e+01, 4.914978778630237599e+01, 3.051927232921768152e+01, 5.210195264570418772e+01, 3.952190266922364259e+01, 3.274464590739130099e+00
1.957000000000000000e+03, 9.102244839551946853e+00, 5.064144231960685971e+01, 5.715234544464383504e+01, 3.491886551202824052e+01, 1.424931853163161577e+01, 1.801978941139679335e+01, 7.304799815527499796e+00, 1.253885681227974302e+01, 1.743940625165610570e+01, 4.921508584058256019e+01, 3.050833165750257692e+01, 5.209034317048341478e+01, 3.950962800837886846e+01, 3.278030707745225314e+00
1.958000000000000000e+03, 9.105954724455854077e+00, 5.060650550565108574e+01, 5.714278648413517203e+01, 3.493235633795708850e+01, 1.426125638157510522e+01, 1.802776702794290031e+01, 7.345052612491914878e+00, 1.254488983156322490e+01, 1.745886018668696593e+01, 4.927779033994717395e+01, 3.055379352770040668e+01, 5.210811728405676746e+01, 3.947450361933426422e+01, 3.279880919197419864e+00
1.959000000000000000e+03, 9.111336482728386699e+00, 5.060896428001633041e+01, 5.713738728430225677e+01, 3.493879807832742301e+01, 1.427584520549661917e+01, 1.804144055471146757e+01, 7.353354712302419216e+00, 1.253793732493632085e+01, 1.748758903505139628e+01, 4.934218345377174586e+01, 3.055005084564610129e+01, 5.214983204490980029e+01, 3.943692624127507429e+01, 3.287031530526959067e+00
1.960000000000000000e+03, 9.114546201855969088e+00, 5.062237284952605876e+01, 5.714316441170309702e+01, 3.494622000989047450e+01, 1.428985364478281284e+01, 1.805962954692040157e+01, 7.350707541455579808e+00, 1.254364210473479702e+01, 1.751230878407924507e+01, 4.940115659573396556e+01, 3.056706385799132875e+01, 5.215740065753609400e+01, 3.941159799275644104e+01, 3.293558840677720756e+00
1.961000000000000000e+03, 9.123284337836507163e+00, 5.059649217444776781e+01, 5.718980407388020382e+01, 3.495287157748100526e+01, 1.429767668628932320e+01, 1.808107123025866869e+01, 7.361668681077803811e+00, 1.256200515464164447e+01, 1.753822318494648513e+01, 4.945994516995732937e+01, 3.055761448198090591e+01, 5.215271510135073640e+01, 3.938496026643180414e+01, 3.292802880464245074e+00
1.962000000000000000e+03, 9.139782320094703039e+00, 5.056840272088277999e+01, 5.717600045992965363e+01, 3.496087294591314532e+01, 1.432364859780170363e+01, 1.808777191086202762e+01, 7.364384396396951082e+00, 1.256210794951617871e+01, 1.756565818478532748e+01, 4.952753799369866528e+01, 3.056824415284995311e+01, 5.215456828586975746e+01, 3.936117999203219142e+01, 3.283669337150629808e+00
1.963000000000000000e+03, 9.157369479206296958e+00, 5.058746791456189129e+01, 5.718312784966844475e+01, 3.497607162643778622e+01, 1.435874247334447240e+01, 1.809040319670152641e+01, 7.365801171330577546e+00, 1.255715065117657581e+01, 1.756175314070580384e+01, 4.960191573350747518e+01, 3.058983704798216507e+01, 5.216185569890518536e+01, 3.932580292424498225e+01, 3.294034033458787647e+00
1.964000000000000000e+03, 9.162890965977059210e+00, 5.059650228387127413e+01, 5.723722375098069648e+01, 3.498824607873790882e+01, 1.438387015863115259e+01, 1.810406953453560419e+01, 7.374361039010316254e+00, 1.255368115926650674e+01, 1.755659076845311617e+01, 4.967660272903074059e+01, 3.059845271122107135e+01, 5.215917742514258038e+01, 3.929255729781097273e+01, 3.279152405739035547e+00
1.965000000000000000e+03, 9.163628112263188186e+00, 5.059513900406390974e+01, 5.724089591859161175e+01, 3.501062336292566357e+01, 1.440086199214297835e+01, 1.812295078578963370e+01, 7.388527302694178012e+00, 1.256611064392712152e+01, 1.756755204432434070e+01, 4.976157976255782245e+01, 3.058672881272601884e+01, 5.214762042701259048e+01, 3.926775460916206129e+01, 3.279157787254900924e+00
1.966000000000000000e+03, 9.167844801282852174e+00, 5.057750129751322987e+01, 5.729508241150581682e+01, 3.503649713396004728e+01, 1.442223964723387120e+01, 1.813797977038208131e+01, 7.402498889092114176e+00, 1.257974253242551121e+01, 1.759274850105125054e+01, 4.984405099310862397e+01, 3.057687349373484409e+01, 5.214940584550159741e+01, 3.923934925185342593e+01, 3.269575468942185204e+00
1.967000000000000000e+03, 9.172050860760913693e+00, 5.057782519415378175e+01, 5.735285365901237498e+01, 3.505698739369968564e+01, 1.444072528000350353e+01, 1.816352055158817436e+01, 7.421685565732111911e+00, 1.258194899761635988e+01, 1.762669776086151074e+01, 4.991494118264375857e+01, 3.055772755046469413e+01, 5.216278572643146560e+01, 3.919096742077385898e+01, 3.273224140411560956e+00
1.968000000000000000e+03, 9.175986808150295104e+00, 5.057071307266418358e+01, 5.736659996257245098e+01, 3.507640298017205538e+01, 1.445209053583962877e+01, 1.818523704848641742e+01, 7.402987688692738821e+00, 1.259696836283203147e+01, 1.765188974079979545e+01, 4.998468839816915477e+01, 3.053873164701222720e+01, 5.217028464008411959e+01, 3.915510812494501636e+01, 3.274934114963573339e+00
1.969000000000000000e+03, 9.188342891251776834e+00, 5.053321060157919220e+01, 5.739301926101755669e+01, 3.509510658331159760e+01, 1.446154496925594657e+01, 1.820005186442081779e+01, 7.390393499436567204e+00, 1.261403551507820708e+01, 1.767623761760339107e+01, 5.005004452519931135e+01, 3.060251630989753835e+01, 5.217735368612214586e+01, 3.912834384611464600e+01, 3.269638574268420417e+00
1.970000000000000000e+03, 9.210549838376445919e+00, 5.049225994189331601e+01, 5.743876352839811261e+01, 3.512915740659559560e+01, 1.447082460767146195e+01, 1.821296618936244016e+01, 7.433926854346978530e+00, 1.262745909026468105e+01, 1.770434474396207136e+01, 5.012770087328564017e+01, 3.060494561940996761e+01, 5.220450760164037263e+01, 3.908884903059887961e+01, 3.266711198927593873e+00
1.971000000000000000e+03, 9.221630597582683109e+00, 5.047755621023545558e+01, 5.746920066714874764e+01, 3.517887499581226507e+01, 1.449177655239443219e+01, 1.822484153238898230e+01, 7.417358421570279248e+00, 1.263850529022898783e+01, 1.774015456219357745e+01, 5.020946771653894558e+01, 3.065044499357950869e+01, 5.221866767557268929e+01, 3.904722658460067919e+01, 3.265163362206697339e+00
1.972000000000000000e+03, 9.231508149489757287e+00, 5.047866578051562669e+01, 5.753984102465518902e+01, 3.521944035072502999e+01, 1.451116997371309658e+01, 1.825758992482371568e+01, 7.429945892411963904e+00, 1.263535469284376589e+01, 1.776126551297449652e+01, 5.028885597445520261e+01, 3.065815576247630148e+01, 5.220902181542118115e+01, 3.900817207900553285e+01, 3.264469882543363344e+00
1.973000000000000000e+03, 9.237909335350535045e+00, 5.044761416283116517e+01, 5.758310477447464848e+01, 3.525848528232496903e+01, 1.453518575815892966e+01, 1.828800073055898778e+01, 7.453980353436192807e+00, 1.263411797072890330e+01, 1.777343974679556382e+01, 5.037075076757778191e+01, 3.068433560241953728e+01, 5.221952486845315633e+01, 3.898165067526868910e+01, 3.264581388180511468e+00
1.974000000000000000e+03, 9.245249038532115549e+00, 5.042856117536319971e+01, 5.761951428139445852e+01, 3.529892493042989798e+01, 1.457151264384462408e+01, 1.831288357603134642e+01, 7.455497087012016522e+00, 1.265780626004374909e+01, 1.780210829005216766e+01, 5.044927369906096715e+01, 3.073182422092806831e+01, 5.223176497415452957e+01, 3.895142724928790301e+01, 3.255039625092754907e+00
1.975000000000000000e+03, 9.245043648651407153e+00, 5.048548907127927521e+01, 5.767145714558414937e+01, 3.533958399884758705e+01, 1.460066274378496409e+01, 1.834977578389572628e+01, 7.475704706485100992e+00, 1.270099969265871032e+01, 1.783993767306734313e+01, 5.052168513220347990e+01, 3.074377921989504969e+01, 5.224427020648658981e+01, 3.890837388744747471e+01, 3.253680444312282205e+00
1.976000000000000000e+03, 9.248759131493589081e+00, 5.052856681723064014e+01, 5.768456701728101876e+01, 3.536767312477721248e+01, 1.462973601783885513e+01, 1.839530904855003968e+01, 7.487775101225863317e+00, 1.274588998236352211e+01, 1.786608023604571827e+01, 5.060056500309781313e+01, 3.074447667545884855e+01, 5.227027188875434405e+01, 3.887053966268516803e+01, 3.248224174348764315e+00
1.977000000000000000e+03, 9.263524491602083799e+00, 5.049613099486025902e+01, 5.772247684940651880e+01, 3.537808013054127088e+01, 1.465507934319405159e+01, 1.842328404378133300e+01, 7.494200135291463560e+00, 1.277457470255751382e+01, 1.788581910504842298e+01, 5.068093867565207944e+01, 3.073327702742787437e+01, 5.230034109787376906e+01, 3.884162434111235740e+01, 3.246155293490769367e+00
1.978000000000000000e+03, 9.268686267763378339e+00, 5.047705854289628746e+01, 5.773660870511731247e+01, 3.538615373559346011e+01, 1.467148304677957071e+01, 1.844498479863717932e+01, 7.538842509882849541e+00, 1.279694334060552663e+01, 1.791682408175469021e+01, 5.075665337990612613e+01, 3.076526256845481200e+01, 5.232608492128549216e+01, 3.880624621982237699e+01, 3.243676564608904744e+00
1.979000000000000000e+03, 9.270120061323876115e+00, 5.049197376782944247e+01, 5.779185435435113760e+01, 3.539908459886900260e+01, 1.469911149706014797e+01, 1.848119210941500867e+01, 7.548532443639216716e+00, 1.282622236498451151e+01, 1.796489194271810774e+01, 5.084537387799841923e+01, 3.080010902331954270e+01, 5.231551863267152669e+01, 3.876511743829706091e+01, 3.256553645254365748e+00
1.980000000000000000e+03, 9.281320827327229850e+00, 5.046818221836461049e+01, 5.779712193497660166e+01, 3.540816759886179454e+01, 1.473746986998123631e+01, 1.852033557131773733e+01, 7.530839392935386734e+00, 1.286359981851278178e+01, 1.801095780519159462e+01, 5.093070844577977851e+01, 3.076424897398550584e+01, 5.228714937914094207e+01, 3.872317778583981607e+01, 3.247427129788529765e+00
1.981000000000000000e+03, 9.288650737665722801e+00, 5.041540285894226514e+01, 5.782014272091073082e+01, 3.541561155626465762e+01, 1.478610464691087323e+01, 1.855538097334415681e+01, 7.544612642572060324e+00, 1.291551521377340350e+01, 1.805658201035207355e+01, 5.100963190340162612e+01, 3.077660525512507661e+01, 5.228246541754079857e+01, 3.868437999369772484e+01, 3.244909453518419085e+00
1.982000000000000000e+03, 9.297864417873272558e+00, 5.041280585291000449e+01, 5.782039894900687926e+01, 3.542613262840849586e+01, 1.482865257301801165e+01, 1.859165768189938461e+01, 7.584065417446495871e+00, 1.295471820042919830e+01, 1.808902606684600656e+01, 5.109540057122952561e+01, 3.084226167474941960e+01, 5.229710355133396860e+01, 3.865639201794466828e+01, 3.246718182200458713e+00
1.983000000000000000e+03, 9.301841846222663079e+00, 5.046567403692348108e+01, 5.787015622563590966e+01, 3.546150204621935842e+01, 1.486588000364139894e+01, 1.862419903645054120e+01, 7.591761202047525359e+00, 1.297400449503915532e+01, 1.812222454121347326e+01, 5.117188759717917179e+01, 3.089052347723825420e+01, 5.233020617389361462e+01, 3.862040443977184623e+01, 3.237036550881961183e+00
1.984000000000000000e+03, 9.308763545815230245e+00, 5.048363095959805946e+01, 5.789771138302262443e+01, 3.551162739249400602e+01, 1.489598525969790899e+01, 1.866336008990639073e+01, 7.580448215308559057e+00, 1.298033634654292534e+01, 1.817400088614281728e+01, 5.125124206335904375e+01, 3.092754891666955785e+01, 5.235022381440812467e+01, 3.858550724426587664e+01, 3.227780939401835525e+00
1.985000000000000000e+03, 9.320647381697504841e+00, 5.043233288405161119e+01, 5.796143097072882000e+01, 3.556193853818918171e+01, 1.492938910089123183e+01, 1.870266632023466258e+01, 7.610640093990945765e+00, 1.301759734273607272e+01, 1.822210070048629404e+01, 5.134562121478219865e+01, 3.098766015256032702e+01, 5.236340816057298042e+01, 3.854836145284454574e+01, 3.236214308902733539e+00
1.986000000000000000e+03, 9.327265967084098719e+00, 5.041127905333887327e+01, 5.798568189021632691e+01, 3.560664740751649759e+01, 1.496067530078854269e+01, 1.873734814974451623e+01, 7.635999870974773174e+00, 1.307910239580442990e+01, 1.827055378596909208e+01, 5.143424235853370874e+01, 3.099084278899992739e+01, 5.238670951396279918e+01, 3.851156678077926188e+01, 3.232675418268831091e+00
1.987000000000000000e+03, 9.330199999746186634e+00, 5.042549263949477734e+01, 5.798665020665525560e+01, 3.563541959204691523e+01, 1.499275973691884722e+01, 1.877743698717370791e+01, 7.622581960398603584e+00, 1.309603517834298714e+01, 1.831489415323988368e+01, 5.151151495832015570e+01, 3.098655527701093604e+01, 5.238940321789823429e+01, 3.847780808939023700e+01, 3.226229404465066786e+00
1.988000000000000000e+03, 9.338487193978444623e+00, 5.042137009772429934e+01, 5.805946663171248900e+01, 3.566111755206883061e+01, 1.502055696976969301e+01, 1.881946003392469891e+01, 7.629929711149451066e+00, 1.311660460497594372e+01, 1.836453553165834407e+01, 5.159381040626828252e+01, 3.103133724996152409e+01, 5.239241332209860502e+01, 3.845646628836924918e+01, 3.224178211348870615e+00
1.989000000000000000e+03, 9.336570799061963299e+00, 5.040161584841106901e+01, 5.809355671205010907e+01, 3.569105533979075062e+01, 1.505391060033440453e+01, 1.885637927384176038e+01, 7.655638760807989662e+00, 1.315283425890005020e+01, 1.841392654474605806e+01, 5.167184929539819649e+01, 3.103829968173154086e+01, 5.241182796290287627e+01, 3.842709082791542130e+01, 3.227161658353811635e+00
1.990000000000000000e+03, 9.341769952641332253e+00, 5.041454318903029730e+01, 5.812768599267192826e+01, 3.571743138914040117e+01, 1.508585849055852890e+01, 1.888763008440280800e+01, 7.682685126718094892e+00, 1.317106074544384597e+01, 1.845458082198619110e+01, 5.176297686804982590e+01, 3.108947001861235648e+01, 5.243605316439797548e+01, 3.838867483262279023e+01, 3.234006920502562110e+00
