year, IPSL-CM6A-LR, EC-Earth3-Veg, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-MM, NorESM2-LM, TaiESM1, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, MPI-ESM1-2-LR, CMCC-CM2-SR5, CanESM5, GFDL-ESM4
1.860000000000000000e+03, 8.648927426130027740e+00, 5.100801399401191105e+01, 5.713021686850530045e+01, 3.392583618983691451e+01, 1.378388837847413484e+01, 1.759874329184920327e+01, 7.193826946521618027e+00, 1.272684441482850382e+01, 1.730610870669219281e+01, 4.671526880767498824e+01, 3.026281860387674882e+01, 5.275847484351701411e+01, 4.036212951021931161e+01, 3.449559052078098098e+00
1.861000000000000000e+03, 8.646382254228731412e+00, 5.102469423156156125e+01, 5.709532653807759317e+01, 3.390882505801274505e+01, 1.378207066056677377e+01, 1.758998600125171663e+01, 7.159484595468675217e+00, 1.274162583577384744e+01, 1.730609683412703959e+01, 4.672586425878646565e+01, 3.025219584378911009e+01, 5.273538159928712332e+01, 4.035154037090162404e+01, 3.450784442333987290e+00
1.862000000000000000e+03, 8.647057584315319900e+00, 5.100671747890029906e+01, 5.708403195462518909e+01, 3.388674675607484943e+01, 1.378328102599187410e+01, 1.757494120868452470e+01, 7.156769408738870908e+00, 1.275137360639188699e+01, 1.730116421471880273e+01, 4.673613046486627809e+01, 3.028450648154981195e+01, 5.270571731528229265e+01, 4.034275279412918991e+01, 3.447871565042631925e+00
1.863000000000000000e+03, 8.643676323497096803e+00, 5.098208144045873524e+01, 5.710943619574379682e+01, 3.387177533522419992e+01, 1.378031736424294529e+01, 1.756867767206419728e+01, 7.182919449164198333e+00, 1.275365637647274575e+01, 1.729647490606107851e+01, 4.674022722116133366e+01, 3.029515209639460949e+01, 5.270700956875614196e+01, 4.034753678287473377e+01, 3.438635808538928362e+00
1.864000000000000000e+03, 8.646583327969805666e+00, 5.098687221910697076e+01, 5.712371011568978929e+01, 3.386666558592460774e+01, 1.376962724604813282e+01, 1.756367740631870333e+01, 7.184189548456209273e+00, 1.275865328750819927e+01, 1.728959328927462735e+01, 4.673656415741730541e+01, 3.027516575341973137e+01, 5.270974779388075149e+01, 4.034396035804721947e+01, 3.436382902290263885e+00
1.865000000000000000e+03, 8.652567202110041933e+00, 5.100333029233195248e+01, 5.715686434170769559e+01, 3.386704065872709890e+01, 1.376803540039606411e+01, 1.756190090129508619e+01, 7.172819302680895071e+00, 1.277218717724959163e+01, 1.727852390962117113e+01, 4.673671123886741441e+01, 3.027578807992159327e+01, 5.270943479969757561e+01, 4.032657837090487618e+01, 3.440799583229207315e+00
1.866000000000000000e+03, 8.649345107846233560e+00, 5.099673325556214110e+01, 5.716093966243484914e+01, 3.387327413200754478e+01, 1.377628316126597241e+01, 1.757054913768929438e+01, 7.165944939492052690e+00, 1.278456939492642164e+01, 1.726077099467414300e+01, 4.673136655978865406e+01, 3.028300220597965975e+01, 5.269461378933805662e+01, 4.032661269943049831e+01, 3.435675589282076725e+00
1.867000000000000000e+03, 8.653384313040605846e+00, 5.098547819783890844e+01, 5.715824826052722329e+01, 3.388702777910796016e+01, 1.378036523191534535e+01, 1.757797931668397595e+01, 7.173750984072507997e+00, 1.279015280219661221e+01, 1.724911782926492165e+01, 4.673106223721286057e+01, 3.024932230217937601e+01, 5.268483695613437590e+01, 4.032456496844697824e+01, 3.428492367077178749e+00
1.868000000000000000e+03, 8.661051011191370108e+00, 5.098646513647589273e+01, 5.715027820025171934e+01, 3.390532866051833594e+01, 1.378642367445892525e+01, 1.757611841765514527e+01, 7.168082831584905890e+00, 1.277848297964355240e+01, 1.724088929601566988e+01, 4.673892780878666997e+01, 3.028002338770072654e+01, 5.267421955054000193e+01, 4.032410206383548257e+01, 3.423607702251232787e+00
1.869000000000000000e+03, 8.665090513401507266e+00, 5.096397259993651119e+01, 5.713952277849244155e+01, 3.392048062686214394e+01, 1.379283579750514832e+01, 1.758633940179021593e+01, 7.173866187054443344e+00, 1.277140354297513447e+01, 1.724580085406214991e+01, 4.674257132236773060e+01, 3.025483136113517091e+01, 5.267244940796569352e+01, 4.031324695040152761e+01, 3.415802738522183635e+00
1.870000000000000000e+03, 8.664567265026901666e+00, 5.096051574705282405e+01, 5.716388339141374786e+01, 3.392874398010641812e+01, 1.378932523672478716e+01, 1.759066991906421151e+01, 7.198837815726211176e+00, 1.277147515331401451e+01, 1.724568756783696344e+01, 4.675246362005198364e+01, 3.024580579456878127e+01, 5.264771650269760528e+01, 4.030482440839539038e+01, 3.414148291109036393e+00
1.871000000000000000e+03, 8.663897852273770184e+00, 5.098835266925448195e+01, 5.716117798698797969e+01, 3.393524395746838707e+01, 1.379201718002293831e+01, 1.759275538654984317e+01, 7.189605397092683425e+00, 1.278162275985357077e+01, 1.724188507555289718e+01, 4.675197824400576962e+01, 3.026711315867432717e+01, 5.262596794458263361e+01, 4.029827523936451428e+01, 3.415384210749504046e+00
1.872000000000000000e+03, 8.661522516795519877e+00, 5.099505458457630880e+01, 5.713345122205404891e+01, 3.393676757756620077e+01, 1.378531014320766346e+01, 1.759144911474034245e+01, 7.166383866738071262e+00, 1.280835977890271593e+01, 1.725032518758169431e+01, 4.676172480561423583e+01, 3.026874421924713232e+01, 5.261773805971037632e+01, 4.029182123370993907e+01, 3.413803957873436268e+00
1.873000000000000000e+03, 8.665091639357934028e+00, 5.097165418546612159e+01, 5.712974671262445270e+01, 3.393849664152097745e+01, 1.378300389207990584e+01, 1.759723149994783853e+01, 7.173440174091050281e+00, 1.282047593472175961e+01, 1.726009254565488504e+01, 4.676500929869829548e+01, 3.028264740499666630e+01, 5.260344871492363694e+01, 4.029338739937774960e+01, 3.410961881271697305e+00
1.874000000000000000e+03, 8.673272013311134288e+00, 5.097314151799074722e+01, 5.716927782016916382e+01, 3.394792847790770196e+01, 1.377724393709059925e+01, 1.760267512688749747e+01, 7.180940373842671143e+00, 1.281376530386877910e+01, 1.726730931038623851e+01, 4.676811435282481000e+01, 3.028359489033481822e+01, 5.258093002970292673e+01, 4.029758681687624744e+01, 3.403292610498207527e+00
1.875000000000000000e+03, 8.676400582846131471e+00, 5.101053426177932693e+01, 5.714381398026721826e+01, 3.395228941660711541e+01, 1.376491169296868300e+01, 1.760460488055996819e+01, 7.179659337846649336e+00, 1.282030845726869650e+01, 1.727114926891956870e+01, 4.676805723139646886e+01, 3.026335421232517220e+01, 5.257080646667969859e+01, 4.029310694477553056e+01, 3.419087841792684213e+00
1.876000000000000000e+03, 8.677137074391978899e+00, 5.102833263581739232e+01, 5.712017560133742222e+01, 3.395001526620977472e+01, 1.376317886153020886e+01, 1.760422744455387090e+01, 7.164034267242738174e+00, 1.283537034212788797e+01, 1.726723937952447585e+01, 4.677271852958388365e+01, 3.028115591435489762e+01, 5.256257315816716869e+01, 4.029356738116538139e+01, 3.409987820882743215e+00
1.877000000000000000e+03, 8.679818854452705068e+00, 5.101210917251238897e+01, 5.707984750382525618e+01, 3.394714523154034680e+01, 1.375802204610238810e+01, 1.761036743186991060e+01, 7.149762405028011969e+00, 1.285217159171269330e+01, 1.726171758953648450e+01, 4.677718386483375212e+01, 3.029171381358583304e+01, 5.255613558964732590e+01, 4.028234659895109360e+01, 3.398856646907761014e+00
1.878000000000000000e+03, 8.679726868389820993e+00, 5.096763992420638800e+01, 5.706062959894024544e+01, 3.394580875085282656e+01, 1.376588068750795557e+01, 1.761676309016677422e+01, 7.153109771281269680e+00, 1.286204367445947838e+01, 1.724422927238138925e+01, 4.678288660077489425e+01, 3.027768452440984248e+01, 5.253366290987821685e+01, 4.027223748147837767e+01, 3.405186845031107801e+00
1.879000000000000000e+03, 8.683522899966794384e+00, 5.092755187078751788e+01, 5.706029406685668448e+01, 3.393345023860387499e+01, 1.377867060552142142e+01, 1.762149165372439796e+01, 7.170064188548233908e+00, 1.285985041316046740e+01, 1.722564029176826139e+01, 4.679482631745882770e+01, 3.024722442534053002e+01, 5.252495598293804591e+01, 4.027137827930461356e+01, 3.397027187633615775e+00
1.880000000000000000e+03, 8.683220887725783044e+00, 5.096623144993827736e+01, 5.706359047911480076e+01, 3.390844499660884992e+01, 1.378594648094718877e+01, 1.762220894767606083e+01, 7.168377668606450648e+00, 1.286373535478727703e+01, 1.722548907626737957e+01, 4.680740897473220485e+01, 3.022145193618382919e+01, 5.251697886716114283e+01, 4.026747231753665091e+01, 3.395555206665999304e+00
1.881000000000000000e+03, 8.682231810527081706e+00, 5.101118964819802670e+01, 5.708057022697813210e+01, 3.387944564611542830e+01, 1.378461480443880305e+01, 1.763128175199246073e+01, 7.183041002468565139e+00, 1.287485897235744758e+01, 1.723068235323328423e+01, 4.681773883662035729e+01, 3.025668535322926189e+01, 5.251379351816316188e+01, 4.026785996724611039e+01, 3.389876141527432996e+00
1.882000000000000000e+03, 8.689282091363377702e+00, 5.101400055481759210e+01, 5.704079627658233420e+01, 3.385931059160568424e+01, 1.378091024863787517e+01, 1.764104353409234704e+01, 7.171581871448097445e+00, 1.288569545104323488e+01, 1.724072516261646726e+01, 4.683114462582027926e+01, 3.026559421114466275e+01, 5.251976388592830602e+01, 4.026769885842228547e+01, 3.382746869810919765e+00
1.883000000000000000e+03, 8.693202493349394544e+00, 5.104127612156251814e+01, 5.701880845755850657e+01, 3.385323836334145398e+01, 1.378443065524118083e+01, 1.763888945121732377e+01, 7.154616059491186952e+00, 1.288220542875184726e+01, 1.724276904048231884e+01, 4.683963548722204706e+01, 3.023787424114739153e+01, 5.251343914021473580e+01, 4.026310119157771084e+01, 3.376584157107080042e+00
1.884000000000000000e+03, 8.691823917678442868e+00, 5.107644855864359101e+01, 5.707942060078642044e+01, 3.386696946086172488e+01, 1.378968818593229351e+01, 1.763200212332458250e+01, 7.160429494288506724e+00, 1.286801457767719192e+01, 1.724185018524101309e+01, 4.685795775627398285e+01, 3.024117881532010799e+01, 5.251487436591850155e+01, 4.026604889259041187e+01, 3.372030529964456402e+00
1.885000000000000000e+03, 8.692577944015223324e+00, 5.105407883976538841e+01, 5.707863024597774171e+01, 3.389251168345796117e+01, 1.379421519334268709e+01, 1.762502392563718701e+01, 7.160225349827189056e+00, 1.285939116524712666e+01, 1.723198613585656602e+01, 4.686371995968824677e+01, 3.024378321078264875e+01, 5.250183956924445283e+01, 4.027134583000871970e+01, 3.369570699334784258e+00
1.886000000000000000e+03, 8.691992481726288133e+00, 5.100491538451242235e+01, 5.707276151708262546e+01, 3.391307122059653523e+01, 1.379619798562831434e+01, 1.761884068919692226e+01, 7.162551029228734656e+00, 1.285139185931440942e+01, 1.723609236466331041e+01, 4.687424373105543651e+01, 3.023932434481292120e+01, 5.248283922381877176e+01, 4.026104347716734111e+01, 3.383924238874020052e+00
1.887000000000000000e+03, 8.694255865964443331e+00, 5.097244713605041966e+01, 5.706036529933577128e+01, 3.393187398422566048e+01, 1.380090390271131540e+01, 1.761857350004900624e+01, 7.178234889561350585e+00, 1.283915833240348370e+01, 1.723694415181041606e+01, 4.688635447079447260e+01, 3.025200679262500003e+01, 5.246935409909270476e+01, 4.025781946610827333e+01, 3.378377159526940954e+00
1.888000000000000000e+03, 8.701577328842295955e+00, 5.098334839830096143e+01, 5.706270682113785853e+01, 3.395241415055802037e+01, 1.381380984921938904e+01, 1.762165228673610784e+01, 7.165908967190578238e+00, 1.283295878148019931e+01, 1.723419784836612578e+01, 4.689584299083661278e+01, 3.026856551399987438e+01, 5.247270183570855551e+01, 4.025796231540611814e+01, 3.388243181759864608e+00
1.889000000000000000e+03, 8.707252782328772867e+00, 5.099951233551038854e+01, 5.706426057772798544e+01, 3.396837423370507736e+01, 1.382994172953246448e+01, 1.762064388233500623e+01, 7.165034127793479257e+00, 1.283455615792535554e+01, 1.723793508011596387e+01, 4.690962590810803334e+01, 3.029075836388561527e+01, 5.247446338870048521e+01, 4.025321920773131268e+01, 3.394501062770130861e+00
1.890000000000000000e+03, 8.715150639603196581e+00, 5.099207197465286612e+01, 5.710997318092628205e+01, 3.398320941190889499e+01, 1.384322313222931378e+01, 1.762727891026049321e+01, 7.176502488353826870e+00, 1.281280959837230249e+01, 1.723655773190528606e+01, 4.693183339880614113e+01, 3.023694881166066040e+01, 5.246915981871561030e+01, 4.024999659131160001e+01, 3.404623903137215635e+00
1.891000000000000000e+03, 8.716262620172983588e+00, 5.096859340859229093e+01, 5.710786151733920946e+01, 3.399942698603411628e+01, 1.384278006444124998e+01, 1.762235262930002477e+01, 7.152078581148577641e+00, 1.279324072759304443e+01, 1.722956303259837441e+01, 4.695045297248069005e+01, 3.028959996847141767e+01, 5.246142384646907431e+01, 4.024085314731084395e+01, 3.402406223973724941e+00
1.892000000000000000e+03, 8.725095904925177948e+00, 5.097056397187702004e+01, 5.711240238960415638e+01, 3.401912904079378563e+01, 1.383628532610779871e+01, 1.760789663834976793e+01, 7.169823904986164287e+00, 1.280448094770170719e+01, 1.721753075833715840e+01, 4.696786088920568858e+01, 3.031998033630036105e+01, 5.246922427357790752e+01, 4.023332733534390115e+01, 3.401311648851076619e+00
1.893000000000000000e+03, 8.734333741154474140e+00, 5.097481888437296504e+01, 5.714497807245594174e+01, 3.403412166256592997e+01, 1.383520997799484320e+01, 1.760715611698440952e+01, 7.201945760795235074e+00, 1.282986953198753710e+01, 1.721254994407229333e+01, 4.698289867292224642e+01, 3.032447292008419382e+01, 5.246498453682147556e+01, 4.022596809686788788e+01, 3.404750070914168258e+00
1.894000000000000000e+03, 8.742142616486543005e+00, 5.096743249983060764e+01, 5.712976630790883803e+01, 3.404213445682589168e+01, 1.383911558375901585e+01, 1.760973200935954708e+01, 7.201331626187742252e+00, 1.284357172349191423e+01, 1.720000303909702666e+01, 4.699659810854755193e+01, 3.028224984263082575e+01, 5.244694969549799879e+01, 4.021337542244201302e+01, 3.406632629874000617e+00
1.895000000000000000e+03, 8.745398851653998662e+00, 5.097443913386631209e+01, 5.713918891312780346e+01, 3.403663835284135786e+01, 1.384592001452908150e+01, 1.760954879894725522e+01, 7.174596446865638910e+00, 1.283381324588353323e+01, 1.718994654091143204e+01, 4.701236655185616087e+01, 3.028540770726566222e+01, 5.240738057574149877e+01, 4.021479384907559051e+01, 3.398880834899577152e+00
1.896000000000000000e+03, 8.750416803440396407e+00, 5.095404735204276392e+01, 5.715878252678685811e+01, 3.402153331089188981e+01, 1.384979184052031975e+01, 1.760672513653313587e+01, 7.174650686542237921e+00, 1.280755469291959692e+01, 1.717757307611896422e+01, 4.702253110839707517e+01, 3.029687599540528709e+01, 5.239505600547340691e+01, 4.020698415191232300e+01, 3.400174331924426419e+00
1.897000000000000000e+03, 8.748860612949783899e+00, 5.093818691819200239e+01, 5.712075766255885867e+01, 3.400970748510559361e+01, 1.384639920101473187e+01, 1.761048546003553383e+01, 7.190223501757170510e+00, 1.279154763222591740e+01, 1.716565130718292664e+01, 4.704099737448675711e+01, 3.026754741568644391e+01, 5.240589461039309072e+01, 4.019631474111866964e+01, 3.399342445230952414e+00
1.898000000000000000e+03, 8.741682134497869683e+00, 5.098209802856867157e+01, 5.713753179218540623e+01, 3.400624707261196278e+01, 1.384501119654111179e+01, 1.761273819655217920e+01, 7.192816901855201728e+00, 1.278814182272107480e+01, 1.714942760349848427e+01, 4.705134180354288986e+01, 3.034197108594768721e+01, 5.241594915310794534e+01, 4.017611825448345542e+01, 3.392156427564464671e+00
1.899000000000000000e+03, 8.744423540912817927e+00, 5.102535153214532215e+01, 5.714731182705494206e+01, 3.400777753742000442e+01, 1.384550723252139193e+01, 1.761980661248713886e+01, 7.169365945595076894e+00, 1.278597296995660848e+01, 1.714369822574961333e+01, 4.707616040296517212e+01, 3.035516274961596039e+01, 5.239207091520164994e+01, 4.016184124913652909e+01, 3.387362782428585462e+00
1.900000000000000000e+03, 8.744662803792925487e+00, 5.099333956136145218e+01, 5.714428691797503745e+01, 3.402491709036290501e+01, 1.384706438886584934e+01, 1.763550591642817977e+01, 7.176858630979560338e+00, 1.276601045619914743e+01, 1.715720933511506630e+01, 4.709933937018665517e+01, 3.037245360397360727e+01, 5.237895124793578105e+01, 4.015195029156014783e+01, 3.375531843266827092e+00
1.901000000000000000e+03, 8.747303489311889280e+00, 5.094181926213132527e+01, 5.715625262356951453e+01, 3.404975782065742607e+01, 1.384649588862609093e+01, 1.764963791058834275e+01, 7.195027244295478575e+00, 1.275574695725078378e+01, 1.717540607739812231e+01, 4.711825180283027237e+01, 3.037821556086656827e+01, 5.238557904147786104e+01, 4.013987240088172825e+01, 3.367813752433427066e+00
1.902000000000000000e+03, 8.753438915305958190e+00, 5.093297340810902796e+01, 5.719424875917233209e+01, 3.407060536756826963e+01, 1.385375024492280716e+01, 1.765996815920665242e+01, 7.185364806485559086e+00, 1.276380405416564834e+01, 1.718997846651253170e+01, 4.714402318260071922e+01, 3.039055744122384439e+01, 5.238426831689275076e+01, 4.013004880288283260e+01, 3.358890004387926620e+00
1.903000000000000000e+03, 8.753871495745654485e+00, 5.095225604102537886e+01, 5.719135889318744148e+01, 3.408479883085923490e+01, 1.385832692336441596e+01, 1.767281012445324961e+01, 7.189699889253934550e+00, 1.276536055733179964e+01, 1.720140218865268267e+01, 4.716578883889021512e+01, 3.040025465421294015e+01, 5.237127823326933651e+01, 4.012981458740743079e+01, 3.358855263615109887e+00
1.904000000000000000e+03, 8.749957231754757814e+00, 5.097140208564936614e+01, 5.722736278076017413e+01, 3.410342087275278544e+01, 1.385787618288732226e+01, 1.768315943383018762e+01, 7.188076497904633655e+00, 1.277435096133897297e+01, 1.719633111794458458e+01, 4.717286602703105558e+01, 3.043759514986846071e+01, 5.235722474603165466e+01, 4.012365482948550266e+01, 3.354869804294788871e+00
1.905000000000000000e+03, 8.749370486499996602e+00, 5.097905892113946891e+01, 5.720285111635036657e+01, 3.413358248541901219e+01, 1.386797289339445349e+01, 1.768366142422803833e+01, 7.169756929255147959e+00, 1.276122689456444448e+01, 1.719626223212767968e+01, 4.719535364165724900e+01, 3.040842698605863959e+01, 5.235518673199300110e+01, 4.011641394143246941e+01, 3.351121250501642113e+00
1.906000000000000000e+03, 8.751516977428730470e+00, 5.096036629045124045e+01, 5.723158271980206990e+01, 3.415373784033180726e+01, 1.387286401100756983e+01, 1.768364407190313869e+01, 7.184390602905617484e+00, 1.274280592941820522e+01, 1.718570126086439487e+01, 4.721456962019130543e+01, 3.040036501375172762e+01, 5.235767355486699870e+01, 4.010831391335982943e+01, 3.341677183930245043e+00
1.907000000000000000e+03, 8.756372948970112091e+00, 5.092625258281355372e+01, 5.718244727418591822e+01, 3.416645479671844754e+01, 1.387866193834454442e+01, 1.768829362835828434e+01, 7.204516745094214691e+00, 1.273605371392056540e+01, 1.717159991578366629e+01, 4.723376716778604845e+01, 3.039491883021053198e+01, 5.235414346956792997e+01, 4.010898858291860591e+01, 3.338429269802752231e+00
1.908000000000000000e+03, 8.758377763454701537e+00, 5.092849917988738895e+01, 5.718250468734687075e+01, 3.418171016954224228e+01, 1.388197279295513020e+01, 1.769767536527538354e+01, 7.201377399739420149e+00, 1.273957576067155273e+01, 1.717885084854546918e+01, 4.725205679489032207e+01, 3.041584891747478281e+01, 5.234511645472878882e+01, 4.010415217576170477e+01, 3.329236877346861689e+00
1.909000000000000000e+03, 8.762644355214483483e+00, 5.095341850021496555e+01, 5.720111676402117240e+01, 3.419442751338389286e+01, 1.388278982011473239e+01, 1.770346382752324743e+01, 7.199584904671073815e+00, 1.274256137249214760e+01, 1.718434040913466276e+01, 4.726518876364973210e+01, 3.039498983926222309e+01, 5.234219337320245558e+01, 4.009997757783497718e+01, 3.323140722991803298e+00
1.910000000000000000e+03, 8.762687911611232394e+00, 5.095450420805989467e+01, 5.721730333923632372e+01, 3.421501189610139448e+01, 1.388532511356621058e+01, 1.771165602997162480e+01, 7.189623254425676180e+00, 1.273931890274707435e+01, 1.718329042517313354e+01, 4.728586076555932038e+01, 3.043874500319152432e+01, 5.231489053513754328e+01, 4.009289897204401143e+01, 3.323902915879574316e+00
1.911000000000000000e+03, 8.761512389182426475e+00, 5.093997477175773270e+01, 5.719913310704416887e+01, 3.423506821460532734e+01, 1.389304123229456955e+01, 1.772208929738249239e+01, 7.186519870585122760e+00, 1.273603431064835867e+01, 1.718314122472392214e+01, 4.730475882057741899e+01, 3.043064580076818615e+01, 5.229435765134263647e+01, 4.008900069107700403e+01, 3.321909232718710747e+00
1.912000000000000000e+03, 8.767044568156919127e+00, 5.096334945875288724e+01, 5.718550227657959795e+01, 3.425817865799748319e+01, 1.390308536705971498e+01, 1.773476841581305763e+01, 7.213114923012017066e+00, 1.273374503982875616e+01, 1.718014097547132124e+01, 4.732998584707326728e+01, 3.042724822832036580e+01, 5.228681346956223308e+01, 4.008866370562142833e+01, 3.320268896007982473e+00
1.913000000000000000e+03, 8.774846204048779796e+00, 5.096271655159353031e+01, 5.719296683217201149e+01, 3.429441937333093904e+01, 1.391281834064246148e+01, 1.773892178458437030e+01, 7.245691968483681578e+00, 1.272278683545650324e+01, 1.718648291111263404e+01, 4.736126201486892029e+01, 3.043318959915207600e+01, 5.228160883134637515e+01, 4.007078501127212888e+01, 3.321366115015667919e+00
1.914000000000000000e+03, 8.781420951411028852e+00, 5.096918684335373229e+01, 5.721550820046466157e+01, 3.433033474521591444e+01, 1.392221338620880466e+01, 1.773321855849831863e+01, 7.240655854457300755e+00, 1.269811927032911925e+01, 1.720318164165510311e+01, 4.739297075071801402e+01, 3.042262240501274206e+01, 5.228697283437815457e+01, 4.006344894362890585e+01, 3.323531129676675189e+00
1.915000000000000000e+03, 8.783101985774921516e+00, 5.099493354134884981e+01, 5.720947532750942344e+01, 3.435555315829549983e+01, 1.393021104468641802e+01, 1.772488085396840063e+01, 7.223236170206033258e+00, 1.268580345718774893e+01, 1.721947816184696478e+01, 4.741382349209143143e+01, 3.041066050565530787e+01, 5.229793207340885175e+01, 4.006403475534280290e+01, 3.317747275844110888e+00
1.916000000000000000e+03, 8.784878653296757989e+00, 5.098061310955358039e+01, 5.721012164002721789e+01, 3.437320745022825719e+01, 1.393430302091565842e+01, 1.771336444017150313e+01, 7.229207581413190198e+00, 1.267505022805970860e+01, 1.722473541559913812e+01, 4.744301157394798452e+01, 3.043135513552079630e+01, 5.229731107602351159e+01, 4.005611841582933863e+01, 3.318441628850000047e+00
1.917000000000000000e+03, 8.795860643617812613e+00, 5.091669073220049313e+01, 5.719789211742380530e+01, 3.438965674054835375e+01, 1.394237851812512652e+01, 1.770480397341198753e+01, 7.233992893994027007e+00, 1.267229308277701527e+01, 1.722037839457248154e+01, 4.747269237302881351e+01, 3.042202345695528720e+01, 5.230693253484948002e+01, 4.006025974584405702e+01, 3.326755976910881429e+00
1.918000000000000000e+03, 8.801053193799095453e+00, 5.088963783624610926e+01, 5.716287652418915854e+01, 3.439609683607608304e+01, 1.395785783756874210e+01, 1.771177136178806322e+01, 7.230531163701406250e+00, 1.266328162523504020e+01, 1.721356792418747617e+01, 4.749899269166105853e+01, 3.044299984977819307e+01, 5.231784325065920882e+01, 4.005535433215504781e+01, 3.317650176124801842e+00
1.919000000000000000e+03, 8.807116461723495604e+00, 5.092681594316479732e+01, 5.715950828430123210e+01, 3.440417510249514521e+01, 1.397234799851621645e+01, 1.771288084979968147e+01, 7.239702111349771485e+00, 1.263018534676478133e+01, 1.721384204744411051e+01, 4.752779288163289095e+01, 3.040901976502816240e+01, 5.232008312956340745e+01, 4.003694126930655983e+01, 3.315335200285872919e+00
