year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg, UKESM1-0-LL, TaiESM1, NorESM2-MM, NorESM2-LM, INM-CM5-0, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, MIROC-ES2L, CMCC-ESM2, CanESM5, INM-CM4-8, ACCESS-ESM1-5
1.910000000000000000e+03, 3.423201665835069463e-01, 5.292602750330321904e-01, 7.015461074902621386e-01, 9.420841550417837773e-01, 2.746686929192486692e-01, 2.273149066864379730e-01, 2.148798616722609467e-01, 5.800080725319782804e-01, 2.792900970942543415e-01, 2.572614139100331543e-01, 1.679706796283990944e-01, 1.670046523598145705e-01, 1.760236887089607627e-01, 1.596665714461490138e-01, 4.614787958445957794e-01, 2.778679821433892028e-01
1.911000000000000000e+03, 3.489986381155955608e-01, 5.367081877260793110e-01, 6.329701406448657863e-01, 9.395386815889403831e-01, 2.870385772849183281e-01, 2.211906695362715891e-01, 2.069701473059293584e-01, 5.494199532307215694e-01, 3.127880075218728018e-01, 2.699165508603814101e-01, 1.844523640028944145e-01, 1.583717389733232950e-01, 1.837772522627567351e-01, 1.579422495458355780e-01, 4.703936507986931082e-01, 2.800667762038002717e-01
1.912000000000000000e+03, 3.470517644164646254e-01, 5.227628682217171363e-01, 6.666702929408467870e-01, 9.425616694708649490e-01, 2.338661625680144851e-01, 2.055269473166340399e-01, 1.983098083852924409e-01, 5.489741946917886528e-01, 2.841643551695662295e-01, 2.827581048065668234e-01, 1.819248531251920209e-01, 1.629763569789666466e-01, 2.169007429077481064e-01, 1.521930290704860966e-01, 4.601718770133282344e-01, 2.847363524370116750e-01
1.913000000000000000e+03, 3.407588651794173362e-01, 5.517062271664541218e-01, 6.778357704829306440e-01, 9.452101863341451082e-01, 1.986791305190929724e-01, 2.153840673635469827e-01, 1.731114243119968588e-01, 5.248070856414501772e-01, 2.764970436834248702e-01, 2.692803332091290858e-01, 1.868581927109496665e-01, 1.665167350332232843e-01, 2.346782057541142441e-01, 1.536394126176057195e-01, 4.718202247301981345e-01, 2.815987950752224522e-01
1.914000000000000000e+03, 3.427334738515628865e-01, 5.445301385783384296e-01, 6.651958379945354105e-01, 9.547413111382968554e-01, 2.167057030579010724e-01, 2.140088250354680588e-01, 1.659552772412210830e-01, 5.405918726569972632e-01, 2.952248906533761486e-01, 2.469777301261854852e-01, 1.755112143989905893e-01, 1.566456753179933659e-01, 1.972145326762851925e-01, 1.500158571502359095e-01, 4.654356287836257100e-01, 2.790666011627214171e-01
1.915000000000000000e+03, 3.318413616022521384e-01, 5.482656429700373257e-01, 5.172675506793297240e-01, 9.536956020758112773e-01, 2.501595659577336428e-01, 1.828577003393536404e-01, 1.837607397770598672e-01, 5.676429180647249995e-01, 2.928627215746958390e-01, 1.938158626317255939e-01, 1.708567168892008714e-01, 1.755294186165484438e-01, 1.565750483644615387e-01, 1.576713996194998024e-01, 5.005062553651934421e-01, 2.774707051700570082e-01
1.916000000000000000e+03, 3.282193398338795753e-01, 5.531074157968292049e-01, 6.093756736962281373e-01, 9.349916644591923509e-01, 2.426328261840252909e-01, 2.162596886970514776e-01, 1.906193809077377233e-01, 5.289649670364083844e-01, 2.864150591354148179e-01, 2.213889993704872550e-01, 1.900181595783305977e-01, 1.589581287018325684e-01, 1.712278129322149511e-01, 1.574229095856249372e-01, 4.477681645812449096e-01, 2.681848863343462841e-01
1.917000000000000000e+03, 3.375483147536122441e-01, 5.393313971423688846e-01, 7.550597678241879329e-01, 9.083373063867018482e-01, 2.291575789328234303e-01, 2.302233157220987814e-01, 2.053461996149899826e-01, 5.499946138916815830e-01, 2.880117352875545267e-01, 2.510786731890682355e-01, 1.803208100191054375e-01, 1.754277098729244422e-01, 2.088379137917433792e-01, 1.579736873744778392e-01, 4.848546705999347006e-01, 2.540219739479787076e-01
1.918000000000000000e+03, 3.289405116084282432e-01, 5.131077306487068501e-01, 7.019229886341860070e-01, 9.517972728518681036e-01, 2.316952383259892057e-01, 2.221839837367684534e-01, 2.109096704871543382e-01, 4.943886175159393770e-01, 2.784045130522337930e-01, 2.522062354676021800e-01, 1.885606971507452490e-01, 1.594945383973774278e-01, 2.202653471294598597e-01, 1.637053170813220770e-01, 4.524285166837349603e-01, 2.622759344826292027e-01
1.919000000000000000e+03, 3.271313787440511822e-01, 5.317299064398390840e-01, 6.592244018354289636e-01, 9.537146390396362694e-01, 2.245312072460516339e-01, 2.147954449487811390e-01, 2.179226314344357707e-01, 5.794129026106079605e-01, 2.895659875386443760e-01, 2.123437584117312538e-01, 1.865581064160835301e-01, 1.670559067692795330e-01, 1.845064060435717690e-01, 1.572504060755685051e-01, 4.620853643090491736e-01, 2.651998375469529212e-01
1.920000000000000000e+03, 3.434295607420684293e-01, 5.642457909143511197e-01, 6.525968847699461506e-01, 9.341721355776584357e-01, 2.377517577891709588e-01, 2.371503985358578148e-01, 2.149573612389491795e-01, 5.568360748686329575e-01, 2.873913273151091352e-01, 2.511310682549392492e-01, 1.925279953900065899e-01, 1.696957766329993400e-01, 1.679672365245360177e-01, 1.598081953966911106e-01, 4.656710679030508504e-01, 2.705417290487472370e-01
1.921000000000000000e+03, 3.378409575583772861e-01, 5.601176575357995624e-01, 6.429295475123277814e-01, 9.645932414898525931e-01, 2.440942115654340661e-01, 2.513469706351529886e-01, 2.402271007658610402e-01, 5.766712441056687233e-01, 2.959264291291625604e-01, 2.572206126222969513e-01, 2.001406925563578854e-01, 1.649961758375270426e-01, 1.922724231005816797e-01, 1.599861349281444800e-01, 4.402330328210373178e-01, 2.618549009878275435e-01
1.922000000000000000e+03, 3.360712322306192434e-01, 5.592533133349628649e-01, 6.096176875320239441e-01, 9.467458493032652189e-01, 2.423419762214504281e-01, 2.362944076628004375e-01, 2.434171238243186819e-01, 5.647657162101170636e-01, 2.935649263074919246e-01, 2.302451477371627586e-01, 1.882993546169050847e-01, 1.759143003260409954e-01, 2.135067074052793001e-01, 1.600261264223668822e-01, 4.621239265949039776e-01, 2.692580776337437087e-01
1.923000000000000000e+03, 3.326479326801782821e-01, 5.568174944033644769e-01, 5.757030109164720244e-01, 9.413106048462098752e-01, 2.631535199339766762e-01, 1.722477192861941175e-01, 2.329820108573061321e-01, 5.366964490525130138e-01, 3.092572522379201660e-01, 2.314681251205532031e-01, 1.834537661431727695e-01, 1.672856607695570319e-01, 2.113408202034797734e-01, 1.581493726745313300e-01, 5.536354371809872887e-01, 2.453671522464254406e-01
1.924000000000000000e+03, 3.325898954527791718e-01, 5.620646482690213608e-01, 5.555972186998007212e-01, 9.682196859167148117e-01, 2.864295906591633467e-01, 1.581452524204677579e-01, 2.261104612323488194e-01, 5.476506339548926627e-01, 2.957455763179068775e-01, 2.553404240755486887e-01, 1.781687223517263441e-01, 1.666670100083024186e-01, 1.718766728471368688e-01, 1.607936219099963815e-01, 4.948584690407983322e-01, 2.541548456409781220e-01
1.925000000000000000e+03, 3.288603240001146122e-01, 5.202039422541585578e-01, 5.889275775108078204e-01, 9.762151294342257257e-01, 2.598782209217969652e-01, 1.509984099632802890e-01, 2.087591616500445169e-01, 5.583867760795625523e-01, 3.004968917974329967e-01, 2.143478334791096285e-01, 1.857550520490125479e-01, 1.700345337154599012e-01, 1.609740679165745925e-01, 1.634925301679392151e-01, 5.533517191612867814e-01, 2.670085131952531499e-01
1.926000000000000000e+03, 3.328938086054734624e-01, 5.466175201584266841e-01, 6.330720538188624458e-01, 9.614737682037739486e-01, 2.157772230293856786e-01, 1.903199205761743618e-01, 2.016856144430778097e-01, 5.165747880995519292e-01, 3.115782084300874888e-01, 2.292756919729901088e-01, 2.014618718882547344e-01, 1.506992145665066452e-01, 1.734806755107348997e-01, 1.652334666182351530e-01, 4.828086562441107898e-01, 2.572975354393187142e-01
1.927000000000000000e+03, 3.441641515954171338e-01, 5.521444739157683745e-01, 7.574839923785232632e-01, 9.202358954331321117e-01, 2.058819309603502068e-01, 1.835259227023378348e-01, 1.907756039364230660e-01, 5.403192823861130423e-01, 3.186480178506763683e-01, 2.455325355748848581e-01, 1.896141671060820322e-01, 1.529487464797887886e-01, 1.885925934496379408e-01, 1.587348692580513587e-01, 4.871584419945674260e-01, 2.504991658096889506e-01
1.928000000000000000e+03, 3.587642442382539265e-01, 5.526906906393574959e-01, 5.924825064221601600e-01, 9.559470089354172861e-01, 2.430675102600957649e-01, 1.988185704380835139e-01, 2.163201949752124598e-01, 6.288742707769270357e-01, 3.084106477944337232e-01, 2.368795746833899096e-01, 1.944571726910919729e-01, 1.602330479764791926e-01, 1.848093422197200908e-01, 1.591396952211258098e-01, 4.670076271141566648e-01, 2.611263287073821160e-01
1.929000000000000000e+03, 3.503015846914543929e-01, 5.384140652396937066e-01, 5.897029438660928991e-01, 9.149306650490856008e-01, 2.395813749198844322e-01, 2.006993218105053434e-01, 2.513883506014205071e-01, 6.290178061281790356e-01, 2.995382970186620253e-01, 2.221062688343826419e-01, 1.923169143162997419e-01, 1.703994729125781760e-01, 1.846852676028175599e-01, 1.602897182531095865e-01, 5.106436724223135659e-01, 2.536066628577506310e-01
1.930000000000000000e+03, 3.497989130064212970e-01, 5.183148107221804413e-01, 6.749226529118389495e-01, 9.585304158164187349e-01, 2.055080824043249155e-01, 2.054647417213575356e-01, 2.478409271592025842e-01, 5.143416149299322448e-01, 3.144966772931881427e-01, 2.335875016417456040e-01, 1.950576334184633276e-01, 1.714311586976744461e-01, 2.074034829589522511e-01, 1.623607984269782034e-01, 4.810694597869961675e-01, 2.645453077751049875e-01
1.931000000000000000e+03, 3.510278046394729734e-01, 5.186106897827714723e-01, 6.476489573934416377e-01, 9.565146664479498018e-01, 2.317319872091869459e-01, 2.290417947053659253e-01, 2.332626608566034099e-01, 5.853568219639700976e-01, 3.300565524848492749e-01, 2.875895854278594510e-01, 1.862189536355278729e-01, 1.693086640721601366e-01, 1.986638593340611658e-01, 1.564900248100234426e-01, 4.577762364086857549e-01, 2.813388855015588885e-01
1.932000000000000000e+03, 3.493140440660391643e-01, 5.342693011375453382e-01, 5.598269839397453929e-01, 9.113492518789534369e-01, 2.463964920375468770e-01, 1.858245421643600070e-01, 2.500275188583344632e-01, 5.099620955096488828e-01, 3.227350314935209519e-01, 2.938558575552172036e-01, 1.807371911113156981e-01, 1.781394241318520477e-01, 1.943138957053665850e-01, 1.578808569074786894e-01, 4.674270768055545089e-01, 2.946386119973768425e-01
1.933000000000000000e+03, 3.257075653927503645e-01, 5.189984858568771342e-01, 5.991681254079258556e-01, 9.428835132249765438e-01, 2.165905006366378727e-01, 1.867152142788811586e-01, 2.172099093564865968e-01, 5.380596558112589189e-01, 2.809474449446315303e-01, 2.501917521266466826e-01, 1.887539441369331661e-01, 1.671675538332728361e-01, 1.970326513576935445e-01, 1.605315113219203671e-01, 4.759348389743070507e-01, 2.676577369131946660e-01
1.934000000000000000e+03, 3.299196620112547218e-01, 5.476697166750451595e-01, 5.746104205152702260e-01, 9.482433125618334735e-01, 2.339771189176649280e-01, 2.316696874280972651e-01, 1.803823193364172683e-01, 5.833226002524948273e-01, 3.060253804037716963e-01, 3.058209473472468520e-01, 2.054520633412882102e-01, 1.570855856626228453e-01, 1.905880796296376134e-01, 1.649730528325088763e-01, 4.476447088278167619e-01, 2.654973055989788833e-01
1.935000000000000000e+03, 3.283421241768942900e-01, 5.285779831895615066e-01, 5.765936768291874959e-01, 9.149110727730712656e-01, 2.591149161158312064e-01, 2.004146969524784050e-01, 2.107062507009772601e-01, 5.449779057981645192e-01, 3.181652526123281977e-01, 2.617957707918037169e-01, 2.012618940683778279e-01, 1.622860978087771189e-01, 1.918212807409231668e-01, 1.617600841343160845e-01, 4.505940986667849590e-01, 2.650368132231708529e-01
1.936000000000000000e+03, 3.330800150956813588e-01, 5.314724147031651968e-01, 6.268165746390435000e-01, 9.510722743311911254e-01, 2.572409334949789517e-01, 1.851441719420349186e-01, 2.202594334468516990e-01, 5.342846302011616810e-01, 3.148767035061267872e-01, 2.807920782653556269e-01, 1.918905181256861103e-01, 1.822087514656733909e-01, 2.217584238538981845e-01, 1.607679421702842837e-01, 4.903459532002939492e-01, 2.711326158888111570e-01
1.937000000000000000e+03, 3.475427009875581286e-01, 5.334098743717580193e-01, 5.944508693370545993e-01, 8.906326465252928370e-01, 2.573805732122703693e-01, 2.127079617752003216e-01, 1.918176102143254735e-01, 5.097778052390111725e-01, 3.182298308768844453e-01, 2.285719301083554700e-01, 1.946551551124140467e-01, 1.718904510030722921e-01, 2.361376565898754831e-01, 1.622902402896017338e-01, 4.738638206556009536e-01, 2.687033595798357100e-01
1.938000000000000000e+03, 3.381808561482672060e-01, 5.296152146922187276e-01, 6.316026417798979997e-01, 8.663623479023695451e-01, 2.584146954206621438e-01, 1.935625836822411627e-01, 2.210822336321888737e-01, 5.786973039750326064e-01, 3.259639486625448002e-01, 2.374159702417083517e-01, 1.965771159091458942e-01, 1.862397744278789791e-01, 2.127158636673387448e-01, 1.606894781302549424e-01, 4.468274565580360180e-01, 2.648549609806265526e-01
1.939000000000000000e+03, 3.484106189362448647e-01, 5.365062904465626170e-01, 6.306103165336357508e-01, 8.956019580492978749e-01, 2.320441518500156175e-01, 2.012962589567448557e-01, 1.794357628541818350e-01, 5.492801847531344483e-01, 3.193416276614554627e-01, 2.415765704463616048e-01, 2.157906718684675929e-01, 1.731345282959614318e-01, 1.730779721001163007e-01, 1.623086287340573530e-01, 4.509904121134246102e-01, 2.686490078117514946e-01
1.940000000000000000e+03, 3.456026762579668121e-01, 5.625181577602774707e-01, 5.737739830172282618e-01, 9.262846982447474620e-01, 2.045107784259250217e-01, 2.383256036583432380e-01, 2.384282922852685449e-01, 5.922624981882371742e-01, 3.230440283878007190e-01, 2.422129180348044086e-01, 1.991212323837501241e-01, 1.854970966700867641e-01, 1.774731384476742613e-01, 1.685661822182108194e-01, 4.773002704747948965e-01, 2.820451081990268949e-01
1.941000000000000000e+03, 3.353999234910303717e-01, 5.410032408422965622e-01, 5.657184444752696439e-01, 9.599940406320762731e-01, 2.157765162483436250e-01, 2.140889598740255140e-01, 2.297373812256998660e-01, 5.710761445537101411e-01, 3.375936319442817690e-01, 2.667682646749278685e-01, 1.951226650551024788e-01, 1.724093245810867370e-01, 1.943031607896368029e-01, 1.681368808285482186e-01, 4.644519540676836367e-01, 2.800934557765243360e-01
1.942000000000000000e+03, 3.136975942543189788e-01, 5.350517440934284830e-01, 5.542830055283631818e-01, 9.581862424703841974e-01, 2.285535530840167584e-01, 2.129491438913231893e-01, 1.994673642027785521e-01, 5.513373486120471956e-01, 3.131257889176489728e-01, 2.704618284808199546e-01, 2.020847478429873278e-01, 1.832901461218874040e-01, 2.006935033044635885e-01, 1.624903614555380793e-01, 4.931890443300169236e-01, 2.862539872916722294e-01
1.943000000000000000e+03, 3.351981129793422109e-01, 5.176604212384926518e-01, 7.685021730628628367e-01, 9.421651466641343120e-01, 2.380116781945113835e-01, 2.141358948733534662e-01, 2.157130479143581636e-01, 5.170032779665043599e-01, 3.233246853810986532e-01, 3.019046983099202275e-01, 2.019654506332818622e-01, 1.758252219437892450e-01, 1.728078981846618845e-01, 1.615851779788421705e-01, 4.851051926544296955e-01, 2.856197119406664875e-01
1.944000000000000000e+03, 3.365637092663860130e-01, 5.169732432947428125e-01, 6.395983771852797872e-01, 9.710793582306233018e-01, 2.461181639506722363e-01, 1.907642292076975055e-01, 2.184473911317755812e-01, 5.457505071126944607e-01, 3.349983970546434597e-01, 2.865702149636593643e-01, 2.070706380410916037e-01, 1.819128046605177629e-01, 1.725285499522668797e-01, 1.662176448055631139e-01, 4.789873479177783611e-01, 2.690727945957291922e-01
1.945000000000000000e+03, 3.139788922433017770e-01, 5.370487746521468431e-01, 5.787178962662208326e-01, 9.699040549167899927e-01, 2.496718240665872224e-01, 2.016394518938380287e-01, 2.508652850475068252e-01, 6.143125195584093756e-01, 3.435149915397036624e-01, 2.122840020553418694e-01, 2.181040223757259588e-01, 1.710675307766551800e-01, 1.740625156051943678e-01, 1.647509071130559000e-01, 5.034754806900384461e-01, 2.696585902182498384e-01
1.946000000000000000e+03, 3.221526939697229586e-01, 5.431505632812680950e-01, 6.532660157991471150e-01, 9.460973679453754670e-01, 2.180469976653296171e-01, 2.015014914573603488e-01, 2.208899973844806741e-01, 5.473919184223360324e-01, 3.293171541645099065e-01, 2.596044396474875837e-01, 2.068842535214411860e-01, 1.560631978336872727e-01, 1.865381451369367283e-01, 1.655316199600291027e-01, 4.513755031135952556e-01, 2.859630052741867212e-01
1.947000000000000000e+03, 3.186836350885677849e-01, 5.359883725714352787e-01, 5.943502507065822060e-01, 9.768099153760857467e-01, 2.369951360997613887e-01, 2.407028620933358010e-01, 1.969729748530418267e-01, 5.793597787858092429e-01, 3.229925964387871384e-01, 2.618456065581694636e-01, 2.133188330051436210e-01, 1.746348188425492221e-01, 1.794976232699652119e-01, 1.676668575730377031e-01, 4.652839240906384566e-01, 2.845495451965008304e-01
1.948000000000000000e+03, 3.228621938862559215e-01, 5.461313521097219681e-01, 5.520704994262216614e-01, 9.479929392029013968e-01, 2.621813544575996024e-01, 2.294468467775203635e-01, 1.931957507777137262e-01, 5.558034525748097865e-01, 3.348664948304662103e-01, 2.653687156877704290e-01, 2.059949905975061446e-01, 1.626540146606097192e-01, 1.793168977099054151e-01, 1.700623970737864532e-01, 5.172613482329996293e-01, 2.770645239909050872e-01
1.949000000000000000e+03, 3.139442423043758978e-01, 5.308075555101524623e-01, 6.923239844818329658e-01, 9.249806668799008813e-01, 2.496138859050387182e-01, 1.993572926526218925e-01, 1.939423371058948964e-01, 5.876774143871812406e-01, 3.213795172935109967e-01, 2.802776386759999738e-01, 1.918860562366317135e-01, 1.523522184265986845e-01, 2.094752274243195933e-01, 1.671711843181365176e-01, 4.691612157101627822e-01, 2.797232671853092656e-01
1.950000000000000000e+03, 3.253567235752319320e-01, 5.210378423331698539e-01, 7.684986577646460981e-01, 9.209292112992367718e-01, 2.228397781286054202e-01, 1.982046262085434551e-01, 2.256481023727347768e-01, 5.652533817768857771e-01, 3.185885492896142757e-01, 2.789275685177037833e-01, 1.786739734615050701e-01, 1.643635114467653369e-01, 2.197587196959259470e-01, 1.665643530933724470e-01, 4.981485075335070345e-01, 2.897289970611403032e-01
1.951000000000000000e+03, 3.154870958973069461e-01, 5.554039096526699471e-01, 6.862181019019576445e-01, 9.070537802982153730e-01, 2.273296984238081520e-01, 1.952771011011272262e-01, 2.368710349168018370e-01, 5.672396773069219300e-01, 3.229191972610524486e-01, 2.942217424715103946e-01, 1.862828446345764222e-01, 1.710863800554411895e-01, 1.858519825849452023e-01, 1.664319706828569501e-01, 5.152168812279416255e-01, 2.931108759310753209e-01
1.952000000000000000e+03, 3.206297991641567924e-01, 5.485244543509497639e-01, 6.174375063687014276e-01, 9.427873953255870854e-01, 2.453219537246428272e-01, 2.009541081853791211e-01, 2.131429371605256806e-01, 5.537219587606556637e-01, 3.312219003655804128e-01, 3.216803893344601928e-01, 1.885714176158204414e-01, 1.708594330050713650e-01, 2.068706230798754431e-01, 1.767001122938501034e-01, 5.080204997555024526e-01, 2.817786838817841755e-01
1.953000000000000000e+03, 3.091902484716327337e-01, 4.948444472259884153e-01, 6.819616450629127913e-01, 9.532898594742919007e-01, 2.339065928124471339e-01, 2.029751873456741851e-01, 1.884097167881006174e-01, 5.030959976104191211e-01, 3.262592394064915968e-01, 2.705236985099964131e-01, 1.900728050833936089e-01, 1.830053218706122753e-01, 2.164923668948881552e-01, 1.684805562929515277e-01, 4.751224516474059079e-01, 2.728128998304532593e-01
1.954000000000000000e+03, 3.127111730165270109e-01, 4.909391253618163309e-01, 6.448820289070533729e-01, 9.874331319498006465e-01, 2.288888566115242773e-01, 2.252208560855893937e-01, 1.938556644324878064e-01, 5.978852439383695039e-01, 3.295630075060573261e-01, 2.521535277711377532e-01, 1.879379340087042327e-01, 1.685284687289255179e-01, 2.067682012089976928e-01, 1.698400279991025552e-01, 4.902629996494479725e-01, 2.730405442862776644e-01
1.955000000000000000e+03, 3.142126421221587695e-01, 4.898761973847353679e-01, 6.087922614907070873e-01, 9.976289800823610054e-01, 2.445794854760003634e-01, 2.103703318096437902e-01, 2.547530533706922617e-01, 6.109009644471489198e-01, 3.467012313752075303e-01, 2.938757604622043718e-01, 1.936732408776041803e-01, 1.656819870340641154e-01, 2.056018910033967362e-01, 1.708607845609389775e-01, 4.536136407767558665e-01, 2.847719209374970362e-01
1.956000000000000000e+03, 3.051528372972858727e-01, 4.842016404861643197e-01, 5.651790737211781490e-01, 9.267680536273648073e-01, 2.888233826374615454e-01, 2.271994340368537757e-01, 2.501286982203593245e-01, 6.263134158751522129e-01, 3.173423774472169945e-01, 3.156363423593360751e-01, 1.972437704323496410e-01, 1.595120969911776043e-01, 1.933705207407427629e-01, 1.698106886004166760e-01, 4.782463788687015271e-01, 2.803731575757597572e-01
1.957000000000000000e+03, 3.068691094399997876e-01, 5.167024485030723424e-01, 6.698741747586582918e-01, 9.185094849356270075e-01, 2.661565599886494549e-01, 1.857257938100684291e-01, 1.761088534084664092e-01, 5.630831928953320409e-01, 3.349602293327390568e-01, 3.219476865585034209e-01, 1.961174208826984011e-01, 1.639871622221946157e-01, 1.974276957004823807e-01, 1.697847720961243034e-01, 4.920496203261243151e-01, 2.655770173747228347e-01
1.958000000000000000e+03, 3.008737764710324725e-01, 5.028891769636542053e-01, 6.510607926872467033e-01, 9.421026317020166907e-01, 2.188945957015555888e-01, 2.059469411048579501e-01, 2.456332010148686296e-01, 5.798795587874744362e-01, 3.314323127701294114e-01, 2.885430467169757818e-01, 2.021724525519817128e-01, 1.815024752567843680e-01, 2.213299993678474742e-01, 1.690012034514132289e-01, 5.114077808728048069e-01, 2.651346061012265776e-01
1.959000000000000000e+03, 3.269569898089673132e-01, 5.399735819248462354e-01, 5.523958416608306665e-01, 9.523180977908001221e-01, 2.252489662741443688e-01, 2.346125704771468146e-01, 2.720159231389334686e-01, 5.706325099117309785e-01, 3.227507191441113532e-01, 2.456057219510255907e-01, 1.972796343522799645e-01, 1.878155541478001567e-01, 1.974903122537535471e-01, 1.708543509663225102e-01, 4.925856052446143662e-01, 2.792282298351438374e-01
1.960000000000000000e+03, 3.192251281565494092e-01, 5.240778148093202526e-01, 5.866913258324502056e-01, 9.690553408101615362e-01, 2.334178674351218563e-01, 2.226107525981312063e-01, 2.404606079640158878e-01, 5.546135922821213704e-01, 3.502898327430500336e-01, 2.318005860285144437e-01, 2.082886698074860321e-01, 1.821668154112741911e-01, 1.770750098623518898e-01, 1.726464068660899520e-01, 4.980839978735448481e-01, 2.786497926529054037e-01
1.961000000000000000e+03, 3.159329509450160556e-01, 5.073036320029347124e-01, 6.490251880079516145e-01, 9.398762991814267886e-01, 2.403531217875009285e-01, 2.660029384614348014e-01, 1.782385502078229766e-01, 5.572071814710127802e-01, 3.624219256701880498e-01, 2.512758393223640252e-01, 2.232635903753803497e-01, 1.803363090386497503e-01, 1.801054972446252955e-01, 1.682978420386860019e-01, 5.165105563553393786e-01, 2.784928352243968286e-01
1.962000000000000000e+03, 3.136569410354319576e-01, 5.009982523107786578e-01, 6.908323827196991562e-01, 9.874457180949499646e-01, 2.415134840169823605e-01, 2.534567843928560715e-01, 2.023060973443575883e-01, 5.515485159691989603e-01, 3.531496403360293579e-01, 2.255039316891795098e-01, 2.362980873025251061e-01, 1.794275489532239642e-01, 2.091038048470495736e-01, 1.659252331930958224e-01, 5.253604610479962744e-01, 2.948567808443732785e-01
1.963000000000000000e+03, 3.217273324394747669e-01, 5.142006816325150886e-01, 5.914857944736435780e-01, 1.032483265994705857e+00, 2.413031728308304147e-01, 2.351554183654215313e-01, 2.278731871213794391e-01, 5.531418218864074809e-01, 3.600478726011542285e-01, 2.831595764217077482e-01, 2.229839225397680924e-01, 1.853939205354560860e-01, 2.281230544824070783e-01, 1.738115951140767612e-01, 4.849173136595869571e-01, 2.999793463108339497e-01
1.964000000000000000e+03, 3.136654048142009654e-01, 4.944674657095840531e-01, 5.747098432467682150e-01, 9.604441964762165940e-01, 2.466258459238960810e-01, 2.271777024939235778e-01, 2.408880788351318303e-01, 5.918654395697667825e-01, 3.880775595748841567e-01, 3.125689837853302122e-01, 1.931871078621556492e-01, 1.822109994939849209e-01, 2.212499682546354984e-01, 1.638546052925924923e-01, 4.566906659842913108e-01, 3.032521193368324930e-01
1.965000000000000000e+03, 3.186753689301289882e-01, 5.051275301737717660e-01, 6.871299930827432512e-01, 9.577877619832569911e-01, 2.477153583369475498e-01, 2.314582955014248544e-01, 2.390477561482911295e-01, 5.650549719374043933e-01, 3.507315320995138541e-01, 3.182220818829131770e-01, 1.887800591169346565e-01, 1.739698248027711225e-01, 1.781185485127685098e-01, 1.686086248959360601e-01, 5.091955446070443037e-01, 3.045695924693496148e-01
1.966000000000000000e+03, 3.146928893403118099e-01, 5.069224908715230793e-01, 6.126533919082320923e-01, 1.006753610849439706e+00, 2.300114321516890381e-01, 2.214728889406444579e-01, 2.576974570858332481e-01, 5.363282868326578745e-01, 3.453497468539800108e-01, 3.458995192548896536e-01, 1.934077972834744308e-01, 1.694954924394470042e-01, 1.835124493125336043e-01, 1.755479816640301283e-01, 4.744576232490325118e-01, 3.009119002325426062e-01
1.967000000000000000e+03, 3.160779113135545604e-01, 5.101443379484172924e-01, 5.551924099144794900e-01, 9.377522743755776213e-01, 2.185843514635880391e-01, 1.705268716057013745e-01, 2.134280733369894600e-01, 5.723461852728104482e-01, 3.521773586827675606e-01, 3.144400235121621590e-01, 1.957239401012474955e-01, 1.716001452042679731e-01, 2.134369460933215334e-01, 1.739892157739126310e-01, 5.231007017726655439e-01, 2.935926120609180234e-01
1.968000000000000000e+03, 3.174680138171745991e-01, 5.548159465087235676e-01, 5.607934239396096254e-01, 9.601239221774979793e-01, 2.641447465074970302e-01, 1.777951624941024877e-01, 2.175681739704475592e-01, 5.363153040135480998e-01, 3.316271420881815035e-01, 2.905562695855133382e-01, 2.182127695390186362e-01, 1.724507671954334798e-01, 2.352631748139053236e-01, 1.754819890113345771e-01, 4.889681230550335100e-01, 2.876917317401140872e-01
1.969000000000000000e+03, 3.198150904023090990e-01, 5.236111130368924504e-01, 6.065788578466800862e-01, 9.892032203335547891e-01, 2.777872814641867971e-01, 1.541945602943186056e-01, 2.362880130524107891e-01, 5.235046955316666750e-01, 3.780016440858184334e-01, 2.761468315503223803e-01, 2.290314469504982631e-01, 1.837110219242840403e-01, 2.015806047141830981e-01, 1.801547535757676288e-01, 4.508723649063940409e-01, 3.095778432223192933e-01
1.970000000000000000e+03, 3.184583541534881101e-01, 5.105646868567927932e-01, 6.791215190660306877e-01, 9.808351999198133830e-01, 2.470560269669522246e-01, 2.209110007746223625e-01, 2.699514433496553734e-01, 5.852899631768352373e-01, 3.805379585068201509e-01, 2.705513795709253988e-01, 2.204874996600769410e-01, 1.781649188390818928e-01, 1.847305043462874052e-01, 1.734261527738982234e-01, 4.644137108299773997e-01, 3.236384506068555322e-01
1.971000000000000000e+03, 3.212755600270154610e-01, 5.000031341616882896e-01, 5.679138140950810154e-01, 9.961212813380186937e-01, 2.762608930206594260e-01, 2.009341413536963883e-01, 2.838739065508593673e-01, 5.208699719027773956e-01, 3.971723610019412543e-01, 2.431493680033335880e-01, 2.100151522855343289e-01, 1.706606786282097166e-01, 1.709402470986980671e-01, 1.680728260436831489e-01, 4.785779052055003091e-01, 3.214944987827652589e-01
