year, GFDL-ESM4, MPI-ESM1-2-LR, EC-Earth3-Veg, UKESM1-0-LL, TaiESM1, NorESM2-MM, NorESM2-LM, INM-CM5-0, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, MIROC-ES2L, CMCC-ESM2, CanESM5, INM-CM4-8, ACCESS-ESM1-5
1.972000000000000000e+03, 3.187279188824752585e-01, 5.076685366414357414e-01, 5.676483024497395169e-01, 9.644956201758800862e-01, 2.635770425446641307e-01, 2.404213732227436506e-01, 2.485807653964744179e-01, 5.473083956226793001e-01, 3.301960981424957864e-01, 2.767127875256085723e-01, 2.126843238131835012e-01, 1.846624400849920800e-01, 2.182716009862484541e-01, 1.719979938908541006e-01, 4.411780388755080495e-01, 3.357985416472147877e-01
1.973000000000000000e+03, 3.339470861545158487e-01, 5.256700739244000165e-01, 7.794272502270174208e-01, 9.386297629244578777e-01, 2.591473543680155589e-01, 2.503547667010934119e-01, 2.583346881353146829e-01, 5.582276473408012141e-01, 3.522011260516564879e-01, 2.984725109265136123e-01, 2.181481418331601974e-01, 1.857818624818146636e-01, 2.546600321676491530e-01, 1.743654312461166422e-01, 4.461788704445087128e-01, 3.294757600651987972e-01
1.974000000000000000e+03, 3.141388555144751793e-01, 4.790071230621919529e-01, 7.348788727895961825e-01, 9.683116286059852973e-01, 2.608609161744959160e-01, 2.303667080968962166e-01, 2.857785073673990706e-01, 5.653816047491345698e-01, 3.818187035183679412e-01, 2.648593426320628441e-01, 1.965728249944327100e-01, 1.649816071376095372e-01, 2.571586920846248847e-01, 1.789597919341004983e-01, 4.577752617454536876e-01, 3.191935433777061681e-01
1.975000000000000000e+03, 3.121156447287161684e-01, 4.727348361874960658e-01, 6.019300905337265917e-01, 9.463791560973192629e-01, 2.646447394924875129e-01, 2.366478677100269934e-01, 2.688541051714994912e-01, 5.008117583748781243e-01, 3.536178972242952634e-01, 2.904143995974055037e-01, 1.964200244146205310e-01, 1.622529016669123636e-01, 2.289969895876061978e-01, 1.744122487583441294e-01, 5.023125478540467759e-01, 3.013111851919951234e-01
1.976000000000000000e+03, 3.176231730699007327e-01, 4.904752089516121738e-01, 6.273723254972064511e-01, 9.394643339085170242e-01, 2.671570118667236926e-01, 2.016612193194546043e-01, 2.146887128003611700e-01, 5.393532680144434988e-01, 3.638655793108851455e-01, 2.859363757075119028e-01, 2.159075858992905994e-01, 1.699467592526132387e-01, 1.930439160502071538e-01, 1.744887590910488839e-01, 4.927847996888414794e-01, 2.880554080457960464e-01
1.977000000000000000e+03, 3.258627285967998777e-01, 5.190434704732088678e-01, 7.653184111351408747e-01, 9.270737624047660219e-01, 2.576438937179108546e-01, 2.159509685739685048e-01, 2.440366889733371070e-01, 5.113141917537369352e-01, 3.807326597341414987e-01, 3.466037028701686729e-01, 2.021162206144785090e-01, 1.829710155885481415e-01, 1.937375559336882991e-01, 1.763093609971173592e-01, 4.119876564752144588e-01, 2.976318218969429275e-01
1.978000000000000000e+03, 3.275174383661847988e-01, 5.031603790583843994e-01, 6.648211915355612955e-01, 9.822018479014682502e-01, 2.259933116222919980e-01, 2.844208809311600250e-01, 2.796029205943493801e-01, 5.580230161446453341e-01, 3.966492360566825082e-01, 3.622120182431745050e-01, 2.002775506778278480e-01, 1.861350371243522539e-01, 1.955279110675356147e-01, 1.784221337127888940e-01, 4.160766517644707840e-01, 3.021081611658535948e-01
1.979000000000000000e+03, 3.377493287997068161e-01, 5.050840070500660639e-01, 6.077903305081124863e-01, 9.466097212787180082e-01, 2.374986233330958207e-01, 2.875916676034567243e-01, 2.695192046289214272e-01, 5.371565367537796121e-01, 3.527820717904681103e-01, 3.247972129297037047e-01, 2.140790513492966951e-01, 1.872144959431631395e-01, 1.981858470743113609e-01, 1.715774274507303465e-01, 4.753806090685073205e-01, 2.981954011874137778e-01
1.980000000000000000e+03, 3.130962909459063526e-01, 5.214799551018255430e-01, 6.439171161294052759e-01, 9.516167704975257990e-01, 2.720041646499242183e-01, 3.021710807159876944e-01, 2.337393776246217136e-01, 5.448453641733942421e-01, 3.737747517600734093e-01, 3.057195074353523667e-01, 2.132525512132469603e-01, 1.818208536752272952e-01, 2.056046620083954724e-01, 1.742311892839506215e-01, 4.552904084881800872e-01, 2.966196540103109291e-01
1.981000000000000000e+03, 3.261415693002872596e-01, 5.306179839328007963e-01, 8.412392966915818171e-01, 9.601831056008218734e-01, 2.688782914191489293e-01, 2.017751507161856250e-01, 2.681832656361124445e-01, 5.034222089524804655e-01, 3.771368491025636760e-01, 2.934344607313804643e-01, 2.110357518613632799e-01, 1.824216354182708333e-01, 2.099957554770351120e-01, 1.672058503398454743e-01, 4.484871455546353691e-01, 3.033987116348884072e-01
1.982000000000000000e+03, 3.226413647630438364e-01, 5.407449623644381420e-01, 6.856727803507661756e-01, 9.636638687727969721e-01, 2.284224720741667158e-01, 2.182125980626274109e-01, 2.887987194153677217e-01, 5.225933149305576064e-01, 3.696609271616719816e-01, 3.190205805858530308e-01, 1.976343897812919692e-01, 1.902029240508089081e-01, 2.007110576880318242e-01, 1.723257782726984877e-01, 4.586666029018142132e-01, 3.355105539101500556e-01
1.983000000000000000e+03, 3.233209869551069149e-01, 5.485865522889197265e-01, 5.673773772331291987e-01, 9.750158398383301783e-01, 2.439720073990080951e-01, 2.147701440164550835e-01, 3.178466039441313340e-01, 5.675754522156800652e-01, 3.811829113676598046e-01, 3.076179548332949043e-01, 2.026301388617272325e-01, 1.805686078226907409e-01, 2.029922013127375691e-01, 1.738188855927480236e-01, 4.634047247416336335e-01, 3.524879179054152267e-01
1.984000000000000000e+03, 3.231957779459948554e-01, 5.593227656625002764e-01, 6.352696251335578914e-01, 9.790798067172518104e-01, 2.575667803315820348e-01, 2.304823459831984167e-01, 2.526723829277590094e-01, 5.786266313950185758e-01, 4.033132270554364296e-01, 3.304550415290856136e-01, 2.172471193658265520e-01, 1.840288925986371948e-01, 2.194721023925548242e-01, 1.720053861166394027e-01, 4.651099691147603798e-01, 3.458870965770851069e-01
1.985000000000000000e+03, 3.225395036085398903e-01, 5.234953095249295085e-01, 7.323860559855742691e-01, 9.380746997075358751e-01, 2.481231778066495253e-01, 2.249598661410646128e-01, 2.260401741116044305e-01, 5.527351941132094826e-01, 3.856945401131465223e-01, 3.325849207472977853e-01, 1.997713359608792316e-01, 1.820022439392505464e-01, 2.217893219939159888e-01, 1.800545225029777652e-01, 4.723301902722901180e-01, 3.412668269276611377e-01
1.986000000000000000e+03, 3.267735085534269057e-01, 5.321739775165005293e-01, 6.636301082183616584e-01, 9.411194907286672962e-01, 2.429066023780520611e-01, 2.119762742046991388e-01, 2.463221430431654091e-01, 5.291244136224285688e-01, 3.774514069516015646e-01, 2.520134008727659136e-01, 1.953283212064747532e-01, 2.037414759051281166e-01, 1.950082715439351577e-01, 1.758413138576828405e-01, 5.157738461452958667e-01, 3.383866403912549337e-01
1.987000000000000000e+03, 3.240419623883149525e-01, 5.338438934644246237e-01, 6.216004573168029124e-01, 9.952985848842839101e-01, 2.723707411012093460e-01, 1.870193634567860475e-01, 2.389108976295452047e-01, 5.272561673947123717e-01, 3.957694440886495579e-01, 2.791995305854921838e-01, 2.125395213349096923e-01, 2.051915549275784845e-01, 2.163952401744094478e-01, 1.766343100883053796e-01, 4.581733894694332010e-01, 3.276275915721760801e-01
1.988000000000000000e+03, 3.145238097872288252e-01, 5.264992657787987973e-01, 6.678379346073790579e-01, 9.602187431184404653e-01, 2.963061401849524934e-01, 2.049914274903541223e-01, 2.295879100282075258e-01, 5.651211914215167331e-01, 3.901113712163286062e-01, 3.000254526088007578e-01, 2.025503492735100941e-01, 1.814081794592556640e-01, 2.421310766761719802e-01, 1.721167815227866438e-01, 4.660474348786681209e-01, 3.260746239283167647e-01
1.989000000000000000e+03, 3.178937293818951959e-01, 5.324038885989387238e-01, 7.677910248483730271e-01, 9.484844049922475095e-01, 2.797641517383339105e-01, 2.191905876940917486e-01, 2.376070241901320768e-01, 5.854636486454837252e-01, 3.943341923530245818e-01, 2.977751403053263690e-01, 2.070771979638403315e-01, 1.892007028742297148e-01, 2.392774904567074867e-01, 1.795512073573741763e-01, 4.789284990091584038e-01, 3.337446370814805552e-01
1.990000000000000000e+03, 3.365599218198365716e-01, 5.090113817651736872e-01, 6.517632650641835834e-01, 9.853722012612279313e-01, 2.686473841232517867e-01, 2.515063500307353483e-01, 2.854396699871180054e-01, 5.766220923882464655e-01, 3.908546925974081820e-01, 2.089202544258861871e-01, 2.042447709874297412e-01, 1.872587285849795780e-01, 2.559717764379619842e-01, 1.847083350295543602e-01, 5.360853601709283378e-01, 3.316950851458705940e-01
1.991000000000000000e+03, 3.447866620451465192e-01, 5.518446342614955480e-01, 6.603611377206093369e-01, 9.710936476142504326e-01, 2.723769438438704005e-01, 2.556173926614516700e-01, 3.031795059313052154e-01, 5.794006393683688305e-01, 4.122871882861473547e-01, 2.669963871940162492e-01, 2.013466808079552306e-01, 2.084842729728046129e-01, 2.146078910666464057e-01, 1.763480701323481836e-01, 4.527101793239266536e-01, 3.262114557935449910e-01
1.992000000000000000e+03, 3.205307056020593182e-01, 5.444850148249855692e-01, 7.151713436002565816e-01, 9.103666048138394640e-01, 2.466347043945874007e-01, 2.258190377885556377e-01, 2.766610065050679745e-01, 5.422689693863096405e-01, 4.036887878987177602e-01, 3.035437964752747408e-01, 2.137994642920598432e-01, 1.946076066940814753e-01, 1.938935118512732092e-01, 1.702214825856722680e-01, 4.796216967217483140e-01, 3.277033328065100948e-01
1.993000000000000000e+03, 3.347064709544324002e-01, 5.487117421542266893e-01, 6.670210200164665704e-01, 9.004878216298652926e-01, 2.428530486741170280e-01, 2.636467168351623314e-01, 2.439180291442680781e-01, 5.464332932371867013e-01, 3.690136589589907978e-01, 3.286237176506921487e-01, 2.057405870656500435e-01, 1.965387665777266757e-01, 2.323830578477480424e-01, 1.747532500654116472e-01, 4.952645998823734241e-01, 3.384604359091352710e-01
1.994000000000000000e+03, 3.373498522992051663e-01, 5.407888117802439609e-01, 7.104411834065725850e-01, 9.930244849594629386e-01, 2.644380242137719939e-01, 3.142426003175231020e-01, 2.786969914300131412e-01, 5.845861965960201800e-01, 3.878901457658664453e-01, 3.008048052475880696e-01, 2.240864698903502483e-01, 1.897569890887088884e-01, 2.440642929476755651e-01, 1.754530399018152109e-01, 5.369588320793600156e-01, 3.346870936239098593e-01
1.995000000000000000e+03, 3.397529863025641195e-01, 5.164690253124787356e-01, 7.369621907635185432e-01, 9.934497617666325775e-01, 2.702639458120353333e-01, 3.084750523418747781e-01, 2.609362614010002912e-01, 5.581888025420291832e-01, 3.821151793588612455e-01, 3.313388800894535025e-01, 2.410914947945535514e-01, 1.956382578500529268e-01, 2.051497743417906305e-01, 1.770873516677524406e-01, 5.521964588624922454e-01, 3.257899217935820158e-01
1.996000000000000000e+03, 3.414474399581815534e-01, 5.586890679476017585e-01, 7.384492487288096818e-01, 9.242761905129949218e-01, 2.457605534559748617e-01, 3.164279900408768498e-01, 2.760339115322469339e-01, 5.766612460746204372e-01, 3.938794899647035108e-01, 3.183110523965442806e-01, 2.369400710091242312e-01, 2.050103398725871551e-01, 2.162594340877722898e-01, 1.784211555729661447e-01, 4.722680009806435875e-01, 3.367140319242956092e-01
1.997000000000000000e+03, 3.479601538134015071e-01, 5.466192404205680866e-01, 7.405719162949687684e-01, 9.332445820227680544e-01, 2.438801853579234680e-01, 2.898241535890578313e-01, 2.883962199424186523e-01, 5.453685277569554346e-01, 4.142747954320429860e-01, 3.573429018760798104e-01, 2.294880192994641355e-01, 1.951937750861387488e-01, 2.399003208937589282e-01, 1.796745077887642039e-01, 4.826140673741115550e-01, 3.174343040156689666e-01
1.998000000000000000e+03, 3.460503928300398546e-01, 5.175814037063296569e-01, 7.456137819033296088e-01, 9.734293822712606348e-01, 2.661688947067917810e-01, 2.326863225268225310e-01, 3.062140814827530866e-01, 5.614416453297468301e-01, 4.284623368787105480e-01, 3.392798750213701919e-01, 2.248802528724440919e-01, 1.865633840223314410e-01, 2.410670608908502544e-01, 1.789921641059746549e-01, 5.150779089699026869e-01, 3.288673912061828020e-01
1.999000000000000000e+03, 3.575159586207218854e-01, 5.581792102747500373e-01, 6.624267496492378671e-01, 9.538304105026603752e-01, 2.787877109487960081e-01, 1.905161337838708890e-01, 2.876367499863212718e-01, 5.838332703747294294e-01, 4.366104548822244968e-01, 3.306018314257457846e-01, 2.189995244115654216e-01, 2.047389669473732576e-01, 2.410544637177122473e-01, 1.810444894934397086e-01, 5.361225957045909762e-01, 3.524131975509633974e-01
2.000000000000000000e+03, 3.545215352945252918e-01, 5.469635321315040599e-01, 6.299163435789227883e-01, 9.204116107908949518e-01, 2.480089481260673301e-01, 1.756139235589387892e-01, 3.286959591744400555e-01, 5.554556945421370573e-01, 4.480208109258322358e-01, 3.567606336089217955e-01, 2.200878937820343328e-01, 2.079934334978769117e-01, 2.284127285764748216e-01, 1.792544543482396113e-01, 4.902118537555491540e-01, 3.594210247668036540e-01
2.001000000000000000e+03, 3.466099583286246233e-01, 5.488142365483852370e-01, 7.288544174017270727e-01, 9.321587235847246244e-01, 2.227134237567192920e-01, 2.381824179776891592e-01, 2.749467431092426639e-01, 5.814795096622453752e-01, 4.015869202432035268e-01, 3.655654455416292858e-01, 2.121801793516001344e-01, 1.921177469694245743e-01, 2.215905798116694359e-01, 1.833402626854399309e-01, 4.824470027235076564e-01, 3.374102783689699736e-01
2.002000000000000000e+03, 3.675231015888895114e-01, 5.332610246129712017e-01, 7.715327216413863098e-01, 9.646249837906923918e-01, 2.459747180863862681e-01, 2.458016615209292488e-01, 3.149367383617719951e-01, 5.922337649319640018e-01, 3.714023411055035195e-01, 3.850893415421507981e-01, 2.244932103393738609e-01, 1.822268231672287686e-01, 2.478808056553042094e-01, 1.800300740990921633e-01, 4.570309596995234536e-01, 3.401677417644375923e-01
2.003000000000000000e+03, 3.536579345959412479e-01, 5.621987407410822257e-01, 7.815798837883386474e-01, 9.614166730490062429e-01, 2.432722851307151657e-01, 2.741423584971553473e-01, 2.599545514326715989e-01, 6.151595924333664867e-01, 4.461051824621529716e-01, 3.838106852932288149e-01, 2.261786338957781362e-01, 1.957696304111256613e-01, 2.396033582536320761e-01, 1.812744105727192301e-01, 5.008936901134406483e-01, 3.348863576938785891e-01
2.004000000000000000e+03, 3.485863150008104427e-01, 5.826160875031831665e-01, 7.811738097453945207e-01, 1.000831220202754945e+00, 2.475235839999331833e-01, 3.330834889099797413e-01, 3.328765323942766141e-01, 5.831712569376987787e-01, 4.523064279339614191e-01, 3.072332192292401842e-01, 2.425526970394728532e-01, 1.723782778038554231e-01, 2.034207555492884567e-01, 1.793747408870810245e-01, 5.235303602709965309e-01, 3.232649211122306521e-01
2.005000000000000000e+03, 3.521125905086889274e-01, 5.309252583868049324e-01, 7.341123986090715148e-01, 9.678505727451343077e-01, 2.707375437719563571e-01, 3.187162790245828825e-01, 2.840274712735610940e-01, 5.862947442535058062e-01, 4.082688642530528655e-01, 2.828138201560227438e-01, 2.573788815880636571e-01, 1.850963347573896245e-01, 2.074532869992930795e-01, 1.829224742913820867e-01, 4.623483800890345607e-01, 3.341135749828392232e-01
2.006000000000000000e+03, 3.400925746485581880e-01, 5.149000178562728181e-01, 6.229324697551439360e-01, 9.974741904301482887e-01, 2.275629734909024871e-01, 2.885264878805081090e-01, 2.146651922085731912e-01, 5.879805068679035962e-01, 4.278498512605591886e-01, 2.772228560381360674e-01, 2.577941330802990816e-01, 2.089124237969390840e-01, 2.104417466167366746e-01, 1.788491898024149596e-01, 4.551762761532395785e-01, 3.533800101630479307e-01
2.007000000000000000e+03, 3.427904457179077879e-01, 5.482206116069933133e-01, 9.313604514286001335e-01, 9.664931999844781352e-01, 2.333495762398270779e-01, 2.790492667179118591e-01, 2.458431206632931687e-01, 5.999279349294461827e-01, 4.310093722422638218e-01, 2.743959787641684911e-01, 2.408456613907733468e-01, 2.070480247929441520e-01, 2.276089235503455932e-01, 1.789846275449157031e-01, 4.773264160421734070e-01, 3.311927076305368201e-01
2.008000000000000000e+03, 3.552108773835542244e-01, 5.782003026292986680e-01, 9.184886698395212656e-01, 9.561339037143705699e-01, 2.528109280701364980e-01, 1.991294441440793761e-01, 2.509043169979566223e-01, 5.554122636987679495e-01, 4.499397803727721579e-01, 3.476821237524916341e-01, 2.227032381647017778e-01, 2.199951254195831318e-01, 2.252262428963794083e-01, 1.802304307009998663e-01, 4.754138753935546746e-01, 3.361486638400314475e-01
2.009000000000000000e+03, 3.541385041464878425e-01, 5.478624221945241901e-01, 6.749400143073839287e-01, 9.467837497089128806e-01, 2.604110574000128575e-01, 2.518228524266003521e-01, 2.478815716967488758e-01, 6.134145984603547319e-01, 4.591924118772431340e-01, 3.257262725773768519e-01, 2.463454517216587536e-01, 2.135710184404497614e-01, 2.299831827334193612e-01, 1.845553152128210361e-01, 4.995582096158735497e-01, 3.522115792346479091e-01
2.010000000000000000e+03, 3.468248588111372266e-01, 5.875139289197994774e-01, 6.454928932091944516e-01, 9.196718789586710852e-01, 2.839155590952993635e-01, 2.051291960136625292e-01, 2.365342718610094486e-01, 5.452310636888414441e-01, 4.101444831270328883e-01, 3.274773077052066106e-01, 2.597400622873834997e-01, 1.957148739345479782e-01, 2.364699108937143301e-01, 1.895598951058435067e-01, 5.158802519629547279e-01, 3.623773916571498277e-01
2.011000000000000000e+03, 3.557294092039627875e-01, 5.715722624789161266e-01, 7.474316813022250372e-01, 9.682431606566478388e-01, 3.110362205476739916e-01, 2.087518973682038204e-01, 2.672861849776580478e-01, 5.878439632343883670e-01, 4.459142104940372331e-01, 3.236605722867361146e-01, 2.476763208486916501e-01, 1.907843232977889103e-01, 2.412816874729539762e-01, 1.857669482866665389e-01, 5.306255076019658068e-01, 3.577607540712868239e-01
2.012000000000000000e+03, 3.740429122861497202e-01, 5.621032212609987644e-01, 9.343492449557098123e-01, 9.823380783540787142e-01, 3.102835539109652374e-01, 1.985237978219393795e-01, 2.956095900886546168e-01, 6.101194241144940467e-01, 4.099613782776503901e-01, 3.487381695998744702e-01, 2.578099720657171523e-01, 2.093140916193580447e-01, 2.547260197011880223e-01, 1.853855830029501883e-01, 5.488477064917255399e-01, 3.402297304876416573e-01
2.013000000000000000e+03, 3.714661042319379325e-01, 5.471862138192640224e-01, 7.768445332321469721e-01, 1.015207046975295180e+00, 2.581388143454266815e-01, 2.872631061803980757e-01, 2.904674151041375940e-01, 5.901343601085287105e-01, 3.909170312661887081e-01, 3.306906006259117681e-01, 2.573622798655569310e-01, 1.931357021686646303e-01, 2.304442293594892999e-01, 1.845020322989321671e-01, 5.041510017365959939e-01, 3.436844134702783937e-01
2.014000000000000000e+03, 3.576728360014106989e-01, 5.543542854634946337e-01, 6.752528489464747485e-01, 9.723174029689872766e-01, 2.373416964382562000e-01, 2.808652497232561607e-01, 3.226752503339175848e-01, 6.234774862133857232e-01, 3.868524775066604637e-01, 2.539879859373819215e-01, 2.344875572057727731e-01, 2.137248087690436227e-01, 2.235126510721337223e-01, 1.882215897257190629e-01, 5.202789636150413344e-01, 3.555275136520160695e-01
