year, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, CanESM5, NorESM2-LM, CESM2-WACCM, INM-CM4-8, INM-CM5-0, NorESM2-MM, EC-Earth3-Veg, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, GFDL-ESM4
2.025000000000000000e+03, 2.028043251509969025e+01, 4.954644506531885639e+01, 4.298767012097390250e+01, 7.008684213060948309e+01, 2.621870393919992992e+01, 4.886323114689318459e+01, 5.218064257452815724e+01, 6.122636814883961875e+01, 7.205702958636902622e+01, 7.252002309064772589e+01, 5.557383365384153251e+01, 1.724085586810058146e+01, 5.102582861110352752e+01, 6.015926347941182684e+01, 3.341894246192329376e+01, 9.276455114900956289e+01
2.026000000000000000e+03, 2.041433302486328571e+01, 5.011055487450843771e+01, 4.331961977758802362e+01, 7.030457342249782471e+01, 2.656143857666810604e+01, 4.952006275083744669e+01, 5.260387495844835115e+01, 6.164598850698627075e+01, 7.225033111910352090e+01, 7.269461574922027580e+01, 5.584519783065699272e+01, 1.738975509945387188e+01, 5.145460005500721934e+01, 6.047571208965948841e+01, 3.363927438533411163e+01, 9.317232644069829917e+01
2.027000000000000000e+03, 2.056735922031826291e+01, 5.065963101746341835e+01, 4.373416212690256799e+01, 7.046949855462516155e+01, 2.690740963467910163e+01, 4.987452268937906297e+01, 5.268013888946829582e+01, 6.186045931762007655e+01, 7.242619066355878488e+01, 7.277863603049003416e+01, 5.627096412796100111e+01, 1.745442561566099471e+01, 5.193415725000121341e+01, 6.092174509831860263e+01, 3.378336883741192764e+01, 9.359395890380164929e+01
2.028000000000000000e+03, 2.068982668099465272e+01, 5.107581230486628954e+01, 4.372499209341076210e+01, 7.064412967557679224e+01, 2.718721466441899182e+01, 5.015136495880536671e+01, 5.301653812582946301e+01, 6.217354005330207656e+01, 7.259274172273902082e+01, 7.292668472404227487e+01, 5.668774074519014050e+01, 1.776803790135422645e+01, 5.214017440176299090e+01, 6.133169677337595260e+01, 3.395208209636732732e+01, 9.394031481862072042e+01
2.029000000000000000e+03, 2.079208044382761145e+01, 5.151171029360845210e+01, 4.341441378515369109e+01, 7.080674547652837703e+01, 2.758994369401430546e+01, 5.055326407634579766e+01, 5.337195024440685387e+01, 6.262111797157437110e+01, 7.275006033776561765e+01, 7.319729780911463024e+01, 5.692511843076535172e+01, 1.786680552992358173e+01, 5.240523159162929545e+01, 6.144348207304948062e+01, 3.412812681932953751e+01, 9.416516735070648281e+01
2.030000000000000000e+03, 2.095883260736598785e+01, 5.204808077217198559e+01, 4.319386247640889565e+01, 7.093417364200182362e+01, 2.796766838168845482e+01, 5.110598441328156838e+01, 5.345485369873151171e+01, 6.289459573549395799e+01, 7.297327721920105148e+01, 7.344850081214740101e+01, 5.711242104994722979e+01, 1.827980960573257008e+01, 5.284557403918676499e+01, 6.181704462407822831e+01, 3.424154377663533211e+01, 9.436705434603911158e+01
2.031000000000000000e+03, 2.112864794696820780e+01, 5.273879547341385887e+01, 4.339734227150898960e+01, 7.102355644540487845e+01, 2.840940038159444114e+01, 5.172978533660084821e+01, 5.357338088221396788e+01, 6.318654411177602981e+01, 7.318931491458928917e+01, 7.354112271084369468e+01, 5.728948235652975995e+01, 1.846540396376831339e+01, 5.334180638673763752e+01, 6.228092241089631642e+01, 3.433770052658327643e+01, 9.470013288352079428e+01
2.032000000000000000e+03, 2.119356791223602698e+01, 5.343791161004694601e+01, 4.390662514682751549e+01, 7.122476388608822617e+01, 2.883898562594822224e+01, 5.237072043415439992e+01, 5.374311184638749239e+01, 6.358279458672196682e+01, 7.330783429385832051e+01, 7.360195779441004049e+01, 5.761856112897778814e+01, 1.886251296953521361e+01, 5.382389992853447325e+01, 6.255033068998147883e+01, 3.447769564229891870e+01, 9.506363168527371954e+01
2.033000000000000000e+03, 2.130749583830903404e+01, 5.396621741783137338e+01, 4.421395629577209263e+01, 7.134402316573996927e+01, 2.925001088115637060e+01, 5.293311309946148668e+01, 5.376451215912450721e+01, 6.380476365405236550e+01, 7.336380363454259168e+01, 7.379568164887079718e+01, 5.799641851817164451e+01, 1.923481482739729387e+01, 5.408224902946906099e+01, 6.292515041274621979e+01, 3.467336825655905130e+01, 9.532101505174524902e+01
2.034000000000000000e+03, 2.145463256359478876e+01, 5.448138147204123527e+01, 4.441303132376715723e+01, 7.148274648535463882e+01, 2.967674324789175344e+01, 5.331033624360449608e+01, 5.408719704148418828e+01, 6.370166523090687605e+01, 7.343503080693263030e+01, 7.403042351127420773e+01, 5.804241038689259824e+01, 1.930488783571338374e+01, 5.450893042597412830e+01, 6.338647178667111604e+01, 3.477803096758511003e+01, 9.551378393563855695e+01
2.035000000000000000e+03, 2.151848396576952638e+01, 5.508965831960696136e+01, 4.460083008276650673e+01, 7.167819436842925995e+01, 3.009803341151669898e+01, 5.363383459819411314e+01, 5.442291760766031672e+01, 6.376329151175612964e+01, 7.351882933208611348e+01, 7.420601052510676254e+01, 5.820051793596294232e+01, 1.952447960895328904e+01, 5.507728234641075460e+01, 6.365112814295891042e+01, 3.485706675939022858e+01, 9.597895177442873660e+01
2.036000000000000000e+03, 2.161429095365420139e+01, 5.566182527217806353e+01, 4.488026551008361764e+01, 7.179369675454198330e+01, 3.049364962557088177e+01, 5.408816248440005836e+01, 5.467530956460989700e+01, 6.425337559331966020e+01, 7.373368105770232717e+01, 7.437341158688791154e+01, 5.843858821194199749e+01, 1.958888800732024649e+01, 5.564228580324645179e+01, 6.400456897023305203e+01, 3.504982103765240709e+01, 9.643731012730412999e+01
2.037000000000000000e+03, 2.168659239683054096e+01, 5.625735220002983539e+01, 4.525423342507632896e+01, 7.197602677544013261e+01, 3.101535475524123697e+01, 5.454286812907692195e+01, 5.499618263850607036e+01, 6.486805199856050308e+01, 7.389252825139568870e+01, 7.467814744790109671e+01, 5.890699868544398043e+01, 1.974571517027210987e+01, 5.612293311859095013e+01, 6.438583544583100604e+01, 3.533491637372907235e+01, 9.680630775215563233e+01
2.038000000000000000e+03, 2.173799437955792158e+01, 5.669835353093127139e+01, 4.553091603050505398e+01, 7.222478964893593911e+01, 3.148161879942474428e+01, 5.491288532109872023e+01, 5.524931122718344767e+01, 6.531577612797380539e+01, 7.404718210316138993e+01, 7.488915322885269177e+01, 5.917391291029985467e+01, 1.995935673632479634e+01, 5.662560280847690564e+01, 6.478791687900837815e+01, 3.548343974673066015e+01, 9.717295072670827949e+01
2.039000000000000000e+03, 2.181885079384421289e+01, 5.714850040122158958e+01, 4.558401510349206376e+01, 7.236018078165216139e+01, 3.197041918606086952e+01, 5.541176681541182347e+01, 5.529044653574440815e+01, 6.578266483614851268e+01, 7.420005721988486869e+01, 7.504666706643689622e+01, 5.924152668511412401e+01, 2.028452695495019853e+01, 5.689095861203738025e+01, 6.528784744448576305e+01, 3.562233310602071157e+01, 9.759065073077418617e+01
2.040000000000000000e+03, 2.190570107275772571e+01, 5.767160611067502174e+01, 4.551583854960399833e+01, 7.242225027034216112e+01, 3.255754058095528336e+01, 5.591030887929793636e+01, 5.537092822634960498e+01, 6.642097919034496556e+01, 7.420549016456476465e+01, 7.519911989880930037e+01, 5.944240610487953091e+01, 2.049315957996314452e+01, 5.734902148873435124e+01, 6.555812864079167923e+01, 3.578654006212062200e+01, 9.800988674689854463e+01
2.041000000000000000e+03, 2.203281689977587021e+01, 5.818764087668886020e+01, 4.582402150706509047e+01, 7.251044623536888878e+01, 3.305379507596965993e+01, 5.639821188900812388e+01, 5.585626972493767539e+01, 6.698070186862055664e+01, 7.429170828006334659e+01, 7.536405823255182668e+01, 5.964350551004855561e+01, 2.069552313525593590e+01, 5.771939784624413505e+01, 6.601129837826825053e+01, 3.584206448033796022e+01, 9.818087680662168282e+01
2.042000000000000000e+03, 2.224631191837675814e+01, 5.853569918106607872e+01, 4.614695661612543631e+01, 7.264790840701024877e+01, 3.348635956161339067e+01, 5.684463614300609180e+01, 5.633397028236198878e+01, 6.719122781832989233e+01, 7.446170464533274469e+01, 7.559178695645628920e+01, 5.973285974826359279e+01, 2.093349959902190704e+01, 5.802200672886945654e+01, 6.624587339728444135e+01, 3.597754861861240983e+01, 9.846589043636663519e+01
2.043000000000000000e+03, 2.246100094462372354e+01, 5.886257225752598288e+01, 4.619960358412193813e+01, 7.276629285944528647e+01, 3.399124237424282313e+01, 5.724297383996584898e+01, 5.655501480538362813e+01, 6.754271812317008994e+01, 7.467161810643018782e+01, 7.581463157684649445e+01, 6.016851745858252798e+01, 2.098662399516972954e+01, 5.840740007208773932e+01, 6.688678855211853147e+01, 3.614464489512064205e+01, 9.894454629926937628e+01
2.044000000000000000e+03, 2.256150602174118092e+01, 5.927102575263383244e+01, 4.641750628360067310e+01, 7.288096597466976334e+01, 3.452165033357285751e+01, 5.768143427624045216e+01, 5.674363164497321321e+01, 6.775293869962789017e+01, 7.486540725255099460e+01, 7.597572658715336047e+01, 6.068715121339616303e+01, 2.120423800362371480e+01, 5.869506117510175613e+01, 6.742262055949700539e+01, 3.625861126587718530e+01, 9.937768088130276567e+01
2.045000000000000000e+03, 2.267053300795955906e+01, 5.972975533413718807e+01, 4.662536252681761084e+01, 7.300293655477716470e+01, 3.502358558212750239e+01, 5.817174819800780483e+01, 5.700682512999172502e+01, 6.799371166253963850e+01, 7.509151742333968116e+01, 7.618271696915434177e+01, 6.098409621203325059e+01, 2.149507307538313228e+01, 5.906898704503131370e+01, 6.779766542566640908e+01, 3.633389859150184265e+01, 9.992324758318682143e+01
2.046000000000000000e+03, 2.287225350217113373e+01, 6.016246079898009924e+01, 4.667851146340910162e+01, 7.314120343881262443e+01, 3.567219093813100983e+01, 5.878252492372142513e+01, 5.725644016600726616e+01, 6.850439540212119027e+01, 7.533032045707145130e+01, 7.643978770124225264e+01, 6.140397152136510783e+01, 2.183000550796537809e+01, 5.963324761210920144e+01, 6.803824662657149247e+01, 3.661591718639834880e+01, 1.006097167902461393e+02
2.047000000000000000e+03, 2.305860463158377627e+01, 6.048218274440245068e+01, 4.665396153921081179e+01, 7.328221268442068492e+01, 3.631518060088577471e+01, 5.949693524416601775e+01, 5.737098426791764894e+01, 6.880060993029246674e+01, 7.572488396985004044e+01, 7.668603700905482867e+01, 6.181162952993268078e+01, 2.215048221874939571e+01, 5.995847297586422542e+01, 6.851897145530278976e+01, 3.686404549571405198e+01, 1.010358576510509181e+02
2.048000000000000000e+03, 2.323358118897364477e+01, 6.084112645123546059e+01, 4.691734292512261817e+01, 7.344757386790271880e+01, 3.677146709476008368e+01, 6.019319161580251887e+01, 5.751561268036395091e+01, 6.907971621974827769e+01, 7.595983963822885698e+01, 7.680840365714013274e+01, 6.216130073156988090e+01, 2.254714069740506233e+01, 6.027294379003555491e+01, 6.901822219066947639e+01, 3.704552633711625731e+01, 1.013738260108743248e+02
2.049000000000000000e+03, 2.332372751648593479e+01, 6.125237091003912582e+01, 4.689696793063836111e+01, 7.363796332394139199e+01, 3.737916388003764467e+01, 6.096449416153590306e+01, 5.763451861702191792e+01, 6.942718121102599582e+01, 7.614263928072134036e+01, 7.686256972996032744e+01, 6.256496416780061764e+01, 2.291942790022513066e+01, 6.065693407575949436e+01, 6.947265822595046814e+01, 3.729829688669535415e+01, 1.018375067414669815e+02
2.050000000000000000e+03, 2.350458403837025756e+01, 6.170442339365744289e+01, 4.673245997109337679e+01, 7.389527921525305487e+01, 3.795380815412481468e+01, 6.159752753634541023e+01, 5.797385550882183480e+01, 6.986023821156850033e+01, 7.630114224772363229e+01, 7.688981786938116159e+01, 6.303391031294465563e+01, 2.300980979882740485e+01, 6.082559711165242788e+01, 7.000654246861712693e+01, 3.745475841568717357e+01, 1.022333905811852048e+02
2.051000000000000000e+03, 2.370913627460858208e+01, 6.196158909894344902e+01, 4.705557404252130027e+01, 7.412493179604932436e+01, 3.855325069816792194e+01, 6.236278409015289981e+01, 5.842000375390554723e+01, 7.026661245639884612e+01, 7.645673510663756645e+01, 7.714360732531297060e+01, 6.343377088615809356e+01, 2.332810059220510013e+01, 6.111408278743098066e+01, 7.048698989021890782e+01, 3.769514621047784431e+01, 1.026249921258612545e+02
2.052000000000000000e+03, 2.385189728957282895e+01, 6.238854746909350979e+01, 4.704802586388704810e+01, 7.431493619184898591e+01, 3.914153431857889842e+01, 6.309279831756663270e+01, 5.883469554559622594e+01, 7.067122113668932570e+01, 7.654233454509946455e+01, 7.740916376598563886e+01, 6.384420777471204644e+01, 2.375188278673766717e+01, 6.161724322884191452e+01, 7.082012237003819166e+01, 3.783094641782356859e+01, 1.032372385533284103e+02
2.053000000000000000e+03, 2.387382319871393577e+01, 6.281313627118712617e+01, 4.717758427898582596e+01, 7.448144200962248362e+01, 3.979492926238499706e+01, 6.364815862260537216e+01, 5.896976869378100616e+01, 7.111420683956667688e+01, 7.663247161919235850e+01, 7.766979116191382104e+01, 6.432181977499095638e+01, 2.401676900000912340e+01, 6.219962731884225349e+01, 7.130716356834990677e+01, 3.811135811680230745e+01, 1.037173597753077132e+02
2.054000000000000000e+03, 2.395395659756681539e+01, 6.322515260547972815e+01, 4.766056826184713913e+01, 7.460765358771902811e+01, 4.042013408163835919e+01, 6.413524751880341057e+01, 5.889428335013859339e+01, 7.155722270081615477e+01, 7.678437342107393704e+01, 7.776296545581277542e+01, 6.467997535274891163e+01, 2.453236724381415712e+01, 6.274581609581657204e+01, 7.171399214522777754e+01, 3.822810855048653877e+01, 1.041154535200535634e+02
2.055000000000000000e+03, 2.416131667109703329e+01, 6.378627327791062385e+01, 4.791392866182339105e+01, 7.482929318876500702e+01, 4.104718288068195875e+01, 6.469757639712685204e+01, 5.940295193068613600e+01, 7.206435526013436288e+01, 7.693480864060622082e+01, 7.788910292568793636e+01, 6.497290326098404023e+01, 2.482171153152248166e+01, 6.309162624235979422e+01, 7.237506717263556766e+01, 3.839197869433949961e+01, 1.044969615453718887e+02
2.056000000000000000e+03, 2.438787258372844136e+01, 6.430284918656631987e+01, 4.805289551039560081e+01, 7.521422792678765745e+01, 4.160616209596857118e+01, 6.537497054185695333e+01, 6.034928630389664761e+01, 7.239833112975607321e+01, 7.695745436593435329e+01, 7.794561962465877514e+01, 6.538512786599291360e+01, 2.507535248379851822e+01, 6.338398504542985989e+01, 7.283416845760189062e+01, 3.879672224565010197e+01, 1.050251459737805391e+02
2.057000000000000000e+03, 2.458896879530190205e+01, 6.472782768822399646e+01, 4.824131648645148118e+01, 7.569525051283804373e+01, 4.216062219106424180e+01, 6.607953445405694026e+01, 6.073061371470854652e+01, 7.299798430660429460e+01, 7.710658941651912812e+01, 7.807534233241536015e+01, 6.567775770766863275e+01, 2.508509107691027751e+01, 6.406489577184913742e+01, 7.350107696821125103e+01, 3.891754163608964490e+01, 1.057095862219045301e+02
2.058000000000000000e+03, 2.466473744819546710e+01, 6.506287730806234038e+01, 4.826372025786684361e+01, 7.616491554176603529e+01, 4.276046212690876303e+01, 6.680590898938805822e+01, 6.080954141425156934e+01, 7.339378931577518017e+01, 7.739514003500404726e+01, 7.829752944972258888e+01, 6.570930501873594665e+01, 2.541394321144694146e+01, 6.487738993300553147e+01, 7.396923030622207307e+01, 3.902415979249509803e+01, 1.063051462014879576e+02
2.059000000000000000e+03, 2.471602654696965828e+01, 6.536165657196893619e+01, 4.825738642675000989e+01, 7.645518901687493951e+01, 4.337933512621969356e+01, 6.747604240451454416e+01, 6.100175870086908958e+01, 7.373596370865404026e+01, 7.757415035185141505e+01, 7.848740050132484214e+01, 6.588356788462482427e+01, 2.562208091662679976e+01, 6.554467928492971396e+01, 7.450530820281174726e+01, 3.928343314885530191e+01, 1.068140276737580905e+02
2.060000000000000000e+03, 2.500478060774083033e+01, 6.573326272450944430e+01, 4.871416574721050097e+01, 7.663660385566947753e+01, 4.400709315554523471e+01, 6.831289847613471977e+01, 6.139203141662922292e+01, 7.415251394321967382e+01, 7.773512410499333214e+01, 7.864741551424796739e+01, 6.611037367085576477e+01, 2.580206876761736012e+01, 6.578248804989216580e+01, 7.493572493147165403e+01, 3.944129348047808037e+01, 1.075662109935907722e+02
2.061000000000000000e+03, 2.528394017748360412e+01, 6.607064100231093562e+01, 4.918513106545434255e+01, 7.677916574558736329e+01, 4.464023338703270127e+01, 6.926121964859149216e+01, 6.172062781254689412e+01, 7.457764969967735169e+01, 7.789411035005848305e+01, 7.879894527451614294e+01, 6.664772645090657477e+01, 2.625654324256780470e+01, 6.606022308346420857e+01, 7.545587979330787221e+01, 3.974079662199999063e+01, 1.081126786204531669e+02
2.062000000000000000e+03, 2.543015407491629887e+01, 6.642896396636142242e+01, 4.960404143637030216e+01, 7.696245939250867707e+01, 4.525078910540847232e+01, 7.020691338176935403e+01, 6.206645911265449911e+01, 7.523308757760047172e+01, 7.806167759842044518e+01, 7.905432674914899849e+01, 6.730737135979916275e+01, 2.679763244457716098e+01, 6.656401649717608393e+01, 7.600331279535480178e+01, 4.003613723828618731e+01, 1.085928970869215533e+02
2.063000000000000000e+03, 2.559143437673440147e+01, 6.667656517125460880e+01, 4.953165887048150040e+01, 7.727465289487970779e+01, 4.598506265787140279e+01, 7.117434962630737516e+01, 6.234167273747136306e+01, 7.593313444510150134e+01, 7.823923378173863341e+01, 7.938279619035216683e+01, 6.788930603738387504e+01, 2.725436916190751546e+01, 6.680488402471078757e+01, 7.666431096185175420e+01, 4.020243887447688991e+01, 1.089528810947711293e+02
2.064000000000000000e+03, 2.579637220052729418e+01, 6.705559209468054860e+01, 4.942867140136669235e+01, 7.758084492343792249e+01, 4.658360060880604436e+01, 7.207631979083079443e+01, 6.238255088514833346e+01, 7.665761613644789918e+01, 7.843138844569726587e+01, 7.967359034647894589e+01, 6.828977150521060935e+01, 2.755690887099633102e+01, 6.700683684971966159e+01, 7.718120763916563476e+01, 4.042046705175679477e+01, 1.094002046486766062e+02
2.065000000000000000e+03, 2.602821626032503133e+01, 6.747455883224017725e+01, 4.997100970229659822e+01, 7.781446686154407644e+01, 4.722508456199276594e+01, 7.305297759590914097e+01, 6.227133993090708941e+01, 7.717004268451701421e+01, 7.862546229675220388e+01, 7.987506548333512058e+01, 6.869919514891036272e+01, 2.815213723357727460e+01, 6.739272891938152554e+01, 7.776480641937126848e+01, 4.056655921970572365e+01, 1.099596291387184266e+02
2.066000000000000000e+03, 2.619419015918272109e+01, 6.787411086800898374e+01, 5.053825261381424383e+01, 7.815509101251579693e+01, 4.783922680605009248e+01, 7.418128584293832262e+01, 6.295832276981686704e+01, 7.741828378700297719e+01, 7.883500451336441017e+01, 7.999414663814579285e+01, 6.911401251267621149e+01, 2.847582027945762206e+01, 6.793360918549210226e+01, 7.849161898294819650e+01, 4.069643942344735166e+01, 1.105761973707019479e+02
2.067000000000000000e+03, 2.634023399371408658e+01, 6.828186020258998212e+01, 5.070705379204996177e+01, 7.848989334050607170e+01, 4.847596885234614916e+01, 7.511371326699514839e+01, 6.371182586826277827e+01, 7.793319934642114788e+01, 7.904964986345446221e+01, 8.018651481630431022e+01, 6.937299575855200828e+01, 2.907028649388677977e+01, 6.817561573812503184e+01, 7.898428269135584401e+01, 4.088097396491330215e+01, 1.110904873631570098e+02
2.068000000000000000e+03, 2.660378462451895487e+01, 6.867062406698677535e+01, 5.102855080561410972e+01, 7.880021955805491984e+01, 4.908642605486954125e+01, 7.584999981116874324e+01, 6.395761936709351403e+01, 7.826858989605261741e+01, 7.915392686044076243e+01, 8.036005330689131654e+01, 6.960227211692298965e+01, 2.954143440509481877e+01, 6.847490912849761457e+01, 7.969767405257491077e+01, 4.105504566890048324e+01, 1.117404352040256157e+02
2.069000000000000000e+03, 2.685459607545860194e+01, 6.901479631245493351e+01, 5.113392601618755151e+01, 7.907540250543588911e+01, 4.976933109162996516e+01, 7.657159094518645759e+01, 6.408734903214691769e+01, 7.881935729519773304e+01, 7.937823936989097717e+01, 8.056987873273644141e+01, 6.999650200577973180e+01, 2.988548072075391104e+01, 6.910375510571367386e+01, 8.045864490752312292e+01, 4.131820246249810680e+01, 1.124996330513137650e+02
2.070000000000000000e+03, 2.697293834189044759e+01, 6.942175851689920307e+01, 5.052962506992871994e+01, 7.931233513111403965e+01, 5.038830609696782403e+01, 7.727338624542255729e+01, 6.443233311322774171e+01, 7.944364929690289046e+01, 7.969192526037809898e+01, 8.072030087260739606e+01, 7.051265333627748078e+01, 3.023508983963455066e+01, 6.971656192504801197e+01, 8.094551133106561736e+01, 4.151528196537933013e+01, 1.130407058127216402e+02
2.071000000000000000e+03, 2.700925099869841972e+01, 6.981281911684219210e+01, 4.995419677048787577e+01, 7.948255947148899736e+01, 5.110955733285333480e+01, 7.777250894405052861e+01, 6.471045165485665507e+01, 7.990544926832424721e+01, 7.999670158607990800e+01, 8.081789198487511783e+01, 7.112333695053835925e+01, 3.069242746798879296e+01, 7.025591303871796356e+01, 8.171761088289677843e+01, 4.179538163516506444e+01, 1.133948563622474097e+02
2.072000000000000000e+03, 2.723075820330734231e+01, 7.016219802601828803e+01, 4.994479341985517351e+01, 7.975033015462946651e+01, 5.188126588745208778e+01, 7.822887268594591603e+01, 6.517296797751107817e+01, 8.036010412268791470e+01, 8.013503481180345034e+01, 8.087179986462518855e+01, 7.176325216229220416e+01, 3.107253318186716129e+01, 7.062777637257983088e+01, 8.240705197906395085e+01, 4.196973335267189498e+01, 1.140015335067866289e+02
2.073000000000000000e+03, 2.754570186378169439e+01, 7.039272115575258226e+01, 5.018626001289896266e+01, 8.015089361261881606e+01, 5.245487871295549809e+01, 7.897497490670534148e+01, 6.576823910721219590e+01, 8.082706284470960156e+01, 8.033076561878112898e+01, 8.103517727699956197e+01, 7.233517175584702841e+01, 3.142586888529709555e+01, 7.094768206984282699e+01, 8.303956229139639333e+01, 4.211946463250868788e+01, 1.147435432022778059e+02
2.074000000000000000e+03, 2.792647977465468045e+01, 7.072311175520421500e+01, 5.048698787098423679e+01, 8.065553436474665716e+01, 5.314894272225652827e+01, 7.960987039669139165e+01, 6.623772002336312426e+01, 8.116144239964228291e+01, 8.070084790368410665e+01, 8.135008613689583967e+01, 7.262294129314240365e+01, 3.188180977365562896e+01, 7.132304311943873643e+01, 8.373474864812253315e+01, 4.222657863334571005e+01, 1.154562182432819384e+02
2.075000000000000000e+03, 2.817232291797883903e+01, 7.119185031331690539e+01, 5.063972708643763099e+01, 8.094227338421420370e+01, 5.380278212464821053e+01, 8.048229183508814799e+01, 6.666266875961458993e+01, 8.148696499248912062e+01, 8.088639392716075349e+01, 8.154934984555711708e+01, 7.305251090119558910e+01, 3.232185081172634966e+01, 7.183252964808059460e+01, 8.438181287486126791e+01, 4.241473794439443168e+01, 1.159243523068113433e+02
2.076000000000000000e+03, 2.835852515395241724e+01, 7.175807968188441066e+01, 5.064031999250185834e+01, 8.102804685333616419e+01, 5.450806853786549055e+01, 8.148030100349589588e+01, 6.660931727336848951e+01, 8.199248195381035487e+01, 8.104216215200840168e+01, 8.166974193323279962e+01, 7.351263407713400966e+01, 3.288482766206833219e+01, 7.244446491288368861e+01, 8.514009346383087973e+01, 4.264765986080956139e+01, 1.163145536453577620e+02
