year, INM-CM4-8, CMCC-CM2-SR5, TaiESM1, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, INM-CM5-0, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-MM, EC-Earth3-Veg, CanESM5, CNRM-ESM2-1, UKESM1-0-LL, IPSL-CM6A-LR, ACCESS-ESM1-5
2.072000000000000000e+03, 1.170879567638813867e+01, 1.379406651288160468e+01, 8.022620594319098686e+00, 1.460734867841811102e+01, 1.770106888822252955e+01, 1.146938298932991174e+01, 1.193848431227353935e+01, 1.424833865956795265e+01, 1.478344046224577113e+01, 1.346285419754400792e+01, 1.172194674953168914e+01, 1.248950686580102776e+01, 1.522129982684514538e+01, 1.817015115992597174e+01, 1.404146654672998551e+01, 7.951587894773259002e+00
2.073000000000000000e+03, 1.219896051512487745e+01, 1.384075357600961098e+01, 8.180055889569056049e+00, 1.450665132300362004e+01, 1.776217469738518062e+01, 1.155577963662403285e+01, 1.215783758134532100e+01, 1.455953052035425976e+01, 1.514957337132570814e+01, 1.284988981811408415e+01, 1.226151645863277118e+01, 1.302871998263561082e+01, 1.517564450113689745e+01, 1.787557483638438072e+01, 1.323549357611298305e+01, 8.107654649749154174e+00
2.074000000000000000e+03, 1.259046275687173555e+01, 1.419062434836829212e+01, 8.591366900426432807e+00, 1.394553702299392661e+01, 1.821395742923746397e+01, 1.160493763527232680e+01, 1.261020262220213439e+01, 1.450224972281533731e+01, 1.544421641650957611e+01, 1.285289195780533156e+01, 1.167554070061691363e+01, 1.226075458800000995e+01, 1.560044261723949077e+01, 1.883765897240404641e+01, 1.376856449146737127e+01, 8.339520649253545415e+00
2.075000000000000000e+03, 1.174852934061110865e+01, 1.413156641496026644e+01, 8.227189641673934517e+00, 1.440950379212520183e+01, 1.805216684936438298e+01, 1.154173151897423288e+01, 1.275955796401406594e+01, 1.511785202490958646e+01, 1.467936405017294810e+01, 1.313694671874197795e+01, 1.233291933871515234e+01, 1.362843362068651665e+01, 1.586402045775128400e+01, 1.929487440811929844e+01, 1.364589910434285613e+01, 7.933347660746201235e+00
2.076000000000000000e+03, 1.228918259284576742e+01, 1.418063982557118941e+01, 8.459715417265014636e+00, 1.436992612302513450e+01, 1.708997150244185548e+01, 9.708907532942427920e+00, 1.229454649115861820e+01, 1.498569230847466471e+01, 1.482901288017761132e+01, 1.351947033322925051e+01, 1.310842903665866821e+01, 1.353835874318330390e+01, 1.592224810016375791e+01, 1.940321363913563601e+01, 1.393423655818218698e+01, 7.785109649645351126e+00
2.077000000000000000e+03, 1.204781284982608902e+01, 1.433972119139017565e+01, 8.547839886552463184e+00, 1.345412582593809603e+01, 1.785303966612042004e+01, 1.084028795606992546e+01, 1.266413345119932288e+01, 1.524019229820513033e+01, 1.394956523257930137e+01, 1.273884417575710870e+01, 1.365692606941867737e+01, 1.406284703832684890e+01, 1.721092917051640114e+01, 1.888909705865986055e+01, 1.354682867594187634e+01, 7.818129316116916527e+00
2.078000000000000000e+03, 1.204942002632300557e+01, 1.460291424797172333e+01, 8.222956852245438597e+00, 1.457334645572133525e+01, 1.737000773697371869e+01, 1.068206837274595067e+01, 1.257986048530381673e+01, 1.502236897219951572e+01, 1.660998523301487850e+01, 1.314069100181409588e+01, 1.250592028927088784e+01, 1.419113519832508530e+01, 1.558033728928367267e+01, 1.904914383061810312e+01, 1.384818405006794251e+01, 7.902706287456218170e+00
2.079000000000000000e+03, 1.270231384414343978e+01, 1.444982403567110474e+01, 8.231334383657250342e+00, 1.396204562197181431e+01, 1.797951940571385521e+01, 1.140104427077920235e+01, 1.247904097879311713e+01, 1.526649283832324855e+01, 1.542375423816862323e+01, 1.318798112656133803e+01, 1.292006336054573801e+01, 1.434777701876142331e+01, 1.627617266289945519e+01, 1.871787152829225676e+01, 1.424949901507811134e+01, 8.466916205518121075e+00
2.080000000000000000e+03, 1.257816190504981435e+01, 1.503306195947449631e+01, 8.353294264487416854e+00, 1.473804380545913162e+01, 1.763809931425391753e+01, 1.186987062097509238e+01, 1.223921374087626113e+01, 1.542542472610237780e+01, 1.605081480630342838e+01, 1.296898393328683063e+01, 1.197196361892146932e+01, 1.398685700281023969e+01, 1.675039229412443831e+01, 1.938373051342619746e+01, 1.378523998728306665e+01, 8.506004375098813242e+00
2.081000000000000000e+03, 1.195982014172865959e+01, 1.530949772669762865e+01, 8.477391710001494829e+00, 1.521873016245814014e+01, 1.865136361215511229e+01, 1.117229614255452219e+01, 1.251022868268587729e+01, 1.522350795343329821e+01, 1.623010692259906307e+01, 1.339108318791665120e+01, 1.270577192994069371e+01, 1.391481352697091545e+01, 1.670139268281718969e+01, 1.922441954686632215e+01, 1.406752208312052410e+01, 8.361220700882956436e+00
2.082000000000000000e+03, 1.250187980984155089e+01, 1.456174983258112476e+01, 8.515281850337611758e+00, 1.488633886801244088e+01, 1.883613546020235319e+01, 1.157730792759945082e+01, 1.273300592897568961e+01, 1.569841316389280550e+01, 1.677690114055302217e+01, 1.355101499626906225e+01, 1.311242239562579925e+01, 1.406850055759963780e+01, 1.676581956455645894e+01, 1.888898189711495235e+01, 1.426702125056242920e+01, 8.154637969449179735e+00
2.083000000000000000e+03, 1.246997187252585526e+01, 1.555839417511247547e+01, 8.163757977331323801e+00, 1.445434069375149022e+01, 1.880785667797488259e+01, 1.142685348393746025e+01, 1.240028042932712005e+01, 1.553928922769179799e+01, 1.620242882193138811e+01, 1.335743028624461459e+01, 1.377143605036016538e+01, 1.482064388510725017e+01, 1.677338338006812535e+01, 1.897937275501626431e+01, 1.462343186414557827e+01, 8.227244355769512296e+00
2.084000000000000000e+03, 1.204072744472077083e+01, 1.552278801662901664e+01, 8.579144892198971917e+00, 1.492403048874208160e+01, 1.839693737355234049e+01, 1.217494805628455623e+01, 1.309692901107699825e+01, 1.567054629798933618e+01, 1.559017745061361992e+01, 1.354212599896852431e+01, 1.468845102492446486e+01, 1.461447133878628968e+01, 1.712923998574423834e+01, 2.021708066913303981e+01, 1.433376804610581701e+01, 8.529108922877522758e+00
2.085000000000000000e+03, 1.250735400346008674e+01, 1.478046870025177206e+01, 8.488299802542336181e+00, 1.461017806124723784e+01, 1.890315286422570651e+01, 1.329537793981265636e+01, 1.294255574059487124e+01, 1.530702068064618793e+01, 1.620145238676295207e+01, 1.340558391554083784e+01, 1.405947439262609500e+01, 1.515088914606788961e+01, 1.728790657829786426e+01, 2.019396168263553548e+01, 1.445445335353032590e+01, 8.809847040847404998e+00
2.086000000000000000e+03, 1.263372479949564031e+01, 1.472357774175251777e+01, 8.541821436604374540e+00, 1.561578122380301004e+01, 1.833847941179473295e+01, 1.293411257413102788e+01, 1.326651030158679134e+01, 1.586298951886865893e+01, 1.619506482963292271e+01, 1.393975633823967186e+01, 1.467590275984091619e+01, 1.485895887723793862e+01, 1.733291857671028069e+01, 1.991957385374914224e+01, 1.442110498066645263e+01, 8.652901796002074875e+00
2.087000000000000000e+03, 1.223111380134609760e+01, 1.502227215049886944e+01, 8.359871713862601084e+00, 1.528923978845964449e+01, 1.846479335566506919e+01, 1.285422038447965676e+01, 1.288174185497800472e+01, 1.525018616691117046e+01, 1.646589507374451244e+01, 1.404823651840117016e+01, 1.509247848534019454e+01, 1.572280442428502489e+01, 1.774561114353428692e+01, 1.971867009217843858e+01, 1.454516824560524491e+01, 8.855568850440512563e+00
2.088000000000000000e+03, 1.242669086373387977e+01, 1.522488988751108074e+01, 8.694060570876553484e+00, 1.524107645798027022e+01, 1.898975947053774149e+01, 1.301044662615339398e+01, 1.365889015330006906e+01, 1.546966346867566955e+01, 1.606083720387214697e+01, 1.482939900452214843e+01, 1.539829264510531814e+01, 1.547579955268426843e+01, 1.702827476942385942e+01, 1.998714879999554128e+01, 1.465761634253195389e+01, 8.837095352210933896e+00
2.089000000000000000e+03, 1.264651525466677029e+01, 1.554146735027810067e+01, 8.844786587791826804e+00, 1.371417275960965831e+01, 1.869284877281367230e+01, 1.189107631840331258e+01, 1.307190466396399131e+01, 1.648508935731147318e+01, 1.644480233340803821e+01, 1.441768038555076181e+01, 1.555685503400186676e+01, 1.569393164417209974e+01, 1.760812213023275064e+01, 2.007393989350377694e+01, 1.473640276656101733e+01, 8.842696211761287728e+00
2.090000000000000000e+03, 1.283497705340365869e+01, 1.515341448855685336e+01, 8.674351155302577610e+00, 1.581347344024907464e+01, 1.897083418807787325e+01, 1.224821285483383448e+01, 1.318137095265904968e+01, 1.647673377252693072e+01, 1.650673310310593322e+01, 1.422353130309667257e+01, 1.404547426815067013e+01, 1.545249840609834457e+01, 1.761053165695304656e+01, 2.044934797529632675e+01, 1.491488981319478846e+01, 8.726466621922726929e+00
2.091000000000000000e+03, 1.275719606730620903e+01, 1.555723847182384034e+01, 8.775197417145871981e+00, 1.582560261944472302e+01, 1.886913193411620426e+01, 1.187656779990820688e+01, 1.320349488565939922e+01, 1.653638556518506064e+01, 1.708805308552903313e+01, 1.432226508205767246e+01, 1.398745517056038068e+01, 1.563512752588986388e+01, 1.758902581372291607e+01, 2.122447115277844532e+01, 1.536796876128942557e+01, 8.925041592206197194e+00
2.092000000000000000e+03, 1.294736732985766281e+01, 1.468295953753606398e+01, 8.732840996468905104e+00, 1.518491984572336584e+01, 1.900317621888325803e+01, 1.242616377466890576e+01, 1.302052945105496740e+01, 1.622820577750380977e+01, 1.657588128524177051e+01, 1.425046632933253576e+01, 1.416090801581992586e+01, 1.582208084617692023e+01, 1.816885896495945119e+01, 2.149657575315156421e+01, 1.497812709167384781e+01, 9.055994489889759080e+00
2.093000000000000000e+03, 1.294119388855327202e+01, 1.540945282882793244e+01, 8.985030501886932086e+00, 1.558682637718171016e+01, 1.969743666642808577e+01, 1.181105605553183224e+01, 1.299397409045075591e+01, 1.601920990348481766e+01, 1.599097335388303698e+01, 1.514487274857428645e+01, 1.517367362901420336e+01, 1.593807935633240902e+01, 1.862303061598687748e+01, 2.074458542614140910e+01, 1.519243312114893918e+01, 9.151567372087013652e+00
2.094000000000000000e+03, 1.280134847161088629e+01, 1.565429881357308695e+01, 9.007643602332843003e+00, 1.619188178300649739e+01, 1.951862849616208706e+01, 1.310476184045702652e+01, 1.275029214606815664e+01, 1.607074002235431820e+01, 1.674562311759238753e+01, 1.473150285612121380e+01, 1.514048638112720013e+01, 1.617381787129748716e+01, 1.829262209716231169e+01, 2.148748781617925729e+01, 1.490480440904019588e+01, 9.235287184906370683e+00
2.095000000000000000e+03, 1.272083052528543590e+01, 1.553193171305545306e+01, 8.828041694854576349e+00, 1.685132313184315578e+01, 1.937733341830831080e+01, 1.266001811958645717e+01, 1.297689277204170466e+01, 1.652615479981962210e+01, 1.696172594785435805e+01, 1.484651127236661061e+01, 1.525480258662824262e+01, 1.579848841000828408e+01, 1.877169845184835495e+01, 2.146923354665518957e+01, 1.536256385907633870e+01, 9.242572664612414002e+00
2.096000000000000000e+03, 1.317891901610444805e+01, 1.507039089776858098e+01, 8.773252091945600739e+00, 1.588390270930619863e+01, 1.966845508055488168e+01, 1.186221407141748152e+01, 1.295266021290411018e+01, 1.674664371469083690e+01, 1.746688847799721245e+01, 1.546737524104885964e+01, 1.620090559440167510e+01, 1.644868111797094556e+01, 1.922092301061785591e+01, 2.202788278137374434e+01, 1.576505485311736088e+01, 9.376591789265066978e+00
2.097000000000000000e+03, 1.310254247130422911e+01, 1.593459239229284741e+01, 9.132375636370380079e+00, 1.612366118925841363e+01, 1.990133109844205705e+01, 1.257970512521471207e+01, 1.311253504240787215e+01, 1.658190452397607473e+01, 1.667743889793730716e+01, 1.537614206943849027e+01, 1.617245958700851816e+01, 1.630625416378211412e+01, 1.916273290981412103e+01, 2.212689807750174964e+01, 1.558790020713197855e+01, 9.477943377546152348e+00
2.098000000000000000e+03, 1.313559153462779783e+01, 1.600523282584806140e+01, 9.140877337194821095e+00, 1.604521455822423803e+01, 1.948558516806962260e+01, 1.300174885334420871e+01, 1.290121188432496702e+01, 1.674789318036028263e+01, 1.633969222214780714e+01, 1.488565087076974791e+01, 1.607647800360411949e+01, 1.660936259067550225e+01, 1.923550117742501442e+01, 2.272661394907859034e+01, 1.560440509217745131e+01, 9.088487272590976218e+00
2.099000000000000000e+03, 1.294270242037706709e+01, 1.603519655912924335e+01, 8.984633787615852185e+00, 1.552794372691332825e+01, 2.004033443674079606e+01, 1.337806599020303899e+01, 1.317815324596405979e+01, 1.612211775558006721e+01, 1.716997208884363602e+01, 1.550818048943464689e+01, 1.612128110062933928e+01, 1.650854517598511251e+01, 1.785941835077258588e+01, 2.205522301615772207e+01, 1.516467197279158974e+01, 9.251386889466411745e+00
2.100000000000000000e+03, 1.267691264506482440e+01, 1.605848083551267536e+01, 9.326905991717422850e+00, 1.682441048410356643e+01, 2.033020665043726893e+01, 1.373018394221221250e+01, 1.319626490826146537e+01, 1.640365089697679934e+01, 1.618923810837155131e+01, 1.550891007786200149e+01, 1.554487448861079102e+01, 1.771872263019821148e+01, 1.893003577269480786e+01, 2.194978825401578248e+01, 1.534734958599147703e+01, 9.546727184616011996e+00
