year, EC-Earth3-Veg, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1, CESM2-WACCM, CMCC-CM2-SR5, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, NorESM2-MM, TaiESM1, ACCESS-ESM1-5
2.090000000000000000e+03, 2.007375656355156934e+01, 8.017876418056248156e+01, 1.944948277513949009e+01, 8.660746379044429943e+01, 1.113505655490636137e+01, 1.004437093479752008e+01, 1.402003260254517869e+01, 6.707988534813068782e+01, 9.864398838360740740e+01, 9.063280345463137877e+00, 1.109972542962729136e+01, 1.262266180924171310e+00, 1.046626825063343347e+01
2.091000000000000000e+03, 2.076724028866545879e+01, 8.047711467509894590e+01, 1.942035853133972623e+01, 8.685388793568601784e+01, 1.098315337356229193e+01, 1.008740696996127895e+01, 1.406146789346023951e+01, 6.712517052919440630e+01, 9.906298617749760638e+01, 9.122356492044138676e+00, 1.130509252060584124e+01, 1.210116609705610635e+00, 1.048486084981631272e+01
2.092000000000000000e+03, 2.061400487524626612e+01, 8.083650447320651722e+01, 1.941459937590986939e+01, 8.696559105296272207e+01, 1.108686939773428648e+01, 1.020427053480201351e+01, 1.410928398415983942e+01, 6.719138202140442218e+01, 9.932449333717497097e+01, 9.064819540567363276e+00, 1.142341628237345930e+01, 1.234205368549413873e+00, 1.047316628493346613e+01
2.093000000000000000e+03, 2.010313785213021731e+01, 8.106084884707421168e+01, 1.938084044051543842e+01, 8.691150678326708601e+01, 1.110561882527662902e+01, 1.031709433424125066e+01, 1.422926031530595559e+01, 6.727304634252283222e+01, 9.962004699126678986e+01, 9.144491199591801234e+00, 1.130845675931952776e+01, 1.307065563338639214e+00, 1.046471517416410002e+01
2.094000000000000000e+03, 1.969275831929301646e+01, 8.112624849695863816e+01, 1.932637230784214566e+01, 8.702333790040648864e+01, 1.118442500301745568e+01, 1.004586197502649725e+01, 1.428236464624555602e+01, 6.742017073975446806e+01, 9.994120568450209419e+01, 9.166994960299197359e+00, 1.123464471428367695e+01, 1.282001534226781647e+00, 1.048181782456843969e+01
2.095000000000000000e+03, 1.968854449780917903e+01, 8.130213947657694007e+01, 1.925557007388637132e+01, 8.716642205193046777e+01, 1.117416110315921429e+01, 1.005710699407338282e+01, 1.445661975322521542e+01, 6.755213261089001264e+01, 1.002770913570973477e+02, 9.132655603155294344e+00, 1.134455762135986490e+01, 1.228205153495640412e+00, 1.047183550732235524e+01
2.096000000000000000e+03, 1.961332275967741623e+01, 8.143095581291161977e+01, 1.922398299475140604e+01, 8.726245200500802923e+01, 1.145971584326095183e+01, 1.027470658235059808e+01, 1.456610722782255962e+01, 6.764566234159021008e+01, 1.007265103017508352e+02, 9.223595481448318978e+00, 1.141511342514445637e+01, 1.242647831780017587e+00, 1.048022090084688784e+01
2.097000000000000000e+03, 1.953161633192127766e+01, 8.150801959836303467e+01, 1.917865947746782496e+01, 8.740935154959092301e+01, 1.152069039603620837e+01, 1.013368075106977528e+01, 1.465797588076729241e+01, 6.759887460680384663e+01, 1.010183484882686571e+02, 9.143489163058383440e+00, 1.157378154240118029e+01, 1.203181403865916765e+00, 1.048877190556168770e+01
2.098000000000000000e+03, 1.953482089930292531e+01, 8.170742886151722928e+01, 1.913679495146381981e+01, 8.763220070316963017e+01, 1.151176526607703288e+01, 1.002716871522783926e+01, 1.456219569045123841e+01, 6.757668393376216898e+01, 1.014721902696878999e+02, 9.072273963650394180e+00, 1.175638422727797483e+01, 1.201593401815317597e+00, 1.054021506491935156e+01
2.099000000000000000e+03, 1.966788418416011908e+01, 8.200797051122265202e+01, 1.913546033258322510e+01, 8.776724242512567287e+01, 1.162005542502897271e+01, 1.011925982393233703e+01, 1.456719820766515916e+01, 6.758924403886921084e+01, 1.018342584426567470e+02, 9.070419604963596782e+00, 1.189753543557481841e+01, 1.172248266407030171e+00, 1.053011652474979165e+01
2.100000000000000000e+03, 1.970903841765199971e+01, 8.231352200734276892e+01, 1.913906437785020032e+01, 8.764815357213154812e+01, 1.150590307381654576e+01, 1.016741634481913970e+01, 1.448244829510423592e+01, 6.763329926479062237e+01, 1.022241835426237202e+02, 9.092610836857609513e+00, 1.178414179763759506e+01, 1.108461600819042214e+00, 1.051507153123129790e+01
