year, NorESM2-MM, CMCC-CM2-SR5, MIROC-ES2L, CNRM-ESM2-1, CESM2-WACCM, INM-CM5-0, ACCESS-ESM1-5, EC-Earth3-Veg, MPI-ESM1-2-LR, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, CanESM5, TaiESM1, INM-CM4-8, UKESM1-0-LL
2.025000000000000000e+03, 4.122206625283486581e+00, 5.382849704009744940e+00, 7.062194448100600042e+00, 6.667717554036827643e+00, 4.859531502141940962e+00, 4.862311546401257623e+00, 3.628983757671289112e+00, 4.075816608022876153e+00, 6.352512482061643873e+00, 3.777451595428702458e+00, 4.497681561389096139e+00, 6.672337705585376533e+00, 4.822661442183215463e+00, 2.156047206042541298e+00, 4.750926658821645887e+00, 6.851896554763347247e+00
2.026000000000000000e+03, 4.392620880856962451e+00, 5.709340980208333249e+00, 7.101718603807968933e+00, 6.902661054032432020e+00, 4.854957801165705966e+00, 4.752421619821072696e+00, 3.600168053064332518e+00, 3.447684553178220312e+00, 6.618085257520691655e+00, 3.884340957127196514e+00, 4.048531583325284622e+00, 6.816084132242991700e+00, 4.630756060162072529e+00, 2.151822105625508463e+00, 4.755826257000987489e+00, 6.920498361538551357e+00
2.027000000000000000e+03, 4.478966220873993542e+00, 5.662610666929906778e+00, 7.317736881031807528e+00, 7.189817797345762429e+00, 4.692427080762675118e+00, 4.657072071098085964e+00, 3.557532673561973890e+00, 4.184666111034011315e+00, 6.546722860053229454e+00, 3.775059875234065387e+00, 3.994638662410316510e+00, 6.842782092818885609e+00, 4.229402459914084922e+00, 2.204462724878036184e+00, 4.776035328237104416e+00, 6.970413082553418960e+00
2.028000000000000000e+03, 4.657731699956843663e+00, 5.327665025833858259e+00, 6.727836251368601417e+00, 7.277324998831189440e+00, 5.131933884300998727e+00, 4.880038123199375910e+00, 3.572811442539585158e+00, 3.920252483020816303e+00, 6.580231314820755628e+00, 3.756131643638041862e+00, 4.443291812260564022e+00, 6.718487498310476091e+00, 4.335596702562627414e+00, 2.140701600938007765e+00, 4.774830990792141350e+00, 6.702217409406434179e+00
2.029000000000000000e+03, 4.365301055525240947e+00, 5.209243075602957518e+00, 7.216108570189951443e+00, 6.650727409165209991e+00, 5.062065718791357583e+00, 4.999970554008286605e+00, 3.530237638885090234e+00, 4.487423620089226795e+00, 6.596961274957007682e+00, 3.979823042623413798e+00, 4.184772458018969132e+00, 6.883642860705381672e+00, 4.512882725349270707e+00, 2.213613353008005991e+00, 4.791705341736046897e+00, 6.899422937878532558e+00
2.030000000000000000e+03, 4.504427993686635823e+00, 5.024142717567348093e+00, 7.350667316496874548e+00, 7.180519295743695629e+00, 4.811950416657927221e+00, 4.923134204233149624e+00, 3.515186660126784712e+00, 4.262743571533071929e+00, 6.507990751572040544e+00, 3.959187090063090331e+00, 4.102728188368722329e+00, 6.753797891593508851e+00, 4.778995724100701281e+00, 2.304094287745714453e+00, 4.936530552445167253e+00, 7.149335700562605922e+00
2.031000000000000000e+03, 4.225578526257396383e+00, 5.666789648726145323e+00, 7.354533980268230131e+00, 7.385146566941661384e+00, 5.184548127536323214e+00, 4.716061922698415287e+00, 3.493964492794252141e+00, 4.383806687317785666e+00, 6.360252895617486857e+00, 4.066457667587731528e+00, 3.998054497331455348e+00, 6.929754976332557881e+00, 4.739844593200562173e+00, 2.261291296729644351e+00, 4.907949119498438151e+00, 7.502497416786230389e+00
2.032000000000000000e+03, 4.703836163814659521e+00, 5.774317753341513537e+00, 7.367170266175883775e+00, 7.045954570995953681e+00, 5.116198019289353915e+00, 4.808969119600924991e+00, 3.602435498269240366e+00, 4.928418074168526175e+00, 6.467245988679608537e+00, 4.012548846982374684e+00, 4.042095802679536831e+00, 6.828501518240834400e+00, 4.924987375015676072e+00, 2.127532148484630348e+00, 4.658510870780153468e+00, 7.534442551543356181e+00
2.033000000000000000e+03, 4.527805883941586451e+00, 5.724214750480390634e+00, 7.094710003333777770e+00, 7.303921973257449629e+00, 4.882554411181079246e+00, 4.955953306061121388e+00, 3.460991846828561869e+00, 4.361319037779397334e+00, 6.517380396987139335e+00, 4.105892395738189649e+00, 3.708445856030674559e+00, 6.755244019497637531e+00, 4.791867845773623458e+00, 2.287784472192231355e+00, 4.715554540933881711e+00, 7.341747341296104068e+00
2.034000000000000000e+03, 4.283439254242395577e+00, 5.695380474726027487e+00, 7.719712320228966362e+00, 7.544431694643502162e+00, 4.326690563995208905e+00, 4.969824115883401561e+00, 3.525618328177499983e+00, 4.465082897446075449e+00, 6.628981398388140711e+00, 4.141795401598653115e+00, 4.382611918851344157e+00, 6.754762842775257070e+00, 4.568695760205764067e+00, 2.296821615678831030e+00, 4.658662663439262275e+00, 7.374634718837625336e+00
2.035000000000000000e+03, 4.423299392882380054e+00, 5.749975181293373261e+00, 7.506404480831017523e+00, 7.243461315491624752e+00, 4.857838805485401146e+00, 4.912295833511776344e+00, 3.603143003728232152e+00, 4.168259352129482842e+00, 6.345573478595382788e+00, 4.195192950836244883e+00, 4.071750425827066699e+00, 7.274507889451109932e+00, 4.639288523325378222e+00, 2.187174192736551337e+00, 4.770111166445478723e+00, 7.495993679834934476e+00
2.036000000000000000e+03, 4.562146690850667596e+00, 5.899324933385539538e+00, 7.666065646611758488e+00, 7.429335560705595753e+00, 5.326978372164625775e+00, 4.999718913762444039e+00, 3.430553721019913294e+00, 4.144177719594278386e+00, 6.668651311717398222e+00, 4.166550428753260427e+00, 4.095724841171194619e+00, 7.050435750028881898e+00, 4.873215154923539849e+00, 2.268087284559945349e+00, 4.953258751234510093e+00, 7.544431429461746497e+00
2.037000000000000000e+03, 4.875917490281863387e+00, 5.935749876678829473e+00, 7.609106182918762507e+00, 7.417689538642044944e+00, 5.236682265568728845e+00, 5.208105667078708478e+00, 3.680576838934511930e+00, 4.456143420888744267e+00, 6.960316932230775855e+00, 4.388037778934267052e+00, 4.367017241375132031e+00, 7.240935131250371803e+00, 4.799224051732778662e+00, 2.216511253172765095e+00, 4.813005366234482274e+00, 7.620432638349266874e+00
2.038000000000000000e+03, 4.455848363976771864e+00, 5.846643476298082120e+00, 7.723757928027096931e+00, 7.581485087164676173e+00, 5.388758197621434043e+00, 4.982140648118286386e+00, 3.657671207762650756e+00, 4.669896555994754728e+00, 6.735183910962209808e+00, 4.268238468354097037e+00, 4.202326661692114662e+00, 7.232228990178703576e+00, 4.676973840547973715e+00, 2.156919302326557375e+00, 4.920246987110649783e+00, 7.464436143986089789e+00
2.039000000000000000e+03, 4.516251874491612028e+00, 5.669772184948638660e+00, 7.391286355785192441e+00, 7.762257946971804046e+00, 5.387118836175684322e+00, 5.099117944014130543e+00, 3.521163883519192961e+00, 4.712772699799287146e+00, 6.789301971621727994e+00, 4.318669901049495330e+00, 3.927381667444052926e+00, 7.271194121910348862e+00, 5.045583071193424196e+00, 2.229276323410785299e+00, 4.762640826871582078e+00, 7.500276770522529723e+00
2.040000000000000000e+03, 4.656664656544572622e+00, 5.611631745209248123e+00, 7.922519542409681037e+00, 7.425009012553556609e+00, 5.905855707269454413e+00, 5.030082118803311353e+00, 3.497683911877303320e+00, 4.540719134669776835e+00, 6.879246244752012629e+00, 4.625551652904749567e+00, 4.114862553314521776e+00, 7.219097346164847551e+00, 4.899199256438955707e+00, 2.248746511823145333e+00, 4.692847292527906333e+00, 7.792267664507058988e+00
2.041000000000000000e+03, 4.319342374806116602e+00, 6.149810411632472551e+00, 7.467357168616309160e+00, 7.799885453503224042e+00, 5.447219195366234779e+00, 5.047251520862482188e+00, 3.541794941072219149e+00, 4.660296261401336793e+00, 6.630666646177573398e+00, 4.521646069111288746e+00, 4.715660110129038074e+00, 6.847450369675827098e+00, 4.848297380428006065e+00, 2.303560486969315146e+00, 4.850542162958254799e+00, 7.562719208267917104e+00
2.042000000000000000e+03, 4.429433802421035793e+00, 5.977786788534150908e+00, 7.713944614491436980e+00, 7.449834636901117690e+00, 5.483793392558196977e+00, 5.180047088742790962e+00, 3.572054528332756274e+00, 4.316596426779105045e+00, 6.813466239793950940e+00, 4.411222592358952532e+00, 4.431712540808379508e+00, 7.219484073602161267e+00, 5.044430030173907120e+00, 2.425200318382382925e+00, 4.877386973600168041e+00, 7.413194230192106104e+00
2.043000000000000000e+03, 5.027756530253095768e+00, 5.841574716466428008e+00, 7.774228920087598027e+00, 8.197318895826567697e+00, 5.573785121017968969e+00, 5.057117830445708506e+00, 3.511221344737256000e+00, 4.332364982118696695e+00, 6.887265315752641115e+00, 4.665500579413897952e+00, 4.273053977413646010e+00, 7.441027425015820818e+00, 4.953471789056653307e+00, 2.357764443417917466e+00, 4.953736594507092583e+00, 7.457122259304000522e+00
2.044000000000000000e+03, 4.783637916592351935e+00, 6.006411304140642393e+00, 7.678456209040506408e+00, 8.248365869483636814e+00, 5.331255181216039141e+00, 5.129213829538019631e+00, 3.562214754876657619e+00, 4.550166658605470538e+00, 7.029489420009363165e+00, 4.610992790246133843e+00, 4.286454239164084079e+00, 7.360358567513314298e+00, 4.964009062038144293e+00, 2.306621292259817935e+00, 4.996210090914418700e+00, 7.623744621713827385e+00
2.045000000000000000e+03, 4.752870556458380413e+00, 6.056384258664418319e+00, 7.866416988242208141e+00, 7.899797329197310702e+00, 5.512440504062959157e+00, 5.140256097084543896e+00, 3.575803745647356369e+00, 4.963275669372204213e+00, 6.829307329901341816e+00, 4.642622094773001251e+00, 4.608876027548141074e+00, 7.721901729546358339e+00, 5.207889319069165524e+00, 2.412119145030548140e+00, 5.043997942747093788e+00, 7.734331398019392623e+00
2.046000000000000000e+03, 5.091008880797832425e+00, 6.204993044291485127e+00, 8.143317218433150373e+00, 7.657136532974434751e+00, 5.716442657914444503e+00, 5.310766741918834022e+00, 3.553530830659438866e+00, 4.951347828312209209e+00, 7.216847081148110910e+00, 4.928419557501215742e+00, 4.206887115466072302e+00, 7.725642993153083893e+00, 5.307983183333983668e+00, 2.427654587221585114e+00, 5.080513809965254701e+00, 7.659594101573621749e+00
2.047000000000000000e+03, 4.858973635172206151e+00, 6.216152836660713277e+00, 7.531066608994834155e+00, 8.051306355136413018e+00, 5.402344337836053612e+00, 5.165822796289256225e+00, 3.624055372113503815e+00, 5.104555272363846541e+00, 7.035193333293011442e+00, 4.798394381879799830e+00, 4.270981574646059542e+00, 7.586653588631940615e+00, 5.427216150224420943e+00, 2.460834909749592736e+00, 5.392655611463063714e+00, 7.549292518225168003e+00
2.048000000000000000e+03, 5.010328520536763364e+00, 6.058355240655282969e+00, 8.019968265443230493e+00, 8.221666436036116465e+00, 5.665741983808128879e+00, 5.091502384257831970e+00, 3.603836761063452965e+00, 5.491637663252086909e+00, 7.215834276966448080e+00, 4.581075943277914675e+00, 4.270806972920785149e+00, 7.295004166018847158e+00, 5.598327625050587564e+00, 2.342964660833402490e+00, 5.018287524659582388e+00, 7.735077500466384315e+00
2.049000000000000000e+03, 5.191762238980889066e+00, 6.119377761897257351e+00, 7.973260493982984087e+00, 8.118413600659136975e+00, 5.490140427429345493e+00, 5.011665803067113067e+00, 3.663828758697542209e+00, 4.909133763921578186e+00, 7.081809939057487568e+00, 4.847866214487723369e+00, 4.072892201910152998e+00, 7.920097414135503833e+00, 5.548326368683510701e+00, 2.383300592971924647e+00, 5.132517461992518015e+00, 7.781894872969261634e+00
2.050000000000000000e+03, 5.317499529876938524e+00, 5.933241793855180468e+00, 7.526120474297348650e+00, 8.427921982217268848e+00, 5.709146069946283042e+00, 5.015161484862270314e+00, 3.759055518152566666e+00, 4.922675904780372313e+00, 7.066581845346113333e+00, 4.848692864504914546e+00, 4.530162196970280775e+00, 7.426799796896551342e+00, 5.606656376789649343e+00, 2.528759402844690474e+00, 5.077544165285332589e+00, 7.838907842404738702e+00
2.051000000000000000e+03, 5.222295873997136795e+00, 6.462450149053762694e+00, 8.090414279357576177e+00, 8.316418257879286458e+00, 5.703631406271418847e+00, 5.287603245700736920e+00, 3.712523120938675092e+00, 5.391079651106738702e+00, 7.144578895873717528e+00, 4.841732013825156500e+00, 4.633731950569300650e+00, 7.794166793158362694e+00, 5.871359764055990027e+00, 2.531059166366882440e+00, 5.081642154837523684e+00, 7.648230026456963593e+00
2.052000000000000000e+03, 5.508916208859223396e+00, 5.857067010937822005e+00, 8.344884375617393601e+00, 8.099009727630768651e+00, 5.690777892766425872e+00, 5.314784451934779774e+00, 3.723419261142214776e+00, 5.207540927208236248e+00, 7.216058204895941408e+00, 4.958597185910625704e+00, 4.640375008588776495e+00, 7.982857190222319765e+00, 5.422327790698867389e+00, 2.381880829847522474e+00, 4.906610515119693261e+00, 7.945499040353591447e+00
2.053000000000000000e+03, 5.413814502802450690e+00, 6.597229672985719162e+00, 8.317933434246407742e+00, 8.371565112256410757e+00, 5.910104377492513272e+00, 5.295563829187811322e+00, 3.651944940948157026e+00, 5.934691000686132867e+00, 7.372123871285720220e+00, 5.040333163587105147e+00, 4.225160892375518173e+00, 8.007445325472541953e+00, 5.597973260604445223e+00, 2.367774289948123556e+00, 4.997381548902248838e+00, 8.001357651062898313e+00
2.054000000000000000e+03, 5.304753452036337080e+00, 6.296523569434427259e+00, 8.231470801282574357e+00, 8.321227916636871669e+00, 6.003883372485347536e+00, 5.023267176310202586e+00, 3.668216302903473558e+00, 5.654066134380227204e+00, 6.842770132199150090e+00, 5.035464965272245408e+00, 3.879544377634650765e+00, 7.736232620861969167e+00, 5.477238452347577002e+00, 2.464139464670670243e+00, 5.131129257972796509e+00, 8.028373994583677842e+00
2.055000000000000000e+03, 5.260622522089217767e+00, 6.477730868750836812e+00, 8.072133056768361570e+00, 8.822349666623749087e+00, 6.019965537585317605e+00, 5.235582363331928057e+00, 3.802091836259240409e+00, 5.525669497109680250e+00, 7.257108584959180320e+00, 5.039729585268046819e+00, 5.152579423690982985e+00, 7.971182010699798148e+00, 5.915691017570797960e+00, 2.473305488163169752e+00, 5.054347017646923845e+00, 8.311277144657871929e+00
2.056000000000000000e+03, 5.627165510076965305e+00, 6.131653271425879126e+00, 8.308928254349373432e+00, 8.619398162547369679e+00, 5.929567693364009351e+00, 4.956677323942211721e+00, 4.030560248462001560e+00, 4.884336667191537806e+00, 7.630956124076835323e+00, 4.914891792307915175e+00, 5.234335733619071895e+00, 8.418394433401680033e+00, 5.595853052717710163e+00, 2.544448262267878125e+00, 4.903249645965260584e+00, 8.224122079082901493e+00
2.057000000000000000e+03, 5.326230517578752988e+00, 6.480949528786495328e+00, 8.767301240334235857e+00, 9.023178376695629055e+00, 6.275776314238159515e+00, 5.341082277831620040e+00, 4.144584375823677114e+00, 5.152616169271157176e+00, 7.281945384458636816e+00, 5.027925742487787453e+00, 4.539599601594344946e+00, 8.511824148082773434e+00, 5.945094083112053340e+00, 2.549551313546039033e+00, 5.235552650654181406e+00, 8.000256258846379254e+00
2.058000000000000000e+03, 5.216350565478870216e+00, 5.916237697151045083e+00, 8.905884968084448516e+00, 8.743963584387097754e+00, 5.849622209875026790e+00, 5.198840207852773787e+00, 4.129378234429565531e+00, 5.145579822687508909e+00, 7.136364357292574567e+00, 5.059223282758749995e+00, 4.720768121310910281e+00, 8.539156400956729343e+00, 5.865522530403848300e+00, 2.426166062745675589e+00, 5.273937096601128971e+00, 7.971419823517182479e+00
2.059000000000000000e+03, 5.297585941283466937e+00, 6.297322739629676036e+00, 8.523820675393899648e+00, 8.894064299521417638e+00, 6.084427402663632911e+00, 5.368243430376840486e+00, 3.919983495912817695e+00, 5.094986100574572241e+00, 7.529938248236914156e+00, 5.030987199061640602e+00, 4.686670220653022412e+00, 8.250421720294944805e+00, 5.945334685861467960e+00, 2.496635684295589019e+00, 5.199997964961585062e+00, 8.088183857786908959e+00
2.060000000000000000e+03, 5.154061026546274071e+00, 6.597099920052374777e+00, 8.185792368598661994e+00, 8.681697594193527934e+00, 6.034572530696392434e+00, 5.228551177722878585e+00, 3.884795359271965953e+00, 5.407720676061026133e+00, 7.343791789266109760e+00, 5.237634917912326493e+00, 4.981328012703143848e+00, 8.789389261714379842e+00, 6.286929893891921139e+00, 2.723241418555258253e+00, 5.205389848516245976e+00, 7.995866411397785534e+00
2.061000000000000000e+03, 5.694701461732130099e+00, 6.593243095470725734e+00, 8.592556960295583579e+00, 8.796410126202438562e+00, 6.229156880670804419e+00, 5.376405602271010942e+00, 3.759741831760421427e+00, 5.741012077659775059e+00, 7.686790693381582606e+00, 5.141868045942812770e+00, 4.759514349581869475e+00, 8.350507061196694281e+00, 6.410511542584501399e+00, 2.602701800836531021e+00, 5.198337530052153710e+00, 8.132583733704572992e+00
2.062000000000000000e+03, 5.812388885265901806e+00, 6.596847885951016011e+00, 8.677275223978542229e+00, 8.914346516280462041e+00, 6.302863870560384996e+00, 5.441561583028503790e+00, 3.908692113230949339e+00, 5.993816376887441955e+00, 7.562000213846386210e+00, 5.175179890557167539e+00, 5.149505068823951426e+00, 8.634186982563727852e+00, 6.416484692301547277e+00, 2.609149350658176214e+00, 5.243244896885566497e+00, 7.996141430599523758e+00
2.063000000000000000e+03, 5.715479281082761709e+00, 6.161345123626293052e+00, 8.229551767513408222e+00, 9.207287493241160803e+00, 6.543251872304628236e+00, 5.604009161667707239e+00, 4.021344070619653266e+00, 5.364208411127244780e+00, 7.551521158945574186e+00, 5.383534725137370636e+00, 4.694084900850406861e+00, 8.359458916583722754e+00, 6.704052904712693106e+00, 2.585036908984889692e+00, 5.237470675236145290e+00, 8.067278599714239107e+00
2.064000000000000000e+03, 5.598783908081386151e+00, 6.398734503447766286e+00, 8.602407024091480281e+00, 9.046979944429926590e+00, 6.790693484984647199e+00, 5.524684655308515602e+00, 3.950476148890150530e+00, 6.068755900767144773e+00, 7.659989471540014527e+00, 5.232799287412397859e+00, 4.469326200790014525e+00, 8.621808822464638311e+00, 6.361032411906113460e+00, 2.704132090104940378e+00, 5.368173433402096073e+00, 8.133904026517480901e+00
2.065000000000000000e+03, 5.878674754876366926e+00, 6.906108758567501837e+00, 8.738346493032956630e+00, 9.148476385634712216e+00, 6.346544727383587770e+00, 5.365720931070342203e+00, 3.955140313058531198e+00, 5.665508295289096274e+00, 7.561207302464793223e+00, 5.260248370025937703e+00, 4.197504906583130690e+00, 8.832595319371735698e+00, 6.922212972844217660e+00, 2.722646639000506408e+00, 5.258710913206685156e+00, 8.355490403122509235e+00
2.066000000000000000e+03, 5.710474399922017774e+00, 6.523806940933313037e+00, 8.775475930702514304e+00, 9.523173465544875427e+00, 6.260925555377402141e+00, 5.309464472368692789e+00, 4.093530981113361555e+00, 6.230642206747395662e+00, 7.804018903933480189e+00, 5.245543804523434162e+00, 5.543427185776589106e+00, 8.744176258950625780e+00, 6.981884324024606236e+00, 2.641286132797118213e+00, 5.435408328816658141e+00, 8.341419405770606588e+00
2.067000000000000000e+03, 5.607102619566765256e+00, 6.632555951262758320e+00, 8.385140245953991212e+00, 9.214615012336157207e+00, 6.577388458167965801e+00, 5.476531653883138340e+00, 4.085237957172070722e+00, 6.193468254648086813e+00, 7.446322763879125617e+00, 5.293035501216456495e+00, 5.043558591954235837e+00, 8.703430807081753429e+00, 6.762532497602614434e+00, 2.660165433938944446e+00, 5.365788584077665568e+00, 8.480379171616741374e+00
2.068000000000000000e+03, 5.700168367250767254e+00, 6.962013213110308740e+00, 8.978380033422734385e+00, 9.599568182197575794e+00, 6.181329803965041947e+00, 5.362724611003226727e+00, 4.084905418474553684e+00, 5.989843659067430437e+00, 8.043681461788660059e+00, 5.285719296041497373e+00, 4.867357546811076574e+00, 9.075195616391983577e+00, 6.621001221813954452e+00, 2.789113904599412219e+00, 5.236457862214967562e+00, 8.320489733810340738e+00
2.069000000000000000e+03, 5.681785128523055839e+00, 6.576963382182125173e+00, 9.139093827232356304e+00, 9.838041408544953015e+00, 6.875239631995365031e+00, 5.572153853102959964e+00, 4.013800745795625957e+00, 5.991482959901903271e+00, 8.111640000730650613e+00, 5.500055383613525528e+00, 4.961055655986518431e+00, 9.324494987409540414e+00, 6.675569542243780852e+00, 2.782839359817230296e+00, 5.540062257591952033e+00, 8.233332813684759444e+00
2.070000000000000000e+03, 6.136869115043513290e+00, 6.504188792317785683e+00, 9.014930869429143456e+00, 9.421467667025554604e+00, 6.643443620626403145e+00, 5.417432957413457650e+00, 4.026580657854629486e+00, 6.010385852373946847e+00, 8.080861555401851248e+00, 5.292118835890673445e+00, 5.053012866762403910e+00, 9.211096762453822251e+00, 6.698276153545550393e+00, 2.608470668863006381e+00, 5.602810536791661633e+00, 8.462460566699339992e+00
2.071000000000000000e+03, 5.999641737863235846e+00, 6.774192182306389753e+00, 9.065658859536808833e+00, 9.846519838748461595e+00, 6.699292429410386163e+00, 5.343457139076678075e+00, 3.927018649308431364e+00, 5.948605140741445751e+00, 8.072628401158461031e+00, 5.558149600744327401e+00, 4.804003496385826466e+00, 8.933490147835547290e+00, 6.316688327824230953e+00, 2.665681985243972818e+00, 5.576957163801697703e+00, 8.544582899336679915e+00
2.072000000000000000e+03, 6.334151219242152742e+00, 6.586307761618937384e+00, 8.808088830758494581e+00, 9.844835184232273662e+00, 6.766618240103654536e+00, 5.340148503122472690e+00, 4.130972573804394976e+00, 5.940998686803228956e+00, 7.975125153399577727e+00, 5.593570877814686426e+00, 5.396518840948474782e+00, 9.371142538494403595e+00, 6.586134896627186208e+00, 2.778121974401347227e+00, 5.305193477317990514e+00, 8.451670426536095349e+00
2.073000000000000000e+03, 5.979980218763377486e+00, 6.642557495937801093e+00, 8.984931772386131499e+00, 9.783435624658380902e+00, 6.737302925248184415e+00, 5.519181225515449540e+00, 4.331351959898300130e+00, 6.264185361860794110e+00, 8.090898972524820820e+00, 5.357012711735429811e+00, 5.329771798463140975e+00, 9.367763744338413190e+00, 6.983276860132167307e+00, 2.797782103917608509e+00, 5.572517816788497669e+00, 8.270322234992512733e+00
2.074000000000000000e+03, 5.998160104560232853e+00, 6.821843719102908210e+00, 8.950266842373729048e+00, 9.978504148151325026e+00, 6.526414529211280957e+00, 5.641356793404342262e+00, 4.348416263049569963e+00, 5.967886933338218292e+00, 8.177452807138569923e+00, 5.586946285771608345e+00, 5.402875350592749371e+00, 9.527000765593527376e+00, 6.450752402195728763e+00, 2.987852728433350702e+00, 5.757584527663675011e+00, 8.620023441604079295e+00
2.075000000000000000e+03, 6.103979158064192667e+00, 6.759072284923621332e+00, 9.345850649259340059e+00, 1.009213467686516807e+01, 6.787583986899739408e+00, 5.645516068205841620e+00, 4.058381234860365616e+00, 6.349237820480597705e+00, 7.983735487794278995e+00, 5.440631502370715467e+00, 5.319843564507506173e+00, 9.513201738804447416e+00, 7.310527489543450663e+00, 2.747316664111748352e+00, 5.335440494428504543e+00, 8.911177840427312091e+00
2.076000000000000000e+03, 6.198681553673137223e+00, 6.759935373831812200e+00, 9.213833384461239007e+00, 1.011774204958999945e+01, 6.694120086719828500e+00, 5.486010020772892126e+00, 3.927813277298225270e+00, 6.574862234934371052e+00, 8.100688527691461971e+00, 5.647588778020653955e+00, 4.449823476555015311e+00, 9.035927778726188464e+00, 7.255502079545164129e+00, 2.859289273070339199e+00, 5.578249893500807133e+00, 8.907854270510393135e+00
