year, EC-Earth3-Veg, TaiESM1, CESM2-WACCM, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, CNRM-ESM2-1, NorESM2-MM, CMCC-CM2-SR5, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL
2.089000000000000000e+03, 3.160735912482845151e+02, 6.034786434909445063e+01, 9.264594930868677238e+02, 2.240654203342681967e+02, 3.789669327534793410e+02, 1.583569998718521390e+02, 4.586774704768293418e+02, 7.328964725318068076e+02, 9.981001696018495295e+02, 2.000041459669899666e+02, 7.728940692005723179e+01, 1.324438342123706661e+03, 2.653878336604730066e+02
2.090000000000000000e+03, 3.160809049917476727e+02, 6.030829902887427352e+01, 9.263085211379279826e+02, 2.244259428949208370e+02, 3.793225976615934769e+02, 1.584405027190055932e+02, 4.591033281931610759e+02, 7.328171900140238222e+02, 9.978322255791235875e+02, 2.000383490842391438e+02, 7.742827602187918501e+01, 1.324115279957260327e+03, 2.655231724066838410e+02
2.091000000000000000e+03, 3.161825073377211197e+02, 6.026761316471499441e+01, 9.260829661534103252e+02, 2.248166592940892770e+02, 3.796734574503126396e+02, 1.584810870092505866e+02, 4.595574798897023925e+02, 7.327496373480637430e+02, 9.975555576292827027e+02, 2.000876203573600378e+02, 7.755012288120258290e+01, 1.323770793098774448e+03, 2.656264468260063154e+02
2.092000000000000000e+03, 3.162647378333735446e+02, 6.019803068110662281e+01, 9.258520795923834612e+02, 2.252196679414828964e+02, 3.801019973963549319e+02, 1.584988053591884523e+02, 4.600264386228531066e+02, 7.327092904541234475e+02, 9.973049449721903557e+02, 2.001295482126523382e+02, 7.767902268154612955e+01, 1.323457714417867692e+03, 2.658961189770997180e+02
2.093000000000000000e+03, 3.162666129761374236e+02, 6.015773208264234739e+01, 9.256363633081897433e+02, 2.256450858616309461e+02, 3.806011110025528410e+02, 1.585623651656410402e+02, 4.603912437751187667e+02, 7.326393528892442646e+02, 9.971128715337515587e+02, 2.001672149638660869e+02, 7.780951337768652820e+01, 1.323141743796064020e+03, 2.659501578801167057e+02
2.094000000000000000e+03, 3.161785375211071596e+02, 6.014360232453913113e+01, 9.254172624871849848e+02, 2.260943539417259558e+02, 3.810697186747082696e+02, 1.587047116674748963e+02, 4.607000088314190407e+02, 7.324945117238652301e+02, 9.968877308725758439e+02, 2.002106867353163295e+02, 7.791534263032758645e+01, 1.322875122938408822e+03, 2.659056947479645032e+02
2.095000000000000000e+03, 3.161111017147817961e+02, 6.011966161949421661e+01, 9.251928518735862781e+02, 2.265178811811094306e+02, 3.815577311757181178e+02, 1.588882536666614271e+02, 4.610437191819609666e+02, 7.323539747875868215e+02, 9.966009944916781933e+02, 2.002418324995112187e+02, 7.799246980322676848e+01, 1.322601318294553494e+03, 2.659577409282151734e+02
2.096000000000000000e+03, 3.160739591545978442e+02, 6.006507027789110964e+01, 9.249413135890582680e+02, 2.269603565600139916e+02, 3.820260445417133610e+02, 1.590336724470168122e+02, 4.614319433392267911e+02, 7.322355393837583506e+02, 9.963504159414339938e+02, 2.002619565206399557e+02, 7.808470727432252545e+01, 1.322341700540938746e+03, 2.660131533076259984e+02
2.097000000000000000e+03, 3.160091170272327190e+02, 6.002479902603027284e+01, 9.247153652418438696e+02, 2.274207656099653150e+02, 3.824543701154062774e+02, 1.589929207651010472e+02, 4.617964756467794132e+02, 7.321366588367376380e+02, 9.961162633342952404e+02, 2.002942311006757450e+02, 7.817035849903494693e+01, 1.322087377962128812e+03, 2.660642887267563310e+02
2.098000000000000000e+03, 3.159681803974574450e+02, 5.996824507473397858e+01, 9.244797963564925567e+02, 2.279318727430010085e+02, 3.828407691293776907e+02, 1.589609978006598681e+02, 4.621782181117950472e+02, 7.320546800042144469e+02, 9.958211182370610004e+02, 2.003441890301857029e+02, 7.825004734311472987e+01, 1.321765887318337946e+03, 2.661003028924146747e+02
2.099000000000000000e+03, 3.159633518880690417e+02, 5.992660794172054040e+01, 9.242706018732458233e+02, 2.284072219645823054e+02, 3.832646203702373100e+02, 1.589506773082278528e+02, 4.625312029909326839e+02, 7.320008994169782000e+02, 9.955348893222276274e+02, 2.003898855654350939e+02, 7.833398790648432453e+01, 1.321403212860191161e+03, 2.661959384062926119e+02
2.100000000000000000e+03, 3.159690461885560921e+02, 5.983085639845022285e+01, 9.240353163423243359e+02, 2.288751053812173382e+02, 3.837138513664867787e+02, 1.590041832872147722e+02, 4.629296837704752647e+02, 7.319361388737377183e+02, 9.952753582291563816e+02, 2.004084518480863437e+02, 7.842332596848834214e+01, 1.321023831557124367e+03, 2.663329478585627044e+02
